fit_days,candidate,phase,station,days,rmse_mm,mae_mm,bias_mm
432,C0_A_final,train,ATU1,402,9.695007569910576,7.418216714017685,0.3018022997985782
432,C0_A_final,train,ATU5,402,12.199440504581291,9.275025933986708,0.021479969370436485
432,C0_A_final,train,MJ3,402,7.027264679667978,6.070756035663442,0.5769553734784995
432,C0_A_final,train,MJ1,402,8.298742988369813,6.86083847466137,-1.6090792294231233
432,C0_A_final,train,four_point_mean,402,9.305113935632416,7.406209289582302,-0.1772103966939023
432,C0_A_final,prediction,ATU1,180,32.24916617743078,30.036039166704107,-30.036039166704107
432,C0_A_final,prediction,ATU5,180,41.92488797849843,38.28745603372779,30.966172725263217
432,C0_A_final,prediction,MJ3,180,9.755932127576576,8.284583044686128,4.136412259083191
432,C0_A_final,prediction,MJ1,180,17.93523281468258,14.543174903401733,14.366793629725034
432,C0_A_final,prediction,four_point_mean,180,25.46630477454709,22.78781328712994,4.858334861841834
432,C0_B_final,train,ATU1,402,9.663759325541795,7.424712228000846,0.028416898084577414
432,C0_B_final,train,ATU5,402,4.005363489196313,2.8934151418710097,0.2736030300361978
432,C0_B_final,train,MJ3,402,6.545388968296212,5.642903753780939,0.2836226039307987
432,C0_B_final,train,MJ1,402,8.277645765670895,6.927245936145315,-1.4748320227623013
432,C0_B_final,train,four_point_mean,402,7.123039387176304,5.7220692649495275,-0.22229737267768185
432,C0_B_final,prediction,ATU1,180,55.38600041877093,54.51397089697244,-54.51397089697244
432,C0_B_final,prediction,ATU5,180,140.06419011407704,134.60639192010478,-134.60639192010478
432,C0_B_final,prediction,MJ3,180,14.720515018928182,12.545990697413945,9.369023589531562
432,C0_B_final,prediction,MJ1,180,21.877992443612726,18.14408769179218,17.989047984031647
432,C0_B_final,prediction,four_point_mean,180,58.012174498847216,54.952610301570836,-40.4405728108785
432,C1_A_stage3,train,ATU1,402,10.9599845928076,8.905486823780482,2.482720600903977
432,C1_A_stage3,train,ATU5,402,16.847693334650366,13.792596575799715,-0.756339716870196
432,C1_A_stage3,train,MJ3,402,9.686852433814135,7.80091723764718,5.270408049741833
432,C1_A_stage3,train,MJ1,402,9.192131495697577,7.847882867849342,-1.8781389367225543
432,C1_A_stage3,train,four_point_mean,402,11.67166546424242,9.58672087626918,1.2796624992632648
432,C1_A_stage3,prediction,ATU1,180,32.80122840646242,30.185287504759547,18.520577567525102
432,C1_A_stage3,prediction,ATU5,180,126.67696812912872,121.95733357934864,-121.95733357934864
432,C1_A_stage3,prediction,MJ3,180,40.58392778163338,38.7324075513614,37.10303912096062
432,C1_A_stage3,prediction,MJ1,180,27.726382274619812,26.06956936381735,25.453473684409516
432,C1_A_stage3,prediction,four_point_mean,180,56.947126647961085,54.236149499821735,-10.220060801613354
432,C1_B_stage3,train,ATU1,402,9.379666151106097,8.218355388107275,-0.21922499950028768
432,C1_B_stage3,train,ATU5,402,3.939328200814396,2.9630892900734,0.9546508951035446
432,C1_B_stage3,train,MJ3,402,6.58020999667528,5.748979994828389,0.25637591162360474
432,C1_B_stage3,train,MJ1,402,8.507593379856072,7.289502497020374,-1.643431077127893
432,C1_B_stage3,train,four_point_mean,402,7.101699432112961,6.054981792507359,-0.16290731747525786
432,C1_B_stage3,prediction,ATU1,180,99.2106619416694,96.74842405287419,-96.74842405287419
432,C1_B_stage3,prediction,ATU5,180,133.95047145451488,128.7317355646478,-128.7317355646478
432,C1_B_stage3,prediction,MJ3,180,15.510929773980658,13.191467364139799,10.59276991692111
432,C1_B_stage3,prediction,MJ1,180,24.69221703329287,20.880049060230565,20.86446774109892
432,C1_B_stage3,prediction,four_point_mean,180,68.34107005086445,64.8879190104731,-48.50573048987549
432,C1_A_final,train,ATU1,402,10.299824882824403,8.335974572502153,1.6947994036385272
432,C1_A_final,train,ATU5,402,15.781299422953543,12.323200973471216,-1.50088827297829
432,C1_A_final,train,MJ3,402,8.52031948840824,6.8475704260582795,4.567554892926244
432,C1_A_final,train,MJ1,402,8.92409214460693,7.615567057374757,-2.144201342072593
432,C1_A_final,train,four_point_mean,402,10.88138398469828,8.780578257351602,0.6543161703784721
432,C1_A_final,prediction,ATU1,180,33.851814924593775,31.458944380199288,-31.458944380199288
432,C1_A_final,prediction,ATU5,180,131.00885196104525,126.679445022916,-126.679445022916
432,C1_A_final,prediction,MJ3,180,38.903316833284066,36.7636275622013,34.76333941417699
432,C1_A_final,prediction,MJ1,180,27.541260860921508,25.568579096726257,24.878020442375323
432,C1_A_final,prediction,four_point_mean,180,57.82631114496115,55.117649015510715,-24.62425738664075
432,C1_B_final,train,ATU1,402,9.329135572954733,8.173027463982054,-0.1459056881972633
432,C1_B_final,train,ATU5,402,3.663056189373532,2.76904724663012,0.7825471242069701
432,C1_B_final,train,MJ3,402,6.513673765546791,5.684936643632533,0.27613490227200493
432,C1_B_final,train,MJ1,402,8.503064819390806,7.281645167467757,-1.4320926969827659
432,C1_B_final,train,four_point_mean,402,7.002232586816465,5.9771641304281165,-0.12982908967526352
432,C1_B_final,prediction,ATU1,180,99.82680915457654,97.34507533674967,-97.34507533674967
432,C1_B_final,prediction,ATU5,180,134.87780697352144,129.64662156888645,-129.64662156888645
432,C1_B_final,prediction,MJ3,180,15.882526386840533,13.49458732741388,10.972008928028744
432,C1_B_final,prediction,MJ1,180,24.79225596526957,20.981292924401544,20.967768446310135
432,C1_B_final,prediction,four_point_mean,180,68.84484962005203,65.36689428936288,-48.762979882824304
612,C0_A_final,train,ATU1,582,11.055528081824074,7.552866398190489,0.2051448118087088
612,C0_A_final,train,ATU5,582,11.609881775411226,9.00146663248772,0.1097538439517923
612,C0_A_final,train,MJ3,582,8.592797344703712,7.552567196962683,-2.125276089959982
612,C0_A_final,train,MJ1,582,8.557094835423914,5.675464493677506,-0.72749197152263
612,C0_A_final,train,four_point_mean,582,9.953825509340732,7.4455911803295995,-0.6344673514305277
612,C0_A_final,prediction,ATU1,180,9.647104317382386,7.330830285657119,7.297960758353375
612,C0_A_final,prediction,ATU5,180,52.22671131076432,36.67154935658959,33.57744755342511
612,C0_A_final,prediction,MJ3,180,124.33704152965942,96.1531755902714,96.1531755902714
612,C0_A_final,prediction,MJ1,180,67.38395355036126,52.68310356770512,40.843125060015545
612,C0_A_final,prediction,four_point_mean,180,63.39870267704184,48.20966470005581,44.46792724051636
612,C0_B_final,train,ATU1,582,8.205017090481677,6.205121246043948,2.669170126734383
612,C0_B_final,train,ATU5,582,9.456274591068324,7.9087461825111935,-1.9849726051088803
612,C0_B_final,train,MJ3,582,5.607264439348575,4.851707010023787,-0.9885795183177032
612,C0_B_final,train,MJ1,582,5.503248859314612,3.9236001083898864,-0.2816614689197368
612,C0_B_final,train,four_point_mean,582,7.1929512450532975,5.722293636742204,-0.14651086640298439
612,C0_B_final,prediction,ATU1,180,4.264416212270162,2.95704554757896,0.3749605518646828
612,C0_B_final,prediction,ATU5,180,5.021708368573075,4.3470540930039006,-1.5134557591683089
612,C0_B_final,prediction,MJ3,180,61.04552849517042,50.593260227976884,50.593260227976884
612,C0_B_final,prediction,MJ1,180,18.647526258184858,15.311142958359275,10.441309361315612
612,C0_B_final,prediction,four_point_mean,180,22.244794833549626,18.302125706729754,14.974018595497217
612,C1_A_stage3,train,ATU1,582,9.814253866137694,7.499310566828409,-0.13682935375663172
612,C1_A_stage3,train,ATU5,582,12.320251187418428,9.916469410687188,0.6808185350594629
612,C1_A_stage3,train,MJ3,582,6.009251852211184,5.241375272741253,-1.2556222206402359
612,C1_A_stage3,train,MJ1,582,8.538199275723338,6.971852381661736,-1.655710437959429
612,C1_A_stage3,train,four_point_mean,582,9.17048904537266,7.407251907979647,-0.5918358693242084
612,C1_A_stage3,prediction,ATU1,180,23.991753907918948,19.148194163741294,19.148194163741294
612,C1_A_stage3,prediction,ATU5,180,16.21906523095278,13.171243752356249,-11.735169359762818
612,C1_A_stage3,prediction,MJ3,180,136.0930240875694,107.10920553866913,107.10920553866913
612,C1_A_stage3,prediction,MJ1,180,62.444790548043926,46.85029131167388,39.63662042509875
612,C1_A_stage3,prediction,four_point_mean,180,59.687158443621264,46.56973369161014,38.539712691936586
612,C1_B_stage3,train,ATU1,582,7.698532747587195,5.9250808494501115,1.1853212028489313
612,C1_B_stage3,train,ATU5,582,15.26876135529316,12.441676561174326,-0.14568346896695902
612,C1_B_stage3,train,MJ3,582,14.00781134328537,12.871392463742964,-1.1618421245900636
612,C1_B_stage3,train,MJ1,582,7.5976095668981625,6.041241068650416,-2.352854054137099
612,C1_B_stage3,train,four_point_mean,582,11.143178753265973,9.319847735754454,-0.6187646112112977
612,C1_B_stage3,prediction,ATU1,180,31.07181313388321,25.091635393931494,24.97729708719987
612,C1_B_stage3,prediction,ATU5,180,21.89393089157718,18.939765376150568,18.939765376150568
612,C1_B_stage3,prediction,MJ3,180,82.69380945740137,69.26532763482575,69.26532763482575
612,C1_B_stage3,prediction,MJ1,180,15.881151987963449,13.942337107858856,2.0303860001616147
612,C1_B_stage3,prediction,four_point_mean,180,37.88517636770631,31.809766378191668,28.80319402458445
612,C1_A_final,train,ATU1,582,9.810957674316514,7.491807744910077,-0.14085253081009838
612,C1_A_final,train,ATU5,582,12.334559764523775,9.93928351722086,0.6611242081942805
612,C1_A_final,train,MJ3,582,5.856652894602331,5.123980168503448,-1.2995575485265094
612,C1_A_final,train,MJ1,582,8.435724470012095,6.7997349333356105,-1.3032918740329564
612,C1_A_final,train,four_point_mean,582,9.109473700863678,7.338701590992499,-0.520644436293821
612,C1_A_final,prediction,ATU1,180,23.940877197402344,19.10327234164671,19.10327234164671
612,C1_A_final,prediction,ATU5,180,16.15471889330787,13.123459549291145,-11.673711935444496
612,C1_A_final,prediction,MJ3,180,129.68460271808104,101.9814847046396,101.9814847046396
612,C1_A_final,prediction,MJ1,180,56.01388239217784,42.501674385638324,34.63418579232044
612,C1_A_final,prediction,four_point_mean,180,56.44852030024227,44.177472745303945,36.01130772579056
612,C1_B_final,train,ATU1,582,7.6556980352957344,5.877415337346234,1.1983298238355398
612,C1_B_final,train,ATU5,582,15.202188842696247,12.398840410918053,-0.16750154139374743
612,C1_B_final,train,MJ3,582,14.006942087227918,12.870490317630363,-1.1631293244559506
612,C1_B_final,train,MJ1,582,7.5810297524191474,6.0196466180849075,-2.2811211551663764
612,C1_B_final,train,four_point_mean,582,11.111464679409762,9.29159817099489,-0.6033555492951337
612,C1_B_final,prediction,ATU1,180,31.38550477579934,25.353262372116877,25.230273469706596
612,C1_B_final,prediction,ATU5,180,22.30270875619385,19.272989042011798,19.272989042011798
612,C1_B_final,prediction,MJ3,180,82.68375394396712,69.2574912378696,69.2574912378696
612,C1_B_final,prediction,MJ1,180,15.847323876856978,13.920295214581417,1.978665781713013
612,C1_B_final,prediction,four_point_mean,180,38.05482283820432,31.951009466644923,28.934854882825253
