fit_days,candidate,window,station,days,start,end,observed_mm_day,predicted_mm_day,background_mm_day,other_state_mm_day
612,C1_B_stage3,prediction_first30,MJ1,30,2018-03-04,2018-04-03,0.5738310163987194,0.27325650416991415,0.2695438422911688,0.003712661878742788
612,C1_B_stage3,prediction_first90,ATU1,90,2018-03-04,2018-06-02,0.29168031485150814,0.6746009148349768,0.25837288345627785,0.41622803137869874
612,C1_B_stage3,prediction_first90,ATU5,90,2018-03-04,2018-06-02,0.48121373413087426,0.7657759502534665,0.483015614009396,0.28276033624407043
612,C1_B_stage3,prediction_first90,MJ3,90,2018-03-04,2018-06-02,0.00014590983035607982,0.8105871612671358,0.7332102323217078,0.07737692894542773
612,C1_B_stage3,prediction_first90,MJ1,90,2018-03-04,2018-06-02,0.56213774326891,0.42872888112644886,0.37261011411704664,0.05611876700940199
612,C1_B_stage3,prediction_all,ATU1,180,2018-03-04,2018-08-31,0.20889186550240246,0.48136013615652695,0.2677788173776383,0.21358131877888853
612,C1_B_stage3,prediction_all,ATU5,180,2018-03-04,2018-08-31,0.3841318552735399,0.6065563992752159,0.4962879890783626,0.11026841019685334
612,C1_B_stage3,prediction_all,MJ3,180,2018-03-04,2018-08-31,0.019141401014050846,0.7985908509494809,0.7604097715083187,0.038181079441162384
612,C1_B_stage3,prediction_all,MJ1,180,2018-03-04,2018-08-31,0.3766782808477621,0.5285873443039419,0.3853296210794805,0.14325772322446176
612,C1_A_final,train_last30,ATU1,30,2018-02-02,2018-03-04,0.08127905295298016,0.14779866738921138,0.14401479502134104,0.0037838723678703446
612,C1_A_final,train_last30,ATU5,30,2018-02-02,2018-03-04,0.14365491750296921,0.22776822036585903,0.22373995939536354,0.004028260970496452
612,C1_A_final,train_last30,MJ3,30,2018-02-02,2018-03-04,0.1489793833633636,0.2151220428179613,0.2136406120305196,0.0014814307874431165
612,C1_A_final,train_last30,MJ1,30,2018-02-02,2018-03-04,0.1525834964413093,0.17871988646956727,0.17569148880590008,0.003028397663669343
612,C1_A_final,train_last90,ATU1,90,2017-12-04,2018-03-04,0.12183175182401429,0.13974591520451252,0.1378322416305085,0.0019136735740043302
612,C1_A_final,train_last90,ATU5,90,2017-12-04,2018-03-04,0.18133658874851777,0.23346353628056515,0.22344323289405502,0.010020303386510124
612,C1_A_final,train_last90,MJ3,90,2017-12-04,2018-03-04,0.1527686706277993,0.20311572810929496,0.20432710360060152,-0.0012113754913049965
612,C1_A_final,train_last90,MJ1,90,2017-12-04,2018-03-04,0.12601341641593788,0.17050943852507822,0.16991162394190618,0.0005978145831730804
612,C1_A_final,prediction_first30,ATU1,30,2018-03-04,2018-04-03,0.09685073207831466,0.23580471885446552,0.23176727478994033,0.004037444064524228
612,C1_A_final,prediction_first30,ATU5,30,2018-03-04,2018-04-03,0.1397960890381834,0.25989137140470764,0.25732326566816066,0.0025681057365488868
612,C1_A_final,prediction_first30,MJ3,30,2018-03-04,2018-04-03,-0.005948180087898436,0.4962302558343481,0.3377135081217745,0.1585167477125746
612,C1_A_final,prediction_first30,MJ1,30,2018-03-04,2018-04-03,0.5738310163987194,0.33196665093534344,0.25489696259496764,0.07706968834037345
612,C1_A_final,prediction_first90,ATU1,90,2018-03-04,2018-06-02,0.29168031485150814,0.5228744755771099,0.3057241899885178,0.21715028558859203
612,C1_A_final,prediction_first90,ATU5,90,2018-03-04,2018-06-02,0.48121373413087426,0.32827360788509485,0.269362528390018,0.05891107949507778
612,C1_A_final,prediction_first90,MJ3,90,2018-03-04,2018-06-02,0.00014590983035607982,0.9910462873833821,0.44198230776089026,0.5490639796224921
612,C1_A_final,prediction_first90,MJ1,90,2018-03-04,2018-06-02,0.56213774326891,0.7001334930793784,0.321471554009122,0.37866193907025597
612,C1_A_final,prediction_all,ATU1,180,2018-03-04,2018-08-31,0.20889186550240246,0.44486930385800777,0.3168338436301451,0.12803546022786255
612,C1_A_final,prediction_all,ATU5,180,2018-03-04,2018-08-31,0.3841318552735399,0.2760153889396182,0.2722849500229979,0.0037304389166204527
612,C1_A_final,prediction_all,MJ3,180,2018-03-04,2018-08-31,0.019141401014050846,1.2426757014762213,0.45793608902134225,0.7847396124548784
612,C1_A_final,prediction_all,MJ1,180,2018-03-04,2018-08-31,0.3766782808477621,0.9036145565472856,0.3315680858575732,0.5720464706897126
612,C1_B_final,train_last30,ATU1,30,2018-02-02,2018-03-04,0.08127905295298016,0.11103246402273423,0.10658524915248221,0.004447214870252006
612,C1_B_final,train_last30,ATU5,30,2018-02-02,2018-03-04,0.14365491750296921,0.3016895174913846,0.2973253126229366,0.0043642048684470565
612,C1_B_final,train_last30,MJ3,30,2018-02-02,2018-03-04,0.1489793833633636,0.3186192599302558,0.31567769314764765,0.0029415667826090323
612,C1_B_final,train_last30,MJ1,30,2018-02-02,2018-03-04,0.1525834964413093,0.17424655039337342,0.17274306320936242,0.0015034871840121865
612,C1_B_final,train_last90,ATU1,90,2017-12-04,2018-03-04,0.12183175182401429,0.10095442852071099,0.09866648467436948,0.002287943846341199
612,C1_B_final,train_last90,ATU5,90,2017-12-04,2018-03-04,0.18133658874851777,0.29460721105551024,0.2923726253182016,0.0022345857373087105
612,C1_B_final,train_last90,MJ3,90,2017-12-04,2018-03-04,0.1527686706277993,0.29556461183674904,0.2953395115628303,0.00022510027391936898
612,C1_B_final,train_last90,MJ1,90,2017-12-04,2018-03-04,0.12601341641593788,0.1594022679154667,0.16338603264708146,-0.00398376473161548
612,C1_B_final,prediction_first30,ATU1,30,2018-03-04,2018-04-03,0.09685073207831466,0.17690685942815207,0.17445230586197102,0.002454553566180569
612,C1_B_final,prediction_first30,ATU5,30,2018-03-04,2018-04-03,0.1397960890381834,0.4169267316128128,0.41408636705130275,0.0028403645615128425
612,C1_B_final,prediction_first30,MJ3,30,2018-03-04,2018-04-03,-0.005948180087898436,0.5218924902677524,0.517525906778702,0.0043665834890459125
612,C1_B_final,prediction_first30,MJ1,30,2018-03-04,2018-04-03,0.5738310163987194,0.2729089554820348,0.26917998422722555,0.0037289712548085182
612,C1_B_final,prediction_first90,ATU1,90,2018-03-04,2018-06-02,0.29168031485150814,0.6814445711184589,0.2564593708670761,0.4249852002513832
612,C1_B_final,prediction_first90,ATU5,90,2018-03-04,2018-06-02,0.48121373413087426,0.7708959276636007,0.48292855802733864,0.2879673696362627
612,C1_B_final,prediction_first90,MJ3,90,2018-03-04,2018-06-02,0.00014590983035607982,0.8106269727614542,0.7331728237975691,0.07745414896388486
612,C1_B_final,prediction_first90,MJ1,90,2018-03-04,2018-06-02,0.56213774326891,0.4282287987950023,0.3722919823943474,0.0559368164006549
612,C1_B_final,prediction_all,ATU1,180,2018-03-04,2018-08-31,0.20889186550240246,0.48281093930411884,0.26578932850864384,0.21702161079547516
612,C1_B_final,prediction_all,ATU5,180,2018-03-04,2018-08-31,0.3841318552735399,0.6098417724656305,0.4961672057150963,0.11367456675053454
612,C1_B_final,prediction_all,MJ3,180,2018-03-04,2018-08-31,0.019141401014050846,0.7985061141500688,0.7603796430475591,0.03812647110251014
612,C1_B_final,prediction_all,MJ1,180,2018-03-04,2018-08-31,0.3766782808477621,0.5281486154692926,0.3850409731284453,0.14310764234084783
