name,fit_days,strategy,origin,teacher,horizon,lead,station,history_gradient_norm,gate_gradient_norm
h432_OOF_o252,432,OOF,252,252,180,0,ATU1,0.04386431650075041,5.664373304031455
h432_OOF_o252,432,OOF,252,252,180,0,ATU5,0.04910250897271062,6.903276807384445
h432_OOF_o252,432,OOF,252,252,180,0,MJ3,0.05673338475798741,7.80430888452991
h432_OOF_o252,432,OOF,252,252,180,0,MJ1,0.02729614449821189,5.234341514454648
h432_OOF_o252,432,OOF,252,252,180,29,ATU1,3.803446369388217e-07,4.997283681312452
h432_OOF_o252,432,OOF,252,252,180,29,ATU5,2.0963835987629933e-07,7.3458423525301875
h432_OOF_o252,432,OOF,252,252,180,29,MJ3,1.040811889435062e-06,8.704107011347382
h432_OOF_o252,432,OOF,252,252,180,29,MJ1,2.031741148682345e-07,5.382063382486275
h432_OOF_o252,432,OOF,252,252,180,179,ATU1,2.8083484751234144e-28,7.364549489848888
h432_OOF_o252,432,OOF,252,252,180,179,ATU5,1.3297878824123391e-27,11.411027426345044
h432_OOF_o252,432,OOF,252,252,180,179,MJ3,4.6452780522628287e-29,12.703376072967659
h432_OOF_o252,432,OOF,252,252,180,179,MJ1,1.770977077959448e-31,8.208534321331596
