fit_days,part,band,station,seed,count,H_correction_mean_mm,H_correction_rms_mm,H_rmse_mm,H_mae_mm,H_bias_mm,H_active_count,H_wrong_direction_count,H_mse_minus_P0_mm2,H_mse_identity_mm2,H0_correction_mean_mm,H0_correction_rms_mm,H0_rmse_mm,H0_mae_mm,H0_bias_mm,H0_active_count,H0_wrong_direction_count,H0_mse_minus_P0_mm2,H0_mse_identity_mm2,history_effect_mean_mm,history_effect_rms_mm,history_effect_max_abs_mm,H_minus_H0_rmse_mm,H_minus_H0_mae_mm,H_minus_H0_mse_mm2,history_mse_identity_mm2
342,training_pairs,all,MJ3,2,136,0.49322352428511124,2.7398571872612103,1.1848436570098153,0.9533304246380868,0.16997850428986366,136,8,-5.3802676812520485,-5.380267681252049,0.7413329060491127,2.5632404737906165,1.6155230141762387,1.1412840907177249,0.4180878860538651,136,23,-4.1742075634753615,-4.174207563475362,-0.24810938176400146,1.202246708591002,3.5336140198825157,-0.43067935716642336,-0.18795366607963804,-1.2060601177766865,-1.2060601177766865
342,training_pairs,all,MJ3,ensemble,136,0.45201775287815427,2.4931085931596613,1.0733288797598182,0.8600695281093934,0.12877273288290644,136,11,-5.632087288681975,-5.632087288681975,0.7272348781761402,2.3942595438464984,1.8619270075760277,1.3010349412893414,0.4039898581808923,136,25,-3.3173499912674203,-3.3173499912674203,-0.27521712529798603,1.2326727596121831,4.084147823972589,-0.7885981278162095,-0.440965413179948,-2.3147372974145553,-2.3147372974145553
342,training_pairs,all,MJ1,0,136,-0.2635845019902872,4.248128649482771,1.6314781538683152,1.2571988702942805,0.09804322079199038,136,7,-17.78943799007197,-17.789437990071974,-0.579307523537647,3.920005612676703,1.9521283821735227,1.596210171189315,-0.21767980075536944,136,10,-16.640353736134124,-16.640353736134124,0.31572302154735987,1.3304464976979453,3.9110865634538268,-0.3206502283052075,-0.3390113008950346,-1.1490842539378485,-1.1490842539378487
342,training_pairs,all,MJ1,1,136,-0.4253013871646915,4.294672265248853,1.7533809520078631,1.342409262876842,-0.06367366438241381,136,11,-17.376814193757536,-17.37681419375754,-0.6069941560925204,4.023834750379152,2.022223987351643,1.5374612746758332,-0.2453664333102426,136,16,-16.36176910160116,-16.36176910160116,0.18169276892782887,1.2605693602914858,4.344714579712944,-0.26884303534377985,-0.19505201179899112,-1.0150450921563787,-1.0150450921563787
342,training_pairs,all,MJ1,2,136,-0.2519900798932454,4.121309995392858,1.8603246335579993,1.3593995704694388,0.10963764288903233,136,13,-16.99035121439883,-16.99035121439883,-0.4437320434306175,3.661339030264996,2.094122498391794,1.5279851842674697,-0.08210432064833982,136,13,-16.065809918350848,-16.065809918350844,0.19174196353737222,1.1640144301358801,4.439320477042324,-0.23379786483379483,-0.16858561379803083,-0.924541296047986,-0.9245412960479861
342,training_pairs,all,MJ1,ensemble,136,-0.3136253230160746,4.182957078449276,1.6545150614307775,1.2561822438491657,0.048002399766203,136,11,-17.71373886812025,-17.71373886812025,-0.5433445743535951,3.8192068983547163,1.921932579010141,1.4987099212659774,-0.18171685157131734,136,12,-16.757334118360966,-16.757334118360966,0.22971925133752022,1.1978924853005568,4.055892284052096,-0.2674175175793634,-0.2425276774168117,-0.9564047497592821,-0.9564047497592821
342,training_pairs,1_30,ATU1,0,66,-6.700695233535814,12.993563532155878,1.7563123472799453,1.3781692931551943,-0.19217898394415944,66,0,-170.9334683761424,-170.93346837614243,-6.643217884261464,12.163175932366014,2.301173839314116,1.7066324984961805,-0.13470163466980964,66,0,-168.72270039860672,-168.72270039860678,-0.05747734927434986,1.1925470215689689,2.476046743386248,-0.5448614920341706,-0.32846320534098616,-2.210767977535677,-2.210767977535677
342,training_pairs,1_30,ATU1,1,66,-6.389784918055427,13.043336263478624,1.2852380165681856,0.9725470903061146,0.11873133153622724,66,0,-172.36626467811828,-172.36626467811828,-6.4851546588588755,12.240576218403428,1.8303682383360487,1.3128969952494232,0.02336159073277873,66,0,-170.667853549441,-170.667853549441,0.09536974080344851,1.104967640544381,2.4030201246737803,-0.5451302217678631,-0.3403499049433085,-1.6984111286772865,-1.6984111286772863
342,training_pairs,1_30,ATU1,2,66,-6.274608964579345,12.692817493640572,1.4094681898496224,1.0512173668920066,0.23390728501230884,66,0,-172.03150085915243,-172.03150085915246,-6.092092141295966,11.295234337340835,2.730054742589299,1.985144558416284,0.41642410829568816,66,0,-166.56490253981607,-166.56490253981607,-0.18251682328337934,1.8508977558791244,5.102163220841483,-1.3205865527396765,-0.9339271915242773,-5.466598319336352,-5.466598319336353
342,training_pairs,1_30,ATU1,ensemble,66,-6.455029705390196,12.889035409157971,1.295613324646708,0.9701935635581067,0.05348654420145882,66,0,-172.3394875503483,-172.33948755034834,-6.4068215614721025,11.877120219485748,2.1556072843373024,1.5035802057679675,0.10169468811955244,66,0,-169.37145867306236,-169.37145867306236,-0.04820814391809363,1.3106189377825848,2.9400262943882396,-0.8599939596905943,-0.5333866422098608,-2.9680288772859442,-2.9680288772859442
342,training_pairs,1_30,ATU5,0,66,-6.9009853196797915,16.005507945081746,1.2912308025719756,1.0075809674782694,0.37495127744589807,66,0,-268.2908028029675,-268.2908028029676,-8.259066373423071,14.519094491701454,3.5836624845547136,2.5521611400010853,-0.9831297762973819,66,0,-257.1154429852733,-257.1154429852734,1.3580810537432801,3.3569399087180014,11.125036350630724,-2.292431681982738,-1.5445801725228159,-11.175359817694194,-11.175359817694194
342,training_pairs,1_30,ATU5,1,66,-7.538212585227834,16.07737378584421,1.4074083101201096,1.0189183012795187,-0.2622759881021445,66,0,-267.977281637083,-267.97728163708314,-8.68608462812105,15.321207646509746,2.9011162662487306,2.101338700794001,-1.4101480309953593,66,0,-261.5416041981852,-261.54160419818527,1.1478720428932152,2.197048089023318,5.617096304920977,-1.493707956128621,-1.0824203995144825,-6.435677438897833,-6.435677438897834
