fit_days,part,band,station,count,need_mean_mm,need_rms_mm,need_min_mm,need_max_mm,training_count,training_need_min_mm,training_need_max_mm,training_need_rms_mm,outside_training_count,outside_training_fraction,maximum_excess_mm,need_rms_over_training
342,training_pairs,31_90,MJ1,34,-0.9659217725420236,4.371465664239117,-8.09981846986966,7.581263573292631,34,-8.09981846986966,7.581263573292631,4.371465664239117,0,0.0,0.0,1.0
342,training_pairs,91_180,ATU1,36,-14.883141841053973,15.99943738642015,-24.060849924441328,-3.447511919790742,36,-24.060849924441328,-3.447511919790742,15.99943738642015,0,0.0,0.0,1.0
342,training_pairs,91_180,ATU5,36,-18.12976781065413,19.50166547173811,-28.696100089881156,-5.158476214562768,36,-28.696100089881156,-5.158476214562768,19.50166547173811,0,0.0,0.0,1.0
342,training_pairs,91_180,MJ3,36,0.7749017868352566,2.8696966318621744,-4.920754499474356,3.4097243480391626,36,-4.920754499474356,3.4097243480391626,2.8696966318621744,0,0.0,0.0,1.0
342,training_pairs,91_180,MJ1,36,-0.8560096637925577,4.853156074581522,-7.892695379407314,8.828307854034847,36,-7.892695379407314,8.828307854034847,4.853156074581522,0,0.0,0.0,1.0
342,fit_readout,all,ATU1,312,-6.243179225618292,13.179558042950767,-24.060849924441328,12.379766067917572,136,-24.060849924441328,12.004041422062873,14.197926861883095,5,0.016025641025641024,0.37572464585469945,0.9282734142217394
342,fit_readout,all,ATU5,312,-6.9901304236343735,16.390920889788493,-28.731324373598213,18.36641152693239,136,-28.731324373598213,17.800750874947568,17.47961422143924,7,0.022435897435897436,0.5656606519848211,0.9377163982077229
342,fit_readout,all,MJ3,312,-0.03036266442154629,2.5041059875758847,-4.960206523848115,3.4097243480391626,136,-4.920754499474356,3.4097243480391626,2.6046347484452483,2,0.00641025641025641,0.03945202437375883,0.9614038932217382
342,fit_readout,all,MJ1,312,0.3579833484915808,4.479916209451356,-8.111609714237147,8.828307854034847,136,-8.09981846986966,8.828307854034847,4.52229576173668,1,0.003205128205128205,0.011791244367486797,0.9906287526251824
342,fit_readout,1_30,ATU1,60,-1.5605926202462228,11.580796004527404,-16.657205723696308,10.84031010515087,66,-23.83809970124502,12.004041422062873,13.191592073641088,0,0.0,0.0,0.8778922164874767
342,fit_readout,1_30,ATU5,60,-1.7852531837205803,12.984351386763123,-18.28024135062489,14.787494070302813,66,-28.731324373598213,17.800750874947568,16.430401084224275,0,0.0,0.0,0.7902638115894874
342,fit_readout,1_30,MJ3,60,0.29092797180725066,2.1135021282351287,-3.1781867914069153,3.3673810440478746,66,-4.8571879467322105,3.240762030235487,2.4830568862639892,2,0.03333333333333333,0.1266190138123875,0.8511694355158761
342,fit_readout,1_30,MJ1,60,-0.8867641466266112,5.838671726892994,-8.111609714237147,5.251312110462891,66,-8.08183276258228,7.872290870658389,4.410241092228759,2,0.03333333333333333,0.029776951654866934,1.3238894665376137
342,fit_readout,31_90,ATU1,120,-6.173346221723164,16.852392107779867,-24.060849924441328,12.379766067917572,34,-23.867741783757936,11.149663230364819,14.052932204426998,19,0.15833333333333333,1.230102837552753,1.1992082408588702
342,fit_readout,31_90,ATU5,120,-5.340663233078845,20.61138854842266,-28.731324373598213,18.36641152693239,34,-28.723592532790576,16.498675529179614,17.187930550508764,21,0.175,1.8677359977527743,1.1991780213361731
342,fit_readout,31_90,MJ3,120,-1.1064983700998776,2.678533321310929,-4.960206523848115,2.831363108748292,34,-4.509223852648802,3.1726733654228383,2.5393791572934012,10,0.08333333333333333,0.4509826711993128,1.0547984981359952
342,fit_readout,31_90,MJ1,120,2.5328975775092157,3.4915688506641325,-3.198688723780492,5.938293487744772,34,-8.09981846986966,7.581263573292631,4.371465664239117,0,0.0,0.0,0.7987181231290452
342,fit_readout,91_180,ATU1,131,-8.573257163211998,9.560581333853733,-17.73973390140023,1.438638477685167,36,-24.060849924441328,-3.447511919790742,15.99943738642015,17,0.1297709923664122,4.886150397475909,0.5975573454831901
342,fit_readout,91_180,ATU5,131,-10.976643491617487,13.164365004844239,-27.730543818504827,3.6313115788818493,36,-28.696100089881156,-5.158476214562768,19.50166547173811,23,0.17557251908396945,8.789787793444617,0.6750379870848512
342,fit_readout,91_180,MJ3,131,0.8101004897898626,2.513138223148743,-4.688064420050068,3.4097243480391626,36,-4.920754499474356,3.4097243480391626,2.8696966318621744,0,0.0,0.0,0.8757504870882268
342,fit_readout,91_180,MJ1,131,-1.092122170633061,4.571119988551034,-7.892695379407314,8.828307854034847,36,-7.892695379407314,8.828307854034847,4.853156074581522,0,0.0,0.0,0.9418860465857145
342,prediction,all,ATU1,180,112.03122993629705,138.69968909440522,0.7536451412539407,221.06470688962764,136,-24.060849924441328,12.004041422062873,14.197926861883095,167,0.9277777777777778,209.06066546756477,9.769009971925524
342,prediction,all,ATU5,180,140.768323393238,173.39288667830468,1.0798563131158119,289.84643506636655,136,-28.731324373598213,17.800750874947568,17.47961422143924,166,0.9222222222222223,272.045684191419,9.919720451589454
342,prediction,all,MJ3,180,38.98438224725552,45.93608828355825,-0.774633788471192,65.82426010221093,136,-4.920754499474356,3.4097243480391626,2.6046347484452483,158,0.8777777777777778,62.414535754171766,17.636287894484358
342,prediction,all,MJ1,180,3.363743847421932,4.480251876228247,-1.960240805527178,8.194498856692462,136,-8.09981846986966,8.828307854034847,4.52229576173668,0,0.0,0.0,0.9907029774867518
342,prediction,1_30,ATU1,30,14.582831653673342,17.053340264101436,0.7536451412539407,29.196777313917536,66,-23.83809970124502,12.004041422062873,13.191592073641088,17,0.5666666666666667,17.192735891854664,1.2927431479765614
342,prediction,1_30,ATU5,30,18.42361879496284,21.27696044445072,1.0798563131158119,35.556389310085024,66,-28.731324373598213,17.800750874947568,16.430401084224275,16,0.5333333333333333,17.755638435137456,1.2949751095778113
342,prediction,1_30,MJ3,30,1.831556469885201,2.5665091121673504,-0.774633788471192,4.308069394436188,66,-4.8571879467322105,3.240762030235487,2.4830568862639892,10,0.3333333333333333,1.0673073642007012,1.0336086645316143
342,prediction,1_30,MJ1,30,-0.3180936265796314,1.2716322911795905,-1.960240805527178,2.083139742108756,66,-8.08183276258228,7.872290870658389,4.410241092228759,0,0.0,0.0,0.2883362302846257
342,prediction,31_90,ATU1,60,44.39433650638248,45.197830997934894,30.311148524686843,74.68714735391048,34,-23.867741783757936,11.149663230364819,14.052932204426998,60,1.0,63.53748412354565,3.216256247482396
342,prediction,31_90,ATU5,60,61.16581103332815,62.40704873327608,36.78419903653895,97.94760682177176,34,-28.723592532790576,16.498675529179614,17.187930550508764,60,1.0,81.44893129259214,3.630864608737253
342,prediction,31_90,MJ3,60,25.36952929206102,28.497140572928576,4.38895325546946,45.99747226907175,34,-4.509223852648802,3.1726733654228383,2.5393791572934012,60,1.0,42.82479890364891,11.222089655686656
342,prediction,31_90,MJ1,60,4.207813230270407,4.954424856950758,-1.0615156577043763,8.09556454426911,34,-8.09981846986966,7.581263573292631,4.371465664239117,7,0.11666666666666667,0.5143009709764783,1.1333555465116776
342,prediction,91_180,ATU1,90,189.60529165044804,192.39639485647768,80.19811178913282,221.06470688962764,36,-24.060849924441328,-3.447511919790742,15.99943738642015,90,1.0,224.51221880941839,12.025197524744094
342,prediction,91_180,ATU5,90,234.61823316593635,239.5471911717764,102.64352599629265,289.84643506636655,36,-28.696100089881156,-5.158476214562768,19.50166547173811,90,1.0,295.0049112809293,12.283422229702849
342,prediction,91_180,MJ3,90,60.44522614317528,60.63547979546793,46.699524691897295,65.82426010221093,36,-4.920754499474356,3.4097243480391626,2.8696966318621744,90,1.0,62.414535754171766,21.129578340174923
342,prediction,91_180,MJ1,90,4.02831008352347,4.821004087544649,-0.2980341641122095,8.194498856692462,36,-7.892695379407314,8.828307854034847,4.853156074581522,0,0.0,0.0,0.9933750354320421
432,training_pairs,all,ATU1,188,-0.9364174038844121,10.359748947871823,-15.142120735958713,35.23781240006514,188,-15.142120735958713,35.23781240006514,10.359748947871823,0,0.0,0.0,1.0
432,training_pairs,all,ATU5,188,-0.6327676975783816,4.348211188575622,-16.53385136136029,7.658175636338811,188,-16.53385136136029,7.658175636338811,4.348211188575622,0,0.0,0.0,1.0
432,training_pairs,all,MJ3,188,-1.4524955400207247,6.457848812121014,-10.788478941409153,12.522231759149918,188,-10.788478941409153,12.522231759149918,6.457848812121014,0,0.0,0.0,1.0
432,training_pairs,all,MJ1,188,0.8354937558337607,8.446311205662564,-15.450317206986824,16.36581991081846,188,-15.450317206986824,16.36581991081846,8.446311205662564,0,0.0,0.0,1.0
432,training_pairs,1_30,ATU1,85,-0.2197295798837603,9.273339795437375,-15.037411289328425,33.908876037141866,85,-15.037411289328425,33.908876037141866,9.273339795437375,0,0.0,0.0,1.0
432,training_pairs,1_30,ATU5,85,-0.40698113023347493,4.160079336502948,-15.109286617951199,7.1837704609375805,85,-15.109286617951199,7.1837704609375805,4.160079336502948,0,0.0,0.0,1.0
432,training_pairs,1_30,MJ3,85,-0.42917637572438305,6.492118825988928,-10.788478941409153,12.467141784115142,85,-10.788478941409153,12.467141784115142,6.492118825988928,0,0.0,0.0,1.0
432,training_pairs,1_30,MJ1,85,1.3330657425975072,8.213880921347126,-15.376196341189598,16.130203022517662,85,-15.376196341189598,16.130203022517662,8.213880921347126,0,0.0,0.0,1.0
432,training_pairs,31_90,ATU1,48,-1.7726022190216488,10.050618651960933,-15.00994703318598,32.57977551791146,48,-15.00994703318598,32.57977551791146,10.050618651960933,0,0.0,0.0,1.0
432,training_pairs,31_90,ATU5,48,-1.0444254829630941,4.726813560131483,-16.53385136136029,6.7461393113243275,48,-16.53385136136029,6.7461393113243275,4.726813560131483,0,0.0,0.0,1.0
432,training_pairs,31_90,MJ3,48,-1.9766201599810695,6.150889420676466,-10.726280160290003,12.329150752241958,48,-10.726280160290003,12.329150752241958,6.150889420676466,0,0.0,0.0,1.0
432,training_pairs,31_90,MJ1,48,0.08702269779356205,8.222737721370216,-15.163062228075773,16.065391425966595,48,-15.163062228075773,16.065391425966595,8.222737721370216,0,0.0,0.0,1.0
432,training_pairs,91_180,ATU1,55,-1.314264565947467,12.074548248962298,-15.142120735958713,35.23781240006514,55,-15.142120735958713,35.23781240006514,12.074548248962298,0,0.0,0.0,1.0
432,training_pairs,91_180,ATU5,55,-0.622445598048397,4.287444514452186,-14.003191580131727,7.658175636338811,55,-14.003191580131727,7.658175636338811,4.287444514452186,0,0.0,0.0,1.0
432,training_pairs,91_180,MJ3,55,-2.5765709437860425,6.663011585580248,-10.776303183934147,12.522231759149918,55,-10.776303183934147,12.522231759149918,6.663011585580248,0,0.0,0.0,1.0
432,training_pairs,91_180,MJ1,55,0.7197299723975985,8.976476518885917,-15.450317206986824,16.36581991081846,55,-15.450317206986824,16.36581991081846,8.976476518885917,0,0.0,0.0,1.0
432,fit_readout,all,ATU1,402,-0.028416898084577695,9.663759325541799,-15.242690409298945,35.44234555996016,188,-15.142120735958713,35.23781240006514,10.359748947871823,2,0.004975124378109453,0.2045331598950213,0.9328179065118175
432,fit_readout,all,ATU5,402,-0.27360303003619807,4.005363489196314,-16.53385136136029,7.658175636338811,188,-16.53385136136029,7.658175636338811,4.348211188575622,0,0.0,0.0,0.9211520129748764
432,fit_readout,all,MJ3,402,-0.2836226039307987,6.545388968296211,-10.788478941409153,12.546902268013355,188,-10.788478941409153,12.522231759149918,6.457848812121014,1,0.0024875621890547263,0.024670508863437135,1.013555621805653
432,fit_readout,all,MJ1,402,1.4748320227623013,8.277645765670897,-15.457314950897398,16.36581991081846,188,-15.450317206986824,16.36581991081846,8.446311205662564,1,0.0024875621890547263,0.006997743910574172,0.9800308755047303
432,fit_readout,1_30,ATU1,90,-0.3759771162084833,5.649387226136841,-9.703827826990796,7.79466075560137,85,-15.037411289328425,33.908876037141866,9.273339795437375,0,0.0,0.0,0.609207400004519
432,fit_readout,1_30,ATU5,90,-0.39696361823870796,2.732430900527411,-7.022031300659506,3.089516599804881,85,-15.109286617951199,7.1837704609375805,4.160079336502948,0,0.0,0.0,0.6568218246588421
432,fit_readout,1_30,MJ3,90,-2.620636409215337,7.826880961546252,-10.788478941409153,8.918502276153959,85,-10.788478941409153,12.467141784115142,6.492118825988928,0,0.0,0.0,1.2055973051839515
432,fit_readout,1_30,MJ1,90,-1.1362811672541928,8.670465455289479,-15.435167128353669,9.48802000573562,85,-15.376196341189598,16.130203022517662,8.213880921347126,2,0.022222222222222223,0.058970787164071226,1.0555869434088985
432,fit_readout,31_90,ATU1,131,-2.850974811037907,9.994218339698925,-15.242690409298945,9.26738171379614,48,-15.00994703318598,32.57977551791146,10.050618651960933,7,0.05343511450381679,0.23274337611296403,0.9943883740677989
432,fit_readout,31_90,ATU5,131,0.05647888661901726,3.2869787201055325,-8.026511132288192,4.278428484110734,48,-16.53385136136029,6.7461393113243275,4.726813560131483,0,0.0,0.0,0.6953899658386569
432,fit_readout,31_90,MJ3,131,2.3228659119442256,5.4023392868326665,-5.73479771486393,9.134670030038023,48,-10.726280160290003,12.329150752241958,6.150889420676466,0,0.0,0.0,0.8783021311800017
432,fit_readout,31_90,MJ1,131,3.503107566145828,5.636960707380301,-6.842924860922039,9.584352634427546,48,-15.163062228075773,16.065391425966595,8.222737721370216,0,0.0,0.0,0.6855333221598819
432,fit_readout,91_180,ATU1,180,2.1771749223141126,10.946539647055333,-9.691939588581334,35.44234555996016,55,-15.142120735958713,35.23781240006514,12.074548248962298,1,0.005555555555555556,0.2045331598950213,0.9065796435072503
432,fit_readout,91_180,ATU5,180,-0.4443935624942942,4.921135224226323,-16.53385136136029,7.658175636338811,55,-14.003191580131727,7.658175636338811,4.287444514452186,6,0.03333333333333333,2.5306597812285645,1.1478014951885867
432,fit_readout,91_180,MJ3,180,-1.0455391844710833,6.605081012904833,-10.776303183934147,12.546902268013355,55,-10.776303183934147,12.522231759149918,6.663011585580248,1,0.005555555555555556,0.024670508863437135,0.9913056473140786
432,fit_readout,91_180,MJ1,180,1.2782199938900414,9.59697651560119,-15.457314950897398,16.36581991081846,55,-15.450317206986824,16.36581991081846,8.976476518885917,1,0.005555555555555556,0.006997743910574172,1.069125117790904
432,prediction,all,ATU1,180,54.513970896972424,55.386000418770955,4.31484115610391,85.03705807638494,188,-15.142120735958713,35.23781240006514,10.359748947871823,174,0.9666666666666667,49.7992456763198,5.3462685917836605
432,prediction,all,ATU5,180,134.6063919201048,140.06419011407704,4.054391957899952,165.3079148781083,188,-16.53385136136029,7.658175636338811,4.348211188575622,179,0.9944444444444445,157.6497392417695,32.21191060868389
432,prediction,all,MJ3,180,-9.369023589531562,14.720515018928182,-27.611807161225215,9.224718532613224,188,-10.788478941409153,12.522231759149918,6.457848812121014,87,0.48333333333333334,16.823328219816062,2.279476563666002
432,prediction,all,MJ1,180,-17.989047984031647,21.877992443612733,-37.22875581892049,0.8368087779524558,188,-15.450317206986824,16.36581991081846,8.446311205662564,106,0.5888888888888889,21.778438611933666,2.5902422857620166
432,prediction,1_30,ATU1,30,52.80331164339482,57.197608294364606,4.31484115610391,85.03705807638494,85,-15.037411289328425,33.908876037141866,9.273339795437375,24,0.8,51.12818203924307,6.1679620887511
432,prediction,1_30,ATU5,30,62.52874689260478,68.34523706167072,4.054391957899952,100.09696725822101,85,-15.109286617951199,7.1837704609375805,4.160079336502948,29,0.9666666666666667,92.91319679728343,16.42883020570545
432,prediction,1_30,MJ3,30,6.2709062723555915,6.86993477420696,0.5067197422167737,9.224718532613224,85,-10.788478941409153,12.467141784115142,6.492118825988928,0,0.0,0.0,1.0581960925769838
432,prediction,1_30,MJ1,30,0.38393967593513023,0.6032667457502434,-0.9908887173738776,0.8368087779524558,85,-15.376196341189598,16.130203022517662,8.213880921347126,0,0.0,0.0,0.07344478834388848
432,prediction,31_90,ATU1,60,52.42518079695015,52.74484136787298,44.6945806690955,62.226133799398156,48,-15.00994703318598,32.57977551791146,10.050618651960933,60,1.0,29.646358281486698,5.247919873826091
432,prediction,31_90,ATU5,60,127.37698047620161,128.21510409676227,102.37911069405806,156.44503176244314,48,-16.53385136136029,6.7461393113243275,4.726813560131483,60,1.0,149.6988924511188,27.125060564731854
432,prediction,31_90,MJ3,60,-2.5608567724707427,6.5025535272188035,-10.274779010128213,8.558197989010068,48,-10.726280160290003,12.329150752241958,6.150889420676466,0,0.0,0.0,1.0571728871210404
432,prediction,31_90,MJ1,60,-11.077853235170137,12.261396470835933,-18.63905231611909,-1.2872735972586042,48,-15.163062228075773,16.065391425966595,8.222737721370216,17,0.2833333333333333,3.475990088043318,1.4911574327574109
432,prediction,91_180,ATU1,90,56.476717381513126,56.480236301113464,54.633913534488386,57.29868276237903,55,-15.142120735958713,35.23781240006514,12.074548248962298,90,1.0,22.060870362313892,4.677627281498291
432,prediction,91_180,ATU5,90,163.45188122520696,163.46107268273465,157.23765638246414,165.3079148781083,55,-14.003191580131727,7.658175636338811,4.287444514452186,90,1.0,157.6497392417695,38.125524920902755
432,prediction,91_180,MJ3,90,-19.12111142153449,19.734901114391157,-27.611807161225215,-10.408829298563887,55,-10.776303183934147,12.522231759149918,6.663011585580248,87,0.9666666666666667,16.83550397729107,2.9618590424036526
432,prediction,91_180,MJ1,90,-28.72084036992825,29.2736041658697,-37.22875581892049,-18.815031888629164,55,-15.450317206986824,16.36581991081846,8.976476518885917,90,1.0,21.778438611933666,3.2611464090926945
612,training_pairs,all,ATU1,291,-2.0229602962592637,8.230036643412946,-25.84447146154517,23.044783787665267,291,-25.84447146154517,23.044783787665267,8.230036643412946,0,0.0,0.0,1.0
612,training_pairs,all,ATU5,291,0.625167246332057,8.986359354235526,-20.523009337345172,17.62697362754099,291,-20.523009337345172,17.62697362754099,8.986359354235526,0,0.0,0.0,1.0
612,training_pairs,all,MJ3,291,0.6602393067127457,5.413455158881703,-9.602665988212948,9.842308520464712,291,-9.602665988212948,9.842308520464712,5.413455158881703,0,0.0,0.0,1.0
612,training_pairs,all,MJ1,291,0.5068327934444784,5.673498596402581,-9.663224142120725,16.405717702872494,291,-9.663224142120725,16.405717702872494,5.673498596402581,0,0.0,0.0,1.0
612,training_pairs,1_30,ATU1,124,-2.545940224571904,7.963324633883434,-20.285369824082636,19.529279220035846,124,-20.285369824082636,19.529279220035846,7.963324633883434,0,0.0,0.0,1.0
612,training_pairs,1_30,ATU5,124,1.9078219187084733,9.313509246432371,-20.287540028824594,16.643852265388922,124,-20.287540028824594,16.643852265388922,9.313509246432371,0,0.0,0.0,1.0
612,training_pairs,1_30,MJ3,124,0.9280325594571779,5.584981157562729,-9.600546802806775,9.842308520464712,124,-9.600546802806775,9.842308520464712,5.584981157562729,0,0.0,0.0,1.0
612,training_pairs,1_30,MJ1,124,0.27934679047694266,5.592969171604885,-9.61974912526125,16.405717702872494,124,-9.61974912526125,16.405717702872494,5.592969171604885,0,0.0,0.0,1.0
612,training_pairs,31_90,ATU1,74,-1.9244658983379375,7.547508389765538,-18.452133392545193,19.410143982343072,74,-18.452133392545193,19.410143982343072,7.547508389765538,0,0.0,0.0,1.0
612,training_pairs,31_90,ATU5,74,0.6835157610395534,8.705710311226838,-20.011554058501645,16.386222904041894,74,-20.011554058501645,16.386222904041894,8.705710311226838,0,0.0,0.0,1.0
612,training_pairs,31_90,MJ3,74,0.17510346530182969,5.363104007584673,-9.602665988212948,9.792358234669564,74,-9.602665988212948,9.792358234669564,5.363104007584673,0,0.0,0.0,1.0
612,training_pairs,31_90,MJ1,74,0.16381257840583577,5.764783352102162,-9.663224142120725,15.150714751171904,74,-9.663224142120725,15.150714751171904,5.764783352102162,0,0.0,0.0,1.0
612,training_pairs,91_180,ATU1,93,-1.4040256116937884,9.058736185697125,-25.84447146154517,23.044783787665267,93,-25.84447146154517,23.044783787665267,9.058736185697125,0,0.0,0.0,1.0
612,training_pairs,91_180,ATU5,93,-1.131466833915581,8.759172812497042,-20.523009337345172,17.62697362754099,93,-20.523009337345172,17.62697362754099,8.759172812497042,0,0.0,0.0,1.0
612,training_pairs,91_180,MJ3,93,0.6892037037460595,5.217460650499223,-9.55130433038562,9.70620539153083,93,-9.55130433038562,9.70620539153083,5.217460650499223,0,0.0,0.0,1.0
612,training_pairs,91_180,MJ1,93,1.0830882803351665,5.706791935166793,-9.534403069387395,14.474256135837436,93,-9.534403069387395,14.474256135837436,5.706791935166793,0,0.0,0.0,1.0
612,fit_readout,all,ATU1,582,-2.6691701267343775,8.205017090481682,-25.967431943835777,23.311136528357224,291,-25.84447146154517,23.044783787665267,8.230036643412946,2,0.003436426116838488,0.266352740691957,0.9969599706519789
612,fit_readout,all,ATU5,582,1.9849726051088803,9.456274591068324,-20.5516386876119,17.62697362754099,291,-20.523009337345172,17.62697362754099,8.986359354235526,1,0.001718213058419244,0.028629350266726306,1.0522920593656555
612,fit_readout,all,MJ3,582,0.9885795183177032,5.607264439348578,-9.602665988212948,10.552896177453931,291,-9.602665988212948,9.842308520464712,5.413455158881703,7,0.012027491408934709,0.7105876569892189,1.0358014012823025
612,fit_readout,all,MJ1,582,0.2816614689197368,5.503248859314611,-9.663224142120725,16.405717702872494,291,-9.663224142120725,16.405717702872494,5.673498596402581,0,0.0,0.0,0.9699921073046671
612,fit_readout,1_30,ATU1,120,-3.090976896959647,5.807123090605854,-11.225396549363943,6.688372342190945,124,-20.285369824082636,19.529279220035846,7.963324633883434,0,0.0,0.0,0.7292334995231664
612,fit_readout,1_30,ATU5,120,3.691389836594308,5.439278536432303,-2.7097700291743365,11.995845920506241,124,-20.287540028824594,16.643852265388922,9.313509246432371,0,0.0,0.0,0.5840203077605651
612,fit_readout,1_30,MJ3,120,-0.2744118708346008,4.586379918750024,-8.320051121846745,6.88594504488151,124,-9.600546802806775,9.842308520464712,5.584981157562729,0,0.0,0.0,0.8211988168553657
612,fit_readout,1_30,MJ1,120,-1.163918209240749,3.5024971995236767,-9.01453325462819,8.004403571035255,124,-9.61974912526125,16.405717702872494,5.592969171604885,0,0.0,0.0,0.6262321661463129
612,fit_readout,31_90,ATU1,191,-1.021390971679308,9.788850589492116,-25.967431943835777,23.311136528357224,74,-18.452133392545193,19.410143982343072,7.547508389765538,14,0.07329842931937172,7.515298551290584,1.2969645191472525
612,fit_readout,31_90,ATU5,191,2.446802353278571,10.38960094496416,-18.209989052485923,16.7539523838332,74,-20.011554058501645,16.386222904041894,8.705710311226838,8,0.041884816753926704,0.36772947979130777,1.1934236924430837
612,fit_readout,31_90,MJ3,191,4.972736708760614,6.0850663625333885,-2.718796761400199,10.552896177453931,74,-9.602665988212948,9.792358234669564,5.363104007584673,9,0.04712041884816754,0.7605379427843673,1.134616511991506
612,fit_readout,31_90,MJ1,191,3.676806515569692,5.761742111851672,-4.53417937647464,13.598683700819151,74,-9.663224142120725,15.150714751171904,5.764783352102162,0,0.0,0.0,0.9994724450053476
612,fit_readout,91_180,ATU1,270,-3.615976070162673,7.866672127794819,-18.452133392545193,18.97800620564287,93,-25.84447146154517,23.044783787665267,9.058736185697125,0,0.0,0.0,0.8684072442925912
612,fit_readout,91_180,ATU5,270,0.8834510206186095,10.153337615511266,-20.5516386876119,17.62697362754099,93,-20.523009337345172,17.62697362754099,8.759172812497042,1,0.003703703703703704,0.028629350266726306,1.1591662629403905
612,fit_readout,91_180,MJ3,270,-1.2857209089743518,5.666867369772464,-9.602665988212948,8.294061236333164,93,-9.55130433038562,9.70620539153083,5.217460650499223,2,0.007407407407407408,0.0513616578273286,1.0861351430087431
612,fit_readout,91_180,MJ1,270,-1.5006137569521023,6.015810871987706,-9.663224142120725,16.405717702872494,93,-9.534403069387395,14.474256135837436,5.706791935166793,13,0.04814814814814815,1.9314615670350577,1.0541493259841235
612,prediction,all,ATU1,180,-0.3749605518646828,4.264416212270162,-9.312074943403388,10.522250250745515,291,-25.84447146154517,23.044783787665267,8.230036643412946,0,0.0,0.0,0.5181527612860949
612,prediction,all,ATU5,180,1.5134557591683089,5.021708368573075,-5.710764471407515,9.431694577585517,291,-20.523009337345172,17.62697362754099,8.986359354235526,0,0.0,0.0,0.5588145511014091
612,prediction,all,MJ3,180,-50.59326022797686,61.04552849517042,-104.32977781383602,-0.27623269972355047,291,-9.602665988212948,9.842308520464712,5.413455158881703,156,0.8666666666666667,94.72711182562307,11.276629565318325
612,prediction,all,MJ1,180,-10.441309361315609,18.647526258184858,-30.286434444855786,14.801418998079953,291,-9.663224142120725,16.405717702872494,5.673498596402581,91,0.5055555555555555,20.62321030273506,3.2867772753145252
612,prediction,1_30,ATU1,30,0.2027380346925952,0.5747134709127756,-0.3806276750565871,1.610961392842512,124,-20.285369824082636,19.529279220035846,7.963324633883434,0,0.0,0.0,0.07217004170185487
612,prediction,1_30,ATU5,30,-3.040424300767315,3.430966085890417,-5.303471490797108,-0.17359115168420658,124,-20.287540028824594,16.643852265388922,9.313509246432371,0,0.0,0.0,0.36838596442094923
612,prediction,1_30,MJ3,30,-6.328028517577157,7.1982846566884335,-11.517190187881624,-0.27623269972355047,124,-9.600546802806775,9.842308520464712,5.584981157562729,6,0.2,1.916643385074849,1.2888646270437456
612,prediction,1_30,MJ1,30,-0.6382117760067255,1.9695255525068467,-2.5780548465561424,3.4725043434937106,124,-9.61974912526125,16.405717702872494,5.592969171604885,0,0.0,0.0,0.352143108977963
612,prediction,31_90,ATU1,60,0.5904666241984557,6.4634814277068084,-9.277623014783273,10.522250250745515,74,-18.452133392545193,19.410143982343072,7.547508389765538,0,0.0,0.0,0.8563728708763444
