origin,seed,step,bin,mae,rmse,bias,mse,error_variance
972,2,50,h031_090,5.277605806293281,5.901347682997105,3.260212524261289,40.82443973144018,7.668274273003567
972,2,50,h091_180,6.831079668932794,7.206720461365041,-1.464921160616578,73.65639489188132,5.463408272004286
972,2,50,h181_293,10.575785102282211,10.966037503834526,-4.9284879779919155,129.1846937729382,6.753173804492783
972,2,50,all,7.636908937225698,8.784832711544652,-1.3060118282005395,82.86223949232019,30.298559507394515
972,2,100,h001_030,1.5997399417913778,1.8502610718601038,1.2372029032971725,3.8272183890857865,2.017877484683997
972,2,100,h031_090,3.9245773588217956,4.350850203185095,1.6086298427294514,22.082689553848297,4.132368875393249
972,2,100,h091_180,6.6368780374050385,6.92683336482092,-0.577485139791226,72.7385889109373,4.281870841886913
972,2,100,h181_293,9.512377827778055,9.813394746404303,-1.6755720439737587,118.18768492275899,5.337198830829564
972,2,100,all,6.674691323168679,7.700651876122211,-0.36750657299509504,72.83774513023752,20.569053399191183
972,2,200,h001_030,1.6835536604827734,1.964618289128577,1.591947006271106,4.540622180414951,1.2553603673991327
972,2,200,h031_090,4.283338952619635,4.672396424053451,2.65522693384656,27.623604814854847,3.993314828631658
972,2,200,h091_180,6.780240242055762,7.036016674913199,1.0488636503429762,65.93021104382018,3.1023083507486025
972,2,200,h181_293,8.947106496419993,9.226240615430639,-1.0608957066957347,103.20398689751205,5.054608418352792
972,2,200,all,6.5827699756045694,7.623645580777053,0.619756108850432,66.17544186916865,18.999372024788578
972,2,400,h001_030,1.6204491468095616,1.8921617099311452,1.3351822103021476,3.858615977187024,1.6421088313844403
972,2,400,h031_090,3.603530456943637,3.8863960465190797,3.2190893555761426,21.142767259120923,2.8557137102477226
972,2,400,h091_180,4.745831762799437,5.233939422344141,0.30311150425307565,30.444863006139798,5.2512801670198765
972,2,400,h181_293,8.240879407303456,8.597567981184577,-3.455061819920851,83.64684713954911,6.544925776491365
972,2,400,all,5.539827759379334,6.643261806793339,-0.44348506015237676,46.336027004042656,22.293185030582872
972,ensemble,0,h001_030,1.9115457589312235,2.199106066122643,-1.9115457589312235,5.396124774602628,1.2610082389332509
972,ensemble,0,h031_090,7.860858544648921,8.258508452049028,-7.860858544648921,76.80783319244681,7.515876305487302
972,ensemble,0,h091_180,19.838286266573704,20.193712661305135,-19.838286266573704,444.72942975940174,14.181789782038956
972,ensemble,0,h181_293,28.98172195696168,29.05363264914656,-28.98172195696168,909.8684137935446,4.2810736925011925
972,ensemble,0,all,19.076376213567148,21.646670846974693,-19.076376213567148,503.79226338498836,112.63780316913669
972,ensemble,50,h001_030,4.583672608295258,4.829646597617442,4.583672608295258,23.473343516239744,2.3279266685291624
972,ensemble,50,h031_090,3.7636230325513607,4.035354318103474,2.8833408241635192,17.61407445866309,3.3509474396388765
972,ensemble,50,h091_180,5.279107378947546,5.618834662622251,-2.088218321577302,37.388991348728084,5.49997512705278
972,ensemble,50,h181_293,9.657427006498304,9.804530259455303,-7.336561308124738,105.14041932468304,2.7502513848039993
972,ensemble,50,all,6.586131317547874,7.431573135373229,-2.41112781249619,58.0441002664904,33.396348332974554
972,ensemble,100,h001_030,1.3599900927086608,1.7200481609928022,-0.49651553435575735,3.129817591478298,2.336658497648835
972,ensemble,100,h031_090,2.094836920520999,2.4695123878779,-0.7012377572414946,6.837330125206412,2.65918275215384
972,ensemble,100,h091_180,5.52227967935282,5.909347493737931,-4.2163488004621,41.31523082383704,4.214222727056961
972,ensemble,100,h181_293,9.733040169038171,9.87208522416481,-7.84727779721938,115.1275327534307,2.5463800023057996
972,ensemble,100,all,6.018186444558317,7.2241160319084905,-4.515984691442121,58.81200105986258,21.17736044256059
972,ensemble,200,h001_030,1.1796058730177292,1.382873594821627,-0.5868614596696071,2.2101286890797116,1.1889439963446533
972,ensemble,200,h031_090,2.2747600709855083,2.595057346454353,-0.28919749980947707,6.816400600937233,1.8551674177538673
972,ensemble,200,h091_180,4.39586297806619,4.815526108361863,-2.87227056254076,24.15496516219294,4.268677849708221
972,ensemble,200,h181_293,8.160758404693423,8.360774155972283,-6.462305094028748,102.86771922845872,2.968319184167126
972,ensemble,200,all,5.084188219133026,6.2674656835631435,-3.49386525608387,48.71429021891409,20.18262295022497
972,ensemble,400,h001_030,1.204290902301972,1.456294359607248,-0.4803001309774482,2.6021434380686306,1.3184187694095362
972,ensemble,400,h031_090,2.0315804068735988,2.2919134095499567,-0.16546273679746862,5.908510446618792,1.693747907337633
972,ensemble,400,h091_180,3.245743304879876,3.7200272854762106,-2.172980434105703,16.534101520964406,4.289825121146343
972,ensemble,400,h181_293,7.700363634104503,7.9150414616272835,-5.621453847109903,101.2629940553055,2.8600140046355955
972,ensemble,400,all,4.506080339844616,5.5340821410410435,-2.9185300065873854,45.60874537568432,18.934404998614294
1168,0,0,h001_030,1.2073348571059568,1.3733312450235748,-1.1864369168448272,2.931449659546917,0.6125421526982415
1168,0,0,h031_090,3.7848905517709466,3.8619342487267114,-3.7848905517709466,17.60954599381965,0.5542360132285331
1168,0,0,h091_180,7.84656386081521,8.105906724848966,-7.84656386081521,72.52306254728575,4.42769773216988
1168,0,0,h181_293,29.232387302864183,31.428635639222904,-29.232387302864183,995.2626057191361,129.5500724231287
1168,0,0,all,14.582812257735348,20.150824932050188,-14.5806725368895,410.0213867745177,191.77199181198898
1168,0,50,h001_030,2.8368014001834188,2.9859660860354884,2.702197989119507,10.619429556979311,1.0639682743797358
1168,0,50,h031_090,3.766820008721189,3.9975570275101693,3.6042028552559255,20.23140348791773,2.08721228067156
1168,0,50,h091_180,5.9197260186084035,6.099662956332949,4.979596426735416,44.43963782162406,1.7957927372289577
1168,0,50,h181_293,13.12545266489754,16.61816067556038,-12.121157022555076,295.0138702430513,108.44077233780104
1168,0,50,all,7.942200461900862,11.33478104055312,-2.13040598687234,132.65734415493313,110.17590992482079
1168,0,100,h001_030,2.171429424699868,2.808486856906879,1.0401405834337576,8.299585174850847,5.223333890079414
1168,0,100,h031_090,5.746460539107954,6.188017474179224,5.584634249771604,47.33024046969036,6.363500229274968
1168,0,100,h091_180,11.897083955636306,12.13245790209324,11.808080378483321,193.58374948472502,5.96346979206047
1168,0,100,h181_293,11.932210914050774,13.308938271080217,0.09567933570011689,198.26612937897707,79.92784605204871
1168,0,100,all,9.65531707980368,11.87352078751013,4.914065772992904,146.4689831292717,72.90883441241213
1168,0,200,h001_030,1.6002193703345622,1.8810984607089982,-1.4609221704145374,4.05017937886354,1.337225755831816
1168,0,200,h031_090,1.311709430831687,1.613292768935476,0.12753822797640924,2.834085046415992,2.7002473052249365
1168,0,200,h091_180,4.187596344472945,4.660970621303946,2.8162284567603657,25.612967935550454,5.134571244303081
1168,0,200,h181_293,10.441222084341511,12.22074160940389,-6.32723892072568,174.74401083488067,58.22851959872033
1168,0,200,all,5.745566257655611,8.266834899452194,-1.6986102674655992,76.25525878051853,53.31733741922414
1168,0,400,h001_030,1.4646461038209413,1.7085024933345272,-1.2066970163912136,3.267509409216096,1.2808738891590168
1168,0,400,h031_090,1.9994549907637564,2.2641196473928553,-1.9085102994783907,5.935286478728981,1.535465295851936
1168,0,400,h091_180,3.273178523401166,3.7970622801376526,0.9527020923865357,16.25982745700115,9.78431156989953
1168,0,400,h181_293,9.628492776883187,11.132846647878727,-3.8076212718678972,149.2625657092974,50.78716680581803
1168,0,400,all,5.278199431584842,7.464709756809439,-1.6902032213881366,64.10988691904754,45.001824447230916
1168,1,0,h001_030,1.2073348571059568,1.3733312450235748,-1.1864369168448272,2.931449659546917,0.6125421526982415
1168,1,0,h031_090,3.7848905517709466,3.8619342487267114,-3.7848905517709466,17.60954599381965,0.5542360132285331
1168,1,0,h091_180,7.84656386081521,8.105906724848966,-7.84656386081521,72.52306254728575,4.42769773216988
1168,1,0,h181_293,29.232387302864183,31.428635639222904,-29.232387302864183,995.2626057191361,129.5500724231287
1168,1,0,all,14.582812257735348,20.150824932050188,-14.5806725368895,410.0213867745177,191.77199181198898
1168,1,50,h001_030,1.288878830676921,1.618835960448833,-0.5316763291565332,2.778094980297337,2.3660441309071913
1168,1,50,h031_090,1.3781829403242516,1.7491267397518944,0.619145730557255,3.5915777443294754,2.4981608297646134
1168,1,50,h091_180,3.7720409416146206,4.17506719621781,2.746524912774583,24.140637924416176,3.8438584446945945
1168,1,50,h181_293,12.852197585576832,15.885121087977762,-11.58312539293025,269.0605401469844,90.28551933852653
1168,1,50,all,6.529485847287578,10.39585649489795,-3.5512200453674616,112.2025118221003,84.88527113271917
1168,1,100,h001_030,2.252281791393519,2.7680009897463824,0.02428712949123052,7.943060474144518,6.943075834635111
1168,1,100,h031_090,2.7359696871141352,3.3152634847177076,1.0031752944382455,11.267849627628994,6.640608018298028
1168,1,100,h091_180,5.373526310743573,6.2008267821640475,2.8625280216079885,41.37291874818804,13.04793312215293
1168,1,100,h181_293,11.373865429737517,13.702921792070207,-7.428278444375095,216.51999904874285,79.748972417516
1168,1,100,all,6.827954936846126,9.493353560689096,-1.777640992213772,99.33339717312948,68.7671648735944
1168,1,200,h001_030,1.77209610920868,2.2289808129306117,-1.211240086701805,5.52402293094367,3.5164796873967754
1168,1,200,h031_090,1.9781021349512318,2.366750927786461,1.4155822136632499,6.894565968043221,2.5878738708121514
1168,1,200,h091_180,5.673264959308322,5.967660050421905,4.164851233433215,39.31113799985865,3.0613840969559414
1168,1,200,h181_293,10.119885995321326,11.970641374207377,-6.218930467580679,181.34081214394388,56.83024950361376
1168,1,200,all,6.232047696868236,8.589615364472529,-0.9532587085627539,83.98944995994484,56.75416633317593
1168,1,400,h001_030,1.2791926320003673,1.5876852115594415,-1.2056280873385532,2.8191634365108915,1.1423091015087519
1168,1,400,h031_090,0.8330343289404344,1.0521081582578855,0.3146811219429509,1.2016336879842524,0.8565005732955899
1168,1,400,h091_180,2.759520237730868,3.078845872926702,1.9147519231753791,11.475456819850335,1.9723216883223298
1168,1,400,h181_293,10.792835014496848,13.013456738244269,-9.204729239485578,201.03585820758565,62.139291714440745
1168,1,400,all,5.3116212175097575,8.417657911190355,-3.020801045323091,81.59220483146107,59.83961812192779
1168,2,0,h001_030,1.2073348571059568,1.3733312450235748,-1.1864369168448272,2.931449659546917,0.6125421526982415
1168,2,0,h031_090,3.7848905517709466,3.8619342487267114,-3.7848905517709466,17.60954599381965,0.5542360132285331
1168,2,0,h091_180,7.84656386081521,8.105906724848966,-7.84656386081521,72.52306254728575,4.42769773216988
1168,2,0,h181_293,29.232387302864183,31.428635639222904,-29.232387302864183,995.2626057191361,129.5500724231287
1168,2,0,all,14.582812257735348,20.150824932050188,-14.5806725368895,410.0213867745177,191.77199181198898
1168,2,50,h001_030,2.73542210339357,3.1467481916698037,-2.3870366960491203,10.317589834073642,3.814423675250599
1168,2,50,h031_090,1.8410618202824978,2.172690558431029,-0.7096638555758157,4.969690836347005,3.4417384593833833
1168,2,50,h091_180,4.554242746822074,4.8675640974948164,3.6042143606985517,36.823440735546605,4.196457855100966
1168,2,50,h181_293,12.333870758724848,15.102867047031918,-9.639323784503542,246.24036141454923,91.52642307994049
1168,2,50,all,6.812749540166045,10.223846436799946,-3.0001884894268027,108.3514663865061,78.67403692842416
1168,2,100,h001_030,2.9306235040338193,3.366279697150334,2.881798499098214,14.901455226340452,3.4075385260519844
1168,2,100,h031_090,6.2746447770330525,6.644556100812312,6.2746447770330525,56.28080960542254,5.8361752858465294
1168,2,100,h091_180,12.923389107439105,13.116347160793737,12.923389107439105,248.1852894005588,7.249304133925983
1168,2,100,h181_293,14.802033537138378,16.352045709556283,4.212891157109745,287.64303611458115,70.89441483034426
1168,2,100,all,11.263249833137046,13.200948940325997,7.174383488115529,200.21921965909056,68.99409194583106
1168,2,200,h001_030,3.0545022162696074,3.3117396910572183,-3.048264722698559,11.434531481954192,1.6924497804288061
1168,2,200,h031_090,1.917988107738573,2.2764076914424196,-0.4608051078485431,5.596102063455579,3.4279012585639994
1168,2,200,h091_180,6.120627839144314,6.488616578664854,3.8323818130638347,52.305679395684535,5.765920223781765
1168,2,200,h181_293,12.397643314688521,13.56537431416779,-5.231131514224488,213.90163687991276,59.97923021852222
1168,2,200,all,7.36690973732148,9.596517416772013,-1.2467568125716428,100.87780949251777,60.15087023203084
1168,2,400,h001_030,1.6483795677962387,1.8872822708348882,-1.2783020577061601,3.877599165448487,2.078129800033834
1168,2,400,h031_090,2.050637333275247,2.337637091048784,-1.7103498839632865,6.19883449951434,2.530226427644115
1168,2,400,h091_180,3.58500811677567,4.08685368185944,0.5943202066597144,19.5168837621032,5.799385969250959
1168,2,400,h181_293,10.07377356607553,11.73086572952114,-6.41625896648797,177.33006135766382,52.627941655507044
1168,2,400,all,5.575006042685144,7.818543394642981,-2.7731006804871954,76.05144886327514,47.27560198374871
1168,ensemble,0,h001_030,1.2073348571059852,1.3733312450236,-1.1864369168448556,2.9314496595469497,0.6125421526982415
1168,ensemble,0,h031_090,3.784890551770975,3.8619342487267385,-3.784890551770975,17.60954599381976,0.5542360132285331
1168,ensemble,0,h091_180,7.846563860815238,8.105906724848992,-7.846563860815238,72.52306254728617,4.42769773216988
1168,ensemble,0,h181_293,29.23238730286421,31.42863563922293,-29.23238730286421,995.2626057191378,129.5500724231287
1168,ensemble,0,all,14.582812257735377,20.15082493205021,-14.580672536889528,410.0213867745185,191.77199181198898
1168,ensemble,50,h001_030,0.9383886863562552,1.1132547272504216,-0.0721716786953801,1.3041088372748908,0.8476761063552845
1168,ensemble,50,h031_090,1.68412395360866,1.9976805837259772,1.1712282434124477,4.38987329686145,1.5135285788311676
1168,ensemble,50,h091_180,4.650603204261408,4.846175252484683,3.776778566736184,31.936421688103685,2.004271158166347
1168,ensemble,50,h181_293,12.514318826263981,15.727283135825678,-11.114535399996289,265.02062612502135,94.93940876751194
1168,ensemble,50,all,6.695806872213527,10.428916879487016,-2.893938173888868,113.05161899995454,88.03931216999305
1168,ensemble,100,h001_030,1.9154006992900567,2.206359552577036,1.3154087373410608,5.288033759076862,2.2346645838017043
1168,ensemble,100,h031_090,4.405233805599666,4.700463324406256,4.287484773747639,27.88135366590893,3.3161760021037407
1168,ensemble,100,h091_180,9.467593015293932,9.694539809140043,9.197999169176807,130.32347030876073,5.012687544066643
1168,ensemble,100,h181_293,12.025641556516598,13.330167572785168,-1.0399026505217444,192.4299818016041,71.4854767708338
1168,ensemble,100,all,8.64422155828502,10.709374062085361,3.436936089631554,120.49563994572208,63.00723139838058
1168,ensemble,200,h001_030,1.906808993271632,2.0958018363800095,-1.906808993271632,4.605565732864837,0.78924490599601
1168,ensemble,200,h031_090,1.2127911293909048,1.5191045651275983,0.3607717779303701,2.3771107723949876,1.3759011981575109
1168,ensemble,200,h091_180,5.298522534464894,5.545886169055882,3.6044871677524704,34.82838066090049,2.896434923368043
1168,ensemble,200,h181_293,10.562466248438149,12.219667685015056,-5.92576696751028,180.98264113395282,56.228081396950635
1168,ensemble,200,all,6.144701200467422,8.462344849381878,-1.2995419295333313,81.45524343326743,53.792868208654454
1168,ensemble,400,h001_030,1.30005829036903,1.423929767699057,-1.2302090538119885,2.1689968864269753,0.5025472785744837
1168,ensemble,400,h031_090,1.2087406223233306,1.3707777576835893,-1.101393020499574,2.034189512670308,0.7432433845377266
1168,ensemble,400,h091_180,2.909653572383276,3.343828023390625,1.1539247407405397,12.531477270232044,4.004189860717956
1168,ensemble,400,h181_293,9.734185355137091,11.57475057839247,-6.47620315928048,165.82173793119594,53.501550570375585
1168,ensemble,400,all,5.028525435820671,7.540028689640435,-2.4947016490661422,68.43962668224931,46.66547186561654
