origin,seed,step,bin,point,n,mae,rmse,bias,mse,error_variance,probability_available
612,0,50,h031_090,MJ3,60,6.854201456664615,8.052895637519887,-6.854201456664615,64.84912814878683,17.869050540243496,False
612,0,50,h031_090,MJ1,60,38.81176771906826,39.86900766968026,-38.81176771906826,1589.5377725650235,83.1844590861141,False
612,0,50,h091_180,ATU1,90,42.13343631371946,42.80571301683167,-42.13343631371946,1832.329066879352,57.10261127709897,False
612,0,50,h091_180,ATU5,90,66.62171891871715,67.5831635287172,-66.62171891871715,4567.483992549331,129.03056086477682,False
612,0,50,h091_180,MJ3,90,8.793981927939244,10.015718171822764,-8.501246765417662,100.31461049738074,28.043413930856463,False
612,0,50,h091_180,MJ1,90,63.47058426483923,63.70985586854558,-63.47058426483923,4058.9457347908515,30.430667870794455,False
612,0,50,h181_293,ATU1,113,52.0665204279375,52.58837130261275,-52.0665204279375,2765.536796261464,54.61424678863158,False
612,0,50,h181_293,ATU5,113,88.69465544074966,89.17380684696317,-88.69465544074966,7951.967827579497,85.22592382619382,False
612,0,50,h181_293,MJ3,113,18.639419356823474,19.712401055407565,-18.639419356823474,388.57875536923325,41.15080140970764,False
612,0,50,h181_293,MJ1,113,76.8463114250072,76.97185647118481,-76.8463114250072,5924.666688620674,19.311108991483604,False
612,0,50,all,ATU1,293,38.77522460883547,41.92011977465116,-38.77522460883547,1757.2964419210991,253.77839845545918,False
612,0,50,all,ATU5,293,62.03686375308347,68.46819649470139,-62.03686375308347,4687.89393123704,839.3214669183993,False
612,0,50,all,MJ3,293,12.1071255966148,14.195862295564133,-12.017206946010901,201.5225063146194,57.10924353136674,False
612,0,50,all,MJ1,293,58.452852076537454,62.28532219688913,-58.452852076537454,3879.4613611702903,462.72544528872,False
612,0,100,h001_030,ATU1,30,14.189704130799466,15.687230935138569,-14.189704130799466,246.08921441236848,44.741511092741035,False
612,0,100,h001_030,ATU5,30,20.23433035303901,22.089749782768166,-20.23433035303901,487.9570454653063,78.52892062939063,False
612,0,100,h001_030,MJ3,30,15.85322756271318,17.175000770640818,-15.85322756271318,294.9806514715127,43.65582731634391,False
612,0,100,h001_030,MJ1,30,19.869346940923194,21.864533781469877,-19.869346940923194,478.0578374810375,83.26688962226368,False
612,0,100,h031_090,ATU1,60,30.06651041435389,31.31666006568994,-30.06651041435389,980.7331976699792,76.73814917352846,False
612,0,100,h031_090,ATU5,60,40.73070827681277,42.641803930407995,-40.73070827681277,1818.323442439359,159.3328457085344,False
612,0,100,h031_090,MJ3,60,21.64113641285308,23.125103996188372,-21.64113641285308,534.7704348345275,66.43164959481209,False
612,0,100,h031_090,MJ1,60,50.72382864312687,51.771672029324606,-50.72382864312687,2680.3060247119515,107.39923249465411,False
612,0,100,h091_180,ATU1,90,53.524799777658195,54.50848570176512,-53.524799777658195,2971.1750134995323,106.27082226113501,False
612,0,100,h091_180,ATU5,90,83.25155739456723,84.46994754875186,-83.25155739456723,7135.172038888892,204.3502302679697,False
612,0,100,h091_180,MJ3,90,27.062358758312893,28.66114099388016,-27.062358758312893,821.4610030710778,89.08974150744338,False
612,0,100,h091_180,MJ1,90,78.28144620250205,78.67825599104292,-78.28144620250205,6190.267965792081,62.283146236859636,False
612,0,100,h181_293,ATU1,113,59.63148357770721,60.62678320790168,-59.63148357770721,3675.6068421379096,119.69300845954591,False
612,0,100,h181_293,ATU5,113,99.93408674385856,100.93323324947622,-99.93408674385856,10187.517574193173,200.69588086412517,False
612,0,100,h181_293,MJ3,113,31.142740318949752,33.101156303333774,-31.142740318949752,1095.686548617733,125.81627404419453,False
612,0,100,h181_293,MJ1,113,86.82806936213566,87.22350739319964,-86.82806936213566,7607.9402419715525,68.82661281570957,False
612,0,100,all,ATU1,293,47.048707757868144,50.55919359415423,-47.048707757868144,2556.232056891166,342.65115520588313,False
612,0,100,all,ATU5,293,74.52581697872698,80.88868783777217,-74.52581697872698,6542.979820116551,988.8824237698403,False
612,0,100,all,MJ3,293,26.37818073700363,28.541312845118526,-26.37818073700363,814.6065389229278,118.79811992889874,False
612,0,100,all,MJ1,293,69.95362499304377,73.7114904577234,-69.95362499304377,5433.383825499048,539.8741758316507,False
612,0,200,h001_030,ATU1,30,12.260770172654324,13.314794558154533,-12.260770172654324,177.28375412586158,26.957268899211645,False
612,0,200,h001_030,ATU5,30,18.437298370577153,19.934179446625176,-18.437298370577153,397.3715102102536,57.43753900456665,False
612,0,200,h001_030,MJ3,30,17.794257869416388,19.010858816577798,-17.794257869416388,361.41275294385383,44.77713982056687,False
612,0,200,h001_030,MJ1,30,22.127540852998496,24.2566010757761,-22.127540852998496,588.3826957493422,98.7546315482249,False
612,0,200,h031_090,ATU1,60,30.792614392771135,32.415321527820176,-30.792614392771135,1050.753069751962,102.56796861006583,False
612,0,200,h031_090,ATU5,60,43.989446183881554,46.43107411625932,-43.989446183881554,2155.8446435895657,220.77326802495458,False
612,0,200,h031_090,MJ3,60,30.5027269020654,31.601442413136017,-30.5027269020654,998.6511625907519,68.23481412876734,False
612,0,200,h031_090,MJ1,60,59.28366194756066,60.54984888933101,-59.28366194756066,3666.2842005208195,151.73162660816607,False
612,0,200,h091_180,ATU1,90,58.42384461221931,59.235474479685784,-58.42384461221931,3508.841436833506,95.49581756075823,False
612,0,200,h091_180,ATU5,90,91.63060353551994,92.60157589052191,-91.63060353551994,8575.051857408089,178.88435312445216,False
612,0,200,h091_180,MJ3,90,39.25575426049506,40.62510226463211,-39.25575426049506,1650.3989340118171,109.38469145144134,False
612,0,200,h091_180,MJ1,90,89.80200928827945,90.17520257985686,-89.80200928827945,8131.567160318224,67.16628810599657,False
612,0,200,h181_293,ATU1,113,61.9844428632473,63.02939342804369,-61.9844428632473,3972.7044359071174,130.63327883994825,False
612,0,200,h181_293,ATU5,113,104.52965313680046,105.60756361789677,-104.52965313680046,11152.957493308113,226.5091084082922,False
612,0,200,h181_293,MJ3,113,38.90597834333164,40.986446338760416,-38.90597834333164,1679.888783480087,166.21363262829618,False
612,0,200,h181_293,MJ1,113,94.25538466924473,94.79766913983761,-94.25538466924473,8986.598074346119,102.5205351988217,False
612,0,200,all,ATU1,293,49.41217756789276,53.32222312617369,-49.41217756789276,2843.259479117452,401.6961871164865,False
612,0,200,all,ATU5,293,79.35525885599131,86.1245761707296,-79.35525885599131,7417.4426205878035,1120.1855124864155,False
612,0,200,all,MJ3,293,35.13100609709026,37.367503765606386,-35.13100609709026,1396.3303376726076,162.14274827881474,False
612,0,200,all,MJ1,293,78.34090527649624,82.30790356248585,-78.34090527649624,6774.590988851471,637.2935493105131,False
612,0,400,h001_030,ATU1,30,5.48655817387002,6.636331161687302,-5.267648684999326,44.040891287581935,16.292768619006807,False
612,0,400,h001_030,ATU5,30,9.646726560014274,11.32683592109928,-9.478441556652543,128.29721198350495,38.456357640627076,False
612,0,400,h001_030,MJ3,30,9.990155447255196,11.327987070795634,-9.956858068088241,128.32329107611307,29.18426848805916,False
612,0,400,h001_030,MJ1,30,15.627204091992526,17.976057220817427,-15.627204091992526,323.1386332061023,78.92912547331444,False
612,0,400,h031_090,ATU1,60,21.725650679907517,24.13884113886003,-21.725650679907517,582.6836515271214,110.67975406175532,False
612,0,400,h031_090,ATU5,60,33.19464323556189,36.59285252881793,-33.19464323556189,1339.0368561958167,237.1525166595817,False
612,0,400,h031_090,MJ3,60,22.42636783653667,23.738044117278683,-22.42636783653667,563.494738513869,60.55276417422251,False
612,0,400,h031_090,MJ1,60,53.28629522347801,54.9766034725725,-53.28629522347801,3022.4269293804705,182.99767073681565,False
612,0,400,h091_180,ATU1,90,53.8291028924178,54.83453320264994,-53.8291028924178,3006.826031552519,109.25371335001611,False
612,0,400,h091_180,ATU5,90,85.9266559539469,87.07718101191132,-85.9266559539469,7582.43545298117,199.04524955321196,False
612,0,400,h091_180,MJ3,90,35.866178407353864,37.620299657523766,-35.866178407353864,1415.2869463218829,128.90419277374596,False
612,0,400,h091_180,MJ1,90,87.88006479684586,88.36738647690217,-87.88006479684586,7808.794992758193,85.88920406036405,False
612,0,400,h181_293,ATU1,113,57.62624243754004,58.86513533831605,-57.62624243754004,3465.104158398265,144.32034092812492,False
612,0,400,h181_293,ATU5,113,99.3048994569998,100.5763579980451,-99.3048994569998,10115.60378815093,254.1407319860897,False
612,0,400,h181_293,MJ3,113,34.75364696342678,37.237397808708664,-34.75364696342678,1386.623795564021,178.8078183055169,False
612,0,400,h181_293,MJ1,113,91.43927532801564,92.07033918637713,-91.43927532801564,8476.94735789453,115.80628538187753,False
612,0,400,all,ATU1,293,43.76969434051256,48.82417289209537,-43.747280399672555,2383.79985859722,469.97531622964567,False
612,0,400,all,ATU5,293,72.47758725402845,80.73200824640112,-72.46035670760917,6517.657155496978,1267.1538613030154,False
612,0,400,all,MJ3,293,30.035511594330824,33.13658244208903,-30.03210230636151,1098.033095941363,196.10592700159856,False
612,0,400,all,MJ1,293,74.7707774059739,79.49770588377187,-74.7707774059739,6319.885240782697,729.2160868890005,False
612,1,0,h001_030,ATU1,30,0.9059505644295314,1.2348535741158464,-0.9059505644295314,1.5248633495066801,0.7041169243164939,False
612,1,0,h001_030,ATU5,30,1.8663872069516798,2.2079775591713338,-1.8663872069516798,4.8751649018042,1.3917636955313073,False
612,1,0,h001_030,MJ3,30,0.1458662440596451,0.16312910299874567,-0.0868985185552674,0.026611104245175373,0.01905975171807522,False
612,1,0,h001_030,MJ1,30,8.411689225055666,9.852948095249994,-8.411689225055666,97.08058616769048,26.324070548772887,False
612,1,0,h031_090,ATU1,60,14.687147628659902,16.277339468491878,-14.687147628659902,264.9517801725234,49.23947470647326,False
612,1,0,h031_090,ATU5,60,20.34064743891398,23.623689141317403,-20.34064743891398,558.0786886455978,144.33675041140006,False
612,1,0,h031_090,MJ3,60,0.11829785659548027,0.13186989799436957,0.11786012710441203,0.017389669997045436,0.0034986604359772745,False
612,1,0,h031_090,MJ1,60,34.68867383374192,36.07882299431387,-34.68867383374192,1301.6814686550313,98.37737631129994,False
612,1,0,h091_180,ATU1,90,34.40851232755981,34.52740908131697,-34.40851232755981,1192.1419778686093,8.196257272773858,False
612,1,0,h091_180,ATU5,90,61.236436029386816,61.57255203480005,-61.236436029386816,3791.17916407816,41.27806649697628,False
612,1,0,h091_180,MJ3,90,1.7334416248240232,1.981116081393629,-1.7334416248240232,3.9248209279564485,0.9200010612838987,False
612,1,0,h091_180,MJ1,90,59.44940838822004,59.647782904947285,-59.44940838822004,3557.8580054757213,23.625847766353406,False
612,1,0,h181_293,ATU1,113,41.79932668961373,41.91742120911322,-41.79932668961373,1757.0702008222147,9.886489117160185,False
612,1,0,h181_293,ATU5,113,76.87131814593599,76.97591790344738,-76.87131814593599,5925.29193707827,16.09238358456124,False
612,1,0,h181_293,MJ3,113,10.47944809017033,11.029201450480903,-10.47944809017033,121.64328463529004,11.82445236071545,False
612,1,0,h181_293,MJ1,113,71.24170666919699,71.26576830236716,-71.24170666919699,5078.80973172668,3.4289625867734883,False
612,1,0,all,ATU1,293,29.790093515560457,33.13971681770096,-29.790093515560457,1098.240830757412,210.79115909157468,False
612,1,0,all,ATU5,293,52.81286230607157,59.7033362678403,-52.81286230607157,3564.488361510815,775.2899365507402,False
612,1,0,all,MJ3,293,4.61317829058337,6.937253334330475,-4.558780642845743,48.12548382467929,27.343002875094246,False
612,1,0,all,MJ1,293,53.7011287212807,57.68947194817784,-53.7011287212807,3328.075173659598,444.2639477200382,False
612,1,50,h001_030,ATU1,30,16.55278385675149,17.579128521387354,-16.55278385675149,309.02575957145433,35.0311061631216,False
612,1,50,h001_030,ATU5,30,20.307593033422965,21.510065174316477,-20.307593033422965,462.6829038033426,50.28456899221373,False
612,1,50,h001_030,MJ3,30,20.668839129165658,22.123197402598187,-20.668839129165658,489.43586331432715,62.234952366997625,False
612,1,50,h001_030,MJ1,30,22.32695984033752,23.628717099635505,-22.32695984033752,558.3162717746073,59.82313606256292,False
612,1,50,h031_090,ATU1,60,28.199657507793873,29.96295691147762,-28.199657507793873,897.7787868790643,102.55810332218887,False
612,1,50,h031_090,ATU5,60,34.040008281454085,36.89138691654677,-34.040008281454085,1360.974428626358,202.25226482489592,False
612,1,50,h031_090,MJ3,60,20.22713557046458,22.04257995973051,-20.221444664749047,485.8753312811131,76.96850695160552,False
612,1,50,h031_090,MJ1,60,48.294002717773445,49.76942940893658,-48.294002717773445,2476.996103691122,144.68540518681394,False
612,1,50,h091_180,ATU1,90,45.14405342655836,46.31036736335804,-45.14405342655836,2144.6501253291776,106.66456554922264,False
612,1,50,h091_180,ATU5,90,69.00305579637838,70.41511011597565,-69.00305579637838,4958.287732644977,196.86602340686986,False
612,1,50,h091_180,MJ3,90,21.705995041809025,24.155425233057606,-21.705995041809025,583.4845681898362,112.33434743479818,False
612,1,50,h091_180,MJ1,90,72.29865390933625,72.77109596580621,-72.29865390933625,5295.632408064576,68.53705096259384,False
612,1,50,h181_293,ATU1,113,56.01146225002333,56.849191843790685,-56.01146225002333,3231.8306132921175,94.5467099063296,False
612,1,50,h181_293,ATU5,113,92.6777656957385,93.41720394078358,-92.6777656957385,8726.773992113951,137.60573775974936,False
612,1,50,h181_293,MJ3,113,29.225703109383666,31.152554982076367,-29.225703109383666,970.481681911291,116.33995967345292,False
612,1,50,h181_293,MJ1,113,84.06141562182964,84.39209221398112,-84.06141562182964,7122.025228253092,55.70363190710821,False
612,1,50,all,ATU1,293,42.937962487416605,46.05060543978097,-42.937962487416605,2120.658261370385,276.9896387995895,False
612,1,50,all,ATU5,293,65.98802332144176,72.21295559120321,-65.98802332144176,5214.710955217087,860.291733345944,False
612,1,50,all,MJ3,293,24.197055676539286,26.516376353349713,-24.19589030335522,703.1182149124838,117.67710734048468,False
612,1,50,all,MJ1,293,66.80296169072882,70.26922925320861,-66.80296169072882,4937.764579839989,475.12888918700696,False
612,1,100,h001_030,ATU1,30,12.00024587001925,13.030126772105884,-12.00024587001925,169.78420369715053,25.778302756236524,False
612,1,100,h001_030,ATU5,30,14.90742502345586,16.05386259477135,-14.90742502345586,257.7265042117987,35.49518338184079,False
612,1,100,h001_030,MJ3,30,21.991033569778118,23.61545983823596,-21.991033569778118,557.6899433713356,74.0843859042275,False
612,1,100,h001_030,MJ1,30,24.117461043262903,26.294879645017254,-24.117461043262903,691.4206955459427,109.76876837263885,False
612,1,100,h031_090,ATU1,60,30.36032412768356,32.52040781634258,-30.36032412768356,1057.576924541236,135.82764340323172,False
612,1,100,h031_090,ATU5,60,36.428553165377515,39.68175032723785,-36.428553165377515,1574.6413090332412,247.60182331050453,False
612,1,100,h031_090,MJ3,60,34.80540584008908,36.91230729765048,-34.80540584008908,1362.518430036181,151.10215434287355,False
612,1,100,h031_090,MJ1,60,60.028525315498754,62.04940031868137,-60.028525315498754,3850.128079907976,246.7042283544999,False
612,1,100,h091_180,ATU1,90,49.957319571403985,51.18894955532858,-49.957319571403985,2620.308556577974,124.57477781859014,False
612,1,100,h091_180,ATU5,90,74.4396675647516,75.9483682189727,-74.4396675647516,5768.154635124663,226.89052797393197,False
612,1,100,h091_180,MJ3,90,39.43258947891572,42.05958989565482,-39.43258947891572,1769.0091021906685,214.07998917797343,False
612,1,100,h091_180,MJ1,90,86.38977935708981,87.08439122288242,-86.38977935708981,7583.69119466004,120.49721729338036,False
612,1,100,h181_293,ATU1,113,57.41030338900279,58.62363733653494,-57.41030338900279,3436.7308545655737,140.7879193482284,False
612,1,100,h181_293,ATU5,113,93.95371445741141,94.98978673995708,-93.95371445741141,9023.059584902527,195.7591245577282,False
612,1,100,h181_293,MJ3,113,40.08550499710176,43.45948661352075,-40.08550499710176,1888.7269767107894,281.8792658381197,False
612,1,100,h181_293,MJ1,113,92.870731004508,93.67584978404898,-92.870731004508,8775.164832763709,150.19215545202005,False
612,1,100,all,ATU1,293,44.9322521097108,48.6235977711365,-44.9322521097108,2364.254260209271,345.34698055865937,False
612,1,100,all,ATU5,293,68.08626537590942,74.8365665015834,-68.08626537590942,5600.511685745916,964.7721529071547,False
612,1,100,all,MJ3,293,36.95102551287919,40.09880168384728,-36.95102551287919,1607.9138964805131,242.53561002706434,False
612,1,100,all,MJ1,293,77.11504469582013,81.07376953593815,-77.11504469582013,6572.956106766414,626.2259883280759,False
612,1,200,h001_030,ATU1,30,6.423350238222713,7.460318497607021,-5.795147216632984,55.65635208573749,22.072620823288464,False
612,1,200,h001_030,ATU5,30,7.684037276078611,8.93487313678786,-6.8893839296471056,79.83195797049335,32.36834704041355,False
612,1,200,h001_030,MJ3,30,14.744218545416864,16.86509372543742,-14.527420816488105,284.43138636778855,73.38543078845662,False
612,1,200,h001_030,MJ1,30,18.052365181166927,20.98002704683599,-18.02838408421666,440.16153488596956,115.13890219793294,False
612,1,200,h031_090,ATU1,60,25.48902498990731,28.244504168500114,-25.48902498990731,797.7520157244204,148.06162078830113,False
612,1,200,h031_090,ATU5,60,30.630905089523722,34.689656579320996,-30.630905089523722,1203.3722735912286,265.11992698781853,False
612,1,200,h031_090,MJ3,60,33.31630274016993,35.70662976075526,-33.31630274016993,1274.9634088716532,164.98738059699863,False
612,1,200,h031_090,MJ1,60,58.447372208904895,60.77470437367755,-58.447372208904895,3693.564691707901,277.4693735816333,False
612,1,200,h091_180,ATU1,90,46.3167536335081,47.28782603459412,-46.3167536335081,2236.1384910780375,90.8968239309515,False
612,1,200,h091_180,ATU5,90,70.16506077980462,71.3409652578466,-70.16506077980462,5089.533323921277,166.39756968759977,False
612,1,200,h091_180,MJ3,90,38.7717008868988,40.96275607517603,-38.7717008868988,1677.947385274371,174.70259561122216,False
612,1,200,h091_180,MJ1,90,85.53065379730495,86.13770864325275,-85.53065379730495,7419.7048503098995,104.21211131546332,False
612,1,200,h181_293,ATU1,113,54.82044117227711,56.197527562805064,-54.82044117227711,3158.1621041722346,152.88133384913982,False
612,1,200,h181_293,ATU5,113,90.8391334724751,92.0007175735524,-90.8391334724751,8464.13203404855,212.38386401840566,False
612,1,200,h181_293,MJ3,113,39.32501952481281,43.34179516482797,-39.32501952481281,1878.5112081099053,332.05404748299674,False
612,1,200,h181_293,MJ1,113,91.9262375707836,92.87551437050094,-91.9262375707836,8625.861169585125,175.42801566498093,False
612,1,200,all,ATU1,293,41.24662008881966,45.54035053901982,-41.18229896032925,2073.9235272168025,377.94177955886715,False
612,1,200,all,ATU5,293,63.64523200077095,71.28997206178391,-63.56386817690423,5082.260116569931,1041.8947789590732,False
612,1,200,all,MJ3,293,35.407798658353045,39.11642625702116,-35.385600938667494,1530.0948031209743,277.95404933034814,False
612,1,200,all,MJ1,293,75.54210571749246,80.04509130769702,-75.53965031507434,6407.2166424575535,700.9778727338414,False
612,1,400,h001_030,ATU1,30,4.617726757392456,5.1870223986021315,-2.300039677678969,26.905201363600206,21.61501884470262,False
612,1,400,h001_030,ATU5,30,6.002645463225438,6.7394258528450655,-3.4741260442393602,45.41986082599644,33.35030905473421,False
612,1,400,h001_030,MJ3,30,9.577905268379034,10.937602511585647,-7.730602258019788,119.63114870144463,59.86893742974401,False
612,1,400,h001_030,MJ1,30,13.723847488518967,16.161195511408383,-12.879789661419446,261.1842403579665,95.29525863555922,False
612,1,400,h031_090,ATU1,60,22.982671690447596,26.75587423020818,-22.940676917561763,715.8768058227181,189.60214838676694,False
612,1,400,h031_090,ATU5,60,28.80263802808735,33.948370447476364,-28.79937795884854,1152.4918560390865,323.0876852224756,False
612,1,400,h031_090,MJ3,60,29.139983672389153,32.424299648835905,-29.139983672389153,1051.3352077175002,202.19655929039388,False
612,1,400,h031_090,MJ1,60,55.51950988566411,58.32116280329739,-55.51950988566411,3401.3580307287193,318.9420527843644,False
612,1,400,h091_180,ATU1,90,44.96934679291271,46.41634248068648,-44.96934679291271,2154.4768492843805,132.23469830313147,False
612,1,400,h091_180,ATU5,90,68.60241900232155,70.29759447497847,-68.60241900232155,4941.751788968524,235.45989599843347,False
612,1,400,h091_180,MJ3,90,36.28110248838986,38.950541714009994,-36.28110248838986,1517.1446998148326,200.82630204178423,False
612,1,400,h091_180,MJ1,90,84.11753768744832,84.92033779720582,-84.11753768744832,7211.463771591544,135.70362499225706,False
612,1,400,h181_293,ATU1,113,55.68329686650624,57.67232310775236,-55.68329686650624,3326.096852644987,225.4673027215232,False
612,1,400,h181_293,ATU5,113,92.33829680140228,94.03949935067322,-92.33829680140228,8843.42743812527,317.0663819414103,False
612,1,400,h181_293,MJ3,113,38.97113818039359,44.13548139033252,-38.97113818039359,1947.940717556388,429.19110648105726,False
612,1,400,h181_293,MJ1,113,91.9289614640593,93.18397715855144,-91.9289614640593,8683.253599085436,232.31964322493715,False
612,1,400,all,ATU1,293,40.467392018518694,45.75911200683895,-40.22148656198438,2093.8963316544323,476.1283503985426,False
612,1,400,all,ATU5,293,63.196869946585,71.89718362103164,-62.937309582339566,5169.20501263634,1208.1000751730892,False
612,1,400,all,MJ3,293,33.122095620253525,38.01065824084146,-32.93295196731572,1444.8101399020486,360.2308146205242,False
612,1,400,all,MJ1,293,74.06633807202888,79.29201237148229,-73.9799157689129,6287.223225919301,814.1952887438548,False
612,2,0,h001_030,ATU1,30,0.9059505644295314,1.2348535741158464,-0.9059505644295314,1.5248633495066801,0.7041169243164939,False
612,2,0,h001_030,ATU5,30,1.8663872069516798,2.2079775591713338,-1.8663872069516798,4.8751649018042,1.3917636955313073,False
612,2,0,h001_030,MJ3,30,0.1458662440596451,0.16312910299874567,-0.0868985185552674,0.026611104245175373,0.01905975171807522,False
612,2,0,h001_030,MJ1,30,8.411689225055666,9.852948095249994,-8.411689225055666,97.08058616769048,26.324070548772887,False
612,2,0,h031_090,ATU1,60,14.687147628659902,16.277339468491878,-14.687147628659902,264.9517801725234,49.23947470647326,False
612,2,0,h031_090,ATU5,60,20.34064743891398,23.623689141317403,-20.34064743891398,558.0786886455978,144.33675041140006,False
612,2,0,h031_090,MJ3,60,0.11829785659548027,0.13186989799436957,0.11786012710441203,0.017389669997045436,0.0034986604359772745,False
612,2,0,h031_090,MJ1,60,34.68867383374192,36.07882299431387,-34.68867383374192,1301.6814686550313,98.37737631129994,False
612,2,0,h091_180,ATU1,90,34.40851232755981,34.52740908131697,-34.40851232755981,1192.1419778686093,8.196257272773858,False
612,2,0,h091_180,ATU5,90,61.236436029386816,61.57255203480005,-61.236436029386816,3791.17916407816,41.27806649697628,False
612,2,0,h091_180,MJ3,90,1.7334416248240232,1.981116081393629,-1.7334416248240232,3.9248209279564485,0.9200010612838987,False
612,2,0,h091_180,MJ1,90,59.44940838822004,59.647782904947285,-59.44940838822004,3557.8580054757213,23.625847766353406,False
612,2,0,h181_293,ATU1,113,41.79932668961373,41.91742120911322,-41.79932668961373,1757.0702008222147,9.886489117160185,False
612,2,0,h181_293,ATU5,113,76.87131814593599,76.97591790344738,-76.87131814593599,5925.29193707827,16.09238358456124,False
612,2,0,h181_293,MJ3,113,10.47944809017033,11.029201450480903,-10.47944809017033,121.64328463529004,11.82445236071545,False
612,2,0,h181_293,MJ1,113,71.24170666919699,71.26576830236716,-71.24170666919699,5078.80973172668,3.4289625867734883,False
612,2,0,all,ATU1,293,29.790093515560457,33.13971681770096,-29.790093515560457,1098.240830757412,210.79115909157468,False
612,2,0,all,ATU5,293,52.81286230607157,59.7033362678403,-52.81286230607157,3564.488361510815,775.2899365507402,False
612,2,0,all,MJ3,293,4.61317829058337,6.937253334330475,-4.558780642845743,48.12548382467929,27.343002875094246,False
612,2,0,all,MJ1,293,53.7011287212807,57.68947194817784,-53.7011287212807,3328.075173659598,444.2639477200382,False
612,2,50,h001_030,ATU1,30,1.0863021287757098,1.2260329844008873,0.8234040689277682,1.503156878838946,0.8251626181121412,False
612,2,50,h001_030,ATU5,30,1.3293548564147177,1.561799491861521,1.1374539232795409,2.4392176527789053,1.1454162251948847,False
612,2,50,h001_030,MJ3,30,1.042332287623511,1.231332559323072,0.9847650029621718,1.5161798716491064,0.5464177605900201,False
612,2,50,h001_030,MJ1,30,6.521514231542191,7.872004565323528,-6.471143524472567,61.96845587647447,20.09275736215123,False
612,2,50,h031_090,ATU1,60,10.600952146541779,12.21766118881043,-10.56986136968108,149.27124492456468,37.54927555028832,False
612,2,50,h031_090,ATU5,60,12.976544879770605,16.476346860177465,-12.913690880342624,271.4700058568798,104.70659370383552,False
612,2,50,h031_090,MJ3,60,3.07432857818474,3.2163732025651193,3.07432857818474,10.345056578179003,0.8935603715355973,False
612,2,50,h031_090,MJ1,60,30.9582135720807,32.383045701480626,-30.9582135720807,1048.661648904183,90.25066132962135,False
