origin,seed,step,bin,mae,rmse,bias,normalized_mse,objective_contribution
792,0,50,h091_180,16.732386017179984,21.72270797669758,-4.349594279456077,0.029764514212351267,0.007621980589855247
792,0,50,h181_293,26.488636059956196,31.536319809917565,-7.103298380857797,0.07158389073550554,0.010202275498468524
792,0,50,all,15.551715142315748,21.648466461723615,-4.157433529659523,0.029547284567725825,0.021174380002197277
792,0,100,h001_030,5.8794049072241705,8.329153743400788,3.041900878996649,0.003375926428492279,0.0004700805312803269
792,0,100,h031_090,8.587957608623451,11.541798598405268,2.0605426101378246,0.007536789058269833,0.0016287526558704372
792,0,100,h091_180,9.86259065762134,12.644156726998347,2.1543726376428305,0.010922991047065383,0.0024659809538610973
792,0,100,h181_293,12.305111815781972,15.009470842734974,5.443515654537604,0.013158792236667155,0.0018534116668254665
792,0,100,all,9.383455259896358,12.51674304080293,3.0091292128469167,0.009201347393580741,0.006418225807837328
792,0,200,h001_030,3.475464833979177,5.458977651318486,-0.508392289588226,0.0014211303599455706,0.00018488055209872083
792,0,200,h031_090,5.888401637825133,7.901030566491721,1.2215836299461889,0.0028179256834150283,0.0006352524050339644
792,0,200,h091_180,6.337714047571696,8.278443929140016,0.682699280083568,0.004371907612063424,0.0009414443303565264
792,0,200,h181_293,6.321273493339405,8.919668212540506,-1.1007326718346935,0.003754628868044915,0.0005090420829861537
792,0,200,all,5.731693810696958,8.104821206640985,0.24221846923377413,0.0032993356023521,0.0022706193704753654
792,0,400,h001_030,2.3962999655669623,3.5592057098553247,0.4788810813131785,0.000582969619936051,7.845241217585545e-05
792,0,400,h031_090,3.354725868253909,4.385383008845991,1.0079890644317817,0.0009250421129721635,0.0002094875669894884
792,0,400,h091_180,4.032099878197286,5.128833064410587,1.8776789358218338,0.0015212947417204948,0.0003335684410966546
792,0,400,h181_293,6.228766369745018,7.835889204418498,5.4937675009785005,0.003018553485201444,0.0004088014497302092
792,0,400,all,4.057801951271102,5.509995481181516,2.2044561491775543,0.001529323428684657,0.0010303098699922077
792,1,0,h001_030,6.5647366147208075,14.314406399826394,-6.319794008284959,0.009364097949820693,0.001104012726172967
792,1,0,h031_090,19.091408235102406,28.63944004986522,-19.02975984995255,0.039815651404557645,0.009402127184368673
792,1,0,h091_180,38.065962803237895,46.34365226575348,-38.06595967681566,0.12101595954502975,0.029874673243317496
792,1,0,h181_293,66.41196615328818,73.37697149638397,-66.41196615328818,0.30350897028505464,0.042367395351147696
792,1,0,all,33.736958475360666,46.67064104916273,-33.67874001421591,0.11999173328880466,0.08274820850500683
792,1,50,h001_030,7.345452629576066,10.72422472249648,2.7215412424543666,0.006049865557829543,0.0010076484332679214
792,1,50,h031_090,11.09256104327066,17.010725311887064,3.0855125254814983,0.014305625985222512,0.003256726329009937
792,1,50,h091_180,17.067912742127316,23.96131253553265,0.7089518336641656,0.03332080571443885,0.008141866778535395
