origin,method,seed,point,total_sse,tail_sse,tail_fraction
792,DRIFT1,2,MJ3,2652.5435058283283,1835.2457208682279,0.6918814778478526
792,DRIFT1,2,MJ1,13996.311530707613,4535.000032785782,0.324013939160763
792,RR_COND,ensemble,ATU1,492192.0052250682,321865.6907390547,0.653943354061334
792,RR_COND,ensemble,ATU5,581063.1535388085,419083.4251416443,0.7212355878863248
792,RR_COND,ensemble,MJ3,128506.08306844806,84668.41407002491,0.6588669738297661
792,RR_COND,ensemble,MJ1,103589.14994572489,93277.9292297466,0.900460417704163
792,RR_COND,0,ATU1,492192.0052250682,321865.6907390547,0.653943354061334
792,RR_COND,0,ATU5,581063.1535388085,419083.4251416443,0.7212355878863248
792,RR_COND,0,MJ3,128506.08306844806,84668.41407002491,0.6588669738297661
792,RR_COND,0,MJ1,103589.14994572489,93277.9292297466,0.900460417704163
792,RR_COND,1,ATU1,492192.0052250682,321865.6907390547,0.653943354061334
792,RR_COND,1,ATU5,581063.1535388085,419083.4251416443,0.7212355878863248
792,RR_COND,1,MJ3,128506.08306844806,84668.41407002491,0.6588669738297661
792,RR_COND,1,MJ1,103589.14994572489,93277.9292297466,0.900460417704163
792,RR_COND,2,ATU1,492192.0052250682,321865.6907390547,0.653943354061334
792,RR_COND,2,ATU5,581063.1535388085,419083.4251416443,0.7212355878863248
792,RR_COND,2,MJ3,128506.08306844806,84668.41407002491,0.6588669738297661
792,RR_COND,2,MJ1,103589.14994572489,93277.9292297466,0.900460417704163
792,TiDE_PHYS,ensemble,ATU1,118329.14503700938,44033.30490005346,0.37212560680871415
792,TiDE_PHYS,ensemble,ATU5,111774.98611958743,35911.27957531835,0.32128189697914233
792,TiDE_PHYS,ensemble,MJ3,69942.86036934501,58109.419710182876,0.8308127434784098
792,TiDE_PHYS,ensemble,MJ1,5564.632193758451,4856.0542483584,0.8726640107148818
792,TiDE_PHYS,0,ATU1,20444.044965350688,18027.772915526144,0.881810470779157
792,TiDE_PHYS,0,ATU5,15100.635024874773,13548.54288205893,0.8972167633838488
792,TiDE_PHYS,0,MJ3,173085.39235600102,137746.24128408302,0.7958282291134503
792,TiDE_PHYS,0,MJ1,3800.430875085342,2751.0694367863452,0.7238835614197476
792,TiDE_PHYS,1,ATU1,307569.09236677404,134421.13770242003,0.4370437116032574
792,TiDE_PHYS,1,ATU5,370636.0281405413,150938.32285539663,0.407241367258993
792,TiDE_PHYS,1,MJ3,37954.892777004134,33570.457020868635,0.8844829892710984
792,TiDE_PHYS,1,MJ1,39987.10038817572,10601.75545796861,0.265129388103959
792,TiDE_PHYS,2,ATU1,324073.2316029982,147288.67589661668,0.4544919528467899
792,TiDE_PHYS,2,ATU5,193820.64307106318,68999.68756972662,0.3559976196365642
792,TiDE_PHYS,2,MJ3,37224.77534802888,30532.040343346816,0.8202075112043233
792,TiDE_PHYS,2,MJ1,124364.76465672858,106162.69998098939,0.8536396966939912
792,G_CACHED,ensemble,ATU1,156409.59541841788,104534.68519523037,0.6683393363149188
792,G_CACHED,ensemble,ATU5,328115.08971113764,212315.04610176012,0.6470749220606578
792,G_CACHED,ensemble,MJ3,7671.308280610052,6480.697507085302,0.8447969068673554
792,G_CACHED,ensemble,MJ1,73169.64835960788,43830.85353081555,0.5990305340186883
792,G_CACHED,0,ATU1,109352.42993452704,75661.82291382474,0.6919080166679973
792,G_CACHED,0,ATU5,269221.4744063464,169946.09371282847,0.6312501411247836
792,G_CACHED,0,MJ3,8679.323983454353,6709.118863189084,0.7730001640656429
792,G_CACHED,0,MJ1,67747.65017359603,43045.73247774413,0.6353834024861983
792,G_CACHED,1,ATU1,194235.26615085898,116852.11419826695,0.6016009168361324
792,G_CACHED,1,ATU5,259334.11751537595,173269.64358199746,0.6681328520985068
792,G_CACHED,1,MJ3,8091.545584052253,5842.068375662568,0.721996596939006
792,G_CACHED,1,MJ1,78743.82397747497,44208.02286627431,0.561415748350248
792,G_CACHED,2,ATU1,181169.59953576044,126287.94225269125,0.6970702732483752
792,G_CACHED,2,ATU5,485206.9129099448,307718.34920703346,0.6342002577035553
792,G_CACHED,2,MJ3,10410.615675398962,8776.686750355699,0.8430516526602403
792,G_CACHED,2,MJ1,74657.7202742837,44733.568496473636,0.5991820850158264
972,TiDE_KIN,ensemble,ATU1,1642.5202447151223,882.7803112538311,0.5374547522894855
972,TiDE_KIN,ensemble,ATU5,12100.219336422453,10165.928170857798,0.8401441236901953
972,TiDE_KIN,ensemble,MJ3,38709.900193476205,34287.64687856477,0.8857591134875433
972,TiDE_KIN,ensemble,MJ1,1000.8098056882492,434.51795232169565,0.4341663619321565
972,TiDE_KIN,0,ATU1,3932.795792308233,2871.930401887769,0.7302515954438047
972,TiDE_KIN,0,ATU5,2644.0411356696513,605.4841358085739,0.22899951428146903
972,TiDE_KIN,0,MJ3,28184.43444534087,22890.937542697033,0.8121836748965209
972,TiDE_KIN,0,MJ1,100548.8568564451,80911.58339248052,0.804699187261761
972,TiDE_KIN,1,ATU1,6701.8989252042475,5337.153579006761,0.7963643794947424
972,TiDE_KIN,1,ATU5,73190.69652102505,59580.381909960066,0.8140431057770405
972,TiDE_KIN,1,MJ3,81767.11530499939,70472.6466751085,0.8618702813745915
972,TiDE_KIN,1,MJ1,47753.471086157406,28033.494155482174,0.5870462087437329
972,TiDE_KIN,2,ATU1,17596.504066471825,10545.923128374441,0.5993192220759646
972,TiDE_KIN,2,ATU5,7449.622718493173,3202.674272097759,0.42991093550916903
972,TiDE_KIN,2,MJ3,20952.16571354167,19724.172314185304,0.9413906220413912
972,TiDE_KIN,2,MJ1,8307.53115023132,4335.605192418694,0.5218885266891802
972,BPLUS_CONTINUOUS,ensemble,ATU1,1023342.6651747832,588928.0076678304,0.5754944337899209
972,BPLUS_CONTINUOUS,ensemble,ATU5,1285978.284038601,660712.7472179325,0.5137821963392502
972,BPLUS_CONTINUOUS,ensemble,MJ3,1455789.8106848032,1089486.2998173616,0.7483815945276245
972,BPLUS_CONTINUOUS,ensemble,MJ1,1554278.4566773702,1130384.2433837391,0.7272726701753282
972,BPLUS_CONTINUOUS,0,ATU1,1023342.6651747832,588928.0076678304,0.5754944337899209
972,BPLUS_CONTINUOUS,0,ATU5,1285978.284038601,660712.7472179325,0.5137821963392502
972,BPLUS_CONTINUOUS,0,MJ3,1455789.8106848032,1089486.2998173616,0.7483815945276245
972,BPLUS_CONTINUOUS,0,MJ1,1554278.4566773702,1130384.2433837391,0.7272726701753282
972,BPLUS_CONTINUOUS,1,ATU1,1023342.6651747832,588928.0076678304,0.5754944337899209
972,BPLUS_CONTINUOUS,1,ATU5,1285978.284038601,660712.7472179325,0.5137821963392502
972,BPLUS_CONTINUOUS,1,MJ3,1455789.8106848032,1089486.2998173616,0.7483815945276245
972,BPLUS_CONTINUOUS,1,MJ1,1554278.4566773702,1130384.2433837391,0.7272726701753282
972,BPLUS_CONTINUOUS,2,ATU1,1023342.6651747832,588928.0076678304,0.5754944337899209
972,BPLUS_CONTINUOUS,2,ATU5,1285978.284038601,660712.7472179325,0.5137821963392502
972,BPLUS_CONTINUOUS,2,MJ3,1455789.8106848032,1089486.2998173616,0.7483815945276245
972,BPLUS_CONTINUOUS,2,MJ1,1554278.4566773702,1130384.2433837391,0.7272726701753282
972,DRIFT1,ensemble,ATU1,22981.54171375021,14421.554312321558,0.6275277129772768
972,DRIFT1,ensemble,ATU5,57802.578755640236,39340.23627944446,0.6805965603326259
972,DRIFT1,ensemble,MJ3,23100.570323878277,16558.32356348621,0.7167928467277032
972,DRIFT1,ensemble,MJ1,32901.58060641881,32042.86121670764,0.9739003605941157
972,DRIFT1,0,ATU1,22981.54171375021,14421.554312321558,0.6275277129772768
972,DRIFT1,0,ATU5,57802.578755640236,39340.23627944446,0.6805965603326259
972,DRIFT1,0,MJ3,23100.570323878277,16558.32356348621,0.7167928467277032
972,DRIFT1,0,MJ1,32901.58060641881,32042.86121670764,0.9739003605941157
972,DRIFT1,1,ATU1,22981.54171375021,14421.554312321558,0.6275277129772768
972,DRIFT1,1,ATU5,57802.578755640236,39340.23627944446,0.6805965603326259
972,DRIFT1,1,MJ3,23100.570323878277,16558.32356348621,0.7167928467277032
972,DRIFT1,1,MJ1,32901.58060641881,32042.86121670764,0.9739003605941157
972,DRIFT1,2,ATU1,22981.54171375021,14421.554312321558,0.6275277129772768
972,DRIFT1,2,ATU5,57802.578755640236,39340.23627944446,0.6805965603326259
972,DRIFT1,2,MJ3,23100.570323878277,16558.32356348621,0.7167928467277032
972,DRIFT1,2,MJ1,32901.58060641881,32042.86121670764,0.9739003605941157
972,RR_COND,ensemble,ATU1,419706.8381334054,237203.13153779137,0.5651638476816893
972,RR_COND,ensemble,ATU5,705048.130373962,423712.59666439483,0.6009697471854226
972,RR_COND,ensemble,MJ3,886047.6399113982,607833.3552143535,0.6860052753767674
972,RR_COND,ensemble,MJ1,806344.7152559321,514986.0564196547,0.6386673672886902
972,RR_COND,0,ATU1,419706.8381334054,237203.13153779137,0.5651638476816893
972,RR_COND,0,ATU5,705048.130373962,423712.59666439483,0.6009697471854226
972,RR_COND,0,MJ3,886047.6399113982,607833.3552143535,0.6860052753767674
