origin,method,bin,point,ensemble_mse,bias_squared,error_variance,mean_seed_mse,forecast_spread_mse,ensemble_reduction_fraction
612,TiDE_KIN,h001_030,ATU1,89.41641095201608,58.64463242267957,30.77177852933649,156.90617162983716,67.48976067782118,0.43012814586438725
612,TiDE_KIN,h001_030,ATU5,170.41794167700073,116.14118362276824,54.276758054232474,267.28779762791453,96.86985595091402,0.36241780137589524
612,TiDE_KIN,h001_030,MJ3,119.31532032403653,87.07712613659709,32.23819418743945,143.71204647040588,24.396726146369637,0.1697611769198038
612,TiDE_KIN,h001_030,MJ1,295.86097655152645,214.78659367806668,81.07438287345971,312.65337046080964,16.792393909283643,0.05370930076504174
612,TiDE_KIN,h031_090,ATU1,1061.9795789076293,907.9630520310908,154.0165268765382,1273.6908218529761,211.71124294534675,0.16621870811422465
612,TiDE_KIN,h031_090,ATU5,1897.378744013465,1601.397506532692,295.9812374807727,2202.174579515918,304.79583550245343,0.1384067540955148
612,TiDE_KIN,h031_090,MJ3,696.2451054145699,640.839244689357,55.4058607252131,788.8010766260143,92.55597121144457,0.11733753154513903
612,TiDE_KIN,h031_090,MJ1,3139.056814474988,2933.258242569304,205.79857190568515,3192.961146479382,53.904332004394526,0.016882238627873827
612,TiDE_KIN,h091_180,ATU1,3829.8456383765874,3763.6261936950614,66.21944468152664,4222.656721169265,392.8110827926787,0.09302463087359567
612,TiDE_KIN,h091_180,ATU5,8496.356163900939,8353.627262558013,142.72890134292695,9095.423179193001,599.067015292062,0.06586466660094585
612,TiDE_KIN,h091_180,MJ3,1417.1617088511473,1364.3096276394087,52.85208121173865,1511.38409449493,94.22238564378225,0.0623417872313055
612,TiDE_KIN,h091_180,MJ1,7611.590328318784,7559.277665068149,52.31266325063215,7673.774946769913,62.184618451130895,0.00810352386960553
612,TiDE_KIN,h181_293,ATU1,4233.285053267744,4150.078765034298,83.20628823344633,4504.723506514248,271.43845324650334,0.060256407047841715
