origin,method,seed,bin,mae,rmse,bias,mse,error_variance,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
612,TiDE_PHYS,2,all,29.355438000947352,33.83873443342989,-27.328897660714105,1488.0578687786642,386.9940475105932,,,,,,,,,,
612,G_CACHED,ensemble,h001_030,2.768620234593158,3.1448336861482358,0.2747339409654421,12.711014890531969,4.233296502176075,,,,,,,,,,
612,G_CACHED,ensemble,h031_090,12.101651763264998,13.709448450511417,3.9618441087598475,278.6692227388904,99.47484596566885,,,,,,,,,,
612,G_CACHED,ensemble,h091_180,29.51157636411332,30.380602126260246,21.960824870636845,1795.4296869100974,66.18329066088945,,,,,,,,,,
612,G_CACHED,ensemble,h181_293,44.53138003711878,46.17444847554472,43.05460727922874,3919.6702755954666,114.273151605073,,,,,,,,,,
612,G_CACHED,ensemble,all,29.000837985659786,33.97999136873132,24.189752647319857,2121.545722782409,605.1166533096857,,,,,,,,,,
612,G_CACHED,0,h001_030,2.7751819401452797,3.140426558523719,0.619264832189395,12.639148205391336,4.46481938644369,,,,,,,,,,
612,G_CACHED,0,h031_090,11.887698738919578,13.286075568937743,4.6773294544185875,267.9126275821175,91.94537057920627,,,,,,,,,,
612,G_CACHED,0,h091_180,28.822632002056157,29.770452939842734,23.43806799027714,1816.3516204264447,70.91822869125322,,,,,,,,,,
612,G_CACHED,0,h181_293,45.760672090211244,47.28977386732324,45.04900004232162,4051.1725461412993,98.1773728134817,,,,,,,,,,
612,G_CACHED,0,all,29.220171361496437,34.41130604867091,25.59447384347468,2176.4780739025105,616.387130830058,,,,,,,,,,
612,G_CACHED,1,h001_030,2.4798422851817854,3.0084435756702463,-0.1336570962178964,11.630199989341977,3.981341159937384,,,,,,,,,,
612,G_CACHED,1,h031_090,11.869675444535996,13.541282104292684,1.900203429567091,253.46287796120367,81.60656652954276,,,,,,,,,,
612,G_CACHED,1,h091_180,30.213322097717448,31.092756618252874,17.001154424458075,1647.101744280029,68.56621887445827,,,,,,,,,,
612,G_CACHED,1,h181_293,42.7420142623063,44.50764148470033,39.598183016168456,3697.553016861132,136.13636639790155,,,,,,,,,,
612,G_CACHED,1,all,28.449223193388377,33.45174467779573,20.869286934866043,1985.048896136051,596.5715975917946,,,,,,,,,,
612,G_CACHED,2,h001_030,3.1708858018062167,3.497114158128819,0.3385940869248018,14.971900412559568,4.832322432148383,,,,,,,,,,
612,G_CACHED,2,h031_090,13.152160203316695,15.16879394919706,5.30799944229386,332.0387968969139,135.21593609656978,,,,,,,,,,
612,G_CACHED,2,h091_180,30.539258638379977,31.53383989559271,25.44325219717532,1981.2267141280015,75.30989501258853,,,,,,,,,,
612,G_CACHED,2,h181_293,45.61415690990413,47.49871684445203,44.51663877919616,4041.7413441796457,120.34181823410908,,,,,,,,,,
612,G_CACHED,2,all,29.99040680725786,35.15066199713799,26.105497163618836,2236.855498259426,618.4852271614507,,,,,,,,,,
792,TiDE_KIN,ensemble,h001_030,7.41841448946246,7.987133792454907,7.3007185660961005,98.02564625665575,12.86914479733533,16.808279427850927,1.0,178.74508676014975,178.74508676014975,1.0,229.41683515656848,229.41683515656848,1.0,273.3670200110169,273.3670200110169
792,TiDE_KIN,ensemble,h031_090,14.957167732578805,15.311881316954182,13.527966514143566,353.2746488837493,13.204991694701402,18.1226277813868,1.0,178.74508676014977,178.74508676014977,1.0,229.41683515656848,229.41683515656848,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,ensemble,h091_180,23.59522677579139,23.829565990672624,21.963083958765772,864.26160369746,10.795343355037698,20.612151689266373,1.0,178.74508676014977,178.74508676014977,1.0,229.4168351565685,229.4168351565685,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,ensemble,h181_293,26.800978039997982,27.23236060538301,21.326918492638328,1077.939158569704,14.209148121911467,21.829341797042776,1.0,178.74508676014983,178.74508676014983,1.0,229.4168351565685,229.4168351565685,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,ensemble,all,21.406359819042997,22.907124080471455,18.48914298221347,763.5765104842069,76.89534625631632,20.182304862861923,1.0,178.7450867601498,178.7450867601498,1.0,229.4168351565685,229.4168351565685,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,0,h001_030,6.105627193739987,7.084721699159956,4.647757838189671,75.19244191816128,24.938818462032344,16.70649307967623,1.0,178.74508676014977,178.74508676014977,1.0,229.4168351565685,229.4168351565685,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,0,h031_090,14.112016142306022,14.608919171473355,11.144942083264972,316.5475409826673,15.172088215918953,17.985737236966383,1.0,178.74508676014977,178.74508676014977,1.0,229.4168351565685,229.4168351565685,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,0,h091_180,27.14902641837917,27.763345756965755,25.12557372923181,1115.8447350595213,38.91310139540969,21.754967559561237,1.0,178.7450867601498,178.7450867601498,1.0,229.4168351565685,229.4168351565685,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,0,h181_293,44.06358316638325,44.379977879032516,42.505352581300485,2877.338215868666,30.01778377241044,29.701158611347637,1.0,178.74508676014983,178.74508676014983,1.0,229.41683515656854,229.41683515656854,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,0,all,28.84807870240954,32.57177385063755,26.868722653445076,1524.9620145563856,315.9547940118961,23.530774846590663,1.0,178.7450867601498,178.7450867601498,1.0,229.41683515656854,229.41683515656854,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,1,h001_030,4.397465473472561,5.200607304884094,3.6196218504148203,28.31331588508474,15.010021860096392,16.460758943604443,1.0,178.74508676014977,178.74508676014977,1.0,229.4168351565685,229.4168351565685,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,1,h031_090,5.029190477885317,5.734699664151099,-2.0057757026012624,38.71428999662727,11.483179007546786,16.492725836673344,1.0,178.74508676014977,178.74508676014977,1.0,229.41683515656848,229.41683515656848,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,1,h091_180,9.029485221904759,10.348384690589308,-6.262592350162636,123.21329615973212,32.40453290142883,16.992737325291515,1.0,178.7450867601498,178.7450867601498,1.0,229.41683515656854,229.41683515656854,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,1,h181_293,31.574366532787092,33.875884914001084,-31.52307421321901,1339.626388554333,167.04245307453056,23.743536007617024,1.0,178.7450867601498,178.7450867601498,1.0,229.41683515656854,229.41683515656854,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,1,all,16.430827580387938,22.057384938693485,-14.121155577651933,565.3216226531252,296.6467520299018,19.4394274629539,1.0,178.7450867601498,178.7450867601498,1.0,229.41683515656854,229.41683515656854,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,2,h001_030,14.006103716847552,15.187200766893007,13.634776009683819,374.90918113730464,53.474477370511764,18.185399626450078,1.0,178.74508676014977,178.74508676014977,1.0,229.4168351565685,229.4168351565685,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,2,h031_090,32.44591964691529,33.076709396377126,31.444733161766965,1834.7850736361804,61.36160166442931,25.191165556445092,1.0,178.74508676014977,178.74508676014977,1.0,229.41683515656848,229.41683515656848,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,2,h091_180,47.51138555064034,47.837234940529704,47.02627049722813,4051.865209248858,36.75709992461761,34.9630928697278,0.8944444444444445,178.74508676014983,185.24026356447223,1.0,229.41683515656854,229.41683515656854,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,2,h181_293,56.018892131209,56.707942468031355,52.99847710983348,5859.949365402657,46.7152019927229,42.41479486665099,0.6482300884955752,178.74508676014983,231.45749790189427,0.9269911504424779,229.41683515656854,238.58098010961027,1.0,273.36702001101696,273.36702001101696
792,TiDE_KIN,2,all,44.276784302746044,47.13048892371139,42.71986187084726,3918.691218345349,407.878101577168,34.118027646372944,0.8319112627986348,178.7450867601498,201.06955219157007,0.9718430034129693,229.41683515656854,232.9511299678099,1.0,273.36702001101696,273.36702001101696
792,BPLUS_CONTINUOUS,ensemble,h001_030,2.28578999940143,2.8488755631944054,2.2653260124486656,11.021369831335663,3.945078697046386,7.6143098927466575,0.9083333333333333,75.00899150308658,78.31325172578333,0.9166666666666666,96.2729983287045,100.95884553825219,0.9166666666666666,114.71635306398763,121.04210179669012
792,BPLUS_CONTINUOUS,ensemble,h031_090,9.4900459681844,11.346800640408361,9.216967978400971,166.86069676611706,52.16765576022206,12.141496441239536,0.6416666666666666,75.00899150308659,112.09393874706842,0.6625,96.27299832870453,161.07150756402942,0.6708333333333334,114.71635306398767,229.09920948593341
792,BPLUS_CONTINUOUS,ensemble,h091_180,26.294111812415835,26.398120627512878,26.294111812415835,889.9831067306948,5.0974183625695275,26.24810243149875,0.5,75.00899150308658,235.88637273701056,0.5,96.27299832870452,402.2355281544921,0.5,114.71635306398765,699.2465993985599
792,BPLUS_CONTINUOUS,ensemble,h181_293,34.559559086376844,35.95062225981402,34.559559086376844,1528.882033852394,43.77751910677561,33.2641707697668,0.44469026548672563,75.00899150308658,296.53065124067916,0.48008849557522126,96.2729983287045,516.9437532033731,0.5,114.71635306398765,925.9007682564156
792,BPLUS_CONTINUOUS,ensemble,all,23.582514327478208,27.313324693235966,23.524498631247532,898.3086427712974,201.6436990163574,24.157336515615384,0.5494880546075085,75.00899150308658,217.79102734855053,0.568259385665529,96.27299832870452,366.24197087329276,0.5776450511945392,114.71635306398764,631.1815576174132
792,BPLUS_CONTINUOUS,0,h001_030,2.28578999940143,2.8488755631944054,2.2653260124486656,11.021369831335663,3.945078697046386,7.6143098927466575,0.9083333333333333,75.00899150308658,78.31325172578333,0.9166666666666666,96.2729983287045,100.95884553825219,0.9166666666666666,114.71635306398763,121.04210179669012
792,BPLUS_CONTINUOUS,0,h031_090,9.4900459681844,11.346800640408361,9.216967978400971,166.86069676611706,52.16765576022206,12.141496441239536,0.6416666666666666,75.00899150308659,112.09393874706842,0.6625,96.27299832870453,161.07150756402942,0.6708333333333334,114.71635306398767,229.09920948593341
792,BPLUS_CONTINUOUS,0,h091_180,26.294111812415835,26.398120627512878,26.294111812415835,889.9831067306948,5.0974183625695275,26.24810243149875,0.5,75.00899150308658,235.88637273701056,0.5,96.27299832870452,402.2355281544921,0.5,114.71635306398765,699.2465993985599
792,BPLUS_CONTINUOUS,0,h181_293,34.559559086376844,35.95062225981402,34.559559086376844,1528.882033852394,43.77751910677561,33.2641707697668,0.44469026548672563,75.00899150308658,296.53065124067916,0.48008849557522126,96.2729983287045,516.9437532033731,0.5,114.71635306398765,925.9007682564156
792,BPLUS_CONTINUOUS,0,all,23.582514327478208,27.313324693235966,23.524498631247532,898.3086427712974,201.6436990163574,24.157336515615384,0.5494880546075085,75.00899150308658,217.79102734855053,0.568259385665529,96.27299832870452,366.24197087329276,0.5776450511945392,114.71635306398764,631.1815576174132
792,BPLUS_CONTINUOUS,1,h001_030,2.28578999940143,2.8488755631944054,2.2653260124486656,11.021369831335663,3.945078697046386,7.6143098927466575,0.9083333333333333,75.00899150308658,78.31325172578333,0.9166666666666666,96.2729983287045,100.95884553825219,0.9166666666666666,114.71635306398763,121.04210179669012
792,BPLUS_CONTINUOUS,1,h031_090,9.4900459681844,11.346800640408361,9.216967978400971,166.86069676611706,52.16765576022206,12.141496441239536,0.6416666666666666,75.00899150308659,112.09393874706842,0.6625,96.27299832870453,161.07150756402942,0.6708333333333334,114.71635306398767,229.09920948593341
792,BPLUS_CONTINUOUS,1,h091_180,26.294111812415835,26.398120627512878,26.294111812415835,889.9831067306948,5.0974183625695275,26.24810243149875,0.5,75.00899150308658,235.88637273701056,0.5,96.27299832870452,402.2355281544921,0.5,114.71635306398765,699.2465993985599
792,BPLUS_CONTINUOUS,1,h181_293,34.559559086376844,35.95062225981402,34.559559086376844,1528.882033852394,43.77751910677561,33.2641707697668,0.44469026548672563,75.00899150308658,296.53065124067916,0.48008849557522126,96.2729983287045,516.9437532033731,0.5,114.71635306398765,925.9007682564156
792,BPLUS_CONTINUOUS,1,all,23.582514327478208,27.313324693235966,23.524498631247532,898.3086427712974,201.6436990163574,24.157336515615384,0.5494880546075085,75.00899150308658,217.79102734855053,0.568259385665529,96.27299832870452,366.24197087329276,0.5776450511945392,114.71635306398764,631.1815576174132
792,BPLUS_CONTINUOUS,2,h001_030,2.28578999940143,2.8488755631944054,2.2653260124486656,11.021369831335663,3.945078697046386,7.6143098927466575,0.9083333333333333,75.00899150308658,78.31325172578333,0.9166666666666666,96.2729983287045,100.95884553825219,0.9166666666666666,114.71635306398763,121.04210179669012
792,BPLUS_CONTINUOUS,2,h031_090,9.4900459681844,11.346800640408361,9.216967978400971,166.86069676611706,52.16765576022206,12.141496441239536,0.6416666666666666,75.00899150308659,112.09393874706842,0.6625,96.27299832870453,161.07150756402942,0.6708333333333334,114.71635306398767,229.09920948593341
792,BPLUS_CONTINUOUS,2,h091_180,26.294111812415835,26.398120627512878,26.294111812415835,889.9831067306948,5.0974183625695275,26.24810243149875,0.5,75.00899150308658,235.88637273701056,0.5,96.27299832870452,402.2355281544921,0.5,114.71635306398765,699.2465993985599
792,BPLUS_CONTINUOUS,2,h181_293,34.559559086376844,35.95062225981402,34.559559086376844,1528.882033852394,43.77751910677561,33.2641707697668,0.44469026548672563,75.00899150308658,296.53065124067916,0.48008849557522126,96.2729983287045,516.9437532033731,0.5,114.71635306398765,925.9007682564156
792,BPLUS_CONTINUOUS,2,all,23.582514327478208,27.313324693235966,23.524498631247532,898.3086427712974,201.6436990163574,24.157336515615384,0.5494880546075085,75.00899150308658,217.79102734855053,0.568259385665529,96.27299832870452,366.24197087329276,0.5776450511945392,114.71635306398764,631.1815576174132
