origin,method,seed,bin,mae,rmse,bias,mse,error_variance,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
612,TiDE_KIN,ensemble,h001_030,10.605493046513178,12.658553106633613,-10.605493046513178,168.75266237614494,49.590278411117026,,,,,,,,,,
612,TiDE_KIN,ensemble,h031_090,37.40606398854806,39.64017063431942,-37.40606398854806,1698.6650607026631,177.8005492470523,,,,,,,,,,
612,TiDE_KIN,ensemble,h091_180,69.1568121524765,69.737766144506,-69.1568121524765,5338.738459861865,78.5282726217061,,,,,,,,,,
612,TiDE_KIN,ensemble,h181_293,74.83445727961319,75.5361533918124,-74.83445727961319,6368.586162272715,90.71539808900403,,,,,,,,,,
612,TiDE_KIN,ensemble,all,58.84960886357494,63.59182636503533,-58.84960886357494,4461.157615146174,645.5450217596322,,,,,,,,,,
612,TiDE_KIN,0,h001_030,10.187661068283004,11.81680284359991,-10.082538100433158,155.95000688832556,40.71563005525187,,,,,,,,,,
612,TiDE_KIN,0,h031_090,32.65823924387102,34.86158531438228,-32.65823924387102,1376.9105439043194,147.8456764080938,,,,,,,,,,
612,TiDE_KIN,0,h091_180,65.87550051264111,66.97485008724681,-65.87550051264111,4953.335855903441,130.7730899343345,,,,,,,,,,
612,TiDE_KIN,0,h181_293,70.78101604649557,72.18730758286173,-70.78101604649557,5861.069775001937,173.26879415040224,,,,,,,,,,
612,TiDE_KIN,0,all,55.26339264871143,60.54761736608935,-55.25262920490428,4079.8438377045645,665.612797855815,,,,,,,,,,
612,TiDE_KIN,1,h001_030,8.480531244378973,9.756311568610307,-6.596139410339391,113.28511281225194,52.532380991185015,,,,,,,,,,
612,TiDE_KIN,1,h031_090,34.11120081914705,37.86242678245446,-34.09988710861589,1580.2654750770062,258.4571114210002,,,,,,,,,,
612,TiDE_KIN,1,h091_180,58.49260149276812,60.14620411672019,-58.49260149276812,3956.2092774148205,176.05613033390156,,,,,,,,,,
612,TiDE_KIN,1,h181_293,69.73042332809035,72.25782025182738,-69.73042332809035,5700.179651853021,301.011108592232,,,,,,,,,,
612,TiDE_KIN,1,all,52.71317391434653,58.739741560048586,-52.51791597013814,3748.7836775280302,714.6636322340028,,,,,,,,,,
612,TiDE_KIN,2,h001_030,15.585194799870607,19.34921637776042,-15.137801628766963,391.18441994114784,151.65848401580462,,,,,,,,,,
612,TiDE_KIN,2,h031_090,45.46405326738409,49.48948569499214,-45.46006561315727,2636.044699374393,401.7540827463658,,,,,,,,,,
612,TiDE_KIN,2,h091_180,83.10233445202033,84.40262897329345,-83.10233445202033,7967.884072902072,224.57896585096947,,,,,,,,,,
612,TiDE_KIN,2,h181_293,83.99193246425368,85.72298712895855,-83.99193246425368,8252.281099289128,283.06194840983545,,,,,,,,,,
612,TiDE_KIN,2,all,68.82490617468143,74.62636810562796,-68.77828141568239,6209.950666694731,931.0416211519413,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h001_030,2.8841475681656368,3.2933724414996184,2.4509816399146502,16.949039189218084,4.5149037317903735,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h031_090,11.00285140631969,12.05835655082074,5.054717485097466,238.59292233699335,55.042758019495324,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h091_180,28.307634619857833,29.26491353128313,25.761231654291233,1894.1331647330119,72.81298894628542,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,h181_293,47.15914402706897,48.62765980515211,47.013200641781566,4267.338802633902,80.03362932881085,,,,,,,,,,
612,BPLUS_CONTINUOUS,ensemble,all,29.431282942901532,34.94954821347779,27.330426688432816,2278.175140066546,627.7070209429245,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h001_030,2.8841475681656368,3.2933724414996184,2.4509816399146502,16.949039189218084,4.5149037317903735,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h031_090,11.00285140631969,12.05835655082074,5.054717485097466,238.59292233699335,55.042758019495324,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h091_180,28.307634619857833,29.26491353128313,25.761231654291233,1894.1331647330119,72.81298894628542,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,h181_293,47.15914402706897,48.62765980515211,47.013200641781566,4267.338802633902,80.03362932881085,,,,,,,,,,
612,BPLUS_CONTINUOUS,0,all,29.431282942901532,34.94954821347779,27.330426688432816,2278.175140066546,627.7070209429245,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h001_030,2.8841475681656368,3.2933724414996184,2.4509816399146502,16.949039189218084,4.5149037317903735,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h031_090,11.00285140631969,12.05835655082074,5.054717485097466,238.59292233699335,55.042758019495324,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h091_180,28.307634619857833,29.26491353128313,25.761231654291233,1894.1331647330119,72.81298894628542,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,h181_293,47.15914402706897,48.62765980515211,47.013200641781566,4267.338802633902,80.03362932881085,,,,,,,,,,
612,BPLUS_CONTINUOUS,1,all,29.431282942901532,34.94954821347779,27.330426688432816,2278.175140066546,627.7070209429245,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h001_030,2.8841475681656368,3.2933724414996184,2.4509816399146502,16.949039189218084,4.5149037317903735,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h031_090,11.00285140631969,12.05835655082074,5.054717485097466,238.59292233699335,55.042758019495324,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h091_180,28.307634619857833,29.26491353128313,25.761231654291233,1894.1331647330119,72.81298894628542,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,h181_293,47.15914402706897,48.62765980515211,47.013200641781566,4267.338802633902,80.03362932881085,,,,,,,,,,
612,BPLUS_CONTINUOUS,2,all,29.431282942901532,34.94954821347779,27.330426688432816,2278.175140066546,627.7070209429245,,,,,,,,,,
612,DRIFT1,ensemble,h001_030,0.9803608277469441,1.2823364094909706,-0.5178606674900128,2.6743074985740525,1.0034946198155354,,,,,,,,,,
612,DRIFT1,ensemble,h031_090,10.399889023707532,11.771279349460748,-8.422737481868303,161.69637755278063,38.90134436539729,,,,,,,,,,
612,DRIFT1,ensemble,h091_180,22.60055089549965,23.06172589881795,-19.101628213435596,796.6920329300398,12.048112920332557,,,,,,,,,,
612,DRIFT1,ensemble,h181_293,27.76210005667553,28.50644126322382,-14.932184829816256,1085.3696601562726,31.613353514683375,,,,,,,,,,
612,DRIFT1,ensemble,all,19.879082093017622,22.780897914938627,-13.404039228379656,696.6930595204316,195.00175758610888,,,,,,,,,,
612,DRIFT1,0,h001_030,0.9803608277469441,1.2823364094909706,-0.5178606674900128,2.6743074985740525,1.0034946198155354,,,,,,,,,,
612,DRIFT1,0,h031_090,10.399889023707532,11.771279349460748,-8.422737481868303,161.69637755278063,38.90134436539729,,,,,,,,,,
612,DRIFT1,0,h091_180,22.60055089549965,23.06172589881795,-19.101628213435596,796.6920329300398,12.048112920332557,,,,,,,,,,
612,DRIFT1,0,h181_293,27.76210005667553,28.50644126322382,-14.932184829816256,1085.3696601562726,31.613353514683375,,,,,,,,,,
612,DRIFT1,0,all,19.879082093017622,22.780897914938627,-13.404039228379656,696.6930595204316,195.00175758610888,,,,,,,,,,
612,DRIFT1,1,h001_030,0.9803608277469441,1.2823364094909706,-0.5178606674900128,2.6743074985740525,1.0034946198155354,,,,,,,,,,
612,DRIFT1,1,h031_090,10.399889023707532,11.771279349460748,-8.422737481868303,161.69637755278063,38.90134436539729,,,,,,,,,,
612,DRIFT1,1,h091_180,22.60055089549965,23.06172589881795,-19.101628213435596,796.6920329300398,12.048112920332557,,,,,,,,,,
612,DRIFT1,1,h181_293,27.76210005667553,28.50644126322382,-14.932184829816256,1085.3696601562726,31.613353514683375,,,,,,,,,,
612,DRIFT1,1,all,19.879082093017622,22.780897914938627,-13.404039228379656,696.6930595204316,195.00175758610888,,,,,,,,,,
612,DRIFT1,2,h001_030,0.9803608277469441,1.2823364094909706,-0.5178606674900128,2.6743074985740525,1.0034946198155354,,,,,,,,,,
612,DRIFT1,2,h031_090,10.399889023707532,11.771279349460748,-8.422737481868303,161.69637755278063,38.90134436539729,,,,,,,,,,
612,DRIFT1,2,h091_180,22.60055089549965,23.06172589881795,-19.101628213435596,796.6920329300398,12.048112920332557,,,,,,,,,,
612,DRIFT1,2,h181_293,27.76210005667553,28.50644126322382,-14.932184829816256,1085.3696601562726,31.613353514683375,,,,,,,,,,
612,DRIFT1,2,all,19.879082093017622,22.780897914938627,-13.404039228379656,696.6930595204316,195.00175758610888,,,,,,,,,,
612,RR_COND,ensemble,h001_030,6.652034180529112,7.07176228084187,4.613423691711514,74.05009052463573,7.294218457402946,,,,,,,,,,
612,RR_COND,ensemble,h031_090,13.216075895987387,15.434875121910899,9.954293450370113,422.1545796511786,94.28307031964565,,,,,,,,,,
612,RR_COND,ensemble,h091_180,34.7263264914106,35.72251631125406,31.829454958128984,2404.5866158620925,63.527940289231424,,,,,,,,,,
612,RR_COND,ensemble,h181_293,48.58722022514101,50.95881804444279,48.48560394482997,4213.528438208657,117.5551935895923,,,,,,,,,,
612,RR_COND,ensemble,all,32.79266501311606,38.23183160801933,30.9869778490476,2457.6528547439466,544.5429804836798,,,,,,,,,,
612,RR_COND,0,h001_030,6.652034180529112,7.07176228084187,4.613423691711514,74.05009052463573,7.294218457402946,,,,,,,,,,
612,RR_COND,0,h031_090,13.216075895987387,15.434875121910899,9.954293450370113,422.1545796511786,94.28307031964565,,,,,,,,,,
612,RR_COND,0,h091_180,34.7263264914106,35.72251631125406,31.829454958128984,2404.5866158620925,63.527940289231424,,,,,,,,,,
612,RR_COND,0,h181_293,48.58722022514101,50.95881804444279,48.48560394482997,4213.528438208657,117.5551935895923,,,,,,,,,,
612,RR_COND,0,all,32.79266501311606,38.23183160801933,30.9869778490476,2457.6528547439466,544.5429804836798,,,,,,,,,,
612,RR_COND,1,h001_030,6.652034180529112,7.07176228084187,4.613423691711514,74.05009052463573,7.294218457402946,,,,,,,,,,
612,RR_COND,1,h031_090,13.216075895987387,15.434875121910899,9.954293450370113,422.1545796511786,94.28307031964565,,,,,,,,,,
612,RR_COND,1,h091_180,34.7263264914106,35.72251631125406,31.829454958128984,2404.5866158620925,63.527940289231424,,,,,,,,,,
612,RR_COND,1,h181_293,48.58722022514101,50.95881804444279,48.48560394482997,4213.528438208657,117.5551935895923,,,,,,,,,,
612,RR_COND,1,all,32.79266501311606,38.23183160801933,30.9869778490476,2457.6528547439466,544.5429804836798,,,,,,,,,,
612,RR_COND,2,h001_030,6.652034180529112,7.07176228084187,4.613423691711514,74.05009052463573,7.294218457402946,,,,,,,,,,
612,RR_COND,2,h031_090,13.216075895987387,15.434875121910899,9.954293450370113,422.1545796511786,94.28307031964565,,,,,,,,,,
612,RR_COND,2,h091_180,34.7263264914106,35.72251631125406,31.829454958128984,2404.5866158620925,63.527940289231424,,,,,,,,,,
612,RR_COND,2,h181_293,48.58722022514101,50.95881804444279,48.48560394482997,4213.528438208657,117.5551935895923,,,,,,,,,,
612,RR_COND,2,all,32.79266501311606,38.23183160801933,30.9869778490476,2457.6528547439466,544.5429804836798,,,,,,,,,,
612,TiDE_PHYS,ensemble,h001_030,3.338113444567092,4.034471359139605,-3.1549690072161183,26.79700331595515,8.933696396298615,,,,,,,,,,
612,TiDE_PHYS,ensemble,h031_090,13.913651992954199,15.830033637966274,-13.76122741956285,401.41998729269307,59.25216669480337,,,,,,,,,,
612,TiDE_PHYS,ensemble,h091_180,36.633674775839935,37.331669798782286,-36.60153048299493,1842.790486038998,40.694434077601656,,,,,,,,,,
612,TiDE_PHYS,ensemble,h181_293,52.30798034008132,52.63912546034105,-52.30798034008132,3409.3800210601707,22.732676052585028,,,,,,,,,,
612,TiDE_PHYS,ensemble,all,34.61704788794897,39.589978221762905,-34.55720900098631,1965.8709742674039,425.73235006421197,,,,,,,,,,
612,TiDE_PHYS,0,h001_030,7.155191832191447,8.490821866128636,-6.961787205603182,81.44791640604976,25.286565046357705,,,,,,,,,,
612,TiDE_PHYS,0,h031_090,23.50308560098822,26.585048488019375,-23.50308560098822,853.659127252098,152.34257087763478,,,,,,,,,,
612,TiDE_PHYS,0,h091_180,53.45134230192986,54.93063238543235,-53.45134230192986,3470.6586466649806,134.1136975235262,,,,,,,,,,
612,TiDE_PHYS,0,h181_293,63.66771351890823,64.91876493106948,-63.66771351890823,4866.891277785398,133.36717307387175,,,,,,,,,,
612,TiDE_PHYS,0,all,46.518475514796435,52.09468431906643,-46.498672993302755,3126.2149410133297,605.7212474352211,,,,,,,,,,
612,TiDE_PHYS,1,h001_030,2.4455117973455804,3.105457269860095,-1.2441372980096896,18.079540035582873,8.20784778472446,,,,,,,,,,
612,TiDE_PHYS,1,h031_090,12.063598741239971,13.422837132132905,-11.194225015930536,304.20109076742517,37.21161729282545,,,,,,,,,,
612,TiDE_PHYS,1,h091_180,30.00323886876093,30.65623269554218,-28.748687301642388,1305.5274007668252,38.60949044152585,,,,,,,,,,
612,TiDE_PHYS,1,h181_293,48.211938346868,48.465949406711175,-48.211938346868,2970.027287142522,13.959323355643585,,,,,,,,,,
612,TiDE_PHYS,1,all,30.530449862728105,35.33722464254164,-29.844056348942054,1610.5972735946489,390.2228750421149,,,,,,,,,,
612,TiDE_PHYS,2,h001_030,3.2192892589879394,4.08416992945237,-1.2589825180354561,21.011357693277745,10.55897685988625,,,,,,,,,,
612,TiDE_PHYS,2,h031_090,11.234321503118217,12.135782562052814,-6.586371641769791,249.66259055769586,35.20017250031558,,,,,,,,,,
612,TiDE_PHYS,2,h091_180,30.450007687399896,31.2510684989243,-27.60456184541256,1292.1419742683572,52.500578024757544,,,,,,,,,,
612,TiDE_PHYS,2,h181_293,45.04428915446772,45.41697869048892,-45.04428915446772,2691.1334664047467,17.930350809277375,,,,,,,,,,
