name,fit_days,strategy,origin,teacher,horizon,lead,station,history_gradient_norm,gate_gradient_norm
h432_IN_o252,432,IN,252,432,180,0,ATU1,0.03653041444798231,3.678794139961864
h432_IN_o252,432,IN,252,432,180,0,ATU5,0.05409300705958073,3.8792381629328916
h432_IN_o252,432,IN,252,432,180,0,MJ3,0.040717497117516245,4.362053098085517
h432_IN_o252,432,IN,252,432,180,0,MJ1,0.03302888116924067,4.105174917733583
h432_IN_o252,432,IN,252,432,180,29,ATU1,7.851126960926611e-09,4.0020305447636835
h432_IN_o252,432,IN,252,432,180,29,ATU5,3.2202188649258423e-08,4.9127120088997325
h432_IN_o252,432,IN,252,432,180,29,MJ3,3.907915157293982e-08,5.480920788455587
h432_IN_o252,432,IN,252,432,180,29,MJ1,1.8867796818206608e-08,4.7765167879566475
h432_IN_o252,432,IN,252,432,180,179,ATU1,5.324792986923119e-37,8.77500099190814
h432_IN_o252,432,IN,252,432,180,179,ATU5,9.766713647626968e-37,16.154281648389485
h432_IN_o252,432,IN,252,432,180,179,MJ3,1.9860295839930797e-37,15.790133716823274
h432_IN_o252,432,IN,252,432,180,179,MJ1,3.0721324849265845e-37,13.560731841001054
