phase,model,rule,seed,point,n,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
development,TRANSFORMER_BRES_COND,LAST90,2,MJ3,376,36.94805663341983,47.17023681005877,29.617114825352143,1.0,218.2833390540063,218.2833390540063,1.0,280.1636325835102,280.1636325835102,1.0,333.8355587659794,333.8355587659794
development,TRANSFORMER_BRES_COND,LAST90,2,MJ1,376,34.94562575170169,43.615380759383775,25.954534052500872,0.6888297872340425,64.58335380805211,183.9782904592905,0.7021276595744681,82.89183721352765,265.63793600825284,0.7207446808510638,98.77171615080395,372.1450524680401
development,TRANSFORMER_BRES_COND,DIST90,0,ATU1,376,43.88785682420391,53.17372867881854,40.42013875157073,0.21010638297872342,18.034696701390427,376.46185364695083,0.2154255319148936,23.147282620380338,699.7444654622501,0.21808510638297873,27.581688444824678,1311.2494888181004
development,TRANSFORMER_BRES_COND,DIST90,0,ATU5,376,46.800564234477676,57.2218547233863,45.23155045610362,0.10106382978723404,7.716787550011077,439.2601335256224,0.13297872340425532,9.904389594074473,853.675636322754,0.1595744680851064,11.801808121502745,1667.02316243969
development,TRANSFORMER_BRES_COND,DIST90,0,MJ3,376,30.89183782759233,43.01873038520986,27.971518394712138,1.0,218.2833390540063,218.2833390540063,1.0,280.1636325835102,280.1636325835102,1.0,333.8355587659794,333.8355587659794
development,TRANSFORMER_BRES_COND,DIST90,0,MJ1,376,34.38427007628433,43.54863276205232,25.530577631493127,0.6888297872340425,64.58335380805211,183.94672902142716,0.7127659574468085,82.89183721352765,266.70318037838854,0.7367021276595744,98.77171615080398,379.2577065566869
development,TRANSFORMER_BRES_COND,DIST90,1,ATU1,376,38.66165630186005,44.698919828897814,35.03902214012074,0.18085106382978725,18.03469670139043,320.2042920631436,0.20212765957446807,23.147282620380338,586.3852665863214,0.21010638297872342,27.581688444824668,1083.677489687447
development,TRANSFORMER_BRES_COND,DIST90,1,ATU5,376,45.86480556860247,54.32600568830222,44.34401477201117,0.1675531914893617,7.716787550011077,430.85680470859245,0.19946808510638298,9.904389594074473,838.271893333069,0.2127659574468085,11.801808121502745,1638.4285468275752
development,TRANSFORMER_BRES_COND,DIST90,1,MJ3,376,28.38099093025439,40.2334811061741,27.018285406077275,1.0,218.2833390540063,218.2833390540063,1.0,280.1636325835102,280.1636325835102,1.0,333.8355587659794,333.8355587659794
development,TRANSFORMER_BRES_COND,DIST90,1,MJ1,376,39.32124378873354,46.871447342216776,28.996964726305627,0.5904255319148937,64.58335380805211,194.8844723061163,0.6914893617021277,82.89183721352767,281.06512595156437,0.726063829787234,98.77171615080398,401.827416952607
development,TRANSFORMER_BRES_COND,DIST90,2,ATU1,376,48.35632273741276,52.26470903816729,44.62547327470835,0.0797872340425532,18.034696701390423,415.5375896890987,0.0851063829787234,23.147282620380327,771.2557092017548,0.0851063829787234,27.581688444824685,1442.65834992625
development,TRANSFORMER_BRES_COND,DIST90,2,ATU5,376,52.6060963794542,56.33668533332376,50.92426562693118,0.013297872340425532,7.716787550011077,495.4654641589773,0.026595744680851064,9.904389594074473,963.9650951126125,0.02925531914893617,11.801808121502745,1883.0724734128153
development,TRANSFORMER_BRES_COND,DIST90,2,MJ3,376,36.94805663341983,47.17023681005877,29.617114825352143,1.0,218.2833390540063,218.2833390540063,1.0,280.1636325835102,280.1636325835102,1.0,333.8355587659794,333.8355587659794
development,TRANSFORMER_BRES_COND,DIST90,2,MJ1,376,34.94562575170169,43.615380759383775,25.954534052500872,0.6888297872340425,64.58335380805211,183.9782904592905,0.7021276595744681,82.89183721352765,265.63793600825284,0.7207446808510638,98.77171615080395,372.1450524680401
development,TRANSFORMER_BRES_COND,DIST90_UNIT,0,ATU1,376,43.88785682420391,53.17372867881854,39.952705173549774,0.2127659574468085,20.88186711729675,368.0856733556841,0.21808510638297873,26.801586287172153,674.7352214299236,0.21808510638297873,31.9360598357667,1247.5089033506938
development,TRANSFORMER_BRES_COND,DIST90_UNIT,0,ATU5,376,46.800564234477676,57.2218547233863,44.94937842566276,0.125,9.235313767753723,434.0286439606014,0.1595744680851064,11.853396894310208,839.030508835129,0.17553191489361702,14.1241935614446,1630.6904518455704
development,TRANSFORMER_BRES_COND,DIST90_UNIT,0,MJ3,376,30.89183782759233,43.01873038520986,29.1244833232466,1.0,237.11092284930965,237.11092284930965,1.0,304.32857477159723,304.32857477159723,1.0,362.62986337831336,362.62986337831336
development,TRANSFORMER_BRES_COND,DIST90_UNIT,0,MJ1,376,34.38427007628433,43.54863276205232,24.906666447475676,0.7074468085106383,79.88169854993541,176.12954707376136,0.7446808510638298,102.52705011605913,232.95129625103317,0.7659574468085106,122.16851540829386,287.12185876863236
development,TRANSFORMER_BRES_COND,DIST90_UNIT,1,ATU1,376,38.66165630186005,44.698919828897814,34.539071183874555,0.19946808510638298,20.881867117296757,311.5534574293666,0.2074468085106383,26.801586287172164,561.015244888746,0.2154255319148936,31.936059835766706,1019.4516856450816
development,TRANSFORMER_BRES_COND,DIST90_UNIT,1,ATU5,376,45.86480556860247,54.32600568830222,44.08115524495989,0.18351063829787234,9.235313767753723,426.12564487018693,0.2127659574468085,11.853396894310208,824.7606418656716,0.2154255319148936,14.1241935614446,1604.2279900250294
development,TRANSFORMER_BRES_COND,DIST90_UNIT,1,MJ3,376,28.38099093025439,40.2334811061741,28.23061970014285,1.0,237.11092284930965,237.11092284930965,1.0,304.32857477159723,304.32857477159723,1.0,362.62986337831336,362.62986337831336
development,TRANSFORMER_BRES_COND,DIST90_UNIT,1,MJ1,376,39.32124378873354,46.871447342216776,27.946632242354088,0.6914893617021277,79.8816985499354,183.61164192130343,0.7340425531914894,102.52705011605913,243.90701728164734,0.7579787234042553,122.16851540829386,305.12856696257626
development,TRANSFORMER_BRES_COND,DIST90_UNIT,2,ATU1,376,48.35632273741276,52.26470903816729,44.06111095494014,0.08244680851063829,20.881867117296743,405.3224563725445,0.0851063829787234,26.80158628717215,741.4770218744936,0.08776595744680851,31.93605983576669,1367.5248407260385
development,TRANSFORMER_BRES_COND,DIST90_UNIT,2,ATU5,376,52.6060963794542,56.33668533332376,50.598781835429634,0.023936170212765957,9.235313767753723,489.53068374377125,0.02925531914893617,11.853396894310208,946.9879342720228,0.031914893617021274,14.1241935614446,1840.3746468737122
development,TRANSFORMER_BRES_COND,DIST90_UNIT,2,MJ3,376,36.94805663341983,47.17023681005877,30.653043240475267,1.0,237.11092284930965,237.11092284930965,1.0,304.32857477159723,304.32857477159723,1.0,362.62986337831336,362.62986337831336
development,TRANSFORMER_BRES_COND,DIST90_UNIT,2,MJ1,376,34.94562575170169,43.615380759383775,25.24190107433314,0.699468085106383,79.88169854993541,175.74451416108565,0.723404255319149,102.52705011605913,228.81766284590137,0.7553191489361702,122.16851540829386,271.4668951323725
development,TRANSFORMER_BRES_REG1,LAST90,0,ATU1,376,38.34854471743642,45.197001796623624,35.4367952509055,0.1702127659574468,14.447262378385178,330.3930006350186,0.2047872340425532,18.542860514947737,617.0943971970563,0.2074468085106383,22.095181105570642,1162.7553706987069
development,TRANSFORMER_BRES_REG1,LAST90,0,ATU5,376,44.99418491591213,53.08230258315293,43.477330175718265,0.18085106382978725,8.282633136192544,422.08012531994393,0.2047872340425532,10.630644541396578,819.3913458690265,0.2074468085106383,12.667194267128025,1597.843413926827
development,TRANSFORMER_BRES_REG1,LAST90,0,MJ3,376,25.389183409018607,39.55722092696944,26.523212757411514,1.0,214.96418277879684,214.96418277879684,1.0,275.9035416246443,275.9035416246443,1.0,328.7593472943745,328.7593472943745
development,TRANSFORMER_BRES_REG1,LAST90,0,MJ1,376,33.54780491225724,41.612276397349355,24.524657320573326,0.6968085106382979,64.9905163824228,168.37268252585062,0.7313829787234043,83.41442472012396,237.54047529806485,0.7579787234042553,99.39441757232662,325.98964352409325
development,TRANSFORMER_BRES_REG1,LAST90,1,ATU1,376,36.7065210923989,41.61049484744107,33.742970968947475,0.14361702127659576,14.447262378385178,312.4970107850485,0.18351063829787234,18.542860514947737,580.742340680385,0.18882978723404256,22.095181105570642,1088.575982760916
development,TRANSFORMER_BRES_REG1,LAST90,1,ATU5,376,44.015331394220915,50.80606401305545,42.496298289402645,0.16489361702127658,8.282633136192544,412.2312586728707,0.18085106382978725,10.630644541396578,799.0907241580519,0.19946808510638298,12.667194267128025,1556.73049401371
development,TRANSFORMER_BRES_REG1,LAST90,1,MJ3,376,23.801108391387412,37.49118771936893,25.8623270212308,1.0,214.96418277879684,214.96418277879684,1.0,275.9035416246443,275.9035416246443,1.0,328.7593472943745,328.7593472943745
development,TRANSFORMER_BRES_REG1,LAST90,1,MJ1,376,36.932018120110776,44.13286861256461,26.90871353845297,0.6329787234042553,64.9905163824228,176.18500211802308,0.7154255319148937,83.41442472012396,249.39040403537342,0.7473404255319149,99.39441757232662,346.91227998715925
development,TRANSFORMER_BRES_REG1,LAST90,2,ATU1,376,41.58819546618458,46.02095425138598,38.578090141097384,0.06914893617021277,14.447262378385176,360.84251851410784,0.0851063829787234,18.542860514947737,673.7043270367988,0.09308510638297872,22.095181105570642,1267.7184941445412
development,TRANSFORMER_BRES_REG1,LAST90,2,ATU5,376,45.49971943681043,50.63183066707219,43.73824356289095,0.047872340425531915,8.282633136192544,422.79064047877034,0.06648936170212766,10.630644541396578,817.4985316658641,0.08244680851063829,12.667194267128025,1588.6838986730966
development,TRANSFORMER_BRES_REG1,LAST90,2,MJ3,376,28.62299782153986,41.498426072433126,27.22198999474972,1.0,214.96418277879684,214.96418277879684,1.0,275.9035416246443,275.9035416246443,1.0,328.7593472943745,328.7593472943745
development,TRANSFORMER_BRES_REG1,LAST90,2,MJ1,376,34.37139747394568,42.173401251954274,25.10070080094845,0.6914893617021277,64.9905163824228,170.74571005530936,0.723404255319149,83.41442472012396,240.4533125154302,0.7446808510638298,99.39441757232662,328.3735382148924
development,TRANSFORMER_BRES_REG1,DIST90,0,ATU1,376,38.34854471743642,45.197001796623624,35.4367952509055,0.1702127659574468,14.447262378385178,330.3930006350186,0.2047872340425532,18.542860514947737,617.0943971970563,0.2074468085106383,22.095181105570642,1162.7553706987069
development,TRANSFORMER_BRES_REG1,DIST90,0,ATU5,376,44.99418491591213,53.08230258315293,43.477330175718265,0.18085106382978725,8.282633136192544,422.08012531994393,0.2047872340425532,10.630644541396578,819.3913458690265,0.2074468085106383,12.667194267128025,1597.843413926827
development,TRANSFORMER_BRES_REG1,DIST90,0,MJ3,376,25.389183409018607,39.55722092696944,26.523212757411514,1.0,214.96418277879684,214.96418277879684,1.0,275.9035416246443,275.9035416246443,1.0,328.7593472943745,328.7593472943745
development,TRANSFORMER_BRES_REG1,DIST90,0,MJ1,376,33.54780491225724,41.612276397349355,24.524657320573326,0.6968085106382979,64.9905163824228,168.37268252585062,0.7313829787234043,83.41442472012396,237.54047529806485,0.7579787234042553,99.39441757232662,325.98964352409325
development,TRANSFORMER_BRES_REG1,DIST90,1,ATU1,376,36.7065210923989,41.61049484744107,33.742970968947475,0.14361702127659576,14.447262378385178,312.4970107850485,0.18351063829787234,18.542860514947737,580.742340680385,0.18882978723404256,22.095181105570642,1088.575982760916
development,TRANSFORMER_BRES_REG1,DIST90,1,ATU5,376,44.015331394220915,50.80606401305545,42.496298289402645,0.16489361702127658,8.282633136192544,412.2312586728707,0.18085106382978725,10.630644541396578,799.0907241580519,0.19946808510638298,12.667194267128025,1556.73049401371
development,TRANSFORMER_BRES_REG1,DIST90,1,MJ3,376,23.801108391387412,37.49118771936893,25.8623270212308,1.0,214.96418277879684,214.96418277879684,1.0,275.9035416246443,275.9035416246443,1.0,328.7593472943745,328.7593472943745
development,TRANSFORMER_BRES_REG1,DIST90,1,MJ1,376,36.932018120110776,44.13286861256461,26.90871353845297,0.6329787234042553,64.9905163824228,176.18500211802308,0.7154255319148937,83.41442472012396,249.39040403537342,0.7473404255319149,99.39441757232662,346.91227998715925
development,TRANSFORMER_BRES_REG1,DIST90,2,ATU1,376,41.58819546618458,46.02095425138598,38.578090141097384,0.06914893617021277,14.447262378385176,360.84251851410784,0.0851063829787234,18.542860514947737,673.7043270367988,0.09308510638297872,22.095181105570642,1267.7184941445412
development,TRANSFORMER_BRES_REG1,DIST90,2,ATU5,376,45.49971943681043,50.63183066707219,43.73824356289095,0.047872340425531915,8.282633136192544,422.79064047877034,0.06648936170212766,10.630644541396578,817.4985316658641,0.08244680851063829,12.667194267128025,1588.6838986730966
development,TRANSFORMER_BRES_REG1,DIST90,2,MJ3,376,28.62299782153986,41.498426072433126,27.22198999474972,1.0,214.96418277879684,214.96418277879684,1.0,275.9035416246443,275.9035416246443,1.0,328.7593472943745,328.7593472943745
development,TRANSFORMER_BRES_REG1,DIST90,2,MJ1,376,34.37139747394568,42.173401251954274,25.10070080094845,0.6914893617021277,64.9905163824228,170.74571005530936,0.723404255319149,83.41442472012396,240.4533125154302,0.7446808510638298,99.39441757232662,328.3735382148924
development,TRANSFORMER_BRES_REG1,DIST90_UNIT,0,ATU1,376,38.34854471743642,45.197001796623624,35.035843614839294,0.18617021276595744,16.728078003712803,323.3261090369922,0.2074468085106383,21.47025567764918,596.7532168976379,0.21010638297872342,25.583387589964865,1110.9886670535423
development,TRANSFORMER_BRES_REG1,DIST90_UNIT,0,ATU5,376,44.99418491591213,53.08230258315293,43.20825733310069,0.20212765957446807,9.912507677605163,417.1537790340082,0.2074468085106383,12.722565867854655,804.8718263089673,0.21010638297872342,15.15987227273763,1560.9239019193203
development,TRANSFORMER_BRES_REG1,DIST90_UNIT,0,MJ3,376,25.389183409018607,39.55722092696944,27.7309295305545,1.0,233.50547952547734,233.50547952547734,1.0,299.70103836384214,299.70103836384214,1.0,357.1158136490635,357.1158136490635
development,TRANSFORMER_BRES_REG1,DIST90_UNIT,0,MJ1,376,33.54780491225724,41.612276397349355,23.878790072265563,0.7287234042553191,80.38530878552888,161.52960331617803,0.7632978723404256,103.17342685567472,207.43321444902563,0.8111702127659575,122.9387207988118,245.07368200725506
development,TRANSFORMER_BRES_REG1,DIST90_UNIT,1,ATU1,376,36.7065210923989,41.61049484744107,33.32665874533429,0.18085106382978725,16.7280780037128,305.2570845797696,0.18617021276595744,21.470255677649178,559.7954409681603,0.19680851063829788,25.583387589964865,1035.7204191332278
development,TRANSFORMER_BRES_REG1,DIST90_UNIT,1,ATU5,376,44.015331394220915,50.80606401305545,42.222547915795474,0.17819148936170212,9.912507677605163,407.093222348751,0.19946808510638298,12.722565867854655,784.3109484055424,0.2074468085106383,15.15987227273763,1519.4637657926958
development,TRANSFORMER_BRES_REG1,DIST90_UNIT,1,MJ3,376,23.801108391387412,37.49118771936893,27.11063084611217,1.0,233.50547952547734,233.50547952547734,1.0,299.70103836384214,299.70103836384214,1.0,357.1158136490635,357.1158136490635
development,TRANSFORMER_BRES_REG1,DIST90_UNIT,1,MJ1,376,36.932018120110776,44.13286861256461,25.984827628989066,0.7101063829787234,80.38530878552888,167.74361544761052,0.7526595744680851,103.17342685567472,217.51360720145146,0.7845744680851063,122.93872079881177,259.79690423851764
development,TRANSFORMER_BRES_REG1,DIST90_UNIT,2,ATU1,376,41.58819546618458,46.02095425138598,38.12720360399117,0.08244680851063829,16.72807800371281,352.6222396761769,0.09308510638297872,21.470255677649185,649.9494539769546,0.09840425531914894,25.583387589964865,1208.1788853759585
development,TRANSFORMER_BRES_REG1,DIST90_UNIT,2,ATU5,376,45.49971943681043,50.63183066707219,43.406891830169315,0.061170212765957445,9.912507677605163,416.70853378249893,0.08244680851063829,12.722565867854655,800.2228541811937,0.09574468085106383,15.15987227273763,1545.7769294869292
development,TRANSFORMER_BRES_REG1,DIST90_UNIT,2,MJ3,376,28.62299782153986,41.498426072433126,28.380506896751093,1.0,233.50547952547734,233.50547952547734,1.0,299.70103836384214,299.70103836384214,1.0,357.1158136490635,357.1158136490635
development,TRANSFORMER_BRES_REG1,DIST90_UNIT,2,MJ1,376,34.37139747394568,42.173401251954274,24.382053421833987,0.7154255319148937,80.38530878552888,163.13256594736913,0.7553191489361702,103.17342685567472,208.18641057487912,0.8058510638297872,122.93872079881181,245.30808920798515
development,TRANSFORMER_BRES_HALF,LAST90,0,ATU1,376,39.93271202868669,46.5567408370184,37.405198035580504,0.1276595744680851,12.219846053263382,352.78123613812033,0.18617021276595744,15.684002612066099,667.9961729582534,0.19148936170212766,18.68864180337709,1274.514386249812
development,TRANSFORMER_BRES_HALF,LAST90,0,ATU5,376,44.346686701086604,52.29617711413599,42.47800632822306,0.2047872340425532,10.583548372878795,409.2241595978649,0.21010638297872342,13.583837275988344,787.077561910479,0.2127659574468085,16.1861404544145,1522.0977789664712
development,TRANSFORMER_BRES_HALF,LAST90,0,MJ3,376,25.618444004611202,39.44875721113663,26.52781302380777,1.0,215.5142320428395,215.5142320428395,1.0,276.6095222119943,276.6095222119943,1.0,329.6005750500352,329.6005750500352
development,TRANSFORMER_BRES_HALF,LAST90,0,MJ1,376,33.69318653036828,41.78328457118123,24.61482838276946,0.6941489361702128,64.76496680183735,169.4719999328589,0.7313829787234043,83.12493496750085,239.95380471637412,0.7579787234042553,99.04946925611303,331.2752664612815
development,TRANSFORMER_BRES_HALF,LAST90,1,ATU1,376,37.31961176751475,42.43209003644739,34.774494037775234,0.05851063829787234,12.219846053263382,326.39453134423866,0.16489361702127658,15.684002612066102,612.7048424023881,0.18351063829787234,18.688641803377095,1163.3801168556972
development,TRANSFORMER_BRES_HALF,LAST90,1,ATU5,376,44.24550478338831,51.13715401486521,42.32453348880476,0.19414893617021275,10.583548372878795,407.3438873214791,0.19946808510638298,13.583837275988344,783.0547043538326,0.2047872340425532,16.1861404544145,1513.6212222232477
development,TRANSFORMER_BRES_HALF,LAST90,1,MJ3,376,24.363020555942242,38.09107064158395,26.09157472769223,1.0,215.5142320428395,215.5142320428395,1.0,276.6095222119943,276.6095222119943,1.0,329.6005750500352,329.6005750500352
development,TRANSFORMER_BRES_HALF,LAST90,1,MJ1,376,36.161673386592895,43.48331257700973,26.336850017357527,0.6595744680851063,64.76496680183736,173.65906170523454,0.726063829787234,83.12493496750085,245.71561580376658,0.75,99.04946925611303,341.067006187702
development,TRANSFORMER_BRES_HALF,LAST90,2,ATU1,376,42.16218245475685,46.185597462814826,39.60199040690782,0.05585106382978723,12.219846053263383,374.8691295313219,0.07446808510638298,15.684002612066097,708.5896983669184,0.0851063829787234,18.68864180337709,1349.2314069762358
development,TRANSFORMER_BRES_HALF,LAST90,2,ATU5,376,48.08054361426144,52.253531543100955,45.81138481463497,0.03723404255319149,10.583548372878795,439.51273927988996,0.0425531914893617,13.583837275988344,842.6562587097994,0.047872340425531915,16.1861404544145,1624.6296458098743
development,TRANSFORMER_BRES_HALF,LAST90,2,MJ3,376,28.647095279438147,41.16347817644686,27.142518468560112,1.0,215.5142320428395,215.5142320428395,1.0,276.6095222119943,276.6095222119943,1.0,329.6005750500352,329.6005750500352
development,TRANSFORMER_BRES_HALF,LAST90,2,MJ1,376,33.96806517349655,41.78339878391637,24.807455007409008,0.6914893617021277,64.76496680183735,169.45374660733253,0.7207446808510638,83.12493496750085,238.3187850349645,0.7446808510638298,99.04946925611303,324.4219554550462
development,TRANSFORMER_BRES_HALF,DIST90,0,ATU1,376,39.93271202868669,46.5567408370184,37.405198035580504,0.1276595744680851,12.219846053263382,352.78123613812033,0.18617021276595744,15.684002612066099,667.9961729582534,0.19148936170212766,18.68864180337709,1274.514386249812
development,TRANSFORMER_BRES_HALF,DIST90,0,ATU5,376,44.346686701086604,52.29617711413599,42.47800632822306,0.2047872340425532,10.583548372878795,409.2241595978649,0.21010638297872342,13.583837275988344,787.077561910479,0.2127659574468085,16.1861404544145,1522.0977789664712
development,TRANSFORMER_BRES_HALF,DIST90,0,MJ3,376,25.618444004611202,39.44875721113663,26.52781302380777,1.0,215.5142320428395,215.5142320428395,1.0,276.6095222119943,276.6095222119943,1.0,329.6005750500352,329.6005750500352
development,TRANSFORMER_BRES_HALF,DIST90,0,MJ1,376,33.69318653036828,41.78328457118123,24.61482838276946,0.6941489361702128,64.76496680183735,169.4719999328589,0.7313829787234043,83.12493496750085,239.95380471637412,0.7579787234042553,99.04946925611303,331.2752664612815
development,TRANSFORMER_BRES_HALF,DIST90,1,ATU1,376,37.31961176751475,42.43209003644739,34.774494037775234,0.05851063829787234,12.219846053263382,326.39453134423866,0.16489361702127658,15.684002612066102,612.7048424023881,0.18351063829787234,18.688641803377095,1163.3801168556972
development,TRANSFORMER_BRES_HALF,DIST90,1,ATU5,376,44.24550478338831,51.13715401486521,42.32453348880476,0.19414893617021275,10.583548372878795,407.3438873214791,0.19946808510638298,13.583837275988344,783.0547043538326,0.2047872340425532,16.1861404544145,1513.6212222232477
development,TRANSFORMER_BRES_HALF,DIST90,1,MJ3,376,24.363020555942242,38.09107064158395,26.09157472769223,1.0,215.5142320428395,215.5142320428395,1.0,276.6095222119943,276.6095222119943,1.0,329.6005750500352,329.6005750500352
development,TRANSFORMER_BRES_HALF,DIST90,1,MJ1,376,36.161673386592895,43.48331257700973,26.336850017357527,0.6595744680851063,64.76496680183736,173.65906170523454,0.726063829787234,83.12493496750085,245.71561580376658,0.75,99.04946925611303,341.067006187702
development,TRANSFORMER_BRES_HALF,DIST90,2,ATU1,376,42.16218245475685,46.185597462814826,39.60199040690782,0.05585106382978723,12.219846053263383,374.8691295313219,0.07446808510638298,15.684002612066097,708.5896983669184,0.0851063829787234,18.68864180337709,1349.2314069762358
development,TRANSFORMER_BRES_HALF,DIST90,2,ATU5,376,48.08054361426144,52.253531543100955,45.81138481463497,0.03723404255319149,10.583548372878795,439.51273927988996,0.0425531914893617,13.583837275988344,842.6562587097994,0.047872340425531915,16.1861404544145,1624.6296458098743
development,TRANSFORMER_BRES_HALF,DIST90,2,MJ3,376,28.647095279438147,41.16347817644686,27.142518468560112,1.0,215.5142320428395,215.5142320428395,1.0,276.6095222119943,276.6095222119943,1.0,329.6005750500352,329.6005750500352
development,TRANSFORMER_BRES_HALF,DIST90,2,MJ1,376,33.96806517349655,41.78339878391637,24.807455007409008,0.6914893617021277,64.76496680183735,169.45374660733253,0.7207446808510638,83.12493496750085,238.3187850349645,0.7446808510638298,99.04946925611303,324.4219554550462
development,TRANSFORMER_BRES_HALF,DIST90_UNIT,0,ATU1,376,39.93271202868669,46.5567408370184,37.05104355069474,0.17553191489361702,14.149015406419114,346.59343113059214,0.18882978723404256,18.160064670632888,650.3575874161495,0.2047872340425532,21.639051723602886,1230.006257687902
development,TRANSFORMER_BRES_HALF,DIST90_UNIT,0,ATU5,376,44.346686701086604,52.29617711413599,42.145300121433905,0.2074468085106383,12.666202012985877,403.0406086089533,0.2127659574468085,16.256894284161262,768.6557153060136,0.2127659574468085,19.371284335181144,1475.1338489798482
development,TRANSFORMER_BRES_HALF,DIST90_UNIT,0,MJ3,376,25.618444004611202,39.44875721113663,27.741760959635688,1.0,234.1029721658915,234.1029721658915,1.0,300.467911865529,300.467911865529,1.0,358.02959978746276,358.02959978746276
development,TRANSFORMER_BRES_HALF,DIST90_UNIT,0,MJ1,376,33.69318653036828,41.78328457118123,23.96653734932703,0.7287234042553191,80.10633157945287,162.5899253210943,0.7632978723404256,102.81536348812234,209.92766829830745,0.8085106382978723,122.51206198061256,250.22486653896874
development,TRANSFORMER_BRES_HALF,DIST90_UNIT,1,ATU1,376,37.31961176751475,42.43209003644739,34.408087920561876,0.09308510638297872,14.14901540641912,319.34770001967206,0.18351063829787234,18.16006467063289,594.8215782540401,0.18882978723404256,21.639051723602883,1118.3372786723462
development,TRANSFORMER_BRES_HALF,DIST90_UNIT,1,ATU5,376,44.24550478338831,51.13715401486521,41.98431506312376,0.19946808510638298,12.666202012985877,401.07461712323436,0.2047872340425532,16.256894284161262,764.4117916820288,0.21010638297872342,19.371284335181144,1466.2790584554045
development,TRANSFORMER_BRES_HALF,DIST90_UNIT,1,MJ3,376,24.363020555942242,38.09107064158395,27.33237915102697,1.0,234.1029721658915,234.1029721658915,1.0,300.467911865529,300.467911865529,1.0,358.02959978746276,358.02959978746276
development,TRANSFORMER_BRES_HALF,DIST90_UNIT,1,MJ1,376,36.161673386592895,43.48331257700973,25.469718160237466,0.7127659574468085,80.10633157945286,165.64336915571684,0.7579787234042553,102.81536348812234,214.55932742010114,0.7952127659574468,122.51206198061256,256.00884488636143
development,TRANSFORMER_BRES_HALF,DIST90_UNIT,2,ATU1,376,42.16218245475685,46.185597462814826,39.21311018949107,0.06648936170212766,14.149015406419114,367.72346611780296,0.0851063829787234,18.160064670632888,688.2673657055738,0.08776595744680851,21.639051723602886,1298.2360655238747
development,TRANSFORMER_BRES_HALF,DIST90_UNIT,2,ATU5,376,48.08054361426144,52.253531543100955,45.378932574693,0.0425531914893617,12.666202012985877,431.5953474995841,0.05053191489361702,16.256894284161262,819.8050566862001,0.07180851063829788,19.371284335181144,1567.9894073037942
development,TRANSFORMER_BRES_HALF,DIST90_UNIT,2,MJ3,376,28.647095279438147,41.16347817644686,28.312842660937164,1.0,234.1029721658915,234.1029721658915,1.0,300.467911865529,300.467911865529,1.0,358.02959978746276,358.02959978746276
