phase,model,rule,n_per_point,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
development,BPLUS_CONTINUOUS,LAST90,376,33.265136851962,41.36837187193975,31.03512301586242,0.4833776595744681,75.00899150308656,270.0738991141872,0.4980053191489362,96.27299832870449,460.6002267144394,0.5066489361702128,114.71635306398764,801.4349337516105
development,BPLUS_CONTINUOUS,DIST90,376,33.265136851962,41.36837187193975,31.03512301586242,0.4833776595744681,75.00899150308656,270.0738991141872,0.4980053191489362,96.27299832870449,460.6002267144394,0.5066489361702128,114.71635306398764,801.4349337516105
development,BPLUS_CONTINUOUS,DIST90_UNIT,376,33.265136851962,41.36837187193975,30.9939337616837,0.4946808510638298,84.46861946523295,269.9984023904233,0.5086436170212766,108.41429937462537,450.3318387856135,0.5232712765957447,129.1836055815063,767.0512846641809
development,DRIFT1,LAST90,376,5.424645600830814,6.541317970779125,6.450508399139748,0.9667553191489362,59.10958185958128,59.41751999070663,0.9973404255319149,75.86632697686284,75.87936592207372,1.0,90.40030436603556,90.40030436603556
development,DRIFT1,DIST90,376,5.424645600830814,6.541317970779125,6.450508399139748,0.9667553191489362,59.10958185958128,59.41751999070663,0.9973404255319149,75.86632697686284,75.87936592207372,1.0,90.40030436603556,90.40030436603556
development,DRIFT1,DIST90_UNIT,376,5.424645600830814,6.541317970779125,7.276248930593523,0.9860372340425532,69.7007827402957,69.85049665869971,1.0,89.45998614032524,89.45998614032524,1.0,106.59814832123219,106.59814832123219
development,RR_COND,LAST90,376,38.181959671411015,45.899829150075504,32.6934111267976,0.47273936170212766,91.56049340776036,274.0985288532231,0.5026595744680851,117.51662103679877,430.6531937820695,0.5279255319148937,140.02969081440517,682.3073078644654
development,RR_COND,DIST90,376,38.181959671411015,45.899829150075504,32.6934111267976,0.47273936170212766,91.56049340776036,274.0985288532231,0.5026595744680851,117.51662103679877,430.6531937820695,0.5279255319148937,140.02969081440517,682.3073078644654
development,RR_COND,DIST90_UNIT,376,38.181959671411015,45.899829150075504,32.51110556225395,0.49667553191489355,103.17956934412807,268.422849938981,0.5292553191489362,132.42954355165477,404.5033729626203,0.5990691489361701,157.79953401165437,613.4761791349429
development,TRANSFORMER_BRES_COND,LAST90,376,39.83726474507223,48.18661688434247,35.16214023254969,0.46808510638297873,77.15454427836498,304.66897681904544,0.48470744680851063,99.02678550287317,523.5967539223643,0.5212765957446809,117.9976928707777,917.0209967307962
development,TRANSFORMER_BRES_COND,DIST90,376,39.83726474507223,48.18661688434247,35.16214023254969,0.46808510638297873,77.15454427836498,304.66897681904544,0.48470744680851063,99.02678550287317,523.5967539223643,0.5212765957446809,117.9976928707777,917.0209967307962
development,TRANSFORMER_BRES_COND,DIST90_UNIT,376,39.83726474507223,48.18661688434247,35.043841828729356,0.48005319148936165,86.77745057107387,303.47051365556746,0.5166223404255319,111.37765201728467,509.88752484720095,0.5445478723404256,132.7146580459546,875.0894949617101
development,TRANSFORMER_BRES_REG1,LAST90,376,36.1469361196758,44.41355340219474,32.75530727015367,0.4787234042553191,75.67114866894934,284.4124010390101,0.519281914893617,97.12286785027814,487.00799817926014,0.5305851063829787,115.72903505984995,851.7001763865752
development,TRANSFORMER_BRES_REG1,DIST90,376,36.1469361196758,44.41355340219474,32.75530727015367,0.4787234042553191,75.67114866894934,284.4124010390101,0.519281914893617,97.12286785027814,487.00799817926014,0.5305851063829787,115.72903505984995,851.7001763865752
development,TRANSFORMER_BRES_REG1,DIST90_UNIT,376,36.1469361196758,44.41355340219474,32.685480380050976,0.49933510638297873,85.13284349808104,283.8400437745001,0.5325797872340425,109.26682169125517,476.09526844871885,0.5472074468085106,130.19944857764446,815.0807160165009
development,TRANSFORMER_BRES_HALF,LAST90,376,36.528596278576174,44.62031101359689,33.09463587797602,0.4647606382978724,75.77064831770475,288.1636078244899,0.4980053191489362,97.2505742668874,494.13132689484837,0.5106382978723404,115.88120664098496,864.6628827956508
development,TRANSFORMER_BRES_HALF,DIST90,376,36.528596278576174,44.62031101359689,33.09463587797602,0.4647606382978724,75.77064831770475,288.1636078244899,0.4980053191489362,97.2505742668874,494.13132689484837,0.5106382978723404,115.88120664098496,864.6628827956508
development,TRANSFORMER_BRES_HALF,DIST90_UNIT,376,36.528596278576174,44.62031101359689,33.02300146080701,0.4900265957446809,85.25613029118733,287.4530441558139,0.5119680851063829,109.42505857711137,482.5619554232333,0.5445478723404256,130.38799945671482,826.9080663207461
