origin,arm,seed,step,gradient_norm,mse,penalty,objective,free_output_lower_bound,excess_objective,mae_mm,rmse_mm
612,G10_ANCHOR_UNIFORM,0,0,0.064533685635468935,0.03129671672814395,0,0.03129671672814395,0.015648358364071975,0.015648358364071975,12.711739959494444,20.237279785886443
612,G10_ANCHOR_UNIFORM,0,50,0.049205986097978084,0.01889578440759861,0.0026673445529598427,0.021563128960558453,0.015648358364071975,0.0059147705964864425,9.9910476372225947,16.390189721959423
612,G10_ANCHOR_UNIFORM,0,100,0.018634819353441065,0.01247003668430852,0.0057481321396497583,0.01821816882395828,0.015648358364071975,0.0025698104598862286,8.1296947482087294,13.361678553641223
612,G10_ANCHOR_UNIFORM,0,200,0.017737398741869297,0.0096501990906926113,0.0072398296040469372,0.016890028694739549,0.015648358364071975,0.0012416703306675394,7.2815058948455738,11.609040597294346
612,G10_ANCHOR_UNIFORM,1,0,0.073730837796588816,0.03129671672814395,0,0.03129671672814395,0.015648358364071975,0.015648358364071975,12.711739959494444,20.237279785886443
612,G10_ANCHOR_UNIFORM,1,50,0.039016654556434986,0.019853423701496689,0.003529847017912857,0.023383270719409543,0.015648358364071975,0.0077349123553375025,10.915954504673948,16.486781407404212
612,G10_ANCHOR_UNIFORM,1,100,0.023806153636762212,0.013272527250028825,0.0060050977797970456,0.019277625029825871,0.015648358364071975,0.003629266665753869,8.5123914635080649,13.683163499338331
612,G10_ANCHOR_UNIFORM,1,200,0.025560227222953369,0.010641413134036702,0.0066242360377382313,0.017265649171774936,0.015648358364071975,0.0016172908077029065,7.5082714477016239,12.150027602578273
612,G10_ANCHOR_UNIFORM,2,0,0.076469631398903865,0.03129671672814395,0,0.03129671672814395,0.015648358364071975,0.015648358364071975,12.711739959494444,20.237279785886443
612,G10_ANCHOR_UNIFORM,2,50,0.021523965969928935,0.019124761830861547,0.0036982611616642059,0.022823022992525754,0.015648358364071975,0.007174664628453736,10.737295763590348,16.464902001966017
612,G10_ANCHOR_UNIFORM,2,100,0.026139233704635244,0.015554878157908413,0.0043381128018736975,0.019892990959782114,0.015648358364071975,0.0042446325957100819,9.1881171245792022,14.787683732395443
612,G10_ANCHOR_UNIFORM,2,200,0.047977090198436489,0.012743489994375225,0.005081248135942986,0.017824738130318207,0.015648358364071975,0.002176379766246211,8.3523068532379146,13.265105558943095
612,T10_ANCHOR_UNIFORM,0,0,0.058203534568232435,0.03129671672814395,0,0.03129671672814395,0.015648358364071975,0.015648358364071975,12.711739959494444,20.237279785886443
612,T10_ANCHOR_UNIFORM,0,50,0.043222253492977591,0.019484525005950475,0.002665480128853117,0.022150005134803592,0.015648358364071975,0.0065016467707316519,10.256576277280054,16.699735975094899
612,T10_ANCHOR_UNIFORM,0,100,0.032174657729448115,0.012905080424285054,0.0055150088708694686,0.018420089295154519,0.015648358364071975,0.0027717309310825262,8.3593092271300122,13.490259386881753
612,T10_ANCHOR_UNIFORM,0,200,0.017783807129459459,0.0092367527631516694,0.007592518059943449,0.016829270823095117,0.015648358364071975,0.0011809124590230848,7.1115832480431633,11.261460238397795
612,T10_ANCHOR_UNIFORM,1,0,0.068949599000325795,0.03129671672814395,0,0.03129671672814395,0.015648358364071975,0.015648358364071975,12.711739959494444,20.237279785886443
612,T10_ANCHOR_UNIFORM,1,50,0.0410697487962014,0.019279993617740007,0.0039019606092879256,0.023181954227027929,0.015648358364071975,0.0075335958629559035,10.500436719099925,16.33468099736195
612,T10_ANCHOR_UNIFORM,1,100,0.025577312854004518,0.013551698162637443,0.0063593156941723133,0.019911013856809757,0.015648358364071975,0.0042626554927377739,8.6649455425625721,13.903345445754308
612,T10_ANCHOR_UNIFORM,1,200,0.023505451744909648,0.011699869806565013,0.0059614230707288503,0.017661292877293865,0.015648358364071975,0.0020129345132218496,7.9345531554290254,12.727104062991588
612,T10_ANCHOR_UNIFORM,2,0,0.079014476627926836,0.03129671672814395,0,0.03129671672814395,0.015648358364071975,0.015648358364071975,12.711739959494444,20.237279785886443
612,T10_ANCHOR_UNIFORM,2,50,0.021552615177067729,0.017334165392238338,0.0043222568272931455,0.021656422219531481,0.015648358364071975,0.006008063855459521,9.9979091931760422,15.795496520485512
612,T10_ANCHOR_UNIFORM,2,100,0.021960144472266172,0.014228379313526506,0.0049937209456995344,0.019222100259226042,0.015648358364071975,0.0035737418951540343,8.7262107145527299,14.173766345627993
612,T10_ANCHOR_UNIFORM,2,200,0.046398515311283618,0.012084586816745145,0.0055863375799078503,0.017670924396652996,0.015648358364071975,0.0020225660325810008,8.0894089202810289,12.922612050245137
792,G10_ANCHOR_UNIFORM,0,0,0.13110329765326459,0.078515858919699158,0,0.078515858919699158,0.039257929459849579,0.039257929459849579,20.065120471803304,28.816248656163118
792,G10_ANCHOR_UNIFORM,0,50,0.069526939928312173,0.047833494373817287,0.0078180888429678699,0.055651583216785157,0.039257929459849579,0.016393653756935356,16.59389516724605,23.579855145266265
792,G10_ANCHOR_UNIFORM,0,100,0.056306830575669889,0.034709735671276075,0.015112998268315452,0.049822733939591524,0.039257929459849579,0.010564804479741809,14.569159621849053,21.076834448373504
792,G10_ANCHOR_UNIFORM,0,200,0.024705935454028237,0.029785689690684326,0.014783891957657103,0.044569581648341426,0.039257929459849579,0.005311652188491744,13.334448320379593,19.549559385058604
792,G10_ANCHOR_UNIFORM,1,0,0.15130777865398629,0.078515858919699158,0,0.078515858919699158,0.039257929459849579,0.039257929459849579,20.065120471803304,28.816248656163118
792,G10_ANCHOR_UNIFORM,1,50,0.058677042465096932,0.049939693010044091,0.0080136517717453361,0.057953344781789429,0.039257929459849579,0.018695415321939978,17.322017354262876,24.264484637792322
792,G10_ANCHOR_UNIFORM,1,100,0.04105429034673188,0.04024147109962118,0.010977979188600833,0.051219450288222002,0.039257929459849579,0.011961520828372291,15.556640135158375,22.361486013868355
792,G10_ANCHOR_UNIFORM,1,200,0.032734591877661277,0.028150997712825764,0.016826525779242381,0.044977523492068149,0.039257929459849579,0.0057195940322185461,12.668463422742555,18.780222442070702
