origin,arm,seed,step,target_index,distance,point,observed,prediction
612,G10_ANCHOR_UNIFORM,ensemble,200,793,182,ATU5,576.11700430392818,569.86721102006936
612,G10_ANCHOR_UNIFORM,ensemble,200,793,182,MJ3,1196.7637047486021,1296.5479496361534
612,G10_ANCHOR_UNIFORM,ensemble,200,793,182,MJ1,931.09025585735515,956.27133066692261
612,G10_ANCHOR_UNIFORM,ensemble,200,794,183,ATU1,445.85354111890513,438.67653058438003
612,G10_ANCHOR_UNIFORM,ensemble,200,794,183,ATU5,576.26110085500341,570.49498819312851
612,G10_ANCHOR_UNIFORM,ensemble,200,794,183,MJ3,1196.8630081458939,1296.632329767479
612,G10_ANCHOR_UNIFORM,ensemble,200,794,183,MJ1,931.20074746191119,956.35782538798446
612,G10_ANCHOR_UNIFORM,ensemble,200,795,184,ATU1,445.87162377541517,438.76164716805988
612,G10_ANCHOR_UNIFORM,ensemble,200,795,184,ATU5,576.40299685602736,571.14065380111458
612,G10_ANCHOR_UNIFORM,ensemble,200,795,184,MJ3,1196.9677078385171,1296.6074674518122
612,G10_ANCHOR_UNIFORM,ensemble,200,795,184,MJ1,931.30476909303957,956.37650493445096
612,G10_ANCHOR_UNIFORM,ensemble,200,796,185,ATU1,445.88643424831997,438.7108421981373
612,G10_ANCHOR_UNIFORM,ensemble,200,796,185,ATU5,576.54289950980103,571.44190440155569
612,G10_ANCHOR_UNIFORM,ensemble,200,796,185,MJ3,1197.0776014731109,1296.823546200975
612,G10_ANCHOR_UNIFORM,ensemble,200,796,185,MJ1,931.40261503011084,956.52147949625999
612,G10_ANCHOR_UNIFORM,ensemble,200,797,186,ATU1,445.89841235138692,438.32487954705306
612,G10_ANCHOR_UNIFORM,ensemble,200,797,186,ATU5,576.68101601912576,571.06589664449632
612,G10_ANCHOR_UNIFORM,ensemble,200,797,186,MJ3,1197.192486696317,1297.8601810625091
612,G10_ANCHOR_UNIFORM,ensemble,200,797,186,MJ1,931.49457955249682,957.0336847627176
612,G10_ANCHOR_UNIFORM,ensemble,200,798,187,ATU1,445.90799789838309,438.26003412232825
612,G10_ANCHOR_UNIFORM,ensemble,200,798,187,ATU5,576.81755358680277,571.39410930472548
612,G10_ANCHOR_UNIFORM,ensemble,200,798,187,MJ3,1197.312161154777,1298.1455385204047
612,G10_ANCHOR_UNIFORM,ensemble,200,798,187,MJ1,931.58095693956795,957.2062113429314
612,G10_ANCHOR_UNIFORM,ensemble,200,799,188,ATU1,445.91563070307569,438.25210135946855
612,G10_ANCHOR_UNIFORM,ensemble,200,799,188,ATU5,576.9527194156334,571.79719563496258
612,G10_ANCHOR_UNIFORM,ensemble,200,799,188,MJ3,1197.436422495131,1298.3659707194354
612,G10_ANCHOR_UNIFORM,ensemble,200,799,188,MJ1,931.66204147069618,957.35723391116937
612,G10_ANCHOR_UNIFORM,ensemble,200,800,189,ATU1,445.92175057923242,438.51446371726797
612,G10_ANCHOR_UNIFORM,ensemble,200,800,189,ATU5,577.08672070841885,571.92086322313105
612,G10_ANCHOR_UNIFORM,ensemble,200,800,189,MJ3,1197.5650683640199,1299.4712403865972
612,G10_ANCHOR_UNIFORM,ensemble,200,800,189,MJ1,931.7381274252524,957.9715216279892
612,G10_ANCHOR_UNIFORM,ensemble,200,801,190,ATU1,445.92679734062011,438.60078065066881
612,G10_ANCHOR_UNIFORM,ensemble,200,801,190,ATU5,577.21976466796036,572.48651250925593
612,G10_ANCHOR_UNIFORM,ensemble,200,801,190,MJ3,1197.697896408084,1299.684652342733
612,G10_ANCHOR_UNIFORM,ensemble,200,801,190,MJ1,931.80950908260741,958.15933957749041
612,G10_ANCHOR_UNIFORM,ensemble,200,802,191,ATU1,445.93121080100627,438.67283626288878
612,G10_ANCHOR_UNIFORM,ensemble,200,802,191,ATU5,577.35205849705915,572.88792324112421
612,G10_ANCHOR_UNIFORM,ensemble,200,802,191,MJ3,1197.8347042739649,1300.099145067283
612,G10_ANCHOR_UNIFORM,ensemble,200,802,191,MJ1,931.87648072213301,958.43713752007659
612,G10_ANCHOR_UNIFORM,ensemble,200,803,192,ATU1,445.93543077415808,438.73976914711767
612,G10_ANCHOR_UNIFORM,ensemble,200,803,192,ATU5,577.48380939851666,573.2453140365127
612,G10_ANCHOR_UNIFORM,ensemble,200,803,192,MJ3,1197.9752896083039,1300.5747135812169
612,G10_ANCHOR_UNIFORM,ensemble,200,803,192,MJ1,931.93933662319978,958.74732743813126
612,G10_ANCHOR_UNIFORM,ensemble,200,804,193,ATU1,445.93989707384281,438.913075646452
612,G10_ANCHOR_UNIFORM,ensemble,200,804,193,ATU5,577.61522457513388,573.44906599821422
612,G10_ANCHOR_UNIFORM,ensemble,200,804,193,MJ3,1198.119450057741,1301.4569286446977
612,G10_ANCHOR_UNIFORM,ensemble,200,804,193,MJ1,931.99837106517919,959.26681349782882
612,G10_ANCHOR_UNIFORM,ensemble,200,805,194,ATU1,445.94504951382788,438.98826643197253
612,G10_ANCHOR_UNIFORM,ensemble,200,805,194,ATU5,577.74651122971227,573.76044092952031
612,G10_ANCHOR_UNIFORM,ensemble,200,805,194,MJ3,1198.2669832689171,1302.031624007898
612,G10_ANCHOR_UNIFORM,ensemble,200,805,194,MJ1,932.05387832744282,959.58836476407794
612,G10_ANCHOR_UNIFORM,ensemble,200,806,195,ATU1,445.9513279078804,439.51094851409016
612,G10_ANCHOR_UNIFORM,ensemble,200,806,195,ATU5,577.87787656505282,574.54051290683435
612,G10_ANCHOR_UNIFORM,ensemble,200,806,195,MJ3,1198.417686888474,1302.769094597104
612,G10_ANCHOR_UNIFORM,ensemble,200,806,195,MJ1,932.10615268936078,960.0609097550265
612,G10_ANCHOR_UNIFORM,ensemble,200,807,196,ATU1,445.9591720697677,440.07941505109966
612,G10_ANCHOR_UNIFORM,ensemble,200,807,196,ATU5,578.00952778395697,575.36560819344265
612,G10_ANCHOR_UNIFORM,ensemble,200,807,196,MJ3,1198.571358563051,1303.4542647049948
612,G10_ANCHOR_UNIFORM,ensemble,200,807,196,MJ1,932.15548843030524,960.52413514070622
612,G10_ANCHOR_UNIFORM,ensemble,200,808,197,ATU1,445.96902181325709,440.65949423427259
612,G10_ANCHOR_UNIFORM,ensemble,200,808,197,ATU5,578.14167208922595,576.22270805705375
612,G10_ANCHOR_UNIFORM,ensemble,200,808,197,MJ3,1198.72779593929,1304.0966032553779
612,G10_ANCHOR_UNIFORM,ensemble,200,808,197,MJ1,932.20217982964675,960.97330477501566
612,G10_ANCHOR_UNIFORM,ensemble,200,809,198,ATU1,445.98131695211578,441.29543043884649
612,G10_ANCHOR_UNIFORM,ensemble,200,809,198,ATU5,578.2745166836612,577.10518638842586
612,G10_ANCHOR_UNIFORM,ensemble,200,809,198,MJ3,1198.886796663832,1304.8429588402482
612,G10_ANCHOR_UNIFORM,ensemble,200,809,198,MJ1,932.24652116675679,961.48430498839127
612,G10_ANCHOR_UNIFORM,ensemble,200,810,199,ATU1,445.99649730011117,441.49158758489739
612,G10_ANCHOR_UNIFORM,ensemble,200,810,199,ATU5,578.4082687700635,577.72309186148959
612,G10_ANCHOR_UNIFORM,ensemble,200,810,199,MJ3,1199.0481583833171,1305.7662838093445
612,G10_ANCHOR_UNIFORM,ensemble,200,810,199,MJ1,932.28880672100684,962.03116001935643
612,G10_ANCHOR_UNIFORM,ensemble,200,811,200,ATU1,446.01500267101039,444.19329688232438
612,G10_ANCHOR_UNIFORM,ensemble,200,811,200,ATU5,578.54313555123463,578.81641909120492
612,G10_ANCHOR_UNIFORM,ensemble,200,811,200,MJ3,1199.2116787443861,1309.1049386188761
612,G10_ANCHOR_UNIFORM,ensemble,200,811,200,MJ1,932.32933077176722,964.0352123605104
612,G10_ANCHOR_UNIFORM,ensemble,200,812,201,ATU1,446.03727287858078,446.8417453504332
612,G10_ANCHOR_UNIFORM,ensemble,200,812,201,ATU5,578.67932422997546,579.74232747660972
612,G10_ANCHOR_UNIFORM,ensemble,200,812,201,MJ3,1199.3771553936811,1310.8130684596429
612,G10_ANCHOR_UNIFORM,ensemble,200,812,201,MJ1,932.36838759840964,965.29262134107319
612,G10_ANCHOR_UNIFORM,ensemble,200,813,202,ATU1,446.06374773658962,448.5712517261083
612,G10_ANCHOR_UNIFORM,ensemble,200,813,202,ATU5,578.81704200908746,580.67679220934644
612,G10_ANCHOR_UNIFORM,ensemble,200,813,202,MJ3,1199.544385977842,1311.8300454375312
612,G10_ANCHOR_UNIFORM,ensemble,200,813,202,MJ1,932.40627148030524,966.21493123759899
612,G10_ANCHOR_UNIFORM,ensemble,200,814,203,ATU1,446.09486705880431,449.61118596312957
612,G10_ANCHOR_UNIFORM,ensemble,200,814,203,ATU5,578.95649609137183,581.58055034437973
612,G10_ANCHOR_UNIFORM,ensemble,200,814,203,MJ3,1199.7131681435089,1312.4438105961888
612,G10_ANCHOR_UNIFORM,ensemble,200,814,203,MJ1,932.44327669682525,966.90782997742792
612,G10_ANCHOR_UNIFORM,ensemble,200,815,204,ATU1,446.1310706589918,451.25335622210395
612,G10_ANCHOR_UNIFORM,ensemble,200,815,204,ATU5,579.09789367962958,582.81545658371476
612,G10_ANCHOR_UNIFORM,ensemble,200,815,204,MJ3,1199.8832995373241,1313.3666076597247
612,G10_ANCHOR_UNIFORM,ensemble,200,815,204,MJ1,932.47969752734059,967.8008821173471
612,G10_ANCHOR_UNIFORM,ensemble,200,816,205,ATU1,446.17279835091972,452.86668491848178
612,G10_ANCHOR_UNIFORM,ensemble,200,816,205,ATU5,579.24144197666237,583.55733004440128
612,G10_ANCHOR_UNIFORM,ensemble,200,816,205,MJ3,1200.0545778059279,1314.4481428764429
612,G10_ANCHOR_UNIFORM,ensemble,200,816,205,MJ1,932.51582825122262,968.7337643598421
612,G10_ANCHOR_UNIFORM,ensemble,200,817,206,ATU1,446.22048994835512,454.01344076976079
612,G10_ANCHOR_UNIFORM,ensemble,200,817,206,ATU5,579.38734818527098,584.10597136104263
612,G10_ANCHOR_UNIFORM,ensemble,200,817,206,MJ3,1200.226800595962,1315.476680295975
612,G10_ANCHOR_UNIFORM,ensemble,200,817,206,MJ1,932.55196314784257,969.6056429860563
612,G10_ANCHOR_UNIFORM,ensemble,200,818,207,ATU1,446.27458526506541,451.2711526416312
612,G10_ANCHOR_UNIFORM,ensemble,200,818,207,ATU5,579.53581950825719,582.92863348192645
612,G10_ANCHOR_UNIFORM,ensemble,200,818,207,MJ3,1200.399765554065,1313.5913362807667
612,G10_ANCHOR_UNIFORM,ensemble,200,818,207,MJ1,932.58839649657136,968.50261981754863
612,G10_ANCHOR_UNIFORM,ensemble,200,819,208,ATU1,446.33552411481759,451.2216269537285
612,G10_ANCHOR_UNIFORM,ensemble,200,819,208,ATU5,579.68706314842188,584.2158355892235
612,G10_ANCHOR_UNIFORM,ensemble,200,819,208,MJ3,1200.57327032688,1312.7118769171536
612,G10_ANCHOR_UNIFORM,ensemble,200,819,208,MJ1,932.62542257678035,967.7864374429854
612,G10_ANCHOR_UNIFORM,ensemble,200,820,209,ATU1,446.40374631137939,451.66113384465046
612,G10_ANCHOR_UNIFORM,ensemble,200,820,209,ATU5,579.8412863085664,585.14551290462305
612,G10_ANCHOR_UNIFORM,ensemble,200,820,209,MJ3,1200.7471125610471,1312.5994492612954
612,G10_ANCHOR_UNIFORM,ensemble,200,820,209,MJ1,932.66333566784078,967.49597370953177
612,G10_ANCHOR_UNIFORM,ensemble,200,821,210,ATU1,446.47969166851777,452.19834322854666
612,G10_ANCHOR_UNIFORM,ensemble,200,821,210,ATU5,579.99869619149206,585.49718767411866
612,G10_ANCHOR_UNIFORM,ensemble,200,821,210,MJ3,1200.9210899032071,1313.0874760222678
612,G10_ANCHOR_UNIFORM,ensemble,200,821,210,MJ1,932.70243004912356,967.62876910160651
612,G10_ANCHOR_UNIFORM,ensemble,200,822,211,ATU1,446.56380000000013,453.08372084723914
612,G10_ANCHOR_UNIFORM,ensemble,200,822,211,ATU5,580.15950000000009,585.83126085009087
612,G10_ANCHOR_UNIFORM,ensemble,200,822,211,MJ3,1201.095,1314.2823914341463
612,G10_ANCHOR_UNIFORM,ensemble,200,822,211,MJ1,932.74300000000017,968.22595534623554
612,G10_ANCHOR_UNIFORM,ensemble,200,823,212,ATU1,446.65635970415047,454.1763910475438
612,G10_ANCHOR_UNIFORM,ensemble,200,823,212,ATU5,580.32381887722147,586.72375415942417
612,G10_ANCHOR_UNIFORM,ensemble,200,823,212,MJ3,1201.26864624412,1315.3472157725325
612,G10_ANCHOR_UNIFORM,ensemble,200,823,212,MJ1,932.78527853505523,968.78805667037489
612,G10_ANCHOR_UNIFORM,ensemble,200,824,213,ATU1,446.75705351752089,455.27159672165681
612,G10_ANCHOR_UNIFORM,ensemble,200,824,213,ATU5,580.49142972760615,587.87710675314452
612,G10_ANCHOR_UNIFORM,ensemble,200,824,213,MJ3,1201.441855012466,1316.1884119878785
612,G10_ANCHOR_UNIFORM,ensemble,200,824,213,MJ1,932.82925360972945,969.26696492205235
612,G10_ANCHOR_UNIFORM,ensemble,200,825,214,ATU1,446.86541276122023,456.05150076083038
612,G10_ANCHOR_UNIFORM,ensemble,200,825,214,ATU5,580.66202339593406,588.83424221306188
612,G10_ANCHOR_UNIFORM,ensemble,200,825,214,MJ3,1201.6144584279889,1316.5178407563124
612,G10_ANCHOR_UNIFORM,ensemble,200,825,214,MJ1,932.87485191467681,969.51564637287481
612,G10_ANCHOR_UNIFORM,ensemble,200,826,215,ATU1,446.98096875635702,456.66705164415288
612,G10_ANCHOR_UNIFORM,ensemble,200,826,215,ATU5,580.83529072698491,589.83512503411055
612,G10_ANCHOR_UNIFORM,ensemble,200,826,215,MJ3,1201.786288613642,1316.5030475042738
612,G10_ANCHOR_UNIFORM,ensemble,200,826,215,MJ1,932.92200014055163,969.56973505416227
612,G10_ANCHOR_UNIFORM,ensemble,200,827,216,ATU1,447.10325282404028,457.03368284256356
612,G10_ANCHOR_UNIFORM,ensemble,200,827,216,ATU5,581.01092256553864,590.413832693166
612,G10_ANCHOR_UNIFORM,ensemble,200,827,216,MJ3,1201.9571776923749,1317.0055123023155
612,G10_ANCHOR_UNIFORM,ensemble,200,827,216,MJ1,932.97062497800755,969.8869668640873
612,G10_ANCHOR_UNIFORM,ensemble,200,828,217,ATU1,447.23179628537872,457.33712333320233
612,G10_ANCHOR_UNIFORM,ensemble,200,828,217,ATU5,581.18860975637472,591.14237331235825
612,G10_ANCHOR_UNIFORM,ensemble,200,828,217,MJ3,1202.126957787141,1317.0864487111066
612,G10_ANCHOR_UNIFORM,ensemble,200,828,217,MJ1,933.02065311769957,969.96424034278937
612,G10_ANCHOR_UNIFORM,ensemble,200,829,218,ATU1,447.36613046148108,457.49013472493886
612,G10_ANCHOR_UNIFORM,ensemble,200,829,218,ATU5,581.36804314427332,591.77566993005303
612,G10_ANCHOR_UNIFORM,ensemble,200,829,218,MJ3,1202.2954610208899,1317.1099254816563
612,G10_ANCHOR_UNIFORM,ensemble,200,829,218,MJ1,933.07201125028121,969.98862913603364
612,G10_ANCHOR_UNIFORM,ensemble,200,830,219,ATU1,447.50578667345633,457.51594525164904
612,G10_ANCHOR_UNIFORM,ensemble,200,830,219,ATU5,581.54891357401402,592.18191380766712
612,G10_ANCHOR_UNIFORM,ensemble,200,830,219,MJ3,1202.462519516575,1317.2144730898817
612,G10_ANCHOR_UNIFORM,ensemble,200,830,219,MJ1,933.12462606640656,970.03725483757182
612,G10_ANCHOR_UNIFORM,ensemble,200,831,220,ATU1,447.65029624241288,457.69631300514055
612,G10_ANCHOR_UNIFORM,ensemble,200,831,220,ATU5,581.73091189037666,592.64702856168412
612,G10_ANCHOR_UNIFORM,ensemble,200,831,220,MJ3,1202.6279653971469,1317.0649740341103
612,G10_ANCHOR_UNIFORM,ensemble,200,831,220,MJ1,933.17842425673041,969.92953230909461
612,G10_ANCHOR_UNIFORM,ensemble,200,832,221,ATU1,447.79919048945999,457.86665199929121
612,G10_ANCHOR_UNIFORM,ensemble,200,832,221,ATU5,581.91372893814093,592.8819150185841
612,G10_ANCHOR_UNIFORM,ensemble,200,832,221,MJ3,1202.7916307855569,1317.2580148254942
612,G10_ANCHOR_UNIFORM,ensemble,200,832,221,MJ1,933.23333251190616,970.04154963175495
612,G10_ANCHOR_UNIFORM,ensemble,200,833,222,ATU1,447.95200073570629,458.08784479773431
612,G10_ANCHOR_UNIFORM,ensemble,200,833,222,ATU5,582.09705556208678,592.82128391221909
612,G10_ANCHOR_UNIFORM,ensemble,200,833,222,MJ3,1202.953347804757,1317.929029002916
612,G10_ANCHOR_UNIFORM,ensemble,200,833,222,MJ1,933.2892775225888,970.45014390082645
612,G10_ANCHOR_UNIFORM,ensemble,200,834,223,ATU1,448.10825830226048,458.3667298212531
612,G10_ANCHOR_UNIFORM,ensemble,200,834,223,ATU5,582.2805826069939,593.31785456486875
612,G10_ANCHOR_UNIFORM,ensemble,200,834,223,MJ3,1203.112948577698,1318.2761545759724
612,G10_ANCHOR_UNIFORM,ensemble,200,834,223,MJ1,933.34618597943177,970.69239431585959
612,G10_ANCHOR_UNIFORM,ensemble,200,835,224,ATU1,448.26749451023159,458.64230155414862
612,G10_ANCHOR_UNIFORM,ensemble,200,835,224,ATU5,582.46400091764212,593.99907330616838
612,G10_ANCHOR_UNIFORM,ensemble,200,835,224,MJ3,1203.2702652273331,1318.3639147375063
612,G10_ANCHOR_UNIFORM,ensemble,200,835,224,MJ1,933.40398457308959,970.78863376250638
612,G10_ANCHOR_UNIFORM,ensemble,200,836,225,ATU1,448.42924068072801,458.97260928636547
612,G10_ANCHOR_UNIFORM,ensemble,200,836,225,ATU5,582.64700133881126,594.57624813650534
612,G10_ANCHOR_UNIFORM,ensemble,200,836,225,MJ3,1203.425129876611,1318.5793852160175
612,G10_ANCHOR_UNIFORM,ensemble,200,836,225,MJ1,933.46259999421636,970.9584503419768
612,G10_ANCHOR_UNIFORM,ensemble,200,837,226,ATU1,448.59302813485891,459.28502465630442
612,G10_ANCHOR_UNIFORM,ensemble,200,837,226,ATU5,582.82927471528103,595.13375678402224
612,G10_ANCHOR_UNIFORM,ensemble,200,837,226,MJ3,1203.5773746484861,1318.8543996376177
612,G10_ANCHOR_UNIFORM,ensemble,200,837,226,MJ1,933.52195893346618,971.16757838960018
612,G10_ANCHOR_UNIFORM,ensemble,200,838,227,ATU1,448.75838819373291,459.55499805245904
612,G10_ANCHOR_UNIFORM,ensemble,200,838,227,ATU5,583.01051189183124,595.79518620817635
612,G10_ANCHOR_UNIFORM,ensemble,200,838,227,MJ3,1203.726831665909,1318.952960361499
612,G10_ANCHOR_UNIFORM,ensemble,200,838,227,MJ1,933.58198808149325,971.27904420865104
612,G10_ANCHOR_UNIFORM,ensemble,200,839,228,ATU1,448.92485217845882,459.34783588625987
612,G10_ANCHOR_UNIFORM,ensemble,200,839,228,ATU5,583.19040371324184,596.10645507739559
612,G10_ANCHOR_UNIFORM,ensemble,200,839,228,MJ3,1203.8733330518301,1318.9173992644253
612,G10_ANCHOR_UNIFORM,ensemble,200,839,228,MJ1,933.64261412895155,971.26364736533026
612,G10_ANCHOR_UNIFORM,ensemble,200,840,229,ATU1,449.09195141014561,458.7279602040353
612,G10_ANCHOR_UNIFORM,ensemble,200,840,229,ATU5,583.36864102429229,595.64489723146687
612,G10_ANCHOR_UNIFORM,ensemble,200,840,229,MJ3,1204.016710929202,1319.1385096898705
612,G10_ANCHOR_UNIFORM,ensemble,200,840,229,MJ1,933.70376376649597,971.31222579878101
612,G10_ANCHOR_UNIFORM,ensemble,200,841,230,ATU1,449.25921720990169,458.47176888181781
612,G10_ANCHOR_UNIFORM,ensemble,200,841,230,ATU5,583.54491466976276,595.34499491492147
612,G10_ANCHOR_UNIFORM,ensemble,200,841,230,MJ3,1204.156797420977,1319.4950333298768
612,G10_ANCHOR_UNIFORM,ensemble,200,841,230,MJ1,933.76536368477957,971.44152655815469
612,G10_ANCHOR_UNIFORM,ensemble,200,842,231,ATU1,449.42618089883621,458.36426567725124
612,G10_ANCHOR_UNIFORM,ensemble,200,842,231,ATU5,583.71891549443285,595.2070756973078
612,G10_ANCHOR_UNIFORM,ensemble,200,842,231,MJ3,1204.293424650105,1319.9572267726733
612,G10_ANCHOR_UNIFORM,ensemble,200,842,231,MJ1,933.82734057445759,971.66089709654773
612,G10_ANCHOR_UNIFORM,ensemble,200,843,232,ATU1,449.59237379805779,458.21559218750826
612,G10_ANCHOR_UNIFORM,ensemble,200,843,232,ATU5,583.89033434308226,595.42847309222452
612,G10_ANCHOR_UNIFORM,ensemble,200,843,232,MJ3,1204.426424739539,1319.8455673639653
612,G10_ANCHOR_UNIFORM,ensemble,200,843,232,MJ1,933.88962112618321,971.54409223903428
612,G10_ANCHOR_UNIFORM,ensemble,200,844,233,ATU1,449.75732722867531,458.50756551935848
612,G10_ANCHOR_UNIFORM,ensemble,200,844,233,ATU5,584.05886206049104,596.01369511868961
612,G10_ANCHOR_UNIFORM,ensemble,200,844,233,MJ3,1204.555629812229,1320.0449963445697
612,G10_ANCHOR_UNIFORM,ensemble,200,844,233,MJ1,933.95213203061121,971.66925767820283
612,G10_ANCHOR_UNIFORM,ensemble,200,845,234,ATU1,449.92057251179762,458.77673286202042
612,G10_ANCHOR_UNIFORM,ensemble,200,845,234,ATU5,584.22418949143889,596.47475120973047
612,G10_ANCHOR_UNIFORM,ensemble,200,845,234,MJ3,1204.680871991128,1320.2867837802405
612,G10_ANCHOR_UNIFORM,ensemble,200,845,234,MJ1,934.01479997839556,971.8295970940062
612,G10_ANCHOR_UNIFORM,ensemble,200,846,235,ATU1,450.08164096853318,459.03860884827537
612,G10_ANCHOR_UNIFORM,ensemble,200,846,235,ATU5,584.38600748070542,596.98076725758665
612,G10_ANCHOR_UNIFORM,ensemble,200,846,235,MJ3,1204.8019833991859,1320.4792309155271
612,G10_ANCHOR_UNIFORM,ensemble,200,846,235,MJ1,934.07755166019081,971.96184010027855
612,G10_ANCHOR_UNIFORM,ensemble,200,847,236,ATU1,450.24006391999131,459.25179569333892
612,G10_ANCHOR_UNIFORM,ensemble,200,847,236,ATU5,584.54400687307043,597.37676593615447
612,G10_ANCHOR_UNIFORM,ensemble,200,847,236,MJ3,1204.9187961593559,1320.7609123180839
612,G10_ANCHOR_UNIFORM,ensemble,200,847,236,MJ1,934.14031376665037,972.14652824890072
612,G10_ANCHOR_UNIFORM,ensemble,200,848,237,ATU1,450.39537268728031,459.55022720461557
612,G10_ANCHOR_UNIFORM,ensemble,200,848,237,ATU5,584.69787851331398,598.06427405038824
612,G10_ANCHOR_UNIFORM,ensemble,200,848,237,MJ3,1205.0311423945891,1320.928580641541
612,G10_ANCHOR_UNIFORM,ensemble,200,848,237,MJ1,934.20301298842878,972.29458874456986
612,G10_ANCHOR_UNIFORM,ensemble,200,849,238,ATU1,450.54709859150938,459.77972201719331
612,G10_ANCHOR_UNIFORM,ensemble,200,849,238,ATU5,584.84731324621578,598.73928784360362
612,G10_ANCHOR_UNIFORM,ensemble,200,849,238,MJ3,1205.138854227836,1321.0235865688567
612,G10_ANCHOR_UNIFORM,ensemble,200,849,238,MJ1,934.26557601618038,972.39346725162375
612,G10_ANCHOR_UNIFORM,ensemble,200,850,239,ATU1,450.69477295378698,459.82833956867131
612,G10_ANCHOR_UNIFORM,ensemble,200,850,239,ATU5,584.9920019165553,599.1258269524061
612,G10_ANCHOR_UNIFORM,ensemble,200,850,239,MJ3,1205.241763782049,1321.12473514217
612,G10_ANCHOR_UNIFORM,ensemble,200,850,239,MJ1,934.32792954055901,972.48620158103461
612,G10_ANCHOR_UNIFORM,ensemble,200,851,240,ATU1,450.83792709522208,459.74327304996677
612,G10_ANCHOR_UNIFORM,ensemble,200,851,240,ATU5,585.13163536911281,599.17449288554849
612,G10_ANCHOR_UNIFORM,ensemble,200,851,240,MJ3,1205.3397031801801,1321.4034321292286
612,G10_ANCHOR_UNIFORM,ensemble,200,851,240,MJ1,934.39000025221935,972.67821722237284
612,G10_ANCHOR_UNIFORM,ensemble,200,852,241,ATU1,450.97609233692361,459.80758501630794
612,G10_ANCHOR_UNIFORM,ensemble,200,852,241,ATU5,585.26590444866781,599.46966889250814
612,G10_ANCHOR_UNIFORM,ensemble,200,852,241,MJ3,1205.432504545179,1321.714535134812
612,G10_ANCHOR_UNIFORM,ensemble,200,852,241,MJ1,934.45171484181481,972.90765370019483
612,G10_ANCHOR_UNIFORM,ensemble,200,853,242,ATU1,451.10879999999997,460.00109548235196
612,G10_ANCHOR_UNIFORM,ensemble,200,853,242,ATU5,585.39450000000011,600.21982974163154
612,G10_ANCHOR_UNIFORM,ensemble,200,853,242,MJ3,1205.52,1321.7681683492506
612,G10_ANCHOR_UNIFORM,ensemble,200,853,242,MJ1,934.51300000000003,972.99177730025315
612,G10_ANCHOR_UNIFORM,ensemble,200,854,243,ATU1,451.23569626450359,460.13838016902264
612,G10_ANCHOR_UNIFORM,ensemble,200,854,243,ATU5,585.51720226544421,600.96874222980944
612,G10_ANCHOR_UNIFORM,ensemble,200,854,243,MJ3,1205.602090373324,1321.7277871998883
612,G10_ANCHOR_UNIFORM,ensemble,200,854,243,MJ1,934.57380074132618,973.0119956923636
612,G10_ANCHOR_UNIFORM,ensemble,200,855,244,ATU1,451.35688674625959,460.06966849333065
612,G10_ANCHOR_UNIFORM,ensemble,200,855,244,ATU5,585.63414907755327,601.30222066712952
612,G10_ANCHOR_UNIFORM,ensemble,200,855,244,MJ3,1205.678951316761,1321.7808633115417
612,G10_ANCHOR_UNIFORM,ensemble,200,855,244,MJ1,934.63413537593135,973.06851659049642
612,G10_ANCHOR_UNIFORM,ensemble,200,856,245,ATU1,451.47259192003651,458.93380030565589
612,G10_ANCHOR_UNIFORM,ensemble,200,856,245,ATU5,585.74556766643491,600.64396523196569
612,G10_ANCHOR_UNIFORM,ensemble,200,856,245,MJ3,1205.75082718765,1321.5109733189763
612,G10_ANCHOR_UNIFORM,ensemble,200,856,245,MJ1,934.69404053785115,972.80593685769406
612,G10_ANCHOR_UNIFORM,ensemble,200,857,246,ATU1,451.58303226060258,458.05497520132809
612,G10_ANCHOR_UNIFORM,ensemble,200,857,246,ATU5,585.85168526219684,599.01765185124771
612,G10_ANCHOR_UNIFORM,ensemble,200,857,246,MJ3,1205.8179623433309,1322.2323786748786
612,G10_ANCHOR_UNIFORM,ensemble,200,857,246,MJ1,934.75355286112119,973.03541432993507
612,G10_ANCHOR_UNIFORM,ensemble,200,858,247,ATU1,451.68842824272667,458.41307412246084
612,G10_ANCHOR_UNIFORM,ensemble,200,858,247,ATU5,585.95272909494702,598.64898805366204
612,G10_ANCHOR_UNIFORM,ensemble,200,858,247,MJ3,1205.8806011411459,1323.3689031984441
612,G10_ANCHOR_UNIFORM,ensemble,200,858,247,MJ1,934.81270897977674,973.7112112042056
612,G10_ANCHOR_UNIFORM,ensemble,200,859,248,ATU1,451.7890003411772,459.37114910166048
612,G10_ANCHOR_UNIFORM,ensemble,200,859,248,ATU5,586.04892639479317,598.89886896635289
612,G10_ANCHOR_UNIFORM,ensemble,200,859,248,MJ3,1205.938987938435,1324.9137976031989
612,G10_ANCHOR_UNIFORM,ensemble,200,859,248,MJ1,934.87154552785296,974.77409764205402
612,G10_ANCHOR_UNIFORM,ensemble,200,860,249,ATU1,451.88496903072252,460.19209309749277
612,G10_ANCHOR_UNIFORM,ensemble,200,860,249,ATU5,586.14050439184268,599.3879284884257
612,G10_ANCHOR_UNIFORM,ensemble,200,860,249,MJ3,1205.993367092537,1326.1301053320794
612,G10_ANCHOR_UNIFORM,ensemble,200,860,249,MJ1,934.93009913938556,975.70528390747131
612,G10_ANCHOR_UNIFORM,ensemble,200,861,250,ATU1,451.97655478613109,460.44374597160271
