fit_days,arm,start,parameter,theta,distance_to_bound_fraction,base_column_l2,scaled_column_l2,smaller_step_relative_difference,larger_step_relative_difference,central_relative_difference,terminal_curvature_fraction,gradient
432,C0,A,creep_O1_up,0.06448253027686465,0.32241265138432323,823.4822882221486,164.69645764442973,2.9951368019587962e-09,1.1397105683492163e-05,7.23356345283261e-10,0.9965603067520467,0.6714268166335031
432,C0,A,creep_O1_down,0.07063708651294198,0.3531854325647099,561.8462797911316,112.36925595822632,8.790489655460763e-09,1.539433316423198e-05,3.7475790654372523e-10,0.9966758931933081,0.5753830978225197
432,C0,A,initial_relaxation_O3,13.753852416609002,0.4140384223961937,2.088589335020118,334.17429360321887,8.648098573606212e-08,5.687009651068802e-09,5.491468298460154e-09,0.9903002036583559,-0.005691974047287583
432,C0,A,initial_relaxation_O2,42.34950979102286,0.23531556380610713,2.085461727752222,333.6738764403555,3.461419829106728e-08,1.7273327815070765e-06,3.822034746734297e-09,0.9904675728290379,-0.011200568874110528
432,C0,A,initial_relaxation_O1_up,-52.71724089028847,0.17051724443569705,1.7743855492716185,283.901687883459,4.991626110198167e-08,6.241791830973706e-06,2.3119826952680953e-09,0.9941877695713219,0.004417938841319153
432,C0,A,initial_relaxation_O1_down,-60.39111842057165,0.12255550987142719,1.2220035607294943,195.52056971671908,5.2533875008326766e-08,1.5552414349009828e-05,3.012040171200817e-09,0.9943871677250624,0.0015177846708595713
432,C0,A,log_tauKelvin_O3,2.186304928534579,0.3118872737954737,0.27487647508116525,1.3159688547361135,4.576327972907054e-06,2.145730837371206e-05,2.396348972566848e-06,1.5057826219915024e-08,-0.056171393506276375
432,C0,A,log_tauKelvin_O2,2.7423799628338226,0.4280389173231353,1.0052570888558638,4.812660012270565,3.0449912211860786e-06,2.952022354579782e-05,3.282665128091866e-06,7.430368090595825e-05,-0.3141703941830157
432,C0,A,log_tauKelvin_O1_up,5.093441601337354,0.08087686471489024,19.0776393784416,91.33404099606275,7.41202753349029e-06,0.0002349002552983373,1.6173339794097294e-05,0.9751041232560169,-0.049260749192393705
432,C0,A,log_tauKelvin_O1_down,5.060058090435982,0.08784993384899431,14.172580507669856,67.85111215438322,2.8232318228178733e-05,0.0002975280170301799,1.819239065769816e-05,0.9743602423470227,-0.05840053264481733
432,C0,A,log_tauR,3.0415395587378806,0.41429523755498177,681.7467393820007,3540.281400845823,0.0005702512254568653,0.0008295222535392208,0.0006769332506288416,0.998306464859185,8.842642111681073
432,C0,A,reservoir_gradient_gain,0.31757622694549714,0.06351524538909943,3122.9285248372253,15614.642624186126,0.033341405473044226,0.0033233720402717467,0.035096800283796685,0.9980731504844319,40.39619058815641
432,C0,A,reservoir_support_gain,0.2050277445956369,0.04100554891912738,2512.908250622767,12564.541253113835,0.04143518740865121,0.004126793085960157,0.052805457943201226,0.9981414163897986,30.73063765713429
432,C0,A,log_k32,-13.80781750278841,0.0005862553074174457,0.003250805385519958,0.042658249538015856,3.0408276946151292e-05,0.0001190583030394387,1.846041436798055e-05,0.9996408396841354,-4.5516084734314735e-05
432,C0,A,log_k21,-10.207960955282587,0.2749161487856373,0.19442723830122355,2.55134487145384,0.0018766638442131813,0.013344485437609068,0.0009381797907215187,0.9974017823455648,0.011061355804621845
432,C0,A,log_E_MPa,-0.5187300880561352,0.39334314368778334,0.60044990054243,6.238071235642206,6.577122740970442e-06,9.246523368875305e-06,7.104646068210634e-07,0.9989336779559184,-0.006200786874584556
432,C0,A,log_tauContact,5.6637100956519095,0.3647068398888458,0.22047148758166626,1.7249790629208885,3.1176784339765157e-06,2.3850290545714827e-05,2.7481466773184033e-06,0.9986620814310446,-0.0039187419287270925
432,C0,A,log_tauBulk,6.3735573016809095,0.2739804810402337,0.002857968533639026,0.02236087730477123,0.00012781360364426216,3.602872929726525e-05,7.4751483139083285e-06,0.987362438000825,7.203872179154054e-05
432,C0,A,rain_compliance_O3,14.92110507431613,0.005259661712257942,0.47782922962970076,7.167438444445511,2.861436492757228e-07,1.4751538207946144e-08,1.7222413535247537e-08,0.9927886382217384,0.01452263027670498
432,C0,A,rain_compliance_O2,14.999983376767052,1.1082155298917465e-06,0.6075406658852055,9.113109988278083,3.301003767214902e-07,5.824784106775182e-08,,0.9966469224098222,0.00664650262382922
432,C0,A,rain_compliance_O1,13.566118430780739,0.09559210461461744,0.47725368738809076,7.158805310821362,7.25490482312804e-07,3.8849879586289404e-08,1.6047463874511057e-08,0.9974853995600599,0.0065301509612074315
432,C0,A,wet_creep_O3,0.3756852559319446,0.1878426279659723,488.19075257680925,976.3815051536185,3.213665596765718e-09,4.998699459510594e-10,4.469095541663285e-10,0.9968988933196553,0.47936618879972726
432,C0,A,wet_creep_O2,0.42751467995937076,0.21375733997968538,470.314272403527,940.628544807054,3.5315743689989202e-09,8.500312401658074e-10,4.927798049841096e-10,0.9968980483961668,0.21036934578101082
432,C0,A,wet_creep_O1_up,0.3138680165734828,0.1569340082867414,721.9041695218841,1443.8083390437682,3.595759212247293e-09,8.013784592248485e-06,6.95028015331762e-10,0.9966642873502357,0.6889756359110427
432,C0,A,wet_creep_O1_down,0.3462191066965247,0.17310955334826236,492.3755340184228,984.7510680368456,5.789391765640554e-09,1.1304302459134202e-05,5.920100283644949e-10,0.9967731450136273,0.7004268651512218
432,C0,A,log_tauMoisture_O3,2.6857754291162936,0.38764767261961747,76.87725371946732,314.76196572486975,1.0790059740117249e-07,1.0131843747441707e-06,1.1205705637478904e-07,0.9965974687283929,-0.02690378716499602
432,C0,A,log_tauMoisture_O2,2.604137611717478,0.36770850625045665,87.41907962388612,357.92383329251896,1.884635624865131e-08,1.0259233848426632e-07,1.134966579923192e-08,0.9966059815068271,-0.21137998417985654
432,C0,A,log_tauMoisture_O1,4.621457505047506,0.1395826211393741,39.73403531044973,162.68483140848076,3.1518670063785816e-06,3.146505487828079e-05,3.495066222386345e-06,0.9962299024120563,0.08498150896132396
432,C0,B,log_tauP_O3,0.4374078926457249,0.21770931391657203,113.69712781186179,590.4242787971475,7.869631000074065e-07,7.962719534902817e-06,8.848603758882044e-07,0.9993986312400653,-1.7992139373876823
432,C0,B,log_tauP_O2,3.404782008931742,0.21086785290942794,48.62126627354152,252.4881377941446,2.007177566339097e-06,2.0196624929467723e-05,2.2500939870659696e-06,0.9986685336000497,-1.070590675941867
432,C0,B,log_tauP_O1_up,2.0811789075356244,0.465752139338501,2.8594113643164087,14.848799833840218,1.8129604948200872e-06,1.731634851671282e-05,2.111039901116792e-06,0.9985198854072511,0.018636272484753018
432,C0,B,log_tauP_O1_down,1.877973914514927,0.4951169764936741,0.14526336551603533,0.7543463891398644,3.7565372844718157e-05,2.3646829126099826e-05,8.30151308482387e-06,0.9960773177306375,0.0008221868883894728
432,C0,B,margin_O3,0.8303666086823314,0.013839443478038857,411.6579302967036,24699.475817802217,2.412750700859356e-08,1.3505090736026387e-09,3.217332927744832e-10,0.9988501057764771,-9.952294438456251
432,C0,B,margin_O2,0.011069478911617248,0.0001844913151936208,494.12840906678974,29647.704544007385,1.8808463765061768e-08,3.0193748019395597e-06,2.3938966678108248e-09,0.9977772120430274,-1.3291558654246105
432,C0,B,margin_O1_up,4.790192046206196,0.07983653410343661,114.82581178950076,6889.548707370046,2.1622714307538402e-08,1.864531348419031e-09,1.7916906000927493e-09,0.9985724695695636,-0.6935778783817633
432,C0,B,margin_O1_down,17.940908891973272,0.29901514819955455,14.272227580416251,856.333654824975,2.8947485343401226e-08,2.131516233213587e-09,9.018319402519827e-10,0.9974701748631358,-0.1848539419968482
432,C0,B,log_eta_O3,-4.14600149096417,0.3140219611204469,103.25288022071773,1135.9984970802386,6.258518018940521e-08,6.390481330863631e-07,7.136652122725901e-08,0.9992690606174679,-1.9714625335815152
432,C0,B,log_eta_O2,-5.545748671921469,0.18679650405678064,7.159053272877777,78.76461887670128,8.79327677206779e-06,8.790563554617108e-05,9.758648699743092e-06,0.9993215363484909,0.0315148122705168
432,C0,B,log_eta_O1_up,-4.280532773062528,0.30179417878434034,4.54430765173857,49.99692649357612,1.1230631708608228e-05,0.00010930134516070445,1.210238054981322e-05,0.9976965607110639,0.04317313117608109
432,C0,B,log_eta_O1_down,-0.8947957365510001,0.3904702902371532,9.83455978487691,108.20080864750784,3.84308183999543e-07,1.9850042753348656e-06,2.728808260123033e-07,0.9974303230535626,-0.11033071549654666
432,C0,B,log_hardening_O3,-5.097141196499482,0.44273205902429275,95.81529331372272,1103.11433032515,4.231391797564503e-07,4.258859818673679e-06,4.7375804735803896e-07,0.998741013107431,-2.459136474441569
432,C0,B,log_hardening_O2,-6.014688108858146,0.4775708287907604,46.70292381946252,537.6872809296547,3.839617908258993e-06,3.791523546149054e-05,4.20936632664715e-06,0.9989055740003221,-0.33015577409313857
432,C0,B,log_hardening_O1_up,-4.076173015736518,0.3540518896034613,273.24628181793366,3145.86407615012,3.1055244129169862e-06,3.108110358943209e-05,3.454000439670208e-06,0.9986849300142657,-2.710483270120851
432,C0,B,log_hardening_O1_down,-2.9406714732217702,0.2554234787821042,4.78992103171125,55.14600382118492,1.4221793436088293e-06,1.4474264571870531e-05,1.5903514049512014e-06,0.9973939712976561,-0.07330467538576856
432,C0,B,log_tauRest_O3,3.835976503965282,0.06686553673821788,22.837749160766244,148.49767189293564,2.816415785137774e-07,3.6258360248106384e-06,4.4126479512218037e-07,0.9998194428992219,-0.13463574688459545
432,C0,B,log_tauRest_O2,3.435424493742419,0.005263854915853946,28.311217961860002,184.08775427887292,1.5531836195234248e-06,1.2857341423395567e-05,1.4120626391931346e-06,0.9986142516680461,-0.10238526343364934
432,C0,B,log_tauRest_O1_up,7.406973747931098,0.3839437704253474,1.8958520366346332,12.327380063240776,1.450040905186566e-06,6.69112676663903e-05,7.127210399738504e-06,0.9987345087883418,-0.022486255917771165
432,C0,B,log_tauRest_O1_down,7.950678045238578,0.3003264166900556,0.007297962893540741,0.04745347239007293,3.66523860048117e-05,7.302972883525591e-05,8.26556879547995e-06,0.9973261345421437,-0.00012960223387741872
432,C0,B,log_tauMotion_O3,1.337830745940125,0.3450462165888189,26.422586973701968,155.52609570724954,1.0005316261357315e-06,9.589196033090767e-06,1.0673554194190769e-06,0.9978825506938962,-0.5412952919611485
432,C0,B,log_tauMotion_O2,1.1583697132393933,0.31455728337563577,5.330971259452726,31.378651421809604,4.1423241191180485e-06,2.8643352919473132e-05,3.092858928232554e-06,0.9957138038592594,0.06994968865820593
432,C0,B,log_tauMotion_O1_up,4.238570748255464,0.16214224171631145,115.69489940386727,680.9922137993234,2.6416516475523986e-06,2.6238485816489578e-05,2.9148071779984584e-06,0.9974854221869355,-1.6570287329181597
432,C0,B,log_tauMotion_O1_down,-0.08021066107837065,0.10413280434844198,0.7606005018139411,4.47697368005005,1.3245876868201277e-05,4.723008023205254e-06,1.4399079741554603e-06,0.9964365391625806,0.007867553256799284
432,C0,B,creep_O3,0.023651992429837745,0.11825996214918873,896.728590133727,179.34571802674543,1.3417057162429937e-08,1.9637961282824733e-09,1.7205004724692934e-09,0.9966226413557253,1.0282045781265878
432,C0,B,creep_O2,0.02176591172408344,0.1088295586204172,313.88996107038173,62.77799221407635,1.60600722906948e-08,2.115602108652741e-05,7.2778528341375215e-09,0.9893733413324014,-1.1576658570914737
432,C0,B,creep_O1_up,0.06312084495586036,0.3156042247793018,838.0196170548397,167.60392341096795,4.901309783001822e-09,2.3998934070600533e-05,1.3240842679490624e-09,0.9963030900058103,0.24281623365792604
432,C0,B,creep_O1_down,0.08105043032019724,0.40525215160098615,640.6390883501181,128.12781767002363,3.9640895007227746e-08,1.6910410292459462e-10,1.2038028875151538e-09,0.9971129666172525,1.5045739262195914
432,C0,B,initial_relaxation_O3,13.444655122944287,0.4159709054815982,2.088100909260923,334.09614548174767,3.043954302375978e-07,3.4517634228566276e-08,3.2464590364791654e-08,0.9902918835550159,-0.005625033148852594
432,C0,B,initial_relaxation_O2,65.5304897718331,0.09043443892604311,1.5113325772510737,241.8132123601718,9.670805308977694e-08,1.3284879140461252e-08,1.8812879511665603e-08,0.9859000634756405,-0.013559165029471494
432,C0,B,initial_relaxation_O1_up,-50.855406431505074,0.18215370980309328,1.6278061931451602,260.44899090322565,7.985942424129877e-08,2.278756765753584e-08,1.9669412929976754e-08,0.9929214743541429,0.003426940885721067
432,C0,B,initial_relaxation_O1_down,-56.247257945688226,0.1484546378394486,1.4530588078519413,232.4894092563106,2.4290390511812056e-07,1.190909994995732e-08,1.2022516721832833e-08,0.9953272076486098,0.00430221619425558
432,C0,B,log_tauKelvin_O3,2.1672846723177908,0.30791436747235273,0.2670396010567052,1.2784498850547878,1.2830744956454999e-05,2.1296864212496305e-05,3.414270456387855e-06,1.0896349584985902e-05,-0.0556189038404851
432,C0,B,log_tauKelvin_O2,3.3291753950139302,0.44939263479080804,6.655812844354842,31.86464903385149,3.962274020349803e-06,3.889846416087782e-05,4.270119895008946e-06,0.9119114299442367,-0.03764437918831584
432,C0,B,log_tauKelvin_O1_up,5.092916802118074,0.08098648353983565,16.72879225510589,80.0889547880357,9.112098619541146e-06,9.166080111199507e-05,1.0203921964815955e-05,0.9701715113383742,-0.058538623309650505
432,C0,B,log_tauKelvin_O1_down,4.956776538487089,0.10942314117715465,13.58153004037784,65.02146292265522,8.580138029826312e-06,8.626090386975209e-05,9.594980204549669e-06,0.9767732835901777,-0.04483164265403798
432,C0,B,log_tauR,3.595532253984951,0.30761368576197945,435.09235789924395,2259.415840722854,1.6771064542609584e-07,1.899427532061447e-06,2.1278246926646258e-07,0.9984783635106896,4.307704187219388
432,C0,B,reservoir_gradient_gain,1.0352145380167215,0.2070429076033443,720.8608987171007,3604.304493585503,5.0093011546437246e-09,1.0610753382016654e-09,1.1939483510359681e-09,0.9984578776154573,6.7254260018663565
432,C0,B,reservoir_support_gain,0.8093187945726075,0.16186375891452148,354.60674096353625,1773.0337048176812,4.9665724645629775e-08,2.051722110509655e-09,2.0359528381241827e-09,0.9984411301075405,3.2942053904948243
432,C0,B,log_k32,-9.902171227537245,0.29821909498143373,0.241392723516562,3.1676430346456215,1.2693468699889716e-05,8.874226792317692e-05,9.529837029514427e-06,0.9984924149467926,0.0034778593003480717
432,C0,B,log_k21,-3.782287154679959,0.2354103361776483,42.57951336732063,558.7438468390262,9.287002715061892e-07,9.934879214572227e-06,1.1124807218805676e-06,0.9987622720929642,-0.7816353368539366
432,C0,B,log_E_MPa,3.602163399043532,0.2099973776039383,4.104630810596174,42.64299047993831,3.208000728018053e-06,3.048323915053777e-05,3.348691270108625e-06,0.9987964332815166,-0.05823862793356039
432,C0,B,log_tauContact,5.266498055602266,0.41547495136192375,38.6179399672438,302.1485391482016,2.2148952409298519e-07,1.797092641818472e-05,2.0983902298530606e-06,0.996633789321715,-0.09538980866600694
432,C0,B,log_tauBulk,8.516480473714099,9.109324014079259e-05,0.03410500503428399,0.26683912858872344,5.9101490779851494e-05,7.942147937164885e-05,5.7111324808761695e-06,0.9985591179526059,0.00013239853406039916
432,C0,B,rain_compliance_O3,14.348517624103268,0.04343215839311547,0.5631644541472409,8.447466812208614,1.042686809349643e-06,2.955284282686906e-08,6.091252855862242e-08,0.9954391931781267,0.012660433580339858
432,C0,B,rain_compliance_O2,4.219093573809606,0.2812729049206404,0.10240343550242656,1.5360515325363984,7.1019776366519415e-06,2.2904476169133803e-06,3.65850775472257e-06,0.9890076849663438,0.0035001472719637847
432,C0,B,rain_compliance_O1,0.438967203019073,0.029264480201271533,0.5068552990907065,7.602829486360597,9.347671450708875e-06,2.035264404297623e-06,3.15245203234629e-06,0.9974867682439005,0.00498595901549304
432,C0,B,wet_creep_O3,0.37647434287386017,0.18823717143693008,436.3346809643419,872.6693619286838,2.8632851995638606e-08,3.4728411298136172e-09,4.02185797266479e-09,0.9969257978195375,0.4324278173668195
432,C0,B,wet_creep_O2,0.123159264647216,0.061579632323608,131.78081823584398,263.56163647168796,1.15883170855227e-07,1.5992830386888915e-08,1.0404547316388517e-08,0.9900600437050859,-0.07158569061062235
432,C0,B,wet_creep_O1_up,0.34144913204231714,0.17072456602115857,671.757238128775,1343.51447625755,2.5165425354405385e-08,1.926180538308714e-05,1.510454027668046e-09,0.9965047388408189,0.1527971952585805
432,C0,B,wet_creep_O1_down,0.37144783770758705,0.18572391885379352,508.03321669855535,1016.0664333971107,2.447884682071044e-08,2.8641345136231753e-09,1.8420212224315781e-09,0.9972122259859181,1.381888162195771
432,C0,B,log_tauMoisture_O3,2.4337785690084677,0.3261001266624543,76.60950352062295,313.66570415419744,1.989739292767572e-07,1.7699092985040372e-06,1.963829055327511e-07,0.996656136247461,-0.08337253545882434
432,C0,B,log_tauMoisture_O2,2.178950457393465,0.26386107771521533,8.339726562461395,34.14571410143302,5.385791923887905e-07,3.846140401241035e-06,4.6360159694158196e-07,0.9897324913052074,-0.03821164923626887
432,C0,B,log_tauMoisture_O1,3.960840842613753,0.30093119656928874,73.8358491254896,302.30940736399975,2.074398072596543e-06,2.066379401039704e-05,2.2947200445606266e-06,0.9965056536808891,0.17814313761827777
432,C1,A,log_tauP_O3,1.1691687530982968,0.35862341766598577,230.18566838313808,1195.344243606959,1.3315382517891385e-06,7.1888281516924594e-06,8.021343535775727e-07,0.9991688131427362,0.5592935197010904
432,C1,A,log_tauP_O2,1.5586313021414677,0.4336216431906994,221.30792674535044,1149.2425143485764,2.3258929049355688e-06,1.4340766483316771e-05,1.763365069899848e-06,0.9982950579492292,-4.809821153027474
432,C1,A,log_tauP_O1_up,1.1916655363452142,0.36295558985475734,614.6510607382141,3191.856436767444,2.501447898190547e-06,4.765406885222333e-06,6.265858629299871e-07,0.9979632565645068,-4.775566545514591
432,C1,A,log_tauP_O1_down,1.9108843472739314,0.4985455102736937,19.18434347379843,99.62346787209246,1.0702427162475163e-05,3.084263403662239e-05,3.1761704572205145e-06,0.9984874403022116,-0.006566265713258676
432,C1,A,margin_O3,0.7373968876134428,0.012289948126890713,612.633402408689,36758.00414452134,1.0989813861199262e-08,1.317979989962542e-08,6.020506072771113e-09,0.9991455628660297,0.9898663753916209
432,C1,A,margin_O2,0.24061532796860016,0.004010255466143336,5271.935393571597,316316.12361429585,5.059105999217333e-09,2.900306397628611e-09,5.412386619510699e-09,0.9985007350943768,-6.330963665685913
432,C1,A,margin_O1_up,2.2096557647224038,0.03682759607870673,13133.803154517436,788028.1892710462,8.842286625733342e-09,0.023266391404335965,1.074524362595839e-09,0.998480833427262,-0.4486514367361721
432,C1,A,margin_O1_down,4.322625971069275,0.07204376618448792,936.6926823625893,56201.56094175536,4.8788049374066424e-08,5.5896361294226396e-09,5.04050836765933e-09,0.9986042076026912,-0.9062246567993627
432,C1,A,log_eta_O3,-4.527942106675535,0.2793067139200034,80.67328825950307,887.5755719493025,1.770336137762696e-06,1.7643523973984376e-05,1.960957408388736e-06,0.9989739997457653,-0.11153928396218638
432,C1,A,log_eta_O2,-5.042239127796471,0.23256136271033442,126.06219411975634,1386.948845906829,1.2982437068431843e-05,0.00012974690944468043,1.4425210154718656e-05,0.9986340972360721,-0.658654746486153
432,C1,A,log_eta_O1_up,-5.294600941533473,0.2096237583094112,3966.227184660012,43636.82747852785,1.7198165027776887e-06,0.017377484964165805,1.876430669868577e-06,0.9984486409390534,2.568689960329769
432,C1,A,log_eta_O1_down,-3.380449240057144,0.3836043373901056,268.8282812303428,2957.6755902355626,1.5977063914840583e-06,1.6882916143114874e-05,1.8693916368764836e-06,0.9986021055220008,-0.2541104751595889
432,C1,A,log_hardening_O3,-5.288210379317076,0.4593281173761816,106.23927160857141,1223.1248154822104,4.1573509820901464e-07,4.171605102822225e-06,4.639895283823684e-07,0.9989837708165432,-0.0984606437021601
432,C1,A,log_hardening_O2,-7.046952670154889,0.3879094682236691,121.94513180102906,1403.9452132412184,5.251719786106817e-06,5.297752629623354e-05,5.88973379634958e-06,0.9985230134903985,-0.4033619980712369
432,C1,A,log_hardening_O1_up,-7.431911032739189,0.3544724096970946,766.4277349186524,8823.825386404405,3.829094668049631e-06,0.0005901629163004622,4.249461165098865e-06,0.9984588545916743,0.42233340405090347
432,C1,A,log_hardening_O1_down,-5.481273718506999,0.4760973859497815,60.85206093358381,700.5852419181771,3.7184044664711758e-06,3.60634290967718e-05,3.989754893493822e-06,0.9986253069184761,-0.07557443493788733
432,C1,A,log_tauRest_O3,3.4284572770884276,0.0041923529571748054,27.703495834647388,180.13616866447572,2.1222287581559753e-06,1.783328751274964e-05,1.915327472741124e-06,0.9998116656264663,0.55645696299062
432,C1,A,log_tauRest_O2,5.362832592247044,0.3016837389650401,0.8931290474938175,5.807384226841082,2.81659320913104e-05,4.1851017828203957e-05,7.903758002764794e-06,0.9981711421910652,-0.019082915735842736
432,C1,A,log_tauRest_O1_up,5.208213250816035,0.2779045262003432,8.912040914347703,57.948676039789746,1.7001784533159962e-05,3.5992026362611255e-05,4.854141146072422e-06,0.9986124579890576,-0.03841693222865467
432,C1,A,log_tauRest_O1_down,6.635548381873163,0.4974172045872077,0.09965101186509953,0.6479597949680822,0.00010903723021211358,5.3949313535185825e-05,6.6441870429950495e-06,0.998636156513004,-0.00014166618194360147
432,C1,A,log_tauMotion_O3,1.0108390524007376,0.2894930541247795,16.717891361949462,98.40324774291646,1.8756591043605235e-06,1.3169786593817246e-05,3.4981028733362566e-06,0.9964784287998912,-0.06076967389970631
432,C1,A,log_tauMotion_O2,2.1455513413494285,0.4822712114400067,731.9608636667604,4308.397790492656,8.669239533393945e-06,9.3567836731719e-05,1.033103438633413e-05,0.9984614943721427,1.4886388504359307
432,C1,A,log_tauMotion_O1_up,2.3863883573471742,0.4768125875022266,723.0569832549522,4255.988624105162,1.5241334083403095e-05,0.00015457170540980928,1.7180142060708003e-05,0.9984724733860639,-3.2156687690549597
432,C1,A,log_tauMotion_O1_down,1.5841060880531828,0.3868863439119479,244.0886875204873,1436.7314076457176,1.5418759544952028e-06,4.002215270044652e-06,5.690980124513128e-08,0.9984229872800658,0.02472596877105908
432,C1,A,creep_O3,0.02562677414551222,0.12813387072756108,895.7495845696374,179.14991691392748,1.0664858718024207e-07,6.73841018488538e-08,4.0970295807534756e-08,0.9966144284467476,0.9162596025404068
