fold,date,feature,station,indicator,explained_output,shap_value_expected_ordinal_level,feature_value,method,interpretation
2,2018-12-17,ATU1__interval_z,ATU1,interval_z,expected_ordinal_level,0.000656633822973,0.0189119320087,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU1__velocity_mm_per_day,ATU1,velocity_mm_per_day,expected_ordinal_level,0,0.0691902868933,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU1__acceleration_mm_per_day_squared,ATU1,acceleration_mm_per_day_squared,expected_ordinal_level,-2.05272445642e-05,0.00159646666344,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU1__tangent_angle_degree,ATU1,tangent_angle_degree,expected_ordinal_level,-0.700796063196,2.71790078417,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU2__interval_z,ATU2,interval_z,expected_ordinal_level,-0.0746838596181,-0.254633419967,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU2__velocity_mm_per_day,ATU2,velocity_mm_per_day,expected_ordinal_level,-0.045999887393,0.0355,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU2__acceleration_mm_per_day_squared,ATU2,acceleration_mm_per_day_squared,expected_ordinal_level,0,-2.99999999811e-05,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU2__tangent_angle_degree,ATU2,tangent_angle_degree,expected_ordinal_level,-0.557045351258,1.76435974048,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU3__interval_z,ATU3,interval_z,expected_ordinal_level,0,-0.321969163891,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU3__velocity_mm_per_day,ATU3,velocity_mm_per_day,expected_ordinal_level,-0.00578858886413,0.0736499999999,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU3__acceleration_mm_per_day_squared,ATU3,acceleration_mm_per_day_squared,expected_ordinal_level,0.000152449965126,9.99999986107e-06,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU3__tangent_angle_degree,ATU3,tangent_angle_degree,expected_ordinal_level,-0.0189095048349,2.39803362871,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU4__interval_z,ATU4,interval_z,expected_ordinal_level,0,-0.344311987249,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU4__velocity_mm_per_day,ATU4,velocity_mm_per_day,expected_ordinal_level,-0.00143772048824,0.03672,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU4__acceleration_mm_per_day_squared,ATU4,acceleration_mm_per_day_squared,expected_ordinal_level,0.0343327655352,-0.000159999999994,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU4__tangent_angle_degree,ATU4,tangent_angle_degree,expected_ordinal_level,4.96635348304e-05,2.06034282447,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU5__interval_z,ATU5,interval_z,expected_ordinal_level,1.11022302463e-16,-0.251981708749,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU5__velocity_mm_per_day,ATU5,velocity_mm_per_day,expected_ordinal_level,-0.197518345626,0.0661479089119,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU5__acceleration_mm_per_day_squared,ATU5,acceleration_mm_per_day_squared,expected_ordinal_level,-3.28452578469e-08,0.00143197975399,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,ATU5__tangent_angle_degree,ATU5,tangent_angle_degree,expected_ordinal_level,-0.0792759919134,2.06877804004,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,MJ1__interval_z,MJ1,interval_z,expected_ordinal_level,-0.00114940901962,-0.12827283027,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,MJ1__velocity_mm_per_day,MJ1,velocity_mm_per_day,expected_ordinal_level,0.0142493372778,0.0607416449104,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,MJ1__acceleration_mm_per_day_squared,MJ1,acceleration_mm_per_day_squared,expected_ordinal_level,-0.0428818718421,-0.000770546213175,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,MJ1__tangent_angle_degree,MJ1,tangent_angle_degree,expected_ordinal_level,0.00276005163852,12.3340116147,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,MJ3__interval_z,MJ3,interval_z,expected_ordinal_level,-3.99490137649e-05,-0.276010579863,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,MJ3__velocity_mm_per_day,MJ3,velocity_mm_per_day,expected_ordinal_level,0.0036224961547,0.043371905608,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,MJ3__acceleration_mm_per_day_squared,MJ3,acceleration_mm_per_day_squared,expected_ordinal_level,0.00214346918246,-0.000133338077148,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,MJ3__tangent_angle_degree,MJ3,tangent_angle_degree,expected_ordinal_level,1.10482123723e-05,4.91821884325,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,MJ9__interval_z,MJ9,interval_z,expected_ordinal_level,0.000804699303365,-0.620407228993,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,MJ9__velocity_mm_per_day,MJ9,velocity_mm_per_day,expected_ordinal_level,0,-0.01904,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,MJ9__acceleration_mm_per_day_squared,MJ9,acceleration_mm_per_day_squared,expected_ordinal_level,-0.304851739026,-9.99999991791e-06,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-17,MJ9__tangent_angle_degree,MJ9,tangent_angle_degree,expected_ordinal_level,1.10953634368e-05,-10.4351878522,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU1__interval_z,ATU1,interval_z,expected_ordinal_level,-0.0456814414634,-0.123848579623,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU1__velocity_mm_per_day,ATU1,velocity_mm_per_day,expected_ordinal_level,0,0.0907487371413,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU1__acceleration_mm_per_day_squared,ATU1,acceleration_mm_per_day_squared,expected_ordinal_level,-3.60503057408e-05,0.00226268615506,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU1__tangent_angle_degree,ATU1,tangent_angle_degree,expected_ordinal_level,-0.780069456851,3.56282676958,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU2__interval_z,ATU2,interval_z,expected_ordinal_level,0.00736275633851,-0.403294435079,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU2__velocity_mm_per_day,ATU2,velocity_mm_per_day,expected_ordinal_level,-0.124572420019,0.03516,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU2__acceleration_mm_per_day_squared,ATU2,acceleration_mm_per_day_squared,expected_ordinal_level,0,-3.00000000379e-05,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU2__tangent_angle_degree,ATU2,tangent_angle_degree,expected_ordinal_level,-0.452153629456,1.74747217489,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU3__interval_z,ATU3,interval_z,expected_ordinal_level,-2.77555756156e-17,-0.401084849835,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU3__velocity_mm_per_day,ATU3,velocity_mm_per_day,expected_ordinal_level,-0.00273218245278,0.07455,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU3__acceleration_mm_per_day_squared,ATU3,acceleration_mm_per_day_squared,expected_ordinal_level,-0.000318682100494,0.000150000000076,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU3__tangent_angle_degree,ATU3,tangent_angle_degree,expected_ordinal_level,-0.00599808417078,2.42730266376,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU4__interval_z,ATU4,interval_z,expected_ordinal_level,0,-0.350875932458,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU4__velocity_mm_per_day,ATU4,velocity_mm_per_day,expected_ordinal_level,-0.0191452066781,0.03282,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU4__acceleration_mm_per_day_squared,ATU4,acceleration_mm_per_day_squared,expected_ordinal_level,0.00639625739593,-0.000499999999988,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU4__tangent_angle_degree,ATU4,tangent_angle_degree,expected_ordinal_level,-0.000352573209389,1.84167520206,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU5__interval_z,ATU5,interval_z,expected_ordinal_level,6.77766972985e-05,-0.418292135412,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU5__velocity_mm_per_day,ATU5,velocity_mm_per_day,expected_ordinal_level,-0.240356047424,0.0845298300494,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU5__acceleration_mm_per_day_squared,ATU5,acceleration_mm_per_day_squared,expected_ordinal_level,0.00106161634899,0.00187033706095,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,ATU5__tangent_angle_degree,ATU5,tangent_angle_degree,expected_ordinal_level,-0.0883760934249,2.64294654272,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,MJ1__interval_z,MJ1,interval_z,expected_ordinal_level,-0.000280330046776,-0.335364280959,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,MJ1__velocity_mm_per_day,MJ1,velocity_mm_per_day,expected_ordinal_level,2.95674292045e-05,0.0462515998864,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,MJ1__acceleration_mm_per_day_squared,MJ1,acceleration_mm_per_day_squared,expected_ordinal_level,-0.0275806157774,-0.00177288565999,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,MJ1__tangent_angle_degree,MJ1,tangent_angle_degree,expected_ordinal_level,0,9.45281077081,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,MJ3__interval_z,MJ3,interval_z,expected_ordinal_level,0.00242523761405,-0.540242430927,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,MJ3__velocity_mm_per_day,MJ3,velocity_mm_per_day,expected_ordinal_level,0.0380954420778,0.0331479941378,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,MJ3__acceleration_mm_per_day_squared,MJ3,acceleration_mm_per_day_squared,expected_ordinal_level,-0.246702677242,-0.00159287018232,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,MJ3__tangent_angle_degree,MJ3,tangent_angle_degree,expected_ordinal_level,5.54386270128e-05,3.76270482493,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,MJ9__interval_z,MJ9,interval_z,expected_ordinal_level,-0.00124487995786,-0.794881995005,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,MJ9__velocity_mm_per_day,MJ9,velocity_mm_per_day,expected_ordinal_level,-2.87964097012e-16,-0.01903,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,MJ9__acceleration_mm_per_day_squared,MJ9,acceleration_mm_per_day_squared,expected_ordinal_level,2.38716587108e-05,-5.68434188608e-14,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2018-12-28,MJ9__tangent_angle_degree,MJ9,tangent_angle_degree,expected_ordinal_level,0.000106467200862,-10.4298274911,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU1__interval_z,ATU1,interval_z,expected_ordinal_level,-0.00322843745153,-0.0602120532072,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU1__velocity_mm_per_day,ATU1,velocity_mm_per_day,expected_ordinal_level,0,0.11323389992,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU1__acceleration_mm_per_day_squared,ATU1,acceleration_mm_per_day_squared,expected_ordinal_level,0.00317865458128,0.000655570089862,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU1__tangent_angle_degree,ATU1,tangent_angle_degree,expected_ordinal_level,-0.771465465416,4.44241734929,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU2__interval_z,ATU2,interval_z,expected_ordinal_level,-0.0273329735882,-0.372370239049,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU2__velocity_mm_per_day,ATU2,velocity_mm_per_day,expected_ordinal_level,-0.162156623303,0.00151,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU2__acceleration_mm_per_day_squared,ATU2,acceleration_mm_per_day_squared,expected_ordinal_level,0,-0.00326000000001,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU2__tangent_angle_degree,ATU2,tangent_angle_degree,expected_ordinal_level,-0.588585191226,0.0750711019289,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU3__interval_z,ATU3,interval_z,expected_ordinal_level,0,-0.205827336114,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU3__velocity_mm_per_day,ATU3,velocity_mm_per_day,expected_ordinal_level,-0.00156281882832,0.13817,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU3__acceleration_mm_per_day_squared,ATU3,acceleration_mm_per_day_squared,expected_ordinal_level,0,0.00614000000007,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU3__tangent_angle_degree,ATU3,tangent_angle_degree,expected_ordinal_level,0.00270519602655,4.4921970708,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU4__interval_z,ATU4,interval_z,expected_ordinal_level,0,-0.342422138545,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU4__velocity_mm_per_day,ATU4,velocity_mm_per_day,expected_ordinal_level,-0.0203647844935,0.00599,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU4__acceleration_mm_per_day_squared,ATU4,acceleration_mm_per_day_squared,expected_ordinal_level,8.19934523834e-05,-0.00256999999999,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU4__tangent_angle_degree,ATU4,tangent_angle_degree,expected_ordinal_level,-0.000349687796524,0.336237312994,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU5__interval_z,ATU5,interval_z,expected_ordinal_level,0.00198288364186,-0.292210779766,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU5__velocity_mm_per_day,ATU5,velocity_mm_per_day,expected_ordinal_level,-0.264602899595,0.104705062206,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU5__acceleration_mm_per_day_squared,ATU5,acceleration_mm_per_day_squared,expected_ordinal_level,-8.25085068268e-07,0.00101220831948,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,ATU5__tangent_angle_degree,ATU5,tangent_angle_degree,expected_ordinal_level,-0.37303916102,3.2725148561,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,MJ1__interval_z,MJ1,interval_z,expected_ordinal_level,-7.00880465874e-05,-0.384790464317,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,MJ1__velocity_mm_per_day,MJ1,velocity_mm_per_day,expected_ordinal_level,2.95674292045e-05,0.030018363437,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,MJ1__acceleration_mm_per_day_squared,MJ1,acceleration_mm_per_day_squared,expected_ordinal_level,0.00880521736732,0.000152903737217,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,MJ1__tangent_angle_degree,MJ1,tangent_angle_degree,expected_ordinal_level,0,6.16743973536,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,MJ3__interval_z,MJ3,interval_z,expected_ordinal_level,-1.0574146101e-06,-0.459903390909,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,MJ3__velocity_mm_per_day,MJ3,velocity_mm_per_day,expected_ordinal_level,-0.0155863524417,0.0159845832241,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,MJ3__acceleration_mm_per_day_squared,MJ3,acceleration_mm_per_day_squared,expected_ordinal_level,0.216856529009,-0.000128172755922,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,MJ3__tangent_angle_degree,MJ3,tangent_angle_degree,expected_ordinal_level,0,1.81645081971,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,MJ9__interval_z,MJ9,interval_z,expected_ordinal_level,-0.00413264861482,-0.812626654808,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,MJ9__velocity_mm_per_day,MJ9,velocity_mm_per_day,expected_ordinal_level,-2.22044604925e-16,-0.01903,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,MJ9__acceleration_mm_per_day_squared,MJ9,acceleration_mm_per_day_squared,expected_ordinal_level,0.0256264847668,1.00000000316e-05,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-09,MJ9__tangent_angle_degree,MJ9,tangent_angle_degree,expected_ordinal_level,-0.000410444560817,-10.429827491,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU1__interval_z,ATU1,interval_z,expected_ordinal_level,-0.0373364334214,-0.0671269729704,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU1__velocity_mm_per_day,ATU1,velocity_mm_per_day,expected_ordinal_level,-1.11022302463e-16,0.102437135906,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU1__acceleration_mm_per_day_squared,ATU1,acceleration_mm_per_day_squared,expected_ordinal_level,-0.0113449280269,-0.00234576907746,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU1__tangent_angle_degree,ATU1,tangent_angle_degree,expected_ordinal_level,-0.285655806147,4.02029805033,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU2__interval_z,ATU2,interval_z,expected_ordinal_level,0.0897796301118,-0.360597780465,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU2__velocity_mm_per_day,ATU2,velocity_mm_per_day,expected_ordinal_level,-0.138006750944,-0.00995,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU2__acceleration_mm_per_day_squared,ATU2,acceleration_mm_per_day_squared,expected_ordinal_level,0,0.000810000000001,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU2__tangent_angle_degree,ATU2,tangent_angle_degree,expected_ordinal_level,-0.341729996776,-0.494661809863,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU3__interval_z,ATU3,interval_z,expected_ordinal_level,0,-0.136353933426,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU3__velocity_mm_per_day,ATU3,velocity_mm_per_day,expected_ordinal_level,0.0077339844363,0.16039,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU3__acceleration_mm_per_day_squared,ATU3,acceleration_mm_per_day_squared,expected_ordinal_level,-0.00963193850351,-0.00140999999996,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU3__tangent_angle_degree,ATU3,tangent_angle_degree,expected_ordinal_level,0.00504448601946,5.21091229583,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU4__interval_z,ATU4,interval_z,expected_ordinal_level,0,-0.332243383459,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU4__velocity_mm_per_day,ATU4,velocity_mm_per_day,expected_ordinal_level,-0.144220776934,-0.00868000000003,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU4__acceleration_mm_per_day_squared,ATU4,acceleration_mm_per_day_squared,expected_ordinal_level,4.35250778974e-07,-0.000300000000038,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU4__tangent_angle_degree,ATU4,tangent_angle_degree,expected_ordinal_level,-0.00237289603177,-0.487229220267,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU5__interval_z,ATU5,interval_z,expected_ordinal_level,0.00767985993845,-0.264762516295,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU5__velocity_mm_per_day,ATU5,velocity_mm_per_day,expected_ordinal_level,-0.0279514490201,0.105869751408,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU5__acceleration_mm_per_day_squared,ATU5,acceleration_mm_per_day_squared,expected_ordinal_level,-0.013741076279,-0.000649392065838,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,ATU5__tangent_angle_degree,ATU5,tangent_angle_degree,expected_ordinal_level,-0.011922005614,3.30883631344,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,MJ1__interval_z,MJ1,interval_z,expected_ordinal_level,-7.51634532046e-05,-0.383647326256,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,MJ1__velocity_mm_per_day,MJ1,velocity_mm_per_day,expected_ordinal_level,0.0112047923975,0.0541534879242,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,MJ1__acceleration_mm_per_day_squared,MJ1,acceleration_mm_per_day_squared,expected_ordinal_level,-0.102293864735,0.00389510096693,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,MJ1__tangent_angle_degree,MJ1,tangent_angle_degree,expected_ordinal_level,-0.000420631849951,11.0309630039,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,MJ3__interval_z,MJ3,interval_z,expected_ordinal_level,0.00134208828004,-0.272922520219,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,MJ3__velocity_mm_per_day,MJ3,velocity_mm_per_day,expected_ordinal_level,0.00333236255316,0.0346398248471,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,MJ3__acceleration_mm_per_day_squared,MJ3,acceleration_mm_per_day_squared,expected_ordinal_level,0.00514897202474,0.00321601756514,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,MJ3__tangent_angle_degree,MJ3,tangent_angle_degree,expected_ordinal_level,0.00807526384366,3.93152627539,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,MJ9__interval_z,MJ9,interval_z,expected_ordinal_level,0.000255984582043,-0.91042339425,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
