fold,date,feature,station,indicator,explained_output,shap_value_expected_ordinal_level,feature_value,method,interpretation
2,2019-01-20,MJ9__velocity_mm_per_day,MJ9,velocity_mm_per_day,expected_ordinal_level,-5.55111512313e-16,-0.01903,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,MJ9__acceleration_mm_per_day_squared,MJ9,acceleration_mm_per_day_squared,expected_ordinal_level,-0.00175698781869,0,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-01-20,MJ9__tangent_angle_degree,MJ9,tangent_angle_degree,expected_ordinal_level,0.000279692557227,-10.429827491,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU1__interval_z,ATU1,interval_z,expected_ordinal_level,-0.0146710666693,-0.166319192071,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU1__velocity_mm_per_day,ATU1,velocity_mm_per_day,expected_ordinal_level,0,0.0530056837902,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU1__acceleration_mm_per_day_squared,ATU1,acceleration_mm_per_day_squared,expected_ordinal_level,1.64222956694e-05,-0.00561995726019,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU1__tangent_angle_degree,ATU1,tangent_angle_degree,expected_ordinal_level,-0.626102140189,2.08278995414,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU2__interval_z,ATU2,interval_z,expected_ordinal_level,0.0200718079678,-0.327209652404,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU2__velocity_mm_per_day,ATU2,velocity_mm_per_day,expected_ordinal_level,-0.191279017117,0.02868,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU2__acceleration_mm_per_day_squared,ATU2,acceleration_mm_per_day_squared,expected_ordinal_level,0,0.00526000000002,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU2__tangent_angle_degree,ATU2,tangent_angle_degree,expected_ordinal_level,-0.713761296169,1.42556035558,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU3__interval_z,ATU3,interval_z,expected_ordinal_level,0,-0.29115137666,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU3__velocity_mm_per_day,ATU3,velocity_mm_per_day,expected_ordinal_level,0.00342763131166,0.08984,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU3__acceleration_mm_per_day_squared,ATU3,acceleration_mm_per_day_squared,expected_ordinal_level,-0.00158473914945,-0.00966000000005,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU3__tangent_angle_degree,ATU3,tangent_angle_degree,expected_ordinal_level,0.00467517597236,2.92434499987,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU4__interval_z,ATU4,interval_z,expected_ordinal_level,0,-0.325826770498,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU4__velocity_mm_per_day,ATU4,velocity_mm_per_day,expected_ordinal_level,-0.00543126641242,0.00347000000005,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU4__acceleration_mm_per_day_squared,ATU4,acceleration_mm_per_day_squared,expected_ordinal_level,-0.0187374231825,0.00214000000005,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU4__tangent_angle_degree,ATU4,tangent_angle_degree,expected_ordinal_level,-0.000583815865315,0.194783368133,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU5__interval_z,ATU5,interval_z,expected_ordinal_level,0.00127767180896,-0.353989027308,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU5__velocity_mm_per_day,ATU5,velocity_mm_per_day,expected_ordinal_level,-0.307623646358,0.0862947893417,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU5__acceleration_mm_per_day_squared,ATU5,acceleration_mm_per_day_squared,expected_ordinal_level,-3.28452576248e-08,-0.00246204703171,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,ATU5__tangent_angle_degree,ATU5,tangent_angle_degree,expected_ordinal_level,-0.225960917922,2.6980498194,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,MJ1__interval_z,MJ1,interval_z,expected_ordinal_level,-0.0039343473302,-0.157085330046,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,MJ1__velocity_mm_per_day,MJ1,velocity_mm_per_day,expected_ordinal_level,0.000914655654043,0.127430279879,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,MJ1__acceleration_mm_per_day_squared,MJ1,acceleration_mm_per_day_squared,expected_ordinal_level,0.0325138741095,0.00797749794401,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,MJ1__tangent_angle_degree,MJ1,tangent_angle_degree,expected_ordinal_level,-1.57764450486e-05,24.6419777939,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,MJ3__interval_z,MJ3,interval_z,expected_ordinal_level,0.00109637141079,-0.050840220812,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,MJ3__velocity_mm_per_day,MJ3,velocity_mm_per_day,expected_ordinal_level,0.000835135249963,0.096945385181,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,MJ3__acceleration_mm_per_day_squared,MJ3,acceleration_mm_per_day_squared,expected_ordinal_level,0.0812139666617,0.00686422518811,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,MJ3__tangent_angle_degree,MJ3,tangent_angle_degree,expected_ordinal_level,-0.000233938688045,10.8873796092,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,MJ9__interval_z,MJ9,interval_z,expected_ordinal_level,-0.000647245288754,-0.931038602406,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,MJ9__velocity_mm_per_day,MJ9,velocity_mm_per_day,expected_ordinal_level,0,-0.01903,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,MJ9__acceleration_mm_per_day_squared,MJ9,acceleration_mm_per_day_squared,expected_ordinal_level,0.000447066678511,-5.68434188608e-14,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-01,MJ9__tangent_angle_degree,MJ9,tangent_angle_degree,expected_ordinal_level,-0.000363327371564,-10.4298274911,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU1__interval_z,ATU1,interval_z,expected_ordinal_level,-0.00941575007391,-0.210886614601,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU1__velocity_mm_per_day,ATU1,velocity_mm_per_day,expected_ordinal_level,0,0.00687955792978,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU1__acceleration_mm_per_day_squared,ATU1,acceleration_mm_per_day_squared,expected_ordinal_level,-0.0215490577903,-0.00181276364566,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU1__tangent_angle_degree,ATU1,tangent_angle_degree,expected_ordinal_level,-0.389025294765,0.270440478633,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU2__interval_z,ATU2,interval_z,expected_ordinal_level,0.00143342288914,-0.128216268277,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU2__velocity_mm_per_day,ATU2,velocity_mm_per_day,expected_ordinal_level,0.270229108982,0.10574,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU2__acceleration_mm_per_day_squared,ATU2,acceleration_mm_per_day_squared,expected_ordinal_level,0,0.00221000000005,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU2__tangent_angle_degree,ATU2,tangent_angle_degree,expected_ordinal_level,0.472384040694,5.24229122838,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU3__interval_z,ATU3,interval_z,expected_ordinal_level,-2.22044604925e-16,-0.441014748932,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU3__velocity_mm_per_day,ATU3,velocity_mm_per_day,expected_ordinal_level,-0.0132284888322,-0.0242,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU3__acceleration_mm_per_day_squared,ATU3,acceleration_mm_per_day_squared,expected_ordinal_level,-0.00102000309913,-0.00314999999989,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU3__tangent_angle_degree,ATU3,tangent_angle_degree,expected_ordinal_level,-0.0241347880728,-0.788359248609,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU4__interval_z,ATU4,interval_z,expected_ordinal_level,0,-0.30554385634,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU4__velocity_mm_per_day,ATU4,velocity_mm_per_day,expected_ordinal_level,-0.0195500884294,0.000450000000001,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU4__acceleration_mm_per_day_squared,ATU4,acceleration_mm_per_day_squared,expected_ordinal_level,-0.00700539443189,0.000479999999982,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU4__tangent_angle_degree,ATU4,tangent_angle_degree,expected_ordinal_level,-0.000724501285694,0.025260186645,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU5__interval_z,ATU5,interval_z,expected_ordinal_level,0.00144681941385,-0.327776676519,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU5__velocity_mm_per_day,ATU5,velocity_mm_per_day,expected_ordinal_level,-0.261332247994,0.0683086920039,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU5__acceleration_mm_per_day_squared,ATU5,acceleration_mm_per_day_squared,expected_ordinal_level,-0.0016478789727,-0.000394380070475,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,ATU5__tangent_angle_degree,ATU5,tangent_angle_degree,expected_ordinal_level,-0.0404867016841,2.13629497726,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,MJ1__interval_z,MJ1,interval_z,expected_ordinal_level,5.66185300299e-06,0.0523033737955,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,MJ1__velocity_mm_per_day,MJ1,velocity_mm_per_day,expected_ordinal_level,0.0192737117615,0.197636190758,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,MJ1__acceleration_mm_per_day_squared,MJ1,acceleration_mm_per_day_squared,expected_ordinal_level,0.00165408388258,0.00340514288848,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,MJ1__tangent_angle_degree,MJ1,tangent_angle_degree,expected_ordinal_level,3.55993293755e-06,35.4299039126,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,MJ3__interval_z,MJ3,interval_z,expected_ordinal_level,0.000638159566199,0.390418813819,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,MJ3__velocity_mm_per_day,MJ3,velocity_mm_per_day,expected_ordinal_level,9.16325815229e-05,0.161241417056,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,MJ3__acceleration_mm_per_day_squared,MJ3,acceleration_mm_per_day_squared,expected_ordinal_level,0.0750747213176,0.00356530607223,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,MJ3__tangent_angle_degree,MJ3,tangent_angle_degree,expected_ordinal_level,0.000141174034763,17.7397649026,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,MJ9__interval_z,MJ9,interval_z,expected_ordinal_level,0.00542630214423,-0.161178955829,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,MJ9__velocity_mm_per_day,MJ9,velocity_mm_per_day,expected_ordinal_level,0,0.07555,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,MJ9__acceleration_mm_per_day_squared,MJ9,acceleration_mm_per_day_squared,expected_ordinal_level,2.0229862117e-05,0.00479000000001,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-13,MJ9__tangent_angle_degree,MJ9,tangent_angle_degree,expected_ordinal_level,-0.00959951441327,36.1584610355,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU1__interval_z,ATU1,interval_z,expected_ordinal_level,-0.0259894385836,-0.220873849294,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU1__velocity_mm_per_day,ATU1,velocity_mm_per_day,expected_ordinal_level,0,0.0114194136097,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU1__acceleration_mm_per_day_squared,ATU1,acceleration_mm_per_day_squared,expected_ordinal_level,-0.00284716510864,0.00226727898445,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU1__tangent_angle_degree,ATU1,tangent_angle_degree,expected_ordinal_level,-0.35478822591,0.448899690662,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU2__interval_z,ATU2,interval_z,expected_ordinal_level,0.000328385277824,-0.200021457478,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU2__velocity_mm_per_day,ATU2,velocity_mm_per_day,expected_ordinal_level,0.10839584318,0.07632,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU2__acceleration_mm_per_day_squared,ATU2,acceleration_mm_per_day_squared,expected_ordinal_level,0,-0.00672999999995,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU2__tangent_angle_degree,ATU2,tangent_angle_degree,expected_ordinal_level,0.438844736666,3.78879217824,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU3__interval_z,ATU3,interval_z,expected_ordinal_level,0,-0.37331175197,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU3__velocity_mm_per_day,ATU3,velocity_mm_per_day,expected_ordinal_level,-0.00252607268275,0.0206400000001,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU3__acceleration_mm_per_day_squared,ATU3,acceleration_mm_per_day_squared,expected_ordinal_level,0,0.0101100000002,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU3__tangent_angle_degree,ATU3,tangent_angle_degree,expected_ordinal_level,0.000715214506551,0.672397305286,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU4__interval_z,ATU4,interval_z,expected_ordinal_level,0,-0.251438381391,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU4__velocity_mm_per_day,ATU4,velocity_mm_per_day,expected_ordinal_level,-0.00489511952112,0.01612,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU4__acceleration_mm_per_day_squared,ATU4,acceleration_mm_per_day_squared,expected_ordinal_level,-0.00775545200946,0.00221999999997,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU4__tangent_angle_degree,ATU4,tangent_angle_degree,expected_ordinal_level,-6.52200579485e-05,0.904800857568,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU5__interval_z,ATU5,interval_z,expected_ordinal_level,0.00198257912596,-0.332882487224,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU5__velocity_mm_per_day,ATU5,velocity_mm_per_day,expected_ordinal_level,-0.0739230216329,0.0772828404785,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU5__acceleration_mm_per_day_squared,ATU5,acceleration_mm_per_day_squared,expected_ordinal_level,-0.0209205378954,0.00182434147121,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,ATU5__tangent_angle_degree,ATU5,tangent_angle_degree,expected_ordinal_level,-0.0677184649793,2.41664021349,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
2,2019-02-24,MJ1__interval_z,MJ1,interval_z,expected_ordinal_level,-0.000452758782626,0.0509923053789,permutation_shap_ngboost_expected_ordinal_level,model_dependency_not_causal_not_convlstm_internal_shap
