origin,seed,point,metric,cached,refreshed,difference,relative_change
792,ensemble,average,mae,16.733052482139161,22.053266227674687,5.3202137455355256,0.3179463968821179
792,ensemble,average,rmse,19.372055889649246,24.684373678410555,5.3123177887613089,0.27422581366801402
792,ensemble,average,crps,17.442211624051772,21.031804697100032,3.5895930730482597,0.20579919280983971
792,ensemble,average,interval_score90,226.96176921080414,256.36036686815834,29.398597657354202,0.12953105608746163
792,ensemble,average,coverage90,0.63395904436860073,0.63395904436860073,0,0
792,ensemble,average,width90,99.943287192697596,104.70785752802584,4.7645703353282443,0.047672739902399064
792,ensemble,ATU1,mae,19.991715372628583,27.731120133282985,7.7394047606544021,0.38713059967083741
792,ensemble,ATU1,rmse,23.104569781165743,30.509947172206449,7.4053773910407052,0.32051570149024711
792,ensemble,ATU1,crps,16.74217986361278,22.143652648413866,5.4014727848010864,0.32262661306969775
792,ensemble,ATU1,interval_score90,226.15305811860944,264.91197217042935,38.758914051819914,0.1713835504779786
792,ensemble,ATU1,coverage90,0.26279863481228671,0.26621160409556316,0.0034129692832764458,0.01298701298701288
792,ensemble,ATU1,width90,24.626533831089549,39.614269095335189,14.987735264245639,0.60860108722748896
792,ensemble,ATU5,mae,29.060882447792473,39.086299225483678,10.025416777691206,0.34497977808147251
792,ensemble,ATU5,rmse,33.464110963293344,43.52383778931604,10.059726826022697,0.30061240345088414
792,ensemble,ATU5,crps,24.626557257113365,32.335480935805897,7.7089236786925319,0.31303294237223578
792,ensemble,ATU5,interval_score90,341.74153001386435,429.86293990442977,88.121409890565417,0.25785982138896135
792,ensemble,ATU5,coverage90,0.27303754266211605,0.27303754266211605,0,0
792,ensemble,ATU5,width90,35.194126228958119,48.601557027440094,13.407430798481975,0.38095649004776799
792,ensemble,MJ3,mae,3.6744058191793161,4.2686432006100157,0.5942373814306996,0.1617233943863674
792,ensemble,MJ3,rmse,5.1168290497403168,5.9035846763603201,0.78675562662000331,0.15375843495493213
792,ensemble,MJ3,crps,18.960772611372469,18.601473470827766,-0.35929914054470302,-0.01894960442325011
792,ensemble,MJ3,interval_score90,265.08898957772226,259.37744677506362,-5.7115428026586414,-0.021545756433554386
792,ensemble,MJ3,coverage90,1,1,0,0
792,ensemble,MJ3,width90,265.08898957772226,259.37744677506362,-5.7115428026586414,-0.021545756433554386
792,ensemble,MJ1,mae,14.20520628895628,17.127002351322059,2.9217960623657788,0.20568487376612787
792,ensemble,MJ1,rmse,15.802713764397582,18.800125075759411,2.9974113113618284,0.18967699827068873
792,ensemble,MJ1,crps,9.4393367641084822,11.04661173335259,1.6072749692441075,0.1702741420727254
792,ensemble,MJ1,interval_score90,74.863499133020454,71.289108622710614,-3.5743905103098399,-0.047745437385430245
792,ensemble,MJ1,coverage90,1,0.9965870307167235,-0.0034129692832765013,-0.0034129692832765013
792,ensemble,MJ1,width90,74.863499133020454,71.238157214264433,-3.6253419187560212,-0.048426028181161707
792,0,average,mae,15.023190311317538,18.045453700553992,3.0222633892364534,0.20117320799428784
792,0,average,rmse,17.569959248179398,20.933471688946902,3.3635124407675043,0.19143541503182671
792,0,average,crps,15.74785172051755,17.851383457346881,2.1035317368293303,0.13357579015610632
792,0,average,interval_score90,193.90042044796991,200.06662884365295,6.1662083956830429,0.03180090265630775
792,0,average,coverage90,0.64334470989761094,0.63907849829351537,-0.0042662116040955711,-0.0066312997347480751
792,0,average,width90,99.943287192697596,104.70785752802584,4.7645703353282443,0.047672739902399064
792,0,ATU1,mae,16.252063388650257,20.796805781885372,4.544742393235115,0.27964094678642271
792,0,ATU1,rmse,19.31881167199942,23.672333463078928,4.3535217910795083,0.22535142766516425
792,0,ATU1,crps,13.043411478572219,15.935054258053391,2.8916427794811721,0.22169374816025522
792,0,ATU1,interval_score90,150.30290593647379,146.11173832289649,-4.1911676135773064,-0.027884807598787975
792,0,ATU1,coverage90,0.30716723549488056,0.28327645051194539,-0.023890784982935176,-0.077777777777777835
792,0,ATU1,width90,24.626533831089546,39.614269095335196,14.98773526424565,0.6086010872274894
792,0,ATU5,mae,26.236863062226881,32.750986198373987,6.5141231361471057,0.24828132542740855
792,0,ATU5,rmse,30.312449959501084,37.160851613716879,6.8484016542157953,0.22592702547519572
792,0,ATU5,crps,21.841289829483248,26.581043133551269,4.7397533040680209,0.21700885529525338
792,0,ATU5,interval_score90,285.34628714466311,323.53917306238725,38.192885917724141,0.13384749561630471
792,0,ATU5,coverage90,0.26621160409556316,0.27303754266211605,0.0068259385665528916,0.02564102564102555
792,0,ATU5,width90,35.194126228958119,48.601557027440094,13.407430798481975,0.38095649004776799
792,0,MJ3,mae,4.1000135834377165,2.9742046344905013,-1.1258089489472152,-0.2745866388089534
792,0,MJ3,rmse,5.4426341191682459,5.3053249968442628,-0.13730912232398307,-0.02522843154942167
792,0,MJ3,crps,18.977858389085409,18.567436903544106,-0.41042148554130264,-0.021626333020660859
792,0,MJ3,interval_score90,265.08898957772226,259.37744677506362,-5.7115428026586414,-0.021545756433554386
792,0,MJ3,coverage90,1,1,0,0
792,0,MJ3,width90,265.08898957772226,259.37744677506362,-5.7115428026586414,-0.021545756433554386
792,0,MJ1,mae,13.503821210955305,15.659818187466094,2.1559969765107887,0.15965828803788384
792,0,MJ1,rmse,15.205941242048837,17.595376682147524,2.389435440098687,0.15713827918071943
792,0,MJ1,crps,9.128847184929322,10.321999534238754,1.1931523493094325,0.13070131695042386
792,0,MJ1,interval_score90,74.863499133020468,71.238157214264433,-3.6253419187560354,-0.048426028181161818
792,0,MJ1,coverage90,1,1,0,0
792,0,MJ1,width90,74.863499133020468,71.238157214264433,-3.6253419187560354,-0.048426028181161818
792,1,average,mae,16.709179416030381,24.088280230701717,7.3791008146713359,0.44161958112628841
792,1,average,rmse,19.28663716048824,26.788806008761085,7.502168848272845,0.38898273378846149
792,1,average,crps,17.332278933056799,22.500954615299818,5.1686756822430198,0.29821096822906079
792,1,average,interval_score90,223.51146148642013,276.93606728030846,53.424605793888333,0.23902400994829631
792,1,average,coverage90,0.63822525597269619,0.63566552901023887,-0.0025597269624573205,-0.0040106951871657914
792,1,average,width90,99.943287192697596,104.70785752802584,4.7645703353282443,0.047672739902399064
792,1,ATU1,mae,22.823562155169238,33.418676682536216,10.595114527366977,0.46421826949424383
792,1,ATU1,rmse,25.747213385178359,36.401509643629197,10.654296258450838,0.41380385904534789
792,1,ATU1,crps,19.340597184092381,27.505609580654429,8.165012396562048,0.42216961135397413
792,1,ATU1,interval_score90,275.98768657789037,362.31522423151068,86.327537653620311,0.31279488851129078
792,1,ATU1,coverage90,0.27303754266211605,0.27303754266211605,0,0
792,1,ATU1,width90,24.626533831089546,39.614269095335182,14.987735264245636,0.60860108722748896
792,1,ATU5,mae,25.424623740854013,38.020635312903359,12.596011572049346,0.49542568261528364
792,1,ATU5,rmse,29.750619778175771,42.617814352676554,12.867194574500783,0.43250173174341056
792,1,ATU5,crps,21.267554288110276,31.38668292247733,10.119128634367055,0.47580123681754039
792,1,ATU5,interval_score90,278.10567065704743,414.49699562160629,136.39132496455886,0.49042985942114448
792,1,ATU5,coverage90,0.27986348122866894,0.27986348122866894,0,0
792,1,ATU5,width90,35.194126228958119,48.601557027440094,13.407430798481975,0.38095649004776799
792,1,MJ3,mae,3.6103376346703495,5.4378548021935638,1.8275171675232142,0.50619009977721374
792,1,MJ3,rmse,5.2551114671909236,7.1454676054870898,1.8903561382961662,0.35971761019688531
792,1,MJ3,crps,18.967683475952519,18.683390744747093,-0.28429273120542575,-0.01498826841800982
792,1,MJ3,interval_score90,265.08898957772226,259.37744677506362,-5.7115428026586414,-0.021545756433554386
792,1,MJ3,coverage90,1,1,0,0
792,1,MJ3,width90,265.08898957772226,259.37744677506362,-5.7115428026586414,-0.021545756433554386
792,1,MJ1,mae,14.978194133427927,19.475954125173732,4.4977599917458058,0.30028720095888106
792,1,MJ1,rmse,16.393604011407916,20.990432433251495,4.5968284218435791,0.28040377324258636
792,1,MJ1,crps,9.7532807840720182,12.428135213320424,2.6748544292484056,0.27425176086560366
792,1,MJ1,interval_score90,74.863499133020468,71.554602493053281,-3.3088966399671875,-0.044199064674866562
792,1,MJ1,coverage90,1,0.98976109215017061,-0.010238907849829393,-0.010238907849829393
792,1,MJ1,width90,74.863499133020468,71.238157214264433,-3.6253419187560354,-0.048426028181161818
792,2,average,mae,19.028110545204779,24.294834460196846,5.2667239149920668,0.27678648925651306
792,2,average,rmse,21.870874160788325,26.956115428794327,5.0852412680060013,0.23251202629674439
792,2,average,crps,19.44837357285417,23.017002350189436,3.5686287773352667,0.1834924017665065
792,2,average,interval_score90,264.68397915054214,294.25361238137293,29.569633230830789,0.1117167473669145
792,2,average,coverage90,0.62627986348122866,0.61945392491467577,-0.0068259385665528916,-0.010899182561307841
792,2,average,width90,99.943287192697596,104.70785752802584,4.7645703353282443,0.047672739902399064
792,2,ATU1,mae,21.317506863961846,29.020927742435756,7.70342087847391,0.3613659386922432
792,2,ATU1,rmse,24.866167341973828,31.909094832854592,7.0429274908807642,0.28323333443479148
792,2,ATU1,crps,18.161757299825847,23.415156948526423,5.2533996487005759,0.28925613099955649
792,2,ATU1,interval_score90,254.48384150839331,288.48426170844351,34.0004202000502,0.13360541871154052
792,2,ATU1,coverage90,0.25255972696245732,0.24914675767918087,-0.0034129692832764458,-0.013513513513513487
