fold,scope,interval_variant,test_start_date,test_end_date,n_dates,n_stations,seed_count,seeds,baseline_rmse,baseline_mae,mean_actual_increment,actual_increment_std,rmse_skill_positive_seeds,mae_skill_positive_seeds,rmse_skill_sign,mae_skill_sign,best_seed_selected,confirmatory_external_validation,model_rmse_mean,model_rmse_std,model_rmse_min,model_rmse_max,model_mae_mean,model_mae_std,model_mae_min,model_mae_max,rmse_skill_vs_baseline_mean,rmse_skill_vs_baseline_std,rmse_skill_vs_baseline_min,rmse_skill_vs_baseline_max,mae_skill_vs_baseline_mean,mae_skill_vs_baseline_std,mae_skill_vs_baseline_min,mae_skill_vs_baseline_max,model_mean_error_mean,model_mean_error_std,model_mean_error_min,model_mean_error_max,mean_predicted_increment_mean,mean_predicted_increment_std,mean_predicted_increment_min,mean_predicted_increment_max,predicted_increment_std_mean,predicted_increment_std_std,predicted_increment_std_min,predicted_increment_std_max,increment_std_ratio_mean,increment_std_ratio_std,increment_std_ratio_min,increment_std_ratio_max,increment_correlation_mean,increment_correlation_std,increment_correlation_min,increment_correlation_max,coverage_mean,coverage_std,coverage_min,coverage_max,mean_width_mean,mean_width_std,mean_width_min,mean_width_max,mean_pinball_mean,mean_pinball_std,mean_pinball_min,mean_pinball_max,interval_score_80_mean,interval_score_80_std,interval_score_80_min,interval_score_80_max
1,ATU1,calibrated,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.2134247600873727,0.1597519356373974,0.1597519356373974,0.14177263597358836,0,0,all_nonpositive,all_nonpositive,False,False,1.7706650869464273,0.4903496007177722,1.1128297716468298,2.456638648959908,1.649761947181815,0.4934919628856617,1.0647819048139309,2.352186820510033,-7.2964370498603115,2.2975291176011203,-10.510560667629187,-4.21415496117346,-9.327023210075028,3.089114137595069,-13.723995744558565,-5.665220678331918,1.649761947181815,0.4934919628856617,1.0647819048139309,2.352186820510033,1.8095138828192128,0.49349196288566194,1.2245338404513282,2.5119387561474307,0.5986474783330669,0.22025617417134322,0.29529565651806106,0.8766505948109846,4.222588331112023,1.5535873524449109,2.08288189388729,6.183496475118802,0.026307286505575473,0.011749899603489732,0.014567154007461043,0.04553444809148344,0.329616724738676,0.20140759268915848,0.08013937282229965,0.627177700348432,2.748051519806679,0.39691425999270935,2.269200235586474,3.2607963239044935,0.5370998934622339,0.16489216758813655,0.36690232756151114,0.8102910550867134,7.864187067957943,2.7543822977231653,5.683160302775682,12.54779755005124
1,ATU1,raw,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.2134247600873727,0.1597519356373974,0.1597519356373974,0.14177263597358836,0,0,all_nonpositive,all_nonpositive,False,False,1.7706650869464273,0.4903496007177722,1.1128297716468298,2.456638648959908,1.649761947181815,0.4934919628856617,1.0647819048139309,2.352186820510033,-7.2964370498603115,2.2975291176011203,-10.510560667629187,-4.21415496117346,-9.327023210075028,3.089114137595069,-13.723995744558565,-5.665220678331918,1.649761947181815,0.4934919628856617,1.0647819048139309,2.352186820510033,1.8095138828192128,0.49349196288566194,1.2245338404513282,2.5119387561474307,0.5986474783330669,0.22025617417134322,0.29529565651806106,0.8766505948109846,4.222588331112023,1.5535873524449109,2.08288189388729,6.183496475118802,0.026307286505575473,0.011749899603489732,0.014567154007461043,0.04553444809148344,0.329616724738676,0.20140759268915848,0.08013937282229965,0.627177700348432,2.748051519806679,0.39691425999270935,2.269200235586474,3.2607963239044935,0.5370998934622339,0.16489216758813655,0.36690232756151114,0.8102910550867134,7.864187067957943,2.7543822977231653,5.683160302775682,12.54779755005124
1,ATU2,calibrated,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.1584239443009627,0.10696860627177686,0.10696860627177686,0.11706242426276037,0,0,all_nonpositive,all_nonpositive,False,False,1.5705691469510077,0.42271448722551624,0.9731038925449896,2.160744588330944,1.4994788387581965,0.4136879067642185,0.9550356717186305,2.113835038383431,-8.913710669691131,2.6682487239585,-12.639002600680822,-5.142404147547008,-13.017933775340088,3.8673768050520825,-18.761265590511446,-7.928186549352208,1.4994788387581965,0.4136879067642185,0.9550356717186305,2.113835038383431,1.6064474450299735,0.4136879067642186,1.0620042779904073,2.220803644655208,0.4379322086310918,0.17909065996482196,0.15765491566303066,0.6375628349063196,3.7410143467394925,1.5298731518051594,1.3467593607078876,5.446349150221209,0.06540478440012712,0.028378799806539158,0.030215397814841755,0.09750013046073729,0.15331010452961674,0.12783230890483724,0.041811846689895474,0.34146341463414637,2.228331357492031,0.6222951445144912,1.6462565652541623,3.2280451484426496,0.4898813944324421,0.11129398719336456,0.34831256107626435,0.6571980424314257,7.199047639182281,1.452056819087707,5.674198473694778,9.146766081025618
1,ATU2,raw,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.1584239443009627,0.10696860627177686,0.10696860627177686,0.11706242426276037,0,0,all_nonpositive,all_nonpositive,False,False,1.5705691469510077,0.42271448722551624,0.9731038925449896,2.160744588330944,1.4994788387581965,0.4136879067642185,0.9550356717186305,2.113835038383431,-8.913710669691131,2.6682487239585,-12.639002600680822,-5.142404147547008,-13.017933775340088,3.8673768050520825,-18.761265590511446,-7.928186549352208,1.4994788387581965,0.4136879067642185,0.9550356717186305,2.113835038383431,1.6064474450299735,0.4136879067642186,1.0620042779904073,2.220803644655208,0.4379322086310918,0.17909065996482196,0.15765491566303066,0.6375628349063196,3.7410143467394925,1.5298731518051594,1.3467593607078876,5.446349150221209,0.06540478440012712,0.028378799806539158,0.030215397814841755,0.09750013046073729,0.14773519163763066,0.13435207537053348,0.013937282229965157,0.34146341463414637,2.0328253088974333,0.2995648336937676,1.6462565652541623,2.40794899784906,0.5152796657849505,0.16197406148223512,0.34831256107626435,0.784189399193968,7.960995779757536,2.9532092650718478,5.674198473694778,12.95650678390189
1,ATU3,calibrated,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.3191695530913898,0.23802623693379796,0.23802623693379796,0.21300422663602417,0,0,all_nonpositive,all_nonpositive,False,False,2.012586213586538,0.5575747907455868,1.2082278535008653,2.752522977692116,1.912623553686806,0.5456898725654222,1.1656771690829317,2.6857474835275554,-5.30569612324601,1.746954824935739,-7.624014888111741,-2.785536063193678,-7.035347608418323,2.292561860385141,-10.28340941790606,-3.897263360959408,1.912623553686806,0.5456898725654222,1.1656771690829317,2.6857474835275554,2.150649790620604,0.5456898725654222,1.4037034060167297,2.9237737204613534,0.6112874564841939,0.2048962687578909,0.2830076202850725,0.7875426541730608,2.8698372146799946,0.9619352253887999,1.3286479087979235,3.697309985866113,0.18585863037538905,0.01815807836374861,0.15771347772306898,0.2016075030186435,0.2620209059233449,0.11369247747327159,0.11149825783972125,0.4146341463414634,3.074611170886629,0.7777562488448373,2.3302986380579935,4.301810930412755,0.6101671577005574,0.16139696042064736,0.40524457981549716,0.8199529376202942,8.741896962582691,2.3874842956965296,6.328951549050258,11.389177667603418
1,ATU3,raw,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.3191695530913898,0.23802623693379796,0.23802623693379796,0.21300422663602417,0,0,all_nonpositive,all_nonpositive,False,False,2.012586213586538,0.5575747907455868,1.2082278535008653,2.752522977692116,1.912623553686806,0.5456898725654222,1.1656771690829317,2.6857474835275554,-5.30569612324601,1.746954824935739,-7.624014888111741,-2.785536063193678,-7.035347608418323,2.292561860385141,-10.28340941790606,-3.897263360959408,1.912623553686806,0.5456898725654222,1.1656771690829317,2.6857474835275554,2.150649790620604,0.5456898725654222,1.4037034060167297,2.9237737204613534,0.6112874564841939,0.2048962687578909,0.2830076202850725,0.7875426541730608,2.8698372146799946,0.9619352253887999,1.3286479087979235,3.697309985866113,0.18585863037538905,0.01815807836374861,0.15771347772306898,0.2016075030186435,0.243205574912892,0.14756827728151192,0.017421602787456445,0.4146341463414634,2.853117837834753,0.4131099767671832,2.3302986380579935,3.3470972011973115,0.638390372612206,0.2117399372177482,0.40524457981549716,0.9610690121785375,9.588593409932152,3.7978816680738747,6.328951549050258,15.403332947718347
1,ATU4,calibrated,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.1401208085467853,0.09670212543553999,0.09670212543553999,0.1015799825794991,0,0,all_nonpositive,all_nonpositive,False,False,1.1560266728932476,0.3026164942966498,0.7126147185450732,1.5372953599309205,1.0983434373144845,0.2950419389991074,0.6860363820372644,1.4961624821204693,-7.250214117964207,2.1596827582935934,-9.97121388232376,-4.085716575116225,-10.358007203746746,3.0510388232963646,-14.47186760768548,-6.094325785988692,1.0983434373144845,0.2950419389991074,0.6860363820372644,1.4961624821204693,1.1950455627500247,0.2950419389991074,0.7827385074728043,1.5928646075560093,0.3567942089348947,0.10954397182147253,0.18068263955524036,0.4606807968865603,3.5124460535879543,1.078401167629071,1.7787228838500093,4.53515333620007,0.177309156696945,0.018764800069387317,0.15421683239157727,0.19770111385217445,0.2229965156794425,0.13753138924035227,0.08013937282229965,0.4076655052264808,1.7589557362702315,0.43552325668163955,1.3414323411413775,2.4427257303539944,0.3517170136708081,0.0880778068819066,0.24223739985988235,0.4546521685526739,5.05979322355182,1.3513282418741732,3.8369400856101494,6.833254720880561
1,ATU4,raw,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.1401208085467853,0.09670212543553999,0.09670212543553999,0.1015799825794991,0,0,all_nonpositive,all_nonpositive,False,False,1.1560266728932476,0.3026164942966498,0.7126147185450732,1.5372953599309205,1.0983434373144845,0.2950419389991074,0.6860363820372644,1.4961624821204693,-7.250214117964207,2.1596827582935934,-9.97121388232376,-4.085716575116225,-10.358007203746746,3.0510388232963646,-14.47186760768548,-6.094325785988692,1.0983434373144845,0.2950419389991074,0.6860363820372644,1.4961624821204693,1.1950455627500247,0.2950419389991074,0.7827385074728043,1.5928646075560093,0.3567942089348947,0.10954397182147253,0.18068263955524036,0.4606807968865603,3.5124460535879543,1.078401167629071,1.7787228838500093,4.53515333620007,0.177309156696945,0.018764800069387317,0.15421683239157727,0.19770111385217445,0.21114982578397212,0.15442656510695366,0.020905923344947737,0.4076655052264808,1.6411769169022725,0.24022011159159454,1.3414323411413775,1.9193881153353478,0.3666828093611449,0.11282216764288348,0.24223739985988235,0.529481147004358,5.508767094261925,2.0168008985243744,3.8369400856101494,8.403621999528394
1,ATU5,calibrated,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.387436908234515,0.2876198040183912,0.2876198040183912,0.26003424451083024,0,0,all_nonpositive,all_nonpositive,False,False,1.6711897480814208,0.5535249612652524,0.9338947979941455,2.4570016115619553,1.5887319427026525,0.5549111671623006,0.8848657196423253,2.4128842652539597,-3.313450041961031,1.4286841276624183,-5.341681856687582,-1.4104435538930646,-4.523722360234501,1.929321831840265,-7.389145085084868,-2.076511795362132,1.5887319427026525,0.5549111671623006,0.8848657196423253,2.4128842652539597,1.8763517467210442,0.5549111671623006,1.1724855236607166,2.700504069272351,0.49941796650813786,0.1755901009573256,0.2337747685264781,0.6719628644610413,1.9205853730828035,0.675257604196098,0.8990153161028818,2.5841322004535234,0.27886512003335906,0.02745376716682624,0.24108227948609334,0.3088419091368741,0.2864111498257839,0.11411881243681612,0.11846689895470383,0.42857142857142855,2.6102690075868287,0.7620243833379956,1.9444320155536545,3.8612038056448816,0.5020534126108946,0.1676256242155964,0.30298052785613044,0.7257312052915091,7.117942664813578,2.4912818940108563,4.665087237472287,9.858641483661659
1,ATU5,raw,2018-02-21,2018-12-04,287,1,5,"0,1,2,3,4",0.387436908234515,0.2876198040183912,0.2876198040183912,0.26003424451083024,0,0,all_nonpositive,all_nonpositive,False,False,1.6711897480814208,0.5535249612652524,0.9338947979941455,2.4570016115619553,1.5887319427026525,0.5549111671623006,0.8848657196423253,2.4128842652539597,-3.313450041961031,1.4286841276624183,-5.341681856687582,-1.4104435538930646,-4.523722360234501,1.929321831840265,-7.389145085084868,-2.076511795362132,1.5887319427026525,0.5549111671623006,0.8848657196423253,2.4128842652539597,1.8763517467210442,0.5549111671623006,1.1724855236607166,2.700504069272351,0.49941796650813786,0.1755901009573256,0.2337747685264781,0.6719628644610413,1.9205853730828035,0.675257604196098,0.8990153161028818,2.5841322004535234,0.27886512003335906,0.02745376716682624,0.24108227948609334,0.3088419091368741,0.2641114982578397,0.15770929378260834,0.006968641114982578,0.42857142857142855,2.3537676234697407,0.32784095719763373,1.9444320155536545,2.780778872360449,0.5349128000577916,0.2277538907307454,0.30298052785613044,0.890028142525994,8.103724288220487,4.176983859087542,4.665087237472287,14.63642294951002
