seed,fold,epoch,train_pinball_loss,gradient_l2_norm
0,1,1,0.2766706943511963,0.2205469012260437
0,1,2,0.27066704630851746,0.2073238641023636
0,1,3,0.26532942056655884,0.19642989337444305
0,1,4,0.2606014609336853,0.19171534478664398
0,1,5,0.2561175227165222,0.1895207017660141
0,1,6,0.2518126964569092,0.19225169718265533
0,1,7,0.24748066067695618,0.19220033288002014
0,1,8,0.24311909079551697,0.19095343351364136
0,1,9,0.23868508636951447,0.1882641613483429
0,1,10,0.23427313566207886,0.1816127449274063
0,1,11,0.22996361553668976,0.1784895658493042
0,1,12,0.22567152976989746,0.17181098461151123
0,1,13,0.2214384227991104,0.16715557873249054
0,1,14,0.21725957095623016,0.16111454367637634
0,1,15,0.21313530206680298,0.15370121598243713
0,1,16,0.20914269983768463,0.1453086882829666
0,1,17,0.2056645154953003,0.12330286204814911
0,1,18,0.20316874980926514,0.1077907532453537
0,1,19,0.2015640139579773,0.09568948298692703
0,1,20,0.20071284472942352,0.09342892467975616
0,1,21,0.20004895329475403,0.09768307954072952
0,1,22,0.19922691583633423,0.10748164355754852
0,1,23,0.1980598419904709,0.11865823715925217
0,1,24,0.19643674790859222,0.11924634873867035
0,1,25,0.19450099766254425,0.1113276332616806
0,1,26,0.1925523430109024,0.09388045221567154
0,1,27,0.19073569774627686,0.08261367678642273
0,1,28,0.18912553787231445,0.07396658509969711
0,1,29,0.18774157762527466,0.07104998826980591
0,1,30,0.18654125928878784,0.07354740053415298
0,1,31,0.18544615805149078,0.07242777943611145
0,1,32,0.1844080239534378,0.07284004986286163
0,1,33,0.1833762675523758,0.07273200154304504
0,1,34,0.18231764435768127,0.07286908477544785
0,1,35,0.1812456101179123,0.07429799437522888
0,1,36,0.18014822900295258,0.07603108137845993
0,1,37,0.17898668348789215,0.07728066295385361
0,1,38,0.17773908376693726,0.07798206806182861
0,1,39,0.17638695240020752,0.0754091814160347
0,1,40,0.1749737411737442,0.07129662483930588
0,1,41,0.1735575795173645,0.06966797262430191
0,1,42,0.1720949411392212,0.06615578383207321
