model,horizon,point,n,mae,rmse,interpretation
TCN_BRES,1,ATU1,354,0.0546699668235031,0.0858700209359992,fitting_only_not_issued_forecast
TCN_BRES,1,ATU5,354,0.0558713236949463,0.0744559340609645,fitting_only_not_issued_forecast
TCN_BRES,1,MJ3,354,0.0161953055763085,0.0219534604442814,fitting_only_not_issued_forecast
TCN_BRES,1,MJ1,354,0.0120090037294703,0.017151127844412,fitting_only_not_issued_forecast
TCN_BRES,2,ATU1,354,0.0878549516420497,0.123331381390427,fitting_only_not_issued_forecast
TCN_BRES,2,ATU5,354,0.102773225957823,0.134395576602103,fitting_only_not_issued_forecast
TCN_BRES,2,MJ3,354,0.0291419269381156,0.0373034648573575,fitting_only_not_issued_forecast
TCN_BRES,2,MJ1,354,0.0220470371824877,0.0290867500258712,fitting_only_not_issued_forecast
TCN_BRES,3,ATU1,354,0.121560968666459,0.158309516012648,fitting_only_not_issued_forecast
TCN_BRES,3,ATU5,354,0.147179723827219,0.190878539791053,fitting_only_not_issued_forecast
TCN_BRES,3,MJ3,354,0.0434150646210901,0.0562520505307194,fitting_only_not_issued_forecast
TCN_BRES,3,MJ1,354,0.0323638443430132,0.043166825113123,fitting_only_not_issued_forecast
TCN_BRES,4,ATU1,354,0.162358233011321,0.206901267058461,fitting_only_not_issued_forecast
TCN_BRES,4,ATU5,354,0.18788739131079,0.239997526404218,fitting_only_not_issued_forecast
TCN_BRES,4,MJ3,354,0.0601739099402463,0.0778870436383786,fitting_only_not_issued_forecast
TCN_BRES,4,MJ1,354,0.0425422965031982,0.0587398269391139,fitting_only_not_issued_forecast
TCN_BRES,5,ATU1,354,0.216334934627002,0.274100286376666,fitting_only_not_issued_forecast
TCN_BRES,5,ATU5,354,0.224729818368208,0.282529079492451,fitting_only_not_issued_forecast
TCN_BRES,5,MJ3,354,0.0795777783933573,0.10252423691154,fitting_only_not_issued_forecast
TCN_BRES,5,MJ1,354,0.0532258854022085,0.0764931556065801,fitting_only_not_issued_forecast
TCN_BRES,6,ATU1,354,0.284052727833351,0.363384629816975,fitting_only_not_issued_forecast
TCN_BRES,6,ATU5,354,0.2590111232805,0.32618908735478,fitting_only_not_issued_forecast
TCN_BRES,6,MJ3,354,0.100981002432785,0.130786075981155,fitting_only_not_issued_forecast
TCN_BRES,6,MJ1,354,0.0648610298287317,0.0969603343220689,fitting_only_not_issued_forecast
TCN_BRES,7,ATU1,354,0.373017610866151,0.480352694016309,fitting_only_not_issued_forecast
TCN_BRES,7,ATU5,354,0.303987837897183,0.384349135467299,fitting_only_not_issued_forecast
TCN_BRES,7,MJ3,354,0.125341251739588,0.162908321300685,fitting_only_not_issued_forecast
TCN_BRES,7,MJ1,354,0.0789012247929384,0.12079953858699,fitting_only_not_issued_forecast
