model,horizon,point,n,mae,rmse,interpretation
CL_BRES,1,ATU1,910,0.24599748978827,0.802063798473023,fitting_only_not_issued_forecast
CL_BRES,1,ATU5,910,0.219921410394728,0.624179154831407,fitting_only_not_issued_forecast
CL_BRES,1,MJ3,910,0.112930717137101,0.178922032572653,fitting_only_not_issued_forecast
CL_BRES,1,MJ1,910,0.0681968265484013,0.0975129093456381,fitting_only_not_issued_forecast
CL_BRES,2,ATU1,910,0.496984838108825,1.58075185722416,fitting_only_not_issued_forecast
CL_BRES,2,ATU5,910,0.455245691570869,1.28649503075898,fitting_only_not_issued_forecast
CL_BRES,2,MJ3,910,0.222028657511815,0.35036188051509,fitting_only_not_issued_forecast
CL_BRES,2,MJ1,910,0.135231820259157,0.189777741534761,fitting_only_not_issued_forecast
CL_BRES,3,ATU1,910,0.756801198180662,2.33377269898868,fitting_only_not_issued_forecast
CL_BRES,3,ATU5,910,0.705578649231967,1.98647571618679,fitting_only_not_issued_forecast
CL_BRES,3,MJ3,910,0.329661943588922,0.517285513713169,fitting_only_not_issued_forecast
CL_BRES,3,MJ1,910,0.202962284989675,0.282476608379829,fitting_only_not_issued_forecast
CL_BRES,4,ATU1,910,1.02418938768745,3.08264191087673,fitting_only_not_issued_forecast
CL_BRES,4,ATU5,910,0.966632096404007,2.72230604878178,fitting_only_not_issued_forecast
CL_BRES,4,MJ3,910,0.437607047304538,0.681366661232933,fitting_only_not_issued_forecast
CL_BRES,4,MJ1,910,0.270027831999758,0.375058030149553,fitting_only_not_issued_forecast
CL_BRES,5,ATU1,910,1.29843477614519,3.84296299493239,fitting_only_not_issued_forecast
CL_BRES,5,ATU5,910,1.23348234010027,3.48990700686342,fitting_only_not_issued_forecast
CL_BRES,5,MJ3,910,0.547995790785492,0.845042900969611,fitting_only_not_issued_forecast
CL_BRES,5,MJ1,910,0.336258591178758,0.467680831459166,fitting_only_not_issued_forecast
CL_BRES,6,ATU1,910,1.57917754787287,4.62636524738177,fitting_only_not_issued_forecast
CL_BRES,6,ATU5,910,1.50420821350536,4.28465617863026,fitting_only_not_issued_forecast
CL_BRES,6,MJ3,910,0.662542284819641,1.01099931440463,fitting_only_not_issued_forecast
CL_BRES,6,MJ1,910,0.40249042699396,0.561342055310196,fitting_only_not_issued_forecast
CL_BRES,7,ATU1,910,1.86738126898394,5.43643522535878,fitting_only_not_issued_forecast
CL_BRES,7,ATU5,910,1.77371236242959,5.10033716513116,fitting_only_not_issued_forecast
CL_BRES,7,MJ3,910,0.782332247782135,1.18216526927811,fitting_only_not_issued_forecast
CL_BRES,7,MJ1,910,0.470517465803792,0.657868726628723,fitting_only_not_issued_forecast
