model,horizon,point,n,mae,rmse,interpretation
PINN_NOEQ,1,ATU1,910,0.294346106924052,0.522090826159463,fitting_only_not_issued_forecast
PINN_NOEQ,1,ATU5,910,0.288674693259016,0.450177910200306,fitting_only_not_issued_forecast
PINN_NOEQ,1,MJ3,910,0.212216728871048,0.270944171102826,fitting_only_not_issued_forecast
PINN_NOEQ,1,MJ1,910,0.158184962233307,0.206640746375724,fitting_only_not_issued_forecast
PINN_NOEQ,2,ATU1,910,0.397216345121324,1.23028606561895,fitting_only_not_issued_forecast
PINN_NOEQ,2,ATU5,910,0.339690869189996,1.012988875816,fitting_only_not_issued_forecast
PINN_NOEQ,2,MJ3,910,0.224144246338546,0.300264806035212,fitting_only_not_issued_forecast
PINN_NOEQ,2,MJ1,910,0.238760618372678,0.294876553259871,fitting_only_not_issued_forecast
PINN_NOEQ,3,ATU1,910,0.794370904689896,2.2439867375057,fitting_only_not_issued_forecast
PINN_NOEQ,3,ATU5,910,0.78218246631557,2.02596382406028,fitting_only_not_issued_forecast
PINN_NOEQ,3,MJ3,910,0.500234636431748,0.692045674896968,fitting_only_not_issued_forecast
PINN_NOEQ,3,MJ1,910,0.411020807052675,0.520899195489196,fitting_only_not_issued_forecast
PINN_NOEQ,4,ATU1,910,1.23223140427329,3.29424093227607,fitting_only_not_issued_forecast
PINN_NOEQ,4,ATU5,910,1.27183780537341,3.11713267017427,fitting_only_not_issued_forecast
PINN_NOEQ,4,MJ3,910,0.81068201794045,1.12029191375986,fitting_only_not_issued_forecast
PINN_NOEQ,4,MJ1,910,0.60988223993976,0.776718621211025,fitting_only_not_issued_forecast
PINN_NOEQ,5,ATU1,910,1.68964264972058,4.36755010221608,fitting_only_not_issued_forecast
PINN_NOEQ,5,ATU5,910,1.78552721495927,4.25243919745281,fitting_only_not_issued_forecast
PINN_NOEQ,5,MJ3,910,1.1384836021847,1.56792590187638,fitting_only_not_issued_forecast
PINN_NOEQ,5,MJ1,910,0.826078525101517,1.04933460565199,fitting_only_not_issued_forecast
PINN_NOEQ,6,ATU1,910,2.16958489454944,5.46615367177737,fitting_only_not_issued_forecast
PINN_NOEQ,6,ATU5,910,2.32178011719224,5.41957533607666,fitting_only_not_issued_forecast
PINN_NOEQ,6,MJ3,910,1.48186903429857,2.03426726137322,fitting_only_not_issued_forecast
PINN_NOEQ,6,MJ1,910,1.05810466238988,1.33635094341243,fitting_only_not_issued_forecast
PINN_NOEQ,7,ATU1,910,2.6689426886488,6.59020990708338,fitting_only_not_issued_forecast
PINN_NOEQ,7,ATU5,910,2.87788766667258,6.61133948900878,fitting_only_not_issued_forecast
PINN_NOEQ,7,MJ3,910,1.839942131925,2.51839294478255,fitting_only_not_issued_forecast
PINN_NOEQ,7,MJ1,910,1.30321486025456,1.63487102795119,fitting_only_not_issued_forecast
