model,horizon,point,n,mae,rmse,interpretation
RR_DIRECT,1,ATU1,910,0.00129331217101234,0.00301315061763148,fitting_only_not_issued_forecast
RR_DIRECT,1,ATU5,910,0.00105610273994353,0.00234251225707012,fitting_only_not_issued_forecast
RR_DIRECT,1,MJ3,910,0.000195288427297218,0.000327890165095495,fitting_only_not_issued_forecast
RR_DIRECT,1,MJ1,910,0.000160134270126096,0.000244262024203953,fitting_only_not_issued_forecast
RR_DIRECT,2,ATU1,910,0.00526411032009465,0.0121271085056943,fitting_only_not_issued_forecast
RR_DIRECT,2,ATU5,910,0.00432107910911623,0.00947764447264048,fitting_only_not_issued_forecast
RR_DIRECT,2,MJ3,910,0.000770207531707376,0.00132491879014942,fitting_only_not_issued_forecast
RR_DIRECT,2,MJ1,910,0.000655951250022664,0.000993922782266762,fitting_only_not_issued_forecast
RR_DIRECT,3,ATU1,910,0.013227579274801,0.029877818921432,fitting_only_not_issued_forecast
RR_DIRECT,3,ATU5,910,0.0109460199840339,0.0234148138235251,fitting_only_not_issued_forecast
RR_DIRECT,3,MJ3,910,0.00194024255493839,0.00330624576692847,fitting_only_not_issued_forecast
RR_DIRECT,3,MJ1,910,0.00166709823009684,0.00248485872569792,fitting_only_not_issued_forecast
RR_DIRECT,4,ATU1,910,0.0266782581878141,0.0586018546740925,fitting_only_not_issued_forecast
RR_DIRECT,4,ATU5,910,0.0221217768583315,0.0460395493121605,fitting_only_not_issued_forecast
RR_DIRECT,4,MJ3,910,0.00390626690064444,0.00657711060455416,fitting_only_not_issued_forecast
RR_DIRECT,4,MJ1,910,0.00335048464525928,0.00494691837812525,fitting_only_not_issued_forecast
RR_DIRECT,5,ATU1,910,0.0470194823410553,0.100469596756874,fitting_only_not_issued_forecast
RR_DIRECT,5,ATU5,910,0.0389958023088747,0.079160503753236,fitting_only_not_issued_forecast
RR_DIRECT,5,MJ3,910,0.00687618673146012,0.0114439348493576,fitting_only_not_issued_forecast
RR_DIRECT,5,MJ1,910,0.005879695153619,0.00861023787856835,fitting_only_not_issued_forecast
RR_DIRECT,6,ATU1,910,0.0755936255578341,0.157497327053364,fitting_only_not_issued_forecast
RR_DIRECT,6,ATU5,910,0.0627144591184727,0.124514586584256,fitting_only_not_issued_forecast
RR_DIRECT,6,MJ3,910,0.011076641977243,0.0182127686352104,fitting_only_not_issued_forecast
RR_DIRECT,6,MJ1,910,0.00943374644967739,0.0137036693760142,fitting_only_not_issued_forecast
RR_DIRECT,7,ATU1,910,0.113494165902632,0.231587177490612,fitting_only_not_issued_forecast
RR_DIRECT,7,ATU5,910,0.0942328162417309,0.183739194449464,fitting_only_not_issued_forecast
RR_DIRECT,7,MJ3,910,0.0166843379697092,0.0271874103698337,fitting_only_not_issued_forecast
RR_DIRECT,7,MJ1,910,0.0141748397062245,0.0204529227521453,fitting_only_not_issued_forecast
