model,horizon,point,n,mae,rmse,interpretation
RR_BRES,1,ATU1,910,0.00319645355107789,0.00599110156793114,fitting_only_not_issued_forecast
RR_BRES,1,ATU5,910,0.00189399442049059,0.00353934085286041,fitting_only_not_issued_forecast
RR_BRES,1,MJ3,910,0.00065168806866053,0.00114334918592606,fitting_only_not_issued_forecast
RR_BRES,1,MJ1,910,0.000336992628833841,0.000471639817710648,fitting_only_not_issued_forecast
RR_BRES,2,ATU1,910,0.00774868029387688,0.0148367206002782,fitting_only_not_issued_forecast
RR_BRES,2,ATU5,910,0.00534960162639355,0.0103635069879235,fitting_only_not_issued_forecast
RR_BRES,2,MJ3,910,0.00141527656164351,0.00235485419583859,fitting_only_not_issued_forecast
RR_BRES,2,MJ1,910,0.000855684833897742,0.00120769657629103,fitting_only_not_issued_forecast
RR_BRES,3,ATU1,910,0.0156710487589684,0.0318702569977509,fitting_only_not_issued_forecast
RR_BRES,3,ATU5,910,0.0120087433209418,0.0240492995515061,fitting_only_not_issued_forecast
RR_BRES,3,MJ3,910,0.00267303877153221,0.00433115529259589,fitting_only_not_issued_forecast
RR_BRES,3,MJ1,910,0.00182812252798767,0.00266317469042242,fitting_only_not_issued_forecast
RR_BRES,4,ATU1,910,0.0288768536186718,0.0600225412223593,fitting_only_not_issued_forecast
RR_BRES,4,ATU5,910,0.0231996119629242,0.0465443246588437,fitting_only_not_issued_forecast
RR_BRES,4,MJ3,910,0.00462652904121134,0.00752018470953293,fitting_only_not_issued_forecast
RR_BRES,4,MJ1,910,0.00346256530770493,0.00509605710428322,fitting_only_not_issued_forecast
RR_BRES,5,ATU1,910,0.0489251144910458,0.101486351504967,fitting_only_not_issued_forecast
RR_BRES,5,ATU5,910,0.040125603807536,0.0796013429340947,fitting_only_not_issued_forecast
RR_BRES,5,MJ3,910,0.00749004692719169,0.0122853548866956,fitting_only_not_issued_forecast
RR_BRES,5,MJ1,910,0.00596008171585816,0.00873681095428758,fitting_only_not_issued_forecast
RR_BRES,6,ATU1,910,0.0773805130754802,0.158235649881768,fitting_only_not_issued_forecast
RR_BRES,6,ATU5,910,0.063857408639733,0.124923822725795,fitting_only_not_issued_forecast
RR_BRES,6,MJ3,910,0.0114836473457595,0.0189533008717839,fitting_only_not_issued_forecast
RR_BRES,6,MJ1,910,0.00948394750632702,0.0138125704616336,fitting_only_not_issued_forecast
RR_BRES,7,ATU1,910,0.115218511480485,0.232135534341316,fitting_only_not_issued_forecast
RR_BRES,7,ATU5,910,0.0953422010527463,0.184130782840899,fitting_only_not_issued_forecast
RR_BRES,7,MJ3,910,0.0167990989243705,0.0278349544954826,fitting_only_not_issued_forecast
RR_BRES,7,MJ1,910,0.0142029114141837,0.0205477148935451,fitting_only_not_issued_forecast
