outer_days,station,train_rmse_mm_minus_P0,train_mae_mm_minus_P0,train_crps_mm_minus_P0,prediction_rmse_mm_minus_P0,prediction_mae_mm_minus_P0,prediction_crps_mm_minus_P0,strict_mean_improvement,coverage_guard,width_guard
432,ATU1,-3.9556824958606907,-3.170378028224188,-0.3038536775796725,22.724721012526324,22.72721710949554,18.047808132415092,False,False,False
432,ATU5,-0.3586189522303087,0.1553104341020557,0.4945776204848311,19.393202308985167,18.79576453675412,14.919452742366019,False,False,False
432,MJ3,-3.429310717610952,-3.15861093558861,0.4725842785831169,-1.652277380579152,-1.0030469020305919,0.3811368114931426,True,True,False
432,MJ1,-4.880748334781652,-4.353324839263038,-2.9803643263492896,-14.8674678425296,-12.296157557804754,-12.414282339858104,True,True,True
612,ATU1,-2.9209087254555035,-2.151451838524192,4.146135090865279,3.7010767474598136,3.7803755349521935,4.60838771581242,False,True,False
612,ATU5,-3.4828786439245745,-3.5804407095797988,2.9806385423373953,-1.336327518195327,-1.3230770464772612,3.0804570743289617,True,True,False
612,MJ3,-1.4185548906790668,-1.5069637157031845,-0.6430554839939826,-1.7320394533088432,-1.7645880117697743,-1.3350039455723746,True,True,True
612,MJ1,-0.9151870434434066,-0.539981289808154,-2.922461556868019,-0.9409167694288065,-0.2659768157599718,1.076478181438791,True,False,True
