period,interval_variant,start_date,end_date,n_dates,model_rmse,model_mae,model_r2,model_nse,baseline_rmse,baseline_mae,baseline_r2,baseline_nse,pinball_p10,pinball_p50,pinball_p90,mean_pinball,coverage,coverage_gap,mean_width,interval_score_80,p10_gt_p50,p50_gt_p90,total_points,rmse_skill_vs_baseline,rmse_difference_vs_baseline,mae_difference_vs_baseline,mae_skill_vs_baseline
test_block_1,raw,2019-09-18,2019-12-22,96,0.06696887046180101,0.049569363922226405,0.9999999543921785,0.9999999543921785,0.08294163187285421,0.06198669419603564,0.9999999300418152,0.9999999300418152,0.043240199528262524,0.024784681961113202,0.0547168890957301,0.04091392352836861,0.9205729166666666,0.12057291666666659,0.9383910560711858,0.9795708862399263,0,0,768,0.19257833551597725,-0.015972761411053193,-0.012417330273809236,0.20032251170773663
test_block_2,raw,2019-12-23,2020-03-27,96,0.11712710336397474,0.07909457523638341,0.9999998619557797,0.9999998619557797,0.13946014647797897,0.09971997493469553,0.9999998042942183,0.9999998042942183,0.04769300839418137,0.03954728761819171,0.04703445105468832,0.04475824902235379,0.9401041666666666,0.14010416666666659,0.9239835027368738,0.947274594488697,0,0,768,0.160139248939701,-0.022333043114004233,-0.02062539969831212,0.20683318173534693
test_block_3,raw,2020-03-28,2020-06-30,95,0.5191451855445917,0.3328533113372162,0.9999973685556941,0.9999973685556941,0.5684763158517113,0.3819896338569427,0.9999968446955331,0.9999968446955331,0.07315849729102562,0.1664266556686081,0.0984065320485139,0.11266389500271588,0.656578947368421,-0.143421052631579,0.9491978946884801,1.7156502933953954,0,0,760,0.08677781102139681,-0.049331130307119664,-0.049136322519726494,0.12863260718255076
test_block_1,calibrated,2019-09-18,2019-12-22,96,0.06696887046180101,0.049569363922226405,0.9999999543921785,0.9999999543921785,0.08294163187285421,0.06198669419603564,0.9999999300418152,0.9999999300418152,0.043240199528262524,0.024784681961113202,0.0547168890957301,0.04091392352836861,0.9205729166666666,0.12057291666666659,0.9383910560711858,0.9795708862399263,0,0,768,0.19257833551597725,-0.015972761411053193,-0.012417330273809236,0.20032251170773663
test_block_2,calibrated,2019-12-23,2020-03-27,96,0.11712710336397474,0.07909457523638341,0.9999998619557797,0.9999998619557797,0.13946014647797897,0.09971997493469553,0.9999998042942183,0.9999998042942183,0.04769300839418137,0.03954728761819171,0.04703445105468832,0.04475824902235379,0.9401041666666666,0.14010416666666659,0.9239835027368738,0.947274594488697,0,0,768,0.160139248939701,-0.022333043114004233,-0.02062539969831212,0.20683318173534693
test_block_3,calibrated,2020-03-28,2020-06-30,95,0.5191451855445917,0.3328533113372162,0.9999973685556941,0.9999973685556941,0.5684763158517113,0.3819896338569427,0.9999968446955331,0.9999968446955331,0.07315849729102562,0.1664266556686081,0.0984065320485139,0.11266389500271588,0.656578947368421,-0.143421052631579,0.9491978946884801,1.7156502933953954,0,0,760,0.08677781102139681,-0.049331130307119664,-0.049136322519726494,0.12863260718255076
