fold,date,station,actual,p10,p50,p90,interval_status,interval_level,interval_color,interval_reason,interval_mapping_basis,interval_mu,interval_sigma,interval_z,velocity_mm_per_day,velocity_status,acceleration_mm_per_day_squared,acceleration_status,comparator_v0_mm_per_day,tangent_angle_degree,target_end_date,future_displacement_rate_mm_per_day,future_velocity_q90_mm_per_day,future_acceleration_q90_mm_per_day_squared,label_status,standardized_future_displacement_rate_mm_per_day,standardized_future_velocity_q90_mm_per_day,standardized_future_acceleration_q90_mm_per_day_squared,severity,auto_state_level,auto_state_color,boundary_version,artifact_kind,artifact_status,case,formal_warning_output
1,2018-02-22,ATU3,485.37451,485.296178581,487.383418202,490.57903508,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,487.383418202,2.06111993257,-0.974668271501,0.11021,valid,-4.99999999874e-05,valid,1.75867837307,3.58582982101,2018-03-01,0.110055714286,0.11014,0,valid,-0.0753619155611,-0.113196111797,-3.1601622716e-11,-0.0628526757967,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-22,ATU4,253.26709,253.21366051,254.526127163,256.515414905,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,254.526127163,1.28818789523,-0.977370745417,0.05655,valid,-5.00000000159e-05,valid,1.02070105311,3.17112172282,2018-03-01,0.0563585714286,0.05646,0,valid,0.0545781406185,0.0323815674155,-0.00295094060491,0.0280029224764,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-22,ATU5,505.388672848,505.277244113,506.937294078,509.51250502,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,506.937294078,1.6523978413,-0.937196352584,0.144900507894,valid,-0.00203592637774,valid,1.83120120352,4.52431153952,2018-03-01,0.133975307432,0.141133084949,0,valid,-0.0841248803912,-0.0654986845258,-0.0853257854166,-0.0783164501112,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-22,MJ1,860.176241748,860.133455797,860.596100699,861.325432259,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,860.596100699,0.465052655686,-0.902820241047,0.175592821575,valid,0.0160617481172,valid,0.277793969981,32.2968704901,2018-03-01,0.252965464566,0.304420549728,0.0230620950623,valid,0.117166323527,0.201673855637,9.30741461232,3.20875159716,3,orange,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-22,MJ3,1192.11484301,1192.11590604,1192.68895292,1193.64614713,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,1192.68895292,0.597027459008,-0.961613899662,0.143600535083,valid,-0.00577291653326,valid,0.508958112156,15.7562046894,2018-03-01,0.115022426595,0.133358020866,0,valid,1.15004961892,1.11035967273,-0.147311770005,0.704365840548,1,blue,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-22,MJ9,318.41807,318.384174912,318.603682836,318.939665829,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,318.603682836,0.216726197559,-0.856439315311,0.10176,valid,0.00297,valid,0.103383166641,44.546664611,2018-03-01,0.116561428571,0.126566,0.00452799999998,valid,0.0521300422861,-0.0355322278726,3.19971671386,1.07210484276,1,blue,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-23,ATU1,407.821493583,407.139097656,408.291621514,409.835269746,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,408.291621514,1.05191841525,-0.446924328507,0.0575609654731,valid,-0.00388557226756,valid,1.45749892556,2.26160534769,2018-03-02,0.0425766220095,0.0514437429146,0,valid,-0.245497863338,-0.26003667663,0,-0.168511513323,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-23,ATU2,295.441,295.184622544,296.480026759,298.39223808,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,296.480026759,1.25145937975,-0.83025208474,0.0644,valid,-6.99999999938e-05,valid,1.15246180399,3.1983834148,2018-03-02,0.0638742857143,0.064244,0,valid,0.00514218131337,-0.0589506186938,-0.00274951883351,-0.0188526520713,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-23,ATU3,485.48468,485.42067702,487.510447769,490.709980351,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,487.510447769,2.06363518029,-0.981650142631,0.11017,valid,-3.99999999559e-05,valid,1.75867837307,3.58453176136,2018-03-02,0.109884285714,0.110096,0,valid,-0.0760297462939,-0.11334263536,-3.1601622716e-11,-0.0631241272284,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-23,ATU4,253.32358,253.27527458,254.589125063,256.579952289,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,254.589125063,1.28932843386,-0.981553675531,0.05649,valid,-5.99999999906e-05,valid,1.02070105311,3.16776399335,2018-03-02,0.0562757142857,0.05641,0,valid,0.0536963767868,0.0318690386498,-0.00295094060491,0.0275381582772,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-23,ATU5,505.531305638,505.441225297,507.103602423,509.684486612,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,507.103602423,1.65551922076,-0.949730310919,0.142632790271,valid,-0.0022677176234,valid,1.83120120352,4.45379242875,2018-03-02,0.130796394781,0.138494501332,0,valid,-0.0949407144413,-0.0735061918202,-0.0853257854166,-0.084590897226,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-23,MJ1,860.368990122,860.312145521,860.775450502,861.505828957,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,860.775450502,0.465718635968,-0.87275953482,0.192748373903,valid,0.0171555523273,valid,0.277793969981,34.7549901029,2018-03-02,0.274445876676,0.328435449236,0.0240148995085,valid,0.162096823854,0.250320132416,9.69651100212,3.3696426528,3,orange,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-23,MJ3,1192.25221343,1192.26794915,1192.8415568,1193.8025556,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,1192.8415568,0.598730620095,-0.984321419546,0.137370415021,valid,-0.0062301200619,valid,0.508958112156,15.104509692,2018-03-02,0.106983696207,0.126396375155,0,valid,1.03517887934,1.02837271758,-0.147311770005,0.638746608973,1,blue,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-23,MJ9,318.52304,318.48596167,318.705877645,319.041702372,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,318.705877645,0.216823651846,-0.843255074399,0.10497,valid,0.00320999999997,valid,0.103383166641,45.4363605214,2018-03-02,0.120558571429,0.130808,0.00452799999998,valid,0.0776567938291,-0.00936876482188,3.19971671386,1.08933491429,1,blue,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-24,ATU1,407.875214291,407.211806408,408.367562645,409.917950286,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,408.367562645,1.05580893387,-0.466323345358,0.0537207082373,valid,-0.00384025723577,valid,1.45749892556,2.11086067005,2018-03-03,0.0390167814886,0.0476759897292,0,valid,-0.259860339656,-0.274394996395,0,-0.178085112017,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-24,ATU2,295.50531,295.260022132,296.559353056,298.474359371,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,296.559353056,1.25408186931,-0.84048982891,0.06431,valid,-8.99999999433e-05,valid,1.15246180399,3.19392288477,2018-03-03,0.0635785714286,0.064128,0,valid,0.0018670073691,-0.0600103229813,-0.00274951883351,-0.0202976114819,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-24,ATU3,485.5948,485.544097179,487.638139502,490.843675545,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,487.638139502,2.06764401131,-0.988245312463,0.11012,valid,-5.00000000443e-05,valid,1.75867837307,3.58290918161,2018-03-03,0.10945,0.110062,0,valid,-0.0777215841502,-0.113455858112,-3.1601622716e-11,-0.0637258140979,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-24,ATU4,253.38002,253.33599581,254.65226534,256.64566545,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,254.65226534,1.29127604863,-0.98526209096,0.05644,valid,-4.99999999874e-05,valid,1.02070105311,3.16496586882,2018-03-03,0.0561071428571,0.056366,0,valid,0.051902443474,0.031418013336,-0.00295094060491,0.026789838735,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-24,ATU5,505.67143892,505.60375791,507.269764723,509.858742419,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,507.269764723,1.66009305509,-0.962792898005,0.140133281401,valid,-0.00249950886968,valid,1.83120120352,4.37604965702,2018-03-03,0.127481510623,0.135624126469,0,valid,-0.106219173741,-0.0822171333662,-0.0853257854166,-0.0912540308412,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-24,MJ1,860.579987852,860.50919312,860.973398372,861.705579271,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,860.973398372,0.466773107339,-0.842830304026,0.21099773044,valid,0.0182493565375,valid,0.277793969981,37.218398325,2018-03-03,0.296717950644,0.352627654489,0.0240584666853,valid,0.208683240428,0.299325572235,9.71430251355,3.40743710874,3,orange,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-24,MJ3,1192.38289652,1192.41510829,1192.98963482,1193.95613881,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,1192.98963482,0.601236987642,-1.00914998912,0.130683091429,valid,-0.0066873235919,valid,0.508958112156,14.400513166,2018-03-03,0.0986089850567,0.118977525915,0,valid,0.915507088239,0.94100129922,-0.147311770005,0.569732205818,1,blue,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-24,MJ9,318.63146,318.591266728,318.811719147,319.147659842,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,318.811719147,0.217078191928,-0.830388096344,0.10842,valid,0.00345000000004,valid,0.103383166641,46.3622785501,2018-03-03,0.124382857143,0.133846,0.00452799999998,valid,0.102079636531,0.00936876482188,3.19971671386,1.10372170507,1,blue,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-25,ATU1,407.925140057,407.294933153,408.452922505,410.016342262,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,408.452922505,1.06176470274,-0.497080422772,0.0499257660328,valid,-0.00379494220454,valid,1.45749892556,1.96186604489,2018-03-04,0.0356722387222,0.0439535515756,0,valid,-0.273354179054,-0.288580627642,0,-0.187311602232,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-25,ATU2,295.56951,295.344924833,296.647560157,298.569776464,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,296.647560157,1.25818408598,-0.856830227706,0.0642,valid,-0.000110000000063,valid,1.15246180399,3.18847107321,2018-03-04,0.0631828571429,0.064002,0,valid,-0.00251571331938,-0.061161381087,-0.00274951883351,-0.0221422044133,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-25,ATU3,485.70488,485.679200284,487.776593717,490.993124166,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,487.776593717,2.07324095128,-0.99926335886,0.11008,valid,-4.00000000127e-05,valid,1.75867837307,3.58161111367,2018-03-04,0.108771428571,0.110032,0,valid,-0.0803650808006,-0.113555760541,-3.1601622716e-11,-0.0646402804576,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-25,ATU4,253.43641,253.403660974,254.721710266,256.720452457,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,254.721710266,1.29405465339,-0.993234917035,0.05639,valid,-5.00000000159e-05,valid,1.02070105311,3.16216772917,2018-03-04,0.05586,0.056326,0,valid,0.0492723548035,0.0310079903235,-0.00295094060491,0.025776468174,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-25,ATU5,505.808840901,505.772432724,507.441518715,510.042691079,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,507.441518715,1.66605218494,-0.97996799172,0.137401981286,valid,-0.00273130011556,valid,1.83120120352,4.29107897754,2018-03-04,0.124126474696,0.13252196036,0,valid,-0.117634244175,-0.091631509164,-0.0853257854166,-0.0981971795853,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-25,MJ1,860.810328744,860.725034685,861.1901109,861.924556987,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,861.1901109,0.467996684317,-0.811506083815,0.230340891188,valid,0.0193431607477,valid,0.277793969981,39.6648052765,2018-03-04,0.31947954412,0.376010167139,0.0240584666853,valid,0.256293583185,0.346690841524,9.71430251355,3.43909564609,3,orange,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-25,MJ3,1192.50643508,1192.557007,1193.13239917,1194.10524659,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,1193.13239917,0.604049627113,-1.03627923212,0.123538564306,valid,-0.00714452712305,valid,0.508958112156,13.6434507912,2018-03-04,0.0900195159093,0.111101473146,0,valid,0.792766477967,0.848245417639,-0.147311770005,0.497900041867,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-25,MJ9,318.74359,318.700707979,318.921694626,319.258061851,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,318.921694626,0.217453034487,-0.819048703954,0.11213,valid,0.00370999999996,valid,0.103383166641,47.3241351873,2018-03-04,0.127982857143,0.136046,0.00452799999998,valid,0.125070134704,0.0229377461307,3.19971671386,1.11590819823,1,blue,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-26,ATU1,407.971316196,407.380329532,408.535474615,410.108845566,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,408.535474615,1.06453748727,-0.529956366413,0.0461761388602,valid,-0.00374962717262,valid,1.45749892556,1.8146244671,2018-03-05,0.032627985072,0.0402764284537,0,valid,-0.28563647673,-0.30259357037,0,-0.196076682367,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-26,ATU2,295.63359,295.434825696,296.737965035,298.664230334,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,296.737965035,1.25996045325,-0.876515633816,0.06408,valid,-0.000119999999924,valid,1.15246180399,3.18252357652,2018-03-05,0.0626957142857,0.063866,0,valid,-0.00791104817441,-0.0624037930107,-0.00274951883351,-0.0243547866729,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-26,ATU3,485.81493,485.815199133,487.9125153,491.133076449,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,487.9125153,2.07478339357,-1.01099001784,0.11005,valid,-2.99999999811e-05,valid,1.75867837307,3.5806375603,2018-03-05,0.107867142857,0.110002,0,valid,-0.0838878879157,-0.113655662969,-3.1601622716e-11,-0.0658478503055,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-26,ATU4,253.49276,253.470646182,254.788422672,256.788209057,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,254.788422672,1.29435561399,-1.00100981339,0.05635,valid,-3.99999999843e-05,valid,1.02070105311,3.15992920658,2018-03-05,0.0555385714286,0.056292,0,valid,0.0458517192494,0.0306594707627,-0.00295094060491,0.0245200831357,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-26,ATU5,505.943279791,505.941534196,507.610959641,510.218110621,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,507.610959641,1.66851719601,-0.999498149933,0.134438889924,valid,-0.00296309136149,valid,1.83120120352,4.19887589929,2018-03-05,0.12082710674,0.129188003005,0,valid,-0.128859911631,-0.101749319214,-0.0853257854166,-0.105311672087,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-26,MJ1,861.0611066,860.959635735,861.424919857,862.159678362,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,861.424919857,0.468199690825,-0.777047196524,0.250777856146,valid,0.020436964958,valid,0.277793969981,42.0740712604,2018-03-05,0.342428514752,0.39837148754,0.0240584666853,valid,0.304295862063,0.391987511659,9.71430251355,3.47019529576,3,orange,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-26,MJ3,1192.62237192,1192.69136566,1193.26695407,1194.24280043,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,1193.26695407,0.605296231097,-1.06490362833,0.115936833655,valid,-0.00760173065123,valid,0.508958112156,12.8325801948,2018-03-05,0.0813365115316,0.102768216846,0,valid,0.668689280876,0.750105072829,-0.147311770005,0.4238275279,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-26,MJ9,318.85966,318.814023697,319.035125356,319.371437565,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,319.035125356,0.21747644157,-0.806824660347,0.11607,valid,0.00394000000006,valid,0.103383166641,48.3086504913,2018-03-05,0.131311428571,0.138146,0.00452799999998,valid,0.146327222301,0.0358899555617,3.19971671386,1.12731129724,1,blue,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
1,2018-02-27,ATU1,408.013788023,407.451348213,408.614219084,410.210901713,valid,0,green,thesis_figure_5_1_observed_green_region,specified_thesis_figure_5_1_normal_regions,408.614219084,1.07664683396,-0.557686181166,0.0424718267192,valid,-0.003704312141,valid,1.45749892556,1.66913878006,2018-03-06,0.0299690118992,0.0366446203634,0,valid,-0.29636432788,-0.31643382458,0,-0.20426605082,0,green,fold1_h7_change_point_ordered_kmeans_v1,ootang_automatic_future_deformation_state_labels,exploratory_proxy_labels_not_formal_warning,ootang,False
