origin,arm,seed,horizon,point,physics_teacher,residual_teacher,correction_mean_mm,required_residual_mean_mm
792,GRU_GRAPH,ensemble,292,ATU5,792,792,11.490564374298307,-37.455433166378583
792,GRU_GRAPH,ensemble,292,MJ3,792,792,-14.199826485966311,-4.928649114244438
792,GRU_GRAPH,ensemble,292,MJ1,792,792,-5.1928274475840048,-22.074181941174199
792,COND_ATTN,0,292,ATU1,612,612,5.2953332560604434,-29.250352033012273
792,COND_ATTN,0,292,ATU5,612,612,15.611362461902688,-37.455433166378583
792,COND_ATTN,0,292,MJ3,612,612,-47.978258262459669,-4.928649114244438
792,COND_ATTN,0,292,MJ1,612,612,-17.842535899976998,-22.074181941174199
792,COND_ATTN,0,292,ATU1,612,792,2.7459083354068143,-29.250352033012273
792,COND_ATTN,0,292,ATU5,612,792,8.7116076316343225,-37.455433166378583
792,COND_ATTN,0,292,MJ3,612,792,-43.909470643695933,-4.928649114244438
792,COND_ATTN,0,292,MJ1,612,792,-14.985812130591707,-22.074181941174199
792,COND_ATTN,0,292,ATU1,792,612,16.32021023207653,-29.250352033012273
792,COND_ATTN,0,292,ATU5,792,612,45.938340353662966,-37.455433166378583
792,COND_ATTN,0,292,MJ3,792,612,-43.386922688145276,-4.928649114244438
792,COND_ATTN,0,292,MJ1,792,612,-20.531732920721488,-22.074181941174199
792,COND_ATTN,0,292,ATU1,792,792,14.586943411508472,-29.250352033012273
792,COND_ATTN,0,292,ATU5,792,792,41.28353126861829,-37.455433166378583
792,COND_ATTN,0,292,MJ3,792,792,-40.146699407115456,-4.928649114244438
792,COND_ATTN,0,292,MJ1,792,792,-18.201180768956839,-22.074181941174199
792,COND_ATTN,1,292,ATU1,612,612,2.2293810207252625,-29.250352033012273
792,COND_ATTN,1,292,ATU5,612,612,8.114398921561035,-37.455433166378583
792,COND_ATTN,1,292,MJ3,612,612,-44.998249388742629,-4.928649114244438
792,COND_ATTN,1,292,MJ1,612,612,-15.558138606070981,-22.074181941174199
792,COND_ATTN,1,292,ATU1,612,792,2.8589211021562733,-29.250352033012273
792,COND_ATTN,1,292,ATU5,612,792,9.9088279965669059,-37.455433166378583
792,COND_ATTN,1,292,MJ3,612,792,-43.599962692724596,-4.928649114244438
792,COND_ATTN,1,292,MJ1,612,792,-14.994797560166035,-22.074181941174199
792,COND_ATTN,1,292,ATU1,792,612,13.654662390040869,-29.250352033012273
792,COND_ATTN,1,292,ATU5,792,612,40.00545892355408,-37.455433166378583
792,COND_ATTN,1,292,MJ3,792,612,-45.947984651331005,-4.928649114244438
792,COND_ATTN,1,292,MJ1,792,612,-20.772700398030601,-22.074181941174199
792,COND_ATTN,1,292,ATU1,792,792,14.074513897647149,-29.250352033012273
792,COND_ATTN,1,292,ATU5,792,792,41.187236274182965,-37.455433166378583
792,COND_ATTN,1,292,MJ3,792,792,-43.592349009710894,-4.928649114244438
792,COND_ATTN,1,292,MJ1,792,792,-19.735286293001376,-22.074181941174199
792,COND_ATTN,2,292,ATU1,612,612,-3.7865765946837282,-29.250352033012273
792,COND_ATTN,2,292,ATU5,612,612,-11.892776123177306,-37.455433166378583
792,COND_ATTN,2,292,MJ3,612,612,-36.728517489854227,-4.928649114244438
792,COND_ATTN,2,292,MJ1,612,612,-8.2439220642885918,-22.074181941174199
792,COND_ATTN,2,292,ATU1,612,792,-3.7657228570449517,-29.250352033012273
792,COND_ATTN,2,292,ATU5,612,792,-11.870304468031655,-37.455433166378583
792,COND_ATTN,2,292,MJ3,612,792,-35.387305067918192,-4.928649114244438
792,COND_ATTN,2,292,MJ1,612,792,-7.5403794757031202,-22.074181941174199
792,COND_ATTN,2,292,ATU1,792,612,9.5596153005246638,-29.250352033012273
792,COND_ATTN,2,292,ATU5,792,612,27.221854110267763,-37.455433166378583
792,COND_ATTN,2,292,MJ3,792,612,-42.08408308319563,-4.928649114244438
792,COND_ATTN,2,292,MJ1,792,612,-16.087406823399068,-22.074181941174199
792,COND_ATTN,2,292,ATU1,792,792,9.107364952911432,-29.250352033012273
792,COND_ATTN,2,292,ATU5,792,792,25.903336149170777,-37.455433166378583
792,COND_ATTN,2,292,MJ3,792,792,-40.995999475312431,-4.928649114244438
792,COND_ATTN,2,292,MJ1,792,792,-15.284708438077963,-22.074181941174199
792,COND_ATTN,ensemble,292,ATU1,612,612,1.2460458940339925,-29.250352033012273
792,COND_ATTN,ensemble,292,ATU5,612,612,3.9443284200954727,-37.455433166378583
792,COND_ATTN,ensemble,292,MJ3,612,612,-43.235008380352177,-4.928649114244438
792,COND_ATTN,ensemble,292,MJ1,612,612,-13.881532190112193,-22.074181941174199
792,COND_ATTN,ensemble,292,ATU1,612,792,0.61303552683937845,-29.250352033012273
792,COND_ATTN,ensemble,292,ATU5,612,792,2.2500437200565244,-37.455433166378583
792,COND_ATTN,ensemble,292,MJ3,612,792,-40.965579468112914,-4.928649114244438
792,COND_ATTN,ensemble,292,MJ1,612,792,-12.506996388820289,-22.074181941174199
792,COND_ATTN,ensemble,292,ATU1,792,612,13.178162640880688,-29.250352033012273
792,COND_ATTN,ensemble,292,ATU5,792,612,37.721884462494941,-37.455433166378583
792,COND_ATTN,ensemble,292,MJ3,792,612,-43.806330140890637,-4.928649114244438
792,COND_ATTN,ensemble,292,MJ1,792,612,-19.130613380717051,-22.074181941174199
792,COND_ATTN,ensemble,292,ATU1,792,792,12.589607420689019,-29.250352033012273
792,COND_ATTN,ensemble,292,ATU5,792,792,36.124701230657344,-37.455433166378583
792,COND_ATTN,ensemble,292,MJ3,792,792,-41.578349297379596,-4.928649114244438
792,COND_ATTN,ensemble,292,MJ1,792,792,-17.740391833345395,-22.074181941174199
972,GRU_LOCAL,0,112,ATU1,612,612,-11.010783569927593,-42.433072756226345
972,GRU_LOCAL,0,112,ATU5,612,612,-22.230188026147889,-55.559442595163581
972,GRU_LOCAL,0,112,MJ3,612,612,-72.936933107977623,-8.9176489462169855
972,GRU_LOCAL,0,112,MJ1,612,612,-32.323404812408185,-30.707016574041312
972,GRU_LOCAL,0,112,ATU1,612,792,-19.960031689190512,-42.433072756226345
972,GRU_LOCAL,0,112,ATU5,612,792,-26.83195617875257,-55.559442595163581
972,GRU_LOCAL,0,112,MJ3,612,792,-22.10093448706672,-8.9176489462169855
972,GRU_LOCAL,0,112,MJ1,612,792,-22.753612123191754,-30.707016574041312
972,GRU_LOCAL,0,112,ATU1,792,612,-10.492294314610129,-42.433072756226345
972,GRU_LOCAL,0,112,ATU5,792,612,-24.500093767231188,-55.559442595163581
972,GRU_LOCAL,0,112,MJ3,792,612,-60.787685935273835,-8.9176489462169855
972,GRU_LOCAL,0,112,MJ1,792,612,-25.801651603098144,-30.707016574041312
972,GRU_LOCAL,0,112,ATU1,792,792,-19.130872768675562,-42.433072756226345
972,GRU_LOCAL,0,112,ATU5,792,792,-29.17208260701214,-55.559442595163581
972,GRU_LOCAL,0,112,MJ3,792,792,-10.775687398183024,-8.9176489462169855
972,GRU_LOCAL,0,112,MJ1,792,792,-16.959851880727328,-30.707016574041312
972,GRU_LOCAL,1,112,ATU1,612,612,-12.807576253080981,-42.433072756226345
972,GRU_LOCAL,1,112,ATU5,612,612,-17.310126598158373,-55.559442595163581
972,GRU_LOCAL,1,112,MJ3,612,612,-77.802109976520541,-8.9176489462169855
972,GRU_LOCAL,1,112,MJ1,612,612,-34.896065626608227,-30.707016574041312
972,GRU_LOCAL,1,112,ATU1,612,792,-19.297986354442372,-42.433072756226345
972,GRU_LOCAL,1,112,ATU5,612,792,-19.784284832861228,-55.559442595163581
972,GRU_LOCAL,1,112,MJ3,612,792,-32.260959908946674,-8.9176489462169855
972,GRU_LOCAL,1,112,MJ1,612,792,-27.904296628545801,-30.707016574041312
972,GRU_LOCAL,1,112,ATU1,792,612,-13.240472988877928,-42.433072756226345
972,GRU_LOCAL,1,112,ATU5,792,612,-22.857225202689481,-55.559442595163581
972,GRU_LOCAL,1,112,MJ3,792,612,-66.335347545909642,-8.9176489462169855
972,GRU_LOCAL,1,112,MJ1,792,612,-26.31708523668657,-30.707016574041312
972,GRU_LOCAL,1,112,ATU1,792,792,-19.072307911350645,-42.433072756226345
972,GRU_LOCAL,1,112,ATU5,792,792,-25.460189883655271,-55.559442595163581
972,GRU_LOCAL,1,112,MJ3,792,792,-15.120587855388806,-8.9176489462169855
972,GRU_LOCAL,1,112,MJ1,792,792,-20.08991156113095,-30.707016574041312
972,GRU_LOCAL,2,112,ATU1,612,612,-10.320131422990736,-42.433072756226345
972,GRU_LOCAL,2,112,ATU5,612,612,-20.904298829454117,-55.559442595163581
972,GRU_LOCAL,2,112,MJ3,612,612,-71.693763245159815,-8.9176489462169855
972,GRU_LOCAL,2,112,MJ1,612,612,-32.410710592595514,-30.707016574041312
972,GRU_LOCAL,2,112,ATU1,612,792,-19.577645192027784,-42.433072756226345
972,GRU_LOCAL,2,112,ATU5,612,792,-24.659590721052755,-55.559442595163581
972,GRU_LOCAL,2,112,MJ3,612,792,-22.783572453999536,-8.9176489462169855
972,GRU_LOCAL,2,112,MJ1,612,792,-19.56369792457097,-30.707016574041312
972,GRU_LOCAL,2,112,ATU1,792,612,-12.917392165182415,-42.433072756226345
972,GRU_LOCAL,2,112,ATU5,792,612,-19.802543219041898,-55.559442595163581
972,GRU_LOCAL,2,112,MJ3,792,612,-59.437433623214623,-8.9176489462169855
972,GRU_LOCAL,2,112,MJ1,792,612,-29.167180118190551,-30.707016574041312
972,GRU_LOCAL,2,112,ATU1,792,792,-21.956685365057155,-42.433072756226345
972,GRU_LOCAL,2,112,ATU5,792,792,-24.573466791771775,-55.559442595163581
972,GRU_LOCAL,2,112,MJ3,792,792,-12.375316038748798,-8.9176489462169855
972,GRU_LOCAL,2,112,MJ1,792,792,-18.417374152331643,-30.707016574041312
972,GRU_LOCAL,ensemble,112,ATU1,612,612,-11.379497081999769,-42.433072756226345
972,GRU_LOCAL,ensemble,112,ATU5,612,612,-20.148204484586792,-55.559442595163581
972,GRU_LOCAL,ensemble,112,MJ3,612,612,-74.14426877655265,-8.9176489462169855
972,GRU_LOCAL,ensemble,112,MJ1,612,612,-33.210060343870637,-30.707016574041312
972,GRU_LOCAL,ensemble,112,ATU1,612,792,-19.611887745220223,-42.433072756226345
972,GRU_LOCAL,ensemble,112,ATU5,612,792,-23.758610577555515,-55.559442595163581
972,GRU_LOCAL,ensemble,112,MJ3,612,792,-25.715155616670977,-8.9176489462169855
972,GRU_LOCAL,ensemble,112,MJ1,612,792,-23.407202225436176,-30.707016574041312
972,GRU_LOCAL,ensemble,112,ATU1,792,612,-12.216719822890155,-42.433072756226345
972,GRU_LOCAL,ensemble,112,ATU5,792,612,-22.386620729654187,-55.559442595163581
972,GRU_LOCAL,ensemble,112,MJ3,792,612,-62.186822368132702,-8.9176489462169855
972,GRU_LOCAL,ensemble,112,MJ1,792,612,-27.095305652658418,-30.707016574041312
972,GRU_LOCAL,ensemble,112,ATU1,792,792,-20.053288681694454,-42.433072756226345
972,GRU_LOCAL,ensemble,112,ATU5,792,792,-26.401913094146401,-55.559442595163581
972,GRU_LOCAL,ensemble,112,MJ3,792,792,-12.757197097440208,-8.9176489462169855
972,GRU_LOCAL,ensemble,112,MJ1,792,792,-18.489045864729974,-30.707016574041312
972,GRU_GRAPH,0,112,ATU1,612,612,-11.319513942982635,-42.433072756226345
972,GRU_GRAPH,0,112,ATU5,612,612,-22.219424978759211,-55.559442595163581
972,GRU_GRAPH,0,112,MJ3,612,612,-75.405803769701038,-8.9176489462169855
972,GRU_GRAPH,0,112,MJ1,612,612,-31.874711873530934,-30.707016574041312
972,GRU_GRAPH,0,112,ATU1,612,792,-20.386134865259244,-42.433072756226345
972,GRU_GRAPH,0,112,ATU5,612,792,-26.852349184626018,-55.559442595163581
972,GRU_GRAPH,0,112,MJ3,612,792,-22.666095020714263,-8.9176489462169855
972,GRU_GRAPH,0,112,MJ1,612,792,-22.981592683350122,-30.707016574041312
972,GRU_GRAPH,0,112,ATU1,792,612,-10.542010581521575,-42.433072756226345
972,GRU_GRAPH,0,112,ATU5,792,612,-25.038619056777438,-55.559442595163581
972,GRU_GRAPH,0,112,MJ3,792,612,-63.033795325894552,-8.9176489462169855
972,GRU_GRAPH,0,112,MJ1,792,612,-25.312219654124412,-30.707016574041312
972,GRU_GRAPH,0,112,ATU1,792,792,-19.297791373846099,-42.433072756226345
972,GRU_GRAPH,0,112,ATU5,792,792,-29.741241120595308,-55.559442595163581
972,GRU_GRAPH,0,112,MJ3,792,792,-11.294556484121783,-8.9176489462169855
972,GRU_GRAPH,0,112,MJ1,792,792,-16.867445900453223,-30.707016574041312
972,GRU_GRAPH,1,112,ATU1,612,612,-12.564102910102989,-42.433072756226345
972,GRU_GRAPH,1,112,ATU5,612,612,-17.041543684973277,-55.559442595163581
972,GRU_GRAPH,1,112,MJ3,612,612,-78.874815674950909,-8.9176489462169855
972,GRU_GRAPH,1,112,MJ1,612,612,-34.78446454912217,-30.707016574041312
972,GRU_GRAPH,1,112,ATU1,612,792,-18.946941919978915,-42.433072756226345
972,GRU_GRAPH,1,112,ATU5,612,792,-19.488281661293342,-55.559442595163581
972,GRU_GRAPH,1,112,MJ3,612,792,-31.618487148723233,-8.9176489462169855
972,GRU_GRAPH,1,112,MJ1,612,792,-28.428429611854206,-30.707016574041312
972,GRU_GRAPH,1,112,ATU1,792,612,-13.204932565829116,-42.433072756226345
972,GRU_GRAPH,1,112,ATU5,792,612,-22.490377515116553,-55.559442595163581
972,GRU_GRAPH,1,112,MJ3,792,612,-66.47448854971789,-8.9176489462169855
972,GRU_GRAPH,1,112,MJ1,792,612,-26.918016261023475,-30.707016574041312
972,GRU_GRAPH,1,112,ATU1,792,792,-18.927364463917502,-42.433072756226345
972,GRU_GRAPH,1,112,ATU5,792,792,-25.091809135239128,-55.559442595163581
972,GRU_GRAPH,1,112,MJ3,792,792,-15.624792150458896,-8.9176489462169855
972,GRU_GRAPH,1,112,MJ1,792,792,-20.416325431097164,-30.707016574041312
972,GRU_GRAPH,2,112,ATU1,612,612,-10.972752231818964,-42.433072756226345
972,GRU_GRAPH,2,112,ATU5,612,612,-20.43456015082257,-55.559442595163581
972,GRU_GRAPH,2,112,MJ3,612,612,-72.9945282969896,-8.9176489462169855
972,GRU_GRAPH,2,112,MJ1,612,612,-32.568189648258603,-30.707016574041312
972,GRU_GRAPH,2,112,ATU1,612,792,-19.460569859936356,-42.433072756226345
972,GRU_GRAPH,2,112,ATU5,612,792,-23.949081859516269,-55.559442595163581
972,GRU_GRAPH,2,112,MJ3,612,792,-23.786269656782061,-8.9176489462169855
972,GRU_GRAPH,2,112,MJ1,612,792,-20.293994388400311,-30.707016574041312
972,GRU_GRAPH,2,112,ATU1,792,612,-13.134597492459619,-42.433072756226345
972,GRU_GRAPH,2,112,ATU5,792,612,-19.991537204666866,-55.559442595163581
972,GRU_GRAPH,2,112,MJ3,792,612,-61.221402642275606,-8.9176489462169855
972,GRU_GRAPH,2,112,MJ1,792,612,-28.546981552107674,-30.707016574041312
972,GRU_GRAPH,2,112,ATU1,792,792,-21.464154343117741,-42.433072756226345
972,GRU_GRAPH,2,112,ATU5,792,792,-24.385309018278594,-55.559442595163581
972,GRU_GRAPH,2,112,MJ3,792,792,-12.807139651982613,-8.9176489462169855
972,GRU_GRAPH,2,112,MJ1,792,792,-17.632257727438166,-30.707016574041312
972,GRU_GRAPH,ensemble,112,ATU1,612,612,-11.618789694968196,-42.433072756226345
972,GRU_GRAPH,ensemble,112,ATU5,612,612,-19.898509604851686,-55.559442595163581
972,GRU_GRAPH,ensemble,112,MJ3,612,612,-75.758382580547178,-8.9176489462169855
972,GRU_GRAPH,ensemble,112,MJ1,612,612,-33.075788690303902,-30.707016574041312
972,GRU_GRAPH,ensemble,112,ATU1,612,792,-19.597882215058171,-42.433072756226345
972,GRU_GRAPH,ensemble,112,ATU5,612,792,-23.429904235145209,-55.559442595163581
972,GRU_GRAPH,ensemble,112,MJ3,612,792,-26.023617275406519,-8.9176489462169855
972,GRU_GRAPH,ensemble,112,MJ1,612,792,-23.901338894534881,-30.707016574041312
972,GRU_GRAPH,ensemble,112,ATU1,792,612,-12.293846879936769,-42.433072756226345
972,GRU_GRAPH,ensemble,112,ATU5,792,612,-22.506844592186951,-55.559442595163581
972,GRU_GRAPH,ensemble,112,MJ3,792,612,-63.576562172629338,-8.9176489462169855
972,GRU_GRAPH,ensemble,112,MJ1,792,612,-26.925739155751852,-30.707016574041312
972,GRU_GRAPH,ensemble,112,ATU1,792,792,-19.896436726960449,-42.433072756226345
972,GRU_GRAPH,ensemble,112,ATU5,792,792,-26.406119758037676,-55.559442595163581
972,GRU_GRAPH,ensemble,112,MJ3,792,792,-13.242162762187762,-8.9176489462169855
972,GRU_GRAPH,ensemble,112,MJ1,792,792,-18.30534301966285,-30.707016574041312
972,COND_ATTN,0,112,ATU1,612,612,-3.7232063238114486,-42.433072756226345
972,COND_ATTN,0,112,ATU5,612,612,-4.7915385798538503,-55.559442595163581
972,COND_ATTN,0,112,MJ3,612,612,-47.251959483059359,-8.9176489462169855
972,COND_ATTN,0,112,MJ1,612,612,-15.247851164790394,-30.707016574041312
972,COND_ATTN,0,112,ATU1,612,792,-10.866737915256587,-42.433072756226345
972,COND_ATTN,0,112,ATU5,612,792,-18.114469878738021,-55.559442595163581
972,COND_ATTN,0,112,MJ3,612,792,-30.778382984586433,-8.9176489462169855
972,COND_ATTN,0,112,MJ1,612,792,-12.383069111561669,-30.707016574041312
972,COND_ATTN,0,112,ATU1,792,612,-4.6095472691924995,-42.433072756226345
972,COND_ATTN,0,112,ATU5,792,612,-0.0048738378294582874,-55.559442595163581
972,COND_ATTN,0,112,MJ3,792,612,-17.424187889748701,-8.9176489462169855
972,COND_ATTN,0,112,MJ1,792,612,-11.011111296131594,-30.707016574041312
972,COND_ATTN,0,112,ATU1,792,792,-14.187794882592527,-42.433072756226345
972,COND_ATTN,0,112,ATU5,792,792,-19.401646462196783,-55.559442595163581
972,COND_ATTN,0,112,MJ3,792,792,-3.7026620953571716,-8.9176489462169855
972,COND_ATTN,0,112,MJ1,792,792,-8.7321880112490646,-30.707016574041312
972,COND_ATTN,1,112,ATU1,612,612,-4.0014503010309825,-42.433072756226345
972,COND_ATTN,1,112,ATU5,612,612,-5.5934820484333647,-55.559442595163581
972,COND_ATTN,1,112,MJ3,612,612,-48.463581852504959,-8.9176489462169855
972,COND_ATTN,1,112,MJ1,612,612,-15.516003876122763,-30.707016574041312
972,COND_ATTN,1,112,ATU1,612,792,-13.915077727764555,-42.433072756226345
972,COND_ATTN,1,112,ATU5,612,792,-25.193921351051575,-55.559442595163581
972,COND_ATTN,1,112,MJ3,612,792,-26.954756634814828,-8.9176489462169855
972,COND_ATTN,1,112,MJ1,612,792,-11.908180083773962,-30.707016574041312
972,COND_ATTN,1,112,ATU1,792,612,-3.658348187150414,-42.433072756226345
972,COND_ATTN,1,112,ATU5,792,612,2.2627323762369302,-55.559442595163581
972,COND_ATTN,1,112,MJ3,792,612,-30.840933991193488,-8.9176489462169855
972,COND_ATTN,1,112,MJ1,792,612,-16.732258844080615,-30.707016574041312
972,COND_ATTN,1,112,ATU1,792,792,-14.371231472671875,-42.433072756226345
972,COND_ATTN,1,112,ATU5,792,792,-20.492236943248745,-55.559442595163581
972,COND_ATTN,1,112,MJ3,792,792,-6.7914579978827563,-8.9176489462169855
972,COND_ATTN,1,112,MJ1,792,792,-11.243802011898291,-30.707016574041312
972,COND_ATTN,2,112,ATU1,612,612,-9.7205613602515211,-42.433072756226345
972,COND_ATTN,2,112,ATU5,612,612,-15.605398123169445,-55.559442595163581
972,COND_ATTN,2,112,MJ3,612,612,-37.820443230893943,-8.9176489462169855
972,COND_ATTN,2,112,MJ1,612,612,-16.107385702465965,-30.707016574041312
972,COND_ATTN,2,112,ATU1,612,792,-12.524690597822683,-42.433072756226345
972,COND_ATTN,2,112,ATU5,612,792,-19.816427445012273,-55.559442595163581
972,COND_ATTN,2,112,MJ3,612,792,-26.907791012592146,-8.9176489462169855
972,COND_ATTN,2,112,MJ1,612,792,-13.76129981649162,-30.707016574041312
972,COND_ATTN,2,112,ATU1,792,612,-6.8926504478749804,-42.433072756226345
972,COND_ATTN,2,112,ATU5,792,612,-1.6468574762349644,-55.559442595163581
972,COND_ATTN,2,112,MJ3,792,612,-8.4427051792740269,-8.9176489462169855
972,COND_ATTN,2,112,MJ1,792,612,-11.992076884542842,-30.707016574041312
972,COND_ATTN,2,112,ATU1,792,792,-15.03188841684757,-42.433072756226345
972,COND_ATTN,2,112,ATU5,792,792,-18.953215678246135,-55.559442595163581
972,COND_ATTN,2,112,MJ3,792,792,-1.5229813879289078,-8.9176489462169855
972,COND_ATTN,2,112,MJ1,792,792,-10.054105548980427,-30.707016574041312
972,COND_ATTN,ensemble,112,ATU1,612,612,-5.8150726616979842,-42.433072756226345
972,COND_ATTN,ensemble,112,ATU5,612,612,-8.6634729171522196,-55.559442595163581
972,COND_ATTN,ensemble,112,MJ3,612,612,-44.511994855486087,-8.9176489462169855
972,COND_ATTN,ensemble,112,MJ1,612,612,-15.623746914459705,-30.707016574041312
972,COND_ATTN,ensemble,112,ATU1,612,792,-12.435502080281273,-42.433072756226345
972,COND_ATTN,ensemble,112,ATU5,612,792,-21.041606224933957,-55.559442595163581
972,COND_ATTN,ensemble,112,MJ3,612,792,-28.213643543997801,-8.9176489462169855
972,COND_ATTN,ensemble,112,MJ1,612,792,-12.684183003942419,-30.707016574041312
972,COND_ATTN,ensemble,112,ATU1,792,612,-5.0535153014059659,-42.433072756226345
972,COND_ATTN,ensemble,112,ATU5,792,612,0.20366702072416937,-55.559442595163581
972,COND_ATTN,ensemble,112,MJ3,792,612,-18.902609020072074,-8.9176489462169855
972,COND_ATTN,ensemble,112,MJ1,792,612,-13.245149008251685,-30.707016574041312
972,COND_ATTN,ensemble,112,ATU1,792,792,-14.530304924037324,-42.433072756226345
972,COND_ATTN,ensemble,112,ATU5,792,792,-19.615699694563887,-55.559442595163581
972,COND_ATTN,ensemble,112,MJ3,792,792,-4.0057004937229452,-8.9176489462169855
972,COND_ATTN,ensemble,112,MJ1,792,792,-10.010031857375926,-30.707016574041312
1168,GRU_LOCAL,0,97,ATU1,792,792,-34.11222004462401,-2.6105454332132707
1168,GRU_LOCAL,0,97,ATU5,792,792,-36.600306330563278,-3.602176904879737
1168,GRU_LOCAL,0,97,MJ3,792,792,-52.935358301222614,1.571389257763314
1168,GRU_LOCAL,0,97,MJ1,792,792,-41.245683399117205,-4.8268184211630887
1168,GRU_LOCAL,0,97,ATU1,792,1168,-10.451500458116429,-2.6105454332132707
1168,GRU_LOCAL,0,97,ATU5,792,1168,-13.536863244964779,-3.602176904879737
1168,GRU_LOCAL,0,97,MJ3,792,1168,-20.619962774619285,1.571389257763314
1168,GRU_LOCAL,0,97,MJ1,792,1168,-17.067630551882552,-4.8268184211630887
1168,GRU_LOCAL,0,97,ATU1,1168,792,-34.74354436039647,-2.6105454332132707
1168,GRU_LOCAL,0,97,ATU5,1168,792,-41.266202886667728,-3.602176904879737
1168,GRU_LOCAL,0,97,MJ3,1168,792,-42.749419494555468,1.571389257763314
1168,GRU_LOCAL,0,97,MJ1,1168,792,-31.971798812295134,-4.8268184211630887
1168,GRU_LOCAL,0,97,ATU1,1168,1168,-8.9672622965952158,-2.6105454332132707
1168,GRU_LOCAL,0,97,ATU5,1168,1168,-14.156014026532793,-3.602176904879737
1168,GRU_LOCAL,0,97,MJ3,1168,1168,-9.328801634209297,1.571389257763314
1168,GRU_LOCAL,0,97,MJ1,1168,1168,-8.9536839353001483,-4.8268184211630887
1168,GRU_LOCAL,1,97,ATU1,792,792,-35.930320942095278,-2.6105454332132707
1168,GRU_LOCAL,1,97,ATU5,792,792,-35.756537032169845,-3.602176904879737
1168,GRU_LOCAL,1,97,MJ3,792,792,-56.189813517728794,1.571389257763314
1168,GRU_LOCAL,1,97,MJ1,792,792,-45.200249828400544,-4.8268184211630887
1168,GRU_LOCAL,1,97,ATU1,792,1168,-9.3025895794849038,-2.6105454332132707
1168,GRU_LOCAL,1,97,ATU5,792,1168,-11.928862678995296,-3.602176904879737
1168,GRU_LOCAL,1,97,MJ3,792,1168,-15.650499851207549,1.571389257763314
1168,GRU_LOCAL,1,97,MJ1,792,1168,-14.575932808534354,-4.8268184211630887
1168,GRU_LOCAL,1,97,ATU1,1168,792,-35.522586222531416,-2.6105454332132707
1168,GRU_LOCAL,1,97,ATU5,1168,792,-37.846405261113247,-3.602176904879737
1168,GRU_LOCAL,1,97,MJ3,1168,792,-47.136920730675406,1.571389257763314
1168,GRU_LOCAL,1,97,MJ1,1168,792,-36.192002185336833,-4.8268184211630887
1168,GRU_LOCAL,1,97,ATU1,1168,1168,-6.0344251703728782,-2.6105454332132707
1168,GRU_LOCAL,1,97,ATU5,1168,1168,-5.9779577358325806,-3.602176904879737
1168,GRU_LOCAL,1,97,MJ3,1168,1168,-7.4632126561765446,1.571389257763314
1168,GRU_LOCAL,1,97,MJ1,1168,1168,-8.090187499798505,-4.8268184211630887
1168,GRU_LOCAL,2,97,ATU1,792,792,-36.464028182254708,-2.6105454332132707
1168,GRU_LOCAL,2,97,ATU5,792,792,-38.266828875446471,-3.602176904879737
1168,GRU_LOCAL,2,97,MJ3,792,792,-59.007785350176405,1.571389257763314
1168,GRU_LOCAL,2,97,MJ1,792,792,-48.637825456365391,-4.8268184211630887
1168,GRU_LOCAL,2,97,ATU1,792,1168,-14.080025881407391,-2.6105454332132707
1168,GRU_LOCAL,2,97,ATU5,792,1168,-17.08038379449,-3.602176904879737
1168,GRU_LOCAL,2,97,MJ3,792,1168,-24.317116268718742,1.571389257763314
1168,GRU_LOCAL,2,97,MJ1,792,1168,-23.423305088902218,-4.8268184211630887
1168,GRU_LOCAL,2,97,ATU1,1168,792,-35.034889049252136,-2.6105454332132707
1168,GRU_LOCAL,2,97,ATU5,1168,792,-38.834437574999583,-3.602176904879737
1168,GRU_LOCAL,2,97,MJ3,1168,792,-48.494638003225035,1.571389257763314
1168,GRU_LOCAL,2,97,MJ1,1168,792,-37.68313240065811,-4.8268184211630887
1168,GRU_LOCAL,2,97,ATU1,1168,1168,-9.9991881171999193,-2.6105454332132707
1168,GRU_LOCAL,2,97,ATU5,1168,1168,-13.307259395648755,-3.602176904879737
1168,GRU_LOCAL,2,97,MJ3,1168,1168,-13.076910310752266,1.571389257763314
1168,GRU_LOCAL,2,97,MJ1,1168,1168,-13.810677007766808,-4.8268184211630887
1168,GRU_LOCAL,ensemble,97,ATU1,792,792,-35.502189722991332,-2.6105454332132707
1168,GRU_LOCAL,ensemble,97,ATU5,792,792,-36.874557412726539,-3.602176904879737
1168,GRU_LOCAL,ensemble,97,MJ3,792,792,-56.044319056375933,1.571389257763314
1168,GRU_LOCAL,ensemble,97,MJ1,792,792,-45.027919561294382,-4.8268184211630887
1168,GRU_LOCAL,ensemble,97,ATU1,792,1168,-11.278038639669575,-2.6105454332132707
1168,GRU_LOCAL,ensemble,97,ATU5,792,1168,-14.182036572816695,-3.602176904879737
1168,GRU_LOCAL,ensemble,97,MJ3,792,1168,-20.195859631515191,1.571389257763314
1168,GRU_LOCAL,ensemble,97,MJ1,792,1168,-18.355622816439706,-4.8268184211630887
1168,GRU_LOCAL,ensemble,97,ATU1,1168,792,-35.100339877393345,-2.6105454332132707
1168,GRU_LOCAL,ensemble,97,ATU5,1168,792,-39.315681907593522,-3.602176904879737
1168,GRU_LOCAL,ensemble,97,MJ3,1168,792,-46.126992742818629,1.571389257763314
1168,GRU_LOCAL,ensemble,97,MJ1,1168,792,-35.282311132763354,-4.8268184211630887
1168,GRU_LOCAL,ensemble,97,ATU1,1168,1168,-8.3336251947226714,-2.6105454332132707
