origin,seed,age_bin,point,origin_draws,unique_origins,query_draws,horizon_mean,horizon_min,horizon_max,initial_residual_mean_mm,future_residual_mean_mm,change_mean_mm,future_negative_fraction,initial_energy_mm2,change_energy_mm2,cross_energy_mm2,residual_energy_mm2
792,1,90+,ATU1,427,167,6832,69.973360655737707,1,269,28.282629120240475,24.426873879303908,-3.8557552409365674,0.13275761124121779,1644.3135949142568,88.258880925940531,-551.58530488442193,1180.9871709557754
792,1,90+,ATU5,427,167,6832,69.973360655737707,1,269,85.964096649517899,70.7158895190056,-15.248207130512309,0.21194379391100704,13696.374724710304,714.97286624558694,-4537.1745809534295,9874.1730100024615
792,1,90+,MJ3,427,167,6832,69.973360655737707,1,269,-48.829076281928053,-78.730948134051175,-29.901871852123111,1,3464.7964051676963,1845.2629628532891,1817.4556450468417,7127.5150130678257
792,1,90+,MJ1,427,167,6832,69.973360655737707,1,269,-26.503190300498272,-34.218814179898303,-7.7156238794000229,1,739.19294672660351,205.08045315112622,377.18770514553552,1321.4611050232654
792,2,all,ATU1,800,319,12800,86.979843750000001,1,293,26.922919652258187,24.209505796374096,-2.7134138558840863,0.20609374999999999,1529.7447264303505,116.69453032774203,-417.78172377567006,1228.6575329824225
792,2,all,ATU5,800,319,12800,86.979843750000001,1,293,68.143296700161514,70.632860677350749,2.4895639771892268,0.17046875,9832.3370629638375,1117.4782906491846,-965.29742076935042,9984.5179328436716
792,2,all,MJ3,800,319,12800,86.979843750000001,1,293,-30.326705297072376,-66.704900441698726,-36.378195144626353,0.98765625000000001,1997.425505263604,2341.1186044662063,1303.733238117469,5642.2773478472791
792,2,all,MJ1,800,319,12800,86.979843750000001,1,293,-14.396077593751249,-28.858673443988064,-14.462595850236813,0.94406250000000003,418.29258134161267,451.7334190598213,200.52558560898436,1070.5515860104183
792,2,0,ATU1,4,2,64,113.765625,1,291,0.0044133830466250856,26.233700674661307,26.229287291614682,0.25,3.6475808146192272e-05,1464.4924096580567,0.010555308470101082,1464.5030014423346
792,2,0,ATU5,4,2,64,113.765625,1,291,0.0028530375920752249,68.212245898292309,68.209392860700234,0.15625,1.2462406691935266e-05,9723.5841683512299,0.66368648102619565,9724.24786729466
792,2,0,MJ3,4,2,64,113.765625,1,291,0.00071598268095840467,-38.358355905871761,-38.35907188855272,0.859375,5.9113637059622978e-05,2623.8323041118288,0.18345972141575317,2624.0158229468816
792,2,0,MJ1,4,2,64,113.765625,1,291,-0.0062796552417694329,-16.918717929065362,-16.912438273823593,0.75,4.8975909000676906e-05,543.31286716188129,0.24621201497787454,543.55912815276815
792,2,1-29,ATU1,112,48,1792,114.00725446428571,1,293,26.359843556303336,25.693779325261378,-0.66606423104195633,0.2421875,1686.7423238404576,301.39083966229674,-600.05553002410795,1388.0776334786462
792,2,1-29,ATU5,112,48,1792,114.00725446428571,1,293,27.815116496736987,70.287546880816095,42.472430384079118,0.203125,2096.9867776076267,3909.8215175400142,4123.7498095163464,10130.558104663985
792,2,1-29,MJ3,112,48,1792,114.00725446428571,1,293,-0.0037713989539603127,-42.658246235623075,-42.65447483666911,0.9285714285714286,45.255941633613041,2800.0110487240258,70.352954947839564,2915.6199453054787
792,2,1-29,MJ1,112,48,1792,114.00725446428571,1,293,-0.30029273235213744,-17.886625011681719,-17.586332279329582,0.8063616071428571,2.0578564098414227,578.0274264567754,-3.4329724265563715,576.65231044006055
