origin,arm,seed,variant,point,mae,rmse,bias
792,GRU_LOCAL,0,ANCHORED_SHAPE,MJ1,23.5339034118714,25.378439783828433,23.532669678608809
792,GRU_LOCAL,0,ORIGINAL,ATU1,29.847121833299951,32.804908706040116,29.741942393662587
792,GRU_LOCAL,0,ORIGINAL,ATU5,42.024233522358962,46.506368861342878,42.022818617742416
792,GRU_LOCAL,0,ORIGINAL,MJ3,11.562147857142175,12.543365809692235,-11.171274359820861
792,GRU_LOCAL,0,ORIGINAL,MJ1,16.423730529928683,17.962905714597468,15.244255247555619
792,GRU_LOCAL,1,BPLUS,ATU1,29.335478509690908,32.877890262058848,29.335478509690908
792,GRU_LOCAL,1,BPLUS,ATU5,37.540839766187069,42.775051365351246,37.540839766187069
792,GRU_LOCAL,1,BPLUS,MJ3,5.2911468095600966,9.1163682048876531,5.0590840246373849
792,GRU_LOCAL,1,BPLUS,MJ1,22.162592224474757,24.483988940646118,22.162592224474757
792,GRU_LOCAL,1,ANCHOR_ONLY,ATU1,29.315155514329426,32.859758238927526,29.315155514329426
792,GRU_LOCAL,1,ANCHOR_ONLY,ATU5,37.532022682040939,42.767313401278095,37.532022682040939
