origin,arm,seed,point,initial_residual_mm,first_predicted_correction_mm,first_actual_residual_mm,initial_reference_bias_mm,original_mse_mm2,reference_bias_energy_mm2,shape_error_energy_mm2,cross_term_mm2,actual_residual_change_mean_mm,predicted_shape_mean_mm
612,GRU_GRAPH,2,MJ1,-0.0031906685073863628,-4.568815183369793,-0.18064671929926135,-4.5656245148624066,742.55630961742315,20.844927210712587,930.797959504446,-209.08657709773559,-22.672377126876203,0.22553929365939432
612,GRU_GRAPH,ensemble,ATU1,0.0085362289362933552,4.0942765482095069,0.010268056899974454,4.0857403192732136,126.34390247211356,16.693273956534782,86.176121295402567,23.474507220176214,-4.289715595106693,-1.4169795196588097
612,GRU_GRAPH,ensemble,ATU5,0.00077395529689283649,7.3395439603778527,-0.17359115168420658,7.3387700050809599,219.18673828451037,53.857545187475992,105.52776886288088,59.801424234153522,-4.5952138983431894,-0.5208646414002478
612,GRU_GRAPH,ensemble,MJ3,-0.0069391467013701913,-0.62197503321476688,-0.27623269972355047,-0.61503588651339669,7717.3657394707388,0.3782691416993198,7811.5028009961416,-94.515330667102049,-77.763580502429605,-0.92633186405823187
612,GRU_GRAPH,ensemble,MJ1,-0.0031906685073863628,-2.5389000041768668,-0.18064671929926135,-2.5357093356694804,812.63344343335154,6.4298218350013574,921.02954484367012,-114.82592324532,-22.672377126876203,-0.030601583031477305
612,COND_ATTN,0,ATU1,0.0085362289362933552,25.17977249007447,0.010268056899974454,25.171236261138176,871.55815682996285,633.59113491403741,61.592436077992765,176.37458583793264,-4.289715595106693,-0.78622089170515419
612,COND_ATTN,0,ATU5,0.00077395529689283649,70.465817047153394,-0.17359115168420658,70.465043091856501,5643.2298396615515,4965.322297937194,131.94411426003572,545.96342746432174,-4.5952138983431894,-0.72121195703580221
612,COND_ATTN,0,MJ3,-0.0069391467013701913,-5.0915814475183652,-0.27623269972355047,-5.084642300816995,6591.5846519060151,25.853587327257543,7313.5996509127945,-747.86858633403642,-77.763580502429605,-4.2216731185149623
612,COND_ATTN,0,MJ1,-0.0031906685073863628,-9.596965444170678,-0.18064671929926135,-9.5937747756632916,481.26796249292136,92.040514446153239,740.99324711836016,-351.76579907159191,-22.672377126876203,-4.339353510149091
612,COND_ATTN,1,ATU1,0.0085362289362933552,26.092438848067445,0.010268056899974454,26.083902619131152,859.98851003586969,680.36997584431697,54.13783430619835,125.48069988535435,-4.289715595106693,-1.8843872644963608
612,COND_ATTN,1,ATU5,0.00077395529689283649,70.630051772166269,-0.17359115168420658,70.629277816869376,4578.0549603898298,4988.4948849325165,268.36596266047144,-678.80588720315825,-4.5952138983431894,-9.4006282264012757
612,COND_ATTN,1,MJ3,-0.0069391467013701913,-6.5711604061323214,-0.27623269972355047,-6.5642212594309512,7014.3852610248778,43.089000742765265,7999.8816101953098,-1028.5853499131963,-77.763580502429605,0.5842774735189169
612,COND_ATTN,1,MJ1,-0.0031906685073863628,-11.87548647427127,-0.18064671929926135,-11.872295805763883,571.27204348759494,140.9514076995587,1010.7139950740269,-580.39335928599075,-22.672377126876203,1.7708042418113699
612,COND_ATTN,2,ATU1,0.0085362289362933552,25.58722281931955,0.010268056899974454,25.578686590383256,709.28077275062606,654.26920768905222,62.986092995393385,-7.9745279338195481,-4.289715595106693,-4.4455978743949816
612,COND_ATTN,2,ATU5,0.00077395529689283649,76.225867568966976,-0.17359115168420658,76.225093613670083,4313.0634936050783,5810.2648964127675,303.56444470528959,-1800.7658475129786,-4.5952138983431894,-16.407372874754291
612,COND_ATTN,2,MJ3,-0.0069391467013701913,-7.4294605731824959,-0.27623269972355047,-7.4225214264811257,7183.4650845811129,55.093824326571408,8294.0929469930325,-1165.7216867384948,-77.763580502429605,0.76240950546590813
612,COND_ATTN,2,MJ1,-0.0031906685073863628,-12.357634571706853,-0.18064671929926135,-12.354443903199467,686.07502859002739,152.63228415730248,1143.4527782071236,-610.01003377439883,-22.672377126876203,2.0155019291945733
612,COND_ATTN,ensemble,ATU1,0.0085362289362933552,25.619811385820469,0.010268056899974454,25.611275156884176,807.12478978904801,655.93741516163254,52.960608873762098,98.226765753653254,-4.289715595106693,-2.3720686768654802
612,COND_ATTN,ensemble,ATU5,0.00077395529689283649,72.440578796095508,-0.17359115168420658,72.439804840798615,4788.802387088981,5247.5253253729907,156.70494339747228,-615.42788168148275,-4.5952138983431894,-8.8430710193970938
612,COND_ATTN,ensemble,MJ3,-0.0069391467013701913,-6.3640674756111366,-0.27623269972355047,-6.3571283289097664,6921.3846542369129,40.413080590227082,7857.4932575636994,-976.52168391701503,-77.763580502429605,-0.95832871317663604
612,COND_ATTN,ensemble,MJ1,-0.0031906685073863628,-11.276695496716343,-0.18064671929926135,-11.273504828208956,569.45574506134153,127.09191111165066,949.40161873128011,-507.03778478158921,-22.672377126876203,-0.18434911304764004
792,GRU_LOCAL,0,ATU1,-0.020322995361482299,-1.1154567140676477,-0.13217556716324452,-1.0951337187061654,1076.1620352116267,1.1993178618471945,1142.504161023706,-67.541443673926921,-29.31515551432943,1.5219205980393249
792,GRU_LOCAL,0,ATU5,-0.0088170841461305827,1.0953870638414855,-0.064390132219386942,1.1042041479876161,2162.8423446672828,1.2192668004330574,2071.2580702120317,90.365007654818683,-37.532022682040939,3.38659178771386
792,GRU_LOCAL,0,MJ3,-0.10074822814272011,-19.249657739561144,-0.13086749222111393,-19.148909511418424,157.33602583575615,366.68073547649095,96.181317625370198,-305.52602726610502,-4.9583357964946648,3.019299355102897
792,GRU_LOCAL,0,MJ1,0.018814556727420495,-8.2695998743257633,-0.077705300232992158,-8.2884144310531838,322.66598171151844,68.697813780890669,644.06520586140573,-390.0970379307779,-22.181406781202181,1.3512628974066259
792,GRU_LOCAL,1,ATU1,-0.020322995361482299,-3.5685943185164319,-0.13217556716324452,-3.5482713231549496,1570.3344439890279,12.590229382723777,1836.632319542533,-278.88810493622879,-29.31515551432943,9.9839960353687385
792,GRU_LOCAL,1,ATU5,-0.0088170841461305827,4.4249544952733686,-0.064390132219386942,4.4337715794194992,3520.5398355741322,19.658330418468079,3057.2548158441214,443.6266893115419,-37.532022682040939,12.496117171932399
792,GRU_LOCAL,1,MJ3,-0.10074822814272011,-20.081731172842638,-0.13086749222111393,-19.980982944699917,121.67231606975784,399.239679436389,187.55015691756,-465.11752028419119,-4.9583357964946648,6.6806691906840712
792,GRU_LOCAL,1,MJ1,0.018814556727420495,-8.7900640948637374,-0.077705300232992158,-8.8088786515911579,449.62211672793597,77.596343098458462,846.99276187052988,-474.96698824105232,-22.181406781202181,4.7781533981890139
792,GRU_LOCAL,2,ATU1,-0.020322995361482299,-2.3271350976311282,-0.13217556716324452,-2.3068121022696459,1268.9316177018734,5.3213820751777039,1425.0740678181032,-161.46383219140773,-29.31515551432943,5.6820235000656671
792,GRU_LOCAL,2,ATU5,-0.0088170841461305827,2.9683622829454634,-0.064390132219386942,2.977179367091594,2939.5982151047506,8.8635969838359046,2649.1059857206587,281.62863240025627,-37.532022682040939,9.7658720154121124
792,GRU_LOCAL,2,MJ3,-0.10074822814272011,-21.38001153760365,-0.13086749222111393,-21.27926330946093,137.51434096412615,452.80704699337014,191.67512118899046,-506.96782721823445,-4.9583357964946648,6.9539146382474186
792,GRU_LOCAL,2,MJ1,0.018814556727420495,-8.5591969101772065,-0.077705300232992158,-8.578011466904627,387.43040032884039,73.582280726347264,754.09971308225397,-440.2515934797608,-22.181406781202181,3.4802279215680101
792,GRU_LOCAL,ensemble,ATU1,-0.020322995361482299,-2.3370620434050693,-0.13217556716324452,-2.316739048043587,1293.4320198969397,5.3672798167299058,1450.4425190810134,-162.37777900080394,-29.31515551432943,5.7293133778245773
792,GRU_LOCAL,ensemble,ATU5,-0.0088170841461305827,2.8295679473534392,-0.064390132219386942,2.8383850314995698,2841.8956534740014,8.0564295870408138,2572.2448622425395,261.59436164442155,-37.532022682040939,8.5495269916861254
792,GRU_LOCAL,ensemble,MJ3,-0.10074822814272011,-20.237133483335811,-0.13086749222111393,-20.13638525519309,135.40193441019807,405.47401114555771,153.17984810276818,-423.25192483812788,-4.9583357964946648,5.5512943946781261
792,GRU_LOCAL,ensemble,MJ1,0.018814556727420495,-8.5396202931220841,-0.077705300232992158,-8.5584348498495046,384.17964775288306,73.246807079118511,745.43809961217187,-434.50525893840728,-22.181406781202181,3.2032147390543995
792,GRU_GRAPH,0,ATU1,-0.020322995361482299,-0.93815378597611243,-0.13217556716324452,-0.91783079061463013,1092.8272830628594,0.84241336020027702,1148.7658071886926,-56.780937486033615,-29.31515551432943,1.6169825587515483
792,GRU_GRAPH,0,ATU5,-0.0088170841461305827,1.2047720031766858,-0.064390132219386942,1.2135890873228163,2181.0783500256352,1.4727984728690264,2080.0413381051135,99.564213447652605,-37.532022682040939,3.4885395855762495
792,GRU_GRAPH,0,MJ3,-0.10074822814272011,-18.936775842987572,-0.13086749222111393,-18.836027614844852,150.39190299261517,354.79593630719785,95.871963058665827,-300.27599637324852,-4.9583357964946648,3.0124530161262655
792,GRU_GRAPH,0,MJ1,0.018814556727420495,-8.2565637579108397,-0.077705300232992158,-8.2753783146382602,326.33013054197869,68.481886250385173,648.94594984259788,-391.09770555100448,-22.181406781202181,1.4487942006184562
792,GRU_GRAPH,1,ATU1,-0.020322995361482299,-3.4235718030557791,-0.13217556716324452,-3.4032488076942968,1597.5248179954906,11.582102447072653,1854.8575626316876,-268.91484708326976,-29.31515551432943,10.193393856978473
792,GRU_GRAPH,1,ATU5,-0.0088170841461305827,4.5123523176200706,-0.064390132219386942,4.5211694017662012,3550.2987983536182,20.440972759466948,3076.0369780407059,453.82084755344573,-37.532022682040939,12.656413895469289
792,GRU_GRAPH,1,MJ3,-0.10074822814272011,-19.765940051326197,-0.13086749222111393,-19.665191823183477,112.91603574115628,386.71976944260228,195.76857838863017,-469.5723120900762,-4.9583357964946648,6.9808386675065721
792,GRU_GRAPH,1,MJ1,0.018814556727420495,-8.8056887872004381,-0.077705300232992158,-8.8245033439278586,449.43024487011041,77.871859266993965,847.69781410562882,-476.13942850251226,-22.181406781202181,4.7968496682185036
792,GRU_GRAPH,2,ATU1,-0.020322995361482299,-1.5191597460198523,-0.13217556716324452,-1.49883675065837,1290.1510330116546,2.2465116051241405,1391.4964301304831,-103.59190872395246,-29.31515551432943,5.2422800030640833
792,GRU_GRAPH,2,ATU5,-0.0088170841461305827,3.1576901632266754,-0.064390132219386942,3.166507247372806,2908.4010150411664,10.026768147664505,2601.6804059458541,296.6938409476482,-37.532022682040939,9.3167317608566318
792,GRU_GRAPH,2,MJ3,-0.10074822814272011,-20.629318056876173,-0.13086749222111393,-20.528569828733453,128.70157841319644,421.42217921318542,183.18221898834608,-475.90281978833502,-4.9583357964946648,6.6328959297949774
792,GRU_GRAPH,2,MJ1,0.018814556727420495,-8.1301694024297149,-0.077705300232992158,-8.1489839591571354,394.56015023970025,66.405939566600296,743.3047931195299,-415.15058244642989,-22.181406781202181,3.291129704767886
792,GRU_GRAPH,ensemble,ATU1,-0.020322995361482299,-1.9602951116839336,-0.13217556716324452,-1.9399721163224513,1314.7765077627871,3.7634918121086103,1446.8086364920475,-135.79562054136935,-29.31515551432943,5.6842188062647221
792,GRU_GRAPH,ensemble,ATU5,-0.0088170841461305827,2.9582714946744773,-0.064390132219386942,2.9670885788206078,2847.6193978584906,8.803614634567694,2565.7293945582346,273.08638866568816,-37.532022682040939,8.4872284139673937
792,GRU_GRAPH,ensemble,MJ3,-0.10074822814272011,-19.777344650396799,-0.13086749222111393,-19.676596422254079,126.92293632527272,387.168446764262,152.9786901550317,-413.22420059402106,-4.9583357964946648,5.5420625378094233
792,GRU_GRAPH,ensemble,MJ1,0.018814556727420495,-8.3974739825135885,-0.077705300232992158,-8.4162885392410089,387.81188811236518,70.833912775759558,743.85770677626522,-426.87973143965957,-22.181406781202181,3.1789245245348763
792,COND_ATTN,0,ATU1,-0.020322995361482299,4.5626410786640008,-0.13217556716324452,4.5829640740254831,2222.0192038820587,21.003559703808254,1840.4614395479871,360.55420463026337,-29.31515551432943,10.021199605029796
792,COND_ATTN,0,ATU5,-0.0088170841461305827,12.976080508076734,-0.064390132219386942,12.984897592222865,7076.0996555720449,168.60756548051515,5197.6451122763347,1709.8469778151964,-37.532022682040939,28.307810311300752
792,COND_ATTN,0,MJ3,-0.10074822814272011,-48.477826626131218,-0.13086749222111393,-48.377078397988498,1340.2706510342516,2340.3417143251254,281.76636804987044,-1281.8374313407442,-4.9583357964946648,8.290060694042916
792,COND_ATTN,0,MJ1,0.018814556727420495,-18.328776919224993,-0.077705300232992158,-18.347591475952413,84.300467587786969,336.63411296844163,565.86010034100707,-818.1937457216618,-22.181406781202181,0.11562732253948763
792,COND_ATTN,1,ATU1,-0.020322995361482299,13.525566877399683,-0.13217556716324452,13.545889872761165,2066.3824382864332,183.49113244497352,1073.8287259525487,809.06257988891116,-29.31515551432943,0.54861081953910751
792,COND_ATTN,1,ATU5,-0.0088170841461305827,34.716062976176431,-0.064390132219386942,34.724880060322562,6622.6382843025194,1205.8172952037874,2360.3408796710255,3056.4801094277063,-37.532022682040939,6.4779221200450676
792,COND_ATTN,1,MJ3,-0.10074822814272011,-43.39750856599926,-0.13086749222111393,-43.29676033785654,1594.3741574298037,1874.6094557537872,129.891733776172,-410.12703210015519,-4.9583357964946648,-0.22210346756495875
792,COND_ATTN,1,MJ1,0.018814556727420495,-17.821180361309871,-0.077705300232992158,-17.839994918037291,73.120671277021742,318.26541867559638,477.64571081800335,-722.79045821657803,-22.181406781202181,-1.9238209035909144
792,COND_ATTN,2,ATU1,-0.020322995361482299,16.598277037791036,-0.13217556716324452,16.618600033152518,1600.5377918461243,276.17786706189685,600.23416057150939,724.12576421271808,-29.31515551432943,-7.52855006115779
792,COND_ATTN,2,ATU5,-0.0088170841461305827,47.382762944088427,-0.064390132219386942,47.391580028234557,4213.6069560063424,2245.9618575725603,455.02758492111957,1512.617513512663,-37.532022682040939,-21.573306886835457
792,COND_ATTN,2,MJ3,-0.10074822814272011,-44.754018701545647,-0.13086749222111393,-44.653270473402927,1402.5132092822876,1993.9145639708777,186.2702038280413,-777.67155851663165,-4.9583357964946648,3.749554468562633
792,COND_ATTN,2,MJ1,0.018814556727420495,-21.782270480224156,-0.077705300232992158,-21.801085036951577,167.02489317271943,475.28730878839394,942.72866419984882,-1250.9910798155231,-22.181406781202181,6.5096211583514192
792,COND_ATTN,ensemble,ATU1,-0.020322995361482299,11.562161664618259,-0.13217556716324452,11.582484659979741,1946.901570429497,134.15395089866601,1110.1793737607402,702.56824577009081,-29.31515551432943,1.0137534544703497
792,COND_ATTN,ensemble,ATU5,-0.0088170841461305827,31.691635476113902,-0.064390132219386942,31.700452560260032,5832.8696309432953,1004.9186925252968,2169.1601499195708,2658.7907884984279,-37.532022682040939,4.4041418481700818
792,COND_ATTN,ensemble,MJ3,-0.10074822814272011,-45.543117964558633,-0.13086749222111393,-45.442369736415912,1428.8912054038103,2065.0089672611289,172.52978576621098,-808.64754762352936,-4.9583357964946648,3.9391705650134554
792,COND_ATTN,ensemble,MJ1,0.018814556727420495,-19.310742586919673,-0.077705300232992158,-19.329557143647094,100.54754496980701,373.63177936951837,645.01364741583825,-918.09788181554973,-22.181406781202181,1.5671425257666616
972,GRU_LOCAL,0,ATU1,-35.713196639781813,-15.704018474692646,-35.790368297647149,20.009178165089168,780.70282563830358,400.36721084228111,90.169561250111954,290.1660535459107,-21.763310770114789,-14.512486894395213
972,GRU_LOCAL,0,ATU5,-48.658411535979667,-25.484983450020991,-48.768814584210304,23.173428085958676,521.66401374704458,537.00776925509842,45.776738993922187,-61.120494501975934,-16.810277394996838,-18.129039864564525
972,GRU_LOCAL,0,MJ3,-4.7647315740448448,-6.1991869236121602,-4.6729043565774191,-1.4344553495673154,2352.5375256660532,2.0576621499022889,2458.4436693539333,-107.96380583778291,-52.751797738412264,-15.119463671566345
972,GRU_LOCAL,0,MJ1,-27.140724849198932,-15.978314701922613,-27.111028184322663,11.162410147276319,2338.8448241357869,124.59940029601732,1540.8882535354312,673.35717030433807,-38.649972116331568,-8.4881539507161285
972,GRU_LOCAL,1,ATU1,-35.713196639781813,-12.681360857298046,-35.790368297647149,23.031835782483768,870.67153091946102,530.46545951129963,85.929757632701538,254.27631377545978,-21.763310770114789,-16.24320555190976
972,GRU_LOCAL,1,ATU5,-48.658411535979667,-18.623762338745223,-48.768814584210304,30.034649197234444,840.46385124216567,902.08015240093562,33.279886471951002,-94.896187630720917,-16.810277394996838,-18.39005592025191
972,GRU_LOCAL,1,MJ3,-4.7647315740448448,-9.5625863884149567,-4.6729043565774191,-4.7978548143701119,2305.3216242192366,23.01941081977446,2653.5877213457711,-371.28550794630883,-52.751797738412264,-14.058931623094731
972,GRU_LOCAL,1,MJ1,-27.140724849198932,-15.792915354591401,-27.111028184322663,11.347809494607532,2192.6559101442031,128.77278032590485,1438.2569766065994,625.62615321169847,-38.649972116331568,-11.08402850805213
972,GRU_LOCAL,2,ATU1,-35.713196639781813,-19.203033670540378,-35.790368297647149,16.510162969241435,706.81611396865117,272.58548127091115,131.35961627219555,302.87101642554444,-21.763310770114789,-12.591050720659323
972,GRU_LOCAL,2,ATU5,-48.658411535979667,-21.381088607196148,-48.768814584210304,27.277322928783519,847.78640350660464,744.0523461611391,35.837936252647623,67.896121092818049,-16.810277394996838,-15.565724891254382
972,GRU_LOCAL,2,MJ3,-4.7647315740448448,-7.4306166227372614,-4.6729043565774191,-2.6658850486924166,2360.500939556975,7.1069430928417683,2557.5570045821132,-204.16300811797964,-52.751797738412264,-14.460010135244785
972,GRU_LOCAL,2,MJ1,-27.140724849198932,-14.54178527635429,-27.111028184322663,12.598939572844642,2229.2996949677158,158.73327836019075,1385.0693194095716,685.49709719795339,-38.649972116331568,-11.445416795046745
972,GRU_LOCAL,ensemble,ATU1,-35.713196639781813,-15.862804334177042,-35.790368297647149,19.850392305604771,782.48069336139838,394.0380746864131,98.055343386863441,290.38727528812194,-21.763310770114789,-14.448914388988079
972,GRU_LOCAL,ensemble,ATU5,-48.658411535979667,-21.829944798654196,-48.768814584210304,26.828466737325471,723.14984878207474,719.76662747577916,32.965871450869614,-29.58265014457406,-16.810277394996838,-17.361606892023527
972,GRU_LOCAL,ensemble,MJ3,-4.7647315740448448,-7.730796644921611,-4.6729043565774191,-2.9660650708767662,2337.6293571712563,8.7975420046751953,2555.4727778327019,-226.64096266612034,-52.751797738412264,-14.546135143301797
972,GRU_LOCAL,ensemble,MJ1,-27.140724849198932,-15.437671777622768,-27.111028184322663,11.703053071576164,2251.6325407631425,136.96145119612828,1452.0261465957979,662.64494297121576,-38.649972116331568,-10.33919975127167
972,GRU_GRAPH,0,ATU1,-35.713196639781813,-15.645119401347813,-35.790368297647149,20.068077238434,755.67589664239949,402.72772404775282,82.065021501554554,270.88315109309207,-21.763310770114789,-15.014205016866496
972,GRU_GRAPH,0,ATU5,-48.658411535979667,-25.803907844141236,-48.768814584210304,22.854503691838431,488.22133795440863,522.32833900025651,49.473523062307272,-83.580524108155089,-16.810277394996838,-18.638812488891755
972,GRU_GRAPH,0,MJ3,-4.7647315740448448,-6.3704417966027904,-4.6729043565774191,-1.6057102225579456,2297.4466864400524,2.5783053188270872,2414.0879460787164,-119.21956495749103,-52.751797738412264,-15.628173786024826
972,GRU_GRAPH,0,MJ1,-27.140724849198932,-15.904003647424588,-27.111028184322663,11.236721201774344,2333.0770872818753,126.26390336640506,1530.8483970054717,675.96478690999879,-38.649972116331568,-8.5715900522086343
972,GRU_GRAPH,1,ATU1,-35.713196639781813,-12.239758816814913,-35.790368297647149,23.473437822966901,861.96761014358503,551.00228322869305,79.94012659709918,231.02520031779284,-21.763310770114789,-16.842318752240164
972,GRU_GRAPH,1,ATU5,-48.658411535979667,-17.954147670705652,-48.768814584210304,30.704263865274015,846.20392140408978,942.75181950837157,38.619633655074658,-135.16753175935651,-16.810277394996838,-19.011397284280825
972,GRU_GRAPH,1,MJ3,-4.7647315740448448,-9.7301826572843311,-4.6729043565774191,-4.9654510832394863,2246.5551779691423,24.655704460044188,2600.6490801455457,-378.74960663644856,-52.751797738412264,-14.613308375895945
972,GRU_GRAPH,1,MJ1,-27.140724849198932,-15.973724446045708,-27.111028184322663,11.167000403153224,2150.2288113285108,124.70189800402427,1416.5623920199916,608.96452130449484,-38.649972116331568,-11.383718900627304
972,GRU_GRAPH,2,ATU1,-35.713196639781813,-18.904339381405009,-35.790368297647149,16.808857258376804,733.9623602263149,282.53768233248655,134.15479756424443,317.26988032958394,-21.763310770114789,-12.3257304678765
972,GRU_GRAPH,2,ATU5,-48.658411535979667,-21.471578795202504,-48.768814584210304,27.186832740777163,856.88673555051184,739.12387447499316,33.46499341821383,84.297867657304934,-16.810277394996838,-15.259933733028674
972,GRU_GRAPH,2,MJ3,-4.7647315740448448,-7.8630153379726835,-4.6729043565774191,-3.0982837639278387,2307.8332494473716,9.5993622818188555,2534.5862479073421,-236.35236074178894,-52.751797738412264,-14.609332626992963
972,GRU_GRAPH,2,MJ1,-27.140724849198932,-13.696378777017685,-27.111028184322663,13.444346072181247,2292.1171207060629,180.75044130857532,1380.7894332120989,730.57724618538873,-38.649972116331568,-11.479545147887064
972,GRU_GRAPH,ensemble,ATU1,-35.713196639781813,-15.596405866522559,-35.790368297647149,20.116790773259254,780.6091999092522,404.68527101508863,92.844766553418054,283.07916234074537,-21.763310770114789,-14.727418078994408
