origin,arm,seed,point,horizon,physics_response_mean_mm,residual_response_mean_mm,total_response_mean_mm,interaction_mean_mm,half_target_change_mm
792,COND_ATTN,ensemble,MJ1,292,-5.2412383175649833,1.3823786743317807,-3.8588596432332025,0.015685746079754741,15.988957218132965
972,GRU_LOCAL,0,ATU1,112,0.67382408791620796,-8.7939132866641749,-8.1200891987479658,0.31066966519748646,-10.704868813186676
972,GRU_LOCAL,0,ATU5,112,-2.305016084671434,-4.6368784961928151,-6.9418945808642496,-0.070220687176273985,-2.202871219013359
972,GRU_LOCAL,0,MJ3,112,11.737247130793744,50.423998579000859,62.161245709794606,-0.82400008382009415,73.969287190863824
972,GRU_LOCAL,0,MJ1,112,6.1577567258872348,9.2057962057936198,15.363552931680857,-0.72799296684561443,17.910042562721799
972,GRU_LOCAL,1,ATU1,112,-0.10360914635261194,-6.161122511917057,-6.2647316582696675,0.65857517888867101,-10.704868813186676
972,GRU_LOCAL,1,ATU5,112,-5.611501827662579,-2.5385614578343265,-8.1500632854969073,-0.12880644626294099,-2.202871219013359
972,GRU_LOCAL,1,MJ3,112,14.303567242084382,48.377954879047351,62.681522121131742,5.6736096229469677,73.969287190863824
972,GRU_LOCAL,1,MJ1,112,8.1966827286682555,6.6094713368090199,14.806154065477273,-0.7645953225068054,17.910042562721799
972,GRU_LOCAL,2,ATU1,112,-2.4881504576105229,-9.1484034844558959,-11.636553942066419,0.21822056916230848,-10.704868813186676
972,GRU_LOCAL,2,ATU5,112,0.59393976984660035,-4.2631077321642561,-3.6691679623176552,-1.0156316811312396,-2.202871219013359
972,GRU_LOCAL,2,MJ3,112,11.332293018597957,47.986154187813035,59.318447206411008,-1.8480732066944454,73.969287190863824
972,GRU_LOCAL,2,MJ1,112,2.1949271233221412,11.79840931694172,13.993336440263862,-2.0972067021656322,17.910042562721799
972,GRU_LOCAL,ensemble,ATU1,112,-0.63931183868230923,-8.0344797610123759,-8.6737915996946846,0.39582180441615528,-10.704868813186676
972,GRU_LOCAL,ensemble,ATU5,112,-2.4408593808291377,-3.8128492287304661,-6.2537086095596033,-0.40488627152348489,-2.202871219013359
972,GRU_LOCAL,ensemble,MJ3,112,12.457702463825362,48.929369215287089,61.387071679112445,1.0005121108108104,73.969287190863824
972,GRU_LOCAL,ensemble,MJ1,112,5.5164555259592101,9.204558953181456,14.721014479140665,-1.1965983305060182,17.910042562721799
972,GRU_GRAPH,0,ATU1,112,0.93292342643710435,-8.9112008573005674,-7.9782774308634625,0.3108401299520881,-10.704868813186676
972,GRU_GRAPH,0,ATU5,112,-2.8540430069937561,-4.6677731348423404,-7.521816141836096,-0.069697857951061357,-2.202871219013359
972,GRU_GRAPH,0,MJ3,112,11.871773490199493,52.239473795379766,64.111247285579253,-1.0004699072140235,73.969287190863824
972,GRU_GRAPH,0,MJ1,112,6.3383195011517071,8.6689464719260005,15.007265973077706,-0.44834543650962744,17.910042562721799
972,GRU_GRAPH,1,ATU1,112,-0.3106260998323554,-6.0526354539821572,-6.363261553814513,0.66040711178754541,-10.704868813186676
972,GRU_GRAPH,1,ATU5,112,-5.5261806520445322,-2.5240847982213217,-8.0502654502658562,-0.15469364380251818,-2.202871219013359
972,GRU_GRAPH,1,MJ3,112,14.197011061748681,49.053012462743325,63.250023524492008,3.593367873031327,73.969287190863824
972,GRU_GRAPH,1,MJ1,112,7.9392762344278713,6.4288628835971391,14.368139118025011,0.14565589265834858,17.910042562721799
972,GRU_GRAPH,2,ATU1,112,-2.0827148719110213,-8.4086872393877581,-10.491402111298779,0.15826077745926395,-10.704868813186676
972,GRU_GRAPH,2,ATU5,112,0.0033978936966888346,-3.9541467611527117,-3.9507488674560238,-0.87925010491802247,-2.202871219013359
972,GRU_GRAPH,2,MJ3,112,11.376127829756715,48.811260815250257,60.187388645006976,-0.79399564991454052,73.969287190863824
972,GRU_GRAPH,2,MJ1,112,3.3414723785565354,11.5944595422639,14.935931920820435,-1.3594714351887827,17.910042562721799
972,GRU_GRAPH,ensemble,ATU1,112,-0.48680584843542413,-7.7908411835568279,-8.2776470319922506,0.37650267306629914,-10.704868813186676
972,GRU_GRAPH,ensemble,ATU5,112,-2.7922752551138665,-3.715334898072125,-6.5076101531859916,-0.36788053555720018,-2.202871219013359
972,GRU_GRAPH,ensemble,MJ3,112,12.481637460568297,50.034582357791116,62.51621981835941,0.59963410530092098,73.969287190863824
972,GRU_GRAPH,ensemble,MJ1,112,5.8730227047120378,8.8974229659290121,14.770445670641051,-0.5540536596800204,17.910042562721799
972,COND_ATTN,0,ATU1,112,-2.103698956358496,-8.3608896024225832,-10.464588558781077,-2.4347160219548889,-10.704868813186676
972,COND_ATTN,0,ATU5,112,1.7497440792828161,-16.359851961625747,-14.61010788234293,-6.0738413254831531,-2.202871219013359
972,COND_ATTN,0,MJ3,112,28.451746241269966,15.097551146432226,43.54929738770219,-2.7520507040813955,73.969287190863824
972,COND_ATTN,0,MJ1,112,3.9438104844857031,2.571852669055628,6.5156631535413316,-0.58585876834619277,17.910042562721799
972,COND_ATTN,1,ATU1,112,-0.056525815513375717,-10.313255356127517,-10.369781171640893,-0.79925585878789018,-10.704868813186676
972,COND_ATTN,1,ATU5,112,6.2789494162365624,-21.177704311051944,-14.898754894815379,-3.1545300168674624,-2.202871219013359
972,COND_ATTN,1,MJ3,112,18.892973249121773,22.779150605500433,41.672123854622214,2.540650775620596,73.969287190863824
972,COND_ATTN,1,MJ1,112,-0.27593844804108852,4.5481403122655646,4.2722018642244759,1.8806330398335256,17.910042562721799
972,COND_ATTN,2,ATU1,112,0.16035654667582569,-5.4716836032718765,-5.31132705659605,-5.3351087314014274,-10.704868813186676
972,COND_ATTN,2,ATU5,112,7.4108762068503085,-10.758693761927001,-3.3478175550766927,-13.095328880168342,-2.202871219013359
972,COND_ATTN,2,MJ3,112,27.381273838141574,8.9161880048234572,36.297461842965035,-3.9929284269566785,73.969287190863824
972,COND_ATTN,2,MJ1,112,3.911251542717157,2.142028610768377,6.0532801534855354,-0.40811455041192796,17.910042562721799
972,COND_ATTN,ensemble,ATU1,112,-0.66662274173201541,-8.0486095206073252,-8.7152322623393399,-2.8563602040480691,-10.704868813186676
972,COND_ATTN,ensemble,ATU5,112,5.1465232341232285,-16.098750011534896,-10.952226777411669,-7.4412334075063189,-2.202871219013359
972,COND_ATTN,ensemble,MJ3,112,24.908664442844437,15.597629918918708,40.506294361763146,-1.4014427851391591,73.969287190863824
972,COND_ATTN,ensemble,MJ1,112,2.5263745263872575,3.0873405306965229,5.6137150570837804,0.29555324035846853,17.910042562721799
1168,GRU_LOCAL,0,ATU1,97,0.42645692287437303,24.718500825154418,25.144957748028787,2.115562477293675,35.301170769837803
1168,GRU_LOCAL,0,ATU5,97,-2.6425236688362346,25.08681597286672,22.444292304030483,4.0467457745364355,36.961685833387584
1168,GRU_LOCAL,0,MJ3,97,10.73854997353857,32.868006693474754,43.606556667013322,1.105222333742842,50.4918445239337
1168,GRU_LOCAL,0,MJ1,97,8.693915601702237,23.598083862114816,32.291999463817064,-1.1599379702396724,48.485347280535123
1168,GRU_LOCAL,1,ATU1,97,1.8379495643379413,28.05794620738445,29.895895771722397,2.8604296895481651,35.301170769837803
1168,GRU_LOCAL,1,ATU5,97,1.9305183571096556,27.848060939227608,29.778579296337259,8.040773172106114,36.961685833387584
1168,GRU_LOCAL,1,MJ3,97,8.6200899910421924,40.106510870510064,48.726600861552242,-0.86560559202238052,50.4918445239337
1168,GRU_LOCAL,1,MJ1,97,7.7469964758997802,29.363065852702263,37.110062328602041,-2.5225023343278612,48.485347280535123
1168,GRU_LOCAL,2,ATU1,97,2.7549884486050251,23.709851616449768,26.464840065054798,2.6516986312048973,35.301170769837803
1168,GRU_LOCAL,2,ATU5,97,1.6027578496440669,23.356811630153651,24.959569479797718,4.3407330983943604,36.961685833387584
1168,GRU_LOCAL,2,MJ3,97,10.876676652458926,35.054198386965211,45.930875039424144,0.72705861101510361,50.4918445239337
1168,GRU_LOCAL,2,MJ1,97,10.28366056842134,24.543487880177242,34.827148448598578,-1.3420649745718647,48.485347280535123
1168,GRU_LOCAL,ensemble,ATU1,97,1.6731316452724461,25.495432882996212,27.168564528268657,2.5425635993489131,35.301170769837803
1168,GRU_LOCAL,ensemble,ATU5,97,0.29691751263916277,25.430562847415992,25.727480360055154,5.4760840150123054,36.961685833387584
1168,GRU_LOCAL,ensemble,MJ3,97,10.078438872346561,36.009571983650012,46.088010855996565,0.32222511757852174,50.4918445239337
1168,GRU_LOCAL,ensemble,MJ1,97,8.9081908820077871,25.834879198331439,34.74307008033923,-1.6748350930464666,48.485347280535123
1168,GRU_GRAPH,0,ATU1,97,0.40549792551081165,24.763660280179028,25.169158205689836,2.0059529682275672,35.301170769837803
1168,GRU_GRAPH,0,ATU5,97,-2.5242774299925341,25.075105971945682,22.550828541953152,3.8991722547735796,36.961685833387584
1168,GRU_GRAPH,0,MJ3,97,10.506565457091556,33.175266252741189,43.681831709832743,1.6187463863817178,50.4918445239337
1168,GRU_GRAPH,0,MJ1,97,8.5191490969480412,23.786272692330886,32.305421789278931,-0.79353363990562253,48.485347280535123
1168,GRU_GRAPH,1,ATU1,97,1.8375353702534571,27.772334201374541,29.609869571627989,2.6993164871231059,35.301170769837803
1168,GRU_GRAPH,1,ATU5,97,1.9274535554466687,27.50451894287675,29.431972498323418,7.5913262345615848,36.961685833387584
1168,GRU_GRAPH,1,MJ3,97,8.9734486525021744,39.912597251948881,48.886045904451066,-0.42367399592837707,50.4918445239337
1168,GRU_GRAPH,1,MJ1,97,7.9552971150790448,29.238403596569867,37.193700711648908,-2.2139782583432073,48.485347280535123
1168,GRU_GRAPH,2,ATU1,97,2.7037401598324684,23.298319000268545,26.002059160101012,2.1881469522989629,35.301170769837803
1168,GRU_GRAPH,2,ATU5,97,1.4801201811630482,23.033312694703501,24.513432875866549,3.2794948693819603,36.961685833387584
1168,GRU_GRAPH,2,MJ3,97,11.590538156953862,34.561342437603479,46.15188059455734,2.2271563964073944,50.4918445239337
1168,GRU_GRAPH,2,MJ1,97,10.956789379038291,23.781003492708766,34.737792871747061,0.47119887461161375,48.485347280535123
1168,GRU_GRAPH,ensemble,ATU1,97,1.6489244851989118,25.278104493940702,26.927028979139617,2.297805469216545,35.301170769837803
1168,GRU_GRAPH,ensemble,ATU5,97,0.29443210220572785,25.204312536508645,25.498744638714371,4.9233311195723752,36.961685833387584
1168,GRU_GRAPH,ensemble,MJ3,97,10.356850755515865,35.88306864743118,46.239919402947045,1.1407429289535773,50.4918445239337
1168,GRU_GRAPH,ensemble,MJ1,97,9.14374519702179,25.601893260536507,34.7456384575583,-0.84543767454573904,48.485347280535123
1168,COND_ATTN,0,ATU1,97,14.946402413042792,5.2070533570322848,20.153455770075077,5.1958892642436352,35.301170769837803
1168,COND_ATTN,0,ATU5,97,33.411626098455201,9.7955427025703994,43.207168801025603,10.427012404597956,36.961685833387584
1168,COND_ATTN,0,MJ3,97,8.1652588235154777,3.2579167513812242,11.423175574896703,-0.62674922510839715,50.4918445239337
1168,COND_ATTN,0,MJ1,97,3.2036575586647316,3.2708838181901529,6.4745413768548836,0.79121358642662698,48.485347280535123
1168,COND_ATTN,1,ATU1,97,6.5187913821792645,2.8898942997360613,9.4086856819153262,2.531897723756424,35.301170769837803
1168,COND_ATTN,1,ATU5,97,9.996163987197443,9.0868253441072859,19.082989331304727,6.0252821554635378,36.961685833387584
1168,COND_ATTN,1,MJ3,97,17.927483123314424,13.177048182634719,31.104531305949145,7.1845447398682296,50.4918445239337
1168,COND_ATTN,1,MJ1,97,8.7552188858715922,3.1172817673269817,11.872500653198577,2.2710988000897125,48.485347280535123
1168,COND_ATTN,2,ATU1,97,14.080161600070362,4.8284182837824741,18.908579883852834,3.2065641738556234,35.301170769837803
1168,COND_ATTN,2,ATU5,97,33.103593673662182,6.1960215842802731,39.299615257942449,5.3760866506483893,36.961685833387584
1168,COND_ATTN,2,MJ3,97,14.777160722470517,9.2189005131910662,23.996061235661582,1.7431437777869268,50.4918445239337
1168,COND_ATTN,2,MJ1,97,4.2666346397161359,5.7362557456087915,10.002890385324926,1.7675017344313297,48.485347280535123
1168,COND_ATTN,ensemble,ATU1,97,11.848451798430807,4.3084553135169399,16.156907111947749,3.6447837206185612,35.301170769837803
1168,COND_ATTN,ensemble,ATU5,97,25.503794586438271,8.3594632103193192,33.863257796757594,7.2761270702366279,36.961685833387584
1168,COND_ATTN,ensemble,MJ3,97,13.623300889766808,8.5512884824023363,22.174589372169141,2.7669797641822536,50.4918445239337
1168,COND_ATTN,ensemble,MJ1,97,5.40850369475082,4.0414737770419764,9.4499774717927973,1.6099380403158898,48.485347280535123
