fit_prefix,arm,seed,query_origin,teacher,teacher_age,within_fitting_prefix,point,initial_residual_mm,true_day1_residual_mm,predicted_day1_correction_mm,error_to_half_target_mm,forecast_day1_error_mm
612,GRU_LOCAL,0,432,432,0,True,ATU1,0.00029053715695681603,4.3148411561039097,8.1801029426485989,6.0226823645966441,3.8652617865446892
612,GRU_LOCAL,0,432,432,0,True,ATU5,0.0049321198872576133,4.0543919578999521,41.072643486333256,39.04544750738328,37.018251528433304
612,GRU_LOCAL,0,432,432,0,True,MJ3,0.0083711120632870006,0.50671974221677374,0.13504002824245284,-0.11831984286593403,-0.37167971397432087
612,GRU_LOCAL,0,432,432,0,True,MJ1,-0.009368641976152503,0.094547819773993069,-4.2759042938077823,-4.3231782036947788,-4.3704521135817753
612,GRU_LOCAL,0,612,612,0,False,ATU1,0.0085362289362933552,0.010268056899974454,4.878717938058811,4.8735839096088238,4.8684498811588366
612,GRU_LOCAL,0,612,612,0,False,ATU5,0.00077395529689283649,-0.17359115168420658,8.3454099649751292,8.4322055408172325,8.5190011166593358
612,GRU_LOCAL,0,612,612,0,False,MJ3,-0.0069391467013701913,-0.27623269972355047,0.59096057199613705,0.72907692185791229,0.86719327171968752
612,GRU_LOCAL,0,612,612,0,False,MJ1,-0.0031906685073863628,-0.18064671929926135,-0.87063932266710209,-0.78031596301747141,-0.68999260336784074
612,GRU_LOCAL,1,432,432,0,True,ATU1,0.00029053715695681603,4.3148411561039097,16.879102744093043,14.721682166041088,12.564261587989133
612,GRU_LOCAL,1,432,432,0,True,ATU5,0.0049321198872576133,4.0543919578999521,46.746109424735515,44.718913445785539,42.691717466835563
612,GRU_LOCAL,1,432,432,0,True,MJ3,0.0083711120632870006,0.50671974221677374,0.074566025886964871,-0.178793845221422,-0.43215371632980887
612,GRU_LOCAL,1,432,432,0,True,MJ1,-0.009368641976152503,0.094547819773993069,-3.4884275708037631,-3.5357014806907596,-3.5829753905777562
612,GRU_LOCAL,1,612,612,0,False,ATU1,0.0085362289362933552,0.010268056899974454,7.943861860577619,7.9387278321276318,7.9335938036776446
612,GRU_LOCAL,1,612,612,0,False,ATU5,0.00077395529689283649,-0.17359115168420658,5.1870675612927757,5.273863137134879,5.3606587129769823
612,GRU_LOCAL,1,612,612,0,False,MJ3,-0.0069391467013701913,-0.27623269972355047,-0.045582485858609245,0.092533864003165989,0.23065021386494122
612,GRU_LOCAL,1,612,612,0,False,MJ1,-0.0031906685073863628,-0.18064671929926135,-1.6212757587051063,-1.5309523990554756,-1.440629039405845
612,GRU_LOCAL,2,432,432,0,True,ATU1,0.00029053715695681603,4.3148411561039097,2.1823926152605315,0.024972037208576658,-2.1324485408433782
612,GRU_LOCAL,2,432,432,0,True,ATU5,0.0049321198872576133,4.0543919578999521,32.074026325071607,30.046830346121631,28.019634367171655
612,GRU_LOCAL,2,432,432,0,True,MJ3,0.0083711120632870006,0.50671974221677374,-0.82033672597329854,-1.0736965970816854,-1.3270564681900723
612,GRU_LOCAL,2,432,432,0,True,MJ1,-0.009368641976152503,0.094547819773993069,-5.1838220248578724,-5.2310959347448689,-5.2783698446318654
612,GRU_LOCAL,2,612,612,0,False,ATU1,0.0085362289362933552,0.010268056899974454,0.48012159408224664,0.47498756563225941,0.46985353718227219
612,GRU_LOCAL,2,612,612,0,False,ATU5,0.00077395529689283649,-0.17359115168420658,9.5233491661362937,9.610144741978397,9.6969403178205003
612,GRU_LOCAL,2,612,612,0,False,MJ3,-0.0069391467013701913,-0.27623269972355047,-1.8237842891257703,-1.6856679392639951,-1.5475515894022198
612,GRU_LOCAL,2,612,612,0,False,MJ1,-0.0031906685073863628,-0.18064671929926135,-4.2230194888760089,-4.1326961292263782,-4.0423727695767475
612,GRU_GRAPH,0,432,432,0,True,ATU1,0.00029053715695681603,4.3148411561039097,8.2768828229766083,6.1194622449246534,3.9620416668726985
612,GRU_GRAPH,0,432,432,0,True,ATU5,0.0049321198872576133,4.0543919578999521,41.138513109217385,39.111317130267409,37.084121151317433
612,GRU_GRAPH,0,432,432,0,True,MJ3,0.0083711120632870006,0.50671974221677374,0.031783950185097845,-0.22157592092328904,-0.47493579203167591
612,GRU_GRAPH,0,432,432,0,True,MJ1,-0.009368641976152503,0.094547819773993069,-4.3096987537133185,-4.356972663600315,-4.4042465734873115
612,GRU_GRAPH,0,612,612,0,False,ATU1,0.0085362289362933552,0.010268056899974454,4.7443607192499107,4.7392266907999234,4.7340926623499362
612,GRU_GRAPH,0,612,612,0,False,ATU5,0.00077395529689283649,-0.17359115168420658,8.2526964244144398,8.3394920002565431,8.4262875760986464
612,GRU_GRAPH,0,612,612,0,False,MJ3,-0.0069391467013701913,-0.27623269972355047,0.60576226852001824,0.74387861838179348,0.88199496824356871
612,GRU_GRAPH,0,612,612,0,False,MJ1,-0.0031906685073863628,-0.18064671929926135,-1.0887628633186668,-0.99843950366903611,-0.90811614401940544
612,GRU_GRAPH,1,432,432,0,True,ATU1,0.00029053715695681603,4.3148411561039097,16.644938835716754,14.487518257664799,12.330097679612845
612,GRU_GRAPH,1,432,432,0,True,ATU5,0.0049321198872576133,4.0543919578999521,46.513472284442628,44.486276305492652,42.459080326542676
612,GRU_GRAPH,1,432,432,0,True,MJ3,0.0083711120632870006,0.50671974221677374,-0.31716959724575777,-0.57052946835414464,-0.82388933946253151
612,GRU_GRAPH,1,432,432,0,True,MJ1,-0.009368641976152503,0.094547819773993069,-3.5159944243582189,-3.5632683342452154,-3.6105422441322119
612,GRU_GRAPH,1,612,612,0,False,ATU1,0.0085362289362933552,0.010268056899974454,7.7797876851086771,7.7746536566586899,7.7695196282087027
612,GRU_GRAPH,1,612,612,0,False,ATU5,0.00077395529689283649,-0.17359115168420658,4.8898160811556295,4.9766116569977328,5.0634072328398361
612,GRU_GRAPH,1,612,612,0,False,MJ3,-0.0069391467013701913,-0.27623269972355047,-0.36727998404344853,-0.22916363418167329,-0.091047284319898059
