report_scope,explained_model,model_role,analysis_scope,feature_kinematics_definition,split_date,train_start,train_end,test_start,test_end,regression_task_id,regression_target_definition,regression_target_unit,regression_target_status,classification_task_id,classification_target_definition,classification_target_unit,classification_target_status,classification_legacy_label_scheme,classification_legacy_label_status,classification_v0_estimation_method,classification_v0_train_fraction,classification_v0_fit_observation_start,classification_v0_fit_observation_end,classification_v0_monthly_rate_start,classification_v0_monthly_rate_end,classification_v0_month_window_days,classification_v0_accel_percentile,classification_v0_threshold_artifact,reg_mse,cls_auc,cls_pr_auc,cls_brier,cls_recall,cls_precision,cls_f1,cls_rows,cls_positive_rows,cls_predicted_positive_rows,persistence_auc,persistence_pr_auc,persistence_recall,persistence_precision,persistence_f1,persistence_predicted_positive_rows,window,warning_method,month_window_days,train_rows,test_rows,train_warning_rows,test_warning_rows,shap_explanation_sample_role,shap_explanation_start,shap_explanation_end,shap_explanation_date_count,shap_explanation_rows,shap_background_sample_role,shap_background_start,shap_background_end,shap_background_date_count,shap_background_rows
single_holdout_regression_and_legacy_classification,NGBoost,independent_exploratory_explainer,"exploratory independent NGBoost model-dependence analysis; not ConvLSTM explanation, causal inference, or formal five-level warning output","lagged point velocity (mm/day) and delta_v=velocity_t-velocity_t-1 (mm/day); delta_v is a velocity increment, not acceleration",2019-09-19,2016-08-04,2019-09-18,2019-09-19,2020-06-30,target_date_displacement_increment_regression,target-observation displacement increment U_t - U_(t-1),mm per observation interval,exploratory prediction target; not a warning level,legacy_same_day_station_v0_level_ge_1_classification,legacy same-day station-specific V0 monthly-rate label: warning_thresholds.warning_level >= 1,binary label; SHAP explains positive-class probability,legacy exploratory label; not the formal five-level fusion warning,same_day_station_v0_monthly_rate_level_ge_1,not_formal_five_level_warning,thesis_steady_stage_velocity_statistic,0.8,2016-07-02,2019-09-11,2016-07-31,2019-09-11,30,0.9,figures/thresholds/v0_thresholds.csv,7.479081653078974e-05,0.9942323855896589,0.7919739441495847,0.009435471873973868,0.7903225806451613,0.7424242424242424,0.765625,2288,62,66,1.0,1.0,0.9193548387096774,1.0,0.957983193277311,57,5,station_v0_monthly_rate,30,9128,2288,1079,62,deterministic_evenly_spaced_holdout_dates_all_stations,2019-09-19,2020-06-30,25,200,deterministic_evenly_spaced_training_dates_all_stations,2016-08-04,2019-09-18,12,96
