outer_days,strategy,part,station,days,rmse_mm,mae_mm,crps_mm,coverage_80,width_80_mm,interval_score_80_mm,coverage_90,width_90_mm,interval_score_90_mm,coverage_95,width_95_mm,interval_score_95_mm,seed
432,P0,train,ATU1,402,9.663759325541799,7.424712228000846,9.876802056175642,1.0,97.89694309558229,97.89694309558229,1.0,125.64936665749913,125.64936665749913,1.0,149.72045475197956,149.72045475197956,0
432,P0,train,ATU5,402,4.005363489196314,2.893415141871011,12.37086946393099,1.0,134.3449837170556,134.3449837170556,1.0,172.42992052549423,172.42992052549423,1.0,205.46292274035827,205.46292274035827,0
432,P0,train,MJ3,402,6.545388968296211,5.642903753780936,6.172962837778656,1.0,59.75862724224088,59.75862724224088,1.0,76.69936800762032,76.69936800762032,1.0,91.39293386645171,91.39293386645171,0
432,P0,train,MJ1,402,8.277645765670897,6.927245936145315,5.3145446776883505,0.3781094527363184,10.537824789370815,38.569799138466614,0.48507462686567165,13.52515174492545,52.60468290791045,0.5895522388059702,16.116212311357582,70.3668259468702,0
432,P0,prediction,ATU1,180,55.386000418770955,54.513970896972424,36.03956067232512,0.16666666666666666,97.8969430955823,168.29153845489765,0.9444444444444444,125.6493666574992,140.75374258175128,0.9666666666666667,149.72045475197956,159.11091435770655,0
432,P0,prediction,ATU5,180,140.06419011407704,134.6063919201048,106.70341561410947,0.06666666666666667,134.34498371705558,831.0425103555029,0.13333333333333333,172.42992052549423,1223.9961002212544,0.17222222222222222,205.4629227403582,1748.5565414047974,0
432,P0,prediction,MJ3,180,14.720515018928182,12.545990697413949,8.931087249357883,1.0,59.75862724224062,59.75862724224062,1.0,76.69936800761951,76.69936800761951,1.0,91.39293386645186,91.39293386645186,0
432,P0,prediction,MJ1,180,21.877992443612733,18.144087691792183,16.371228819011314,0.23333333333333334,10.537824789370836,148.55283286270986,0.25555555555555554,13.52515174492547,266.9179650094598,0.2722222222222222,16.116212311357604,484.6858662505409,0
432,P,train,ATU1,402,5.9795729126067325,3.8385531833243602,9.727129652835204,1.0,102.84515349690125,102.84515349690125,1.0,132.00032597608313,132.00032597608313,1.0,157.28808953267566,157.28808953267566,0
432,P,train,ATU5,402,3.4132910936157512,2.468504804822071,12.927250011164057,1.0,140.85711650749144,140.85711650749144,1.0,180.7881525073539,180.7881525073539,1.0,215.42237042032696,215.42237042032696,0
432,P,train,MJ3,402,3.5264580861724286,2.818929455189495,5.0762549915674535,1.0,53.06553857164671,53.06553857164671,1.0,68.10888166708605,68.10888166708605,1.0,81.15673804899588,81.15673804899588,0
432,P,train,MJ1,402,3.7130588444261305,2.7713763452449416,2.3110024890916865,0.9776119402985075,16.89338463443586,16.97590990641652,1.0,21.682424526227937,21.682424526227937,1.0,25.836202334717782,25.836202334717782,0
432,P,prediction,ATU1,180,65.85549429188654,64.89442877800337,44.55194693688464,0.044444444444444446,102.84515349690126,249.65104239589476,0.35,132.00032597608325,190.6332683259733,0.9722222222222222,157.28808953267568,164.85071337900408,0
432,P,prediction,ATU5,180,146.57971724219857,141.1264026086834,111.75657012854926,0.06666666666666667,140.85711650749144,869.6482349035604,0.13333333333333333,180.78815250735389,1278.61121423378,0.16666666666666666,215.42237042032693,1822.4014475979668,0
432,P,prediction,MJ3,180,12.123264823799289,10.287968616786648,7.523740613191995,1.0,53.06553857164703,53.06553857164703,1.0,68.10888166708604,68.10888166708604,1.0,81.1567380489962,81.1567380489962,0
432,P,prediction,MJ1,180,8.682660298392577,6.868825732999226,4.96177300140739,0.7333333333333333,16.893384634435883,32.58104079608481,0.7944444444444444,21.682424526227955,41.981159756195304,0.8333333333333334,25.836202334717807,51.12403439189797,0
432,P,train,ATU1,402,6.198225445334169,3.994361421633309,10.33830685238782,1.0,109.50815519765948,109.50815519765948,1.0,140.5521961087461,140.5521961087461,1.0,167.47827130042236,167.47827130042236,1
432,P,train,ATU5,402,3.454443336395562,2.4715710051590283,14.371537836811832,1.0,156.77112565418358,156.77112565418358,1.0,201.21356219875966,201.21356219875966,1.0,239.76074719725642,239.76074719725642,1
432,P,train,MJ3,402,3.7057834871446937,2.9771344093633463,4.961051027218562,1.0,51.441544178768176,51.441544178768176,1.0,66.02450742139332,66.02450742139332,1.0,78.67305294782794,78.67305294782794,1
432,P,train,MJ1,402,3.8620571520387665,2.9200300268380253,3.6427700538015046,1.0,35.31101971975876,35.31101971975876,1.0,45.32120333406363,45.32120333406363,1.0,54.00354457479387,54.00354457479387,1
432,P,prediction,ATU1,180,65.27917393144281,64.31932764692482,43.21636692326961,0.09444444444444444,109.5081551976594,219.50749494036808,0.8555555555555555,140.55219610874593,151.99331820956795,0.9777777777777777,167.47827130042242,170.00227141307894,1
432,P,prediction,ATU5,180,145.88572105425476,140.39724905076878,108.16226364945373,0.08888888888888889,156.7711256541836,805.1817814305767,0.15555555555555556,201.21356219875952,1111.5472625395366,0.21666666666666667,239.76074719725645,1427.843086511093,1
432,P,prediction,MJ3,180,10.840947392188953,9.114098514536593,6.916775875150084,1.0,51.441544178768446,51.441544178768446,1.0,66.02450742139334,66.02450742139334,1.0,78.673052947828,78.673052947828,1
432,P,prediction,MJ1,180,9.48197798853891,7.4214791070778015,5.565743070049295,0.9055555555555556,35.31101971975877,37.54013721616607,1.0,45.32120333406364,45.32120333406364,1.0,54.0035445747939,54.0035445747939,1
432,P,train,ATU1,402,6.028642074169824,3.851546210104679,9.895552162524051,1.0,104.69430565790881,104.69430565790881,1.0,134.3736870896891,134.3736870896891,1.0,160.11612372554464,160.11612372554464,2
432,P,train,ATU5,402,3.4996949962314723,2.5172507732387244,12.798147065205056,1.0,139.38352439492968,139.38352439492968,1.0,178.8968174993332,178.8968174993332,1.0,213.168705757925,213.168705757925,2
432,P,train,MJ3,402,3.537179713376734,2.847955180489062,5.472756258333015,1.0,57.602466884317295,57.602466884317295,1.0,73.9319661376704,73.9319661376704,1.0,88.09537115306526,88.09537115306526,2
432,P,train,MJ1,402,3.6253647393424653,2.6833075806110602,2.9812270881029566,1.0,27.497996403712374,27.497996403712374,1.0,35.29329643218024,35.29329643218024,1.0,42.05455651779029,42.05455651779029,2
432,P,prediction,ATU1,180,65.11614818283637,64.12239686120762,43.64491328035945,0.05,104.6943056579087,235.34045979999914,0.4111111111111111,134.37368708968916,170.29564410982627,0.9722222222222222,160.1161237255447,166.19406432586743,2
432,P,prediction,ATU5,180,145.87604045974672,140.37085244460346,111.3159172371075,0.06666666666666667,139.3835243949297,867.9510734741381,0.13333333333333333,178.89681749933314,1279.6899946093986,0.16666666666666666,213.16870575792498,1832.1561509548803,2
432,P,prediction,MJ3,180,11.553426687463718,9.796535121078978,7.524265670815169,1.0,57.602466884317174,57.602466884317174,1.0,73.93196613767188,73.93196613767188,1.0,88.09537115306583,88.09537115306583,2
432,P,prediction,MJ1,180,8.433336820755674,6.6816519671417405,4.8355342418104055,0.8611111111111112,27.497996403712385,31.6689335179104,0.95,35.29329643218025,36.79218299183394,1.0,42.054556517790296,42.054556517790296,2
432,R,train,ATU1,402,7.031645734415312,4.560296682378013,9.817715110302405,1.0,102.358039865602,102.358039865602,1.0,131.3751223964043,131.3751223964043,1.0,156.54311351924895,156.54311351924895,0
