seed,outer_days,strategy,part,station,days,rmse_mm,mae_mm,crps_mm,coverage_80,width_80_mm,interval_score_80_mm,coverage_90,width_90_mm,interval_score_90_mm,coverage_95,width_95_mm,interval_score_95_mm
2,432,DIRECT_V2_0,prediction,ATU5,180,160.16898839216285,153.83225904261656,122.64210373806854,0.05555555555555555,146.63556790748123,966.1432527018428,0.1111111111111111,188.20471461553902,1437.2817188602419,0.13333333333333333,224.2597492394387,2075.8884770952163
2,432,DIRECT_V2_0,prediction,MJ3,180,12.242656235855492,10.437625453513702,8.888566009219163,1.0,74.01209754294801,74.01209754294801,1.0,94.99349915537985,94.99349915537985,1.0,113.19173562405227,113.19173562405227
2,432,DIRECT_V2_0,prediction,MJ1,180,8.240680126906941,6.807446038056178,4.653469312915359,0.7833333333333333,21.626981723158412,26.647398450924534,0.9444444444444444,27.757930639110977,28.83654256057882,1.0,33.075614376871705,33.075614376871705
0,432,DETACHED,train,ATU1,402,6.1184581139636105,4.65797881611783,10.305330775600828,1.0,109.2143826121266,109.2143826121266,1.0,140.17514307576727,140.17514307576727,1.0,167.0289849007775,167.0289849007775
0,432,DETACHED,train,ATU5,402,3.6041063958125887,2.8689694521828932,12.316558353541163,1.0,133.98945999410572,133.98945999410572,1.0,171.97361076537467,171.97361076537467,1.0,204.9191961254913,204.9191961254913
0,432,DETACHED,train,MJ3,402,3.7616187133314765,3.1004271346138856,8.141040755101015,1.0,87.46892394336662,87.46892394336662,1.0,112.26514892264223,112.26514892264223,1.0,133.7721756713171,133.7721756713171
0,432,DETACHED,train,MJ1,402,3.5501096473006504,2.8349510074546496,5.0872039581439585,1.0,53.14339916779258,53.14339916779258,1.0,68.20881466074228,68.20881466074228,1.0,81.27581555533713,81.27581555533713
0,432,DETACHED,prediction,ATU1,180,77.25399360448964,76.3044615619136,55.68071838335137,0.03888888888888889,98.95321926250355,377.20902997180383,0.07222222222222222,127.00508244588171,417.8754313834411,0.25,151.33588974978872,307.120698620602
0,432,DETACHED,prediction,ATU5,180,157.74140509853797,152.18104741367023,124.993063373604,0.05555555555555555,128.3258958618022,1024.7808263108377,0.07777777777777778,164.70450486946055,1617.47252364642,0.12777777777777777,196.25752222033591,2537.5137848550157
0,432,DETACHED,prediction,MJ3,180,13.8874482887892,12.06085780147539,9.995778639084534,1.0,84.43300089559594,84.43300089559594,1.0,108.36858386033133,108.36858386033133,1.0,129.12913202836657,129.12913202836657
0,432,DETACHED,prediction,MJ1,180,7.186883105483418,5.940966708088467,5.7076028866615225,1.0,51.776149587586055,51.776149587586055,1.0,66.45396881588324,66.45396881588324,1.0,79.1847877618736,79.1847877618736
1,432,DETACHED,train,ATU1,402,6.008601721537458,4.287337934817589,10.395254741334401,1.0,110.35258006658857,110.35258006658857,1.0,141.6360036988073,141.6360036988073,1.0,168.76970769651595,168.76970769651595
1,432,DETACHED,train,ATU5,402,4.019210140746455,3.4129042943312236,12.559579579022833,1.0,136.43023160680963,136.43023160680963,1.0,175.1063072275351,175.1063072275351,1.0,208.6520341921811,208.6520341921811
1,432,DETACHED,train,MJ3,402,3.021811998406549,2.3839711213897776,8.187137112968063,1.0,88.64696942781157,88.64696942781157,1.0,113.77715393866927,113.77715393866927,1.0,135.57384077006697,135.57384077006697
1,432,DETACHED,train,MJ1,402,3.520789605510765,2.7838557768170196,5.121177543381184,1.0,53.58771463290444,53.58771463290444,1.0,68.77908738859374,68.77908738859374,1.0,81.95533742176494,81.95533742176494
1,432,DETACHED,prediction,ATU1,180,79.91871263042333,78.96850255659515,55.457551394152276,0.03888888888888889,115.08198066353265,339.23657327793603,0.17777777777777778,147.70612367278264,290.8730835373436,0.9333333333333333,176.00270175831628,187.9289797418141
1,432,DETACHED,prediction,ATU5,180,160.5150242582959,154.19316291429007,124.42378748209768,0.05555555555555555,141.09271120041598,995.3473708838895,0.1111111111111111,181.09053502327092,1519.6118089342503,0.14444444444444443,215.7826814111142,2285.2531524777646
1,432,DETACHED,prediction,MJ3,180,13.909315181827814,12.691293333760918,10.545267763645626,1.0,92.53441638015335,92.53441638015335,1.0,118.76663810468109,118.76663810468109,1.0,141.51917784724756,141.51917784724756
1,432,DETACHED,prediction,MJ1,180,6.658036942059195,5.576742116214658,5.889944321896751,1.0,55.977658272214406,55.977658272214406,1.0,71.84654685291245,71.84654685291245,1.0,85.61044081104765,85.61044081104765
2,432,DETACHED,train,ATU1,402,5.646601893992808,4.301371133997215,10.09253307980902,1.0,107.40039986143503,107.40039986143503,1.0,137.84692141179266,137.84692141179266,1.0,164.2547376795888,164.2547376795888
2,432,DETACHED,train,ATU5,402,3.8504049542032335,3.127034233041417,12.211537266500228,1.0,132.68202473726703,132.68202473726703,1.0,170.29553577372687,170.29553577372687,1.0,202.919646445768,202.919646445768
2,432,DETACHED,train,MJ3,402,3.5301194232919193,2.67668822492317,8.080552369767874,1.0,87.02970327321088,87.02970327321088,1.0,111.70141529334937,111.70141529334937,1.0,133.1004456214015,133.1004456214015
2,432,DETACHED,train,MJ1,402,3.911591225184785,3.0440920670209963,5.080118227027216,1.0,52.51091288376469,52.51091288376469,1.0,67.39702730053767,67.39702730053767,1.0,80.30851125476677,80.30851125476677
2,432,DETACHED,prediction,ATU1,180,77.22033199919339,76.45059990089518,54.27214626615591,0.03888888888888889,107.51466807660918,343.1465371720429,0.06666666666666667,137.99358307876318,319.2306509384299,0.8666666666666667,164.42949583442584,172.54294379615328
2,432,DETACHED,prediction,ATU5,180,160.16898839216285,153.83225904261656,125.33115862392735,0.06666666666666667,134.9748259969811,1015.9216159557182,0.1111111111111111,173.23831434315895,1583.1987439948334,0.13333333333333333,206.42618338558998,2439.7401406842764
2,432,DETACHED,prediction,MJ3,180,12.242656235855492,10.437625453513702,9.779437214657966,1.0,88.49646890563898,88.49646890563898,1.0,113.58398860893932,113.58398860893932,1.0,135.3436700833471,135.3436700833471
2,432,DETACHED,prediction,MJ1,180,8.240680126906941,6.807446038056178,6.141776962424384,1.0,53.701861754426055,53.701861754426055,1.0,68.92559363354322,68.92559363354322,1.0,82.12991037984145,82.12991037984145
0,432,JOINT,train,ATU1,402,12.266929906130898,9.924285600008528,11.00411847568708,1.0,104.4164458498822,104.4164458498822,1.0,134.01705788560832,134.01705788560832,1.0,159.6911738190453,159.6911738190453
0,432,JOINT,train,ATU5,402,16.962707775242404,14.027503791845495,13.990204815941832,1.0,127.79823724303418,127.79823724303418,1.0,164.02726236154243,164.02726236154243,1.0,195.45053799940263,195.45053799940263
0,432,JOINT,train,MJ3,402,13.392423514429629,10.065690662322366,9.805633321548404,0.9825870646766169,83.60647942764126,84.42413837168324,1.0,107.30775503673935,107.30775503673935,1.0,127.8650765213051,127.8650765213051
0,432,JOINT,train,MJ1,402,11.363560705530539,9.572476640760042,7.113962333317207,0.9676616915422885,50.53205929361776,51.73973502547033,0.9950248756218906,64.85719620420697,65.16616828259384,1.0,77.28211584306213,77.28211584306213
0,432,JOINT,prediction,ATU1,180,55.36064116041991,53.89272010744317,35.851175553418834,0.2722222222222222,97.82352300081038,177.85517509035276,0.8388888888888889,125.5551329856774,140.54642937867052,0.9722222222222222,149.60816840646578,156.63238269692718
0,432,JOINT,prediction,ATU5,180,144.94895674100516,138.0646565098386,112.26851265998376,0.06666666666666667,125.30344133708871,905.876441228406,0.11666666666666667,160.82522646941337,1397.1000784114253,0.15555555555555556,191.63507690592547,2142.4942659354792
0,432,JOINT,prediction,MJ3,180,6.752906498929626,5.346364883361255,8.115807351726305,1.0,82.91265400134034,82.91265400134034,1.0,106.41723973943886,106.41723973943886,1.0,126.80396209771335,126.80396209771335
0,432,JOINT,prediction,MJ1,180,11.97611278785418,10.008309071981467,7.337709822277221,0.9555555555555556,50.30180051337213,51.50970431209678,1.0,64.56166225809649,64.56166225809649,1.0,76.92996542652304,76.92996542652304
1,432,JOINT,train,ATU1,402,19.22460568001319,15.54902235409704,13.00325698987799,0.9651741293532339,103.33403091336221,104.86243468080461,1.0,132.6277933495179,132.6277933495179,1.0,158.03576302273595,158.03576302273595
1,432,JOINT,train,ATU5,402,20.57458960093394,17.05880362829728,14.948232400290687,0.972636815920398,126.92008495036765,127.95991474553765,1.0,162.90016609159406,162.90016609159406,1.0,194.10751995979783,194.10751995979783
1,432,JOINT,train,MJ3,402,17.57666901899938,13.23935457405396,11.113655986858094,0.9303482587064676,82.29419066127141,91.3730120280945,0.9427860696517413,105.6234506330244,111.15318539476094,0.9950248756218906,125.85810403928414,126.53630656233118
1,432,JOINT,train,MJ1,402,16.31705489756077,12.823228237814115,9.312874319442534,0.8930348258706468,49.45448736302555,63.27112443507554,0.9328358208955224,63.474147598954644,81.12368855957916,0.9427860696517413,75.63411178517528,97.8317028689623
1,432,JOINT,prediction,ATU1,180,77.65581334758275,73.5868591341074,52.979863721678136,0.21666666666666667,106.69459843020648,348.2821837266828,0.3055555555555556,136.9410350785163,390.5164727368761,0.43333333333333335,163.17530753696462,327.79745230451107
1,432,JOINT,prediction,ATU5,180,156.90477162291157,146.6299064972737,119.94314442012744,0.1,130.59557299328347,972.0318124187182,0.17222222222222222,167.61760394150403,1531.1106863267305,0.23333333333333334,199.72869385777676,2412.3371218673597
1,432,JOINT,prediction,MJ3,180,15.286936895537028,12.983950447771557,10.52110345335511,1.0,84.88539215877164,84.88539215877164,1.0,108.94922176282344,108.94922176282344,1.0,129.82100476214893,129.82100476214893
1,432,JOINT,prediction,MJ1,180,16.15104773946325,12.540174222371656,9.342895997352782,0.8277777777777777,51.46654960202601,65.3475650853666,0.9166666666666666,66.05660153481494,76.79711128099379,0.9611111111111111,78.71129544267018,85.41889904377591
2,432,JOINT,train,ATU1,402,18.196138723036228,13.475536270441088,12.498150036383944,0.9477611940298507,100.49442541809377,103.27337306518633,1.0,128.98319913895838,128.98319913895838,1.0,153.6929611678025,153.6929611678025
2,432,JOINT,train,ATU5,402,21.65103494953952,15.899271800326995,15.12270531359023,0.9378109452736318,122.79184031163209,127.21833850487648,0.9950248756218906,157.6016214398178,157.86712837105213,1.0,187.79391459997117,187.79391459997117
2,432,JOINT,train,MJ3,402,19.494364729681767,14.189919635774283,11.783488863337773,0.9154228855721394,80.45896415624003,95.0701938776529,0.9303482587064676,103.2679629054341,117.42224816877993,0.9776119402985075,123.05136729942585,135.91708478711138
2,432,JOINT,train,MJ1,402,16.789159459235538,12.847044411820605,9.425325717130555,0.8706467661691543,48.28580348981841,66.55933866769753,0.917910447761194,61.97415808091692,86.18198641831951,0.9378109452736318,73.84676403533763,107.12846423515543
2,432,JOINT,prediction,ATU1,180,41.95883140358411,40.76386443158086,25.736027577084506,0.5222222222222223,91.98916145558216,104.69312419801128,1.0,118.06681098268034,118.06681098268034,1.0,140.68528239881823,140.68528239881823
2,432,JOINT,prediction,ATU5,180,138.9706053054104,129.68046171897558,105.70392847446439,0.12222222222222222,119.55196032702301,856.9081343920284,0.18333333333333332,153.44328048207237,1338.0758081903223,0.18888888888888888,182.8389457388506,2068.479427185132
2,432,JOINT,prediction,MJ3,180,15.965771366584368,12.370991099281774,10.357916190952514,0.95,78.30638072860003,80.58203825371736,1.0,100.50515197581889,100.50515197581889,1.0,119.75927502885146,119.75927502885146
2,432,JOINT,prediction,MJ1,180,36.576396251201714,35.357492741826796,25.982741389645934,0.011111111111111112,45.279205087458216,172.48902095545492,0.32222222222222224,58.11523079366594,210.82707948211333,0.5555555555555556,69.24856856749305,255.2098197287216
0,612,DIRECT_V2_0,train,ATU1,582,5.529180630269699,4.257381263398283,17.82500882267742,1.0,193.74462828340964,193.74462828340964,1.0,248.66853861192956,248.66853861192956,1.0,296.30683926765755,296.30683926765755
0,612,DIRECT_V2_0,train,ATU5,582,6.245713943585666,4.5727660606797516,36.113685115551434,1.0,395.004372571312,395.004372571312,1.0,506.9826242044065,506.9826242044065,1.0,604.1070566472683,604.1070566472683
0,612,DIRECT_V2_0,train,MJ3,582,4.330683815755981,3.3573384739599743,3.8621403250442756,1.0,36.72200813818971,36.72200813818971,1.0,47.13218724836755,47.13218724836755,1.0,56.16146501399509,56.16146501399509
0,612,DIRECT_V2_0,train,MJ1,582,4.819754735763642,3.5884478902059023,2.8075399755697577,0.8831615120274914,17.457672241448673,20.017630140814347,0.9518900343642611,22.406679773835172,23.600417283211463,0.9914089347079038,26.699205694970626,26.818354589762787
0,612,DIRECT_V2_0,prediction,ATU1,180,6.835928156801072,5.631795134623759,17.957157368957432,1.0,194.22448142648958,194.22448142648958,1.0,249.28442345423585,249.28442345423585,1.0,297.04071132077416,297.04071132077416
0,612,DIRECT_V2_0,prediction,ATU5,180,4.5217899866046345,3.555323667361858,36.127465322115725,1.0,395.66584495867033,395.66584495867033,1.0,507.83161482341836,507.83161482341836,1.0,605.1186913650797,605.1186913650797
0,612,DIRECT_V2_0,prediction,MJ3,180,57.55434426648772,46.7326915138628,40.248400548927776,0.3111111111111111,37.2066827256936,347.28864128216367,0.37777777777777777,47.75426034760518,595.8447757219792,0.4166666666666667,56.902710830041826,1037.534845857514
0,612,DIRECT_V2_0,prediction,MJ1,180,17.041397135664614,14.691040154006261,11.586596209692122,0.3055555555555556,17.7219048587639,89.71818027303581,0.35555555555555557,22.745818667045008,131.63624799887626,0.4111111111111111,27.10331461072115,188.8151197857703
1,612,DIRECT_V2_0,train,ATU1,582,5.923158402598345,4.238602416491478,17.479843564019113,1.0,189.69881558762515,189.69881558762515,1.0,243.4757942273645,243.4757942273645,1.0,290.11930270069143,290.11930270069143
1,612,DIRECT_V2_0,train,ATU5,582,6.584221993049801,5.037828099641684,35.69014821906066,1.0,390.2355560490156,390.2355560490156,1.0,500.86191445356275,500.86191445356275,1.0,596.8137811469944,596.8137811469944
1,612,DIRECT_V2_0,train,MJ3,582,4.7199839508367845,3.6774788467087154,3.776158698496686,0.9982817869415808,34.30275675103468,34.34162266216227,1.0,44.0271117048086,44.0271117048086,1.0,52.46153930109628,52.46153930109628
1,612,DIRECT_V2_0,train,MJ1,582,5.076993337825198,3.732801705935834,2.8871923882871102,0.8419243986254296,15.652274581688202,19.92703009236244,0.9072164948453608,20.089476960814135,23.406186326741093,0.9518900343642611,23.938088244001495,25.760313304563475
1,612,DIRECT_V2_0,prediction,ATU1,180,8.350185425512805,6.894545474014404,17.50495154651832,1.0,187.79547483882578,187.79547483882578,1.0,241.03288282033375,241.03288282033375,1.0,287.2083942212,287.2083942212
1,612,DIRECT_V2_0,prediction,ATU5,180,4.008358447099464,3.1530887573951736,35.556864883758536,1.0,389.5277441709489,389.5277441709489,1.0,499.9534477420442,499.9534477420442,1.0,595.7312762938574,595.7312762938574
1,612,DIRECT_V2_0,prediction,MJ3,180,60.8654194628329,50.32640123706199,43.81008122553837,0.26666666666666666,35.15721815025577,382.8506390391238,0.32222222222222224,45.12380103925456,667.2716281572375,0.37777777777777777,53.768325242583494,1180.3075731548865
1,612,DIRECT_V2_0,prediction,MJ1,180,18.288494799212874,15.358316231679954,12.547127683431174,0.2833333333333333,16.19255786752823,101.62282353570578,0.3277777777777778,20.782923051767252,158.0966504894893,0.38333333333333336,24.764380225125382,245.2155024931531
2,612,DIRECT_V2_0,train,ATU1,582,5.1553758795375915,4.0676941034730545,17.455310796270158,1.0,189.88348497920165,189.88348497920165,1.0,243.71281482574986,243.71281482574986,1.0,290.4017301631317,290.4017301631317
2,612,DIRECT_V2_0,train,ATU5,582,6.158943335086876,4.444663682713085,36.13687569036208,1.0,395.28672460208537,395.28672460208537,1.0,507.3450191130479,507.3450191130479,1.0,604.5388768145705,604.5388768145705
2,612,DIRECT_V2_0,train,MJ3,582,4.335161952263819,3.4963583576240143,3.435531424336132,1.0,31.113743904339785,31.113743904339785,1.0,39.934058022606465,39.934058022606465,1.0,47.58436502607133,47.58436502607133
2,612,DIRECT_V2_0,train,MJ1,582,4.502677251459395,3.482612309824207,2.7773532799933527,0.9415807560137457,19.752530364449438,20.650932302453093,0.9862542955326461,25.35209829110915,25.55682320886377,1.0,30.208888327303466,30.208888327303466
2,612,DIRECT_V2_0,prediction,ATU1,180,9.08837480891264,7.818613663546762,17.632362193409847,1.0,188.44715669777725,188.44715669777725,1.0,241.8693074321599,241.8693074321599,1.0,288.20505561793055,288.20505561793055
2,612,DIRECT_V2_0,prediction,ATU5,180,4.128675801604901,3.407379666933973,36.00347007719311,1.0,394.39204072597965,394.39204072597965,1.0,506.19670478835116,506.19670478835116,1.0,603.1705759031003,603.1705759031003
2,612,DIRECT_V2_0,prediction,MJ3,180,59.61546456789634,49.45154366400433,43.60881623606714,0.2388888888888889,31.45494319675783,386.9680258921895,0.3055555555555556,40.37198257397459,685.1340870063536,0.3611111111111111,48.10618431361745,1232.112270875276
2,612,DIRECT_V2_0,prediction,MJ1,180,18.239990883839198,15.520735183650762,12.18202539218502,0.34444444444444444,20.000358356661934,93.12851559157562,0.4111111111111111,25.670182075917158,136.04242260127842,0.4722222222222222,30.587908533980485,195.4155272011778
0,612,DETACHED,train,ATU1,582,5.529180630269699,4.257381263398283,17.42264527710452,1.0,189.29529676375168,189.29529676375168,1.0,242.9578827949596,242.9578827949596,1.0,289.50217321858446,289.50217321858446
0,612,DETACHED,train,ATU5,582,6.245713943585666,4.5727660606797516,27.89507012684289,1.0,304.55655365945495,304.55655365945495,1.0,390.8941042564769,390.8941042564769,1.0,465.7790534669973,465.7790534669973
0,612,DETACHED,train,MJ3,582,4.330683815755981,3.3573384739599743,7.929495689130644,1.0,84.46457452066268,84.46457452066268,1.0,108.40910760888461,108.40910760888461,1.0,129.17741910002587,129.17741910002587
0,612,DETACHED,train,MJ1,582,4.819754735763642,3.5884478902059023,5.905318909680705,1.0,60.39506500205069,60.39506500205069,1.0,77.51622663121572,77.51622663121572,1.0,92.36628098368833,92.36628098368833
0,612,DETACHED,prediction,ATU1,180,6.835928156801072,5.631795134623759,17.563370887680698,1.0,189.83682392012182,189.83682392012182,1.0,243.65292537465913,243.65292537465913,1.0,290.33036753353196,290.33036753353196
0,612,DETACHED,prediction,ATU5,180,4.5217899866046345,3.555323667361858,27.85079827581488,1.0,304.7233914376432,304.7233914376432,1.0,391.10823822626827,391.10823822626827,1.0,466.0342098294968,466.0342098294968
0,612,DETACHED,prediction,MJ3,180,57.55434426648772,46.7326915138628,34.913471781406244,0.4722222222222222,85.75634556825473,244.0107070457146,0.5611111111111111,110.0670777969685,298.8852960905667,0.65,131.1530124294549,329.75760258059535
0,612,DETACHED,prediction,MJ1,180,17.041397135664614,14.691040154006261,9.91556305023031,1.0,61.51900116762662,61.51900116762662,1.0,78.9587830806018,78.9587830806018,1.0,94.08519301191097,94.08519301191097
1,612,DETACHED,train,ATU1,582,5.923158402598345,4.238602416491478,18.159635396264754,1.0,197.23950092550436,197.23950092550436,1.0,253.1541590920661,253.1541590920661,1.0,301.6517857335141,301.6517857335141
1,612,DETACHED,train,ATU5,582,6.584221993049801,5.037828099641684,28.789704123460535,1.0,314.27912945887886,314.27912945887886,1.0,403.3728962252779,403.3728962252779,1.0,480.6484511226343,480.6484511226343
1,612,DETACHED,train,MJ3,582,4.7199839508367845,3.6774788467087154,8.366070671159504,1.0,88.93146568386116,88.93146568386116,1.0,114.14230063645272,114.14230063645272,1.0,136.00893992105333,136.00893992105333
1,612,DETACHED,train,MJ1,582,5.076993337825198,3.732801705935834,5.888657975701738,1.0,59.61946710981343,59.61946710981343,1.0,76.52075771273817,76.52075771273817,1.0,91.1801065900499,91.1801065900499
1,612,DETACHED,prediction,ATU1,180,8.350185425512805,6.894545474014404,18.12128856502386,1.0,194.68838556515846,194.68838556515846,1.0,249.87983797096803,249.87983797096803,1.0,297.7501914765341,297.7501914765341
1,612,DETACHED,prediction,ATU5,180,4.008358447099464,3.1530887573951736,28.607443022811427,1.0,313.20359371768444,313.20359371768444,1.0,401.9924610444042,401.9924610444042,1.0,479.0035611516641,479.0035611516641
1,612,DETACHED,prediction,MJ3,180,60.8654194628329,50.32640123706199,36.964299618634584,0.4444444444444444,91.40654587250457,251.07918454936197,0.5333333333333333,117.31903167106476,290.1705651518741,0.6222222222222222,139.794248417752,281.8042301407265
1,612,DETACHED,prediction,MJ1,180,18.288494799212874,15.358316231679954,10.421132947458826,0.9888888888888889,61.93180492118738,61.983488497434195,1.0,79.48861116718516,79.48861116718516,1.0,94.71652209884557,94.71652209884557
2,612,DETACHED,train,ATU1,582,5.1553758795375915,4.0676941034730545,17.411460416279727,1.0,189.41945224701342,189.41945224701342,1.0,243.1172346323606,243.1172346323606,1.0,289.6920526442003,289.6920526442003
2,612,DETACHED,train,ATU5,582,6.158943335086876,4.444663682713085,27.73118219809315,1.0,302.81261234552795,302.81261234552795,1.0,388.6557798152777,388.6557798152777,1.0,463.111925392613,463.111925392613
2,612,DETACHED,train,MJ3,582,4.335161952263819,3.4963583576240143,7.997167136093779,1.0,85.25634840827,85.25634840827,1.0,109.42533839049506,109.42533839049506,1.0,130.38833276285257,130.38833276285257
2,612,DETACHED,train,MJ1,582,4.502677251459395,3.482612309824207,5.973725309292159,1.0,61.751163781706914,61.751163781706914,1.0,79.25676056945342,79.25676056945342,1.0,94.44025508933929,94.44025508933929
2,612,DETACHED,prediction,ATU1,180,9.08837480891264,7.818613663546762,17.474320045847147,1.0,186.6656481159707,186.6656481159707,1.0,239.58276529926783,239.58276529926783,1.0,285.48047267266946,285.48047267266946
2,612,DETACHED,prediction,ATU5,180,4.128675801604901,3.407379666933973,27.545584434483544,1.0,301.4806447874561,301.4806447874561,1.0,386.9462179645963,386.9462179645963,1.0,461.074856805538,461.074856805538
2,612,DETACHED,prediction,MJ3,180,59.61546456789634,49.45154366400433,36.612404525305465,0.4388888888888889,87.20460413431864,253.8806640356026,0.5166666666666667,111.92589754033318,303.08346054489846,0.6277777777777778,133.3679327651735,316.3063579886163
2,612,DETACHED,prediction,MJ1,180,18.239990883839198,15.520735183650762,10.498259243095902,1.0,63.803760407368245,63.803760407368245,1.0,81.89123981393855,81.89123981393855,1.0,97.5794307267124,97.5794307267124
0,612,JOINT,train,ATU1,582,11.267215200800214,9.34101925518978,16.27342046059207,1.0,169.9966929939822,169.9966929939822,1.0,218.18839304554567,218.18839304554567,1.0,259.98750578125544,259.98750578125544
0,612,JOINT,train,ATU5,582,14.54293800343141,11.363250627149755,25.394525458824603,1.0,269.493688214791,269.493688214791,1.0,345.8914037203305,345.8914037203305,1.0,412.1550283641995,412.1550283641995
0,612,JOINT,train,MJ3,582,11.864341017388337,9.67820559981631,8.62190461487773,0.9965635738831615,73.41191748415318,73.4548064961782,1.0,94.22317589923112,94.22317589923112,1.0,112.27383889167754,112.27383889167754
0,612,JOINT,train,MJ1,582,14.688143910635752,11.837511551913327,8.45149482428739,0.8642611683848798,44.91621201867961,51.58523003697622,0.9707903780068728,57.64933393378218,61.69603375964886,0.9845360824742269,68.69341824368286,72.54295407954915
