name,fit_days,strategy,origin,teacher,horizon,lead,station,history_gradient_norm,gate_gradient_norm
h612_IN_o252,612,IN,252,612,180,0,ATU1,0.04075660442827151,3.3845830350541037
h612_IN_o252,612,IN,252,612,180,0,ATU5,0.05061287634609541,4.013350468682667
h612_IN_o252,612,IN,252,612,180,0,MJ3,0.03930475877447321,3.928020952090731
h612_IN_o252,612,IN,252,612,180,0,MJ1,0.02753388744461071,3.7141586670670104
h612_IN_o252,612,IN,252,612,180,29,ATU1,8.625372198978618e-09,4.166646827800818
h612_IN_o252,612,IN,252,612,180,29,ATU5,3.92938302565119e-08,5.503576052741636
h612_IN_o252,612,IN,252,612,180,29,MJ3,6.147995853932753e-08,6.144208710751476
h612_IN_o252,612,IN,252,612,180,29,MJ1,1.2357022815776882e-08,4.48104847259797
h612_IN_o252,612,IN,252,612,180,179,ATU1,6.423230776509349e-39,11.431681058217483
h612_IN_o252,612,IN,252,612,180,179,ATU5,9.461560275058937e-39,14.590445627100541
h612_IN_o252,612,IN,252,612,180,179,MJ3,1.9015751484120493e-38,11.75004650898533
h612_IN_o252,612,IN,252,612,180,179,MJ1,8.059539011311116e-39,7.268085011693079
