name,fit_days,strategy,origin,teacher,horizon,lead,station,history_gradient_norm,gate_gradient_norm
h342_OOF_o252,342,OOF,252,252,90,0,ATU1,0.046712742286531335,6.190860585161693
h342_OOF_o252,342,OOF,252,252,90,0,ATU5,0.051162447963532254,8.089177491802065
h342_OOF_o252,342,OOF,252,252,90,0,MJ3,0.052843829087814764,8.832945422850454
h342_OOF_o252,342,OOF,252,252,90,0,MJ1,0.022316468304739923,4.972358830153848
h342_OOF_o252,342,OOF,252,252,90,29,ATU1,2.9424145436970193e-07,5.709344379019173
h342_OOF_o252,342,OOF,252,252,90,29,ATU5,4.507330108680213e-07,8.32767984401014
h342_OOF_o252,342,OOF,252,252,90,29,MJ3,3.7294802087301185e-07,8.083002813975279
h342_OOF_o252,342,OOF,252,252,90,29,MJ1,8.400480625995482e-08,5.536626658980589
h342_OOF_o252,342,OOF,252,252,90,89,ATU1,1.2086256439998037e-17,7.173607077379758
h342_OOF_o252,342,OOF,252,252,90,89,ATU5,2.502542119090947e-18,9.436582060898523
h342_OOF_o252,342,OOF,252,252,90,89,MJ3,5.985087384752198e-19,8.505945169909918
h342_OOF_o252,342,OOF,252,252,90,89,MJ1,6.207863378123542e-18,7.392874422266718
