phase,model,point,origin,target_date,observed,mean,sigma,lower90,upper90
development,C8_ONLINE_FULL,ATU1,792,2018-09-30,446.479691669,445.438207619,1.39948336399,443.136262332,447.740152906
development,C8_ONLINE_FULL,ATU1,793,2018-10-01,446.5638,445.28611966,1.40324550749,442.977986197,447.594253122
development,C8_ONLINE_FULL,ATU1,794,2018-10-02,446.656359704,445.191481152,1.40771586119,442.875994612,447.506967692
development,C8_ONLINE_FULL,ATU1,795,2018-10-03,446.757053518,445.364995792,1.41183722104,443.042730218,447.687261365
development,C8_ONLINE_FULL,ATU1,796,2018-10-04,446.865412761,445.703676963,1.41544457632,443.375477818,448.031876108
development,C8_ONLINE_FULL,ATU1,797,2018-10-05,446.980968756,446.025406734,1.41868064205,443.691884734,448.358928733
development,C8_ONLINE_FULL,ATU1,798,2018-10-06,447.103252824,446.217718084,1.42157870679,443.879429192,448.556006976
development,C8_ONLINE_FULL,ATU1,799,2018-10-07,447.231796285,446.452922634,1.42411557292,444.110460969,448.7953843
development,C8_ONLINE_FULL,ATU1,800,2018-10-08,447.366130461,446.671718006,1.42622066576,444.325793772,449.017642241
development,C8_ONLINE_FULL,ATU1,801,2018-10-09,447.505786673,446.844337145,1.42779484933,444.495823609,449.192850682
development,C8_ONLINE_FULL,ATU1,802,2018-10-10,447.650296242,446.993563439,1.42878658915,444.643418635,449.343708242
development,C8_ONLINE_FULL,ATU1,803,2018-10-11,447.799190489,447.128703103,1.42917620357,444.777917441,449.479488765
development,C8_ONLINE_FULL,ATU1,804,2018-10-12,447.952000736,447.236921882,1.42895451251,444.88650087,449.587342895
development,C8_ONLINE_FULL,ATU1,805,2018-10-13,448.108258302,447.333764373,1.42811599031,444.984722607,449.682806139
development,C8_ONLINE_FULL,ATU1,806,2018-10-14,448.26749451,447.601667367,1.42665680284,445.255025751,449.948308984
development,C8_ONLINE_FULL,ATU1,807,2018-10-15,448.429240681,447.730252998,1.42457771732,445.387031173,450.073474823
development,C8_ONLINE_FULL,ATU1,808,2018-10-16,448.593028135,447.839402288,1.42191456507,445.500560958,450.178243617
development,C8_ONLINE_FULL,ATU1,809,2018-10-17,448.758388194,447.964400468,1.41882411923,445.630642469,450.298158466
development,C8_ONLINE_FULL,ATU1,810,2018-10-18,448.924852178,448.111674969,1.41552878661,445.78333731,450.440012627
development,C8_ONLINE_FULL,ATU1,811,2018-10-19,449.09195141,448.091305531,1.41228559651,445.768302446,450.414308617
development,C8_ONLINE_FULL,ATU1,812,2018-10-20,449.25921721,447.788226567,1.40937545465,445.470010239,450.106442896
development,C8_ONLINE_FULL,ATU1,813,2018-10-21,449.426180899,447.998666454,1.40709256844,445.68420514,450.313127769
development,C8_ONLINE_FULL,ATU1,814,2018-10-22,449.592373798,448.353513248,1.40573395041,446.041286661,450.665739835
development,C8_ONLINE_FULL,ATU1,815,2018-10-23,449.757327229,448.716113669,1.40558901845,446.404125474,451.028101864
development,C8_ONLINE_FULL,ATU1,816,2018-10-24,449.920572512,448.921758922,1.40692943156,446.607565944,451.235951901
development,C8_ONLINE_FULL,ATU1,817,2018-10-25,450.081640969,449.204757969,1.40999941213,446.885515322,451.524000616
development,C8_ONLINE_FULL,ATU1,818,2018-10-26,450.24006392,449.573301684,1.41500689535,447.24582246,451.900780908
development,C8_ONLINE_FULL,ATU1,819,2018-10-27,450.395372687,450.829787147,1.42211589426,448.49061466,453.168959633
development,C8_ONLINE_FULL,ATU1,820,2018-10-28,450.547098592,451.203565527,1.4314404631,448.849055489,453.558075564
development,C8_ONLINE_FULL,ATU1,821,2018-10-29,450.694772954,451.401953213,1.44304057625,449.028362687,453.775543738
development,C8_ONLINE_FULL,ATU1,822,2018-10-30,450.837927095,451.632322738,1.42421541165,449.289696853,453.974948624
development,C8_ONLINE_FULL,ATU1,823,2018-10-31,450.976092337,451.923700291,1.42892260508,449.573331762,454.274068821
development,C8_ONLINE_FULL,ATU1,824,2018-11-01,451.1088,452.186974695,1.45099609604,449.800298504,454.573650887
development,C8_ONLINE_FULL,ATU1,825,2018-11-02,451.235696265,452.121598483,1.46508111737,449.711754493,454.531442473
development,C8_ONLINE_FULL,ATU1,826,2018-11-03,451.356886746,451.86008618,1.46233247463,449.454763305,454.265409054
development,C8_ONLINE_FULL,ATU1,827,2018-11-04,451.47259192,451.640456992,1.44907694657,449.25693752,454.023976463
development,C8_ONLINE_FULL,ATU1,828,2018-11-05,451.583032261,451.462514024,1.43375785332,449.104192219,453.82083583
development,C8_ONLINE_FULL,ATU1,829,2018-11-06,451.688428243,451.392028738,1.41524558896,449.064156898,453.719900578
development,C8_ONLINE_FULL,ATU1,830,2018-11-07,451.789000341,451.368025867,1.39473206353,449.073895773,453.66215596
development,C8_ONLINE_FULL,ATU1,831,2018-11-08,451.884969031,451.382541528,1.37378474946,449.1228667,453.642216355
development,C8_ONLINE_FULL,ATU1,832,2018-11-09,451.976554786,451.574787396,1.35298903924,449.349318467,453.800256324
development,C8_ONLINE_FULL,ATU1,833,2018-11-10,452.063978082,451.7364725,1.33262144124,449.544505289,453.928439711
development,C8_ONLINE_FULL,ATU1,834,2018-11-11,452.147459394,451.901470911,1.31331157768,449.7412656,454.061676223
development,C8_ONLINE_FULL,ATU1,835,2018-11-12,452.227219195,452.055279773,1.29529081301,449.924715981,454.185843565
development,C8_ONLINE_FULL,ATU1,836,2018-11-13,452.303477962,452.232289727,1.27372146366,450.137204357,454.327375096
development,C8_ONLINE_FULL,ATU1,837,2018-11-14,452.376456168,452.421637066,1.25234364949,450.361715072,454.48155906
development,C8_ONLINE_FULL,ATU1,838,2018-11-15,452.446374289,452.583010537,1.23158954173,450.557226012,454.608795061
development,C8_ONLINE_FULL,ATU1,839,2018-11-16,452.513452799,452.727435833,1.21113043991,450.735303537,454.71956813
development,C8_ONLINE_FULL,ATU1,840,2018-11-17,452.577912173,452.815254889,1.19051179319,450.857037248,454.77347253
development,C8_ONLINE_FULL,ATU1,841,2018-11-18,452.639972885,452.830632979,1.17480179367,450.898255987,454.76300997
development,C8_ONLINE_FULL,ATU1,842,2018-11-19,452.699855412,452.948318823,1.17607776664,451.013843043,454.882794603
development,C8_ONLINE_FULL,ATU1,843,2018-11-20,452.757780226,453.10329821,1.17356268923,451.172959364,455.033637055
development,C8_ONLINE_FULL,ATU1,844,2018-11-21,452.813967804,453.436564565,1.1627672169,451.523982691,455.349146439
development,C8_ONLINE_FULL,ATU1,845,2018-11-22,452.86863862,453.58195883,1.14567501402,451.697491128,455.466426532
development,C8_ONLINE_FULL,ATU1,846,2018-11-23,452.922013148,453.604236162,1.12793817854,451.748942958,455.459529365
development,C8_ONLINE_FULL,ATU1,847,2018-11-24,452.974311863,453.586506926,1.1082440084,451.763607749,455.409406103
development,C8_ONLINE_FULL,ATU1,848,2018-11-25,453.025755241,453.561850102,1.08605050436,451.775455991,455.348244214
development,C8_ONLINE_FULL,ATU1,849,2018-11-26,453.076563756,453.531230333,1.06275492494,451.78315404,455.279306626
development,C8_ONLINE_FULL,ATU1,850,2018-11-27,453.126957882,453.491235308,1.04424497864,451.773605168,455.208865449
development,C8_ONLINE_FULL,ATU1,851,2018-11-28,453.177158095,453.439219388,1.02856062591,451.747387712,455.131051064
development,C8_ONLINE_FULL,ATU1,852,2018-11-29,453.227384869,453.372488909,1.01633197879,451.700771567,455.04420625
development,C8_ONLINE_FULL,ATU1,853,2018-11-30,453.277858679,453.289433604,1.00875834992,451.630173773,454.948693434
development,C8_ONLINE_FULL,ATU1,854,2018-12-01,453.3288,453.189604875,1.00553538567,451.535646349,454.843563401
development,C8_ONLINE_FULL,ATU1,855,2018-12-02,453.380402655,453.134054237,1.00060314387,451.488208526,454.779899947
development,C8_ONLINE_FULL,ATU1,856,2018-12-03,453.432753861,453.339272936,0.992068373847,451.707465673,454.971080199
development,C8_ONLINE_FULL,ATU1,857,2018-12-04,453.485914183,453.578277779,0.982537337691,451.962147675,455.194407883
development,C8_ONLINE_FULL,ATU1,858,2018-12-05,453.539944187,453.586149312,0.973805064212,451.98438252,455.187916104
development,C8_ONLINE_FULL,ATU1,859,2018-12-06,453.594904438,453.773439945,0.966446896844,452.183776262,455.363103629
development,C8_ONLINE_FULL,ATU1,860,2018-12-07,453.650855501,453.911976787,0.960405858608,452.332249727,455.491703847
development,C8_ONLINE_FULL,ATU1,861,2018-12-08,453.707857943,454.078268802,0.955370611529,452.506823987,455.649713618
development,C8_ONLINE_FULL,ATU1,862,2018-12-09,453.765972328,454.317665008,0.949911589774,452.755199484,455.880130532
development,C8_ONLINE_FULL,ATU1,863,2018-12-10,453.825259222,454.209995935,0.944159749176,452.656991347,455.763000523
development,C8_ONLINE_FULL,ATU1,864,2018-12-11,453.88577919,454.222046865,0.938040361767,452.679107774,455.764985956
development,C8_ONLINE_FULL,ATU1,865,2018-12-12,453.947592797,454.269799179,0.931545143639,452.737543771,455.802054587
development,C8_ONLINE_FULL,ATU1,866,2018-12-13,454.01076061,454.445180358,0.924601706659,452.924345888,455.966014829
development,C8_ONLINE_FULL,ATU1,867,2018-12-14,454.075343193,454.605309239,0.917246178079,453.096573536,456.114044942
development,C8_ONLINE_FULL,ATU1,868,2018-12-15,454.141401112,454.713210168,0.909505197965,453.217207244,456.209213091
development,C8_ONLINE_FULL,ATU1,869,2018-12-16,454.208994932,454.790343891,0.901362299334,453.307734844,456.272952938
development,C8_ONLINE_FULL,ATU1,870,2018-12-17,454.278185219,454.378019387,0.892683682064,452.909685395,455.846353379
development,C8_ONLINE_FULL,ATU1,871,2018-12-18,454.349032538,453.718790181,0.883281014636,452.265922201,455.171658162
development,C8_ONLINE_FULL,ATU1,872,2018-12-19,454.421597455,453.1167806,0.873531324657,451.679949432,454.553611768
development,C8_ONLINE_FULL,ATU1,873,2018-12-20,454.495940534,452.704887749,0.863738829503,451.284163803,454.125611696
development,C8_ONLINE_FULL,ATU1,874,2018-12-21,454.572122342,452.456053861,0.855508340392,451.048867865,453.863239858
development,C8_ONLINE_FULL,ATU1,875,2018-12-22,454.650203443,452.257929066,0.847855882341,450.863330243,453.65252789
development,C8_ONLINE_FULL,ATU1,876,2018-12-23,454.730244403,455.321852799,0.839673247538,453.940713212,456.702992386
development,C8_ONLINE_FULL,ATU1,877,2018-12-24,454.812305788,456.41209381,0.830716484738,455.045686787,457.778500832
development,C8_ONLINE_FULL,ATU1,878,2018-12-25,454.896448163,456.285541004,0.821112601524,454.934930963,457.636151044
development,C8_ONLINE_FULL,ATU1,879,2018-12-26,454.982732094,456.069888513,0.811010993243,454.735894139,457.403882886
development,C8_ONLINE_FULL,ATU1,880,2018-12-27,455.071218145,455.914491651,0.800555723804,454.597694665,457.231288636
development,C8_ONLINE_FULL,ATU1,881,2018-12-28,455.161966882,455.83917064,0.789908456837,454.539886849,457.13845443
development,C8_ONLINE_FULL,ATU1,882,2018-12-29,455.25503887,455.819855122,0.779267745696,454.538073744,457.1016365
development,C8_ONLINE_FULL,ATU1,883,2018-12-30,455.350494676,455.830356141,0.768892524587,454.565640484,457.095071799
development,C8_ONLINE_FULL,ATU1,884,2018-12-31,455.448394864,455.763722038,0.759117037565,454.515085626,457.012358451
development,C8_ONLINE_FULL,ATU1,885,2019-01-01,455.5488,455.654910719,0.75011458839,454.421082017,456.88873942
development,C8_ONLINE_FULL,ATU1,886,2019-01-02,455.65171508,455.603838838,0.741220881463,454.384638983,456.823038693
development,C8_ONLINE_FULL,ATU1,887,2019-01-03,455.756922824,455.554033026,0.732778055353,454.348720384,456.759345668
development,C8_ONLINE_FULL,ATU1,888,2019-01-04,455.864150383,455.820624477,0.724728103371,454.628552827,457.012696126
development,C8_ONLINE_FULL,ATU1,889,2019-01-05,455.973124909,455.807790158,0.717286830876,454.627958313,456.987622003
development,C8_ONLINE_FULL,ATU1,890,2019-01-06,456.083573552,455.815365258,0.710464941422,454.646754422,456.983976094
development,C8_ONLINE_FULL,ATU1,891,2019-01-07,456.195223462,455.862204254,0.704430737989,454.7035188,457.020889709
development,C8_ONLINE_FULL,ATU1,892,2019-01-08,456.307801792,455.928093109,0.69973329069,454.777134268,457.07905195
development,C8_ONLINE_FULL,ATU1,893,2019-01-09,456.421035692,456.008792079,0.694374481398,454.866647695,457.150936463
development,C8_ONLINE_FULL,ATU1,894,2019-01-10,456.534652313,456.100409584,0.689084685206,454.966966141,457.233853028
development,C8_ONLINE_FULL,ATU1,895,2019-01-11,456.648378806,456.202043426,0.683996558293,455.076969206,457.327117646
development,C8_ONLINE_FULL,ATU1,896,2019-01-12,456.761942322,456.311518755,0.679619399821,455.193644321,457.42939319
development,C8_ONLINE_FULL,ATU1,897,2019-01-13,456.875070012,456.427156737,0.675951068143,455.315316171,457.538997303
development,C8_ONLINE_FULL,ATU1,898,2019-01-14,456.987489027,456.545584293,0.67269901372,455.439092881,457.652075706
development,C8_ONLINE_FULL,ATU1,899,2019-01-15,457.098926519,456.664214388,0.669645353135,455.562745801,457.765682976
development,C8_ONLINE_FULL,ATU1,900,2019-01-16,457.209109637,456.785899331,0.664958208514,455.69214041,457.879658252
development,C8_ONLINE_FULL,ATU1,901,2019-01-17,457.317765533,456.911573494,0.662459617014,455.821924391,458.001222598
development,C8_ONLINE_FULL,ATU1,902,2019-01-18,457.424621358,457.048731604,0.666883521286,455.951805825,458.145657382
development,C8_ONLINE_FULL,ATU1,903,2019-01-19,457.529404263,457.190324211,0.692602730948,456.051094097,458.329554325
development,C8_ONLINE_FULL,ATU1,904,2019-01-20,457.631841399,457.278397733,0.725161613085,456.085613024,458.471182443
development,C8_ONLINE_FULL,ATU1,905,2019-01-21,457.731659917,457.380628824,0.764226376312,456.123588297,458.637669351
development,C8_ONLINE_FULL,ATU1,906,2019-01-22,457.828586967,457.528129417,0.76106014687,456.276296874,458.77996196
development,C8_ONLINE_FULL,ATU1,907,2019-01-23,457.922349702,457.686664014,0.784482847016,456.396304558,458.97702347
development,C8_ONLINE_FULL,ATU1,908,2019-01-24,458.012675271,457.844114042,0.805164657358,456.519736035,459.168492049
development,C8_ONLINE_FULL,ATU1,909,2019-01-25,458.099290827,458.093222872,0.806150984683,456.767222501,459.419223243
development,C8_ONLINE_FULL,ATU1,910,2019-01-26,458.181923519,458.266118728,0.804777049113,456.94237828,459.589859176
development,C8_ONLINE_FULL,ATU1,911,2019-01-27,458.260300499,458.425235774,0.802179961422,457.105767155,459.744704393
development,C8_ONLINE_FULL,ATU1,912,2019-01-28,458.334148917,458.588877984,0.79715243948,457.277678902,459.900077065
development,C8_ONLINE_FULL,ATU1,913,2019-01-29,458.403195926,458.759981121,0.788781612184,457.462550826,460.057411417
development,C8_ONLINE_FULL,ATU1,914,2019-01-30,458.467168675,458.939766911,0.776980191331,457.661748225,460.217785596
development,C8_ONLINE_FULL,ATU1,915,2019-01-31,458.525794316,459.128500675,0.765791473184,457.868885793,460.388115558
development,C8_ONLINE_FULL,ATU1,916,2019-02-01,458.5788,459.292430676,0.75768349274,458.046152235,460.538709117
development,C8_ONLINE_FULL,ATU1,917,2019-02-02,458.626020171,459.325216109,0.751985937759,458.088309312,460.562122906
development,C8_ONLINE_FULL,ATU1,918,2019-02-03,458.667718449,459.279252132,0.746589758723,458.05122126,460.507283005
development,C8_ONLINE_FULL,ATU1,919,2019-02-04,458.704265747,459.234590142,0.742155076512,458.013853673,460.455326611
development,C8_ONLINE_FULL,ATU1,920,2019-02-05,458.736032977,459.210659959,0.738519068304,457.995904191,460.425415727
development,C8_ONLINE_FULL,ATU1,921,2019-02-06,458.763391052,459.205816602,0.735224431551,457.996480029,460.415153175
development,C8_ONLINE_FULL,ATU1,922,2019-02-07,458.786710887,459.21728531,0.732032097804,458.013199659,460.421370961
development,C8_ONLINE_FULL,ATU1,923,2019-02-08,458.806363393,459.216624914,0.728766308283,458.017911009,460.41533882
development,C8_ONLINE_FULL,ATU1,924,2019-02-09,458.822719483,459.276013532,0.725158505612,458.083233934,460.46879313
development,C8_ONLINE_FULL,ATU1,925,2019-02-10,458.836150071,459.308164283,0.721029948026,458.122175558,460.494153008
development,C8_ONLINE_FULL,ATU1,926,2019-02-11,458.847026069,459.365806393,0.717682017851,458.185324523,460.546288263
development,C8_ONLINE_FULL,ATU1,927,2019-02-12,458.85571839,459.41765345,0.714000396405,458.243227308,460.592079592
development,C8_ONLINE_FULL,ATU1,928,2019-02-13,458.862597948,459.448165121,0.709795159152,458.280655979,460.615674263
development,C8_ONLINE_FULL,ATU1,929,2019-02-14,458.868035656,459.496950239,0.705166268887,458.337054944,460.656845534
development,C8_ONLINE_FULL,ATU1,930,2019-02-15,458.872402425,459.528575039,0.70028615609,458.376706815,460.680443263
development,C8_ONLINE_FULL,ATU1,931,2019-02-16,458.87606917,459.548506927,0.693454791098,458.407875299,460.689138556
development,C8_ONLINE_FULL,ATU1,932,2019-02-17,458.879406803,459.558562507,0.679997703307,458.440065818,460.677059196
development,C8_ONLINE_FULL,ATU1,933,2019-02-18,458.882786237,459.558798921,0.667062998428,458.461577928,460.656019913
development,C8_ONLINE_FULL,ATU1,934,2019-02-19,458.886578385,459.548900415,0.65713331133,458.468012304,460.629788526
development,C8_ONLINE_FULL,ATU1,935,2019-02-20,458.891154161,459.528509493,0.649974729374,458.459396202,460.597622784
development,C8_ONLINE_FULL,ATU1,936,2019-02-21,458.896884477,459.497283144,0.643360069079,458.439050001,460.555516287
development,C8_ONLINE_FULL,ATU1,937,2019-02-22,458.904140245,459.454247634,0.638164579098,458.404560312,460.503934957
development,C8_ONLINE_FULL,ATU1,938,2019-02-23,458.91329238,459.400246189,0.635037189179,458.355702965,460.444789413
development,C8_ONLINE_FULL,ATU1,939,2019-02-24,458.924711793,459.334181486,0.633590068125,458.292018564,460.376344407
development,C8_ONLINE_FULL,ATU1,940,2019-02-25,458.938769399,459.256263817,0.63117811653,458.218068203,460.294459432
development,C8_ONLINE_FULL,ATU1,941,2019-02-26,458.955836109,459.16605328,0.628910716548,458.131587207,460.200519354
development,C8_ONLINE_FULL,ATU1,942,2019-02-27,458.976282838,459.064422781,0.626572841715,458.033802169,460.095043392
development,C8_ONLINE_FULL,ATU1,943,2019-02-28,459.000480497,458.937175873,0.623592601142,457.911457322,459.962894425
development,C8_ONLINE_FULL,ATU1,944,2019-03-01,459.0288,458.724619031,0.62022736623,457.704435798,459.744802264
development,C8_ONLINE_FULL,ATU1,945,2019-03-02,459.061526796,458.456138638,0.620219385398,457.435968533,459.476308744
development,C8_ONLINE_FULL,ATU1,946,2019-03-03,459.098604482,458.291468752,0.624358402865,457.264490569,459.318446936
development,C8_ONLINE_FULL,ATU1,947,2019-03-04,459.13989119,458.198760756,0.629800173905,457.162831656,459.234689856
development,C8_ONLINE_FULL,ATU1,948,2019-03-05,459.185245052,458.35002508,0.634313914819,457.306671537,459.393378624
development,C8_ONLINE_FULL,ATU1,949,2019-03-06,459.234524201,458.819612928,0.637509386542,457.771003302,459.868222555
development,C8_ONLINE_FULL,ATU1,950,2019-03-07,459.287586769,459.099032615,0.639599922161,458.046984363,460.151080866
development,C8_ONLINE_FULL,ATU1,951,2019-03-08,459.34429089,459.293288594,0.640829441242,458.239217963,460.347359225
development,C8_ONLINE_FULL,ATU1,952,2019-03-09,459.404494695,459.446467748,0.642110273427,458.390290335,460.50264516
development,C8_ONLINE_FULL,ATU1,953,2019-03-10,459.468056317,459.569071393,0.64318072617,458.511133243,460.627009543
development,C8_ONLINE_FULL,ATU1,954,2019-03-11,459.534833889,459.66514202,0.644292925517,458.605374464,460.724909575
development,C8_ONLINE_FULL,ATU1,955,2019-03-12,459.604685543,459.738863254,0.645218320646,458.677573559,460.800152949
development,C8_ONLINE_FULL,ATU1,956,2019-03-13,459.677469411,459.79576275,0.646086333136,458.733045301,460.858480198
development,C8_ONLINE_FULL,ATU1,957,2019-03-14,459.753043628,459.839214737,0.646778204996,458.775359261,460.903070213
development,C8_ONLINE_FULL,ATU1,958,2019-03-15,459.831266323,459.873431882,0.647061292962,458.809110767,460.937752996
development,C8_ONLINE_FULL,ATU1,959,2019-03-16,459.911995632,459.903149508,0.6470220513,458.83889294,460.967406076
development,C8_ONLINE_FULL,ATU1,960,2019-03-17,459.995089685,459.936840691,0.64661084612,458.873260495,461.000420886
development,C8_ONLINE_FULL,ATU1,961,2019-03-18,460.080406615,459.979972586,0.645887182997,458.917582711,461.042362462
development,C8_ONLINE_FULL,ATU1,962,2019-03-19,460.167804556,460.03376619,0.644600452316,458.973492798,461.094039582
development,C8_ONLINE_FULL,ATU1,963,2019-03-20,460.257141639,460.102677578,0.642584734715,459.045719747,461.15963541
development,C8_ONLINE_FULL,ATU1,964,2019-03-21,460.348275997,460.197979328,0.63878622344,459.147269491,461.248689164
development,C8_ONLINE_FULL,ATU1,965,2019-03-22,460.441065763,460.293357249,0.63395037358,459.250601677,461.33611282
development,C8_ONLINE_FULL,ATU1,966,2019-03-23,460.535369069,460.397275731,0.6289497429,459.362745465,461.431805997
development,C8_ONLINE_FULL,ATU1,967,2019-03-24,460.631044048,460.512900289,0.624084388098,459.48637282,461.539427758
development,C8_ONLINE_FULL,ATU1,968,2019-03-25,460.727948832,460.638299143,0.619422964776,459.619439033,461.657159253
development,C8_ONLINE_FULL,ATU1,969,2019-03-26,460.825941554,460.776639437,0.615034417592,459.764997844,461.788281029
development,C8_ONLINE_FULL,ATU1,970,2019-03-27,460.924880346,460.928890764,0.611018187959,459.923855282,461.933926247
development,C8_ONLINE_FULL,ATU1,971,2019-03-28,461.024623341,461.095455903,0.607486826171,460.096228994,462.094682813
development,C8_ONLINE_FULL,ATU1,972,2019-03-29,461.125028671,461.20542674,0.604556823747,460.211019256,462.199834224
development,C8_ONLINE_FULL,ATU1,973,2019-03-30,461.225954469,461.463756682,0.602336495718,460.473001312,462.454512051
development,C8_ONLINE_FULL,ATU1,974,2019-03-31,461.327258868,461.693590572,0.601158576611,460.704772706,462.682408437
development,C8_ONLINE_FULL,ATU1,975,2019-04-01,461.4288,461.878218222,0.601842217013,460.888275869,462.868160576
development,C8_ONLINE_FULL,ATU1,976,2019-04-02,461.530434047,461.867123372,0.60460940191,460.872629404,462.86161734
development,C8_ONLINE_FULL,ATU1,977,2019-04-03,461.632009392,461.678041471,0.608789061955,460.676672575,462.679410368
development,C8_ONLINE_FULL,ATU1,978,2019-04-04,461.733372467,461.540606562,0.612263391052,460.533522903,462.547690222
development,C8_ONLINE_FULL,ATU1,979,2019-04-05,461.834369703,461.554761768,0.613193766997,460.546147777,462.56337576
development,C8_ONLINE_FULL,ATU1,980,2019-04-06,461.934847533,461.54306073,0.613472740856,460.533987867,462.552133593
development,C8_ONLINE_FULL,ATU1,981,2019-04-07,462.034652389,461.550409833,0.613392940168,460.54146823,462.559351435
development,C8_ONLINE_FULL,ATU1,982,2019-04-08,462.133630703,461.588096438,0.612553411056,460.580535738,462.595657138
development,C8_ONLINE_FULL,ATU1,983,2019-04-09,462.231628907,461.665105392,0.612555859505,460.657540665,462.672670119
development,C8_ONLINE_FULL,ATU1,984,2019-04-10,462.328493433,461.755198531,0.612722621885,460.747359504,462.763037558
development,C8_ONLINE_FULL,ATU1,985,2019-04-11,462.424070712,461.861477673,0.612840582086,460.853444619,462.869510728
development,C8_ONLINE_FULL,ATU1,986,2019-04-12,462.518207178,461.943823943,0.612368632622,460.936567177,462.951080709
development,C8_ONLINE_FULL,ATU1,987,2019-04-13,462.610749262,462.100929675,0.611206278728,461.095584811,463.10627454
development,C8_ONLINE_FULL,ATU1,988,2019-04-14,462.701543396,462.244372063,0.60952800414,461.241787715,463.246956411
development,C8_ONLINE_FULL,ATU1,989,2019-04-15,462.790436012,462.37713582,0.607475727484,461.377927166,463.376344474
development,C8_ONLINE_FULL,ATU1,990,2019-04-16,462.877273542,462.506999884,0.606701096585,461.509065385,463.504934384
development,C8_ONLINE_FULL,ATU1,991,2019-04-17,462.961902419,462.634113872,0.603748560988,461.641035862,463.627191882
development,C8_ONLINE_FULL,ATU1,992,2019-04-18,463.044169074,462.753689247,0.59411227674,461.776461514,463.73091698
development,C8_ONLINE_FULL,ATU1,993,2019-04-19,463.12391994,462.872339175,0.576515496958,461.924055569,463.820622781
development,C8_ONLINE_FULL,ATU1,994,2019-04-20,463.201001447,462.330659473,0.551515044923,461.423497951,463.237820995
development,C8_ONLINE_FULL,ATU1,995,2019-04-21,463.27526003,462.934700597,0.518301092717,462.082171165,463.78723003
development,C8_ONLINE_FULL,ATU1,996,2019-04-22,463.346542119,463.178310033,0.514351257833,462.332277501,464.024342565
development,C8_ONLINE_FULL,ATU1,997,2019-04-23,463.414694146,463.296866792,0.497413195816,462.478694893,464.115038692
development,C8_ONLINE_FULL,ATU1,998,2019-04-24,463.479562544,463.521465786,0.483696815105,462.725855325,464.317076247
development,C8_ONLINE_FULL,ATU1,999,2019-04-25,463.540993745,463.624985827,0.474224930609,462.84495523,464.405016424
development,C8_ONLINE_FULL,ATU1,1000,2019-04-26,463.59883418,463.703051889,0.467544300103,462.934009951,464.472093826
development,C8_ONLINE_FULL,ATU1,1001,2019-04-27,463.652930283,463.781232244,0.462450585926,463.02056872,464.541895767
development,C8_ONLINE_FULL,ATU1,1002,2019-04-28,463.703128484,463.866043785,0.458264611601,463.112265577,464.619821994
development,C8_ONLINE_FULL,ATU1,1003,2019-04-29,463.749275215,463.678995131,0.455019904682,462.93055399,464.427436271
development,C8_ONLINE_FULL,ATU1,1004,2019-04-30,463.79121691,463.746290684,0.453194132783,463.000852671,464.491728697
development,C8_ONLINE_FULL,ATU1,1005,2019-05-01,463.8288,463.878736121,0.452453917164,463.134515654,464.622956587
development,C8_ONLINE_FULL,ATU1,1006,2019-05-02,463.861983389,464.002091732,0.451265851741,463.259825459,464.744358005
development,C8_ONLINE_FULL,ATU1,1007,2019-05-03,463.89117587,464.105470809,0.44918761723,463.366622928,464.844318691
development,C8_ONLINE_FULL,ATU1,1008,2019-05-04,463.916898709,464.452062066,0.447672382476,463.715706524,465.188417608
development,C8_ONLINE_FULL,ATU1,1009,2019-05-05,463.93967317,464.529549567,0.446334091603,463.795395318,465.263703816
development,C8_ONLINE_FULL,ATU1,1010,2019-05-06,463.960020519,464.545898124,0.445258615772,463.813512875,465.278283373
development,C8_ONLINE_FULL,ATU1,1011,2019-05-07,463.978462021,464.56182262,0.444508230168,463.830671645,465.292973594
development,C8_ONLINE_FULL,ATU1,1012,2019-05-08,463.995518941,464.584844478,0.444000140078,463.854529238,465.315159719
development,C8_ONLINE_FULL,ATU1,1013,2019-05-09,464.011712544,464.121397044,0.443535314543,463.391846373,464.850947715
development,C8_ONLINE_FULL,ATU1,1014,2019-05-10,464.027564096,464.613602765,0.443066201199,463.884823717,465.342381813
development,C8_ONLINE_FULL,ATU1,1015,2019-05-11,464.043594862,464.738773754,0.442528451757,464.010879225,465.466668283
development,C8_ONLINE_FULL,ATU1,1016,2019-05-12,464.060326107,464.754535831,0.442121419826,464.02731081,465.481760852
development,C8_ONLINE_FULL,ATU1,1017,2019-05-13,464.078279096,464.747364861,0.441397960825,464.021329824,465.473399898
development,C8_ONLINE_FULL,ATU1,1018,2019-05-14,464.097975095,464.541295027,0.440497195632,463.816741617,465.265848437
development,C8_ONLINE_FULL,ATU1,1019,2019-05-15,464.119935368,464.718627138,0.439503892024,463.995707567,465.441546709
development,C8_ONLINE_FULL,ATU1,1020,2019-05-16,464.144681181,464.749308868,0.438469294891,464.028091058,465.470526678
development,C8_ONLINE_FULL,ATU1,1021,2019-05-17,464.172733798,464.73532782,0.437445140259,464.015794595,465.454861046
development,C8_ONLINE_FULL,ATU1,1022,2019-05-18,464.204614486,464.720879445,0.436529959849,464.002851557,465.438907332
development,C8_ONLINE_FULL,ATU1,1023,2019-05-19,464.24084451,464.704461925,0.435751205591,463.987714974,465.421208876
