phase,model,point,origin,target_date,observed,mean,sigma,lower90,upper90
development,B_ANCHOR,ATU1,1077,2019-07-12,472.322734794,476.773983544,6.75161960795,465.668557544,487.879409544
development,B_ANCHOR,ATU1,1078,2019-07-13,472.357627587,476.262664121,6.7489383962,465.161648322,487.36367992
development,B_ANCHOR,ATU1,1079,2019-07-14,472.386683013,475.826313988,6.74680145726,464.728813141,486.923814835
development,B_ANCHOR,ATU1,1080,2019-07-15,472.410421517,475.420505479,6.74533447583,464.325417601,486.515593356
development,B_ANCHOR,ATU1,1081,2019-07-16,472.429363546,475.086490363,6.7445311953,463.992723765,486.180256962
development,B_ANCHOR,ATU1,1082,2019-07-17,472.444029548,474.637950229,6.74440517104,463.544390921,485.731509536
development,B_ANCHOR,ATU1,1083,2019-07-18,472.454939968,474.453360772,6.74435770597,463.359879538,485.546842006
development,B_ANCHOR,ATU1,1084,2019-07-19,472.462615254,474.77056844,6.74325640433,463.678898686,485.862238194
development,B_ANCHOR,ATU1,1085,2019-07-20,472.467575852,475.480587412,6.74317462976,464.389052165,486.572122659
development,B_ANCHOR,ATU1,1086,2019-07-21,472.470342209,475.656047997,6.74659384665,464.558888639,486.753207356
development,B_ANCHOR,ATU1,1087,2019-07-22,472.471434772,473.687495986,6.76421227699,462.561356889,484.813635084
development,B_ANCHOR,ATU1,1088,2019-07-23,472.471373988,473.761842164,6.77973153453,462.61017616,484.913508168
development,B_ANCHOR,ATU1,1089,2019-07-24,472.470680302,474.854649772,6.78670646767,463.691511024,486.017788521
development,B_ANCHOR,ATU1,1090,2019-07-25,472.469874163,475.827876367,6.78748202431,464.663461941,486.992290792
development,B_ANCHOR,ATU1,1091,2019-07-26,472.469476016,476.579154737,6.78399016304,465.420483912,487.737825562
development,B_ANCHOR,ATU1,1092,2019-07-27,472.470006309,477.152244523,6.777868847,466.003642367,488.300846679
development,B_ANCHOR,ATU1,1093,2019-07-28,472.471985488,477.072364743,6.77079251083,465.935402124,488.209327362
development,B_ANCHOR,ATU1,1094,2019-07-29,472.475934,477.398904856,6.76173216638,466.276845177,488.520964534
development,B_ANCHOR,ATU1,1095,2019-07-30,472.482372291,477.759632421,6.75172670325,466.654030265,488.865234577
development,B_ANCHOR,ATU1,1096,2019-07-31,472.491820809,478.057709028,6.74112907125,466.969538426,489.145879631
development,B_ANCHOR,ATU1,1097,2019-08-01,472.5048,478.290882114,6.73025699109,467.220594492,489.361169736
development,B_ANCHOR,ATU1,1098,2019-08-02,472.52169963,478.47303757,6.7199777546,467.419657788,489.526417353
development,B_ANCHOR,ATU1,1099,2019-08-03,472.542386738,478.53229515,6.71037079762,467.494717405,489.569872895
development,B_ANCHOR,ATU1,1100,2019-08-04,472.566597684,478.545968001,6.70028057127,467.524987202,489.5669488
development,B_ANCHOR,ATU1,1101,2019-08-05,472.594068828,478.544492017,6.68965648551,467.540986283,489.54799775
development,B_ANCHOR,ATU1,1102,2019-08-06,472.624536527,478.532975595,6.6786741988,467.547534116,489.518417074
development,B_ANCHOR,ATU1,1103,2019-08-07,472.657737141,478.389016007,6.66664900273,467.423354216,489.354677799
development,B_ANCHOR,ATU1,1104,2019-08-08,472.693407029,478.168853228,6.65493227056,467.222463746,489.115242711
development,B_ANCHOR,ATU1,1105,2019-08-09,472.73128255,478.479320225,6.6439556828,467.550985622,489.407654827
development,B_ANCHOR,ATU1,1106,2019-08-10,472.771100063,478.8565646,6.63261848621,467.946878027,489.766251173
development,B_ANCHOR,ATU1,1107,2019-08-11,472.812595928,479.101265952,6.62100911656,468.210675093,489.991856812
development,B_ANCHOR,ATU1,1108,2019-08-12,472.855506502,479.802589327,6.60778808108,468.933745136,490.671433519
development,B_ANCHOR,ATU1,1109,2019-08-13,472.899568145,480.489686194,6.59365732595,469.644085027,491.335287362
development,B_ANCHOR,ATU1,1110,2019-08-14,472.944517217,481.045325847,6.57885111817,470.224078724,491.86657297
development,B_ANCHOR,ATU1,1111,2019-08-15,472.990090076,481.536087507,6.56352924972,470.740042615,492.332132399
development,B_ANCHOR,ATU1,1112,2019-08-16,473.036023081,481.94160325,6.54761360068,471.171737271,492.711469229
development,B_ANCHOR,ATU1,1113,2019-08-17,473.082052591,482.113076488,6.53143607767,471.369820167,492.85633281
development,B_ANCHOR,ATU1,1114,2019-08-18,473.127914965,481.793551864,6.51676637907,471.07442505,492.512678679
development,B_ANCHOR,ATU1,1115,2019-08-19,473.173346562,481.139881203,6.50278603101,470.443750014,491.836012391
development,B_ANCHOR,ATU1,1116,2019-08-20,473.218083742,480.526070662,6.48851704953,469.85340986,491.198731465
development,B_ANCHOR,ATU1,1117,2019-08-21,473.261862863,480.050482653,6.47233110352,469.404445363,490.696519944
development,B_ANCHOR,ATU1,1118,2019-08-22,473.304420285,479.812589928,6.45612702079,469.193205981,490.431973874
development,B_ANCHOR,ATU1,1119,2019-08-23,473.345492365,479.673788419,6.44076280595,469.079676357,490.267900481
development,B_ANCHOR,ATU1,1120,2019-08-24,473.384815464,479.583022256,6.42660970315,469.012189977,490.153854535
development,B_ANCHOR,ATU1,1121,2019-08-25,473.422125941,479.521420169,6.41368195328,468.971852146,490.070988192
development,B_ANCHOR,ATU1,1122,2019-08-26,473.457160154,479.479749526,6.40184254096,468.949655603,490.009843448
development,B_ANCHOR,ATU1,1123,2019-08-27,473.489654462,479.452495716,6.39046245701,468.941120366,489.963871067
development,B_ANCHOR,ATU1,1124,2019-08-28,473.519345225,479.52781896,6.38043021957,469.032945172,490.022692748
development,B_ANCHOR,ATU1,1125,2019-08-29,473.545968801,479.528223097,6.37170594321,469.047699467,490.008746728
development,B_ANCHOR,ATU1,1126,2019-08-30,473.569261549,479.518573694,6.36404731581,469.050647384,489.986500003
development,B_ANCHOR,ATU1,1127,2019-08-31,473.588959829,479.70325988,6.35722068684,469.246562376,490.159957384
development,B_ANCHOR,ATU1,1128,2019-09-01,473.6048,479.73065675,6.35053046854,469.284963676,490.176349824
development,B_ANCHOR,ATU1,1129,2019-09-02,473.616616438,479.73168942,6.34348818729,469.297579868,490.165798973
development,B_ANCHOR,ATU1,1130,2019-09-03,473.62463559,479.742671431,6.33594362712,469.320971575,490.164371286
development,B_ANCHOR,ATU1,1131,2019-09-04,473.62918192,479.766980012,6.32778061035,469.358707125,490.1752529
development,B_ANCHOR,ATU1,1132,2019-09-05,473.630579894,479.801949345,6.31929467921,469.407634572,490.196264117
development,B_ANCHOR,ATU1,1133,2019-09-06,473.629153976,479.771368519,6.31141424629,469.390015905,490.152721133
development,B_ANCHOR,ATU1,1134,2019-09-07,473.62522863,479.735035457,6.30286555885,469.367744183,490.102326732
development,B_ANCHOR,ATU1,1135,2019-09-08,473.619128322,479.152153949,6.29477932383,468.798163348,489.506144551
development,B_ANCHOR,ATU1,1136,2019-09-09,473.611177515,478.536257337,6.28723957712,468.194668515,488.877846159
development,B_ANCHOR,ATU1,1137,2019-09-10,473.601700674,477.973661902,6.27983435899,467.64425358,488.303070224
development,B_ANCHOR,ATU1,1138,2019-09-11,473.591022264,477.492567741,6.27447987383,467.171966764,487.813168719
development,B_ANCHOR,ATU5,792,2018-09-30,579.998696191,585.667153339,35.4853236338,527.298990057,644.035316622
development,B_ANCHOR,ATU5,793,2018-10-01,580.1595,585.691179468,35.4853236338,527.323016185,644.05934275
development,B_ANCHOR,ATU5,794,2018-10-02,580.323818877,585.731917786,35.4853236338,527.363754503,644.100081068
development,B_ANCHOR,ATU5,795,2018-10-03,580.491429728,585.787036421,35.4853236338,527.418873138,644.155199703
development,B_ANCHOR,ATU5,796,2018-10-04,580.662023396,585.854499674,35.4853236338,527.486336391,644.222662956
development,B_ANCHOR,ATU5,797,2018-10-05,580.835290727,585.930489055,35.4853236338,527.562325772,644.298652338
development,B_ANCHOR,ATU5,798,2018-10-06,581.010922566,585.980535943,35.4853236338,527.61237266,644.348699226
development,B_ANCHOR,ATU5,799,2018-10-07,581.188609756,586.024745105,35.4853236338,527.656581823,644.392908388
development,B_ANCHOR,ATU5,800,2018-10-08,581.368043144,586.082547818,35.4853236338,527.714384536,644.450711101
development,B_ANCHOR,ATU5,801,2018-10-09,581.548913574,586.157015016,35.4853236338,527.788851734,644.525178299
development,B_ANCHOR,ATU5,802,2018-10-10,581.73091189,586.178093693,35.4853236338,527.80993041,644.546256975
development,B_ANCHOR,ATU5,803,2018-10-11,581.913728938,586.187462198,35.4853236338,527.819298916,644.555625481
development,B_ANCHOR,ATU5,804,2018-10-12,582.097055562,586.190594628,35.4853236338,527.822431345,644.55875791
development,B_ANCHOR,ATU5,805,2018-10-13,582.280582607,586.198523572,35.4853236338,527.830360289,644.566686855
development,B_ANCHOR,ATU5,806,2018-10-14,582.464000918,586.294592461,35.4853236338,527.926429178,644.662755743
development,B_ANCHOR,ATU5,807,2018-10-15,582.647001339,586.404664604,35.4853236338,528.036501322,644.772827887
development,B_ANCHOR,ATU5,808,2018-10-16,582.829274715,586.516326053,35.4853236338,528.148162771,644.884489336
development,B_ANCHOR,ATU5,809,2018-10-17,583.010511892,586.627844245,35.4853236338,528.259680963,644.996007528
development,B_ANCHOR,ATU5,810,2018-10-18,583.190403713,586.770496949,35.4853236338,528.402333667,645.138660232
development,B_ANCHOR,ATU5,811,2018-10-19,583.368641024,586.887318403,35.4853236338,528.51915512,645.255481686
development,B_ANCHOR,ATU5,812,2018-10-20,583.54491467,586.751150321,35.4853236338,528.382987039,645.119313604
development,B_ANCHOR,ATU5,813,2018-10-21,583.718915494,586.565943898,35.4853236338,528.197780615,644.93410718
development,B_ANCHOR,ATU5,814,2018-10-22,583.890334343,586.303863369,35.4853236338,527.935700086,644.672026652
development,B_ANCHOR,ATU5,815,2018-10-23,584.05886206,586.055445744,35.4853236338,527.687282462,644.423609027
development,B_ANCHOR,ATU5,816,2018-10-24,584.224189491,585.765544526,35.4853236338,527.397381244,644.133707809
development,B_ANCHOR,ATU5,817,2018-10-25,584.386007481,585.466578657,35.4853236338,527.098415374,643.834741939
development,B_ANCHOR,ATU5,818,2018-10-26,584.544006873,585.197817325,35.4853236338,526.829654043,643.565980608
development,B_ANCHOR,ATU5,819,2018-10-27,584.697878513,585.433790378,35.4853236338,527.065627095,643.80195366
development,B_ANCHOR,ATU5,820,2018-10-28,584.847313246,585.782876445,35.4853236338,527.414713162,644.151039727
development,B_ANCHOR,ATU5,821,2018-10-29,584.992001917,586.129885577,35.4853236338,527.761722295,644.49804886
development,B_ANCHOR,ATU5,822,2018-10-30,585.131635369,586.453831833,33.8093818962,530.842347396,642.06531627
development,B_ANCHOR,ATU5,823,2018-10-31,585.265904449,586.754305903,32.3444716965,533.552384321,639.956227484
development,B_ANCHOR,ATU5,824,2018-11-01,585.3945,587.03433741,31.0492923715,535.962796239,638.105878582
development,B_ANCHOR,ATU5,825,2018-11-02,585.517202265,587.296846999,29.8930577788,538.12714249,636.466551507
development,B_ANCHOR,ATU5,826,2018-11-03,585.634149078,587.544361603,28.8522849611,540.086576039,635.002147167
development,B_ANCHOR,ATU5,827,2018-11-04,585.745567666,587.847875379,27.908682689,541.942177434,633.753573323
development,B_ANCHOR,ATU5,828,2018-11-05,585.851685262,588.314205701,27.0474295346,543.825143131,632.803268271
development,B_ANCHOR,ATU5,829,2018-11-06,585.952729095,588.850863714,26.2568332183,545.662216363,632.039511065
development,B_ANCHOR,ATU5,830,2018-11-07,586.048926395,589.447613877,25.5275750525,547.458489465,631.43673829
development,B_ANCHOR,ATU5,831,2018-11-08,586.140504392,590.057323385,24.8520216811,549.179385386,630.935261384
development,B_ANCHOR,ATU5,832,2018-11-09,586.227690316,590.68781196,24.2232420546,550.84412441,630.53149951
development,B_ANCHOR,ATU5,833,2018-11-10,586.310711398,591.457574877,23.6357717238,552.580190031,630.334959722
development,B_ANCHOR,ATU5,834,2018-11-11,586.389794867,592.293851321,23.0850398476,554.322339799,630.265362842
development,B_ANCHOR,ATU5,835,2018-11-12,586.465167954,593.152474147,22.5672348541,556.032676047,630.272272247
development,B_ANCHOR,ATU5,836,2018-11-13,586.537057889,593.960627444,22.0796266413,557.642873481,630.278381407
development,B_ANCHOR,ATU5,837,2018-11-14,586.605691901,594.714225554,21.6193813137,559.153507788,630.27494332
development,B_ANCHOR,ATU5,838,2018-11-15,586.671297222,595.418325087,21.1839625341,560.573807479,630.262842694
development,B_ANCHOR,ATU5,839,2018-11-16,586.73410108,596.080658991,20.7711458787,561.915164356,630.246153626
development,B_ANCHOR,ATU5,840,2018-11-17,586.794330707,596.716148618,20.3791545584,563.195422329,630.236874908
development,B_ANCHOR,ATU5,841,2018-11-18,586.852213332,597.87366533,20.0061138426,564.966536415,630.780794245
development,B_ANCHOR,ATU5,842,2018-11-19,586.907976186,600.320420295,19.6492272005,568.000317667,632.640522922
development,B_ANCHOR,ATU5,843,2018-11-20,586.961846498,604.187902042,19.3071383987,572.43048542,635.945318663
development,B_ANCHOR,ATU5,844,2018-11-21,587.014051498,609.384276781,18.9786110947,578.167239487,640.601314075
development,B_ANCHOR,ATU5,845,2018-11-22,587.064818417,615.662084366,18.6629272744,584.964300749,646.359867983
development,B_ANCHOR,ATU5,846,2018-11-23,587.114374485,619.071135462,18.3593027367,588.872769767,649.269501157
development,B_ANCHOR,ATU5,847,2018-11-24,587.162946932,619.679769144,18.067156734,589.961940862,649.397597427
development,B_ANCHOR,ATU5,848,2018-11-25,587.210762988,619.400117101,17.7860181116,590.144720701,648.655513501
development,B_ANCHOR,ATU5,849,2018-11-26,587.258049883,619.054934631,17.5157292511,590.244123843,647.865745418
development,B_ANCHOR,ATU5,850,2018-11-27,587.305034848,618.761986276,17.2557445993,590.378812187,647.145160366
development,B_ANCHOR,ATU5,851,2018-11-28,587.351945112,618.525840787,17.0054833925,590.55430975,646.497371823
development,B_ANCHOR,ATU5,852,2018-11-29,587.399007905,618.339492637,16.7643826319,590.764537061,645.914448212
development,B_ANCHOR,ATU5,853,2018-11-30,587.446450458,618.201147572,16.5319139108,591.008569015,645.393726128
development,B_ANCHOR,ATU5,854,2018-12-01,587.4945,618.158719078,16.3075874784,591.335124667,644.982313489
development,B_ANCHOR,ATU5,855,2018-12-02,587.543352532,618.23535027,16.090951113,591.768090971,644.702609569
development,B_ANCHOR,ATU5,856,2018-12-03,587.593079135,618.370766657,15.881587296,592.247880192,644.493653123
development,B_ANCHOR,ATU5,857,2018-12-04,587.643719659,618.469228683,15.679281436,592.679105745,644.259351621
development,B_ANCHOR,ATU5,858,2018-12-05,587.695313955,618.221219625,15.4841851052,592.752001594,643.690437655
development,B_ANCHOR,ATU5,859,2018-12-06,587.747901873,617.858371463,15.296343113,592.698126015,643.018616912
development,B_ANCHOR,ATU5,860,2018-12-07,587.801523264,617.420379852,15.1158775602,592.556973823,642.283785881
development,B_ANCHOR,ATU5,861,2018-12-08,587.856217979,616.952807922,14.94280868,592.374074868,641.531540977
development,B_ANCHOR,ATU5,862,2018-12-09,587.912025869,616.52178938,14.7772294426,592.215409935,640.828168824
development,B_ANCHOR,ATU5,863,2018-12-10,587.968986783,615.970662164,14.6199467351,591.922989751,640.018334577
development,B_ANCHOR,ATU5,864,2018-12-11,588.027140574,615.359416627,14.4715776809,591.555789591,639.163043663
development,B_ANCHOR,ATU5,865,2018-12-12,588.08652709,614.716839162,14.3325587699,591.141877885,638.291800438
development,B_ANCHOR,ATU5,866,2018-12-13,588.147186184,614.124219146,14.2027843979,590.762717716,637.485720575
development,B_ANCHOR,ATU5,867,2018-12-14,588.209157706,613.595738156,14.0820037607,590.432903195,636.758573117
development,B_ANCHOR,ATU5,868,2018-12-15,588.272481506,613.119062634,13.9699081898,590.14060848,636.097516788
development,B_ANCHOR,ATU5,869,2018-12-16,588.337197435,612.683871961,13.8661801017,589.876035329,635.491708594
development,B_ANCHOR,ATU5,870,2018-12-17,588.403345344,612.243111099,13.7705890752,589.592507713,634.893714484
development,B_ANCHOR,ATU5,871,2018-12-18,588.470965083,611.19805338,13.6887474413,588.682067503,633.714039258
development,B_ANCHOR,ATU5,872,2018-12-19,588.540096504,608.826949513,13.6374142354,586.395399246,631.258499781
development,B_ANCHOR,ATU5,873,2018-12-20,588.610779456,605.022805614,13.6431754796,582.581778943,627.463832284
development,B_ANCHOR,ATU5,874,2018-12-21,588.683053791,600.021440257,13.7432262553,577.415844705,622.62703581
development,B_ANCHOR,ATU5,875,2018-12-22,588.756959358,593.996406393,13.9813695076,570.999100049,616.993712738
development,B_ANCHOR,ATU5,876,2018-12-23,588.83253601,590.852824949,14.5825138463,566.866724159,614.838925739
development,B_ANCHOR,ATU5,877,2018-12-24,588.909823595,590.511032523,15.1979054163,565.512702677,615.509362369
development,B_ANCHOR,ATU5,878,2018-12-25,588.988861966,591.058333381,15.8035119729,565.063869394,617.052797368
development,B_ANCHOR,ATU5,879,2018-12-26,589.069690973,591.616272587,16.399200105,564.641988815,618.590556359
development,B_ANCHOR,ATU5,880,2018-12-27,589.152350466,592.104201641,16.9878002085,564.161756854,620.046646427
development,B_ANCHOR,ATU5,881,2018-12-28,589.236880296,592.528664418,17.571936565,563.625400826,621.431928009
development,B_ANCHOR,ATU5,882,2018-12-29,589.323320314,592.898880787,18.1538010386,563.038535306,622.759226268
development,B_ANCHOR,ATU5,883,2018-12-30,589.41171037,593.216885507,18.735350512,562.399976266,624.033794749
development,B_ANCHOR,ATU5,884,2018-12-31,589.502090315,593.434639704,19.3195537342,561.656801673,625.212477734
development,B_ANCHOR,ATU5,885,2019-01-01,589.5945,593.528880903,19.9097809163,560.780205551,626.277556255
development,B_ANCHOR,ATU5,886,2019-01-02,589.688947458,593.559999726,20.5078467721,559.827593582,627.29240587
development,B_ANCHOR,ATU5,887,2019-01-03,589.785313451,593.555097871,21.1132363439,558.826914495,628.283281248
development,B_ANCHOR,ATU5,888,2019-01-04,589.883446926,593.694083223,21.7181345094,557.970930904,629.417235541
development,B_ANCHOR,ATU5,889,2019-01-05,589.983196828,593.854798912,22.3204243898,557.140967899,630.568629924
development,B_ANCHOR,ATU5,890,2019-01-06,590.084412101,594.002358537,22.9189834815,556.303985431,631.700731643
development,B_ANCHOR,ATU5,891,2019-01-07,590.186941692,594.131794393,23.5137431162,555.455128745,632.808460041
development,B_ANCHOR,ATU5,892,2019-01-08,590.290634546,594.244513819,24.1060544783,554.593582679,633.895444959
development,B_ANCHOR,ATU5,893,2019-01-09,590.395339608,594.361094642,24.6938279413,553.74336219,634.978827095
development,B_ANCHOR,ATU5,894,2019-01-10,590.500905824,594.455048104,25.2763410868,552.879166791,636.030929417
development,B_ANCHOR,ATU5,895,2019-01-11,590.607182139,594.546753742,25.8534932179,552.021541653,637.071965831
development,B_ANCHOR,ATU5,896,2019-01-12,590.714017499,594.62496888,26.4267929078,551.156762717,638.093175043
development,B_ANCHOR,ATU5,897,2019-01-13,590.821260849,594.69326845,26.9979191302,550.285643248,639.100893651
development,B_ANCHOR,ATU5,898,2019-01-14,590.928761134,594.764623325,27.5682129969,549.418948188,640.110298461
development,B_ANCHOR,ATU5,899,2019-01-15,591.0363673,594.826148412,28.1387486174,548.542025691,641.110271133
development,B_ANCHOR,ATU5,900,2019-01-16,591.143928292,594.882613267,28.7096765697,547.659397633,642.105828902
development,B_ANCHOR,ATU5,901,2019-01-17,591.251293056,594.936118071,29.2703876105,546.790614848,643.081621295
development,B_ANCHOR,ATU5,902,2019-01-18,591.358310537,594.987656525,29.2097994713,546.941811922,643.033501127
development,B_ANCHOR,ATU5,903,2019-01-19,591.46482968,595.037900359,29.0952969054,547.180395717,642.895405001
development,B_ANCHOR,ATU5,904,2019-01-20,591.570699432,595.052813267,28.9291686138,547.468565348,642.637061186
development,B_ANCHOR,ATU5,905,2019-01-21,591.675768736,595.031729858,28.7276649634,547.778925949,642.284533767
development,B_ANCHOR,ATU5,906,2019-01-22,591.77988654,594.997494316,28.5204885294,548.085465316,641.909523316
development,B_ANCHOR,ATU5,907,2019-01-23,591.882901788,594.957166211,28.3158149437,548.381795301,641.532537121
development,B_ANCHOR,ATU5,908,2019-01-24,591.984663425,594.910986758,28.1147649984,548.66631358,641.155659937
development,B_ANCHOR,ATU5,909,2019-01-25,592.085020397,594.915020854,27.9174267984,548.994940129,640.835101579
development,B_ANCHOR,ATU5,910,2019-01-26,592.18382165,594.932576115,27.7237211697,549.331112796,640.534039433
development,B_ANCHOR,ATU5,911,2019-01-27,592.280916129,594.952916706,27.5335242785,549.664299433,640.241533978
development,B_ANCHOR,ATU5,912,2019-01-28,592.376152779,594.974147624,27.4715903954,549.787402524,640.160892724
development,B_ANCHOR,ATU5,913,2019-01-29,592.469380545,595.004578895,27.4109448783,549.917586794,640.091570996
development,B_ANCHOR,ATU5,914,2019-01-30,592.560448374,595.097346881,27.3512642495,550.108520679,640.086173084
development,B_ANCHOR,ATU5,915,2019-01-31,592.649205211,595.293269879,27.2921454395,550.401685465,640.184854292
development,B_ANCHOR,ATU5,916,2019-02-01,592.7355,595.526441843,27.2333615868,550.731548263,640.321335423
development,B_ANCHOR,ATU5,917,2019-02-02,592.81924048,595.773798603,27.1747835055,551.075257392,640.472339814
development,B_ANCHOR,ATU5,918,2019-02-03,592.900569561,596.030215532,27.1168870866,551.426905456,640.633525608
development,B_ANCHOR,ATU5,919,2019-02-04,592.979688944,596.182281033,27.0597408491,551.672968153,640.691593913
development,B_ANCHOR,ATU5,920,2019-02-05,593.056800332,596.309681757,27.0032512323,551.893286028,640.726077486
development,B_ANCHOR,ATU5,921,2019-02-06,593.132105425,596.436008726,26.9473026124,552.111640287,640.760377164
development,B_ANCHOR,ATU5,922,2019-02-07,593.205805927,596.565718758,26.8920064275,552.332304449,640.799133066
development,B_ANCHOR,ATU5,923,2019-02-08,593.278103539,596.680817591,26.8373867222,552.537244703,640.824390479
development,B_ANCHOR,ATU5,924,2019-02-09,593.349199963,596.809525471,26.783373158,552.75479699,640.864253952
development,B_ANCHOR,ATU5,925,2019-02-10,593.419296901,596.93286182,26.7299192799,552.966057144,640.899666496
development,B_ANCHOR,ATU5,926,2019-02-11,593.488596055,597.063254497,26.6767296202,553.183939026,640.942569968
development,B_ANCHOR,ATU5,927,2019-02-12,593.557299128,597.198140999,26.6237328326,553.405997486,640.990284511
development,B_ANCHOR,ATU5,928,2019-02-13,593.62560782,597.325414869,26.5709270649,553.620129114,641.030700623
development,B_ANCHOR,ATU5,929,2019-02-14,593.693723833,597.458697289,26.51828069,553.840007115,641.077387462
development,B_ANCHOR,ATU5,930,2019-02-15,593.761848871,597.593843272,26.4656982947,554.061643442,641.126043102
development,B_ANCHOR,ATU5,931,2019-02-16,593.830184635,597.729280252,26.4132326197,554.283378778,641.175181726
development,B_ANCHOR,ATU5,932,2019-02-17,593.898932826,597.864457854,26.3614545287,554.50372376,641.225191947
development,B_ANCHOR,ATU5,933,2019-02-18,593.968295147,597.999074393,26.3103855679,554.722341265,641.275807521
development,B_ANCHOR,ATU5,934,2019-02-19,594.0384733,598.132888305,26.2599771093,554.939069713,641.326706897
development,B_ANCHOR,ATU5,935,2019-02-20,594.109668986,598.265678987,26.2099987953,555.154067406,641.377290568
development,B_ANCHOR,ATU5,936,2019-02-21,594.182083908,598.397238299,26.1603544584,555.367284386,641.427192213
development,B_ANCHOR,ATU5,937,2019-02-22,594.255919768,598.527367896,26.1109079072,555.578746322,641.47598947
development,B_ANCHOR,ATU5,938,2019-02-23,594.331378267,598.65587773,26.0615040457,555.788518276,641.523237183
development,B_ANCHOR,ATU5,939,2019-02-24,594.408661107,598.782584889,26.0119662878,555.996707796,641.568461981
development,B_ANCHOR,ATU5,940,2019-02-25,594.487969991,598.907312614,25.9622558063,556.203201987,641.611423241
development,B_ANCHOR,ATU5,941,2019-02-26,594.56950662,599.029889445,25.9123576738,556.407853942,641.651924947
development,B_ANCHOR,ATU5,942,2019-02-27,594.653472697,599.198373487,25.8622708146,556.658723536,641.738023438
development,B_ANCHOR,ATU5,943,2019-02-28,594.740069923,599.329342852,25.8120149563,556.872356432,641.786329272
development,B_ANCHOR,ATU5,944,2019-03-01,594.8295,599.388686522,25.7617004518,557.014460098,641.762912947
development,B_ANCHOR,ATU5,945,2019-03-02,594.921901594,599.342158425,25.7115097514,557.050488356,641.633828494
development,B_ANCHOR,ATU5,946,2019-03-03,595.017161226,599.257167139,25.6615225325,557.047718728,641.466615549
development,B_ANCHOR,ATU5,947,2019-03-04,595.11510238,599.203337361,25.6116888279,557.0758581,641.330816622
development,B_ANCHOR,ATU5,948,2019-03-05,595.215548542,599.170376672,25.561758927,557.12502479,641.215728555
development,B_ANCHOR,ATU5,949,2019-03-06,595.318323194,599.201108518,25.5113037446,557.238748025,641.163469011
development,B_ANCHOR,ATU5,950,2019-03-07,595.423249822,599.24502808,25.4600104794,557.367037501,641.12301866
development,B_ANCHOR,ATU5,951,2019-03-08,595.530151911,599.287744187,25.4076764476,557.49583543,641.079652945
development,B_ANCHOR,ATU5,952,2019-03-09,595.638852945,599.326795032,25.3540695251,557.623061815,641.030528248
development,B_ANCHOR,ATU5,953,2019-03-10,595.749176409,599.362300587,25.2984948337,557.749979604,640.974621571
development,B_ANCHOR,ATU5,954,2019-03-11,595.860945786,599.394818804,25.2404154968,557.878029828,640.91160778
development,B_ANCHOR,ATU5,955,2019-03-12,595.973984563,599.424934144,25.1793454709,558.008596422,640.841271866
development,B_ANCHOR,ATU5,956,2019-03-13,596.088116222,599.477817898,25.1151464717,558.167078132,640.788557663
development,B_ANCHOR,ATU5,957,2019-03-14,596.203164249,599.515701195,25.0477651269,558.315793879,640.715608511
development,B_ANCHOR,ATU5,958,2019-03-15,596.318952129,599.548643283,24.9771592204,558.464872349,640.632414218
development,B_ANCHOR,ATU5,959,2019-03-16,596.435303345,599.580310278,24.9033298948,558.617977777,640.542642779
development,B_ANCHOR,ATU5,960,2019-03-17,596.552041383,599.611785838,24.8262173877,558.776292124,640.447279552
development,B_ANCHOR,ATU5,961,2019-03-18,596.668989726,599.643537868,24.7419327492,558.946680047,640.340395688
development,B_ANCHOR,ATU5,962,2019-03-19,596.78597186,599.679827726,24.6389322774,559.152390605,640.207264846
development,B_ANCHOR,ATU5,963,2019-03-20,596.902811269,599.722791465,24.4980962672,559.427008967,640.018573964
development,B_ANCHOR,ATU5,964,2019-03-21,597.019331438,600.207668601,24.2906931672,560.253033843,640.162303358
development,B_ANCHOR,ATU5,965,2019-03-22,597.13535585,600.482711582,23.9781255598,561.042204787,639.923218376
development,B_ANCHOR,ATU5,966,2019-03-23,597.250707992,600.694936748,23.5957546266,561.88337417,639.506499326
development,B_ANCHOR,ATU5,967,2019-03-24,597.365211346,600.899129406,23.1979022004,562.741975834,639.056282978
development,B_ANCHOR,ATU5,968,2019-03-25,597.478689398,601.029927494,22.8036314377,563.521291616,638.538563372
development,B_ANCHOR,ATU5,969,2019-03-26,597.590965632,601.146477901,22.4143829791,564.278098762,638.01485704
development,B_ANCHOR,ATU5,970,2019-03-27,597.701863534,601.265885753,22.0290079387,565.031392147,637.500379359
development,B_ANCHOR,ATU5,971,2019-03-28,597.811206586,601.39272399,21.64623475,565.787836251,636.997611728
development,B_ANCHOR,ATU5,972,2019-03-29,597.918818274,601.47784601,21.2650768688,566.499907195,636.455784825
development,B_ANCHOR,ATU5,973,2019-03-30,598.024522083,601.76267186,20.8842866395,567.411077235,636.114266486
development,B_ANCHOR,ATU5,974,2019-03-31,598.128141497,602.103996835,20.5013495472,568.382277675,635.825715995
development,B_ANCHOR,ATU5,975,2019-04-01,598.2295,602.451158403,20.1129737253,569.368260622,635.534056184
development,B_ANCHOR,ATU5,976,2019-04-02,598.328509451,602.795310486,19.7173376751,570.363176097,635.227444874
development,B_ANCHOR,ATU5,977,2019-04-03,598.425435201,603.088857971,19.315036836,571.318449577,634.859266366
