Date,MJ1/mm,MJ3/mm,ATU5/mm,ATU1/mm,Rainfall/mm,RWL/m
2016-10-03,687.6263170447745,959.3738001400776,73.50294951598029,39.70666952940989,0.0,163.84
2016-10-04,687.637647277474,959.4177714980726,73.59361280848678,39.84957437569129,0.0,164.29
2016-10-05,687.651281441827,959.4636574511964,73.67695115821961,39.9840619898,0.0,164.7
2016-10-06,687.6671116314172,959.5113583018178,73.75327659084039,40.11055940681826,0.0,164.97
2016-10-07,687.6850299398288,959.5607743523058,73.82290113201067,40.22949366182834,0.254,165.29
2016-10-08,687.7049284606456,959.6118059050294,73.88613680739205,40.34129178991248,0.0,165.58
2016-10-09,687.7266992874515,959.6643532623574,73.94329564264612,40.44638082615293,0.0,165.78
2016-10-10,687.7502345138304,959.7183167266584,73.99468966343447,40.54518780563193,0.254,166.1
2016-10-11,687.7754262333664,959.7735966003012,74.04063089541867,40.63813976343175,0.254,166.47
2016-10-12,687.8021665396429,959.8300931856548,74.08143136426034,40.72566373463463,1.27,166.99
2016-10-13,687.8303475262446,959.8877067850884,74.11740309562101,40.80818675432281,2.54,167.46
2016-10-14,687.8598612867548,959.94633770097,74.14885811516234,40.88613585757857,3.048,167.95
2016-10-15,687.8905999147577,960.0058862356692,74.17610844854585,40.95993807948411,16.002,168.42
2016-10-16,687.9224555038371,960.0662526915544,74.19946612143316,41.03002045512173,24.63800000000001,168.95
2016-10-17,687.9553201475771,960.1273373709944,74.21924315948586,41.09681001957367,25.146,169.54
2016-10-18,687.9890859395614,960.1890405763586,74.23575158836549,41.16073380792216,25.654,170.09
2016-10-19,688.023644973374,960.251262610015,74.2493034337337,41.22221885524946,25.654,170.56
2016-10-20,688.058889342599,960.3139037743332,74.26021072125204,41.28169219663782,37.59200000000001,170.97
2016-10-21,688.09471114082,960.3768643716814,74.26878547658208,41.33958086716949,46.736,171.37
2016-10-22,688.1310024616212,960.4400447044288,74.27533972538545,41.39631190192672,48.514,171.72
2016-10-23,688.1676553985862,960.5033450749444,74.28018549332371,41.45231233599177,48.514,171.98
2016-10-24,688.2045620452994,960.5666657855968,74.28363480605846,41.50800920444688,57.404,172.13
2016-10-25,688.2416144953443,960.6299071387548,74.28599968925126,41.5638295423743,57.658,172.31
2016-10-26,688.2787048423049,960.6929694367868,74.28759216856373,41.62020038485628,64.262,172.58
2016-10-27,688.3157251797654,960.7557529820626,74.28872426965741,41.67754876697508,69.596,173.02
2016-10-28,688.3525676013094,960.8181580769506,74.28970801819393,41.73630172381294,84.836,173.29
2016-10-29,688.3891242005209,960.8800850238192,74.29085543983489,41.79688629045211,99.06,173.65
2016-10-30,688.425287070984,960.9414341250376,74.2924785602418,41.85972950197484,102.108,174.11
2016-10-31,688.4609483062823,961.0021056829752,74.29488940507632,41.92525839346339,105.156,174.67
2016-11-01,688.496,961.0619999999998,74.2984,41.9939,0.0,175.24
2016-11-02,688.5303693112213,961.121048085435,74.30327924664034,42.06596932871503,0.0,175.26
2016-11-03,688.564123661033,961.1793037764209,74.30962355048842,42.14133327493118,0.0,175.01
2016-11-04,688.5973655360219,961.2368516170512,74.31748619300127,42.21974670601931,0.0,174.76
2016-11-05,688.6301974227752,961.2937761514208,74.3269204556359,42.30096448935023,0.0,174.69
2016-11-06,688.6627218078795,961.3501619236232,74.33797961984925,42.38474149229476,15.24,174.7
2016-11-07,688.6950411779222,961.4060934777532,74.35071696709835,42.47083258222374,39.116,174.64
2016-11-08,688.7272580194901,961.4616553579044,74.3651857788402,42.55899262650799,56.896,174.6
2016-11-09,688.7594748191705,961.5169321081715,74.3814393365318,42.64897649251834,57.404,174.79
2016-11-10,688.7917940635502,961.5720082726486,74.39953092163016,42.7405390476256,0.0,175.08
2016-11-11,688.8243182392162,961.62696839543,74.41951381559227,42.83343515920062,0.0,175.23
2016-11-12,688.8571498327556,961.6818970206094,74.44144129987512,42.92741969461421,0.0,175.13
2016-11-13,688.8903913307553,961.7368786922816,74.46536665593571,43.02224752123719,0.0,174.98
2016-11-14,688.9241452198023,961.7919979545404,74.49134316523104,43.11767350644041,0.0,174.83
2016-11-15,688.9585139864838,961.8473393514804,74.51942410921812,43.21345251759467,1.524,174.63
2016-11-16,688.9936001173867,961.9029874271954,74.54966276935394,43.30933942207081,1.524,174.38
2016-11-17,689.029506099098,961.9590267257798,74.58211242709552,43.40508908723967,0.0,174.21
2016-11-18,689.0663344182045,962.0155417913278,74.61682636389985,43.50045638047204,0.0,174.15
2016-11-19,689.1041875612938,962.0726171679336,74.65385786122388,43.59519616913877,0.0,174.16
2016-11-20,689.1431680149524,962.1303373996914,74.69326020052468,43.68906332061069,3.048,174.16
2016-11-21,689.1833782657675,962.1887870306952,74.7350866632592,43.78181270225861,3.81,174.15
2016-11-22,689.224920800326,962.2480506050396,74.77939053088448,43.87319918145337,9.398,174.16
2016-11-23,689.2678981052152,962.3082126668183,74.8262250848575,43.96297762556578,9.906,174.12
2016-11-24,689.3124126670216,962.369357760126,74.87564360663525,44.05090290196669,10.16,174.27
2016-11-25,689.3585669723326,962.4315704290568,74.92769937767471,44.1367298780269,0.0,174.35
2016-11-26,689.4064635077353,962.4949352177048,74.98244567943293,44.22021342111726,0.0,174.59
2016-11-27,689.4562047598164,962.5595366701642,75.03993579336688,44.30110839860857,0.0,174.77
2016-11-28,689.5078932151631,962.6254593305292,75.10022300093355,44.37916967787168,0.0,174.84
2016-11-29,689.5616313603624,962.692787742894,75.16336058358998,44.4541521262774,1.016,174.9
2016-11-30,689.6175216820012,962.7616064513528,75.22940182279312,44.52581061119657,0.7619999999999999,174.91
2016-12-01,689.6756666666666,962.8319999999998,75.2984,44.5939,0.0,174.87
2016-12-02,689.7360915860976,962.9039973928896,75.37038305383344,44.65825948231174,0.0,174.8
2016-12-03,689.7985128526411,962.9774054739188,75.44527755157961,44.71906553676863,0.0,174.71
2016-12-04,689.8625696637957,963.0519755469434,75.5229847176905,44.77657896426075,0.0,174.69
2016-12-05,689.9279012170604,963.1274589158206,75.60340577661815,44.83106056567815,0.0,174.64
2016-12-06,689.9941467099336,963.2036068844068,75.68644195281452,44.8827711419109,0.0,174.56
2016-12-07,690.0609453399144,963.2801707565592,75.77199447073163,44.93197149384907,0.0,174.47
2016-12-08,690.1279363045015,963.3569018361336,75.85996455482147,44.97892242238271,0.0,174.41
2016-12-09,690.1947588011938,963.4335514269872,75.95025342953603,45.02388472840189,0.0,174.3
2016-12-10,690.26105202749,963.5098708329768,76.04276231932735,45.06711921279669,0.0,174.16
2016-12-11,690.3264551808888,963.5856113579588,76.13739244864739,45.10888667645715,0.0,174.05
2016-12-12,690.3906074588891,963.6605243057896,76.23404504194816,45.14944792027334,1.778,173.96
2016-12-13,690.4531480589898,963.7343609803264,76.33262132368168,45.18906374513534,0.0,173.83
2016-12-14,690.5137161786894,963.806872685426,76.43302251829996,45.2279949519332,0.0,173.72
2016-12-15,690.5719510154868,963.8778107249444,76.53514985025495,45.26650234155698,0.0,173.59
2016-12-16,690.6274917668809,963.9469264027388,76.63890454399869,45.30484671489675,0.0,173.49
2016-12-17,690.6799776303702,964.0139710226654,76.74418782398317,45.34328887284258,0.0,173.4
2016-12-18,690.7290478034539,964.0786958885813,76.85090091466041,45.38208961628452,0.0,173.31
2016-12-19,690.7743414836306,964.140852304343,76.95894504048239,45.42150974611265,0.0,173.21
2016-12-20,690.8154978683988,964.2001915738072,77.0682214259011,45.46181006321702,6.604,173.09
2016-12-21,690.8521561552577,964.2564650008308,77.17863129536856,45.50325136848771,8.128,172.99
2016-12-22,690.8839555417059,964.3094238892696,77.29007587333676,45.54609446281476,9.144,172.87
2016-12-23,690.9105352252421,964.3588195429816,77.4024563842577,45.59060014708826,9.144,172.81
2016-12-24,690.9315344033653,964.4044032658225,77.5156740525834,45.63702922219826,9.652,172.76
2016-12-25,690.9465922735742,964.4459263616492,77.62963010276586,45.68564248903483,11.43,172.73
2016-12-26,690.9553480333675,964.4831401343184,77.74422575925705,45.73670074848802,0.0,172.66
2016-12-27,690.9574408802441,964.5157958876867,77.859362246509,45.79046480144791,0.0,172.65
2016-12-28,690.9525100117027,964.543644925611,77.9749407889737,45.84719544880456,0.0,172.66
2016-12-29,690.9401946252422,964.5664385519476,78.09086261110313,45.90715349144803,0.0,172.66
2016-12-30,690.9201339183612,964.5839280705536,78.20702893734935,45.97059973026838,0.0,172.5
2016-12-31,690.8919670885588,964.5958647852854,78.3233409921643,46.03779496615569,0.0,172.42
2017-01-01,690.8553333333333,964.6019999999996,78.4397,46.109,0.0,172.37
2017-01-02,690.8101566156008,964.6022801861714,78.55600886035961,46.18438873243655,0.0,172.33
2017-01-03,690.7574999599444,964.5974324857474,78.67217717295084,46.26378746308119,0.0,172.23
2017-01-04,690.6987111563644,964.588379208293,78.78811621253257,46.34693559129491,0.0,172.12
2017-01-05,690.6351379948612,964.5760426633736,78.90373725386371,46.43357251643872,0.0,172.02
2017-01-06,690.5681282654347,964.561345160554,79.01895157170308,46.52343763787361,0.508,171.96
2017-01-07,690.4990297580853,964.5452090093996,79.1336704408096,46.61627035496061,1.016,171.96
2017-01-08,690.4291902628129,964.528556519476,79.24780513594212,46.7118100670607,1.016,171.93
2017-01-09,690.3599575696181,964.512310000348,79.36126693185949,46.80979617353488,1.016,171.88
2017-01-10,690.2926794685009,964.4973917615808,79.47396710332065,46.90996807374417,1.524,171.79
2017-01-11,690.2287037494616,964.4847241127396,79.58581692508443,47.01206516704958,0.0,171.71
2017-01-12,690.1693782025004,964.47522936339,79.69672767190973,47.11582685281207,0.0,171.65
2017-01-13,690.1160506176175,964.4698298230968,79.8066106185554,47.2209925303927,0.0,171.68
2017-01-14,690.0700687848131,964.4694478014252,79.91537703978032,47.32730159915243,0.0,171.64
2017-01-15,690.0327804940874,964.4750056079408,80.02293821034338,47.43449345845229,0.0,171.53
2017-01-16,690.0055335354406,964.4874255522084,80.12920540500346,47.54230750765326,0.0,171.42
2017-01-17,689.989675698873,964.5076299437934,80.23408989851943,47.65048314611637,0.0,171.36
2017-01-18,689.9865547743848,964.5365410922612,80.33750296565013,47.75875977320259,0.0,171.27
2017-01-19,689.9975185519761,964.5750813071766,80.4393558811545,47.86687678827295,0.0,171.11
2017-01-20,690.0239148216473,964.6241728981048,80.53955991979134,47.97457359068844,0.0,171.02
2017-01-21,690.0670913733983,964.6847381746118,80.6380263563196,48.08158957981008,0.0,170.97
2017-01-22,690.1283959972295,964.7576994462618,80.7346664654981,48.18766415499886,0.0,170.94
2017-01-23,690.2091764831413,964.8439790226206,80.82939152208573,48.29253671561577,0.0,170.92
2017-01-24,690.3107806211335,964.9444992132534,80.92211280084138,48.39594666102183,2.032,170.85
2017-01-25,690.4345562012066,965.0601823277252,81.01274157652391,48.49763339057805,0.0,170.75
2017-01-26,690.5818510133608,965.1919506756012,81.10118912389223,48.59733630364541,0.0,170.66
2017-01-27,690.7540128475963,965.3407265664468,81.18736671770515,48.69479479958494,0.0,170.59
2017-01-28,690.9523894939132,965.507432309827,81.27118563272158,48.78974827775762,4.826,170.42
2017-01-29,691.1783287423118,965.6929902153072,81.35255714370042,48.88193613752446,5.334,170.25
2017-01-30,691.4331783827923,965.8983225924528,81.43139252540051,48.97109777824647,7.112,170.05
2017-01-31,691.7182862053551,966.1243517508284,81.50760305258075,49.05697259928466,12.192,169.89
2017-02-01,692.035,966.3719999999996,81.58109999999999,49.13930000000001,0.0,169.7
2017-02-02,692.384182284088,966.6418677314678,81.65181532496696,49.21784184349375,0.0,169.51
2017-02-03,692.7647544844214,966.933267664478,81.71976371498978,49.29244984782802,0.0,169.32
2017-02-04,693.1751527551634,967.2451906002108,81.78498054012636,49.36299819480513,0.0,169.09
2017-02-05,693.6138132504772,967.576627339848,81.84750117043465,49.42936106622744,0.0,169.95
2017-02-06,694.0791721245255,967.9265686845706,81.90736097597262,49.49141264389727,0.0,168.8
2017-02-07,694.5696655314713,968.2940054355596,81.96459532679818,49.54902710961697,11.176,168.64
2017-02-08,695.0837296254779,968.677928393996,82.01923959296929,49.60207864518889,9.906,168.48
2017-02-09,695.619800560708,969.0773283610616,82.07132914454388,49.65044143241533,0.0,168.38
2017-02-10,696.1763144913249,969.4911961379364,82.12089935157988,49.69398965309868,0.0,168.33
2017-02-11,696.7517075714916,969.9185225258024,82.16798558413528,49.73259748904123,0.0,168.31
2017-02-12,697.3444159553709,970.3582983258406,82.21262321226801,49.76613912204535,0.0,168.3
2017-02-13,697.9528757971259,970.809514339232,82.25484760603597,49.79448873391336,0.0,168.31
2017-02-14,698.5755232509198,971.2711613671576,82.29469413549715,49.81752050644761,0.0,168.27
2017-02-15,699.2107944709154,971.7422302107988,82.33219817070946,49.83510862145044,1.27,168.19
2017-02-16,699.8571256112758,972.2217116713364,82.36739508173086,49.84712726072418,1.27,168.07
2017-02-17,700.5129528261641,972.708596549952,82.40032023861929,49.85345060607117,1.27,168.07
2017-02-18,701.1767122697433,973.2018756478265,82.4310090114327,49.85395283929375,3.302,167.96
2017-02-19,701.8468400961763,973.7005397661408,82.45949677022902,49.84850814219428,4.064,167.86
2017-02-20,702.5217724596262,974.2035797060762,82.48581888506621,49.83699069657506,4.318,167.81
2017-02-21,703.1999455142559,974.709986268814,82.51001072600218,49.81927468423845,12.192,167.71
2017-02-22,703.8797954142286,975.218750255535,82.5321076630949,49.79523428698678,13.208,167.67
2017-02-23,704.5597583137073,975.7288624674208,82.55214506640232,49.7647436866224,15.748,167.69
2017-02-24,705.2382703668549,976.2393137056522,82.57015830598236,49.72767706494763,0.0,167.74
2017-02-25,705.9137677278346,976.7490947714102,82.58618275189298,49.68390860376483,0.0,167.65
2017-02-26,706.5846865508092,977.2571964658764,82.60025377419211,49.63331248487633,0.0,167.54
2017-02-27,707.2494629899419,977.7626095902312,82.61240674293767,49.57576289008446,0.0,167.51
2017-02-28,707.9065331993955,978.2643249456564,82.62267702818765,49.51113400119158,0.0,167.41
2017-03-01,708.5543333333333,978.761333333333,82.63109999999999,49.4393,0.5,167.27
2017-03-02,709.191620711019,979.252787446224,82.63776178793388,49.36036289060148,1.5,167.17
2017-03-03,709.818437312121,979.7384875444196,82.64295155955372,49.27533596624535,3.0,167.04
2017-03-04,710.4351462814079,980.2183957797928,82.64700924192513,49.18546034247036,0.0,166.95
2017-03-05,711.042110763649,980.692474304216,82.65027476211378,49.09197713481525,0.0,166.82
2017-03-06,711.639693903613,981.1606852695616,82.65308804718529,48.99612745881875,0.0,166.72
2017-03-07,712.228258846069,981.6229908277024,82.65578902420536,48.8991524300196,5.0,166.56
2017-03-08,712.808168735786,982.0793531305104,82.6587176202396,48.80229316395656,14.5,166.43
2017-03-09,713.3797867175332,982.5297343298585,82.66221376235366,48.70679077616836,0.0,166.31
2017-03-10,713.9434759360793,982.9740965776192,82.66661737761318,48.61388638219373,0.0,166.28
2017-03-11,714.4995995361933,983.4124020256646,82.67226839308381,48.52482109757143,0.0,166.24
2017-03-12,715.0485206626443,983.8446128258676,82.67950673583124,48.44083603784019,0.0,166.17
2017-03-13,715.5906024602012,984.2706911301008,82.68867233292107,48.36317231853877,0.0,166.18
2017-03-14,716.1262080736332,984.6905990902364,82.70010511141898,48.29307105520589,0.0,166.26
2017-03-15,716.655700647709,985.1042988581468,82.71414499839061,48.23177336338028,0.0,166.35
2017-03-16,717.1794433271975,985.511752585705,82.73113192090159,48.18052035860071,3.0,166.47
2017-03-17,717.6977992568682,985.9129224247832,82.75140580601759,48.1405531564059,0.0,166.56
2017-03-18,718.2111315814897,986.307770527254,82.77530658080424,48.1131128723346,0.0,166.68
2017-03-19,718.7198034458311,986.69625904499,82.80317417232723,48.09944062192557,5.5,166.71
2017-03-20,719.2241779946613,987.0783501298632,82.83534850765216,48.10077752071752,0.0,166.71
2017-03-21,719.7246183727494,987.4540059337468,82.87216951384468,48.11836468424919,0.0,166.6
2017-03-22,720.2214877248642,987.8231886085129,82.91397711797046,48.15344322805935,0.0,166.38
2017-03-23,720.715149195775,988.1858603060338,82.96111124709516,48.20725426768672,0.0,166.14
2017-03-24,721.2059659302506,988.5419831781824,83.01391182828439,48.28103891867005,0.0,165.9
2017-03-25,721.6943010730599,988.8915193768312,83.07271878860384,48.37603829654807,12.5,165.69
2017-03-26,722.1805177689719,989.2344310538527,83.13787205511912,48.49349351685953,0.0,165.44
2017-03-27,722.6649791627558,989.5706803611192,83.2097115548959,48.63464569514318,0.0,165.17
2017-03-28,723.1480483991805,989.9002294505032,83.28857721499983,48.80073594693773,0.0,165.03
2017-03-29,723.630088623015,990.2230404738776,83.37480896249656,48.99300538778196,1.0,164.81
2017-03-30,724.1114629790281,990.5390755831144,83.46874672445173,49.21269513321458,8.0,164.55
2017-03-31,724.592534611989,990.8482969300866,83.570730427931,49.46104629877435,17.5,164.32
2017-04-01,725.0736666666666,991.1506666666664,83.68109999999999,49.7393,0.0,164.0
2017-04-02,725.5552317721832,991.4463947953476,83.80025368793541,50.04829053675645,0.0,163.75
2017-04-03,726.0376404950747,991.7366827211108,83.92882301985811,50.38722494621324,20.0,163.51
2017-04-04,726.52131288623,992.0229796995573,84.06749784409998,50.75490344986611,22.5,163.18
2017-04-05,727.0066689965383,992.3067349862883,84.2169680089929,51.15012626921079,23.5,162.87
2017-04-06,727.494128876889,992.5893978369062,84.37792336286878,51.57169362574302,24.0,162.62
2017-04-07,727.9841125781708,992.8724175070116,84.55105375405948,52.0184057409585,0.0,162.27
2017-04-08,728.477040151273,993.157243252207,84.7370490308969,52.48906283635296,0.0,161.98
2017-04-09,728.9733316470846,993.4453243280932,84.93659904171295,52.98246513342215,0.0,162.04
2017-04-10,729.4734071164949,993.738109990272,85.1503936348395,53.49741285366178,0.0,162.45
2017-04-11,729.9776866103928,994.0370494943452,85.37912265860844,54.03270621856758,0.5,162.59
2017-04-12,730.4865901796675,994.343592095914,85.62347596135167,54.58714544963529,0.0,162.55
2017-04-13,731.0005378752082,994.6591870505804,85.88414339140107,55.15953076836062,0.0,162.47
2017-04-14,731.5199497479039,994.9852836139452,86.16181479708852,55.7486623962393,0.0,162.49
2017-04-15,732.0452458486436,995.323331041611,86.45718002674595,56.35334055476707,10.0,162.45
2017-04-16,732.5768462283169,995.6747785891788,86.7709289287052,56.97236546543965,0.0,162.37
2017-04-17,733.1151709378122,996.04107551225,87.10375135129817,57.60453734975276,0.0,162.41
2017-04-18,733.6606400280192,996.4236710664264,87.4563371428568,58.24865642920214,0.0,162.31
2017-04-19,734.2136735498268,996.8240145073096,87.8293761517129,58.9035229252835,3.5,162.16
2017-04-20,734.774691554124,997.2435550905008,88.22355822619843,59.56793705949258,26.0,161.99
2017-04-21,735.3441140918001,997.6837420716022,88.63957321464524,60.24069905332512,27.0,161.9
2017-04-22,735.922361213744,998.1460247062148,89.07811096538522,60.92060912827682,0.0,161.83
2017-04-23,736.5098529708451,998.6318522499404,89.53986132675028,61.60646750584343,0.0,161.77
2017-04-24,737.1070094139923,999.1426739583806,90.0255141470723,62.29707440752067,0.0,161.54
