outer_days,strategy,seed,epoch,loss,gradient_norm,elapsed_seconds
432,IN,0,61,0.0004000921372740636,0.011904931807149846,7.65415049996227
432,IN,0,62,0.0003834517916226958,0.011217628797941404,7.7165120001882315
432,IN,0,63,0.0003640272696840722,0.009767345781723152,7.774740583263338
432,IN,0,64,0.00034417703163774866,0.007858783686587323,7.832191958092153
432,IN,0,65,0.0003259724167407222,0.005935750243162037,7.891437999904156
432,IN,0,66,0.00031069423588080797,0.004642638947198137,7.950169625226408
432,IN,0,67,0.0002986747177472349,0.004566705800257228,8.00598541693762
432,IN,0,68,0.00028945358653082777,0.005372005370862351,8.064175833016634
432,IN,0,69,0.00028212645079554337,0.0062679038512442106,8.118215333204716
432,IN,0,70,0.00027573536635445533,0.006810304189153264,8.17460620822385
432,IN,0,71,0.0002695756915801349,0.006835339725885076,8.229590292088687
432,IN,0,72,0.00026334756852366937,0.006321941491897678,8.28814125014469
432,IN,0,73,0.00025714092821063227,0.005336718213237588,8.341634792275727
432,IN,0,74,0.00025129269334172444,0.004020323848224773,8.396736457943916
432,IN,0,75,0.0002461848099370593,0.0026304368424595547,8.451430708169937
432,IN,0,76,0.00024205889722721735,0.001811864968579389,8.508525083307177
432,IN,0,77,0.00023890857067770358,0.0023737008480329536,8.564472750294954
432,IN,0,78,0.0002364785184061528,0.0034998075415065017,8.623112082947046
432,IN,0,79,0.0002343595657066776,0.004484333157603915,8.68198158312589
432,IN,0,80,0.0002321346466217634,0.005112566161454662,8.742255167104304
432,IN,0,81,0.0002295149499381468,0.005322645181098722,8.803587541915476
432,IN,0,82,0.0002264148551883292,0.005133089376060928,8.866862332914025
432,IN,0,83,0.0002229438387677274,0.004625771475891139,8.927914000116289
432,IN,0,84,0.00021932919218568941,0.003939737659827935,8.98999679228291
432,IN,0,85,0.00021580909306674595,0.0032690628525250632,9.052389583084732
432,IN,0,86,0.00021254150957216857,0.002838706928529764,9.122704833280295
432,IN,0,87,0.00020956101583885508,0.0027779277863812096,9.194673582911491
432,IN,0,88,0.000206791591581652,0.0029749325178970235,9.263735208194703
432,IN,0,89,0.00020410044933211346,0.0032019633958452116,9.335452208295465
432,IN,0,90,0.00020136477432006476,0.003299064677172417,9.398489708080888
432,IN,0,91,0.00019852318539992781,0.0032034784165220083,9.457359167281538
432,IN,0,92,0.00019559432568786125,0.002927314125840849,9.51850612508133
432,IN,0,93,0.00019266043336869685,0.002543764001707136,9.57868037512526
432,IN,0,94,0.00018982756864599766,0.002183476905116689,9.642388333100826
432,IN,0,95,0.000187181578064425,0.0020080682299133063,9.707690125331283
432,IN,0,96,0.0001847579769690837,0.0020935502179707326,9.768338500056416
432,IN,0,97,0.00018253600610882437,0.0023388264756201535,9.827508333139122
432,IN,0,98,0.00018045595605138085,0.002581330814031005,9.888280750252306
432,IN,0,99,0.00017844927824780017,0.0027087469682465217,9.953054583165795
432,IN,0,100,0.00017646692559742505,0.002669760819215572,10.02247833320871
432,IN,1,1,0.022657576450818246,0.20850142162377527,10.09016887517646
432,IN,1,2,0.02214098774367061,0.2025972094487885,10.14867987530306
432,IN,1,3,0.021585714083108262,0.19910026966371042,10.210149582941085
432,IN,1,4,0.02098328720970697,0.1953924884005523,10.268633250147104
432,IN,1,5,0.020332470617586584,0.1912199542440328,10.327583708334714
432,IN,1,6,0.019633879492535127,0.18641766010669455,10.403297792188823
432,IN,1,7,0.018889839587897063,0.18081541947062651,10.48018595809117
432,IN,1,8,0.01810459024410532,0.17423152940641162,10.554699833039194
432,IN,1,9,0.017284506338513847,0.1664703757765357,10.628371958155185
432,IN,1,10,0.01643851942954692,0.15732548616376185,10.703475417103618
432,IN,1,11,0.015578245618476948,0.1466151461392794,10.778949792031199
432,IN,1,12,0.01471766110358946,0.13422063062824863,10.855794750154018
432,IN,1,13,0.013872287226920443,0.12014222419669435,10.928199000190943
432,IN,1,14,0.013057552836816888,0.10459395740425173,11.01136774988845
432,IN,1,15,0.012286920961864851,0.08811604861524676,11.087878750171512
432,IN,1,16,0.011570273107203054,0.07177732961696376,11.16242583328858
432,IN,1,17,0.010911921315711476,0.057587446505242494,11.297696041874588
432,IN,1,18,0.010308076574037556,0.04884505912504999,11.37502866704017
432,IN,1,19,0.009745042485355696,0.04843580133662201,11.448517207987607
432,IN,1,20,0.009200143101914334,0.05486002010234776,11.52735475031659
432,IN,1,21,0.008646460307948538,0.0636177056001125,11.609039292205125
432,IN,1,22,0.008060489614069622,0.07128311268280885,11.689123916905373
432,IN,1,23,0.007429665550863434,0.07617318669688214,11.771584708243608
432,IN,1,24,0.006756958946009085,0.07778595009880333,11.86564675020054
432,IN,1,25,0.006061330339250878,0.0763750287541711,11.953272625338286
432,IN,1,26,0.005373355912984616,0.07266722590835221,12.035530750174075
432,IN,1,27,0.004726614906023522,0.06761021499279712,12.116859707981348
432,IN,1,28,0.0041484837721292266,0.062129282825242264,12.193674125242978
432,IN,1,29,0.003653898058226225,0.05693504417575255,12.269260375294834
432,IN,1,30,0.0032427990796066414,0.052377353517535245,12.347026833333075
432,IN,1,31,0.0029018115972893857,0.048364298408674324,12.425715417135507
432,IN,1,32,0.0026102066959806944,0.04442703992466565,12.500372292008251
432,IN,1,33,0.002348016711725556,0.03994479061139068,12.575615708250552
432,IN,1,34,0.002103420672768449,0.03447922722658823,12.651133541949093
432,IN,1,35,0.0018764807718143818,0.02824466619605967,12.72841816721484
432,IN,1,36,0.0016770124814112313,0.022890381497271527,12.803996917326003
432,IN,1,37,0.0015167407263591498,0.02190717956606222,12.87911120802164
432,IN,1,38,0.0013997864260092735,0.026676984420904333,12.95220929197967
432,IN,1,39,0.0013176544876275704,0.03377937895854663,13.01795925013721
432,IN,1,40,0.0012519864586740326,0.03976230996211067,13.078275042120367
432,IN,1,41,0.0011831929368956513,0.04277684035920872,13.137858833186328
432,IN,1,42,0.0010994212670409323,0.042197613617466025,13.196359124965966
432,IN,1,43,0.0010005138469549523,0.03829368274027959,13.256490374915302
432,IN,1,44,0.0008957352602288141,0.03195353143058888,13.314594000112265
432,IN,1,45,0.00079793510108482,0.024485990416107453,13.374419500119984
432,IN,1,46,0.0007177126208730816,0.01763458468386358,13.438350332900882
432,IN,1,47,0.0006599377908181511,0.013790051914697088,13.499690708238631
432,IN,1,48,0.0006232914235284123,0.014409061058365433,13.560104958247393
432,IN,1,49,0.0006021420470535908,0.01730487518180552,13.621533874887973
432,IN,1,50,0.0005893916828228585,0.019971782182740667,13.68250691704452
432,IN,1,51,0.0005789761618538652,0.0213878682796606,13.744431000202894
432,IN,1,52,0.0005672727874774435,0.02129847793109583,13.812275832984596
432,IN,1,53,0.0005533102883565928,0.019781282407836682,13.88433612510562
432,IN,1,54,0.0005380769114447571,0.017100494228541995,13.962322250008583
432,IN,1,55,0.0005233595559211935,0.013676931832877095,14.054558000061661
432,IN,1,56,0.0005105522029646867,0.010144483332758683,14.37448920821771
432,IN,1,57,0.0004998358333589997,0.007531210765703741,15.600537583231926
432,IN,1,58,0.0004900321877056397,0.007057334763284122,15.883738291915506
432,IN,1,59,0.00047919591317730815,0.008346512929575335,16.056792083196342
432,IN,1,60,0.0004656507609225034,0.009851952631018488,16.46904445812106
432,IN,1,61,0.0004488981713872879,0.01073087144728633,16.705480332951993
432,IN,1,62,0.0004298860280879876,0.01076498699131087,16.89520008303225
432,IN,1,63,0.00041053521369264703,0.010047708076947274,17.22881945827976
432,IN,1,64,0.0003928728793261367,0.00884166483158321,17.43470250023529
432,IN,1,65,0.00037827467899705433,0.007507101098073318,17.61522816726938
432,IN,1,66,0.00036712836721424196,0.0064438728887110264,17.765887500252575
432,IN,1,67,0.00035892959861396777,0.0059560363941407405,17.86377750011161
432,IN,1,68,0.00035263599588527986,0.006029200859973852,17.95919745787978
432,IN,1,69,0.00034708316901001034,0.006346581963834404,18.055730792228132
432,IN,1,70,0.0003413275526077529,0.0065728901543824466,18.133973167277873
432,IN,1,71,0.0003348502216808558,0.006505330940393965,18.223653042223305
432,IN,1,72,0.00032760713776700787,0.006065801608060926,18.312138417270035
432,IN,1,73,0.0003199461838002221,0.0052644212484024636,18.405955832917243
432,IN,1,74,0.00031243430305005765,0.004175224632995724,18.540917583275586
432,IN,1,75,0.0003056501082961993,0.00293051724056114,18.820517958141863
432,IN,1,76,0.00029999874919609237,0.0017737291154008702,19.0203684582375
432,IN,1,77,0.0002955973227439905,0.0013316982683954303,19.11981579195708
432,IN,1,78,0.00029226058624573216,0.0019350043813476578,19.331676458008587
432,IN,1,79,0.000289587820821868,0.0027187517360302144,19.495162833016366
432,IN,1,80,0.0002871166342663168,0.0032999175227735465,19.728109791874886
432,IN,1,81,0.0002844818122043861,0.003605664816786546,19.847179875243455
432,IN,1,82,0.0002815149352284812,0.003666895637910925,20.0690916669555
432,IN,1,83,0.0002782502253377578,0.003571790329804936,20.30927100032568
432,IN,1,84,0.0002748490951545755,0.0034308845816635606,20.52634304203093
432,IN,1,85,0.0002714923520143656,0.0033284952699222862,20.675863292068243
432,IN,1,86,0.0002682953298210752,0.0032778468848845763,20.812294458039105
432,IN,1,87,0.00026527869851493375,0.003221279263957814,20.90553216729313
432,IN,1,88,0.0002623938057730791,0.0030769628469647977,20.982309500221163
432,IN,1,89,0.00025957568242941566,0.0027865175251561938,21.068539208266884
432,IN,1,90,0.0002567898638979785,0.00233986937776525,21.224367457907647
432,IN,1,91,0.0002540498768775972,0.0017909106660798759,21.366783374920487
432,IN,1,92,0.00025140172976918085,0.0013011093360240774,21.511691333260387
432,IN,1,93,0.00024888929543086756,0.0011967818424156527,21.684235708322376
432,IN,1,94,0.00024652237834157015,0.001563399847077923,21.822140207979828
432,IN,1,95,0.00024426531272838276,0.002058243472903109,21.945634958334267
432,IN,1,96,0.00024205149359150932,0.002452061054096145,22.04113220795989
432,IN,1,97,0.00023981519925871832,0.002648778526399507,22.1518295831047
432,IN,1,98,0.00023752352331877927,0.0026161909159126808,22.32536212494597
432,IN,1,99,0.0002351920835969809,0.0023651092732698124,22.500830125063658
432,IN,1,100,0.00023287728117342895,0.001942661635737915,22.6857405831106
432,IN,2,1,0.022657576450818246,0.2025288754944711,22.839226708281785
432,IN,2,2,0.022198913084382814,0.19768324246579072,22.974733707960695
432,IN,2,3,0.021697791183318868,0.1948230001319927,23.06892037531361
432,IN,2,4,0.021145650387035125,0.19187351139023495,23.49622066691518
432,IN,2,5,0.0205401601091966,0.18865480011058638,23.72025033319369
432,IN,2,6,0.019880051462511854,0.18505781201233115,23.829799707978964
432,IN,2,7,0.019165168862110765,0.18096237487516945,23.955033082980663
432,IN,2,8,0.018396743826215985,0.17622532105597347,24.16178454225883
432,IN,2,9,0.01757767624080455,0.17068786742189157,24.356924708001316
432,IN,2,10,0.01671278446741234,0.16418415061494113,24.48384050000459
432,IN,2,11,0.01580895092167781,0.15654562401635402,24.61646325001493
432,IN,2,12,0.014875248628469446,0.1476130418617126,24.721143249887973
432,IN,2,13,0.01392299888125083,0.1372646346631465,24.80636933306232
432,IN,2,14,0.012965691058568367,0.12544728908624192,24.905698833055794
432,IN,2,15,0.012018679141729861,0.11223273505394853,25.022807457949966
432,IN,2,16,0.011098132602519175,0.09792421816133286,25.18980741733685
432,IN,2,17,0.010219006231156586,0.08322589178315751,25.483234083279967
432,IN,2,18,0.009392303106396757,0.06947532401658502,25.66673416690901
432,IN,2,19,0.008622312247686796,0.05883573724551368,25.822973208036274
432,IN,2,20,0.007904815202048237,0.053785057137261456,25.919197042007
432,IN,2,21,0.007227504012745308,0.055000522705609504,26.03059820830822
432,IN,2,22,0.006573370083951819,0.06005985094631923,26.10834520822391
432,IN,2,23,0.005926495476736162,0.0655543592182532,26.188882375136018
432,IN,2,24,0.0052783996047844626,0.06907334028135981,26.27450600033626
432,IN,2,25,0.004632452289223271,0.0694483308682852,26.365253542084247
432,IN,2,26,0.004004474498960131,0.06645640539080287,26.562661624979228
432,IN,2,27,0.003419079564467594,0.060545322934995,26.665390375070274
432,IN,2,28,0.0029026938932268116,0.05262263617627447,26.792067958042026
432,IN,2,29,0.0024753872852055227,0.04386864492925974,26.949336625169963
432,IN,2,30,0.0021445799041978336,0.035545806176211815,27.08892779191956
432,IN,2,31,0.001903020600631992,0.028772839041832934,27.19947583321482
432,IN,2,32,0.0017314019038572825,0.024173145320714864,27.300669041927904
432,IN,2,33,0.0016046753246109417,0.021516261161093786,27.376607208047062
432,IN,2,34,0.0014994995305885523,0.019928741287583745,27.46532570803538
432,IN,2,35,0.0013994903779670745,0.01865859752659223,27.54606187529862
432,IN,2,36,0.0012966702392587096,0.017559877241795196,27.62518379231915
432,IN,2,37,0.0011902182673029893,0.01707988038813022,27.70108100026846
432,IN,2,38,0.0010839018706020212,0.01781346530362103,27.77990712504834
432,IN,2,39,0.0009826670272645585,0.01973061459470775,27.857899917289615
432,IN,2,40,0.0008894435726844134,0.021981483494864333,27.93036595825106
432,IN,2,41,0.0008041283562934287,0.023514971855381935,28.0042888331227
432,IN,2,42,0.0007253883329479218,0.023627536256172064,28.075396582949907
432,IN,2,43,0.0006533229170402323,0.022136636015490582,28.145698917098343
432,IN,2,44,0.0005904920729150057,0.019339374380512118,28.20325233321637
432,IN,2,45,0.0005407155068068717,0.015908172905264122,28.26041445787996
432,IN,2,46,0.0005068514387495397,0.012801295809206406,28.317918125074357
432,IN,2,47,0.0004890784558494539,0.011055137136078539,28.378233707975596
432,IN,2,48,0.0004845243074542896,0.01103685914369973,28.440424208063632
432,IN,2,49,0.0004882088812284869,0.011959181056119114,28.50033470802009
432,IN,2,50,0.0004946441423593494,0.01282575043726342,28.562427833210677
432,IN,2,51,0.0004992791510811553,0.01310911323605622,28.627750375308096
432,IN,2,52,0.0004992725054425418,0.012681065616494687,28.70028275018558
432,IN,2,53,0.0004935340993564356,0.011647869447391832,28.769881583284587
432,IN,2,54,0.00048229423323323885,0.010252817556490074,28.842683374881744
432,IN,2,55,0.00046653145059208937,0.008817307221009046,28.912805541884154
432,IN,2,56,0.0004474992589188051,0.0076721862649746075,28.98596258321777
432,IN,2,57,0.00042644993735896716,0.007025404695479797,29.057230500038713
432,IN,2,58,0.00040453622558117726,0.006816768020863473,29.128027125261724
432,IN,2,59,0.00038281066233858716,0.006767276100009811,29.202511792071164
432,IN,2,60,0.00036223862670908206,0.006593212322641906,29.27652412513271
432,IN,2,61,0.00034367471897808977,0.006134299403458642,29.35465412493795
432,IN,2,62,0.0003277944019412433,0.005362540662968838,29.435513667296618
432,IN,2,63,0.00031500286544759195,0.00435653428339698,29.51800995832309
432,IN,2,64,0.00030535646252693213,0.003287634872661677,29.614120167214423
432,IN,2,65,0.0002985339051941497,0.0024369906301675657,29.77284525008872
432,IN,2,66,0.0002938862082015675,0.002147390451423337,29.881804458331317
432,IN,2,67,0.0002905721801230185,0.0023961583618545084,29.991992082912475
432,IN,2,68,0.0002877517383572937,0.002767267205228956,30.096118708141148
432,IN,2,69,0.00028477751225696444,0.003003754199340225,30.246841832995415
432,IN,2,70,0.000281316683255004,0.0030776408555408478,30.34781733294949
432,IN,2,71,0.00027735923202685175,0.0031106712461353965,30.425186708103865
432,IN,2,72,0.00027311545574411675,0.0032912072498954867,30.550978499930352
432,IN,2,73,0.00026885171080353205,0.003724086126434555,30.63054275000468
432,IN,2,74,0.0002647370297101753,0.004335142728350672,30.70690654218197
432,IN,2,75,0.0002607642037972893,0.004951797264002873,30.780448083300143
432,IN,2,76,0.00025677161440370016,0.0054119118198978555,30.85630258312449
432,IN,2,77,0.0002525440018737581,0.0056087341357575,30.9294418329373
432,IN,2,78,0.0002479346300721933,0.005500748537754082,31.00103870825842
432,IN,2,79,0.00024294563288775243,0.005109518084062023,31.071944292169064
432,IN,2,80,0.00023773040744542998,0.0045103552454270725,31.142629667185247
432,IN,2,81,0.00023252636017776664,0.0038162693372854753,31.213059042114764
432,IN,2,82,0.00022756171139608862,0.003153981088252914,31.279191125184298
432,IN,2,83,0.00022298596692790898,0.0026268669368503185,31.341791833285242
432,IN,2,84,0.00021885058358751326,0.0022662726167014275,31.404532582964748
432,IN,2,85,0.00021513367743981966,0.002013286332684603,31.46362958289683
432,IN,2,86,0.00021178166640195225,0.0017760531946462855,31.52460650028661
432,IN,2,87,0.00020874026622560326,0.0015100738569422934,31.586377582978457
432,IN,2,88,0.000205961954187013,0.0012598694585913392,31.64591654203832
432,IN,2,89,0.00020339493191760453,0.0011545888439277964,31.70755875017494
432,IN,2,90,0.0002009693412771588,0.00127845917551198,31.778968249913305
432,IN,2,91,0.00019859570710983727,0.0015308074174995101,31.841136208269745
432,IN,2,92,0.00019618072549619365,0.0017617714581125467,31.900390500202775
432,IN,2,93,0.00019365340561855243,0.0018812500180443736,31.959765542298555
432,IN,2,94,0.00019098743804306053,0.0018567726167860535,32.0248839170672
432,IN,2,95,0.00018820728743679203,0.0017006143266857423,32.098182667046785
432,IN,2,96,0.00018537440775787865,0.0014625328444526633,32.17236416693777
432,IN,2,97,0.00018256059769679677,0.0012232954355988175,32.24391737533733
432,IN,2,98,0.00017982170078994713,0.0010734785859544398,32.31554558314383
432,IN,2,99,0.00017718344884376988,0.001050075900477304,32.38903741724789
432,IN,2,100,0.00017464366856402168,0.0010940239106367032,32.463239749893546
432,OOF,0,1,0.033450387302012295,0.31355365404551694,32.57659083325416
432,OOF,0,2,0.032683605485981995,0.3071497369750479,32.701881083194166
432,OOF,0,3,0.03182098633182597,0.30623595811180887,32.81536845816299
432,OOF,0,4,0.03084420128966441,0.30553654440684913,32.92094562528655
432,OOF,0,5,0.029748726165454667,0.30453873263683856,33.028720333240926
432,OOF,0,6,0.028533242527472344,0.30281590297331634,33.228771375026554
432,OOF,0,7,0.02720022182915532,0.2998590663567933,33.34591274987906
432,OOF,0,8,0.02575887893856034,0.2950078382566811,33.52406670805067
432,OOF,0,9,0.024227915369963195,0.2874319569616636,33.63870054204017
432,OOF,0,10,0.022638019684109462,0.2761369059243786,33.71673758327961
432,OOF,0,11,0.021033936522521234,0.26001637133173794,33.79448829218745
432,OOF,0,12,0.01947465090895188,0.23797209393709826,33.87103608297184
432,OOF,0,13,0.018030773891086677,0.2090997023000455,33.94486283324659
432,OOF,0,14,0.016778377163570758,0.17297207625080438,34.01699912501499
432,OOF,0,15,0.01578778946432791,0.1301506825432215,34.07763454224914
432,OOF,0,16,0.015103298752631061,0.08344780066600271,34.138638583011925
432,OOF,0,17,0.014712124962607081,0.04326868502529403,34.1964748329483
432,OOF,0,18,0.014518242023378808,0.04451705069110992,34.2536256252788
432,OOF,0,19,0.01435315561911285,0.07321455729507709,34.31094245798886
432,OOF,0,20,0.014039536902935594,0.09429091779491744,34.373407958075404
432,OOF,0,21,0.0134700262872061,0.10160445920194415,34.43129099998623
432,OOF,0,22,0.012644999719356943,0.09669576101080106,34.492333916947246
432,OOF,0,23,0.011652895950320928,0.08442485804347638,34.54981274995953
432,OOF,0,24,0.010613484448712145,0.07157746067259085,34.61092950031161
432,OOF,0,25,0.00962777734874401,0.06509506787180547,34.6714482922107
432,OOF,0,26,0.0087558105593472,0.06777018945572952,34.72998958313838
432,OOF,0,27,0.008008126389464717,0.07641344789575463,34.78781579202041
432,OOF,0,28,0.007358130760590886,0.08664269593150015,34.845425667241216
432,OOF,0,29,0.0067655320005014265,0.09576839036543383,34.90429454203695
432,OOF,0,30,0.006190739884609806,0.10238361353644745,34.96158183319494
432,OOF,0,31,0.005603292443441653,0.10565145872305784,35.02766620833427
432,OOF,0,32,0.004989341387081739,0.10499295129029353,35.089417417068034
432,OOF,0,33,0.004357404286153212,0.1001092972167284,35.157280375249684
432,OOF,0,34,0.003737086725219628,0.09117834019754384,35.22836212487891
432,OOF,0,35,0.003166454636261277,0.07889137679842419,35.30059041688219
432,OOF,0,36,0.0026761019402549422,0.06419707194209606,35.37363504199311
432,OOF,0,37,0.0022828959790733437,0.048136408295555606,35.44654075009748
432,OOF,0,38,0.0019911169782143396,0.031987876343607266,35.519913708325475
432,OOF,0,39,0.00179337801008808,0.017934076514476587,35.591409833170474
432,OOF,0,40,0.0016717069649059347,0.012284690370280163,35.664157582912594
432,OOF,0,41,0.0016012812062012574,0.01828411707343426,35.74215400032699
432,OOF,0,42,0.001556701753199107,0.0255099209325261,35.8122695828788
432,OOF,0,43,0.0015187987214195335,0.030352945872209776,35.93094129208475
432,OOF,0,44,0.0014788905060575798,0.03272195978622497,36.19042529212311
432,OOF,0,45,0.0014370445407768143,0.03358985208991039,36.53676270833239
432,OOF,0,46,0.0013939087543120893,0.03404399885312261,36.75715862493962
432,OOF,0,47,0.0013440641691015776,0.03446096531842671,37.003303499892354
432,OOF,0,48,0.0012786069304599576,0.03452826179172187,37.12737029232085
432,OOF,0,49,0.001191632104662795,0.03379810672468786,37.22538679232821
432,OOF,0,50,0.0010839157999787113,0.03202619711840736,37.561872417107224
432,OOF,0,51,0.0009633462095963653,0.029231472296461662,38.07970937527716
432,OOF,0,52,0.0008430108813324935,0.025621703335296408,38.246461333241314
432,OOF,0,53,0.0007372745686449962,0.021465729712917055,38.555847292300314
432,OOF,0,54,0.0006570089973143318,0.01706050413454918,38.942571375053376
432,OOF,0,55,0.0006066966504493913,0.013209302688697432,39.14738320792094
432,OOF,0,56,0.0005846322190862127,0.012180771167195629,39.27036020811647
432,OOF,0,57,0.0005840768449996798,0.015394893334609281,39.38641858333722
432,OOF,0,58,0.0005941761494440552,0.020390946928791665,39.54462383314967
432,OOF,0,59,0.000602112016386814,0.024630580713998002,39.640059917233884
432,OOF,0,60,0.0005971335358633786,0.02680144642133152,39.737847375217825
432,OOF,0,61,0.0005745169910794626,0.026476397048207312,39.99249808304012
432,OOF,0,62,0.0005367917851759931,0.02392057820410976,40.106369958259165
432,OOF,0,63,0.0004914876061461731,0.01991300608559879,40.20744283311069
432,OOF,0,64,0.0004470756701393603,0.015521474296693023,40.31651983316988
432,OOF,0,65,0.00040960882343305525,0.01181837778567293,40.476840833202004
432,OOF,0,66,0.0003815636498543688,0.009452094466596605,40.697716125287116
432,OOF,0,67,0.00036263718564357144,0.008222577803602372,40.811711749993265
432,OOF,0,68,0.00035114208853443855,0.0074657202231470455,40.896869332995266
432,OOF,0,69,0.000344885991634592,0.006928258631903625,40.97449916694313
432,OOF,0,70,0.0003414201063078814,0.0068595685826134565,41.06728429207578
432,OOF,0,71,0.0003381464222606121,0.00739305306013284,41.22204266721383
432,OOF,0,72,0.00033264380419824986,0.008158722903291128,41.57874350016937
432,OOF,0,73,0.0003232154932292238,0.008606226446603074,41.895489583257586
432,OOF,0,74,0.0003094476263247733,0.008354213370083295,42.16052337503061
432,OOF,0,75,0.000292485027935208,0.007299068965611917,42.29643866699189
432,OOF,0,76,0.00027473803538708254,0.005663725471181291,42.415989791974425
432,OOF,0,77,0.00025892760323880927,0.004100586871199343,42.54558095801622
432,OOF,0,78,0.00024682966609334596,0.0036290460560644932,42.65502616716549
432,OOF,0,79,0.00023852482092138287,0.004233471623479246,42.767627167049795
432,OOF,0,80,0.00023274658306543974,0.004839661492617596,43.19185020821169
432,OOF,0,81,0.0002279501803577269,0.005069226349899839,44.47160454187542
432,OOF,0,82,0.00022310376874219116,0.005209062980337695,44.86163470800966
432,OOF,0,83,0.00021772088497572537,0.005623111170076536,44.96704512508586
432,OOF,0,84,0.0002115221489416134,0.006201935339590965,45.092441957909614
432,OOF,0,85,0.00020432325334641773,0.006478765209404108,45.238196291960776
432,OOF,0,86,0.00019627843369880344,0.006083189446833252,45.38010783307254
