outer_days,strategy,station,strict_mean_improvement,train_rmse_mm_minus_P0,train_mae_mm_minus_P0,train_crps_mm_minus_P0,train_rmse_mm_minus_IN,train_mae_mm_minus_IN,train_crps_mm_minus_IN,prediction_rmse_mm_minus_P0,prediction_mae_mm_minus_P0,prediction_crps_mm_minus_P0,prediction_rmse_mm_minus_IN,prediction_mae_mm_minus_IN,prediction_crps_mm_minus_IN
432,IN,ATU1,False,3.7476730111440073,3.6269958031567846,1.0737849664175556,0.0,0.0,0.0,12.986133339366866,12.748764198786418,10.987549078655341,0.0,0.0,0.0
432,IN,ATU5,False,13.658281219196017,11.305038577220255,2.780708162671493,0.0,0.0,0.0,19.042405865652967,16.930622947437257,15.36475988062864,0.0,0.0,0.0
432,IN,MJ3,True,-0.36467364582560435,-0.2393532618031342,0.03290124472700118,0.0,0.0,0.0,-7.335710761583295,-6.3100451053183,-2.5022922650451322,0.0,0.0,0.0
432,IN,MJ1,True,-1.4937111793703597,-1.3271261850913127,-1.196378522823382,0.0,0.0,0.0,-6.248517470832423,-5.49432456898125,-5.680521424007237,0.0,0.0,0.0
432,OOF,ATU1,False,6.947323346979127,5.813907388488579,-0.39960406069748444,3.19965033583512,2.186911585331794,-1.47338902711504,-10.817675731692276,-11.154445036813442,-0.7085158500037423,-23.803809071059142,-23.90320923559986,-11.696064928659084
432,OOF,ATU5,False,15.871151699966305,11.940706831163112,-1.1025285348211433,2.212870480770288,0.6356682539428586,-3.8832366974926362,-7.7525616719275945,-10.982380173312649,3.9896348480525887,-26.79496753758056,-27.913003120749906,-11.375125032576051
432,OOF,MJ3,False,13.213132151079307,8.290181765754596,4.661729431836675,13.577805796904912,8.52953502755773,4.628828187109674,11.183253030410821,12.463347019142017,7.290590526588641,18.518963791994118,18.773392124460315,9.792882791633772
432,OOF,MJ1,False,5.344786364939553,3.101371533030454,3.236046234806719,6.838497544309913,4.428497718121767,4.432424757630101,7.802492133358594,10.52366662427696,1.7737649774270565,14.051009604191018,16.01799119325821,7.4542864014342936
612,IN,ATU1,False,2.822111788380461,2.839937306318836,2.4601662957214536,0.0,0.0,0.0,5.152819559149218,5.126676239812907,2.587233927223144,0.0,0.0,0.0
612,IN,ATU5,False,1.3546951603866084,1.013146667399142,1.2320612781006943,0.0,0.0,0.0,3.2691492161117903,2.8324403298411154,1.2782217613475098,0.0,0.0,0.0
612,IN,MJ3,False,1.9272242579325667,1.5822836383037862,0.4836120114164384,0.0,0.0,0.0,-4.868909869154045,-5.5101550878502366,-4.424169948618463,0.0,0.0,0.0
612,IN,MJ1,False,0.38137601643646946,0.6549614467274525,-0.1817820037090474,0.0,0.0,0.0,-0.7432208516808885,-0.12275515501832146,-0.3840717461266916,0.0,0.0,0.0
612,OOF,ATU1,False,14.181244041420662,10.55783238118018,1.268991547670126,11.359132253040201,7.717895074861344,-1.1911747480513277,35.24140027237567,31.607365892537388,10.095388957099814,30.088580713226456,26.48068965272448,7.50815502987667
612,OOF,ATU5,False,9.658220230946066,6.09001799361119,-0.6641475704506163,8.303525070559457,5.076871326212048,-1.8962088485513107,20.600394775727146,20.193640276671513,0.43139745457128953,17.331245559615354,17.361199946830396,-0.8468243067762202
612,OOF,MJ3,False,5.703167759457463,3.3906991545842278,2.6720287919894545,3.775943501524896,1.8084155162804416,2.188416780573016,19.996061262728013,17.943903210800336,14.143392170776373,24.864971131882058,23.454058298650573,18.567562119394836
612,OOF,MJ1,False,1.1870214124950023,1.3018711690447269,0.1347280243501121,0.8056453960585328,0.6469097223172744,0.3165100280591595,3.5935603833118535,2.2383181294368626,2.014253113970428,4.336781234992742,2.361073284455184,2.3983248600971194
