phase,model,horizon,point,n,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
inner,TCN_BRES,2,ATU5,179,0.904469463821612,1.14691981085001,0.636822402842176,0.346368715083799,1.51889400850378,3.83268013797812,0.519553072625698,1.94947935456706,4.44948453717855,0.64804469273743,2.32294792737115,5.00327464888805
inner,TCN_BRES,2,MJ3,179,0.859167437888879,0.907945432852942,0.568941939767202,0.458100558659218,1.69860944865461,3.00973625642576,0.659217877094972,2.18014162481732,3.45193274849269,0.804469273743017,2.59779897482915,4.01804134603074
inner,TCN_BRES,2,MJ1,179,0.372754809637207,0.401911369163748,0.25179905345851,0.642458100558659,0.810274868213396,1.48189024357454,0.709497206703911,1.0399765344144,1.83245531667949,0.849162011173184,1.23920847352039,2.21283390820855
inner,TCN_BRES,3,ATU1,178,1.04358899080428,1.1309454895522,0.714061443323276,0.51685393258427,2.23637471300485,4.16256418469472,0.685393258426966,2.87035586925087,4.86721685769493,0.842696629213483,3.42023997416205,5.87570251500273
inner,TCN_BRES,3,ATU5,178,1.41423032995857,1.79772459145378,1.0009736849516,0.314606741573034,2.31637604773528,6.0792992976681,0.49438202247191,2.97303647074223,7.12245630050786,0.612359550561798,3.54259145731922,8.14915331425424
inner,TCN_BRES,3,MJ3,178,1.31406659244378,1.38694983843581,0.873304363090836,0.415730337078652,2.56160520339073,4.64946619980693,0.640449438202247,3.28778468451598,5.35028383543092,0.786516853932584,3.91763708635688,6.26735455028096
inner,TCN_BRES,3,MJ1,178,0.562898030055296,0.603445154132839,0.380233052918371,0.651685393258427,1.2194107531273,2.23268709650327,0.713483146067416,1.56509675767336,2.78392423367467,0.853932584269663,1.86492781308784,3.43040053394079
inner,TCN_BRES,4,ATU1,177,1.37830810122784,1.4856682215649,0.946244372480848,0.491525423728814,2.90851472034026,5.50489679260014,0.689265536723164,3.73303822914095,6.44863222781184,0.813559322033898,4.44818940855416,7.89918315628551
inner,TCN_BRES,4,ATU5,177,1.95906264502568,2.49366066806062,1.39365738298214,0.31638418079096,3.15393396160172,8.57818699693279,0.497175141242938,4.04803041514872,10.0696712909542,0.598870056497175,4.82352574843931,11.7372170489958
inner,TCN_BRES,4,MJ3,177,1.79289007020814,1.89046194576503,1.19594981528724,0.395480225988701,3.43799125972969,6.40751448462789,0.632768361581921,4.41261401026085,7.3650141765474,0.774011299435028,5.25795389697816,8.70184503723431
inner,TCN_BRES,4,MJ1,177,0.754567810254304,0.805437725519127,0.509706597336083,0.666666666666667,1.62644382279709,2.98929875963502,0.711864406779661,2.08751804678554,3.75139757320276,0.858757062146893,2.48743117426203,4.70882276902438
inner,TCN_BRES,5,ATU1,176,1.7447248882574,1.85957926485083,1.1931384794022,0.488636363636364,3.59235703099804,6.81945688916219,0.693181818181818,4.61074033273935,8.09121034951328,0.795454545454545,5.49403597144633,10.0703690709213
inner,TCN_BRES,5,ATU5,176,2.538461454224,3.23149612406966,1.8141584599832,0.3125,4.04170240749783,11.3123582912686,0.477272727272727,5.18746887972955,13.3018527905722,0.596590909090909,6.18125042167794,15.8775807524168
inner,TCN_BRES,5,MJ3,176,2.29311514489079,2.41654543887974,1.53568148524718,0.352272727272727,4.32416256221483,8.29133242793949,0.625,5.55000256346636,9.50923840291097,0.772727272727273,6.61323595015543,11.3370548855831
inner,TCN_BRES,5,MJ1,176,0.94665177401956,1.0075090630073,0.639787202787487,0.676136363636364,2.03128111089493,3.75441127468518,0.721590909090909,2.60712108076096,4.73621063871559,0.863636363636364,3.10657637731395,6.04634645021438
inner,TCN_BRES,6,ATU1,175,2.13487649817079,2.25378392691282,1.4547621509786,0.497142857142857,4.29608482215215,8.10592344118925,0.708571428571429,5.51396517424192,9.76770245506597,0.76,6.57029475233733,12.3896474248798
inner,TCN_BRES,6,ATU5,175,3.15460688166133,4.01428643964059,2.2643510301738,0.314285714285714,4.98799992777995,14.2675319489633,0.491428571428571,6.40202859801119,16.8842489975527,0.628571428571429,7.62848758971523,20.6071772417253
inner,TCN_BRES,6,MJ3,175,2.81217725728316,2.96299857799227,1.89122900870259,0.331428571428571,5.2160717317845,10.306681404364,0.6,6.69475558934598,11.810207864227,0.76,7.97729331377367,14.1835857779124
inner,TCN_BRES,6,MJ1,175,1.13867280295175,1.20974311211972,0.770292038675451,0.674285714285714,2.43234431971532,4.52899090040846,0.72,3.1218801364254,5.74378039002149,0.862857142857143,3.71994962420159,7.44197591207008
inner,TCN_BRES,7,ATU1,174,2.5660248970828,2.69950337618836,1.74831487828496,0.477011494252874,5.06998602256414,9.51560104824899,0.683908045977011,6.50725661145289,11.601887275239,0.752873563218391,7.75387450143252,14.8493345755357
inner,TCN_BRES,7,ATU5,174,3.81055756856644,4.84857382102877,2.74702644785338,0.32183908045977,5.98584049974684,17.490244295655,0.5,7.6827431069288,20.8625540997509,0.632183908045977,9.15455305282192,25.9521892875213
inner,TCN_BRES,7,MJ3,174,3.34902595873147,3.52902789817858,2.26223039792965,0.316091954022989,6.10954285619807,12.4550133072163,0.597701149425287,7.84151336256405,14.2731052495429,0.747126436781609,9.34373948118393,17.2343213305454
inner,TCN_BRES,7,MJ1,174,1.329284456637,1.41157270909561,0.900687979241838,0.672413793103448,2.82645924711561,5.31200597317492,0.735632183908046,3.62772116943496,6.77724608342071,0.85632183908046,4.32269639166853,8.88311840922395
development,B_ANCHOR,1,ATU1,376,0.179691190462391,0.444368447722221,0.168094249142648,0.813829787234043,0.866434650141221,1.40632363261966,0.896276595744681,1.11205683416694,2.0317034405956,0.954787234042553,1.3250974481957,3.00949452365154
development,B_ANCHOR,1,ATU5,376,0.201325410132362,0.636928517400909,0.211163950460213,0.848404255319149,1.12618812728462,1.8767077036566,0.901595744680851,1.44544681275201,2.74254003618304,0.949468085106383,1.72235611007698,4.06776884554721
development,B_ANCHOR,1,MJ3,376,0.260697604933439,0.463736297848229,0.20475876604217,0.821808510638298,0.892081443664692,1.5019166803378,0.898936170212766,1.14497413728682,2.03091841865461,0.917553191489362,1.36432083411042,2.72040977852335
development,B_ANCHOR,1,MJ1,376,0.238656790869411,0.318284871623984,0.161739794970734,0.787234042553192,0.615805980973893,0.964361965072493,0.896276595744681,0.790378419828061,1.23972271082981,0.906914893617021,0.941793975851673,1.58258018144558
development,B_ANCHOR,2,ATU1,375,0.355852367286302,0.878283902901726,0.334041198309533,0.821333333333333,1.69407925212391,2.78639658945859,0.92,2.17432718051819,4.07895246193162,0.954666666666667,2.5908706371159,6.15742212427973
development,B_ANCHOR,2,ATU5,375,0.416003088601277,1.36771517786613,0.450569648493616,0.856,2.4045098820952,4.09649118435862,0.901333333333333,3.08615502250526,6.11362083361528,0.954666666666667,3.67738052535915,9.30394181634188
development,B_ANCHOR,2,MJ3,375,0.51765378445524,0.919803719853682,0.409569427237292,0.829333333333333,1.77598781326112,3.03072378521569,0.901333333333333,2.2794556806013,4.15655630986107,0.917333333333333,2.71613897135274,5.66283145457839
development,B_ANCHOR,2,MJ1,375,0.47499424153284,0.634047045206679,0.323385624157789,0.784,1.2202385904838,1.94850985523996,0.893333333333333,1.56615927541745,2.52461101323207,0.904,1.86619388106934,3.27861361813597
development,B_ANCHOR,3,ATU1,374,0.528269688466254,1.29703922048095,0.498367753981077,0.820855614973262,2.4801054305536,4.14631291451308,0.925133689839572,3.18318085853578,6.10949672456089,0.946524064171123,3.79299393987443,9.31553558080596
development,B_ANCHOR,3,ATU5,374,0.646833751141927,2.18583096083126,0.720103214382116,0.858288770053476,3.82588840298573,6.66334269267327,0.911764705882353,4.91047460371867,10.1089437330809,0.954545454545455,5.85119138419915,15.6943059082969
development,B_ANCHOR,3,MJ3,374,0.770942887871454,1.36825399956787,0.61423313962148,0.844919786096257,2.6495525281606,4.58947760016968,0.898395721925134,3.40066385381177,6.36941019972723,0.914438502673797,4.05214091259374,8.81775103387685
development,B_ANCHOR,3,MJ1,374,0.708869398815006,0.947198866914758,0.484819915875673,0.788770053475936,1.81369795470031,2.95027210486168,0.882352941176471,2.32785612314829,3.85449022703063,0.903743315508021,2.77381165582358,5.08449406587238
development,B_ANCHOR,4,ATU1,373,0.696750890182805,1.70160077698027,0.659977606095872,0.809651474530831,3.22913046310042,5.47372072726928,0.919571045576407,4.14454407995131,8.10873689515427,0.946380697050938,4.93852887329465,12.4375968002035
development,B_ANCHOR,4,ATU5,373,0.892275621386926,3.08016408254289,1.01714647414759,0.86058981233244,5.36815821089485,9.53942138444813,0.911528150134048,6.88995647201089,14.6509696030623,0.954423592493298,8.20988951169964,23.0691472245651
development,B_ANCHOR,4,MJ3,373,1.02055568638889,1.80917119060419,0.818470764532872,0.847184986595174,3.50720577596918,6.17074446152343,0.900804289544236,4.50144988010417,8.65985710683955,0.911528150134048,5.36380836486225,12.1613361340583
development,B_ANCHOR,4,MJ1,373,0.940318433455711,1.25774882369889,0.646024970593274,0.793565683646113,2.3944637234972,3.97084033003176,0.873994638069705,3.07326091753819,5.23160542550101,0.900804289544236,3.66201625164249,6.9994504637043
development,B_ANCHOR,5,ATU1,372,0.862472716243389,2.09477888191489,0.81917181116463,0.806451612903226,3.95015196984682,6.76504652437485,0.916666666666667,5.06996516511682,10.0435485133943,0.943548387096774,6.04123610981636,15.4423659264913
development,B_ANCHOR,5,ATU5,372,1.15202570367212,4.03957868104423,1.33897656408951,0.860215053763441,7.01121090789751,12.6862452680453,0.913978494623656,8.99879177805554,19.6748489965032,0.951612903225806,10.7227217670745,31.3140359987171
development,B_ANCHOR,5,MJ3,372,1.26655001673423,2.24265099931765,1.0219163600377,0.860215053763441,4.34384865537879,7.76656940110941,0.900537634408602,5.57526939049993,11.0142198602592,0.911290322580645,6.64334323154386,15.6836628911496
development,B_ANCHOR,5,MJ1,372,1.16947755677226,1.56575643379975,0.807042668879331,0.793010752688172,2.95988915901916,5.00875279581629,0.868279569892473,3.79897660732682,6.65388519640819,0.897849462365591,4.5267598322841,9.01360931572027
development,B_ANCHOR,6,ATU1,371,1.02510684818272,2.4785236926333,0.976272623900202,0.787061994609164,4.65015825468522,8.04200016672765,0.908355795148248,5.96841350497427,11.8958084149427,0.940700808625337,7.11180333794963,18.251491000877
development,B_ANCHOR,6,ATU5,371,1.42487544409498,5.05362004012142,1.68250230766104,0.862533692722372,8.73705703898876,16.0640886146119,0.911051212938005,11.2138913063209,25.1137065281276,0.948787061994609,13.3621756530827,40.3248260489677
development,B_ANCHOR,6,MJ3,371,1.50886893165443,2.66874909851961,1.22431804759502,0.865229110512129,5.15704956185908,9.37245329495375,0.897574123989218,6.61900145437196,13.4270215874344,0.908355795148248,7.88702669442456,19.3635003970052
development,B_ANCHOR,6,MJ1,371,1.39616954556672,1.87110464693758,0.967867979473991,0.787061994609164,3.50829085658207,6.06290944253456,0.862533692722372,4.50284256599339,8.11584541668719,0.897574123989218,5.36546785245429,11.1249447884623
development,B_ANCHOR,7,ATU1,370,1.185303067162,2.85430750534073,1.13165149088963,0.762162162162162,5.33396964081249,9.30285202038186,0.902702702702703,6.84607591736747,13.6933725696167,0.935135135135135,8.1576026058537,20.9662811878231
development,B_ANCHOR,7,ATU5,370,1.70932141893873,6.11234565912043,2.04334420469802,0.856756756756757,10.5295628694569,19.6210113989913,0.913513513513514,13.5145476324862,30.8606940547374,0.948648648648649,16.1035767517601,49.8742118786753
development,B_ANCHOR,7,MJ3,370,1.74766520778776,3.08757054889962,1.42570709800847,0.864864864864865,5.94967806836143,10.9903771345517,0.897297297297297,7.63632912873014,15.8971739074687,0.908108108108108,9.0992473866167,23.201913250586
development,B_ANCHOR,7,MJ1,370,1.6204886147863,2.1739187255034,1.12851905239371,0.786486486486486,4.04204939382618,7.13311756400085,0.862162162162162,5.18791423186052,9.61308642816751,0.894594594594595,6.18178109147302,13.3389046866291
development,DRIFT1,1,ATU1,376,0.0032457301430621,0.0041335418650293,0.0023229722322709,0.757978723404255,0.010313752368264,0.0149706484838432,0.872340425531915,0.0132375578529326,0.0176873608939034,0.928191489361702,0.0157735230721435,0.0200289842000139
development,DRIFT1,1,ATU5,376,0.002295594390729,0.0028892547942182,0.001725619352787,0.795212765957447,0.0087018449187664,0.0117138652343453,0.88031914893617,0.0111686970392946,0.0145151095016584,0.922872340425532,0.0133083233623792,0.0171129362863407
development,DRIFT1,1,MJ3,376,0.0018765727041449,0.0024574129157772,0.0013734315507102,0.784574468085106,0.0062189134914975,0.0093143539836909,0.859042553191489,0.007981889053245,0.0114097181797363,0.898936170212766,0.0095110074335146,0.0135119984066657
development,DRIFT1,1,MJ1,376,0.0023640212976036,0.0033824450282051,0.0018531593411047,0.779255319148936,0.008267425398202,0.0133989082106809,0.829787234042553,0.0106111256209998,0.0177864986275408,0.853723404255319,0.0126439360389355,0.0227497547431173
development,DRIFT1,2,ATU1,375,0.009736564059222,0.0123976743700484,0.0069797556626101,0.754666666666667,0.0309327538894844,0.0450883683869594,0.872,0.0397017598001194,0.0535122362004201,0.930666666666667,0.0473075646708515,0.0614397414608414
development,DRIFT1,2,ATU5,375,0.0068836215496718,0.0086660189437732,0.0052133130543458,0.797333333333333,0.0264010748144804,0.0357219705425014,0.877333333333333,0.033885412675967,0.0444538413794429,0.92,0.0403769596017264,0.0527738454607061
development,DRIFT1,2,MJ3,375,0.0056240517379149,0.007360126680468,0.0041320520718021,0.784,0.018553653194101,0.0282095425905063,0.853333333333333,0.0238133560677707,0.0347019377786673,0.896,0.0283753639102494,0.0414201096211169
development,DRIFT1,2,MJ1,375,0.0070829860074433,0.0101339733666038,0.0055691832863519,0.781333333333333,0.0247380767873074,0.0406744642299115,0.824,0.0317509778158025,0.0545862955041042,0.853333333333333,0.0378336235961803,0.0709851111682116
development,DRIFT1,3,ATU1,374,0.0194641215448714,0.0247761924821231,0.0139746697367916,0.754010695187166,0.0618212997610845,0.0905047650766769,0.871657754010695,0.079346779223553,0.107921934038514,0.927807486631016,0.0945475190127716,0.125616984737653
development,DRIFT1,3,ATU5,374,0.0137502720261487,0.0173210371690149,0.0104973342176786,0.783422459893048,0.0533868310235679,0.0726075974692079,0.874331550802139,0.0685212557976443,0.0907855545373359,0.914438502673797,0.0816481122321814,0.108559870407575
development,DRIFT1,3,MJ3,374,0.0112334951794525,0.0146905120254864,0.0082842863187984,0.77807486631016,0.0368876815216882,0.0569279986130254,0.844919786096257,0.0473448266710897,0.0703576003266062,0.890374331550802,0.0564148405725394,0.0844461755097635
development,DRIFT1,3,MJ1,374,0.0141434880409092,0.0202321431238997,0.0111564929520802,0.780748663101604,0.0493508486951138,0.0822965946130733,0.823529411764706,0.0633411285598887,0.111583561946397,0.8475935828877,0.0754756099164956,0.147378975415375
development,DRIFT1,4,ATU1,373,0.0324165833216104,0.041241191864994,0.0233074164497804,0.756032171581769,0.102918722589726,0.151351605916917,0.873994638069705,0.132094750366901,0.181532272469951,0.922252010723861,0.15740060332649,0.213620810422712
development,DRIFT1,4,ATU5,373,0.0228827997853008,0.0288382880794154,0.0176079458504232,0.785522788203753,0.0899430835690391,0.122875198787765,0.871313672922252,0.115440697983045,0.154455258279352,0.911528150134048,0.13755607592651,0.186443678762024
development,DRIFT1,4,MJ3,373,0.0186996798084764,0.024426979339915,0.0138354205654403,0.772117962466488,0.0610959724272984,0.0956781936946493,0.836461126005362,0.0784158316692181,0.118837249973427,0.890080428954424,0.0934382265820787,0.143131466554855
development,DRIFT1,4,MJ1,373,0.0235345295558821,0.0336476280762509,0.0186242171465876,0.780160857908847,0.082049782883846,0.138734358775058,0.823056300268097,0.105309756232648,0.189914631386744,0.849865951742627,0.125484314260366,0.254433503285666
development,DRIFT1,5,ATU1,372,0.0485494833673231,0.061753612976733,0.0349735248610173,0.75,0.154138276940547,0.227714155748003,0.876344086021505,0.197834336669838,0.274827143879938,0.919354838709677,0.235734151917761,0.326216653559032
development,DRIFT1,5,ATU5,372,0.0342637326356595,0.0431952227696567,0.0265688574910549,0.790322580645161,0.136349028947908,0.186924757046147,0.870967741935484,0.175002084056582,0.236508387711784,0.905913978494624,0.208527844879461,0.288084180136537
development,DRIFT1,5,MJ3,372,0.028000466971902,0.0365442537882337,0.0207873530637828,0.768817204301075,0.0910476197335559,0.144670190743814,0.830645161290323,0.116858354802432,0.180572094195664,0.887096774193548,0.139245318217087,0.217692652543155
development,DRIFT1,5,MJ1,372,0.0352130967401985,0.0503449884266155,0.0279823717755244,0.776881720430108,0.122782627119886,0.210349035791086,0.82258064516129,0.15758979581828,0.290602915307903,0.844086021505376,0.187779823732586,0.39431492411272
development,DRIFT1,6,ATU1,371,0.067841000716126,0.0862633823998206,0.0489634080463256,0.746630727762803,0.215364225519969,0.31981482071673,0.876010781671159,0.276416990924261,0.388811994882667,0.91644204851752,0.329371159870671,0.464264247064312
development,DRIFT1,6,ATU5,371,0.0478498244545067,0.0603627932967783,0.037394687325242,0.784366576819407,0.192879299406328,0.265272529869492,0.873315363881402,0.247557900690116,0.337623608856106,0.908355795148248,0.294983432866446,0.414882207108734
development,DRIFT1,6,MJ3,371,0.039111628947132,0.051013182932013,0.0291382116621308,0.765498652291105,0.126607739501907,0.204010654243782,0.824797843665768,0.162499274409875,0.255882636415485,0.881401617250674,0.193629828295146,0.308656534340701
development,DRIFT1,6,MJ1,371,0.049162121983678,0.070282927612035,0.0392408173780721,0.778975741239892,0.171498178550337,0.297492006881466,0.822102425876011,0.220115529166567,0.41445758908678,0.84366576819407,0.262283830327214,0.56926343964782
development,DRIFT1,7,ATU1,370,0.0902610558708387,0.114709513299978,0.0652602759075498,0.748648648648649,0.286447290994938,0.427493786194289,0.872972972972973,0.367651117747442,0.52306068201616,0.910810810810811,0.438083327205468,0.627234595132174
development,DRIFT1,7,ATU5,370,0.0636226244911289,0.0803054583837384,0.0500889009045514,0.786486486486486,0.259802966562152,0.358106761382726,0.87027027027027,0.333453497566369,0.458149505292268,0.908108108108108,0.397334349415806,0.567119950551612
development,DRIFT1,7,MJ3,370,0.0520066714375604,0.0678005255212846,0.0388818868853745,0.762162162162162,0.167638409715652,0.273837181156191,0.816216216216216,0.215161569499548,0.345075509748155,0.87027027027027,0.256380823294156,0.416087239339263
development,DRIFT1,7,MJ1,370,0.0653684807009132,0.093414539051476,0.0524073949588981,0.775675675675676,0.228143472886322,0.400571787332856,0.818918918918919,0.292818977348682,0.562553175207253,0.843243243243243,0.348915332154482,0.780457200359155
development,RR_DIRECT,1,ATU1,376,0.0013174324819029,0.00173939743888,0.0009384854664384,0.720744680851064,0.0041672943198838,0.0057189937728301,0.856382978723404,0.0053486643541468,0.0068491198950483,0.893617021276596,0.0063733266764638,0.0077533493975635
development,RR_DIRECT,1,ATU5,376,0.0011344998104352,0.0014583777753024,0.0008409258630773,0.710106382978723,0.0041301652565278,0.0055552119039853,0.872340425531915,0.005301009717245,0.0064673267694793,0.946808510638298,0.0063165426742357,0.0071830489191241
development,RR_DIRECT,1,MJ3,376,0.0002105430941358,0.0002575621698678,0.0002231647977085,0.747340425531915,0.0016647452882263,0.0018745182812412,0.906914893617021,0.0021366774454591,0.0022880262562372,0.970744680851064,0.0025460082107368,0.0026914121862563
development,RR_DIRECT,1,MJ1,376,0.000174700204237,0.0002149399265183,0.0001265957629693,0.86968085106383,0.0006792205350899,0.0008421022319754,0.938829787234043,0.0008717701188805,0.0010697445148336,0.957446808510638,0.001038778167132,0.0013220323356258
development,RR_DIRECT,2,ATU1,375,0.0051337600375425,0.006897877269182,0.0037297990448428,0.714666666666667,0.0164232678305725,0.02361629045806,0.84,0.0210790360558221,0.0282963436501717,0.893333333333333,0.0251172206579883,0.0330581410002745
development,RR_DIRECT,2,ATU5,375,0.004143973416566,0.0055469288252142,0.0031595868064705,0.682666666666667,0.0151428504036545,0.0210914559306736,0.818666666666667,0.0194356380800576,0.0241508913680106,0.938666666666667,0.0231589911888144,0.0270482786653611
development,RR_DIRECT,2,MJ3,375,0.0007625277599636,0.0009520692096406,0.0006926082608554,0.746666666666667,0.0046889178750692,0.0054637681331999,0.904,0.0060181609391766,0.0065868859827593,0.968,0.00717108106196,0.0077190729165061
development,RR_DIRECT,2,MJ1,375,0.0005532963207697,0.0007107128214256,0.0004066180901603,0.882666666666667,0.0021657828595531,0.0027942217270992,0.936,0.002779752206238,0.0036421187495167,0.949333333333333,0.0033122790507823,0.0045635733363942
development,RR_DIRECT,3,ATU1,374,0.0131165429623887,0.0176926846908145,0.009624069783903,0.727272727272727,0.0420043939608851,0.0624200975487836,0.836898395721925,0.0539120559890237,0.0753101238468571,0.874331550802139,0.0642401769614161,0.0879695171893993
development,RR_DIRECT,3,ATU5,374,0.010474601141549,0.0144601188814178,0.0081454340156171,0.695187165775401,0.0387720235642307,0.0554629463998568,0.810160427807487,0.0497633534993727,0.0659735975652316,0.919786096256685,0.059296693037344,0.0758884561213323
development,RR_DIRECT,3,MJ3,374,0.001851132562025,0.0023379065947135,0.0015633645608155,0.748663101604278,0.0098718145867676,0.0118282140737317,0.898395721925134,0.0126703368512141,0.0141992625817498,0.957219251336898,0.0150976375608579,0.0165598921569296
development,RR_DIRECT,3,MJ1,374,0.0012572520212735,0.0016463942914778,0.0009318733190547,0.885026737967914,0.0049207054901107,0.0064495260443233,0.93048128342246,0.0063156571223348,0.0084289588310075,0.949197860962567,0.0075255696285925,0.0106083883562087
development,RR_DIRECT,4,ATU1,373,0.0270475236087058,0.0364736391692222,0.0199510243305111,0.729222520107239,0.0862957310146828,0.130931004673597,0.82573726541555,0.11075937166025,0.159475333532617,0.857908847184987,0.131977931560219,0.186787628651858
development,RR_DIRECT,4,ATU5,373,0.0215822651552352,0.0306818633996897,0.017086780174134,0.697050938337802,0.0813034450792286,0.118290530889466,0.801608579088472,0.104351842030939,0.145842380291965,0.906166219839142,0.124342889087409,0.173633459038982
development,RR_DIRECT,4,MJ3,373,0.0036790837397123,0.0046809251713405,0.0030024020281605,0.756032171581769,0.0181154051089137,0.0221586233725374,0.887399463806971,0.0232508707399538,0.0266096757271436,0.954423592493298,0.0277051213024826,0.0309198210688431
development,RR_DIRECT,4,MJ1,373,0.0024138567077407,0.0031597590940562,0.0017848289073925,0.876675603217158,0.0093939569001896,0.0123361493583183,0.93029490616622,0.0120570131504168,0.0160883980841771,0.949061662198391,0.0143668172953116,0.0203181939668537
development,RR_DIRECT,5,ATU1,372,0.0488873273286248,0.0657853780577393,0.0361684793767397,0.723118279569892,0.154884317412176,0.238716484287327,0.817204301075269,0.198791869248786,0.292124088722118,0.852150537634409,0.236875122359146,0.343243333910769
development,RR_DIRECT,5,ATU5,372,0.0383657605189685,0.0550120850025626,0.030604279632495,0.690860215053763,0.145390306953779,0.213428680258907,0.803763440860215,0.186606438746672,0.265417542629596,0.889784946236559,0.222355286351291,0.320621021607057
development,RR_DIRECT,5,MJ3,372,0.0064605934801689,0.0082555129775639,0.0051851211659494,0.763440860215054,0.0304351532826764,0.0378396206257248,0.876344086021505,0.0390630963355485,0.0453790055409018,0.956989247311828,0.0465465502144334,0.052587532544778
development,RR_DIRECT,5,MJ1,372,0.0041436893376079,0.0053847929138778,0.0030452697195188,0.881720430107527,0.0160465226380755,0.0210082690198471,0.932795698924731,0.0205954888362022,0.0272770160804728,0.948924731182796,0.0245410386076423,0.0343778220456709
development,RR_DIRECT,6,ATU1,371,0.0806844750142003,0.108148871089,0.0597503981039556,0.700808625336927,0.253329994928404,0.39549992926905,0.808625336927224,0.325145528417743,0.483487772881914,0.851752021563342,0.387434793583505,0.571243695971643
development,RR_DIRECT,6,ATU5,371,0.0606227174935999,0.0847319012544441,0.047821172522033,0.681940700808625,0.226338686919355,0.331644508791395,0.803234501347709,0.29050255963796,0.405034269088201,0.876010781671159,0.346155150207721,0.473897214432206
development,RR_DIRECT,6,MJ3,371,0.0104138346602754,0.0133286561431678,0.0082898851584908,0.765498652291105,0.0479567843775376,0.0602387381556626,0.873315363881402,0.0615518663790936,0.0721015212545937,0.956873315363881,0.0733435725268013,0.083112191551613
development,RR_DIRECT,6,MJ1,371,0.0065352385098871,0.008452390636113,0.0047915653306244,0.873315363881402,0.0253535487462432,0.0329834402672785,0.93800539083558,0.03254092752299,0.0426289895359605,0.951482479784367,0.0387749067294139,0.0538686833158145
development,RR_DIRECT,7,ATU1,370,0.124335339098142,0.165980701720304,0.0921321828807892,0.7,0.388010926610228,0.612048593162144,0.797297297297297,0.498006632811865,0.747140759010361,0.843243243243243,0.593411503844476,0.886418340987185
development,RR_DIRECT,7,ATU5,370,0.087671441674325,0.118441211218471,0.0675621366024361,0.675675675675676,0.321189518453839,0.461885891641053,0.816216216216216,0.412242283940481,0.551332641515354,0.872972972972973,0.49121697893894,0.629908548092807
development,RR_DIRECT,7,MJ3,370,0.0157431724276697,0.0201442200518587,0.0124950385410636,0.764864864864865,0.0719136009036017,0.090741198471004,0.859459459459459,0.0923001075053324,0.10843029198564,0.956756756756757,0.109982361661512,0.123956414526111
development,RR_DIRECT,7,MJ1,370,0.0096891299915593,0.0124909676346081,0.0071016553840811,0.875675675675676,0.0378204242021559,0.0488374585936944,0.937837837837838,0.0485419889408217,0.063223811874186,0.951351351351351,0.0578413474020064,0.0796187758766638
development,TCN_DIRECT,1,ATU1,376,0.133530003012654,0.30769698394331,0.120119989141731,0.848404255319149,0.656865143096981,1.00593912996054,0.906914893617021,0.843077283887461,1.43940712951014,0.960106382978723,1.00458854546577,2.08457936261351
development,TCN_DIRECT,1,ATU5,376,0.149575862420406,0.239773482225605,0.133504252275856,0.771276595744681,0.83008069080481,1.07829508757718,0.890957446808511,1.06539703250446,1.35903780797479,0.938829787234043,1.26949886526663,1.69358476164648
development,TCN_DIRECT,1,MJ3,376,0.0910886186538677,0.108495053390066,0.0752862613396678,0.845744680851064,0.502281655380905,0.556335525158065,0.930851063829787,0.644671525373513,0.688250966269621,0.970744680851064,0.76817350242427,0.816797279210646
development,TCN_DIRECT,1,MJ1,376,0.116331706619993,0.129033442687321,0.0753557594164188,0.75531914893617,0.354701610782026,0.413417789605185,0.933510638297872,0.455254588786216,0.472255112514642,1,0.542469301339179,0.542469301339179
development,TCN_DIRECT,2,ATU1,375,0.275693789419767,0.64869262144708,0.253064482188714,0.853333333333333,1.36862950964429,2.16685639370192,0.904,1.75661695823732,3.17246513455078,0.928,2.09313820777988,4.6937209231414
development,TCN_DIRECT,2,ATU5,375,0.309913494869859,0.511860287394892,0.281465527919198,0.770666666666667,1.73401854539512,2.30068707613705,0.877333333333333,2.225588708467,2.91036759271918,0.949333333333333,2.65195251511766,3.66524994235818
development,TCN_DIRECT,2,MJ3,375,0.184199064616755,0.218962224212813,0.15258515763823,0.848,1.02387329458843,1.13418024676471,0.928,1.31412714667229,1.40328163693951,0.970666666666667,1.56587907664325,1.66401197624346
development,TCN_DIRECT,2,MJ1,375,0.235489628766028,0.261378260347767,0.152786735669704,0.752,0.719517657743085,0.843364521667627,0.930666666666667,0.923490915866041,0.962325331512899,1,1.10040729794417,1.10040729794417
development,TCN_DIRECT,3,ATU1,374,0.425404206676242,1.02387541959647,0.399243438722085,0.850267379679144,2.13713447743232,3.49611096583947,0.901069518716578,2.74298240585719,5.21615792709146,0.911764705882353,3.26846513125374,7.876981033796
development,TCN_DIRECT,3,ATU5,374,0.483776735368871,0.818771339954524,0.444985495492387,0.767379679144385,2.71392902226638,3.67013971285374,0.868983957219251,3.4832901894718,4.6834894932896,0.943850267379679,4.15059626413058,5.93849148527283
development,TCN_DIRECT,3,MJ3,374,0.279859496623767,0.332007510470987,0.232191712759108,0.852941176470588,1.56639750735256,1.7352149453329,0.925133689839572,2.0104494352685,2.14669724802596,0.970588235294118,2.39559825950484,2.54229809920111
