phase,model,seed,horizon,point,n,mae,rmse
later_exploratory,TCN_DIRECT,0,6,ATU1,288,0.834201216805574,1.02954255294629
later_exploratory,TCN_DIRECT,0,6,ATU5,288,0.824622057285291,1.03621703671813
later_exploratory,TCN_DIRECT,0,6,MJ3,288,0.299365995746748,0.40419742237956
later_exploratory,TCN_DIRECT,0,6,MJ1,288,0.37106197526602,0.449565679353257
later_exploratory,TCN_DIRECT,0,7,ATU1,287,0.986604224228241,1.21614947823537
later_exploratory,TCN_DIRECT,0,7,ATU5,287,1.0101383370738,1.25785254017796
later_exploratory,TCN_DIRECT,0,7,MJ3,287,0.351219793093339,0.473780667644967
later_exploratory,TCN_DIRECT,0,7,MJ1,287,0.43769510680614,0.526892402664614
later_exploratory,TCN_DIRECT,1,1,ATU1,293,0.185402724072753,0.246346099065117
later_exploratory,TCN_DIRECT,1,1,ATU5,293,0.1221900437102,0.169392496646123
later_exploratory,TCN_DIRECT,1,1,MJ3,293,0.0653333491174213,0.0867141226229059
later_exploratory,TCN_DIRECT,1,1,MJ1,293,0.0509615584814273,0.0666800897439925
later_exploratory,TCN_DIRECT,1,2,ATU1,292,0.365983106941307,0.485679014842949
later_exploratory,TCN_DIRECT,1,2,ATU5,292,0.248287120497853,0.34280496282518
later_exploratory,TCN_DIRECT,1,2,MJ3,292,0.131888238239921,0.174661944545437
later_exploratory,TCN_DIRECT,1,2,MJ1,292,0.103011623639341,0.134656726071488
later_exploratory,TCN_DIRECT,1,3,ATU1,291,0.542076856813604,0.719662466887542
later_exploratory,TCN_DIRECT,1,3,ATU5,291,0.379624328760137,0.524129674103685
later_exploratory,TCN_DIRECT,1,3,MJ3,291,0.199585544317324,0.263858953944719
later_exploratory,TCN_DIRECT,1,3,MJ1,291,0.155262796341114,0.202123898997707
later_exploratory,TCN_DIRECT,1,4,ATU1,290,0.715187431098441,0.949984053250372
later_exploratory,TCN_DIRECT,1,4,ATU5,290,0.518898295634216,0.716262401516337
later_exploratory,TCN_DIRECT,1,4,MJ3,290,0.268100945279565,0.354008495960819
later_exploratory,TCN_DIRECT,1,4,MJ1,290,0.206567348603593,0.26658884597818
later_exploratory,TCN_DIRECT,1,5,ATU1,289,0.886845286235951,1.1800504853033
later_exploratory,TCN_DIRECT,1,5,ATU5,289,0.669694162426147,0.921202060360396
later_exploratory,TCN_DIRECT,1,5,MJ3,289,0.337009397418214,0.444698743848127
later_exploratory,TCN_DIRECT,1,5,MJ1,289,0.256275290581249,0.325403076697763
later_exploratory,TCN_DIRECT,1,6,ATU1,288,1.05495149191702,1.4083135883355
later_exploratory,TCN_DIRECT,1,6,ATU5,288,0.829373221347665,1.13699641711471
later_exploratory,TCN_DIRECT,1,6,MJ3,288,0.407262060394801,0.536996863027324
later_exploratory,TCN_DIRECT,1,6,MJ1,288,0.305479155202038,0.382897693196434
later_exploratory,TCN_DIRECT,1,7,ATU1,287,1.22751821352985,1.64691785868673
later_exploratory,TCN_DIRECT,1,7,ATU5,287,0.999165149274507,1.36459344807214
later_exploratory,TCN_DIRECT,1,7,MJ3,287,0.479212561194412,0.631091009098103
later_exploratory,TCN_DIRECT,1,7,MJ1,287,0.355760560779004,0.443670984973509
later_exploratory,TCN_DIRECT,2,1,ATU1,293,0.137139673292238,0.171790781199287
later_exploratory,TCN_DIRECT,2,1,ATU5,293,0.0986624500839579,0.121507206252211
later_exploratory,TCN_DIRECT,2,1,MJ3,293,0.0503001471203273,0.0623872651967356
later_exploratory,TCN_DIRECT,2,1,MJ1,293,0.0591755099733974,0.0743346501572434
later_exploratory,TCN_DIRECT,2,2,ATU1,292,0.273476265800144,0.338243810104716
later_exploratory,TCN_DIRECT,2,2,ATU5,292,0.204499251110206,0.250366523000021
later_exploratory,TCN_DIRECT,2,2,MJ3,292,0.101233059778647,0.125181648458148
later_exploratory,TCN_DIRECT,2,2,MJ1,292,0.120395353109511,0.14997400076852
later_exploratory,TCN_DIRECT,2,3,ATU1,291,0.408910796950488,0.501620445552619
later_exploratory,TCN_DIRECT,2,3,ATU5,291,0.318915426981223,0.388971581519589
later_exploratory,TCN_DIRECT,2,3,MJ3,291,0.153161912367107,0.188624893177834
later_exploratory,TCN_DIRECT,2,3,MJ1,291,0.183011947670572,0.225989143456156
later_exploratory,TCN_DIRECT,2,4,ATU1,290,0.54313581633428,0.664370999639651
later_exploratory,TCN_DIRECT,2,4,ATU5,290,0.444021127739424,0.539469405360096
later_exploratory,TCN_DIRECT,2,4,MJ3,290,0.205774704838387,0.252865211262899
later_exploratory,TCN_DIRECT,2,4,MJ1,290,0.246976491293294,0.301898388643856
later_exploratory,TCN_DIRECT,2,5,ATU1,289,0.678717289021302,0.831138739928061
later_exploratory,TCN_DIRECT,2,5,ATU5,289,0.576039407556686,0.699973380835149
later_exploratory,TCN_DIRECT,2,5,MJ3,289,0.257892312069691,0.316799841903551
later_exploratory,TCN_DIRECT,2,5,MJ1,289,0.311205082748558,0.374371410272502
later_exploratory,TCN_DIRECT,2,6,ATU1,288,0.813807146458739,1.00015363327602
later_exploratory,TCN_DIRECT,2,6,ATU5,288,0.718625808575373,0.874870658633233
later_exploratory,TCN_DIRECT,2,6,MJ3,288,0.311005581449468,0.382032092115341
later_exploratory,TCN_DIRECT,2,6,MJ1,288,0.376741742626471,0.446851571751334
later_exploratory,TCN_DIRECT,2,7,ATU1,287,0.951327374312141,1.17856554313298
later_exploratory,TCN_DIRECT,2,7,ATU5,287,0.87189462876008,1.0637345095821
later_exploratory,TCN_DIRECT,2,7,MJ3,287,0.365432320166759,0.449116361396275
later_exploratory,TCN_DIRECT,2,7,MJ1,287,0.443957118643836,0.52048481638097
later_exploratory,TCN_BRES,0,1,ATU1,293,0.17541464424883,0.237936089800757
later_exploratory,TCN_BRES,0,1,ATU5,293,0.0975701451201575,0.130515761808441
later_exploratory,TCN_BRES,0,1,MJ3,293,0.0681057641794841,0.11046383226572
later_exploratory,TCN_BRES,0,1,MJ1,293,0.0765764678745439,0.130678741737611
later_exploratory,TCN_BRES,0,2,ATU1,292,0.337238830327698,0.466725369473845
later_exploratory,TCN_BRES,0,2,ATU5,292,0.196712057020194,0.261950661180891
later_exploratory,TCN_BRES,0,2,MJ3,292,0.134005335710211,0.216392618482904
later_exploratory,TCN_BRES,0,2,MJ1,292,0.12413084104611,0.205801894796155
later_exploratory,TCN_BRES,0,3,ATU1,291,0.489528237935754,0.680847651172464
later_exploratory,TCN_BRES,0,3,ATU5,291,0.298567401598649,0.395819725874623
later_exploratory,TCN_BRES,0,3,MJ3,291,0.199721126231984,0.319942910584152
later_exploratory,TCN_BRES,0,3,MJ1,291,0.149550809690998,0.244192910557425
later_exploratory,TCN_BRES,0,4,ATU1,290,0.636195602803302,0.884710980852911
later_exploratory,TCN_BRES,0,4,ATU5,290,0.404274260603026,0.53196563072867
later_exploratory,TCN_BRES,0,4,MJ3,290,0.265501326013945,0.421549135777206
later_exploratory,TCN_BRES,0,4,MJ1,290,0.173282626171073,0.283466430792413
later_exploratory,TCN_BRES,0,5,ATU1,289,0.776370379384096,1.0807412331754
later_exploratory,TCN_BRES,0,5,ATU5,289,0.512365979401324,0.669217693084981
later_exploratory,TCN_BRES,0,5,MJ3,289,0.330533878496188,0.518210695387744
later_exploratory,TCN_BRES,0,5,MJ1,289,0.204389785004954,0.328010842131508
later_exploratory,TCN_BRES,0,6,ATU1,288,0.913739981973448,1.2780756169133
later_exploratory,TCN_BRES,0,6,ATU5,288,0.628450156137988,0.811079481706362
later_exploratory,TCN_BRES,0,6,MJ3,288,0.394996791717773,0.609380293546028
later_exploratory,TCN_BRES,0,6,MJ1,288,0.241388019945824,0.37899468950041
later_exploratory,TCN_BRES,0,7,ATU1,287,1.04682725636115,1.47534492215681
later_exploratory,TCN_BRES,0,7,ATU5,287,0.752624123376422,0.961574127470761
later_exploratory,TCN_BRES,0,7,MJ3,287,0.457474467505846,0.689123412564456
later_exploratory,TCN_BRES,0,7,MJ1,287,0.279582740782586,0.426399594365979
later_exploratory,TCN_BRES,1,1,ATU1,293,0.147732855058921,0.191408480504589
later_exploratory,TCN_BRES,1,1,ATU5,293,0.121306988304666,0.150115982353093
later_exploratory,TCN_BRES,1,1,MJ3,293,0.0464279266926107,0.066512815811976
later_exploratory,TCN_BRES,1,1,MJ1,293,0.0805656862230659,0.123678855005705
later_exploratory,TCN_BRES,1,2,ATU1,292,0.286220647885015,0.367017582597574
later_exploratory,TCN_BRES,1,2,ATU5,292,0.250454024887436,0.305629336350802
later_exploratory,TCN_BRES,1,2,MJ3,292,0.0925722041213739,0.131210902787015
later_exploratory,TCN_BRES,1,2,MJ1,292,0.133167643400999,0.19809757989271
later_exploratory,TCN_BRES,1,3,ATU1,291,0.419827979049076,0.538919114240299
later_exploratory,TCN_BRES,1,3,ATU5,291,0.38179657863686,0.464409497325285
later_exploratory,TCN_BRES,1,3,MJ3,291,0.13798670739636,0.193725309756913
later_exploratory,TCN_BRES,1,3,MJ1,291,0.169818765895288,0.244627118561247
later_exploratory,TCN_BRES,1,4,ATU1,290,0.550327430878371,0.708917983239954
later_exploratory,TCN_BRES,1,4,ATU5,290,0.512568233272138,0.622354894679215
later_exploratory,TCN_BRES,1,4,MJ3,290,0.183505293154741,0.25383763826963
later_exploratory,TCN_BRES,1,4,MJ1,290,0.211288287287338,0.297349704787955
later_exploratory,TCN_BRES,1,5,ATU1,289,0.673710384720758,0.873489893300118
later_exploratory,TCN_BRES,1,5,ATU5,289,0.644156562023708,0.781490951818767
later_exploratory,TCN_BRES,1,5,MJ3,289,0.230295757819886,0.313545368695479
later_exploratory,TCN_BRES,1,5,MJ1,289,0.260079603132461,0.359356481439868
later_exploratory,TCN_BRES,1,6,ATU1,288,0.788609324843133,1.0317574227445
later_exploratory,TCN_BRES,1,6,ATU5,288,0.776553035614612,0.946060199901981
later_exploratory,TCN_BRES,1,6,MJ3,288,0.277704804713853,0.37072202826821
later_exploratory,TCN_BRES,1,6,MJ1,288,0.310732045749542,0.427746570299251
later_exploratory,TCN_BRES,1,7,ATU1,287,0.897908580665591,1.19520533621415
later_exploratory,TCN_BRES,1,7,ATU5,287,0.909341721468425,1.11984647063642
later_exploratory,TCN_BRES,1,7,MJ3,287,0.326875920761205,0.42717668436999
later_exploratory,TCN_BRES,1,7,MJ1,287,0.362551130709059,0.499291386074418
later_exploratory,TCN_BRES,2,1,ATU1,293,0.131383066088442,0.190785297439445
later_exploratory,TCN_BRES,2,1,ATU5,293,0.0786265043802302,0.0996534362527103
later_exploratory,TCN_BRES,2,1,MJ3,293,0.0688376841412797,0.097680684243753
later_exploratory,TCN_BRES,2,1,MJ1,293,0.0764940937215545,0.114649763353358
later_exploratory,TCN_BRES,2,2,ATU1,292,0.25395887495099,0.37534233426798
later_exploratory,TCN_BRES,2,2,ATU5,292,0.158911691477152,0.20507668784525
later_exploratory,TCN_BRES,2,2,MJ3,292,0.13926834403611,0.195358742552725
later_exploratory,TCN_BRES,2,2,MJ1,292,0.134358665239234,0.189389034364222
later_exploratory,TCN_BRES,2,3,ATU1,291,0.3690609734373,0.553014879437604
later_exploratory,TCN_BRES,2,3,ATU5,291,0.245599992126818,0.3241300958439
later_exploratory,TCN_BRES,2,3,MJ3,291,0.206376971022499,0.288631151627753
later_exploratory,TCN_BRES,2,3,MJ1,291,0.175296943440827,0.23420092107054
later_exploratory,TCN_BRES,2,4,ATU1,290,0.481236522159905,0.728163098875896
later_exploratory,TCN_BRES,2,4,ATU5,290,0.343524702130127,0.460859840971723
later_exploratory,TCN_BRES,2,4,MJ3,290,0.270131161489605,0.377844024867214
later_exploratory,TCN_BRES,2,4,MJ1,290,0.216250468995568,0.282585686152567
later_exploratory,TCN_BRES,2,5,ATU1,289,0.594059091767157,0.90861961320459
later_exploratory,TCN_BRES,2,5,ATU5,289,0.444331840362686,0.605140618261501
later_exploratory,TCN_BRES,2,5,MJ3,289,0.332230516687984,0.464749811682147
later_exploratory,TCN_BRES,2,5,MJ1,289,0.259613476288086,0.337142111170098
later_exploratory,TCN_BRES,2,6,ATU1,288,0.712333232790077,1.09551806253023
later_exploratory,TCN_BRES,2,6,ATU5,288,0.547632158646254,0.750758304638303
later_exploratory,TCN_BRES,2,6,MJ3,288,0.390135410956432,0.54417074987563
later_exploratory,TCN_BRES,2,6,MJ1,288,0.307014975339704,0.395756042511208
later_exploratory,TCN_BRES,2,7,ATU1,287,0.841754704965834,1.28884099475096
later_exploratory,TCN_BRES,2,7,ATU5,287,0.665742396674628,0.910712501840667
later_exploratory,TCN_BRES,2,7,MJ3,287,0.444648881753495,0.61579165844045
later_exploratory,TCN_BRES,2,7,MJ1,287,0.356100482096117,0.452165818254258
