phase,model,horizon,n_per_point,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95,pooled_rmse
later_exploratory,RR_DIRECT,5,289,0.0104436227771397,0.015358151844283,0.0087069028645957,0.806228373702422,0.0473391134949414,0.0675963011729193,0.862456747404844,0.0607590943839432,0.0901373587615554,0.90916955017301,0.0723989264300142,0.116530855325774,0.018659618311891
later_exploratory,RR_DIRECT,6,288,0.0169896207110113,0.0247646455513984,0.0141662837766415,0.802083333333333,0.0774701568441146,0.109933503726236,0.865451388888889,0.0994318698455012,0.146623312843866,0.907986111111111,0.118480380636579,0.189417352697816,0.0301259753962405
later_exploratory,RR_DIRECT,7,287,0.0258675697082673,0.0373177291305828,0.0215099301858971,0.805749128919861,0.118272117687229,0.166725761045211,0.866724738675958,0.151800619635933,0.222346663078554,0.90418118466899,0.180881594837538,0.28761796407104,0.0454440370184985
later_exploratory,TCN_DIRECT,1,293,0.0909235127757989,0.117375233350147,0.0637273837278042,0.735494880546075,0.253573043073095,0.39574339566549,0.847269624573379,0.325457477334246,0.465750566842833,0.921501706484642,0.387806503644107,0.532594085328353,0.129088277816963
later_exploratory,TCN_DIRECT,2,292,0.183260574702144,0.234580198033792,0.128191023735155,0.74486301369863,0.508054029453858,0.794580290117577,0.847602739726027,0.652080287287834,0.945991552904569,0.913527397260274,0.777001586749934,1.08124047555701,0.256904637758101
later_exploratory,TCN_DIRECT,3,291,0.27715884464971,0.352646738603002,0.19363396257687,0.757731958762887,0.767032868289969,1.20027278326307,0.84192439862543,0.984476028369251,1.44914596053661,0.90893470790378,1.17307554157443,1.65622802985933,0.385042837957411
later_exploratory,TCN_DIRECT,4,290,0.373038592349717,0.473033584226737,0.260612826435162,0.766379310344828,1.03454555799921,1.62228848048384,0.843965517241379,1.3278248484667,1.97467144372042,0.902586206896552,1.5822008950398,2.27419698151197,0.515789673487416
later_exploratory,TCN_DIRECT,5,289,0.471610085910719,0.596078851116138,0.329445515215074,0.771626297577855,1.31477023443548,2.0596123304868,0.848615916955017,1.68748932689263,2.52003422644267,0.900519031141868,2.010767554518,2.92925044328393,0.650622546832006
later_exploratory,TCN_DIRECT,6,288,0.573202518511061,0.723131351544817,0.400762664366355,0.769097222222222,1.61318999991915,2.52171098024232,0.853298611111111,2.07050694928632,3.09480819293606,0.903645833333333,2.46716120136616,3.63658872537276,0.790693194709482
later_exploratory,TCN_DIRECT,7,287,0.67883396558763,0.856186040247381,0.475484955987227,0.773519163763066,1.9335936877351,3.02966072326086,0.856271777003484,2.48174063052235,3.72778366485916,0.900696864111498,2.95717635605581,4.41838317739401,0.938057422749644
later_exploratory,TCN_BRES,1,293,0.0885927102010683,0.127607472352208,0.0642557992603209,0.720136518771331,0.225009383283675,0.426851713053033,0.803754266211604,0.288796416892507,0.528671257536426,0.870307167235495,0.344122155734062,0.634087918293299,0.134569960209336
later_exploratory,TCN_BRES,2,292,0.168754920793552,0.240579672978831,0.121841784441217,0.732876712328767,0.426821928885769,0.804021416275691,0.805650684931507,0.54782001494559,1.003628954874,0.872431506849315,0.652767809676493,1.20882565940519,0.255346429767255
later_exploratory,TCN_BRES,3,291,0.243500345893959,0.343923237495271,0.17647337073574,0.724226804123711,0.625596987748852,1.17865368955637,0.802405498281787,0.802945040975646,1.46878045471706,0.86426116838488,0.9567680285291,1.7969136462392,0.368747251204652
later_exploratory,TCN_BRES,4,290,0.318876690201308,0.447826109648431,0.233512673464612,0.706896551724138,0.844891908818644,1.59482378326478,0.779310344827586,1.08440702502027,2.00892569595027,0.850862068965517,1.29215066848295,2.44589906576498,0.482525494692143
later_exploratory,TCN_BRES,5,289,0.396037491239314,0.553997922198101,0.293862474521946,0.697231833910035,1.0927765287765,2.05210407385652,0.775951557093426,1.40256349032793,2.61269417743361,0.833910034602076,1.67125747971169,3.19161708617906,0.597691887725307
later_exploratory,TCN_BRES,6,288,0.473884674842277,0.662033801090646,0.357322897438266,0.6953125,1.3714275702775,2.54911322491427,0.770833333333333,1.76020823018041,3.26874172495042,0.830729166666667,2.09741747223954,4.04585750436449,0.714601862986909
later_exploratory,TCN_BRES,7,287,0.551999221224269,0.771781036400694,0.424421159233915,0.696864111498258,1.68301151760702,3.08567449296819,0.768292682926829,2.16012189705422,3.98230296508641,0.831881533101045,2.57394399785552,4.98881192104642,0.834434764923941
