phase,horizon,point,candidate,reference,mae_difference,rmse_difference,crps_difference,interval_score90_difference,coverage90_difference,width90_difference
development,7,MJ1,TCN_DIRECT,RR_DIRECT,0.880554770623524,0.973622244796528,0.571838558188189,3.66495251966778,-0.0270270270270271,3.45706393410665
development,7,ATU1,TCN_BRES,B_ANCHOR,-0.01855759272345,-0.92226636686516,-0.142948697607913,-2.3115409422713,-0.0972972972972981,-0.66293294228266
development,7,ATU5,TCN_BRES,B_ANCHOR,0.0652807358217,-3.52767977917442,-0.5830089231969,-16.1034838372484,-0.024324324324325,-3.0374233353366
development,7,MJ3,TCN_BRES,B_ANCHOR,-1.39451212836085,-2.69121976610552,-1.07837580332255,-12.4420378084563,0.062162162162162,-4.23711954890359
development,7,MJ1,TCN_BRES,B_ANCHOR,-1.02521404719505,-1.49516715727236,-0.719801041411467,-6.49772350819359,0.045945945945946,-2.69310760439735
development,7,ATU1,TCN_BRES,DRIFT1,1.07648441856771,1.81733162517559,0.923442517374167,10.8587709453292,-0.0675675675675681,5.81549185733737
development,7,ATU5,TCN_BRES,DRIFT1,1.7109795302693,2.50436042156227,1.41024638059657,14.2990607121967,0.0189189189189189,10.1436707995832
development,7,MJ3,TCN_BRES,DRIFT1,0.301146407989352,0.328550257272816,0.308449407800543,3.11006058926421,0.143243243243243,3.184048010327
development,7,MJ1,TCN_BRES,DRIFT1,0.529906086890335,0.585337029179564,0.356310616023345,2.55280974476667,0.0891891891891891,2.20198765011449
development,7,ATU1,TCN_BRES,RR_DIRECT,1.04241013534041,1.76606043675527,0.896570610400928,10.634690868335,0.00810810810810791,5.68513634227295
development,7,ATU5,TCN_BRES,RR_DIRECT,1.68693071308611,2.46622466872754,1.39277314489868,14.2058775759736,0.072972972972973,10.0648820132091
development,7,MJ3,TCN_BRES,RR_DIRECT,0.337409906999242,0.376206562742242,0.334836256144853,3.34670580702672,0.1,3.30690947232122
development,7,MJ1,TCN_BRES,RR_DIRECT,0.585585437599689,0.666260600596432,0.401616355598162,3.05213910809973,-0.02972972972973,2.44626463852235
development,7,ATU1,TCN_BRES,TCN_DIRECT,0.0741681310761799,-0.90222812862033,-0.135979111678803,-4.7140712131388,-0.0324324324324331,-1.20136491272593
development,7,ATU5,TCN_BRES,TCN_DIRECT,0.38701322729998,0.19743010887656,0.21300665762416,0.9286668828074,-0.00810810810810803,1.14215489789517
development,7,MJ3,TCN_BRES,TCN_DIRECT,-0.344764134198649,-0.426368549431909,-0.231426643804174,-1.98949383466359,0.043243243243243,-1.7020590304058
development,7,MJ1,TCN_BRES,TCN_DIRECT,-0.294969333023835,-0.307361644200096,-0.170222202590027,-0.61281341156805,-0.0027027027027029,-1.0107992955843
later_exploratory,1,ATU1,TCN_DIRECT,B_ANCHOR,-0.095599490271006,-0.231499600250573,-0.08003882722999,-0.889859080413912,0.0853242320819111,-0.145861420066826
later_exploratory,1,ATU5,TCN_DIRECT,B_ANCHOR,-0.071899928918939,-0.168591469770165,-0.0596385543115088,-0.684410511686009,0.0238907849829351,-0.146159870467801
later_exploratory,1,MJ3,TCN_DIRECT,B_ANCHOR,-0.0867329492377272,-0.120664163716767,-0.0712796112049008,-0.5592268332619,0.0307167235494881,-0.432287337881506
later_exploratory,1,MJ1,TCN_DIRECT,B_ANCHOR,-0.129284743680394,-0.203463585539891,-0.106211017715969,-1.04684708210433,0.00341296928327606,-0.637047788566969
later_exploratory,1,ATU1,TCN_DIRECT,DRIFT1,0.138899737618754,0.174429229451061,0.0948428099808248,0.621095237181396,0.0716723549488051,0.471120329002924
later_exploratory,1,ATU5,TCN_DIRECT,DRIFT1,0.102641919862609,0.127094211327826,0.0715731574493572,0.479638292568689,0.0648464163822531,0.323006229785798
later_exploratory,1,MJ3,TCN_DIRECT,DRIFT1,0.0469412252563961,0.0620037671836554,0.0340834016963081,0.279952716748128,0.061433447098976,0.199623089889683
later_exploratory,1,MJ1,TCN_DIRECT,DRIFT1,0.0517653666307112,0.065607111884126,0.0367765236018704,0.317445994843035,0.095563139931741,0.241640004434922
later_exploratory,1,ATU1,TCN_DIRECT,RR_DIRECT,0.150166061455325,0.193787049056246,0.103044665415048,0.692483767078887,-0.0102389078498299,0.497746916593788
later_exploratory,1,ATU5,TCN_DIRECT,RR_DIRECT,0.109317837474075,0.140031534015962,0.0765923630319791,0.5291337533862,-0.058020477815699,0.337748222528676
later_exploratory,1,MJ3,TCN_DIRECT,RR_DIRECT,0.0493721478258425,0.0654847801811108,0.0360091284870692,0.299608640776052,-0.0580204778157,0.209683622388266
later_exploratory,1,MJ1,TCN_DIRECT,RR_DIRECT,0.0537428193584537,0.0685177277772876,0.0383469379616936,0.332314967423647,-0.023890784982935,0.250123389545618
later_exploratory,1,ATU1,TCN_BRES,B_ANCHOR,-0.103206284820234,-0.227456321337587,-0.082904304521682,-0.925361986810052,0.020477815699659,-0.235891547348531
later_exploratory,1,ATU5,TCN_BRES,B_ANCHOR,-0.10085464758538,-0.206792427019543,-0.0813031381453844,-0.790590618079743,0.068259385665529,-0.20954044758239
later_exploratory,1,MJ3,TCN_BRES,B_ANCHOR,-0.081777161964201,-0.0985443193851997,-0.0655742040936612,-0.43627552720807,-0.092150170648464,-0.480927246559355
later_exploratory,1,MJ1,TCN_BRES,B_ANCHOR,-0.107002228037174,-0.150496795526823,-0.0852727015715738,-0.776432612593911,-0.027303754266212,-0.581641417259779
later_exploratory,1,ATU1,TCN_BRES,DRIFT1,0.131292943069526,0.178472508364047,0.0919773326891328,0.585592330785256,0.006825938566553,0.381090201721219
later_exploratory,1,ATU5,TCN_BRES,DRIFT1,0.0736872011961679,0.0888932540784479,0.0499085736154816,0.373458186174955,0.109215017064847,0.259625652671209
later_exploratory,1,MJ3,TCN_BRES,DRIFT1,0.0518970125299223,0.0841236115152226,0.0397888088075477,0.402904022801958,-0.061433447098976,0.150983181211834
later_exploratory,1,MJ1,TCN_BRES,DRIFT1,0.074047882273931,0.118573901897194,0.0577148397462652,0.587860464353452,0.064846416382253,0.297046375742112
later_exploratory,1,ATU1,TCN_BRES,RR_DIRECT,0.142559266906097,0.197830327969232,0.100179188123356,0.656980860682747,-0.075085324232082,0.407716789312083
later_exploratory,1,ATU5,TCN_BRES,RR_DIRECT,0.0803631188076342,0.101830576766584,0.0549277791981035,0.422953646992466,-0.013651877133105,0.274367645414087
later_exploratory,1,MJ3,TCN_BRES,RR_DIRECT,0.0543279350993687,0.087604624512678,0.0417145355983088,0.422559946829882,-0.180887372013652,0.161043713710417
later_exploratory,1,MJ1,TCN_BRES,RR_DIRECT,0.0760253350016735,0.121484517790355,0.0592852541060884,0.602729436934064,-0.054607508532423,0.305529760852808
later_exploratory,1,ATU1,TCN_BRES,TCN_DIRECT,-0.007606794549228,0.004043278912986,-0.002865477291692,-0.0355029063961401,-0.0648464163822521,-0.090030127281705
later_exploratory,1,ATU5,TCN_BRES,TCN_DIRECT,-0.0289547186664407,-0.038200957249378,-0.0216645838338756,-0.106180106393734,0.044368600682594,-0.063380577114589
later_exploratory,1,MJ3,TCN_BRES,TCN_DIRECT,0.0049557872735262,0.0221198443315672,0.0057054071112396,0.12295130605383,-0.122866894197952,-0.048639908677849
later_exploratory,1,MJ1,TCN_BRES,TCN_DIRECT,0.0222825156432198,0.0529667900130677,0.0209383161443948,0.270414469510417,-0.0307167235494881,0.05540637130719
later_exploratory,2,ATU1,TCN_DIRECT,B_ANCHOR,-0.188928239410531,-0.465396140124557,-0.161649249935263,-1.90640103054591,0.068493150684931,-0.296092418870761
later_exploratory,2,ATU5,TCN_DIRECT,B_ANCHOR,-0.137361094509591,-0.329272454306638,-0.117750975045864,-1.40268684544725,0.0479452054794519,-0.269436022494532
later_exploratory,2,MJ3,TCN_DIRECT,B_ANCHOR,-0.165884751405726,-0.23090195226836,-0.138952559099412,-1.12592537689428,0.034246575342466,-0.846642446025852
later_exploratory,2,MJ1,TCN_DIRECT,B_ANCHOR,-0.192674171931745,-0.285533412393307,-0.158840773925714,-1.48236689664672,-0.01027397260274,-1.01699076699179
later_exploratory,2,ATU1,TCN_DIRECT,DRIFT1,0.26388859913594,0.321033447102966,0.178530623413616,1.12415037552603,0.061643835616438,0.884692109186779
later_exploratory,2,ATU5,TCN_DIRECT,DRIFT1,0.20374576507041,0.245919677322217,0.141097727101087,0.963580330765938,0.0924657534246579,0.654711364246451
later_exploratory,2,MJ3,TCN_DIRECT,DRIFT1,0.0921382784719484,0.120913361767248,0.0668863765958731,0.552629892621008,0.061643835616439,0.391089474225329
later_exploratory,2,MJ1,TCN_DIRECT,DRIFT1,0.103198388319985,0.129672374083198,0.0731648697108419,0.633003684296794,0.089041095890411,0.48087711137423
later_exploratory,2,ATU1,TCN_DIRECT,RR_DIRECT,0.296923871136764,0.377956539442716,0.202684135374623,1.34027472875294,-0.023972602739726,0.959930401723745
later_exploratory,2,ATU5,TCN_DIRECT,RR_DIRECT,0.223277017559479,0.284040936752494,0.155877370152876,1.11402871697282,-0.037671232876712,0.695264657482362
later_exploratory,2,MJ3,TCN_DIRECT,RR_DIRECT,0.099346701946243,0.131232689019241,0.0726268141277124,0.612519592489497,-0.054794520547945,0.420817995153624
later_exploratory,2,MJ1,TCN_DIRECT,RR_DIRECT,0.109047750328788,0.138297273032574,0.0778508592044183,0.678389165049435,-0.01027397260274,0.506250266795627
later_exploratory,2,ATU1,TCN_BRES,B_ANCHOR,-0.211710782226674,-0.459367381359328,-0.170574538537991,-1.91433512596343,-0.02054794520548,-0.470569666995827
later_exploratory,2,ATU5,TCN_BRES,B_ANCHOR,-0.198619024821227,-0.407670404594046,-0.161059148354821,-1.62102801335865,0.075342465753424,-0.383787980400502
later_exploratory,2,MJ3,TCN_BRES,B_ANCHOR,-0.157226262473412,-0.189863950190422,-0.129103407963647,-0.891801222425037,-0.065068493150685,-0.950280864814495
later_exploratory,2,MJ1,TCN_BRES,B_ANCHOR,-0.175314803370647,-0.230204323168911,-0.141853420325545,-1.25966617990933,-0.0171232876712329,-1.04156423154109
later_exploratory,2,ATU1,TCN_BRES,DRIFT1,0.241106056319797,0.327062205868195,0.169605334810888,1.11621628010851,-0.0273972602739729,0.710214861061713
later_exploratory,2,ATU5,TCN_BRES,DRIFT1,0.142487834758774,0.167521727034809,0.0977895537921298,0.745239162854541,0.11986301369863,0.540359406340481
later_exploratory,2,MJ3,TCN_BRES,DRIFT1,0.100796767404262,0.161951363845186,0.0767355277316382,0.786754047090251,-0.0376712328767119,0.287451055436686
later_exploratory,2,MJ1,TCN_BRES,DRIFT1,0.120557756881083,0.185001463307594,0.0901522233110105,0.85570440103419,0.082191780821918,0.456303646824933
later_exploratory,2,ATU1,TCN_BRES,RR_DIRECT,0.274141328320621,0.383985298207945,0.193758846771895,1.33234063333542,-0.113013698630137,0.785453153598679
later_exploratory,2,ATU5,TCN_BRES,RR_DIRECT,0.162019087247843,0.205642986465086,0.112569196843919,0.895687549061422,-0.01027397260274,0.580912699576392
later_exploratory,2,MJ3,TCN_BRES,RR_DIRECT,0.108005190878557,0.172270691097179,0.0824759652634775,0.84664374695874,-0.154109589041096,0.317179576364981
later_exploratory,2,MJ1,TCN_BRES,RR_DIRECT,0.126407118889886,0.19362636225697,0.0948382128045869,0.901089881786831,-0.0171232876712329,0.48167680224633
later_exploratory,2,ATU1,TCN_BRES,TCN_DIRECT,-0.022782542816143,0.00602875876522901,-0.00892528860272801,-0.00793409541751999,-0.089041095890411,-0.174477248125066
later_exploratory,2,ATU5,TCN_BRES,TCN_DIRECT,-0.061257930311636,-0.078397950287408,-0.043308173308957,-0.218341167911397,0.027397260273972,-0.11435195790597
later_exploratory,2,MJ3,TCN_BRES,TCN_DIRECT,0.00865848893231409,0.041038002077938,0.00984915113576511,0.234124154469243,-0.099315068493151,-0.103638418788643
later_exploratory,2,MJ1,TCN_BRES,TCN_DIRECT,0.017359368561098,0.055329089224396,0.0169873536001686,0.222700716737396,-0.00684931506849296,-0.024573464549297
later_exploratory,3,ATU1,TCN_DIRECT,B_ANCHOR,-0.280361046587934,-0.702944800607679,-0.245496987435759,-3.06079726169102,0.0549828178694161,-0.44447139275557
later_exploratory,3,ATU5,TCN_DIRECT,B_ANCHOR,-0.194711320949479,-0.479912650787933,-0.173507391975641,-2.14276902702221,0.0687285223367701,-0.36869024637925
later_exploratory,3,MJ3,TCN_DIRECT,B_ANCHOR,-0.242067260812693,-0.337055864521805,-0.206210705542669,-1.72888310449216,0.00687285223367706,-1.26085025256299
later_exploratory,3,MJ1,TCN_DIRECT,B_ANCHOR,-0.219971357878495,-0.3051896447601,-0.184392655310159,-1.64137750290933,0.024054982817869,-1.27838098085623
later_exploratory,3,ATU1,TCN_DIRECT,DRIFT1,0.375164506756491,0.441972050691156,0.251476855082657,1.51957032221908,0.037800687285224,1.2519968547555
later_exploratory,3,ATU5,TCN_DIRECT,DRIFT1,0.304708871559427,0.359650298866155,0.209549939860142,1.4674340831683,0.109965635738832,1.00424752138355
later_exploratory,3,MJ3,TCN_DIRECT,DRIFT1,0.135396961142957,0.176701927228316,0.098312829101853,0.816183869994688,0.0549828178694161,0.575300003775674
later_exploratory,3,MJ1,TCN_DIRECT,DRIFT1,0.15375785876278,0.191299064898398,0.108652200807846,0.941127902640254,0.085910652920962,0.717320636526475
later_exploratory,3,ATU1,TCN_DIRECT,RR_DIRECT,0.439667937531494,0.553561701416762,0.298847101820839,1.95534846127492,-0.0412371134020619,1.39260508192498
later_exploratory,3,ATU5,TCN_DIRECT,RR_DIRECT,0.342705098270114,0.434486703045047,0.238510645681461,1.77124791448579,-0.0171821305841919,1.07757708317255
later_exploratory,3,MJ3,TCN_DIRECT,RR_DIRECT,0.149621183339633,0.197077801397693,0.109707905405561,0.937708130160642,-0.058419243986254,0.633770051418021
later_exploratory,3,MJ1,TCN_DIRECT,RR_DIRECT,0.165253064329158,0.208309704714666,0.117954433525962,1.03319318191373,-0.013745704467354,0.767727930429869
later_exploratory,3,ATU1,TCN_BRES,B_ANCHOR,-0.321954917293584,-0.696680714661415,-0.259433388277068,-2.94536416945813,-0.0171821305841929,-0.66247424788345
later_exploratory,3,ATU5,TCN_BRES,B_ANCHOR,-0.291471563020623,-0.602073309498931,-0.239350242503804,-2.48924609724222,0.106529209621993,-0.520382846604413
later_exploratory,3,MJ3,TCN_BRES,B_ANCHOR,-0.231326305610614,-0.280654615037348,-0.193617681851605,-1.38520379512748,-0.075601374570447,-1.42963683241759
later_exploratory,3,MJ1,TCN_BRES,B_ANCHOR,-0.226992195326783,-0.280588325910747,-0.185848794996271,-1.67547485756512,-0.017182130584192,-1.466022895223
later_exploratory,3,ATU1,TCN_BRES,DRIFT1,0.333570636050841,0.44823613663742,0.237540454241348,1.63500341445197,-0.034364261168385,1.03399399962762
later_exploratory,3,ATU5,TCN_BRES,DRIFT1,0.207948629488283,0.237489640155157,0.143707089331979,1.12095701294829,0.147766323024055,0.852554921158386
later_exploratory,3,MJ3,TCN_BRES,DRIFT1,0.146137916345036,0.233103176712773,0.110905852792917,1.15986317935937,-0.027491408934708,0.406513423921073
later_exploratory,3,MJ1,TCN_BRES,DRIFT1,0.146737021314492,0.215900383747751,0.107196061121734,0.907030547984464,0.044673539518901,0.529678722159707
later_exploratory,3,ATU1,TCN_BRES,RR_DIRECT,0.398074066825844,0.559825787363026,0.28491070097953,2.07078155350781,-0.113402061855671,1.1746022267971
later_exploratory,3,ATU5,TCN_BRES,RR_DIRECT,0.24594485619897,0.312326044334049,0.172667795153297,1.42477084426578,0.020618556701031,0.925884482947388
later_exploratory,3,MJ3,TCN_BRES,RR_DIRECT,0.160362138541712,0.25347905088215,0.122300929096625,1.28138743952533,-0.140893470790378,0.46498347156342
later_exploratory,3,MJ1,TCN_BRES,RR_DIRECT,0.15823222688087,0.232911023564019,0.11649829383985,0.999095827257937,-0.0549828178694151,0.580086016063101
later_exploratory,3,ATU1,TCN_BRES,TCN_DIRECT,-0.04159387070565,0.00626408594626393,-0.013936400841309,0.11543309223289,-0.072164948453609,-0.21800285512788
later_exploratory,3,ATU5,TCN_BRES,TCN_DIRECT,-0.096760242071144,-0.122160658710998,-0.065842850528163,-0.34647707022001,0.0378006872852229,-0.151692600225163
later_exploratory,3,MJ3,TCN_BRES,TCN_DIRECT,0.010740955202079,0.056401249484457,0.012593023691064,0.343679309364684,-0.0824742268041241,-0.168786579854601
later_exploratory,3,MJ1,TCN_BRES,TCN_DIRECT,-0.00702083744828802,0.024601318849353,-0.001456139686112,-0.0340973546557899,-0.041237113402061,-0.187641914366768
later_exploratory,4,ATU1,TCN_DIRECT,B_ANCHOR,-0.369224669998151,-0.941251403651891,-0.330441403231889,-4.3785747741635,0.051724137931035,-0.57565078278512
later_exploratory,4,ATU5,TCN_DIRECT,B_ANCHOR,-0.242034525168875,-0.617072235146746,-0.225174044183675,-2.90740710905343,0.072413793103449,-0.43873002002462
later_exploratory,4,MJ3,TCN_DIRECT,B_ANCHOR,-0.3172540357681,-0.44328096320305,-0.275386505701903,-2.37866533179428,0.00689655172413794,-1.68893026155494
later_exploratory,4,MJ1,TCN_DIRECT,B_ANCHOR,-0.239259887032865,-0.315266485180371,-0.206355975389379,-1.91913678080875,0.051724137931034,-1.53207865687187
later_exploratory,4,ATU1,TCN_DIRECT,DRIFT1,0.47378394399621,0.540769112103451,0.314735846954526,1.81284093608585,0.041379310344828,1.58653031626714
later_exploratory,4,ATU5,TCN_DIRECT,DRIFT1,0.407092461006897,0.472138597813719,0.278677541817457,1.98273045720813,0.117241379310345,1.38061137873274
later_exploratory,4,MJ3,TCN_DIRECT,DRIFT1,0.176521044642809,0.229303504486231,0.128257595974908,1.06941797566778,0.0620689655172419,0.753095850736874
later_exploratory,4,MJ1,TCN_DIRECT,DRIFT1,0.202854361904982,0.249268755654938,0.142576859225732,1.22969825997434,0.0896551724137931,0.950992650926679
later_exploratory,4,ATU1,TCN_DIRECT,RR_DIRECT,0.578619828601489,0.722985713618218,0.392064997904286,2.54358989583798,-0.051724137931034,1.80353312879106
later_exploratory,4,ATU5,TCN_DIRECT,RR_DIRECT,0.468601234694975,0.594428244057081,0.325867793768236,2.49319507520527,-0.0206896551724131,1.48920980099805
later_exploratory,4,MJ3,TCN_DIRECT,RR_DIRECT,0.199898804365063,0.262803252994879,0.147090573417621,1.27452524109219,-0.0448275862068961,0.848817678246693
later_exploratory,4,MJ1,TCN_DIRECT,RR_DIRECT,0.221655584813049,0.277188182172436,0.157940599292606,1.38517461918121,0.010344827586207,1.03428917614204
later_exploratory,4,ATU1,TCN_BRES,B_ANCHOR,-0.432169082555472,-0.93749853504876,-0.347649147599187,-4.04894696529526,-0.027586206896551,-0.79562672260275
later_exploratory,4,ATU5,TCN_BRES,B_ANCHOR,-0.377135527204074,-0.788094210050357,-0.314863206465634,-3.38955113178446,0.093103448275862,-0.61002979920941
later_exploratory,4,MJ3,TCN_BRES,B_ANCHOR,-0.306109232909112,-0.37488606376226,-0.261043525840871,-1.93691551248096,-0.06896551724138,-1.93021232321645
later_exploratory,4,MJ1,TCN_BRES,B_ANCHOR,-0.269006883892971,-0.317222176633905,-0.222202660483357,-2.07135337733988,-0.072413793103449,-1.87319216999366
later_exploratory,4,ATU1,TCN_BRES,DRIFT1,0.410839531438889,0.544521980706582,0.297528102587228,2.14246874495409,-0.037931034482758,1.36655437644951
later_exploratory,4,ATU5,TCN_BRES,DRIFT1,0.271991458971698,0.301116622910108,0.188988379535498,1.5005864344771,0.137931034482758,1.20931159954795
later_exploratory,4,MJ3,TCN_BRES,DRIFT1,0.187665847501797,0.297698403927021,0.14260057583594,1.5111677949811,-0.013793103448276,0.511813789075363
later_exploratory,4,MJ1,TCN_BRES,DRIFT1,0.173107365044876,0.247313064201404,0.126730174131754,1.07748166344321,-0.0344827586206899,0.609879137804891
later_exploratory,4,ATU1,TCN_BRES,RR_DIRECT,0.515675416044168,0.726738582221348,0.374857253536988,2.87321770470622,-0.13103448275862,1.58355718897343
later_exploratory,4,ATU5,TCN_BRES,RR_DIRECT,0.333500232659776,0.42340626915347,0.236178631486277,2.01105105247424,0,1.31791002181326
later_exploratory,4,MJ3,TCN_BRES,RR_DIRECT,0.211043607224051,0.331198152435669,0.161433553278653,1.71627506040551,-0.120689655172414,0.607535616585182
later_exploratory,4,MJ1,TCN_BRES,RR_DIRECT,0.191908587952943,0.275232490718902,0.142093914198628,1.23295802265008,-0.113793103448276,0.693175663020255
later_exploratory,4,ATU1,TCN_BRES,TCN_DIRECT,-0.062944412557321,0.00375286860313095,-0.017207744367298,0.32962780886824,-0.079310344827586,-0.21997593981763
later_exploratory,4,ATU5,TCN_BRES,TCN_DIRECT,-0.135101002035199,-0.171021974903611,-0.089689162281959,-0.48214402273103,0.0206896551724131,-0.17129977918479
later_exploratory,4,MJ3,TCN_BRES,TCN_DIRECT,0.011144802858988,0.06839489944079,0.014342979861032,0.44174981931332,-0.0758620689655179,-0.241282061661511
later_exploratory,4,MJ1,TCN_BRES,TCN_DIRECT,-0.029746996860106,-0.00195569145353397,-0.015846685093978,-0.15221659653113,-0.124137931034483,-0.341113513121787
later_exploratory,5,ATU1,TCN_DIRECT,B_ANCHOR,-0.453079614431762,-1.17521029642636,-0.414049586819108,-5.82253204993413,0.069204152249135,-0.67618144455424
later_exploratory,5,ATU5,TCN_DIRECT,B_ANCHOR,-0.277139568095053,-0.740298970211846,-0.272526741341561,-3.70923949876541,0.0761245674740491,-0.47545031934334
later_exploratory,5,MJ3,TCN_DIRECT,B_ANCHOR,-0.393388367108855,-0.551604203009198,-0.347717134870076,-3.07153873775807,0.013840830449827,-2.13403853445307
later_exploratory,5,MJ1,TCN_DIRECT,B_ANCHOR,-0.25601917029308,-0.330187583987633,-0.230847690554224,-2.27160146998426,0.038062283737024,-1.80427333400164
later_exploratory,5,ATU1,TCN_DIRECT,DRIFT1,0.562426489768935,0.622252046687424,0.370620609717254,2.01792310413486,0.0622837370242211,1.9040913357877
later_exploratory,5,ATU5,TCN_DIRECT,DRIFT1,0.513117378946716,0.583968338037091,0.348812703483875,2.49640046301279,0.131487889273356,1.79229784711859
later_exploratory,5,MJ3,TCN_DIRECT,DRIFT1,0.214655576069586,0.277432541030413,0.156019695037582,1.3094571488695,0.065743944636679,0.925035145481056
later_exploratory,5,MJ1,TCN_DIRECT,DRIFT1,0.249532952234332,0.301051481928391,0.174085665435416,1.47697160581291,0.079584775086505,1.18127752244823
later_exploratory,5,ATU1,TCN_DIRECT,RR_DIRECT,0.715628195316302,0.889973124886731,0.484123802551167,3.1183459022214,-0.0242214532871979,2.20199017217272
later_exploratory,5,ATU5,TCN_DIRECT,RR_DIRECT,0.602649175380443,0.763693407668155,0.41792278794335,3.26726678169362,-0.017301038062284,1.93398191354784
later_exploratory,5,MJ3,TCN_DIRECT,RR_DIRECT,0.249202101512734,0.326965248049381,0.184011752298434,1.62087458999876,-0.038062283737024,1.06594400244209
later_exploratory,5,MJ1,TCN_DIRECT,RR_DIRECT,0.277186380324838,0.342251016483154,0.196896106608962,1.71310019681069,0.024221453287197,1.30500484187209
later_exploratory,5,ATU1,TCN_BRES,B_ANCHOR,-0.54215579893274,-1.17961991695524,-0.433966956327295,-5.19069477658838,-0.034602076124567,-0.86215434935139
later_exploratory,5,ATU5,TCN_BRES,B_ANCHOR,-0.456843098158251,-0.964516609567748,-0.386419545433556,-4.29307390053042,0.100346020761246,-0.64485160223237
later_exploratory,5,MJ3,TCN_BRES,B_ANCHOR,-0.381649007954439,-0.473320768356099,-0.331790892838532,-2.54945171809288,-0.0415224913494809,-2.45205711045486
later_exploratory,5,MJ1,TCN_BRES,B_ANCHOR,-0.301269193568938,-0.348167474428088,-0.255295921758097,-2.47105155726642,-0.117647058823529,-2.27058391657243
later_exploratory,5,ATU1,TCN_BRES,DRIFT1,0.473350305267957,0.617842426158535,0.350703240209067,2.64976037748061,-0.0415224913494809,1.71811843099055
later_exploratory,5,ATU5,TCN_BRES,DRIFT1,0.333413848883518,0.359750698681189,0.23491989939188,1.91256606124778,0.155709342560553,1.62289656422956
later_exploratory,5,MJ3,TCN_BRES,DRIFT1,0.226394935224003,0.355715975683512,0.171945937069126,1.8315441685347,0.0103806228373711,0.607016569479267
later_exploratory,5,MJ1,TCN_BRES,DRIFT1,0.204282928958474,0.283071591487936,0.149637434231543,1.27752151853075,-0.0761245674740481,0.714966939877435
later_exploratory,5,ATU1,TCN_BRES,RR_DIRECT,0.626552010815324,0.885563504357842,0.46420643304298,3.75018317556715,-0.1280276816609,2.01601726737556
later_exploratory,5,ATU5,TCN_BRES,RR_DIRECT,0.422945645317245,0.539475768312253,0.304029983851355,2.68343237992861,0.00692041522491293,1.76458063065881
later_exploratory,5,MJ3,TCN_BRES,RR_DIRECT,0.26094146066715,0.40524868270248,0.199937994329977,2.14296160966395,-0.0934256055363319,0.747925426440298
later_exploratory,5,MJ1,TCN_BRES,RR_DIRECT,0.23193635704898,0.324271126042699,0.172447875405089,1.51365010952853,-0.131487889273356,0.838694259301293
later_exploratory,5,ATU1,TCN_BRES,TCN_DIRECT,-0.089076184500978,-0.00440962052888894,-0.019917369508187,0.63183727334575,-0.103806228373702,-0.18597290479715
later_exploratory,5,ATU5,TCN_BRES,TCN_DIRECT,-0.179703530063198,-0.224217639355902,-0.113892804091995,-0.58383440176501,0.0242214532871969,-0.16940128288903
later_exploratory,5,MJ3,TCN_BRES,TCN_DIRECT,0.011739359154416,0.078283434653099,0.015926242031544,0.52208701966519,-0.0553633217993079,-0.318018576001789
later_exploratory,5,MJ1,TCN_BRES,TCN_DIRECT,-0.045250023275858,-0.017979890440455,-0.024448231203873,-0.19945008728216,-0.155709342560553,-0.466310582570793
later_exploratory,6,ATU1,TCN_DIRECT,B_ANCHOR,-0.532241899235629,-1.40354840309323,-0.4958144360755,-7.36797308736786,0.090277777777778,-0.72965144996915
later_exploratory,6,ATU5,TCN_DIRECT,B_ANCHOR,-0.299531297692353,-0.849263865670203,-0.315057198644818,-4.55637395439841,0.09375,-0.47049526361097
later_exploratory,6,MJ3,TCN_DIRECT,B_ANCHOR,-0.469101574961062,-0.659210830267293,-0.421960210153417,-3.80103639000504,0.017361111111111,-2.5957948748013
later_exploratory,6,MJ1,TCN_DIRECT,B_ANCHOR,-0.275047374056995,-0.352974613949185,-0.259476309885492,-2.68469489909131,0.034722222222222,-2.09515086433257
later_exploratory,6,ATU1,TCN_DIRECT,DRIFT1,0.640661917530675,0.687377454876585,0.419242618355135,2.1473925049243,0.09375,2.22259854712957
later_exploratory,6,ATU5,TCN_DIRECT,DRIFT1,0.623056112034179,0.696009205026822,0.420637637153394,3.0079506327123,0.142361111111111,2.25165318233353
later_exploratory,6,MJ3,TCN_DIRECT,DRIFT1,0.250900730498873,0.323109331474608,0.182560834143958,1.54002035284448,0.069444444444444,1.09195955451349
later_exploratory,6,MJ1,TCN_DIRECT,DRIFT1,0.294408647005309,0.348436534799196,0.203786888508777,1.69581518735343,0.072916666666667,1.4081554746824
later_exploratory,6,ATU1,TCN_DIRECT,RR_DIRECT,0.849463786724911,1.05444453787781,0.57460021823751,3.69011975811226,-0.00694444444444398,2.5992036748229
later_exploratory,6,ATU5,TCN_DIRECT,RR_DIRECT,0.744594774432884,0.942463516791888,0.515052025827582,4.09175107066124,-0.0173611111111109,2.42011770331558
later_exploratory,6,MJ3,TCN_DIRECT,RR_DIRECT,0.298499317627577,0.391423606474516,0.221369211002557,1.98079845055993,-0.041666666666667,1.28544632813499
later_exploratory,6,MJ1,TCN_DIRECT,RR_DIRECT,0.332293712414828,0.40513516282946,0.235364067291206,2.03007024103537,0.0173611111111109,1.57953261148981
later_exploratory,6,ATU1,TCN_BRES,B_ANCHOR,-0.651918750715868,-1.41910122307355,-0.516184154757764,-6.34684205438026,-0.055555555555556,-0.8528393489192
