phase,model,horizon,n_per_point,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95,pooled_rmse,role,limitation
later_exploratory,CL_DIRECT,3,291,0.288966458341919,0.42980195260962,0.223042661124588,0.689003436426117,0.887639187676827,1.57714154098621,0.79639175257732,1.13927256345245,2.01829190368152,0.884020618556701,1.3575269898513,2.56954551312876,0.467882105745277,historical_only_excluded_from_selection_and_gates,v4_inputs_and_separately_selected_checkpoints
later_exploratory,CL_DIRECT,4,290,0.387522121164961,0.575677421541981,0.301145449221127,0.689655172413793,1.19868345154742,2.13833259239849,0.791379310344828,1.53849355410573,2.7631441294898,0.880172413793104,1.83322814084248,3.55850691750433,0.626439825318214,historical_only_excluded_from_selection_and_gates,v4_inputs_and_separately_selected_checkpoints
later_exploratory,CL_DIRECT,5,289,0.485959399287224,0.717314448521501,0.378678916409544,0.688581314878893,1.51644821888029,2.69293103165986,0.788927335640138,1.94634021757007,3.50705999223378,0.876297577854671,2.31920741492929,4.53859957855854,0.781093199106413,historical_only_excluded_from_selection_and_gates,v4_inputs_and_separately_selected_checkpoints
later_exploratory,CL_DIRECT,6,288,0.583696468259461,0.853425328922968,0.454706019686479,0.694444444444444,1.83782393416972,3.23534439046772,0.7890625,2.35882148256178,4.23101813463844,0.879340277777778,2.81070915735462,5.50014089717108,0.930937139707451,historical_only_excluded_from_selection_and_gates,v4_inputs_and_separately_selected_checkpoints
later_exploratory,CL_DIRECT,7,287,0.681028614806545,0.982854778153963,0.528578831545052,0.692508710801394,2.16239596420083,3.76134714160819,0.793554006968641,2.77540517311098,4.93068919533927,0.888501742160279,3.30709924133825,6.43056003551461,1.07517848823393,historical_only_excluded_from_selection_and_gates,v4_inputs_and_separately_selected_checkpoints
later_exploratory,CL_BRES,1,293,0.109075298050193,0.152941743578232,0.0807683382810691,0.782423208191126,0.360596163917265,0.555526153372566,0.866894197952218,0.462820165829263,0.701766934933134,0.918088737201365,0.551484242415794,0.879658449650404,0.159140177759564,historical_only_excluded_from_selection_and_gates,v4_inputs_and_separately_selected_checkpoints
later_exploratory,CL_BRES,2,292,0.208626725146063,0.287039682243398,0.15432906194869,0.780821917808219,0.694437392776069,1.06085470703877,0.85958904109589,0.891300744276363,1.33640742297713,0.915239726027397,1.062050342688,1.65400576011187,0.292875806947167,historical_only_excluded_from_selection_and_gates,v4_inputs_and_separately_selected_checkpoints
later_exploratory,CL_BRES,3,291,0.303635255220521,0.412712711366534,0.225283340135617,0.783505154639175,1.02247180574485,1.55665217854774,0.851374570446735,1.31232835521554,1.95965933224137,0.911512027491409,1.56373568442089,2.4146578216228,0.418257739906761,historical_only_excluded_from_selection_and_gates,v4_inputs_and_separately_selected_checkpoints
later_exploratory,CL_BRES,4,290,0.397895715456296,0.536773042962595,0.296677259088475,0.782758620689655,1.35561033728149,2.06351777518497,0.845689655172414,1.73990703141376,2.60626150111833,0.896551724137931,2.07322710187852,3.20496176405476,0.543945985351432,historical_only_excluded_from_selection_and_gates,v4_inputs_and_separately_selected_checkpoints
later_exploratory,CL_BRES,5,289,0.492571514146036,0.66176940192842,0.369459538915645,0.785467128027682,1.69702902639791,2.58874772965179,0.843425605536332,2.17811317481114,3.29278837958915,0.887543252595156,2.59538192756648,4.0546839186929,0.672336950772979,historical_only_excluded_from_selection_and_gates,v4_inputs_and_separately_selected_checkpoints
