phase,horizon,candidate,reference,mae_difference,mae_ratio,rmse_difference,rmse_ratio,crps_difference,crps_ratio,interval_score90_difference,interval_score90_ratio,coverage90_difference,coverage90_ratio,width90_difference,width90_ratio,mean_win,probability_score_win,candidate_average_coverage_pass
development,3,TCN_BRES,DRIFT1,0.27643538307772,19.8720865230381,0.342830535482376,18.8047804859892,0.219783653131092,21.0200157665453,1.94182069983335,21.405386389817,0.043449197860963,1.05090054815975,1.65496137762402,26.6033391866802,False,False,True
development,3,TCN_BRES,RR_DIRECT,0.284408345103756,43.6087439123554,0.353051230567901,40.0790834914948,0.225695663517581,45.5494281818786,1.99600487683935,49.7091994015897,0.028074866310161,1.03230769230769,1.68893452432157,56.0763150152786,False,False,True
development,3,TCN_BRES,TCN_DIRECT,-0.095755369880179,0.752466867101094,-0.280937702620028,0.563098658717542,-0.096473820050158,0.705185500258477,-1.34243215993114,0.602761971819815,-0.00735294117647001,0.991869918699188,-0.69102247695694,0.713342707395728,True,True,True
development,4,TCN_DIRECT,B_ANCHOR,-0.357695928662956,0.596951052096977,-1.06732218025027,0.45605043524702,-0.332446069048378,0.576720178015218,-4.36765690170905,0.523326865992447,-0.00536193029490595,0.994052044609666,-1.33611762586209,0.71280510479226,True,True,True
development,4,TCN_DIRECT,DRIFT1,0.505395831072811,21.72704668278,0.862810516366146,27.9304096072578,0.434615134790966,24.692818247006,4.63395050290285,29.7492926032945,0.044906166219839,1.05275590551181,3.2083699524761,30.7580322151129,False,False,True
development,4,TCN_DIRECT,RR_DIRECT,0.51609854688778,38.7246204146062,0.876099991497713,47.7277086198158,0.442502625933974,43.3194023652811,4.70813140902124,55.1139979999635,0.03485254691689,1.04046692607004,3.25358043714366,52.970164712921,False,False,True
development,4,TCN_BRES,B_ANCHOR,-0.461483021050866,0.480004575939914,-1.41697557677334,0.277853245708126,-0.445411646625147,0.432889180993729,-6.04593261369217,0.340164827086251,-0.00737265415549593,0.99182156133829,-2.15160117837285,0.537519105360997,True,True,True
development,4,TCN_BRES,DRIFT1,0.401608738684901,17.4705812021926,0.51315711984308,17.0168787562509,0.321649557214197,18.5345584823484,2.95567479091973,19.3371745880977,0.042895442359249,1.0503937007874,2.39288639996534,23.194320365804,False,False,True
development,4,TCN_BRES,RR_DIRECT,0.41231145449987,31.1382230339506,0.526446594974647,29.0785793089849,0.329537048357205,32.5157699104288,3.02985569703812,35.8243476839963,0.0328418230563,1.03813229571984,2.4380968846329,39.9442643660808,False,False,True
development,4,TCN_BRES,TCN_DIRECT,-0.10378709238791,0.804093692864345,-0.349653396523066,0.609259906873297,-0.112965577576769,0.750605228489693,-1.67827571198312,0.650004517618555,-0.00201072386058998,0.997756170531039,-0.81548355251076,0.754089865163987,True,True,True
development,5,TCN_DIRECT,B_ANCHOR,-0.431211728115973,0.612439762173446,-1.32058782904706,0.468724110619864,-0.409635723617919,0.589039690087734,-5.49970473833703,0.535757699727978,-0.0067204301075261,0.992531740104556,-1.59055809822042,0.728608471837246,True,True,True
development,5,TCN_DIRECT,DRIFT1,0.644913075310756,18.6656111041841,1.11714390048176,24.2934756718628,0.559563100627029,21.2901790156632,6.10129326803035,25.8396043109266,0.043010752688172,1.05059288537549,4.10837149419258,26.3883480376627,False,False,True
development,5,TCN_DIRECT,RR_DIRECT,0.656955427573184,27.8535899996613,1.13149397773413,34.6659552313839,0.568390339951198,31.3128783657307,6.1893714900609,40.2852716024013,0.0356182795698929,1.04153605015674,4.15892841373756,38.3788473122248,False,False,True
development,5,TCN_BRES,B_ANCHOR,-0.528258878406299,0.525216678489617,-1.70178527369513,0.315367395541718,-0.523407669115457,0.474899854899433,-7.28407393988857,0.385135129594637,-0.00940860215053707,0.989544436146379,-2.42881358080638,0.585579784822078,True,True,True
development,5,TCN_BRES,DRIFT1,0.54786592502043,16.0072726684622,0.735946455833693,16.3451590769668,0.445791155129491,17.1647226756749,4.31692406647881,18.575074814633,0.040322580645161,1.04743083003953,3.27011601160662,21.2082123156486,False,False,True
development,5,TCN_BRES,RR_DIRECT,0.559908277282858,23.8867084196448,0.750296533086067,23.3239804985275,0.45461839445366,25.2452961024651,4.40500228850936,28.9594966292105,0.032930107526882,1.0384012539185,3.3206729311516,30.844929779834,False,False,True
development,5,TCN_BRES,TCN_DIRECT,-0.0970471502903261,0.857580958861506,-0.381197444648067,0.672820937511963,-0.113771945497538,0.806227259199969,-1.78436920155154,0.718860652474398,-0.00268817204301097,0.99699021820918,-0.83825548258596,0.803696096677946,True,True,True
development,6,TCN_DIRECT,B_ANCHOR,-0.495482582409754,0.629893063920927,-1.56503728325251,0.481432203385675,-0.482661398663423,0.602007599912978,-6.62310675947125,0.547543137326534,-0.00741239892183299,0.991716867469879,-1.80261496432142,0.745250779305535,True,True,True
development,6,TCN_DIRECT,DRIFT1,0.792281465939595,16.5376287605069,1.38598151474031,21.6922915474889,0.691394559891194,18.8727519338236,7.66579477001649,22.9528276750946,0.0384097035040429,1.0452380952381,5.046774819796,23.2670733919328,False,False,True
development,6,TCN_DIRECT,RR_DIRECT,0.803708543545465,21.3141035864182,1.39929663151979,27.0744390826166,0.699915585715361,24.2042456706537,7.76417558913658,31.9560162803345,0.03167115902965,1.03700787401575,5.09598702310426,29.7202676506234,False,False,True
development,6,TCN_BRES,B_ANCHOR,-0.572583263330691,0.572301742251299,-1.94959266569801,0.354011572909381,-0.58586904832863,0.516904750769991,-8.39445853115576,0.426533421733267,0,1,-2.60069242118265,0.632464846528285,True,True,True
development,6,TCN_BRES,DRIFT1,0.715180785018658,15.0255881425794,1.00142613229481,15.9509941311165,0.588186910225987,16.2048039528191,5.89444299833198,17.8801403201108,0.0458221024258759,1.05396825396825,4.24869736293477,19.7458445004297,False,False,True
development,6,TCN_BRES,RR_DIRECT,0.726607862624528,19.3653483673906,1.01474124907429,19.9086490223796,0.596707936050154,20.7826106809506,5.99282381745207,24.8935801397625,0.039083557951483,1.04566929133858,4.29790956624303,25.2224151123293,False,False,True
development,6,TCN_BRES,TCN_DIRECT,-0.077100680920937,0.908569684334771,-0.3845553824455,0.735330063962884,-0.103207649665207,0.858634925613416,-1.77135177168451,0.778995101309979,0.00741239892183299,1.0083523158694,-0.79807745686123,0.848660429604181,True,True,True
development,7,TCN_DIRECT,B_ANCHOR,-0.54861273090283,0.649604246637358,-1.79945121401042,0.494114928426575,-0.549878291272499,0.616088672385842,-7.74176862990168,0.55801938214164,-0.00337837837837796,0.996220710506425,-1.96462877252483,0.763189796381977,True,True,True
development,7,TCN_DIRECT,DRIFT1,0.94926713814076,14.9979536060153,1.6685268866415,19.7353868772616,0.830767555560868,17.081567022185,9.30210339202996,20.6990935089791,0.045945945945946,1.0544,6.02931666454574,20.9467063304767,False,False,True
development,7,TCN_DIRECT,RR_DIRECT,0.957722075467946,17.1341942968122,1.67832012054931,22.1737269689231,0.837604416872868,19.687036253514,9.40678123399953,26.5944636256057,0.037837837837838,1.04437400950872,6.06881520178662,24.0952986014752,False,False,True
development,7,TCN_BRES,B_ANCHOR,-0.593250758114415,0.621094198852492,-2.15908326735436,0.393010499682144,-0.63103361638471,0.559428045659359,-9.33869652404243,0.466850140193299,-0.00337837837837796,0.996220710506425,-2.65764585773005,0.679655685839909,True,True,True
development,7,TCN_BRES,DRIFT1,0.904629110929175,14.3397184171351,1.30889483329756,15.6971866499791,0.749612230448657,15.5106043729297,7.70517549788921,17.3172743022899,0.045945945945946,1.0544,5.33629957934052,18.6540073316204,False,False,True
development,7,TCN_BRES,RR_DIRECT,0.913084048256361,16.3822030641718,1.31868806720537,17.6366003423976,0.756449091760657,17.8764530330965,7.80985333985878,22.2494584763871,0.037837837837838,1.04437400950872,5.3757981165814,21.4579738541297,False,False,True
development,7,TCN_BRES,TCN_DIRECT,-0.0446380272115849,0.956111666553218,-0.35963205334394,0.795382768404952,-0.081155325112211,0.908031701821328,-1.59692789414075,0.83661993675123,0,1,-0.69301708520522,0.890546085733752,True,True,True
later_exploratory,1,TCN_DIRECT,B_ANCHOR,-0.0958792780270171,0.486735301892654,-0.181054704819349,0.393309176921394,-0.0792920026155918,0.445585632529508,-0.795085876866537,0.369398084237317,0.0358361774744029,1.04416403785489,-0.340339104245775,0.488824193963107,True,True,False
later_exploratory,1,TCN_DIRECT,DRIFT1,0.0850620623421175,15.5121183407658,0.107283579961667,11.6309219938269,0.0593189731820901,14.4558640959065,0.424533060335312,11.2998239415053,0.073378839590444,1.09481808158765,0.308847413278332,19.5939929092787,False,False,False
later_exploratory,1,TCN_DIRECT,RR_DIRECT,0.0906497165284241,332.084583509041,0.116955272757652,279.491065227784,0.0634982737239475,278.151903692793,0.463385282166197,196.910998258841,-0.0375426621160411,0.957569913211186,0.323825537764087,199.429858363307,False,False,False
later_exploratory,1,TCN_BRES,B_ANCHOR,-0.0982100806017477,0.474257958461576,-0.170822465817288,0.427596082132122,-0.0787635870830751,0.449280345155725,-0.732165186172944,0.419302011909713,-0.00767918088737207,0.990536277602524,-0.377000164687514,0.433760738463325,True,True,False
later_exploratory,1,TCN_BRES,DRIFT1,0.0827312597673869,15.1144688850377,0.117515818963728,12.6448528739482,0.0598473887146068,14.5757294140381,0.487453751028905,12.8263765164922,0.029863481228669,1.03858875413451,0.272186352836593,17.3868334234196,False,False,False
later_exploratory,1,TCN_BRES,RR_DIRECT,0.0883189139536935,323.571674376507,0.127187511759713,303.855825124108,0.0640266892564642,280.458287192516,0.526305972859789,223.512739400236,-0.0810580204778161,0.908389585342333,0.287164477322348,176.965141463176,False,False,False
later_exploratory,1,TCN_BRES,TCN_DIRECT,-0.00233080257473059,0.974365238390229,0.010232239002061,1.08717545183946,0.000528415532516702,1.0082918127437,0.062920690693593,1.1350952530667,-0.043515358361775,0.948640483383685,-0.036661060441739,0.88735529832646,False,False,False
later_exploratory,2,TCN_DIRECT,B_ANCHOR,-0.171212064314398,0.516994979388499,-0.327775989773216,0.417138111253959,-0.144298389501563,0.470444052165037,-1.47934503738354,0.390045471087456,0.035102739726027,1.04320337197049,-0.607290413595736,0.517782640830326,True,True,False
later_exploratory,2,TCN_DIRECT,DRIFT1,0.16574275774957,10.4613819860254,0.204384715068907,7.76871819889716,0.114919899205354,9.65939423198828,0.818341070802444,7.41079498742309,0.0761986301369859,1.09877913429523,0.602842514758197,13.2434968883968,False,False,False
later_exploratory,2,TCN_DIRECT,RR_DIRECT,0.182148835242818,164.841297270567,0.232881859561756,138.123349318308,0.127259794714907,137.6578918267,0.936303050816175,97.6406408620994,-0.031678082191781,0.963972736124635,0.645565830288839,100.097412169345,False,False,False
later_exploratory,2,TCN_BRES,B_ANCHOR,-0.18571771822299,0.476073192170064,-0.321776514828177,0.427806572053572,-0.150647628795501,0.447143186202872,-1.42170763541411,0.413810173356094,-0.00684931506849296,0.991570073761855,-0.71155068593798,0.434995045193001,True,True,False
later_exploratory,2,TCN_BRES,DRIFT1,0.151237103840978,9.63333052573995,0.210384190013946,7.96740602753748,0.108570659911416,9.18096911588899,0.875978472771875,7.86232012873293,0.034246575342466,1.04439511653718,0.498582242415953,11.126011328312,False,False,False
later_exploratory,2,TCN_BRES,RR_DIRECT,0.167643181334226,151.793587407513,0.238881334506795,141.655904838791,0.120910555420969,130.839763143115,0.993940452785606,103.589692784014,-0.0736301369863009,0.916260954235638,0.541305557946595,84.0929666171927,False,False,False
later_exploratory,2,TCN_BRES,TCN_DIRECT,-0.014505653908592,0.920846838267487,0.00599947494503902,1.02557536823366,-0.00634923929393801,0.950470484524286,0.057637401969431,1.06092803026883,-0.0419520547945199,0.950505050505051,-0.104260272342244,0.840111295534038,False,False,False
later_exploratory,3,TCN_DIRECT,B_ANCHOR,-0.23427774655715,0.541922203876116,-0.456275740169378,0.435946271561372,-0.202401935066057,0.488930331137441,-2.14345672402868,0.40336939199052,0.038659793814433,1.04812834224599,-0.838098218138509,0.540156885380998,True,True,False
later_exploratory,3,TCN_DIRECT,DRIFT1,0.242257049555414,7.94110571965983,0.292405835421007,5.85394175677632,0.166997956213124,7.2696319385336,1.18607904450558,5.50865909860613,0.072164948453609,1.09375,0.887216254110301,10.122129481281,False,False,False
later_exploratory,3,TCN_DIRECT,RR_DIRECT,0.2743118208676,97.3503791542939,0.348358977643542,82.2449623328459,0.191255021608456,81.3950262523522,1.42437442195876,58.500442190241,-0.032646048109965,0.962671905697447,0.967920036736355,59.4634287210652,False,False,False
later_exploratory,3,TCN_BRES,B_ANCHOR,-0.267936245312901,0.476110528813279,-0.464999241277109,0.425162171308688,-0.219562526907187,0.445599431228458,-2.12382222984823,0.408834648214038,-0.000859106529210063,0.998930481283422,-1.01962920553211,0.440555462974511,True,True,False
later_exploratory,3,TCN_BRES,DRIFT1,0.208598550799663,6.97672842431401,0.283682334313276,5.70913149253815,0.149837364371994,6.62536899585435,1.20571353868603,5.58329597988592,0.032646048109966,1.04241071428571,0.705685266716696,8.25567452827764,False,False,False
later_exploratory,3,TCN_BRES,RR_DIRECT,0.240653322111849,85.5280336694224,0.339635476535811,80.2104503369089,0.174094429767326,74.1814837269279,1.44400891613921,59.2930653096628,-0.072164948453608,0.917485265225933,0.78638904934275,48.4987585630474,False,False,False
later_exploratory,3,TCN_BRES,TCN_DIRECT,-0.033658498755751,0.878558814176431,-0.00872350110773101,0.975262776731499,-0.01716059184113,0.911376126311946,0.01963449418045,1.01354901073815,-0.039518900343643,0.953061224489795,-0.181530987393605,0.815606493035382,True,False,False
later_exploratory,4,TCN_DIRECT,B_ANCHOR,-0.291943279491998,0.560975581659933,-0.579217771795513,0.449544285706518,-0.259339482126712,0.501224481829855,-2.89594599895499,0.405425280667443,0.0456896551724131,1.05723542116631,-1.05884743030914,0.55634988526693,True,True,False
later_exploratory,4,TCN_DIRECT,DRIFT1,0.315062952887724,6.43440237678226,0.372869992514585,4.72261004363872,0.216061960993155,5.84978145428871,1.52367190723403,4.37843342169376,0.077586206896551,1.10123734533183,1.16780754916585,8.29800811704918,False,False,False
later_exploratory,4,TCN_DIRECT,RR_DIRECT,0.367193863118644,63.8247859911919,0.464351348210654,54.4829216057316,0.255740991095687,53.4937673946981,1.92412120782916,39.0635455780728,-0.026724137931035,0.969306930693069,1.29396244604446,39.2123639637131,False,False,False
later_exploratory,4,TCN_BRES,B_ANCHOR,-0.346105181640407,0.479526891940913,-0.604425246373819,0.425588531756629,-0.286439635097262,0.449104022848711,-2.86169174672514,0.412458116367024,-0.01896551724138,0.976241900647947,-1.30226525375557,0.454359416943695,True,True,False
later_exploratory,4,TCN_BRES,DRIFT1,0.260901050739315,5.50018409732859,0.347662517936279,4.4709469977413,0.188961808022605,5.24148456259696,1.55792615946388,4.45438527853316,0.012931034482758,1.01687289088864,0.924389725719425,6.77681119327917,False,False,False
later_exploratory,4,TCN_BRES,RR_DIRECT,0.313031960970235,54.5579919264713,0.439143873632348,51.579582588961,0.228640838125137,47.9311506225417,1.95837546005901,39.7411735183961,-0.091379310344828,0.895049504950495,1.05054462259803,32.0239246908238,False,False,False
later_exploratory,4,TCN_BRES,TCN_DIRECT,-0.054161902148409,0.854808850185578,-0.025207474578306,0.946711025561721,-0.02710015297055,0.896013740608073,0.0342542522298499,1.01734681095368,-0.064655172413793,0.923391215526047,-0.24341782344643,0.816679267805904,True,False,False
later_exploratory,5,TCN_DIRECT,B_ANCHOR,-0.344906679982188,0.577587755218947,-0.699325263408762,0.460148956169369,-0.316285288396242,0.510190180447667,-3.71872793911047,0.40393176716318,0.049307958477508,1.06168831168831,-1.27248590808807,0.570102515369063,True,True,False
later_exploratory,5,TCN_DIRECT,DRIFT1,0.384933099254892,5.4410069397471,0.446176101920829,3.97643708548336,0.262384668418532,4.9126357770964,1.82518808045752,3.62675139094247,0.0847750865051901,1.11098527746319,1.4506754627089,7.12580461751763,False,False,False
later_exploratory,5,TCN_DIRECT,RR_DIRECT,0.461166463133579,45.157709731056,0.580720699271855,38.8118868181412,0.320738612350478,37.8372792643267,2.42989686768111,27.9577109987107,-0.013840830449827,0.9839518555667,1.62673023250869,27.7734443543415,False,False,False
later_exploratory,5,TCN_BRES,B_ANCHOR,-0.420479274653593,0.485032895566112,-0.741406192326799,0.427664167487444,-0.35186832908937,0.45508511113066,-3.62606798811953,0.418784064547196,-0.023356401384083,0.970779220779221,-1.55741174465277,0.473842981438686,True,True,False
later_exploratory,5,TCN_BRES,DRIFT1,0.309360504583487,4.56911928435956,0.404095173002792,3.69571555673268,0.226801627725404,4.38202749532083,1.91784803144846,3.76010458218679,0.012110726643599,1.0158550396376,1.1657496261442,5.92264095331746,False,False,False
later_exploratory,5,TCN_BRES,RR_DIRECT,0.385593868462174,37.9214664959185,0.538639770353818,36.0719133275352,0.28515557165735,33.7505171576979,2.52255681867205,28.9856970886521,-0.086505190311418,0.899699097291876,1.34180439594399,23.0840091437996,False,False,False
later_exploratory,5,TCN_BRES,TCN_DIRECT,-0.075572594671405,0.839756194939156,-0.0420809289180371,0.92940375448778,-0.035583040693128,0.891991121293917,0.09265995099094,1.03676932242374,-0.072664359861591,0.914373088685016,-0.2849258365647,0.831153991895542,True,False,False
later_exploratory,6,TCN_DIRECT,B_ANCHOR,-0.393980536486509,0.592651531216602,-0.816249428244983,0.469754696848664,-0.373077038689808,0.517888475847909,-4.60251958271565,0.402062674623991,0.059027777777778,1.07431693989071,-1.4727731131785,0.584347529064922,True,True,True
later_exploratory,6,TCN_DIRECT,DRIFT1,0.452256851767259,4.73933902671577,0.513733131544304,3.45337869416008,0.306556994540316,4.25412467324319,2.09779466945862,3.10407845035222,0.094618055555555,1.12471395881007,1.74359168966475,6.33346681853602,False,False,True
later_exploratory,6,TCN_DIRECT,RR_DIRECT,0.55621289780005,33.7383940619438,0.698366705993419,29.200149464848,0.386596380589714,28.2898938553783,2.94818488009219,21.1072041199315,-0.0121527777777779,0.985957873620862,1.97107507944082,20.823373356083,False,False,True
later_exploratory,6,TCN_BRES,B_ANCHOR,-0.493298380155293,0.489963789578042,-0.877346978699154,0.430065003917384,-0.416516805617897,0.461753120222539,-4.42858605070129,0.424659286991798,-0.0234375,0.970491803278689,-1.78307183228441,0.496773667096456,True,True,False
later_exploratory,6,TCN_BRES,DRIFT1,0.352939008098475,3.91816166383292,0.452635581090133,3.16160185644856,0.263117227612227,3.79300840488795,2.27172820147298,3.27853298674377,0.012152777777777,1.01601830663615,1.43329297055884,5.38429509903567,False,False,False
later_exploratory,6,TCN_BRES,RR_DIRECT,0.456895054131266,27.8925988344839,0.637269155539248,26.7330214646768,0.343156613661625,25.2234744885916,3.12211841210655,22.2934652174391,-0.0946180555555559,0.890672016048144,1.66077636033491,17.7026564311367,False,False,False
later_exploratory,6,TCN_BRES,TCN_DIRECT,-0.099317843668784,0.826731669067383,-0.061097550454171,0.915509747539435,-0.043439766928089,0.891607250898056,0.17393353201436,1.05620171628451,-0.082465277777778,0.903357070193286,-0.31029871910591,0.85013393980017,True,False,False
later_exploratory,7,TCN_DIRECT,B_ANCHOR,-0.43835988430378,0.607624151935326,-0.927976418510359,0.479881210393541,-0.428898414814807,0.525755969579088,-5.51825939810827,0.403176108901094,0.069686411149825,1.08859357696567,-1.65646210534571,0.599714607747888,True,True,True
later_exploratory,7,TCN_DIRECT,DRIFT1,0.518027737907485,4.22144076993012,0.577598557247294,3.07331123073865,0.349467999047804,3.77318233621365,2.36767200635403,2.74079237652906,0.102787456445993,1.1364161849711,2.05218869454318,5.77751005792857,False,False,True
later_exploratory,7,TCN_DIRECT,RR_DIRECT,0.652966395879363,26.2426649756229,0.818868311116798,22.9431441889564,0.45397502580133,22.1053695608448,3.50543700178061,16.7656380052897,-0.010452961672474,0.987939698492462,2.32994001088642,16.348685772656,False,False,True
later_exploratory,7,TCN_BRES,B_ANCHOR,-0.565194628667141,0.494094396668871,-1.01238142235705,0.432573296569676,-0.479962211568119,0.469293413541567,-5.26374009788102,0.430703484503167,-0.0182926829268301,0.976744186046511,-1.97808083881384,0.521995183641262,True,True,False
later_exploratory,7,TCN_BRES,DRIFT1,0.391192993544124,3.43269803158516,0.493193553400607,2.77033637006747,0.298404202294492,3.36796864121974,2.62219130658128,2.92792355699919,0.0148083623693379,1.01965317919075,1.73056996107505,5.02877933056031,False,False,False
later_exploratory,7,TCN_BRES,RR_DIRECT,0.526131651516002,21.3394310887988,0.734463307270111,20.6813505103718,0.402911229048018,19.731405707313,3.75995630200786,17.9103338451249,-0.0984320557491291,0.88643216080402,2.00832127741829,14.2299939370135,False,False,False
later_exploratory,7,TCN_BRES,TCN_DIRECT,-0.126834744363361,0.813157928458151,-0.084405003846687,0.901417449153575,-0.051063796753312,0.892606914035186,0.25451930022725,1.06827630654282,-0.0879790940766551,0.897253306205493,-0.32161873346813,0.870405984609102,True,False,False
