fold,date,station,issue_date_sequence,issue_state_reset_reason,issue_state_before_sha256,issue_history_count,issue_forecast_action,issue_uncertainty_action,issue_eta,issue_expert_persistence_mm,issue_expert_seed0_p50_mm,issue_expert_seed1_p50_mm,issue_expert_seed2_p50_mm,issue_expert_seed3_p50_mm,issue_expert_seed4_p50_mm,issue_weight_persistence,issue_weight_seed0,issue_weight_seed1,issue_weight_seed2,issue_weight_seed3,issue_weight_seed4,issue_point_forecast_mm,issue_fallback_persistence_mm,issue_aci_alpha,issue_conformal_history_count,issue_conformal_q_mm,issue_interval_lower_mm,issue_interval_upper_mm,previous_issue_batch_sha256,issue_batch_sha256,reveal_actual_mm,reveal_point_absolute_error_mm,reveal_persistence_absolute_error_mm,reveal_interval_covered,reveal_interval_width_mm,reveal_underprediction_residual_mm,reveal_anomaly_p_value,reveal_anomaly_score,reveal_absolute_residual_surprise_rank,reveal_drift_detected,reveal_drift_cut_index,reveal_aci_alpha_after_update,reveal_history_count_after_update,reveal_state_reset_after_update,reveal_updated_state_sha256,reveal_state_after_sha256,reveal_actual_used_for_future_update,reveal_phase,artifact_status,formal_warning_output,independent_label_used,confirmatory_external_validation,vajont_used
1,2018-02-22,ATU3,2,none,4a246d5559017b75ef5e84ab4528b16ed6fc43c4684602309876780fe91341ec,1,abstain,abstain_rewarm,2.6771323980917008,485.26429999999999,486.36061459054997,488.33956506594785,487.09207722083806,486.51638170210134,488.60845243071265,0.42401637557978172,0.20796150631405963,0.039964518916553844,0.11448807816223809,0.18162741648638958,0.031942104540977241,486.15868305519422,485.26429999999999,0.20000000000000001,1,,,,9ecdbd51b9e528b90adab820d944755e3da9b458a26bb5c9072c489e6bee0b32,068cfcd8d513443287deccd44043f0d10d2b37dc63d2c290692be8fd2dcaac94,485.37450999999999,0.78417305519423053,0.11020999999999503,,,0,,,0,False,,0.20000000000000001,2,False,89e04095201bc7a33fedd9ac21ed129050f031cc617a9c44446e4eeffab0f46f,89e04095201bc7a33fedd9ac21ed129050f031cc617a9c44446e4eeffab0f46f,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-22,ATU4,2,none,7b6ff9d7c29c1beb35a8c18bae273a723ec98ba36764771b2de31d71ab550f4e,1,abstain,abstain_rewarm,2.6771323980917008,253.21054000000001,254.01904889153116,255.08073629045961,254.4161139901355,254.00201524793977,255.11272139691755,0.47528507407103759,0.17521582678216158,0.036887472782814019,0.099219143992390693,0.17791500803640273,0.035477474335193181,253.74910630476171,253.21054000000001,0.20000000000000001,1,,,,9ecdbd51b9e528b90adab820d944755e3da9b458a26bb5c9072c489e6bee0b32,068cfcd8d513443287deccd44043f0d10d2b37dc63d2c290692be8fd2dcaac94,253.26709,0.48201630476171431,0.056549999999987222,,,0,,,0,False,,0.20000000000000001,2,False,7fae6acaff0a6a2ceb0ee9f15faa85788ef7cb307ffc0874ed4a1ad8f393415e,7fae6acaff0a6a2ceb0ee9f15faa85788ef7cb307ffc0874ed4a1ad8f393415e,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-22,ATU5,2,none,d17504d7cdf5477d155905cf848f99c9d508d69f58dbb7caad157f7e28d6294c,1,abstain,abstain_rewarm,2.6771323980917008,505.24377234007937,505.78024501330231,507.85596188225617,506.55328317989989,506.39257042146312,508.10440989239328,0.35728473274920414,0.28642609672501684,0.036678474386411156,0.13479396260779439,0.15641748736288963,0.028399246168683865,505.93068945568757,505.24377234007937,0.20000000000000001,1,,,,9ecdbd51b9e528b90adab820d944755e3da9b458a26bb5c9072c489e6bee0b32,068cfcd8d513443287deccd44043f0d10d2b37dc63d2c290692be8fd2dcaac94,505.38867284797368,0.54201660771389015,0.14490050789430597,,,0,,,0,False,,0.20000000000000001,2,False,eb96f51aaf5c68e8279fb6d07f827e520016b9d9f3e8a29f2b9207196b96d2ef,eb96f51aaf5c68e8279fb6d07f827e520016b9d9f3e8a29f2b9207196b96d2ef,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-22,MJ1,2,none,2135c443f8bbb2ace343c183f1c817c418fe8d4f4df831d13bac3f63db34ee80,1,abstain,abstain_rewarm,2.6771323980917008,860.00064892646117,860.39792782309416,860.73452457327255,860.55761428365145,860.58697655059484,860.70346026310233,0.37515864630106199,0.27129583798607021,0.054236125403959827,0.12679512718992877,0.10962817538983521,0.062886087729144113,860.32732718554166,860.00064892646117,0.20000000000000001,1,,,,9ecdbd51b9e528b90adab820d944755e3da9b458a26bb5c9072c489e6bee0b32,068cfcd8d513443287deccd44043f0d10d2b37dc63d2c290692be8fd2dcaac94,860.17624174803666,0.15108543750500303,0.17559282157549205,,,0,,,0,False,,0.20000000000000001,2,False,6bd4cd06f249f776722be349d10aa4b0386d0b401530f9748b84d69108b9e974,6bd4cd06f249f776722be349d10aa4b0386d0b401530f9748b84d69108b9e974,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-22,MJ3,2,none,64baad76c46412bd59a4874bc100e12e8cc59bbba7753289d94e79a2a92651a4,1,abstain,abstain_rewarm,2.6771323980917008,1191.9712424787531,1192.2182153343854,1193.0732295722801,1192.6012172119256,1192.6003008972734,1192.9518015686281,0.30671885014950478,0.36600667003148879,0.032103617328663764,0.12496168308194092,0.12513768674183198,0.045071492666569915,1192.2986508432869,1191.9712424787531,0.20000000000000001,1,,,,9ecdbd51b9e528b90adab820d944755e3da9b458a26bb5c9072c489e6bee0b32,068cfcd8d513443287deccd44043f0d10d2b37dc63d2c290692be8fd2dcaac94,1192.114843013836,0.18380782945087049,0.14360053508289639,,,0,,,0,False,,0.20000000000000001,2,False,687e4eac0cd4487fb8563393811f816f218fb1d02a550d46aef6ee303191a4b5,687e4eac0cd4487fb8563393811f816f218fb1d02a550d46aef6ee303191a4b5,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-22,MJ9,2,none,b160e49160bae9ddb179cb7a36183983f6bf992eada666c39d022df9f37fb43d,1,abstain,abstain_rewarm,2.6771323980917008,318.31630999999999,318.58406262812798,318.64454906720738,318.57852672926117,318.59377799521576,318.61749776142648,0.35100751082854548,0.15726883553605897,0.075874110339343576,0.16791468247352084,0.14198871632747073,0.10594614449506047,318.49866103662845,318.31630999999999,0.20000000000000001,1,,,,9ecdbd51b9e528b90adab820d944755e3da9b458a26bb5c9072c489e6bee0b32,068cfcd8d513443287deccd44043f0d10d2b37dc63d2c290692be8fd2dcaac94,318.41807,0.08059103662844791,0.10176000000001295,,,0,,,0,False,,0.20000000000000001,2,False,dad0622f282ffe987b51418ac33e264de29766ca1124d9b4c686bdcfc2b57212,dad0622f282ffe987b51418ac33e264de29766ca1124d9b4c686bdcfc2b57212,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-23,ATU1,3,none,4214864fabe85367c42f546194f581d9423e08116e48268624328fba69f8cb7b,2,abstain,abstain_rewarm,2.1858694497327176,407.76393261753509,407.72904042696513,408.76784529604976,407.88258336110795,407.71401138488994,409.36462710293461,0.25588220054181871,0.2243145799954564,0.021725164126571713,0.28568701179609152,0.20850875989962681,0.0038822836404348296,407.80761827025293,407.76393261753509,0.20000000000000001,2,,,,068cfcd8d513443287deccd44043f0d10d2b37dc63d2c290692be8fd2dcaac94,68d7a19ad22284fc87a2496157da0054da7068a81a8a972687032975c34da699,407.82149358300819,0.013875312755260438,0.057560965473101078,,,0.013875312755260438,,,0,False,,0.20000000000000001,3,False,0ee99c2146d657cf415bbc62cb32deea98c3f920d14bc521131f5e3a60cf67d0,0ee99c2146d657cf415bbc62cb32deea98c3f920d14bc521131f5e3a60cf67d0,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-23,ATU2,3,none,5c2f3ce2340d990c7013e63111742fc2d583e6513ea77d813c6cdb3f381b9327,2,abstain,abstain_rewarm,2.1858694497327176,295.3766,295.58911088706589,297.21505575706669,296.14747506130198,295.72564484171647,297.72284724786954,0.34031075064352223,0.30335854990091216,0.013399801985143827,0.10655205791019121,0.23151493802999334,0.0048639015302373257,295.64006127229391,295.3766,0.20000000000000001,2,,,,068cfcd8d513443287deccd44043f0d10d2b37dc63d2c290692be8fd2dcaac94,68d7a19ad22284fc87a2496157da0054da7068a81a8a972687032975c34da699,295.44099999999997,0.19906127229393178,0.064399999999977808,,,0,,,0,False,,0.20000000000000001,3,False,7627324184f61a09e09b877b8656556a92a7bf7be4d32ec1d78af7eb70f4f6c5,7627324184f61a09e09b877b8656556a92a7bf7be4d32ec1d78af7eb70f4f6c5,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-23,ATU3,3,none,89e04095201bc7a33fedd9ac21ed129050f031cc617a9c44446e4eeffab0f46f,2,abstain,abstain_rewarm,2.1858694497327176,485.37450999999999,486.49597455205225,488.45003434177841,487.23427946944935,486.65144634863839,488.72050413345505,0.58478901728741639,0.18082564794375325,0.01234478684338576,0.067746618311100307,0.14572160476219617,0.008572324852148188,485.95601950166326,485.37450999999999,0.20000000000000001,2,,,,068cfcd8d513443287deccd44043f0d10d2b37dc63d2c290692be8fd2dcaac94,68d7a19ad22284fc87a2496157da0054da7068a81a8a972687032975c34da699,485.48468000000003,0.47133950166323757,0.11017000000003918,,,0,,,0,False,,0.20000000000000001,3,False,2e402ca6db73d67104a1d69b1a6955fa6a0f3dc13b88d1a18c435697dbbb594d,2e402ca6db73d67104a1d69b1a6955fa6a0f3dc13b88d1a18c435697dbbb594d,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-23,ATU4,3,none,7fae6acaff0a6a2ceb0ee9f15faa85788ef7cb307ffc0874ed4a1ad8f393415e,2,abstain,abstain_rewarm,2.1858694497327176,253.26709,254.08790755009679,255.13044920661676,254.48727835608273,254.07022068495323,255.16976951834059,0.66610353049949722,0.12941965183166054,0.010313274256467731,0.050828928271029673,0.1337157318725424,0.0096188832688023952,253.58025098202813,253.26709,0.20000000000000001,2,,,,068cfcd8d513443287deccd44043f0d10d2b37dc63d2c290692be8fd2dcaac94,68d7a19ad22284fc87a2496157da0054da7068a81a8a972687032975c34da699,253.32357999999999,0.25667098202814032,0.056489999999996598,,,0,,,0,False,,0.20000000000000001,3,False,c54c10224f6173208dd8ca30a9fc841009c478024e49acbbaecbc08b0b4b16b9,c54c10224f6173208dd8ca30a9fc841009c478024e49acbbaecbc08b0b4b16b9,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-23,ATU5,3,none,eb96f51aaf5c68e8279fb6d07f827e520016b9d9f3e8a29f2b9207196b96d2ef,2,abstain,abstain_rewarm,2.1858694497327176,505.38867284797368,505.95452680476279,508.0113041747141,506.73303864316051,506.56741210375264,508.25173038615941,0.45907965586846505,0.31425086570880761,0.011037850217247167,0.091154914801818934,0.11714305311288979,0.0073336602907715497,505.87706451166582,505.38867284797368,0.20000000000000001,2,,,,068cfcd8d513443287deccd44043f0d10d2b37dc63d2c290692be8fd2dcaac94,68d7a19ad22284fc87a2496157da0054da7068a81a8a972687032975c34da699,505.53130563824459,0.34575887342123224,0.14263279027090903,,,0,,,0,False,,0.20000000000000001,3,False,4345a166a1c124f17f7d07d9dcc9a5d6eaf19bc036ba385210d33df73ea2f9e7,4345a166a1c124f17f7d07d9dcc9a5d6eaf19bc036ba385210d33df73ea2f9e7,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-23,MJ1,3,none,6bd4cd06f249f776722be349d10aa4b0386d0b401530f9748b84d69108b9e974,2,abstain,abstain_rewarm,2.1858694497327176,860.17624174803666,860.58326581652705,860.9090270285044,860.73867891406405,860.7671819836404,860.87909876738024,0.48177782341022468,0.30869496670322444,0.02219826447195522,0.08877174692073718,0.070268428514131342,0.028288769979727353,860.42949052277572,860.17624174803666,0.20000000000000001,2,,,,068cfcd8d513443287deccd44043f0d10d2b37dc63d2c290692be8fd2dcaac94,68d7a19ad22284fc87a2496157da0054da7068a81a8a972687032975c34da699,860.36899012193942,0.060500400836303925,0.19274837390275934,,,0,,,0,False,,0.20000000000000001,3,False,dc3fec7d383c39c6dc0ada54cd3804193216679265d2766a61efe0da711062a7,dc3fec7d383c39c6dc0ada54cd3804193216679265d2766a61efe0da711062a7,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-23,MJ3,3,none,687e4eac0cd4487fb8563393811f816f218fb1d02a550d46aef6ee303191a4b5,2,abstain,abstain_rewarm,2.1858694497327176,1192.114843013836,1192.3769382649414,1193.2159687363489,1192.7586745432714,1192.760424143074,1193.0957783261365,0.3604575972733261,0.45642178816310658,0.0089015352873629203,0.079235991341209344,0.079493061322254935,0.01549002661274004,1192.3617992703687,1192.114843013836,0.20000000000000001,2,,,,068cfcd8d513443287deccd44043f0d10d2b37dc63d2c290692be8fd2dcaac94,68d7a19ad22284fc87a2496157da0054da7068a81a8a972687032975c34da699,1192.252213428857,0.10958584151171635,0.13737041502099601,,,0,,,0,False,,0.20000000000000001,3,False,6d502e7b6bcea8d01fb8ea68dd42b4cb5a2da973c42118986765b777db3a10dd,6d502e7b6bcea8d01fb8ea68dd42b4cb5a2da973c42118986765b777db3a10dd,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-23,MJ9,3,none,dad0622f282ffe987b51418ac33e264de29766ca1124d9b4c686bdcfc2b57212,2,abstain,abstain_rewarm,2.1858694497327176,318.41807,318.68641961481251,318.74445042938163,318.68123011793716,318.69834282886495,318.71894523234715,0.48626902957674051,0.13581502533366258,0.041778348389643762,0.15113957244614803,0.11375788063200108,0.071240143621803906,318.56124309050523,318.41807,0.20000000000000001,2,,,,068cfcd8d513443287deccd44043f0d10d2b37dc63d2c290692be8fd2dcaac94,68d7a19ad22284fc87a2496157da0054da7068a81a8a972687032975c34da699,318.52303999999998,0.038203090505248838,0.10496999999998025,,,0,,,0,False,,0.20000000000000001,3,False,7e252688e636ac15832c29c7d2fe9abd7ecbe00b301eee23f35ee9b81d418173,7e252688e636ac15832c29c7d2fe9abd7ecbe00b301eee23f35ee9b81d418173,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-24,ATU1,4,none,0ee99c2146d657cf415bbc62cb32deea98c3f920d14bc521131f5e3a60cf67d0,3,abstain,abstain_rewarm,1.8930184728248454,407.82149358300819,407.79162399860888,408.84859167825761,407.96613351413811,407.7830604326507,409.44840360307899,0.26441067251433986,0.22603103942885056,0.01049983580767477,0.28962672400959338,0.20829525654478426,0.0011364716947571609,407.86126157484591,407.82149358300819,0.20000000000000001,3,,,,68d7a19ad22284fc87a2496157da0054da7068a81a8a972687032975c34da699,02af059cf0ecbc46ca466c08e6ab68fc684ee5ac748f2e4cdcf0b43e9f39920c,407.87521429124553,0.013952716399614928,0.053720708237335657,,,0.013952716399614928,,,0.25,False,,0.20000000000000001,4,False,2c2ffcf00102001711b78289e40cbfb474ebb7203ebd3347f3d3a1b9800dec2b,2c2ffcf00102001711b78289e40cbfb474ebb7203ebd3347f3d3a1b9800dec2b,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-24,ATU2,4,none,7627324184f61a09e09b877b8656556a92a7bf7be4d32ec1d78af7eb70f4f6c5,3,abstain,abstain_rewarm,1.8930184728248454,295.44099999999997,295.66634836498201,297.29284042157741,296.24513574573405,295.80341377190371,297.78902697468146,0.37387540511603501,0.31574405368133535,0.0054977078447949641,0.0802869354362441,0.22309593772653888,0.0014999601950518829,295.67126986584947,295.44099999999997,0.20000000000000001,3,,,,68d7a19ad22284fc87a2496157da0054da7068a81a8a972687032975c34da699,02af059cf0ecbc46ca466c08e6ab68fc684ee5ac748f2e4cdcf0b43e9f39920c,295.50531000000001,0.16595986584945877,0.064310000000034506,,,0,,,0,False,,0.20000000000000001,4,False,8c36525ca3eb7ef5dc57832fbd2a661370c5ad73c0eac5379dda53625b112925,8c36525ca3eb7ef5dc57832fbd2a661370c5ad73c0eac5379dda53625b112925,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
