fold,date,station,issue_date_sequence,issue_state_reset_reason,issue_state_before_sha256,issue_history_count,issue_forecast_action,issue_uncertainty_action,issue_eta,issue_expert_persistence_mm,issue_expert_seed0_p50_mm,issue_expert_seed1_p50_mm,issue_expert_seed2_p50_mm,issue_expert_seed3_p50_mm,issue_expert_seed4_p50_mm,issue_weight_persistence,issue_weight_seed0,issue_weight_seed1,issue_weight_seed2,issue_weight_seed3,issue_weight_seed4,issue_point_forecast_mm,issue_fallback_persistence_mm,issue_aci_alpha,issue_conformal_history_count,issue_conformal_q_mm,issue_interval_lower_mm,issue_interval_upper_mm,previous_issue_batch_sha256,issue_batch_sha256,reveal_actual_mm,reveal_point_absolute_error_mm,reveal_persistence_absolute_error_mm,reveal_interval_covered,reveal_interval_width_mm,reveal_underprediction_residual_mm,reveal_anomaly_p_value,reveal_anomaly_score,reveal_absolute_residual_surprise_rank,reveal_drift_detected,reveal_drift_cut_index,reveal_aci_alpha_after_update,reveal_history_count_after_update,reveal_state_reset_after_update,reveal_updated_state_sha256,reveal_state_after_sha256,reveal_actual_used_for_future_update,reveal_phase,artifact_status,formal_warning_output,independent_label_used,confirmatory_external_validation,vajont_used
1,2018-02-21,ATU1,1,initial_fold_start,aa2da7f063479dc31aea8510939ca944796551b20670ff8526cf12f3788664be,0,abstain,abstain_rewarm,3.7860369456496907,407.63710865475417,407.58988972570199,408.61068794601704,407.71863606837667,407.56240710801109,409.20889661181252,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,408.05460435244561,407.63710865475417,0.20000000000000001,0,,,,0000000000000000000000000000000000000000000000000000000000000000,9ecdbd51b9e528b90adab820d944755e3da9b458a26bb5c9072c489e6bee0b32,407.70248607979443,0.35211827265118245,0.065377425040253456,,,0,,,0,False,,0.20000000000000001,1,False,0f0229a48685ecc83c9e49f947018a2a598a296a41d24636c90b971eb22a7d60,0f0229a48685ecc83c9e49f947018a2a598a296a41d24636c90b971eb22a7d60,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-21,ATU2,1,initial_fold_start,aa2da7f063479dc31aea8510939ca944796551b20670ff8526cf12f3788664be,0,abstain,abstain_rewarm,3.7860369456496907,295.24758000000003,295.43193391454798,297.05595814084438,295.97246836862286,295.57461077490353,297.59160113247287,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,296.1456920552319,295.24758000000003,0.20000000000000001,0,,,,0000000000000000000000000000000000000000000000000000000000000000,9ecdbd51b9e528b90adab820d944755e3da9b458a26bb5c9072c489e6bee0b32,295.31213000000002,0.83356205523188009,0.064549999999996999,,,0,,,0,False,,0.20000000000000001,1,False,ce78e20c04a13422a41c1730e543dd1ce151e5a55b2f7e224bd581d882225309,ce78e20c04a13422a41c1730e543dd1ce151e5a55b2f7e224bd581d882225309,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-21,ATU3,1,initial_fold_start,aa2da7f063479dc31aea8510939ca944796551b20670ff8526cf12f3788664be,0,abstain,abstain_rewarm,3.7860369456496907,485.15404000000001,486.23506308280849,488.22726154405223,486.95601381834268,486.39860208520133,488.49790329388492,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,486.9114806373816,485.15404000000001,0.20000000000000001,0,,,,0000000000000000000000000000000000000000000000000000000000000000,9ecdbd51b9e528b90adab820d944755e3da9b458a26bb5c9072c489e6bee0b32,485.26429999999999,1.6471806373816094,0.11025999999998248,,,0,,,0,False,,0.20000000000000001,1,False,4a246d5559017b75ef5e84ab4528b16ed6fc43c4684602309876780fe91341ec,4a246d5559017b75ef5e84ab4528b16ed6fc43c4684602309876780fe91341ec,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-21,ATU4,1,initial_fold_start,aa2da7f063479dc31aea8510939ca944796551b20670ff8526cf12f3788664be,0,abstain,abstain_rewarm,3.7860369456496907,253.15394000000001,253.95496225924848,255.02894948942432,254.34694282252775,253.94442504795575,255.0558132109467,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,254.24750547168384,253.15394000000001,0.20000000000000001,0,,,,0000000000000000000000000000000000000000000000000000000000000000,9ecdbd51b9e528b90adab820d944755e3da9b458a26bb5c9072c489e6bee0b32,253.21054000000001,1.0369654716838284,0.056600000000003092,,,0,,,0,False,,0.20000000000000001,1,False,7b6ff9d7c29c1beb35a8c18bae273a723ec98ba36764771b2de31d71ab550f4e,7b6ff9d7c29c1beb35a8c18bae273a723ec98ba36764771b2de31d71ab550f4e,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-21,ATU5,1,initial_fold_start,aa2da7f063479dc31aea8510939ca944796551b20670ff8526cf12f3788664be,0,abstain,abstain_rewarm,3.7860369456496907,505.09683590580732,505.6147721262484,507.69805691840202,506.37877156702149,506.22796385313018,507.95736889504906,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,506.49562821094304,505.09683590580732,0.20000000000000001,0,,,,0000000000000000000000000000000000000000000000000000000000000000,9ecdbd51b9e528b90adab820d944755e3da9b458a26bb5c9072c489e6bee0b32,505.24377234007937,1.2518558708636647,0.14693643427204961,,,0,,,0,False,,0.20000000000000001,1,False,d17504d7cdf5477d155905cf848f99c9d508d69f58dbb7caad157f7e28d6294c,d17504d7cdf5477d155905cf848f99c9d508d69f58dbb7caad157f7e28d6294c,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-21,MJ1,1,initial_fold_start,aa2da7f063479dc31aea8510939ca944796551b20670ff8526cf12f3788664be,0,abstain,abstain_rewarm,3.7860369456496907,859.84111785300286,860.22976435040005,860.57536055670278,860.39305365342307,860.42428408910337,860.5435935305494,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,860.33452900553016,859.84111785300286,0.20000000000000001,0,,,,0000000000000000000000000000000000000000000000000000000000000000,9ecdbd51b9e528b90adab820d944755e3da9b458a26bb5c9072c489e6bee0b32,860.00064892646117,0.3338800790689902,0.15953107345831086,,,0,,,0,False,,0.20000000000000001,1,False,2135c443f8bbb2ace343c183f1c817c418fe8d4f4df831d13bac3f63db34ee80,2135c443f8bbb2ace343c183f1c817c418fe8d4f4df831d13bac3f63db34ee80,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-21,MJ3,1,initial_fold_start,aa2da7f063479dc31aea8510939ca944796551b20670ff8526cf12f3788664be,0,abstain,abstain_rewarm,3.7860369456496907,1191.8218690271369,1192.057790629352,1192.9229832162914,1192.4398348109769,1192.4393344447624,1192.8023661786051,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,1192.4140297178542,1191.8218690271369,0.20000000000000001,0,,,,0000000000000000000000000000000000000000000000000000000000000000,9ecdbd51b9e528b90adab820d944755e3da9b458a26bb5c9072c489e6bee0b32,1191.9712424787531,0.44278723910110784,0.14937345161615667,,,0,,,0,False,,0.20000000000000001,1,False,64baad76c46412bd59a4874bc100e12e8cc59bbba7753289d94e79a2a92651a4,64baad76c46412bd59a4874bc100e12e8cc59bbba7753289d94e79a2a92651a4,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-21,MJ9,1,initial_fold_start,aa2da7f063479dc31aea8510939ca944796551b20670ff8526cf12f3788664be,0,abstain,abstain_rewarm,3.7860369456496907,318.21751999999998,318.48434535077689,318.54721085580053,318.4786960771803,318.49316081445409,318.51841605627709,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,318.45655819241483,318.21751999999998,0.20000000000000001,0,,,,0000000000000000000000000000000000000000000000000000000000000000,9ecdbd51b9e528b90adab820d944755e3da9b458a26bb5c9072c489e6bee0b32,318.31630999999999,0.14024819241484465,0.098790000000008149,,,0,,,0,False,,0.20000000000000001,1,False,b160e49160bae9ddb179cb7a36183983f6bf992eada666c39d022df9f37fb43d,b160e49160bae9ddb179cb7a36183983f6bf992eada666c39d022df9f37fb43d,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-22,ATU1,2,none,0f0229a48685ecc83c9e49f947018a2a598a296a41d24636c90b971eb22a7d60,1,abstain,abstain_rewarm,2.6771323980917008,407.70248607979443,407.65867910865461,408.68781877200166,407.79849988215972,407.63565573784746,409.28024101850758,0.23880832791130055,0.21958637595619671,0.053400892057361184,0.26064159938579445,0.2091192495356764,0.018443555153670799,407.78563340078597,407.70248607979443,0.20000000000000001,1,,,,9ecdbd51b9e528b90adab820d944755e3da9b458a26bb5c9072c489e6bee0b32,068cfcd8d513443287deccd44043f0d10d2b37dc63d2c290692be8fd2dcaac94,407.76393261753509,0.02170078325087843,0.061446537740664553,,,0,,,0,False,,0.20000000000000001,2,False,4214864fabe85367c42f546194f581d9423e08116e48268624328fba69f8cb7b,4214864fabe85367c42f546194f581d9423e08116e48268624328fba69f8cb7b,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
1,2018-02-22,ATU2,2,none,ce78e20c04a13422a41c1730e543dd1ce151e5a55b2f7e224bd581d882225309,1,abstain,abstain_rewarm,2.6771323980917008,295.31213000000002,295.50568335827802,297.13496099109392,296.05624658604989,295.64485412330589,297.65612418015951,0.29071529830934045,0.27244895884277565,0.04045178109863598,0.14440456148448949,0.23041544906621259,0.021563951198545879,295.67326455487409,295.31213000000002,0.20000000000000001,1,,,,9ecdbd51b9e528b90adab820d944755e3da9b458a26bb5c9072c489e6bee0b32,068cfcd8d513443287deccd44043f0d10d2b37dc63d2c290692be8fd2dcaac94,295.3766,0.29666455487409849,0.064469999999971606,,,0,,,0,False,,0.20000000000000001,2,False,5c2f3ce2340d990c7013e63111742fc2d583e6513ea77d813c6cdb3f381b9327,5c2f3ce2340d990c7013e63111742fc2d583e6513ea77d813c6cdb3f381b9327,True,after_all_same_date_station_issues,retrospective_prequential_self_supervised_not_confirmatory,False,False,False,False
