origin,phase,method,point,n,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95
612,historical_exploratory,BPLUS_CONTINUOUS,ATU1,293,6.092584517632778,9.2748333845426885,13.800392246004117,1,144.76467050804189,144.76467050804189,1,185.80344306192538,185.80344306192538,1,221.39845797698837,221.39845797698837
612,historical_exploratory,BPLUS_CONTINUOUS,ATU5,293,8.1947531628107946,10.799758932894493,38.484322510905898,1,418.96758720431632,418.96758720431632,1,537.73907653514834,537.73907653514834,1,640.7556306648878,640.7556306648878
612,historical_exploratory,BPLUS_CONTINUOUS,MJ3,293,77.770519649130975,89.384443868005675,68.236253018161904,0.21501706484641639,50.582586838031602,603.11462891678605,0.24573378839590443,64.922047351069992,1060.3823384474779,0.26621160409556316,77.3593908453322,1883.307067079468
612,historical_exploratory,BPLUS_CONTINUOUS,MJ1,293,25.667274442031584,30.339156668468313,17.68957903128598,0.69965870307167233,75.031266495806449,97.40971636666535,0.87030716723549484,96.301587972345033,104.43950013998831,1,114.75041972557257,114.75041972557257
612,historical_exploratory,DRIFT1,ATU1,293,25.892972216970673,28.734613506559139,134.75813385800302,1,1471.7005218514091,1471.7005218514091,1,1888.9071702120425,1888.9071702120425,1,2250.7717179774913,2250.7717179774913
612,historical_exploratory,DRIFT1,ATU5,293,36.07261153018942,40.819202873054891,106.45652767564158,1,1151.372179834194,1151.372179834194,1,1477.7701942617516,1477.7701942617516,1,1760.8717947431348,1760.8717947431348
612,historical_exploratory,DRIFT1,MJ3,293,4.7628245574250805,5.2054925697734822,28.957739126015507,1,316.64111368943298,316.64111368943298,1,406.40446962638543,406.40446962638543,1,484.26079413528169,484.26079413528169
612,historical_exploratory,DRIFT1,MJ1,293,12.787920067485317,16.364282710366986,16.297608701376831,1,160.32806471703955,160.32806471703955,1,205.77884327258079,205.77884327258079,1,245.20061541407281,245.20061541407281
612,historical_exploratory,RR_COND,ATU1,293,16.108591076306801,21.188040636729841,37.262696036468178,1,396.03815293142543,396.03815293142543,1,508.30946625514156,508.30946625514156,1,605.68808709581799,605.68808709581799
612,historical_exploratory,RR_COND,ATU5,293,9.0105818131503295,12.854932905547084,39.445738443528953,1,428.31471463339767,428.31471463339767,1,549.73598471009825,549.73598471009825,1,655.05082846453354,655.05082846453354
612,historical_exploratory,RR_COND,MJ3,293,83.108727074063466,92.2269623366264,78.540956797612097,0.023890784982935155,21.03311754365086,747.69729296886192,0.04778156996587031,26.995714107741605,1422.7267564523931,0.071672354948805458,32.167377401341582,2725.8036876802721
612,historical_exploratory,RR_COND,MJ1,293,22.942760088943636,26.657390553173975,17.057637570366587,0.32423208191126279,39.28205623699818,116.97838381236933,0.48805460750853241,50.417973347861555,138.81070112251305,0.63822525597269619,60.076720697910787,151.32728895623418
612,historical_exploratory,A0,ATU1,293,6.092584517632778,9.2748333845426885,13.800392246004117,1,144.76467050804189,144.76467050804189,1,185.80344306192538,185.80344306192538,1,221.39845797698837,221.39845797698837
612,historical_exploratory,A0,ATU5,293,8.1947531628107946,10.799758932894493,38.484322510905898,1,418.96758720431632,418.96758720431632,1,537.73907653514834,537.73907653514834,1,640.7556306648878,640.7556306648878
612,historical_exploratory,A0,MJ3,293,77.770519649130975,89.384443868005675,68.236253018161904,0.21501706484641639,50.582586838031602,603.11462891678605,0.24573378839590443,64.922047351069992,1060.3823384474779,0.26621160409556316,77.3593908453322,1883.307067079468
612,historical_exploratory,A0,MJ1,293,25.667274442031584,30.339156668468313,17.68957903128598,0.69965870307167233,75.031266495806449,97.40971636666535,0.87030716723549484,96.301587972345033,104.43950013998831,1,114.75041972557257,114.75041972557257
612,historical_exploratory,A025,ATU1,293,6.3941402097348856,9.4877134587619079,13.996647362888599,1,146.69854053433517,146.69854053433517,1,188.28553836914742,188.28553836914742,1,224.3560569563987,224.3560569563987
612,historical_exploratory,A025,ATU5,293,7.1272316054886584,9.5566368043400445,38.487854452565038,1,419.68655080835845,419.68655080835845,1,538.66185633078783,538.66185633078783,1,641.85519061081868,641.85519061081868
612,historical_exploratory,A025,MJ3,293,78.432605411925209,89.82476092517949,69.077069633488577,0.20136518771331058,48.851932471341115,613.06196516739999,0.23890784982935154,62.700776519224299,1083.7530312391173,0.25597269624573377,74.712583397550134,1936.1759618117737
612,historical_exploratory,A025,MJ1,293,25.717800572128478,30.476586053468036,17.799238007703075,0.69624573378839594,73.174931953424235,99.411439615580733,0.86348122866894195,93.919008381351205,106.39377284271491,1,111.9114010359261,111.9114010359261
612,historical_exploratory,A05,ATU1,293,6.8859856770333856,9.7754110510925649,14.203147834818518,1,148.63498363304723,148.63498363304723,1,190.77093617906544,190.77093617906544,1,227.31759111048774,227.31759111048774
612,historical_exploratory,A05,ATU5,293,6.1027183982380873,8.3701572537020485,38.501447981843171,1,420.40629304519928,420.40629304519928,1,539.5856354908052,539.5856354908052,1,642.9559413728532,642.9559413728532
612,historical_exploratory,A05,MJ3,293,79.094691174719443,90.269915582738292,69.933947828278974,0.19112627986348124,47.122942040924954,623.25098291751362,0.23208191126279865,60.481641326465692,1107.5195674344268,0.24914675767918087,72.068320720698011,1990.0650189826308
612,historical_exploratory,A05,MJ1,293,25.779925448610499,30.617208253418475,17.918121247932607,0.69283276450511944,71.328986026969005,101.4411530266985,0.85665529010238906,91.549762434547588,108.56472847155815,1,109.08827036328445,109.08827036328445
612,historical_exploratory,A075,ATU1,293,7.4469730614832645,10.131554566688184,14.419482839910453,1,150.57390053186032,150.57390053186032,1,193.25950907703924,193.25950907703924,1,230.28290861534748,230.28290861534748
612,historical_exploratory,A075,ATU5,293,5.1743684215525505,7.2681131893730049,38.525061396954001,1,421.12680992258549,421.12680992258549,1,540.51040889119895,540.51040889119895,1,644.05787684536801,644.05787684536801
612,historical_exploratory,A075,MJ3,293,79.756776937513649,90.719836627607521,70.806470454565314,0.17406143344709898,45.395805670244499,633.57258114821627,0.21843003412969283,58.264885793616031,1131.599453620762,0.23890784982935154,69.426893583520283,2044.8286111959731
612,historical_exploratory,A075,MJ1,293,25.848106804417014,30.760979480993893,18.046266040183866,0.68600682593856654,69.494256566327124,103.51353910213463,0.84982935153583616,89.194912665760526,110.92508395589293,0.93515358361774747,106.28229379479241,106.90409064728293
612,historical_exploratory,A1,ATU1,293,8.0358115888325248,10.549214038753986,14.645257921317128,1,152.51519688296992,152.51519688296992,1,195.7511359689727,195.7511359689727,1,233.25186517846237,233.25186517846237
612,historical_exploratory,A1,ATU5,293,4.3828129075763833,6.2950073594537415,38.558651418656815,1,421.84809747125757,421.84809747125757,1,541.4361714374794,541.4361714374794,1,645.16099095790378,645.16099095790378
612,historical_exploratory,A1,MJ3,293,80.418862700307869,91.174453497352843,71.694189156764367,0.15699658703071673,43.670743338753255,644.23566258381186,0.20477815699658702,56.050792261245988,1156.3274388475859,0.23208191126279865,66.788638415556775,2100.5272004574704
612,historical_exploratory,A1,MJ1,293,25.920967889125272,30.907855792099745,18.18368015512722,0.68259385665529015,67.671655887832458,105.62631245425499,0.83617747440273038,86.855630020327453,113.56976714858463,0.88737201365187712,103.4948665978775,111.26865598027237
612,historical_exploratory,ALPHA_SELECTED,ATU1,293,6.092584517632778,9.2748333845426885,13.800392246004117,1,144.76467050804189,144.76467050804189,1,185.80344306192538,185.80344306192538,1,221.39845797698837,221.39845797698837
612,historical_exploratory,ALPHA_SELECTED,ATU5,293,8.1947531628107946,10.799758932894493,38.484322510905898,1,418.96758720431632,418.96758720431632,1,537.73907653514834,537.73907653514834,1,640.7556306648878,640.7556306648878
612,historical_exploratory,ALPHA_SELECTED,MJ3,293,77.770519649130975,89.384443868005675,68.236253018161904,0.21501706484641639,50.582586838031602,603.11462891678605,0.24573378839590443,64.922047351069992,1060.3823384474779,0.26621160409556316,77.3593908453322,1883.307067079468
612,historical_exploratory,ALPHA_SELECTED,MJ1,293,25.667274442031584,30.339156668468313,17.68957903128598,0.69965870307167233,75.031266495806449,97.40971636666535,0.87030716723549484,96.301587972345033,104.43950013998831,1,114.75041972557257,114.75041972557257
612,historical_exploratory,L0,ATU1,293,8.0358115888325248,10.549214038753986,14.645257921317128,1,152.51519688296992,152.51519688296992,1,195.7511359689727,195.7511359689727,1,233.25186517846237,233.25186517846237
612,historical_exploratory,L0,ATU5,293,4.3828129075763833,6.2950073594537415,38.558651418656815,1,421.84809747125757,421.84809747125757,1,541.4361714374794,541.4361714374794,1,645.16099095790378,645.16099095790378
612,historical_exploratory,L0,MJ3,293,80.418862700307869,91.174453497352843,71.694189156764367,0.15699658703071673,43.670743338753255,644.23566258381186,0.20477815699658702,56.050792261245988,1156.3274388475859,0.23208191126279865,66.788638415556775,2100.5272004574704
612,historical_exploratory,L0,MJ1,293,25.920967889125272,30.907855792099745,18.18368015512722,0.68259385665529015,67.671655887832458,105.62631245425499,0.83617747440273038,86.855630020327453,113.56976714858463,0.88737201365187712,103.4948665978775,111.26865598027237
612,historical_exploratory,L033,ATU1,293,7.7830973924268756,10.4298515100595,14.430992698321706,1,150.23204162846565,150.23204162846565,1,192.82073792473267,192.82073792473267,1,229.76008054001895,229.76008054001895
612,historical_exploratory,L033,ATU5,293,5.1926263180095971,7.3462942262398494,38.424061644364741,1,419.98479846185739,419.98479846185739,1,539.04465304984069,539.04465304984069,1,642.3113210351006,642.3113210351006
612,historical_exploratory,L033,MJ3,293,79.725399110255012,90.674755225019112,70.384340167362453,0.19112627986348124,47.70533531831552,626.22174120709565,0.22866894197952217,61.229135005521599,1111.1165065355833,0.24573378839590443,72.959014376118361,1993.6775013586334
612,historical_exploratory,L033,MJ1,293,25.931591293271925,30.853739386246684,18.120747615472286,0.68600682593856654,69.123886641076282,103.95691722772021,0.84982935153583616,88.719548013067879,111.50986939846544,0.92832764505119458,105.71586187432561,107.566652554703
612,historical_exploratory,L1,ATU1,293,7.497746145946584,10.276655677474938,14.135700118460305,1,147.06563577384284,147.06563577384284,1,188.75670000819088,188.75670000819088,1,224.91748067720334,224.91748067720334
612,historical_exploratory,L1,ATU5,293,6.1420988775137877,8.5185416651141335,38.270119208792657,1,417.7903613123982,417.7903613123982,1,536.22812346066962,536.22812346066962,1,638.95521902960013,638.95521902960013
612,historical_exploratory,L1,MJ3,293,78.936841365004142,90.084270715123992,69.319106600139875,0.19453924914675769,49.90337482676432,613.40018067128085,0.23549488054607509,64.050288172400101,1080.880332162928,0.25255972696245732,76.320625714265589,1924.681259630474
612,historical_exploratory,L1,MJ1,293,25.778716072054632,30.604849431529779,17.932521914741656,0.68941979522184305,70.430791692419234,101.72120761147089,0.85665529010238906,90.396942486749836,109.23427837148721,1,107.71460066932489,107.71460066932489
612,historical_exploratory,L3,ATU1,293,6.7677195216818493,9.7668631964337305,13.939304197639506,1,145.61201045215986,145.61201045215986,1,186.89099210623641,186.89099210623641,1,222.69435259237798,222.69435259237798
612,historical_exploratory,L3,ATU5,293,7.1357825088879894,9.7181529684345911,38.304184029314804,1,417.57647843017361,417.57647843017361,1,535.95360775328118,535.95360775328118,1,638.62811338879692,638.62811338879692
612,historical_exploratory,L3,MJ3,293,78.403145950623639,89.760004784923154,68.713189137780901,0.20819112627986347,50.870523206522648,606.68978809667396,0.24232081911262798,65.291609679092289,1065.8206809654787,0.26279863481228671,77.799751520043642,1891.4153422973279
612,historical_exploratory,L3,MJ1,293,25.716107952470566,30.466324021447317,17.809874548534687,0.69624573378839594,72.319053900176186,99.761329117728636,0.86006825938566556,92.820500792610574,106.98955767198569,1,110.60244850945357,110.60244850945357
612,historical_exploratory,LAMBDA_SELECTED,ATU1,293,6.7677195216818493,9.7668631964337305,13.939304197639506,1,145.61201045215986,145.61201045215986,1,186.89099210623641,186.89099210623641,1,222.69435259237798,222.69435259237798
612,historical_exploratory,LAMBDA_SELECTED,ATU5,293,7.1357825088879894,9.7181529684345911,38.304184029314804,1,417.57647843017361,417.57647843017361,1,535.95360775328118,535.95360775328118,1,638.62811338879692,638.62811338879692
612,historical_exploratory,LAMBDA_SELECTED,MJ3,293,78.403145950623639,89.760004784923154,68.713189137780901,0.20819112627986347,50.870523206522648,606.68978809667396,0.24232081911262798,65.291609679092289,1065.8206809654787,0.26279863481228671,77.799751520043642,1891.4153422973279
612,historical_exploratory,LAMBDA_SELECTED,MJ1,293,25.716107952470566,30.466324021447317,17.809874548534687,0.69624573378839594,72.319053900176186,99.761329117728636,0.86006825938566556,92.820500792610574,106.98955767198569,1,110.60244850945357,110.60244850945357
792,historical_exploratory,BPLUS_CONTINUOUS,ATU1,293,29.335478509690908,32.877890262058848,27.769809438054018,0.064846416382252553,7.4327035636015353,264.80052630730955,0.068259385665529013,9.53977174492376,504.57470014981777,0.068259385665529013,11.367339156759497,967.38082030571661
