phase,model,mae,rmse
development,BPLUS_CONTINUOUS,9.2980723577372082,12.597932603017654
development,TRANSFORMER_BRES_COND,0.3362357946767901,0.46751754301119142
development,TRANSFORMER_BRES_REG1,4.6693962187750389,6.3242015615825746
final_exploratory,BPLUS_CONTINUOUS,6.6284769428445784,8.4237165327921755
final_exploratory,TRANSFORMER_BRES_COND,0.38459768478726342,0.5171071169582443
final_exploratory,TRANSFORMER_BRES_REG1,3.3402354343349039,4.2506360956838538
