model,horizon,n_per_point,mae,rmse,crps,coverage80,width80,interval_score80,coverage90,width90,interval_score90,coverage95,width95,interval_score95,pooled_rmse
B_ANCHOR,1,293,0.186802790802816,0.298429938169496,0.143019386343396,0.722696245733788,0.518740778800795,0.999057084736524,0.811433447098976,0.665796581580021,1.26083644370937,0.869453924914676,0.793345559474048,1.52552594495244,0.310609796170727
B_ANCHOR,2,292,0.354472639016542,0.562356187807008,0.272489413236718,0.714041095890411,0.981211012866592,1.90560484318451,0.8125,1.25937070088357,2.42533659028811,0.863013698630137,1.50063274717732,3.00142844039345,0.593184349027186
B_ANCHOR,3,291,0.51143659120686,0.80892247877238,0.396035897642927,0.70446735395189,1.42001868170012,2.79425709151947,0.803264604810997,1.82257424650776,3.59260268456529,0.862542955326461,2.17173116426537,4.54996392272758,0.86583344761584
B_ANCHOR,4,290,0.664981871841715,1.05225135602225,0.519952308561874,0.703448275862069,1.85952327015012,3.71677495240946,0.798275862068966,2.38667227877584,4.87061744267541,0.845689655172414,2.84389542792965,6.26123093512697,1.13797891961093
B_ANCHOR,5,289,0.816516765892907,1.2954041145249,0.645730803611316,0.705017301038062,2.30619967285069,4.68205208454508,0.799307958477509,2.9599752349807,6.23876216555314,0.839965397923875,3.52702803497774,8.18896808960841,1.41025194840004
B_ANCHOR,6,288,0.96718305499757,1.5393807797898,0.773839703056163,0.703993055555556,2.7606688138146,5.68897930615069,0.794270833333333,3.54328006246482,7.69732777565171,0.835069444444444,4.22207860673962,10.2858566791845,1.68250246246073
B_ANCHOR,7,287,1.11719384989141,1.78416245875774,0.904383370802034,0.700348432055749,3.22418974417906,6.7375241845528,0.786585365853659,4.13820273586806,9.24604306296743,0.828397212543554,4.93097269576425,12.5534152482773,1.95429358904583
DRIFT1,1,293,0.00586145043368146,0.0100916533884798,0.0044084105457141,0.679180887372014,0.0129413664814105,0.0306385529600499,0.773890784982935,0.0166100640559141,0.0412175065075206,0.82679180887372,0.0197921120743389,0.0550228556325163,0.0123602506142978
DRIFT1,2,292,0.0175178169525736,0.0301954829648851,0.0132711245298007,0.67722602739726,0.0383625286988243,0.093404500794045,0.771404109589041,0.0492377725296368,0.127650482102125,0.82277397260274,0.0586704246844904,0.174304696400372,0.0369500863873711
DRIFT1,3,291,0.0349017950942961,0.0602409031819953,0.0266360063637457,0.68127147766323,0.0757778162893919,0.18990789103376,0.769759450171821,0.0972597742589499,0.263066916031034,0.817010309278351,0.11589216910768,0.366458968516757,0.0736570216294152
DRIFT1,4,290,0.0579756394619927,0.100163591712152,0.0445508654420066,0.675862068965517,0.124673963125389,0.321552623182238,0.766379310344828,0.160017299300845,0.450999536486394,0.812068965517241,0.1906723725407,0.639807171103154,0.122382842309634
DRIFT1,5,289,0.0866769866558266,0.149902749195309,0.0670608467965423,0.672145328719723,0.184508319411871,0.489532685590039,0.763840830449827,0.236813864183732,0.694846145985154,0.810553633217993,0.28218112373933,1.0012049305204,0.183039546294077
DRIFT1,6,288,0.120945666743802,0.209398220000513,0.0942056698260393,0.671006944444444,0.254708842114379,0.694904756866135,0.758680555555556,0.326915259621573,0.997013523477439,0.803819444444444,0.389543558378734,1.45737055882851,0.255545101452782
DRIFT1,7,287,0.160806227680145,0.278587483000087,0.126016956939423,0.668118466898955,0.334675953541887,0.938505695569019,0.753484320557491,0.429551935979171,1.36011165850513,0.802264808362369,0.511842701510765,2.01416410390815,0.339819034681114
B_RAW,1,293,6.90409616335658,9.1269429642424,7.62597009588381,0.683447098976109,51.312629181595,60.4361150040066,0.900170648464164,65.8590465549434,73.4393908335571,0.943686006825939,78.4758942612248,87.689539243617,9.45436772995586
B_RAW,2,292,6.93092357442515,9.14705839129124,7.7025037552159,0.684075342465753,51.9665180099659,61.4648665037594,0.895547945205479,66.6983037802364,74.8600224452927,0.941780821917808,79.4759309261212,89.6394017003975,9.47583173140482
B_RAW,3,291,6.95742682805457,9.1688573363711,7.77928922758068,0.689003436426117,52.6278782650482,62.497469436061,0.893470790378007,67.5471504778967,76.2899973356498,0.939003436426117,80.4873941521186,91.576621057049,9.49902794856904
B_RAW,4,290,6.98410552707099,9.19347882507412,7.85678573288537,0.687931034482759,53.2963924432804,63.538924199403,0.89051724137931,68.4051791365144,77.7323131993789,0.933620689655172,81.5097983594223,93.5375617140964,9.52492268161804
B_RAW,5,289,7.01189126788721,9.22179819986454,7.93546850094037,0.689446366782007,53.9724243877902,64.5851965064023,0.885813148788927,69.2728567436884,79.1977966438632,0.926470588235294,82.5436999980775,95.5810564571407,9.55427981795726
B_RAW,6,288,7.04251789323434,9.25508170217975,8.01557985461717,0.689236111111111,54.6544025103681,65.6434258662837,0.875,70.1481661877896,80.7043514548704,0.922743055555556,83.5866955313309,97.6790306756194,9.58827677201395
B_RAW,7,287,7.07598846503958,9.29343832198473,8.09721455224176,0.689895470383275,55.3436855548489,66.709673596283,0.858885017421603,71.0328513976497,82.2829594346217,0.918989547038328,84.6408629785552,99.8229892680028,9.62705736781384
B_ORACLE,1,293,0.193827074323392,0.330649785312949,0.152785132609579,0.773037542662116,0.594016680571563,1.11925385623851,0.837030716723549,0.762412155528522,1.46374704956782,0.871160409556314,0.908470116566509,1.84523801721777,0.342727412021967
B_ORACLE,2,292,0.373122988091134,0.619099500117852,0.294112794008507,0.762842465753425,1.11986400404369,2.15524863769898,0.827054794520548,1.43732988844728,2.81884649212445,0.861301369863014,1.71268419821696,3.52092704062804,0.644443502080045
B_ORACLE,3,291,0.544464275264984,0.886136598743939,0.428872122008273,0.756872852233677,1.6104675829188,3.13804127406122,0.826460481099656,2.06701276489492,4.13103957707722,0.856529209621993,2.46299762385977,5.23833344719201,0.928147956112953
B_ORACLE,4,290,0.708441776255085,1.1402250308453,0.558926820429919,0.741379310344828,2.07567557009113,4.09153937717467,0.822413793103448,2.66410075226906,5.42116887565037,0.854310344827586,3.17447184361985,6.93364184424565,1.20103864888177
B_ORACLE,5,289,0.864286345773038,1.38408977422779,0.684713667317994,0.730968858131488,2.52247353874741,5.03594036625835,0.814878892733564,3.23755973668888,6.68323557747212,0.852076124567474,3.8577903697533,8.66466209378242,1.46458718977536
B_ORACLE,6,288,1.01355154837962,1.61401051669611,0.806963180197936,0.723090277777778,2.94949598148556,5.96397788389465,0.801215277777778,3.7856371083778,7.98383615040416,0.849826388888889,4.51086483890384,10.4545030407723,1.71550907630764
B_ORACLE,7,287,1.15718181693081,1.832307772503,0.925655987651912,0.716898954703833,3.36372923183171,6.88549090466131,0.789198606271777,4.31729972934009,9.31947446347198,0.835365853658537,5.14437992616638,12.3261165061665,1.95552667614754
CL_DIRECT,1,293,0.0940804512476721,0.138709978004755,0.0708668856085706,0.695392491467577,0.284843769894027,0.491634768908546,0.806313993174061,0.365593020695668,0.610405559466765,0.906143344709898,0.435630953309061,0.75277310912272,0.150830871613534
CL_DIRECT,2,292,0.191016675663322,0.283239361111919,0.145903707247547,0.691780821917808,0.58305767844527,1.02403205692755,0.80222602739726,0.748346428577037,1.29447324821029,0.889554794520548,0.891709769147408,1.61843290245664,0.308364281155815
CL_DIRECT,3,291,0.288966458341919,0.42980195260962,0.223042661124588,0.689003436426117,0.887639187676827,1.57714154098621,0.79639175257732,1.13927256345245,2.01829190368152,0.884020618556701,1.3575269898513,2.56954551312876,0.467882105745277
