name,fit_days,strategy,origin,teacher,horizon,lead,station,history_gradient_norm,gate_gradient_norm
h612_OOF_o342,612,OOF,342,342,180,0,ATU1,0.03511725273700414,5.376640029852456
h612_OOF_o342,612,OOF,342,342,180,0,ATU5,0.0597709275629221,6.788217554065249
h612_OOF_o342,612,OOF,342,342,180,0,MJ3,0.05153669125995566,7.153876391534754
h612_OOF_o342,612,OOF,342,342,180,0,MJ1,0.02850404373668363,6.422952391126814
h612_OOF_o342,612,OOF,342,342,180,29,ATU1,3.66186993117424e-06,10.013756430303337
h612_OOF_o342,612,OOF,342,342,180,29,ATU5,3.6510076174738563e-06,11.378217706378718
h612_OOF_o342,612,OOF,342,342,180,29,MJ3,7.943754645305479e-07,12.384318560653309
h612_OOF_o342,612,OOF,342,342,180,29,MJ1,1.0454514733586323e-06,13.080919236067768
h612_OOF_o342,612,OOF,342,342,180,179,ATU1,2.3144350441377615e-21,9.627667657342807
h612_OOF_o342,612,OOF,342,342,180,179,ATU5,9.16494172961577e-22,9.955264194851134
h612_OOF_o342,612,OOF,342,342,180,179,MJ3,4.421105095240642e-22,9.108595766356105
h612_OOF_o342,612,OOF,342,342,180,179,MJ1,2.4942781134218667e-23,8.062970930107479
