phase,model,horizon,n,crps,coverage90,width90,interval_score90,mae,rmse,pooled_rmse
development,C4_RIDGE_DATA_seed0,1,376,0.00236828185938,1,0.0333232651653,0.0333232651653,0.000108666512563,0.000158985941686,0.000163590169975
development,C4_RIDGE_DATA_seed0,2,375,0.00255712600603,1,0.0357988526724,0.0357988526724,0.00040884499726,0.00059570616515,0.000612582197402
development,C4_RIDGE_DATA_seed0,3,374,0.00301653998797,1,0.0414347227651,0.0414347227651,0.000998478458959,0.00143609254197,0.00147571094156
development,C4_RIDGE_DATA_seed0,4,373,0.00378962116408,1,0.0498901893811,0.0498901893811,0.00197332444184,0.00280990853345,0.00288517202754
development,C4_RIDGE_DATA_seed0,5,372,0.00504307116603,0.993951612903,0.062394608679,0.0626871920313,0.00343137738939,0.00484725774555,0.00497318022068
development,C4_RIDGE_DATA_seed0,6,371,0.00686309136224,0.985175202156,0.0797999608452,0.0814870388822,0.00547541748849,0.00767449635334,0.00786808266114
development,C4_RIDGE_DATA_seed0,7,370,0.00923247088508,0.977702702703,0.101836471769,0.105419777259,0.00820897339685,0.0114087857465,0.011689302128
development,C4_RIDGE_DATA_seed0,8,369,0.0121662502332,0.970189701897,0.127619414091,0.134130275376,0.0117030421058,0.0161493832816,0.0165393030811
development,C4_RIDGE_DATA_seed0,9,368,0.0157557496311,0.959918478261,0.15876759604,0.168677438723,0.0160376015321,0.0219735329438,0.0224998715497
development,C4_RIDGE_DATA_seed0,10,367,0.0200173360445,0.953678474114,0.194254536473,0.209423750053,0.021303365192,0.0289971173601,0.0296880868686
development,C4_RIDGE_DATA_seed0,11,366,0.0250503171644,0.948770491803,0.234056803672,0.256238177286,0.0276204129725,0.0374027586145,0.0382803984434
development,C4_RIDGE_DATA_seed0,12,365,0.0309291006836,0.945205479452,0.279105203306,0.309494126622,0.0350764087476,0.0472933097724,0.0483782224654
development,C4_RIDGE_DATA_seed0,13,364,0.0377124932792,0.942307692308,0.329371679836,0.370830380366,0.0437791797636,0.0587469863919,0.0600600303
development,C4_RIDGE_DATA_seed0,14,363,0.0455555055989,0.939393939394,0.386487325476,0.440642812147,0.0537597446136,0.0718387902402,0.0734007998933
development,C4_RIDGE_DATA_seed0,15,362,0.0545736505633,0.930248618785,0.455785681392,0.522340313244,0.0650636963024,0.0866392595961,0.0884707893076
