phase,model,horizon,n,crps,coverage90,width90,interval_score90,mae,rmse,pooled_rmse
development,B_ANCHOR,26,351,5.13374664622,0.891025641026,36.4938775086,60.2217238609,5.73492179067,8.86703198237,9.09620408326
development,B_ANCHOR,27,350,5.33210722053,0.89,37.8569101947,62.3914353831,5.94612953785,9.15672079535,9.40162779142
development,B_ANCHOR,28,349,5.4891539195,0.893266475645,38.455715752,63.7973659463,6.1583325462,9.44559723234,9.70627578159
development,B_ANCHOR,29,348,5.65998061312,0.894396551724,39.3109484827,65.5365794654,6.37082641521,9.73410109024,10.0104620341
development,B_ANCHOR,30,347,5.87037018493,0.89265129683,40.7989363254,68.0887194755,6.58561925077,10.022371312,10.3142725914
development,B_RAW,1,376,,,,,33.265136852,41.3683718719,41.6044798801
development,B_RAW,2,375,,,,,33.3535737912,41.4234925988,41.6599152291
development,B_RAW,3,374,,,,,33.4422844787,41.4788335383,41.7155720636
development,B_RAW,4,373,,,,,33.5312708629,41.5343957076,41.7714514104
development,B_RAW,5,372,,,,,33.6205367556,41.5901801236,41.8275542939
development,B_RAW,6,371,,,,,33.7100823187,41.6461877496,41.8838816846
development,B_RAW,7,370,,,,,33.7997669552,41.7024172558,41.9404322634
development,B_RAW,8,369,,,,,33.8895485316,41.7588677019,41.9972050868
development,B_RAW,9,368,,,,,33.9794164007,41.8155384695,42.054199523
development,B_RAW,10,367,,,,,34.0693473036,41.8724283873,42.1114143822
development,B_RAW,11,366,,,,,34.1593289926,41.9295363766,42.1688485617
development,B_RAW,12,365,,,,,34.2493612399,41.9868617123,42.2265013113
development,B_RAW,13,364,,,,,34.3394291688,42.0444028824,42.2843710939
development,B_RAW,14,363,,,,,34.4295119111,42.1021577665,42.3424557604
development,B_RAW,15,362,,,,,34.5198168857,42.1601380745,42.4007670435
development,B_RAW,16,361,,,,,34.610381163,42.2183460927,42.4593072949
development,B_RAW,17,360,,,,,34.7012007925,42.2767816503,42.5180764007
development,B_RAW,18,359,,,,,34.7922708338,42.3354445394,42.5770741957
development,B_RAW,19,358,,,,,34.8835918928,42.3943349381,42.6363008917
development,B_RAW,20,357,,,,,34.9748622202,42.4534338538,42.6957374138
development,B_RAW,21,356,,,,,35.0654132282,42.5126786559,42.7553207734
development,B_RAW,22,355,,,,,35.1551949864,42.5720461299,42.8150273075
development,B_RAW,23,354,,,,,35.2443378479,42.6315360373,42.8748562845
development,B_RAW,24,353,,,,,35.3329786838,42.6911558531,42.9348147554
development,B_RAW,25,352,,,,,35.4210415728,42.7508841393,42.9948808369
development,B_RAW,26,351,,,,,35.5085239959,42.810709689,43.0550428366
development,B_RAW,27,350,,,,,35.5955134716,42.8706385574,43.1153064117
development,B_RAW,28,349,,,,,35.6832461273,42.930898105,43.175900152
development,B_RAW,29,348,,,,,35.7718577895,42.9915010623,43.2368383678
development,B_RAW,30,347,,,,,35.8612221826,43.0524172095,43.2980917944
development,B_TREND14,1,376,0.139325608207,0.947473404255,1.03744117004,1.5631656669,0.144352792056,0.306691533288,0.370021926972
development,B_TREND14,2,375,0.280594144971,0.946666666667,2.08065099825,3.17632640571,0.290911066584,0.610343515522,0.730638868227
development,B_TREND14,3,374,0.423922357757,0.945187165775,3.15815847815,4.79915786827,0.440190105674,0.905547681415,1.07483077551
development,B_TREND14,4,373,0.568456403192,0.94235924933,4.25371357581,6.40302759428,0.590888300969,1.18984642947,1.39956388556
development,B_TREND14,5,372,0.716943139224,0.938844086022,5.43907653567,8.09499144788,0.741653406045,1.46338141487,1.70540048281
development,B_TREND14,6,371,0.866525371413,0.937331536388,6.59472897732,9.8025371026,0.895092872758,1.72862166944,1.99610935195
development,B_TREND14,7,370,1.01855562262,0.935810810811,7.77827318066,11.4972920779,1.04867041901,1.98978368334,2.2777467943
development,B_TREND14,8,369,1.17319787284,0.933604336043,9.00234897056,13.2575360642,1.20466219739,2.25033526832,2.55529201909
development,B_TREND14,9,368,1.3280727238,0.932744565217,10.1789947987,15.0361445295,1.36295144568,2.51339287917,2.83310080412
development,B_TREND14,10,367,1.48844500695,0.931198910082,11.4454646639,16.9121155637,1.52226356981,2.78157165935,3.11472124975
development,B_TREND14,11,366,1.64247689797,0.931010928962,12.5310288769,18.7110544303,1.68254947365,3.05688591427,3.40282274982
development,B_TREND14,12,365,1.81031975105,0.929452054795,13.8423551785,20.7190375374,1.84490587767,3.33989104412,3.69820572624
development,B_TREND14,13,364,1.97860138306,0.927197802198,15.1292888192,22.7824503601,2.00869895281,3.62962678978,3.99980277646
development,B_TREND14,14,363,2.14752429252,0.924242424242,16.4483085983,24.8883589428,2.1736831074,3.92448013457,4.30577510143
development,B_TREND14,15,362,2.31409221056,0.924723756906,17.652822369,26.9744238306,2.341631524,4.22263272634,4.61403257456
development,B_TREND14,16,361,2.49470569511,0.921745152355,19.1421644727,29.2206889465,2.50899784567,4.52217575212,4.92239220208
development,B_TREND14,17,360,2.67256024715,0.920833333333,20.5587621001,31.4014331179,2.6795433692,4.82174535017,5.2293412885
development,B_TREND14,18,359,2.83579933513,0.922005571031,21.7265485537,33.3903407948,2.84996910139,5.12067600948,5.53420925122
development,B_TREND14,19,358,3.01666673997,0.920391061453,23.2407050653,35.6266596728,3.02046263181,5.41801169622,5.83602343177
development,B_TREND14,20,357,3.18549325232,0.919467787115,24.5547848213,37.7027072129,3.18972248697,5.71364212203,6.13485011576
development,B_TREND14,21,356,3.36692473015,0.917837078652,26.1446309419,39.9807491135,3.353936037,6.00751668341,6.43086252102
development,B_TREND14,22,355,3.52738963014,0.918309859155,27.3279620088,41.9578639505,3.51813000838,6.30050180543,6.72528028256
development,B_TREND14,23,354,3.70613122473,0.917372881356,28.8573121165,44.1435736904,3.68535943548,6.59583639118,7.02199446338
development,B_TREND14,24,353,3.88494539461,0.916430594901,30.3167391487,46.2854692292,3.8549173754,6.8944246395,7.32211154191
development,B_TREND14,25,352,4.05611111116,0.916193181818,31.614575056,48.3976593164,4.02697231027,7.19632204763,7.62575168074
development,B_TREND14,26,351,4.23048541544,0.916666666667,32.9565563332,50.5388445923,4.20164640611,7.50095618711,7.93232884501
development,B_TREND14,27,350,4.43416532292,0.914285714286,34.7849705211,53.0379594748,4.38005645376,7.80828354606,8.24183912031
development,B_TREND14,28,349,4.62843729513,0.912607449857,36.4377871184,55.3349518506,4.56462329239,8.11944425475,8.55555965445
development,B_TREND14,29,348,4.82523704083,0.911637931034,38.0808785534,57.605502266,4.75863406642,8.4353253379,8.87446099586
development,B_TREND14,30,347,5.02693959016,0.909942363112,39.7626756311,59.8868239438,4.95954679497,8.75640989025,9.19906775328
development,C4_RIDGE_DATA,1,376,0.00236828185938,1,0.0333232651653,0.0333232651653,0.000108666512563,0.000158985941686,0.000163590169975
development,C4_RIDGE_DATA,2,375,0.00255712600603,1,0.0357988526724,0.0357988526724,0.00040884499726,0.00059570616515,0.000612582197402
development,C4_RIDGE_DATA,3,374,0.00301653998797,1,0.0414347227651,0.0414347227651,0.000998478458959,0.00143609254197,0.00147571094156
development,C4_RIDGE_DATA,4,373,0.00378962116408,1,0.0498901893811,0.0498901893811,0.00197332444184,0.00280990853345,0.00288517202754
development,C4_RIDGE_DATA,5,372,0.00504307116603,0.993951612903,0.062394608679,0.0626871920313,0.00343137738939,0.00484725774555,0.00497318022068
development,C4_RIDGE_DATA,6,371,0.00686309136224,0.985175202156,0.0797999608452,0.0814870388822,0.00547541748849,0.00767449635334,0.00786808266114
development,C4_RIDGE_DATA,7,370,0.00923247088508,0.977702702703,0.101836471769,0.105419777259,0.00820897339685,0.0114087857465,0.011689302128
development,C4_RIDGE_DATA,8,369,0.0121662502332,0.970189701897,0.127619414091,0.134130275376,0.0117030421058,0.0161493832816,0.0165393030811
development,C4_RIDGE_DATA,9,368,0.0157557496311,0.959918478261,0.15876759604,0.168677438723,0.0160376015321,0.0219735329438,0.0224998715497
development,C4_RIDGE_DATA,10,367,0.0200173360445,0.953678474114,0.194254536473,0.209423750053,0.021303365192,0.0289971173601,0.0296880868686
development,C4_RIDGE_DATA,11,366,0.0250503171644,0.948770491803,0.234056803672,0.256238177286,0.0276204129725,0.0374027586145,0.0382803984434
development,C4_RIDGE_DATA,12,365,0.0309291006836,0.945205479452,0.279105203306,0.309494126622,0.0350764087476,0.0472933097724,0.0483782224654
development,C4_RIDGE_DATA,13,364,0.0377124932792,0.942307692308,0.329371679836,0.370830380366,0.0437791797636,0.0587469863919,0.0600600303
development,C4_RIDGE_DATA,14,363,0.0455555055989,0.939393939394,0.386487325476,0.440642812147,0.0537597446136,0.0718387902402,0.0734007998933
development,C4_RIDGE_DATA,15,362,0.0545736505633,0.930248618785,0.455785681392,0.522340313244,0.0650636963024,0.0866392595961,0.0884707893076
development,C4_RIDGE_DATA,16,361,0.0647272810568,0.92243767313,0.53279453066,0.617004152489,0.0777462105982,0.103214014021,0.10533511372
development,C4_RIDGE_DATA,17,360,0.0759533024081,0.915277777778,0.618189884469,0.72266916413,0.0918427906105,0.121623894644,0.12405391167
development,C4_RIDGE_DATA,18,359,0.0883730320192,0.910167130919,0.709179422736,0.839731533702,0.107377802086,0.141925593154,0.144682997691
development,C4_RIDGE_DATA,19,358,0.102095916252,0.905726256983,0.807722827118,0.970603189101,0.124367109815,0.164172695958,0.167274935182
development,C4_RIDGE_DATA,20,357,0.116980032495,0.902661064426,0.910881345255,1.11133183789,0.142850921542,0.188417028804,0.191880420414
development,C4_RIDGE_DATA,21,356,0.133238257104,0.898174157303,1.02922845827,1.26638464302,0.162941035893,0.214710099662,0.218549777037
development,C4_RIDGE_DATA,22,355,0.150477463161,0.894366197183,1.14730223106,1.43217659053,0.184601644032,0.243104367264,0.247334284579
development,C4_RIDGE_DATA,23,354,0.169101041936,0.891242937853,1.27829750015,1.61227274123,0.20787404877,0.273654016549,0.278287013471
development,C4_RIDGE_DATA,24,353,0.189281632993,0.886685552408,1.42433909105,1.81380506569,0.232871736822,0.306414906249,0.311462820135
development,C4_RIDGE_DATA,25,352,0.210537383248,0.886363636364,1.56067254333,2.01857549453,0.259581323697,0.341443382185,0.346917183425
development,C4_RIDGE_DATA,26,351,0.233401721403,0.883903133903,1.7104333915,2.24211322801,0.288156168945,0.378793701479,0.384703616689
development,C4_RIDGE_DATA,27,350,0.257691254156,0.882142857143,1.86754344218,2.48121718235,0.318676153068,0.41851385027,0.424869428539
development,C4_RIDGE_DATA,28,349,0.283116016844,0.878223495702,2.03391450097,2.73431604056,0.351079595367,0.460639745787,0.467449815818
development,C4_RIDGE_DATA,29,348,0.310013094289,0.875718390805,2.19763893429,3.00524959474,0.385490152782,0.505188140841,0.51246065018
development,C4_RIDGE_DATA,30,347,0.338927267866,0.871037463977,2.38386910201,3.29967891147,0.421876125338,0.552150779685,0.559892661029
development,C4_RIDGE_FULL,1,376,0.00238796272137,0.999335106383,0.0332837187928,0.0333137412717,0.0002685657188,0.000615907600603,0.000812872517848
development,C4_RIDGE_FULL,2,375,0.00275612536389,0.995333333333,0.0357786035352,0.0370313177257,0.00101581150238,0.00228478366855,0.00303705852814
development,C4_RIDGE_FULL,3,374,0.00382569650639,0.989973262032,0.0435388080269,0.0484087116856,0.00250413110663,0.00553570071126,0.00740619440105
development,C4_RIDGE_FULL,4,373,0.00591001907628,0.982573726542,0.0583119438584,0.0716173508637,0.0049864638053,0.0108815189159,0.014617161338
development,C4_RIDGE_FULL,5,372,0.00918504481916,0.970430107527,0.0811910330294,0.109265502157,0.00867391660936,0.0186736532968,0.0250885959804
development,C4_RIDGE_FULL,6,371,0.013829520281,0.958221024259,0.112897639733,0.163314250715,0.0137471401924,0.0290205354272,0.0388333008541
development,C4_RIDGE_FULL,7,370,0.0197927533334,0.949324324324,0.152994976309,0.233043176543,0.0202373564865,0.0418920685768,0.0556644081743
development,C4_RIDGE_FULL,8,369,0.0271694934569,0.938346883469,0.2030979606,0.320211827166,0.0281100040845,0.0572586461052,0.0754625127765
development,C4_RIDGE_FULL,9,368,0.0358452681872,0.931385869565,0.260328592285,0.422325777915,0.0374382631349,0.075203683882,0.0983399817509
development,C4_RIDGE_FULL,10,367,0.0459512872525,0.925068119891,0.326430188203,0.541116139348,0.0483770810383,0.0958770021253,0.124478277473
development,C4_RIDGE_FULL,11,366,0.057381265197,0.922131147541,0.397492090989,0.674456988708,0.0610365416602,0.119361713713,0.153888253975
development,C4_RIDGE_FULL,12,365,0.0704050108782,0.917123287671,0.482031607777,0.827436271052,0.0752860416405,0.145520919866,0.186288777751
development,C4_RIDGE_FULL,13,364,0.0850011658013,0.912087912088,0.575946355669,0.99918835226,0.0910702763343,0.174243989235,0.221475803691
development,C4_RIDGE_FULL,14,363,0.101186971727,0.909090909091,0.679532803049,1.18697245224,0.108476679857,0.205433228616,0.259292554865
development,C4_RIDGE_FULL,15,362,0.118630203703,0.906767955801,0.790032559538,1.38547902274,0.127716003493,0.238942984611,0.299509089025
development,C4_RIDGE_FULL,16,361,0.137970048827,0.901662049861,0.92420940751,1.60503600527,0.148460825922,0.27449076209,0.341686745305
development,C4_RIDGE_FULL,17,360,0.157767878194,0.895833333333,1.06415497996,1.8254136431,0.170447008386,0.31169999158,0.385261446011
development,C4_RIDGE_FULL,18,359,0.178093973673,0.891364902507,1.20167810179,2.05274067357,0.193407475872,0.350113562753,0.429615265763
development,C4_RIDGE_FULL,19,358,0.198880878365,0.888268156425,1.34342308272,2.2830656674,0.217160813535,0.389339407961,0.474299679832
development,C4_RIDGE_FULL,20,357,0.220096838807,0.887955182073,1.49501855261,2.51332380104,0.241575345743,0.429034087249,0.519120172239
development,C4_RIDGE_FULL,21,356,0.241018132325,0.885533707865,1.63919144538,2.73294888764,0.266797276006,0.469387267387,0.564806120294
development,C4_RIDGE_FULL,22,355,0.264002035465,0.884507042254,1.79728726641,2.95693135143,0.29455525904,0.51226027689,0.613787014428
development,C4_RIDGE_FULL,23,354,0.288393832104,0.881355932203,1.9460709061,3.1890972197,0.324961205689,0.558396655352,0.667419718295
development,C4_RIDGE_FULL,24,353,0.317673274035,0.880311614731,2.16927301659,3.45584222371,0.358931476403,0.609471236845,0.728410813619
development,C4_RIDGE_FULL,25,352,0.351177043787,0.875710227273,2.43732344192,3.78723089594,0.396487271384,0.667423494182,0.79982994399
development,C4_RIDGE_FULL,26,351,0.387756795603,0.871794871795,2.70322280017,4.17131000019,0.437289501465,0.733980894442,0.884551386119
development,C4_RIDGE_FULL,27,350,0.430692009906,0.869285714286,3.00959688174,4.6525938002,0.481907707445,0.81059515991,0.984874063208
development,C4_RIDGE_FULL,28,349,0.474951449579,0.868911174785,3.27316485691,5.17014997698,0.531513457028,0.898498405484,1.10241496162
development,C4_RIDGE_FULL,29,348,0.526426498447,0.869971264368,3.5737469808,5.81521269001,0.586027286928,0.998179122026,1.23792576347
development,C4_RIDGE_FULL,30,347,0.595762113787,0.867435158501,4.10398805045,6.69940058132,0.646549429573,1.11051021417,1.39181469386
development,DRIFT1,1,376,0.00420134685932,1,0.0549615695549,0.0549615695549,0.00244547963388,0.00321566365081,0.0032754302856
development,DRIFT1,2,375,0.0111881458725,0.973333333333,0.137106643939,0.140164389672,0.00733180583856,0.00963944834022,0.0098192552552
development,DRIFT1,3,374,0.0224925403697,0.969251336898,0.275145884613,0.282031153804,0.0146478441978,0.0192549712001,0.0196152287871
development,DRIFT1,4,373,0.0377303263981,0.968498659517,0.461925880342,0.474277625904,0.0243833981178,0.0320385218401,0.0326394047151
development,DRIFT1,5,372,0.0569405167161,0.967741935484,0.697981485678,0.717379324153,0.0365066949288,0.0479595194903,0.0488606087007
development,DRIFT1,6,371,0.080175215276,0.966981132075,0.983620249214,1.01272588844,0.0509911440254,0.0669805715602,0.0682405171145
development,DRIFT1,7,370,0.107445374995,0.966216216216,1.31918187818,1.35991472604,0.0678147081251,0.0890575090641,0.0907337126636
development,DRIFT1,8,369,0.138797173291,0.965447154472,1.70615798651,1.7599289192,0.0869121574873,0.114139404248,0.116287722286
development,DRIFT1,9,368,0.174194591529,0.96535326087,2.14250187278,2.21303179517,0.108244565288,0.142168571471,0.144843038502
development,DRIFT1,10,367,0.213694477677,0.964577656676,2.63040239887,2.71930139712,0.131781650447,0.173080551408,0.17633312444
development,DRIFT1,11,366,0.257380012581,0.963114754098,3.17289528917,3.28085803161,0.157421423161,0.206805616444,0.210685935097
development,DRIFT1,12,365,0.304878961748,0.963698630137,3.75975845784,3.89169366702,0.185123774743,0.243275046643,0.24783016712
development,DRIFT1,13,364,0.356684950677,0.962225274725,4.40552818067,4.56000280784,0.214874612094,0.282418758522,0.287692883812
development,DRIFT1,14,363,0.412348316402,0.961432506887,5.0973402207,5.27864415184,0.246539648162,0.324163944676,0.330198172253
development,DRIFT1,15,362,0.471726658842,0.962016574586,5.83384670338,6.04573454245,0.280085429408,0.368435126965,0.375267209824
development,DRIFT1,16,361,0.535254729884,0.961218836565,6.62808305465,6.86707759336,0.315522050267,0.415154258441,0.422818379349
development,DRIFT1,17,360,0.602666884747,0.960416666667,7.4700248998,7.74299790449,0.352648655065,0.464240855905,0.472767415222
development,DRIFT1,18,359,0.673517269927,0.960306406685,8.35344335716,8.66070152511,0.391469061775,0.515612154135,0.525027571822
development,DRIFT1,19,358,0.748330454237,0.959497206704,9.29324170153,9.63059461541,0.431999811616,0.569183277384,0.579509810019
development,DRIFT1,20,357,0.826517507183,0.959383753501,10.2715715765,10.6470310526,0.473993196301,0.624867426205,0.636122999973
development,DRIFT1,21,356,0.908047432341,0.959269662921,11.291676225,11.7049981255,0.517451589104,0.682576079024,0.694774139774
development,DRIFT1,22,355,0.993351134998,0.958450704225,12.3678575107,12.8120909848,0.562443314606,0.742219208683,0.755368590291
development,DRIFT1,23,354,1.08133616858,0.959039548023,13.4697830956,13.9541913181,0.608648498598,0.803705514722,0.817810327116
development,DRIFT1,24,353,1.17329998388,0.957507082153,14.6344735931,15.1471858418,0.656117608809,0.866942672521,0.882002210866
development,DRIFT1,25,352,1.26784667648,0.957386363636,15.820605272,16.3860144384,0.704823243576,0.9318376007,0.94784627737
development,DRIFT1,26,351,1.36485617346,0.957977207977,17.038882926,17.645745616,0.754499791285,0.998296748418,1.01524404953
development,DRIFT1,27,350,1.46523670745,0.957142857143,18.3105491234,18.9452754914,0.805295404826,1.0662264044,1.08409687285
development,DRIFT1,28,349,1.56802207281,0.957020057307,19.607554628,20.2835402496,0.857043952588,1.13553302972,1.15430627673
development,DRIFT1,29,348,1.67242387004,0.958333333333,20.9173035792,21.6342011217,0.909571059393,1.20612361597,1.22577436347
development,DRIFT1,30,347,1.77983142111,0.958933717579,22.2714808731,23.0307656673,0.96292222884,1.27790606672,1.29840422282
development,DRIFT14,1,376,0.0266089885078,0.970744680851,0.323684994783,0.330233056962,0.0178719318958,0.0233872433271,0.0237772904398
development,DRIFT14,2,375,0.0570447024929,0.97,0.694739946375,0.710165854978,0.0380115210778,0.0497470928867,0.0505751132277
development,DRIFT14,3,374,0.0913296616394,0.969251336898,1.11367077345,1.14041529049,0.060356663775,0.0790193081498,0.0803312953839
development,DRIFT14,4,373,0.129508425385,0.967158176944,1.58236331838,1.6212452599,0.084858195436,0.111138231743,0.112978011998
development,DRIFT14,5,372,0.171464118892,0.967069892473,2.09622580793,2.15215714706,0.111471211498,0.146033660691,0.148442665148
development,DRIFT14,6,371,0.21731287232,0.966307277628,2.65892448798,2.73529891872,0.140092666342,0.183631455814,0.186648502705
development,DRIFT14,7,370,0.266976962017,0.964864864865,3.27158457284,3.3664452981,0.170693186056,0.223854156626,0.227515241182
development,DRIFT14,8,369,0.320436915404,0.964092140921,3.93001189808,4.05050214132,0.203218204717,0.266621594882,0.270959686361
development,DRIFT14,9,368,0.377611319937,0.963315217391,4.63385345201,4.78335889019,0.237525090157,0.311851496906,0.316896342286
development,DRIFT14,10,367,0.438434867866,0.962534059946,5.38772313423,5.56129073096,0.273627750501,0.359460062223,0.365237996693
development,DRIFT14,11,366,0.502917893637,0.96174863388,6.18362744761,6.39102812391,0.311440510292,0.409362503713,0.415896268642
development,DRIFT14,12,365,0.57083437442,0.961643835616,7.02245790273,7.26602711082,0.350816070285,0.461473265549,0.468781839078
development,DRIFT14,13,364,0.642361058287,0.960851648352,7.91213431886,8.1868067525,0.391792550559,0.515705313443,0.52380376978
development,DRIFT14,14,363,0.717211014,0.960055096419,8.84074765885,9.15290095131,0.434239396719,0.571970079255,0.580869470553
development,DRIFT14,15,362,0.795247590756,0.959944751381,9.80821098066,10.1625680108,0.478078485227,0.630177672216,0.639884930777
development,DRIFT14,16,361,0.876404635579,0.959833795014,10.8193305149,11.2079656701,0.523278406621,0.690237111907,0.700754973986
development,DRIFT14,17,360,0.960814550226,0.959027777778,11.8703093719,12.3007821225,0.569696343261,0.752056581374,0.763383534015
development,DRIFT14,18,359,1.04802673783,0.958913649025,12.9597890974,13.424878327,0.617298570824,0.815543699492,0.827673951944
development,DRIFT14,19,358,1.13811134033,0.958798882682,14.0820257467,14.5938905415,0.666005924311,0.880605811212,0.893529292493
development,DRIFT14,20,357,1.23039484348,0.959383753501,15.2240327851,15.7917250739,0.715754671527,0.947150291471,0.960852675394
development,DRIFT14,21,356,1.32656911919,0.957865168539,16.4365384794,17.039710443,0.766342386626,1.01508485544,1.02954761394
development,DRIFT14,22,355,1.42405909553,0.958450704225,17.650665913,18.3024325159,0.817913870325,1.08431786748,1.09951835269
development,DRIFT14,23,354,1.52450358254,0.957627118644,18.9085824383,19.6066935993,0.870242978954,1.15475864217,1.17067019704
development,DRIFT14,24,353,1.62696476946,0.957507082153,20.1966776244,20.9272163286,0.923264599612,1.22631773119,1.24290982843
development,DRIFT14,25,352,1.73101037054,0.958096590909,21.4952150733,22.2734159632,0.97701363809,1.29890719061,1.31614559899
development,DRIFT14,26,351,1.83725497977,0.957977207977,22.8237102414,23.6470997879,1.0313218528,1.37244082292,1.3902877999
development,DRIFT14,27,350,1.94558563521,0.957857142857,24.1888482464,25.0394893885,1.08628866781,1.44683438849,1.46524889765
development,DRIFT14,28,349,2.05505069331,0.958452722063,25.5572745571,26.4527619735,1.14163877321,1.52200578073,1.54094373225
development,DRIFT14,29,348,2.16493915996,0.960488505747,26.9088291578,27.8711142932,1.1975300497,1.5978750975,1.61728961545
development,DRIFT14,30,347,2.27832862683,0.960374639769,28.3458467477,29.3307732512,1.25381275749,1.67436465134,1.69420639167
development,DRIFT3,1,376,0.00752882978135,0.991356382979,0.0940370046565,0.0945953265071,0.00489381890332,0.00642996510468,0.00654819209496
development,DRIFT3,2,375,0.0185738507681,0.97,0.226857335059,0.232081099502,0.0122224404857,0.0160567234827,0.0163527373359
development,DRIFT3,3,374,0.0336435248453,0.969919786096,0.411220709614,0.421455632129,0.0219745111525,0.0288561340249,0.0293892314256
development,DRIFT3,4,373,0.0526715961327,0.968498659517,0.6448395752,0.661645844307,0.0341189655559,0.0447968225926,0.0456256901524
development,DRIFT3,5,372,0.0756731744201,0.967741935484,0.927055738876,0.953049225575,0.0486280432568,0.0638406204539,0.0650230028098
development,DRIFT3,6,371,0.102680983649,0.966981132075,1.25972833983,1.29551171507,0.0654784192882,0.0859426165272,0.0875350046745
development,DRIFT3,7,370,0.133714881297,0.966891891892,1.64126215055,1.6908921826,0.08460540563,0.111051181207,0.113108520938
development,DRIFT3,8,369,0.168879627016,0.965447154472,2.07480761393,2.14076796634,0.105968909731,0.13910796958,0.141683390182
development,DRIFT3,9,368,0.208062821433,0.964673913043,2.55933315766,2.6418761835,0.129537938838,0.170048292065,0.17319285506
development,DRIFT3,10,367,0.251275766546,0.963896457766,3.0933374073,3.19596026016,0.155212831299,0.203803273513,0.20756573021
development,DRIFT3,11,366,0.298573134275,0.963114754098,3.6788657856,3.80519322163,0.182950430494,0.240302147355,0.244728686171
development,DRIFT3,12,365,0.34986147191,0.962328767123,4.31623033203,4.46481288649,0.212734570961,0.279473654598,0.284607635359
development,DRIFT3,13,364,0.405084553577,0.961538461538,5.00165262378,5.17679724289,0.244431541575,0.321244439455,0.327126142119
development,DRIFT3,14,363,0.464003051393,0.962121212121,5.7314063142,5.93704960437,0.278006890001,0.365538522657,0.372204912877
development,DRIFT3,15,362,0.527222592634,0.960635359116,6.52241618034,6.7550912695,0.313469378564,0.412277397413,0.419761905625
development,DRIFT3,16,361,0.594036745402,0.959833795014,7.35519015434,7.62018458904,0.350618340207,0.461380159081,0.469712473427
development,DRIFT3,17,360,0.664261449046,0.960416666667,8.22835629378,8.52952919401,0.389457559634,0.512763658096,0.521969531789
