prefix,part,start_index,end_index_exclusive,feature,days,mean_z,sd_z,min_z,max_z,training_min_z,training_max_z,outside_days,outside_fraction
342,forward,342,432,moisture_O1_down,90,0.6425187131067953,0.8761642327604278,-0.922128828695589,1.9977669216290006,-1.9111221968413723,1.9405872286418953,8,0.08888888888888889
342,forward,342,432,reservoir_head,90,-0.8875361364792891,0.28230247886981624,-1.2762099686275885,-0.22754359866375984,-1.5196831657733512,1.1244570026489722,0,0.0
432,train,30,432,rain_mm,402,0.003963796677206014,1.0142638757786149,-0.3642408893934369,8.625070384049584,-0.3642408893934369,8.625070384049584,0,0.0
432,train,30,432,rwl_m,402,0.04039797448719326,1.0222140683830467,-1.4011756234323531,1.5139827662984424,-1.4011756234323531,1.5139827662984424,0,0.0
432,train,30,432,rwl_daily_change_m,402,-0.01432974018794916,0.504533677716071,-4.1556481481481535,2.6943518518518688,-4.1556481481481535,2.6943518518518688,0,0.0
432,train,30,432,rain_head_O3,402,0.011915740358835763,1.0260675683825522,-0.43350741272132703,7.15137233398702,-0.4335116183756659,7.15137233398702,0,0.0
432,train,30,432,rain_head_O2,402,0.056341169748366345,1.0113411843277647,-0.8303332352799327,3.502511985812388,-1.076258573669865,3.502511985812388,0,0.0
432,train,30,432,rain_head_O1_up,402,0.02123212068499988,1.0288324218604334,-0.6264818155281693,4.973799515323739,-0.6411766688799504,4.973799515323739,0,0.0
432,train,30,432,rain_head_O1_down,402,0.01866580995294018,1.0292207713687378,-0.5900703266552656,5.235628174575667,-0.5985307904750841,5.235628174575667,0,0.0
432,train,30,432,moisture_O3,402,-0.006650839105939026,1.007380912370354,-1.6980399676976066,2.0729959919121876,-1.6980399676976066,2.0729959919121876,0,0.0
432,train,30,432,moisture_O2,402,-0.008392304940658067,1.0088352943572494,-1.5343964623057273,2.19269895663024,-1.5343964623057273,2.19269895663024,0,0.0
432,train,30,432,moisture_O1_up,402,0.05144325091131211,0.9066616317346706,-2.222480828070406,1.5318231121233168,-2.8930209090842482,1.5318231121233168,0,0.0
