date,split,site_fusion_status,site_level,site_color,site_fusion_reason,formal_warning_output,total_station_count,valid_station_count,minimum_valid_station_count,minimum_supporting_stations,contributing_stations,uncorroborated_stations,nonvalid_stations,station_count_green,station_count_blue,station_count_yellow,station_count_orange,station_count_red,station_count_at_or_above_green,station_count_at_or_above_blue,station_count_at_or_above_yellow,station_count_at_or_above_orange,station_count_at_or_above_red,artifact_kind,artifact_status,case,vajont_used,operational_profile_id,operational_profile_version,base_protocol_id,base_protocol_version,base_protocol_content_sha256
2019-10-16,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU2;ATU3;ATU4;MJ3,,3,0,0,0,1,4,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-10-17,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU2;ATU3;ATU4;ATU5;MJ3,,2,0,0,0,1,3,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-10-18,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU2;ATU3;ATU4;ATU5;MJ3,,2,0,0,0,1,3,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-10-19,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU2;ATU3;ATU4;ATU5;MJ3,,2,0,0,0,1,3,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-10-20,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU1;ATU3;ATU4;MJ3,,3,0,0,0,1,4,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-10-21,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU1;ATU3;ATU4;ATU5;MJ3,,2,0,0,0,1,3,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-10-22,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,ATU3;ATU4;MJ3,,4,0,0,0,1,5,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-10-23,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,ATU3;ATU4;MJ3,,4,0,1,0,0,5,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-10-24,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU1;ATU3;ATU4;MJ3,,3,0,1,0,0,4,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-10-25,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU1;ATU3;ATU4;MJ3,,3,0,1,0,0,4,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-10-26,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU1;ATU2;ATU3;ATU4;MJ3,,2,0,1,0,0,3,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-10-27,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU1;ATU2;ATU3;ATU4;MJ3,,2,0,1,0,0,3,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-10-28,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,3,6,2,,ATU1;ATU2;ATU3;ATU4;MJ3,,2,0,1,0,0,3,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-10-29,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,4,6,2,,ATU1;ATU3;ATU4;MJ3,,3,0,1,0,0,4,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-10-30,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,ATU3;ATU4;MJ3,,4,0,1,0,0,5,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-10-31,test,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,ATU4;MJ3,,5,0,1,0,0,6,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-01,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,0,1,0,0,7,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-02,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,0,0,0,1,7,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-03,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,0,0,0,1,7,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-04,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,0,0,0,1,7,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-05,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,0,0,0,1,7,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-06,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,0,0,0,1,7,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-07,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,0,0,0,1,7,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-08,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,0,0,0,1,7,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-09,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,0,0,0,1,7,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-10,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,0,0,0,1,7,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-11,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,0,0,0,1,7,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-12,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,0,0,0,1,7,1,1,1,1,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-13,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,0,1,0,0,7,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-14,test,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,ATU3;MJ3,,5,0,1,0,0,6,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-15,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,0,1,0,0,7,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-16,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,0,1,0,0,7,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-17,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,0,1,0,0,7,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-18,test,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,MJ1;MJ3,,5,0,1,0,0,6,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-19,test,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,MJ1;MJ3,,5,0,1,0,0,6,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-20,test,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,MJ1;MJ3,,5,0,1,0,0,6,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-21,test,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,MJ1;MJ3,,5,0,1,0,0,6,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-22,test,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,MJ1;MJ3,,5,0,1,0,0,6,1,1,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-23,test,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,MJ1;MJ3,,5,1,0,0,0,6,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-24,test,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,MJ1;MJ3,,5,1,0,0,0,6,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-25,test,valid,1.0,blue,2_station_corroborated_blue,False,8,7,6,2,MJ1;MJ9,MJ3,,5,2,0,0,0,7,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-26,test,valid,1.0,blue,2_station_corroborated_blue,False,8,7,6,2,MJ1;MJ9,MJ3,,5,2,0,0,0,7,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-27,test,valid,1.0,blue,2_station_corroborated_blue,False,8,7,6,2,MJ1;MJ9,MJ3,,5,2,0,0,0,7,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-28,test,valid,1.0,blue,2_station_corroborated_blue,False,8,7,6,2,MJ1;MJ9,MJ3,,5,2,0,0,0,7,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-29,test,valid,1.0,blue,2_station_corroborated_blue,False,8,7,6,2,MJ1;MJ9,MJ3,,5,2,0,0,0,7,2,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-11-30,test,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,MJ3;MJ9,,5,1,0,0,0,6,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-01,test,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,MJ3;MJ9,,5,1,0,0,0,6,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-02,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,1,0,0,0,7,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-03,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,1,0,0,0,7,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-04,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,1,0,0,0,7,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-05,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,1,0,0,0,7,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-06,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,1,0,0,0,7,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-07,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,1,0,0,0,7,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-08,test,uncorroborated,,,no_2_station_elevated_support,False,8,7,6,2,,MJ3,,6,1,0,0,0,7,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-09,test,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,MJ3;MJ9,,5,1,0,0,0,6,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-10,test,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,MJ3;MJ9,,5,1,0,0,0,6,1,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-11,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,MJ1;MJ3;MJ9,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-12,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,MJ1;MJ3;MJ9,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-13,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,MJ1;MJ3;MJ9,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-14,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,MJ1;MJ3;MJ9,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-15,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,MJ1;MJ3;MJ9,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-16,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,MJ1;MJ3;MJ9,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-17,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,MJ1;MJ3;MJ9,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-18,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,MJ1;MJ3;MJ9,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-19,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,MJ1;MJ3;MJ9,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-20,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,MJ1;MJ3;MJ9,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-21,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,MJ1;MJ3;MJ9,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-22,test,insufficient_valid_station_results,,,valid_station_count_below_6,False,8,5,6,2,,MJ1;MJ3;MJ9,,5,0,0,0,0,5,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-23,test,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,MJ1;MJ3,,6,0,0,0,0,6,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
2019-12-24,test,uncorroborated,,,no_2_station_elevated_support,False,8,6,6,2,,MJ1;MJ3,,6,0,0,0,0,6,0,0,0,0,ootang_operational_four_indicator_run,operational_draft_not_formal,ootang,False,ootang-operational-four-indicator-v1,1.0-draft,ootang-five-level-rule-v1,1.3-draft,b7a252175d2ba5789572c0bc8a073802f079fbe22cdc1c523cec21ac0dda450b
