case,date,station,split,actual_displacement_mm,v0_candidate_status,candidate_v0_mm_per_day,v0_candidate_available,v5_kinematic_branch_status,velocity_mm_per_day,velocity_status,velocity_ratio,velocity_ratio_status,delta_v_mm_per_day,delta_v_state,delta_v_near_zero_tau_mm_per_day,tangent_angle_degree,tangent_angle_status,interval_level,v4_reference_final_color,v4_reference_candidate_color,v4_reference_site_fusion_status,v4_reference_site_confirmed_color,v4_reference_local_max_color,candidate_display_only,v5_fusion_output,formal_warning_output,vajont_used
ootang,2019-04-09,ATU1,calibration,462.231628906886,unavailable,,False,not_applicable_v0_unavailable,0.0979982037177933,valid,,not_applicable_v0_unavailable,-0.0009801100890172,near_zero,0.006800805353298056,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-09,ATU2,calibration,330.27082,unavailable,,False,not_applicable_v0_unavailable,0.0248100000000022,valid,,not_applicable_v0_unavailable,2.0000000006348273e-05,near_zero,0.0015419039999837046,,not_applicable_v0_unavailable,0,green,green,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-09,ATU3,calibration,564.00729,unavailable,,False,not_applicable_v0_unavailable,0.1033300000000281,valid,,not_applicable_v0_unavailable,1.0000000088439265e-05,near_zero,0.002846591999955304,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-09,ATU4,calibration,283.52735,unavailable,,False,not_applicable_v0_unavailable,0.0359100000000012,valid,,not_applicable_v0_unavailable,4.0000000012696546e-05,near_zero,0.0013639920000009212,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-09,ATU5,calibration,598.9830406336171,unavailable,,False,not_applicable_v0_unavailable,0.091851787122664,valid,,not_applicable_v0_unavailable,3.865354926801956e-05,near_zero,0.008835445149900466,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-09,MJ1,calibration,952.1767988648476,initial_segment_selected,0.2503420449965549,True,candidate_available,0.2295768262752062,valid,0.9170526120706793,candidate_available,0.0031415727768262,near_zero,0.00474848045251647,42.52246091222823,candidate_available,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-09,MJ3,calibration,1218.768231605543,initial_segment_selected,0.2481312611240816,True,candidate_available,0.1023193482890292,valid,0.4123597640438499,candidate_available,-0.0012595184798556,near_zero,0.0033703372423854266,22.409280596723693,candidate_available,2,yellow,yellow,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-09,MJ9,calibration,346.84204,unavailable,,False,not_applicable_v0_unavailable,0.114719999999977,valid,,not_applicable_v0_unavailable,0.0020899999999528,positive,0.0004299540000099334,,not_applicable_v0_unavailable,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-10,ATU1,calibration,462.3284934325622,unavailable,,False,not_applicable_v0_unavailable,0.0968645256762101,valid,,not_applicable_v0_unavailable,-0.0011336780415831,near_zero,0.006800805353298056,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-10,ATU2,calibration,330.29566,unavailable,,False,not_applicable_v0_unavailable,0.0248399999999833,valid,,not_applicable_v0_unavailable,2.99999999811007e-05,near_zero,0.0015419039999837046,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-10,ATU3,calibration,564.11062,unavailable,,False,not_applicable_v0_unavailable,0.1033300000000281,valid,,not_applicable_v0_unavailable,0.0,near_zero,0.002846591999955304,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-10,ATU4,calibration,283.5633,unavailable,,False,not_applicable_v0_unavailable,0.0359500000000139,valid,,not_applicable_v0_unavailable,4.0000000012696546e-05,near_zero,0.0013639920000009212,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-10,ATU5,calibration,599.0752847999323,unavailable,,False,not_applicable_v0_unavailable,0.092244166315254,valid,,not_applicable_v0_unavailable,0.0003923791925899,near_zero,0.008835445149900466,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-10,MJ1,calibration,952.4092699119784,initial_segment_selected,0.2503420449965549,True,candidate_available,0.2324710471308435,valid,0.9286136778743765,candidate_available,0.0028942208556372,near_zero,0.00474848045251647,42.88020346231688,candidate_available,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-10,MJ3,calibration,1218.869370190742,initial_segment_selected,0.2481312611240816,True,candidate_available,0.1011385851991235,valid,0.40760114119013685,candidate_available,-0.0011807630899056,near_zero,0.0033703372423854266,22.17586516982006,candidate_available,2,yellow,yellow,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-10,MJ9,calibration,346.95868,unavailable,,False,not_applicable_v0_unavailable,0.116640000000018,valid,,not_applicable_v0_unavailable,0.001920000000041,positive,0.0004299540000099334,,not_applicable_v0_unavailable,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-11,ATU1,calibration,462.4240707122441,unavailable,,False,not_applicable_v0_unavailable,0.0955772796818905,valid,,not_applicable_v0_unavailable,-0.0012872459943196,near_zero,0.006800805353298056,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-11,ATU2,calibration,330.32052,unavailable,,False,not_applicable_v0_unavailable,0.0248599999999896,valid,,not_applicable_v0_unavailable,2.0000000006348273e-05,near_zero,0.0015419039999837046,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-11,ATU3,calibration,564.21396,unavailable,,False,not_applicable_v0_unavailable,0.1033400000000028,valid,,not_applicable_v0_unavailable,9.999999974752429e-06,near_zero,0.002846591999955304,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-11,ATU4,calibration,283.59929,unavailable,,False,not_applicable_v0_unavailable,0.0359899999999697,valid,,not_applicable_v0_unavailable,3.999999995585313e-05,near_zero,0.0013639920000009212,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-11,ATU5,calibration,599.1682750710829,unavailable,,False,not_applicable_v0_unavailable,0.0929902711505974,valid,,not_applicable_v0_unavailable,0.0007461048353434,near_zero,0.008835445149900466,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-11,MJ1,calibration,952.6443878280436,initial_segment_selected,0.2503420449965549,True,candidate_available,0.2351179160651781,valid,0.939186687831098,candidate_available,0.0026468689343346,near_zero,0.00474848045251647,43.203780698924085,candidate_available,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-11,MJ3,calibration,1218.969406768239,initial_segment_selected,0.2481312611240816,True,candidate_available,0.1000365774968941,valid,0.4031599123935834,candidate_available,-0.0011020077022294,near_zero,0.0033703372423854266,21.957316500084996,candidate_available,2,yellow,yellow,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-11,MJ9,calibration,347.07705,unavailable,,False,not_applicable_v0_unavailable,0.1183699999999703,valid,,not_applicable_v0_unavailable,0.0017299999999522,positive,0.0004299540000099334,,not_applicable_v0_unavailable,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-12,ATU1,calibration,462.518207177979,unavailable,,False,not_applicable_v0_unavailable,0.0941364657348913,valid,,not_applicable_v0_unavailable,-0.0014408139469992,near_zero,0.006800805353298056,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-12,ATU2,calibration,330.34541,unavailable,,False,not_applicable_v0_unavailable,0.0248900000000276,valid,,not_applicable_v0_unavailable,3.000000003794412e-05,near_zero,0.0015419039999837046,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-12,ATU3,calibration,564.3173,unavailable,,False,not_applicable_v0_unavailable,0.1033400000000028,valid,,not_applicable_v0_unavailable,0.0,near_zero,0.002846591999955304,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-12,ATU4,calibration,283.63534,unavailable,,False,not_applicable_v0_unavailable,0.0360499999999888,valid,,not_applicable_v0_unavailable,6.000000001904482e-05,near_zero,0.0013639920000009212,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-12,ATU5,calibration,599.2623651727124,unavailable,,False,not_applicable_v0_unavailable,0.0940901016294901,valid,,not_applicable_v0_unavailable,0.0010998304788927,near_zero,0.008835445149900466,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-12,MJ1,calibration,952.881905261122,initial_segment_selected,0.2503420449965549,True,candidate_available,0.2375174330784375,valid,0.9487716419417527,candidate_available,0.0023995170132593,near_zero,0.00474848045251647,43.49418329711479,candidate_available,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-12,MJ3,calibration,1219.068420093423,initial_segment_selected,0.2481312611240816,True,candidate_available,0.0990133251839324,valid,0.39903607766060306,candidate_available,-0.0010232523129616,near_zero,0.0033703372423854266,21.753782734195273,candidate_available,2,yellow,yellow,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-12,MJ9,calibration,347.19698,unavailable,,False,not_applicable_v0_unavailable,0.1199300000000107,valid,,not_applicable_v0_unavailable,0.0015600000000404,positive,0.0004299540000099334,,not_applicable_v0_unavailable,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-13,ATU1,calibration,462.6107492618144,unavailable,,False,not_applicable_v0_unavailable,0.0925420838354398,valid,,not_applicable_v0_unavailable,-0.0015943818994514,near_zero,0.006800805353298056,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-13,ATU2,calibration,330.37032,unavailable,,False,not_applicable_v0_unavailable,0.0249099999999771,valid,,not_applicable_v0_unavailable,1.9999999949504858e-05,near_zero,0.0015419039999837046,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-13,ATU3,calibration,564.42065,unavailable,,False,not_applicable_v0_unavailable,0.1033499999999776,valid,,not_applicable_v0_unavailable,9.999999974752429e-06,near_zero,0.002846591999955304,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-13,ATU4,calibration,283.67145,unavailable,,False,not_applicable_v0_unavailable,0.0361100000000078,valid,,not_applicable_v0_unavailable,6.000000001904482e-05,near_zero,0.0013639920000009212,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-13,ATU5,calibration,599.3579088304638,unavailable,,False,not_applicable_v0_unavailable,0.0955436577513637,valid,,not_applicable_v0_unavailable,0.0014535561218735,near_zero,0.008835445149900466,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-13,MJ1,calibration,953.121574859292,initial_segment_selected,0.2503420449965549,True,candidate_available,0.2396695981699395,valid,0.9573685402036152,candidate_available,0.0021521650915019,near_zero,0.00474848045251647,43.752295978068425,candidate_available,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-13,MJ3,calibration,1219.166488921683,initial_segment_selected,0.2481312611240816,True,candidate_available,0.0980688282600112,valid,0.39522963699028024,candidate_available,-0.0009444969239211,near_zero,0.0033703372423854266,21.56540046839016,candidate_available,2,yellow,yellow,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-13,MJ9,calibration,347.31829,unavailable,,False,not_applicable_v0_unavailable,0.121309999999994,valid,,not_applicable_v0_unavailable,0.0013799999999832,positive,0.0004299540000099334,,not_applicable_v0_unavailable,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-14,ATU1,calibration,462.7015433957974,unavailable,,False,not_applicable_v0_unavailable,0.0907941339829676,valid,,not_applicable_v0_unavailable,-0.0017479498524721,near_zero,0.006800805353298056,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-14,ATU2,calibration,330.39526,unavailable,,False,not_applicable_v0_unavailable,0.024940000000015,valid,,not_applicable_v0_unavailable,3.000000003794412e-05,near_zero,0.0015419039999837046,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-14,ATU3,calibration,564.52401,unavailable,,False,not_applicable_v0_unavailable,0.1033599999999523,valid,,not_applicable_v0_unavailable,9.999999974752429e-06,near_zero,0.002846591999955304,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-14,ATU4,calibration,283.70763,unavailable,,False,not_applicable_v0_unavailable,0.0361800000000016,valid,,not_applicable_v0_unavailable,6.999999999379725e-05,near_zero,0.0013639920000009212,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-14,ATU5,calibration,599.45525976998,unavailable,,False,not_applicable_v0_unavailable,0.0973509395162182,valid,,not_applicable_v0_unavailable,0.0018072817648544,near_zero,0.008835445149900466,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-14,MJ1,calibration,953.3631492706322,initial_segment_selected,0.2503420449965549,True,candidate_available,0.2415744113402524,valid,0.9649773826189558,candidate_available,0.0019048131703129,near_zero,0.00474848045251647,43.978901368116546,candidate_available,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-14,MJ3,calibration,1219.263692008409,initial_segment_selected,0.2481312611240816,True,candidate_available,0.09720308672604,valid,0.3917405903862803,candidate_available,-0.0008657415339712,near_zero,0.0033703372423854266,21.39229492822953,candidate_available,2,yellow,yellow,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-14,MJ9,calibration,347.4408,unavailable,,False,not_applicable_v0_unavailable,0.1225100000000338,valid,,not_applicable_v0_unavailable,0.0012000000000398,positive,0.0004299540000099334,,not_applicable_v0_unavailable,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-15,ATU1,calibration,462.7904360119757,unavailable,,False,not_applicable_v0_unavailable,0.0888926161783274,valid,,not_applicable_v0_unavailable,-0.0019015178046402,near_zero,0.006800805353298056,,not_applicable_v0_unavailable,0,green,green,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-15,ATU2,calibration,330.42022,unavailable,,False,not_applicable_v0_unavailable,0.0249599999999645,valid,,not_applicable_v0_unavailable,1.9999999949504858e-05,near_zero,0.0015419039999837046,,not_applicable_v0_unavailable,0,green,green,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-15,ATU3,calibration,564.62736,unavailable,,False,not_applicable_v0_unavailable,0.1033499999999776,valid,,not_applicable_v0_unavailable,-9.999999974752429e-06,near_zero,0.002846591999955304,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-15,ATU4,calibration,283.74389,unavailable,,False,not_applicable_v0_unavailable,0.036260000000027,valid,,not_applicable_v0_unavailable,8.000000002539309e-05,near_zero,0.0013639920000009212,,not_applicable_v0_unavailable,0,green,green,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-15,ATU5,calibration,599.5547717169044,unavailable,,False,not_applicable_v0_unavailable,0.0995119469243945,valid,,not_applicable_v0_unavailable,0.0021610074081763,near_zero,0.008835445149900466,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-15,MJ1,calibration,953.6063811432214,initial_segment_selected,0.2503420449965549,True,candidate_available,0.2432318725891491,valid,0.9715981691868675,candidate_available,0.0016574612488966,near_zero,0.00474848045251647,44.17468350781111,candidate_available,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-15,MJ3,calibration,1219.36010810899,initial_segment_selected,0.2481312611240816,True,candidate_available,0.0964161005811092,valid,0.3885689378449374,candidate_available,-0.0007869861449307,near_zero,0.0033703372423854266,21.234580146630893,candidate_available,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-15,MJ9,calibration,347.56432,unavailable,,False,not_applicable_v0_unavailable,0.1235199999999849,valid,,not_applicable_v0_unavailable,0.0010099999999511,positive,0.0004299540000099334,,not_applicable_v0_unavailable,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-16,ATU1,calibration,462.8772735423964,unavailable,,False,not_applicable_v0_unavailable,0.0868375304206665,valid,,not_applicable_v0_unavailable,-0.0020550857576608,near_zero,0.006800805353298056,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-16,ATU2,calibration,330.44521,unavailable,,False,not_applicable_v0_unavailable,0.0249900000000025,valid,,not_applicable_v0_unavailable,3.000000003794412e-05,near_zero,0.0015419039999837046,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-16,ATU3,calibration,564.73072,unavailable,,False,not_applicable_v0_unavailable,0.103360000000066,valid,,not_applicable_v0_unavailable,1.0000000088439265e-05,near_zero,0.002846591999955304,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-16,ATU4,calibration,283.78024,unavailable,,False,not_applicable_v0_unavailable,0.0363499999999703,valid,,not_applicable_v0_unavailable,8.99999999433021e-05,near_zero,0.0013639920000009212,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-16,ATU5,calibration,599.6567983968799,unavailable,,False,not_applicable_v0_unavailable,0.1020266799755518,valid,,not_applicable_v0_unavailable,0.0025147330511572,near_zero,0.008835445149900466,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-16,MJ1,calibration,953.851023125138,initial_segment_selected,0.2503420449965549,True,candidate_available,0.2446419819166294,valid,0.977230899907349,candidate_available,0.0014101093274803,near_zero,0.00474848045251647,44.34023098835424,candidate_available,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-16,MJ3,calibration,1219.455815978814,initial_segment_selected,0.2481312611240816,True,candidate_available,0.0957078698238547,valid,0.38571467936075415,candidate_available,-0.0007082307572545,near_zero,0.0033703372423854266,21.092359139148442,candidate_available,2,yellow,yellow,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-16,MJ9,calibration,347.68869,unavailable,,False,not_applicable_v0_unavailable,0.1243699999999989,valid,,not_applicable_v0_unavailable,0.000850000000014,positive,0.0004299540000099334,,not_applicable_v0_unavailable,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-17,ATU1,calibration,462.9619024191068,unavailable,,False,not_applicable_v0_unavailable,0.0846288767104397,valid,,not_applicable_v0_unavailable,-0.0022086537102268,near_zero,0.006800805353298056,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-17,ATU2,calibration,330.47022,unavailable,,False,not_applicable_v0_unavailable,0.0250100000000088,valid,,not_applicable_v0_unavailable,2.0000000006348273e-05,near_zero,0.0015419039999837046,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-17,ATU3,calibration,564.83408,unavailable,,False,not_applicable_v0_unavailable,0.1033599999999523,valid,,not_applicable_v0_unavailable,-1.1368683772161605e-13,near_zero,0.002846591999955304,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-17,ATU4,calibration,283.81667,unavailable,,False,not_applicable_v0_unavailable,0.0364299999999957,valid,,not_applicable_v0_unavailable,8.000000002539309e-05,near_zero,0.0013639920000009212,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-17,ATU5,calibration,599.7616935355501,unavailable,,False,not_applicable_v0_unavailable,0.1048951386701446,valid,,not_applicable_v0_unavailable,0.0028684586945928,near_zero,0.008835445149900466,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-17,MJ1,calibration,954.0968278644608,initial_segment_selected,0.2503420449965549,True,candidate_available,0.2458047393228071,valid,0.9818755747808555,candidate_available,0.0011627574061776,near_zero,0.00474848045251647,44.47603969880551,candidate_available,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-17,MJ3,calibration,1219.550894373271,initial_segment_selected,0.2481312611240816,True,candidate_available,0.0950783944570048,valid,0.3831778149447259,candidate_available,-0.0006294753668498,near_zero,0.0033703372423854266,20.965724073411167,candidate_available,2,yellow,yellow,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-17,MJ9,calibration,347.81371,unavailable,,False,not_applicable_v0_unavailable,0.1250200000000063,valid,,not_applicable_v0_unavailable,0.0006500000000073,positive,0.0004299540000099334,,not_applicable_v0_unavailable,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-18,ATU1,calibration,463.0441690741545,unavailable,,False,not_applicable_v0_unavailable,0.0822666550477038,valid,,not_applicable_v0_unavailable,-0.0023622216627359,near_zero,0.006800805353298056,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-18,ATU2,calibration,330.49526,unavailable,,False,not_applicable_v0_unavailable,0.0250399999999899,valid,,not_applicable_v0_unavailable,2.99999999811007e-05,near_zero,0.0015419039999837046,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-18,ATU3,calibration,564.93744,unavailable,,False,not_applicable_v0_unavailable,0.103360000000066,valid,,not_applicable_v0_unavailable,1.1368683772161605e-13,near_zero,0.002846591999955304,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-18,ATU4,calibration,283.85321,unavailable,,False,not_applicable_v0_unavailable,0.0365400000000022,valid,,not_applicable_v0_unavailable,0.0001100000000064,near_zero,0.0013639920000009212,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-18,ATU5,calibration,599.8698108585577,unavailable,,False,not_applicable_v0_unavailable,0.1081173230076046,valid,,not_applicable_v0_unavailable,0.00322218433746,near_zero,0.008835445149900466,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-18,MJ1,calibration,954.3435480092684,initial_segment_selected,0.2503420449965549,True,candidate_available,0.2467201448075684,valid,0.9855321938069319,candidate_available,0.0009154054847613,near_zero,0.00474848045251647,44.582515173579466,candidate_available,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-18,MJ3,calibration,1219.64542204775,initial_segment_selected,0.2481312611240816,True,candidate_available,0.094527674478968,valid,0.38095834459043865,candidate_available,-0.0005507199780367,near_zero,0.0033703372423854266,20.85475642682684,candidate_available,2,yellow,yellow,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-18,MJ9,calibration,347.93921,unavailable,,False,not_applicable_v0_unavailable,0.1254999999999881,valid,,not_applicable_v0_unavailable,0.0004799999999818,positive,0.0004299540000099334,,not_applicable_v0_unavailable,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-19,ATU1,calibration,463.1239199395866,unavailable,,False,not_applicable_v0_unavailable,0.0797508654320608,valid,,not_applicable_v0_unavailable,-0.0025157896156429,near_zero,0.006800805353298056,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-19,ATU2,calibration,330.52032,unavailable,,False,not_applicable_v0_unavailable,0.0250600000000531,valid,,not_applicable_v0_unavailable,2.0000000063191692e-05,near_zero,0.0015419039999837046,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-19,ATU3,calibration,565.0408,unavailable,,False,not_applicable_v0_unavailable,0.1033599999999523,valid,,not_applicable_v0_unavailable,-1.1368683772161605e-13,near_zero,0.002846591999955304,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-19,ATU4,calibration,283.88985,unavailable,,False,not_applicable_v0_unavailable,0.0366400000000339,valid,,not_applicable_v0_unavailable,0.0001000000000317,near_zero,0.0013639920000009212,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-19,ATU5,calibration,599.981504091546,unavailable,,False,not_applicable_v0_unavailable,0.1116932329882729,valid,,not_applicable_v0_unavailable,0.0035759099806682,near_zero,0.008835445149900466,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-19,MJ1,calibration,954.5909362076394,initial_segment_selected,0.2503420449965549,True,candidate_available,0.2473881983710271,valid,0.9882007569860332,candidate_available,0.0006680535634586,near_zero,0.00474848045251647,44.65997453366818,candidate_available,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-19,MJ3,calibration,1219.73947775764,initial_segment_selected,0.2481312611240816,True,candidate_available,0.094055709890199,valid,0.379056268299725,candidate_available,-0.0004719645887689,near_zero,0.0033703372423854266,20.75952713571647,candidate_available,2,yellow,yellow,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-19,MJ9,calibration,348.06501,unavailable,,False,not_applicable_v0_unavailable,0.1257999999999697,valid,,not_applicable_v0_unavailable,0.0002999999999815,near_zero,0.0004299540000099334,,not_applicable_v0_unavailable,3,orange,orange,candidate_not_site_confirmed,,orange,True,False,False,False
ootang,2019-04-20,ATU1,calibration,463.2010014474507,unavailable,,False,not_applicable_v0_unavailable,0.0770815078641362,valid,,not_applicable_v0_unavailable,-0.0026693575679246,near_zero,0.006800805353298056,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,yellow,True,False,False,False
ootang,2019-04-20,ATU2,calibration,330.54541,unavailable,,False,not_applicable_v0_unavailable,0.0250899999999774,valid,,not_applicable_v0_unavailable,2.999999992425728e-05,near_zero,0.0015419039999837046,,not_applicable_v0_unavailable,0,green,green,candidate_not_site_confirmed,,yellow,True,False,False,False
ootang,2019-04-20,ATU3,calibration,565.14416,unavailable,,False,not_applicable_v0_unavailable,0.103360000000066,valid,,not_applicable_v0_unavailable,1.1368683772161605e-13,near_zero,0.002846591999955304,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,yellow,True,False,False,False
ootang,2019-04-20,ATU4,calibration,283.92661,unavailable,,False,not_applicable_v0_unavailable,0.0367599999999583,valid,,not_applicable_v0_unavailable,0.0001199999999244,near_zero,0.0013639920000009212,,not_applicable_v0_unavailable,1,blue,blue,candidate_not_site_confirmed,,yellow,True,False,False,False
